rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_reward,eval/mean_ep_length
1272.7102198300001,2197,509952,226.07,232,249,0.01663491,-13.646939650177956,0.0003,0.2,2480,1120.474609375,0.7524951696395874,0.9503183364868164,-0.02568994626781205,0.11650390625,2119.8041095733643,,
,,510000,,,,0.0156854,-13.644959935545922,0.0003,0.2,2490,739.5192260742188,0.7520042061805725,0.9496524930000305,-0.024352710432140157,0.098583984375,1952.0813121795654,1532.8432763701305,284.6
1272.6145278,2210,512000,225.46,231,250,,,,,,,,,,,,,
1263.27981246,2215,514048,224.89,232,251,0.021814968,-13.639530351758003,0.0003,0.2,2500,907.6844482421875,0.7659606784582138,0.9496991038322449,-0.029163758875802158,0.136181640625,1882.8392143249512,,
,,515000,,,,0.023078494,-13.640329626202583,0.0003,0.2,2510,435.144287109375,0.7758181989192963,0.9494900107383728,-0.027335234740166924,0.1548828125,1634.6707708358765,1514.7732211753726,280.35
1277.5908755799999,2228,516096,227.38,231,252,,,,,,,,,,,,,
1292.16770933,2234,518144,230.01,231,253,0.016893143,-13.638448804616928,0.0003,0.2,2520,743.6093139648438,0.7045563757419586,0.9496145248413086,-0.02157494421408046,0.114990234375,2132.6924842834474,,
,,520000,,,,0.024209173,-13.639626112580299,0.0003,0.2,2530,457.8513488769531,0.7948609590530396,0.9497612118721008,-0.02102730523329228,0.16044921875,1421.1707628250122,1545.2109315281734,291.7
1314.3056318699998,2247,520192,234.17,231,254,,,,,,,,,,,,,
1292.24423597,2252,522240,230.67,231,255,0.02231851,-13.637546652555466,0.0003,0.2,2540,556.121826171875,0.7729236334562302,0.9490939974784851,-0.025133800631738267,0.137744140625,1432.090777015686,,
1282.0233879,2257,524288,229.32,232,256,0.01853994,-13.636766448616982,0.0003,0.2,2550,685.4606323242188,0.7002092897891998,0.9498328566551208,-0.022428948257584125,0.12177734375,2270.7875867843627,,
,,525000,,,,0.020697713,-13.643195301294327,0.0003,0.2,2560,898.6783447265625,0.723963052034378,0.95009845495224,-0.026282742226612754,0.1365234375,1976.3653328895568,1712.6545289749279,312.85
1319.1615893999997,2271,526336,236.03,231,257,,,,,,,,,,,,,
1324.9498097200003,2276,528384,237.57,232,258,0.027526405,-13.641847845911979,0.0003,0.2,2570,449.8582458496094,0.7613183706998825,0.9494115710258484,-0.026813779352232815,0.1517578125,1742.9924436569213,,
,,530000,,,,0.01788187,-13.637757429480553,0.0003,0.2,2580,574.370361328125,0.7098604440689087,0.9493637084960938,-0.029969519760925323,0.127880859375,1761.8545949935913,1592.080543279834,288.6
1350.7013960299998,2292,530432,241.75,231,259,,,,,,,,,,,,,
1375.7367402,2297,532480,245.58,231,260,0.020235103,-13.631592205166816,0.0003,0.2,2590,287.37738037109375,0.7494076490402222,0.9482284784317017,-0.030301746554323473,0.144921875,1800.1343874931335,,
1415.8052631399996,2303,534528,252.52,232,261,0.018006708,-13.623188480734825,0.0003,0.2,2600,553.897216796875,0.7164718508720398,0.9479344487190247,-0.02441078300180379,0.1419921875,2072.951493740082,,
,,535000,,,,0.02435552,-13.61644738316536,0.0003,0.2,2610,442.0596008300781,0.7787497192621231,0.9467539191246033,-0.03308999433938879,0.155419921875,1536.9117336273193,1713.931687408127,310.8
1394.0052668999997,2317,536576,248.77,231,262,,,,,,,,,,,,,
1396.8945714200004,2323,538624,248.47,231,263,0.016237635,-13.606427258253097,0.0003,0.2,2620,654.8856201171875,0.773932084441185,0.9462339282035828,-0.022195726163045038,0.115576171875,1658.0035655021668,,
,,540000,,,,0.019630723,-13.600484785437583,0.0003,0.2,2630,583.3341674804688,0.8129911869764328,0.9457287788391113,-0.023480176445445977,0.14208984375,1465.1570106506347,1632.4133193653076,297.45
1436.4118970099998,2338,540672,255.14,231,264,,,,,,,,,,,,,
1377.6005745500004,2344,542720,245.77,231,265,0.021001358,-13.597410735487937,0.0003,0.2,2640,557.6970825195312,0.745865523815155,0.9456461071968079,-0.021499944376409987,0.1353515625,1752.8312217712403,,
1312.3949660000005,2350,544768,234.02,231,266,0.02239798,-13.598856449127197,0.0003,0.2,2650,490.9485778808594,0.8439821153879166,0.9458443522453308,-0.031075773946940898,0.158740234375,1607.2394903182983,,
,,545000,,,,0.013882423,-13.594121778011322,0.0003,0.2,2660,484.10443115234375,0.7516515254974365,0.9448062777519226,-0.023758065028232522,0.100830078125,2314.4565578460692,1635.0802467674948,298.75
1312.3315905700001,2366,546816,233.77,231,267,,,,,,,,,,,,,
1292.00189133,2372,548864,229.8,231,268,0.015423832,-13.59112885594368,0.0003,0.2,2670,523.2167358398438,0.8313640505075455,0.9452534914016724,-0.024175920072593726,0.110595703125,1523.4002431869508,,
,,550000,,,,0.016693445,-13.591060212254524,0.0003,0.2,2680,641.92724609375,0.8224449455738068,0.9448121190071106,-0.02543800745916087,0.126123046875,1676.1346208572388,1577.6400323975831,287.2
1259.3055752999999,2387,550912,224.35,230,269,,,,,,,,,,,,,
1212.28085625,2393,552960,216.1,231,270,0.01981882,-13.589116162061691,0.0003,0.2,2690,1165.5921630859375,0.6931353211402893,0.9448543787002563,-0.025733832971309312,0.1236328125,2042.717220878601,,
,,555000,,,,0.016433587,-13.586754041910172,0.0003,0.2,2700,588.3220825195312,0.8370974212884903,0.9442490935325623,-0.030595498337061145,0.121044921875,1423.2958532333373,1697.8625215766951,313.6
1184.43966132,2409,555008,210.83,230,271,,,,,,,,,,,,,
1174.96236747,2416,557056,210.18,230,272,0.019270416,-13.582356801629066,0.0003,0.2,2710,485.0830993652344,0.7973561733961105,0.9439265131950378,-0.02417732840985991,0.130126953125,1576.792943572998,,
1167.5882472500002,2422,559104,208.89,230,273,0.02249945,-13.578976666927337,0.0003,0.2,2720,1505.1063232421875,0.8108300268650055,0.9436090588569641,-0.026914720257627776,0.139794921875,1522.6508745193482,,
,,560000,,,,0.018215122,-13.581936118006706,0.0003,0.2,2730,596.4583129882812,0.7661406993865967,0.9444456100463867,-0.025175129374838436,0.13623046875,1972.3293924331665,1444.3447838567197,263.9
1154.55370477,2436,561152,206.37,230,274,,,,,,,,,,,,,
1191.38477544,2442,563200,212.09,230,275,0.020637048,-13.58436281979084,0.0003,0.2,2740,539.0066528320312,0.8263817727565765,0.9440385103225708,-0.030129744758596644,0.15439453125,1234.033324623108,,
,,565000,,,,0.030203527,-13.582931205630302,0.0003,0.2,2750,684.4418334960938,0.8054906278848648,0.9439550638198853,-0.03650082455133088,0.185546875,1257.6003784179688,1406.5773736953736,257.15
1251.54975806,2456,565248,221.98,230,276,,,,,,,,,,,,,
1274.0426427099999,2463,567296,226.03,230,277,0.024828047,-13.574029800295829,0.0003,0.2,2760,595.64208984375,0.773146852850914,0.9421920776367188,-0.022631657440797426,0.138623046875,1410.5582156181335,,
1261.78031576,2469,569344,224.18,230,278,0.030952958,-13.562243330478669,0.0003,0.2,2770,389.98382568359375,0.7665433287620544,0.9420544505119324,-0.022572852797748056,0.155224609375,1373.3098769187927,,
,,570000,,,,0.015504552,-13.55652379989624,0.0003,0.2,2780,481.3357849121094,0.7684221267700195,0.941100537776947,-0.02394243743037805,0.113818359375,1878.4979063034057,1401.1275585418566,264.15
1228.2966566199998,2482,571392,218.34,230,279,,,,,,,,,,,,,
1226.8572076299997,2488,573440,218.25,230,280,0.014470033,-13.549513763189315,0.0003,0.2,2790,1053.67919921875,0.8292171955108643,0.9407718777656555,-0.025742220983374864,0.107763671875,1888.2198194503785,,
,,575000,,,,0.02545283,-13.548984697461128,0.0003,0.2,2800,684.2237548828125,0.6828331053256989,0.9411497116088867,-0.0284196554828668,0.142431640625,2231.6908361434935,1318.2869527550415,244.85
1249.42802122,2500,575488,222.2,230,281,,,,,,,,,,,,,
1218.60158549,2505,577536,216.7,230,282,0.021764427,-13.549499076604842,0.0003,0.2,2810,491.2698059082031,0.7978599667549133,0.940663754940033,-0.025100220539025032,0.131494140625,1837.3311115264892,,
1223.87920206,2511,579584,218.21,230,283,0.018857736,-13.545254811644554,0.0003,0.2,2820,474.6315612792969,0.7532697319984436,0.9405229687690735,-0.023937617291812784,0.123681640625,1800.4837017059326,,
,,580000,,,,0.025656158,-13.542490893602372,0.0003,0.2,2830,449.49005126953125,0.781497910618782,0.9403437972068787,-0.03069760639918968,0.182958984375,1631.9527034759521,1208.0496417883783,223.55
1202.2000351299998,2523,581632,215.09,230,284,,,,,,,,,,,,,
1164.98056734,2528,583680,209.1,230,285,0.024275176,-13.541839647293092,0.0003,0.2,2840,1140.1029052734375,0.7167693674564362,0.9404303431510925,-0.027472913602832705,0.1169921875,2265.0141563415527,,
,,585000,,,,0.023320446,-13.538231164216995,0.0003,0.2,2850,655.7344970703125,0.8121151924133301,0.9397138953208923,-0.028402420645579695,0.142431640625,1674.566304397583,1464.4066318612545,272.1
1132.53592661,2542,585728,204.33,230,286,,,,,,,,,,,,,
1097.89473185,2547,587776,198.34,230,287,0.022500904,-13.529890409111976,0.0003,0.2,2860,335.0716247558594,0.8334613889455795,0.9389198422431946,-0.02518160275358241,0.134716796875,1262.8922874450684,,
1140.49226799,2554,589824,205.57,230,288,0.017660663,-13.523820239305497,0.0003,0.2,2870,665.8707275390625,0.8371759355068207,0.9388084411621094,-0.025423433730611577,0.117822265625,1409.1335383415221,,
,,590000,,,,0.025163583,-13.52649105489254,0.0003,0.2,2880,344.15289306640625,0.6862908601760864,0.939225971698761,-0.020533482579048724,0.156494140625,2003.48434009552,1455.47528888043,271.85
1172.19438657,2567,591872,211.03,230,289,,,,,,,,,,,,,
1220.8341636100001,2572,593920,219.3,230,290,0.020257926,-13.531913807988166,0.0003,0.2,2890,315.7012634277344,0.8205812275409698,0.9401370882987976,-0.023570755968103187,0.127685546875,1342.3391096115113,,
,,595000,,,,0.024046427,-13.540291595458985,0.0003,0.2,2900,281.4956359863281,0.8306511044502258,0.940650463104248,-0.028280363997328094,0.148779296875,1367.5507284164428,1459.7078681565356,269.25
1202.14274899,2586,595968,215.6,230,291,,,,,,,,,,,,,
1228.3280343400002,2592,598016,220.08,230,292,0.018378017,-13.5444629997015,0.0003,0.2,2910,483.4059143066406,0.8465985208749771,0.9410364031791687,-0.02446327403304167,0.1140625,1722.136838531494,,
,,600000,,,,0.026139066,-13.543514493107796,0.0003,0.2,2920,526.0936279296875,0.8725150674581528,0.940292477607727,-0.027641447572386825,0.14560546875,1205.261091041565,1392.339991564164,252.35
1234.28940429,2605,600064,221.18,230,293,,,,,,,,,,,,,
1238.17534962,2611,602112,221.13,230,294,0.019253287,-13.540352138876916,0.0003,0.2,2930,563.463623046875,0.8377110809087753,0.9406334161758423,-0.027358494244981556,0.128955078125,1352.6933470726012,,
1249.9475619500001,2617,604160,223.35,230,295,0.028337292,-13.541402909159661,0.0003,0.2,2940,268.5104064941406,0.8152802884578705,0.9402124285697937,-0.023432773171225562,0.16005859375,1495.6680814743042,,
,,605000,,,,0.021252926,-13.538311183452606,0.0003,0.2,2950,424.9620056152344,0.8034972250461578,0.9400655627250671,-0.027495209340122527,0.14208984375,1712.846300506592,1711.0733684919774,315.05
1250.33735903,2632,606208,223.25,230,296,,,,,,,,,,,,,
1261.31275322,2637,608256,224.89,230,297,0.021868167,-13.534991446137429,0.0003,0.2,2960,582.1354370117188,0.7923802584409714,0.939661979675293,-0.021908265870297327,0.127978515625,2109.805019760132,,
,,610000,,,,0.029397631,-13.527775874733925,0.0003,0.2,2970,402.6869201660156,0.8075703233480453,0.9388872385025024,-0.023580543586285786,0.148095703125,1384.2699339866638,1573.4964471034473,288.95
1309.9537707800002,2652,610304,233.19,230,298,,,,,,,,,,,,,
1274.8277109,2657,612352,227.1,230,299,0.019686887,-13.520922157168389,0.0003,0.2,2980,466.7068786621094,0.8436602652072906,0.9382395148277283,-0.026657100305601488,0.138330078125,1505.5941687583922,,
1266.901408,2663,614400,226.14,230,300,0.016392183,-13.515464586019515,0.0003,0.2,2990,708.9649047851562,0.859453558921814,0.9379693269729614,-0.0282369719032431,0.113623046875,1378.12546043396,,
,,615000,,,,0.019381462,-13.51451407968998,0.0003,0.2,3000,453.2735595703125,0.7744845449924469,0.9380513429641724,-0.022219240246340633,0.1287109375,1940.245050048828,1561.0275659352542,284.55
1292.78828723,2678,616448,230.55,230,301,,,,,,,,,,,,,
1304.74572885,2683,618496,232.64,230,302,0.0276336,-13.513864174485207,0.0003,0.2,3010,416.44268798828125,0.8075218945741653,0.9377619028091431,-0.0246759663161356,0.14912109375,1295.7666755676269,,
,,620000,,,,0.020815358,-13.506482872366906,0.0003,0.2,3020,383.20159912109375,0.8490270525217056,0.9369603395462036,-0.029366348759504037,0.1619140625,1341.782515144348,1810.475448549632,320.6
1313.25408295,2698,620544,234.1,229,303,,,,,,,,,,,,,
1250.78708027,2704,622592,223.23,230,304,0.018882804,-13.503363958001136,0.0003,0.2,3030,1326.7108154296875,0.7976306527853012,0.936785876750946,-0.02524066737096291,0.12744140625,1652.1245374679565,,
1283.21736792,2709,624640,228.68,230,305,0.019130621,-13.50521083176136,0.0003,0.2,3040,957.431884765625,0.8020084649324417,0.9376477599143982,-0.0263488014054019,0.129736328125,1639.3832544326783,,
,,625000,,,,0.015821338,-13.512357357144356,0.0003,0.2,3050,392.52313232421875,0.7909641265869141,0.9380154013633728,-0.02494082269258797,0.11796875,1612.8163906097411,1765.0381929922848,320.4
1260.93422854,2724,626688,224.41,230,306,,,,,,,,,,,,,
1256.96276551,2730,628736,223.54,230,307,0.016153108,-13.512998953461647,0.0003,0.2,3060,780.6497802734375,0.8002466559410095,0.9379564523696899,-0.02177691893593874,0.117578125,1858.4913911819458,,
,,630000,,,,0.019614372,-13.512124425172805,0.0003,0.2,3070,562.3299560546875,0.8511880338191986,0.937981128692627,-0.027263656177092345,0.1330078125,1305.0348558425903,1777.5996492493898,326.65
1277.24616227,2745,630784,226.97,229,308,,,,,,,,,,,,,
1247.3864648700003,2750,632832,221.81,230,309,0.025503257,-13.50568501651287,0.0003,0.2,3080,478.18084716796875,0.7928277105093002,0.936765193939209,-0.02876132976671215,0.160595703125,1403.6594435691834,,
1257.5671679900001,2756,634880,223.37,230,310,0.02574371,-13.495124378800393,0.0003,0.2,3090,256.4470520019531,0.8449540138244629,0.9361950159072876,-0.025821776909288018,0.156787109375,1320.9632851600647,,
,,635000,,,,0.018280692,-13.490997883677483,0.0003,0.2,3100,691.20458984375,0.7700168192386627,0.9358622431755066,-0.025172987175756133,0.11982421875,1906.8282245635987,1654.9195842564106,293.7
1239.13807655,2770,636928,219.76,229,311,,,,,,,,,,,,,
1199.2824244899998,2775,638976,212.18,230,312,0.017946906,-13.485431730747223,0.0003,0.2,3110,237.44700622558594,0.864717423915863,0.9352883696556091,-0.0237361823907122,0.12021484375,1363.364142036438,,
,,640000,,,,0.01722458,-13.481689092516898,0.0003,0.2,3120,521.01025390625,0.8355874419212341,0.935293972492218,-0.022457721282262356,0.1130859375,1238.749572467804,2178.6337843246756,390.85
1194.08157676,2791,641024,211.68,229,313,,,,,,,,,,,,,
1208.2808690900001,2797,643072,214.04,229,314,0.020959184,-13.481480577588082,0.0003,0.2,3130,905.5414428710938,0.7339590489864349,0.935184121131897,-0.024798041913891213,0.15205078125,1610.401234817505,,
,,645000,,,,0.021666445,-13.480465731024742,0.0003,0.2,3140,337.6183776855469,0.8626211434602737,0.9352428317070007,-0.02875998918316327,0.147900390625,1208.083213043213,1741.2553428433835,318.1
1204.9307947999998,2812,645120,213.68,229,315,,,,,,,,,,,,,
1207.48454513,2817,647168,214.0,229,316,0.028877383,-13.478547388315201,0.0003,0.2,3150,322.69439697265625,0.8726192116737366,0.9345104098320007,-0.027928307751426473,0.158642578125,1164.7929639816284,,
1241.98761817,2823,649216,219.65,229,317,0.019262236,-13.471573603153228,0.0003,0.2,3160,553.5421752929688,0.819310799241066,0.9340752959251404,-0.0218895814352436,0.12431640625,1691.5426406860352,,
,,650000,,,,0.025372637,-13.470595127344131,0.0003,0.2,3170,526.9882202148438,0.862354651093483,0.9343670010566711,-0.02505709964898415,0.161767578125,1012.2192521095276,1711.5612458687276,316.1
1254.0181814399998,2838,651264,222.2,229,318,,,,,,,,,,,,,
1240.40159633,2844,653312,219.32,229,319,0.01981582,-13.47353407740593,0.0003,0.2,3180,355.7659606933594,0.809556633234024,0.9342840313911438,-0.025674982261261903,0.1396484375,1507.1177684783936,,
,,655000,,,,0.017146932,-13.473870149254799,0.0003,0.2,3190,383.3887023925781,0.8663754463195801,0.9345329403877258,-0.024707999895326793,0.13125,1106.9332418441772,1451.9387918403372,260.55
1245.3171821200003,2857,655360,220.35,229,320,,,,,,,,,,,,,
1266.1913058599998,2863,657408,224.1,229,321,0.024057996,-13.478273072838784,0.0003,0.2,3200,341.6204528808594,0.8382964879274368,0.9349880218505859,-0.025696547725237905,0.17470703125,1119.460678958893,,
1293.30683191,2869,659456,228.57,229,322,0.022570249,-13.475007700920106,0.0003,0.2,3210,622.3485107421875,0.8294290900230408,0.9340044260025024,-0.027236673765582965,0.146337890625,1419.935074710846,,
,,660000,,,,0.022659227,-13.471898585557938,0.0003,0.2,3220,465.94366455078125,0.8499715328216553,0.9344712495803833,-0.02677877068053931,0.14794921875,1261.8384817123413,1814.4113713653758,319.85
1295.76987592,2884,661504,229.83,229,323,,,,,,,,,,,,,
1329.3892306,2889,663552,235.7,229,324,0.017127767,-13.473584678769111,0.0003,0.2,3230,1923.6829833984375,0.742638111114502,0.9341270327568054,-0.020666233426891268,0.09912109375,2028.3076217651367,,
,,665000,,,,0.037251964,-13.46586928665638,0.0003,0.2,3240,1715.7271728515625,0.7169600427150726,0.9330684542655945,-0.023478133288153912,0.17861328125,1936.2570526123047,1870.024257328175,332.85
1348.1291738500001,2904,665600,239.48,229,325,,,,,,,,,,,,,
1361.9647699299999,2910,667648,241.75,229,326,0.033719778,-13.456986138224602,0.0003,0.2,3250,572.9249267578125,0.8515928536653519,0.9324213266372681,-0.024302241671830416,0.178955078125,1285.5937308311463,,
1374.0049496300003,2915,669696,243.81,229,327,0.023349684,-13.448930630087853,0.0003,0.2,3260,586.2825317382812,0.8372754901647568,0.9317781329154968,-0.02285032289219089,0.1453125,1455.479726409912,,
,,670000,,,,0.024363913,-13.438832259178161,0.0003,0.2,3270,591.48681640625,0.8544143438339233,0.9306637644767761,-0.027767960526398384,0.16435546875,1264.473346042633,1756.408205715567,324.05
1391.34464367,2930,671744,247.08,229,328,,,,,,,,,,,,,
1405.5953837900001,2937,673792,250.62,229,329,0.022739906,-13.430526658892632,0.0003,0.2,3280,484.89093017578125,0.8128847777843475,0.930250346660614,-0.025845380159444174,0.158154296875,1403.3677681922914,,
,,675000,,,,0.029610446,-13.429462003707886,0.0003,0.2,3290,320.47650146484375,0.7881382554769516,0.9303576350212097,-0.026712996885180473,0.17080078125,1499.3499094963074,1967.6173043962567,352.45
1408.0683304000004,2952,675840,250.89,228,330,,,,,,,,,,,,,
1399.4857012900002,2957,677888,249.53,229,331,0.027419781,-13.426204109191895,0.0003,0.2,3300,628.5068359375,0.8006916344165802,0.9294155240058899,-0.025668546752422118,0.16513671875,1620.206801891327,,
1421.5769802699997,2963,679936,253.73,229,332,0.03782374,-13.420177814364433,0.0003,0.2,3310,314.85992431640625,0.8722680658102036,0.9294504523277283,-0.02130729148921091,0.171630859375,1078.0535508155822,,
,,680000,,,,0.025256025,-13.420959436893463,0.0003,0.2,3320,618.1864624023438,0.8232828825712204,0.9292861819267273,-0.029943317981087604,0.176025390625,1360.6355823516847,1744.7319343424401,312.85
1446.49055607,2978,681984,258.42,228,333,,,,,,,,,,,,,
1455.96490683,2984,684032,260.76,229,334,0.024096724,-13.417684143781662,0.0003,0.2,3330,757.8297119140625,0.8032649010419846,0.9288707971572876,-0.026962420463678426,0.153662109375,1711.8819698333741,,
,,685000,,,,0.019034816,-13.413331252336501,0.0003,0.2,3340,453.0838317871094,0.7070469260215759,0.9285905957221985,-0.026974689167400357,0.103076171875,2189.801026248932,1789.1108829654754,333.55
1458.4486705299998,2999,686080,262.09,228,335,,,,,,,,,,,,,
1420.0436544099998,3005,688128,254.94,228,336,0.033208907,-13.40955622792244,0.0003,0.2,3350,272.4714660644531,0.7934443652629852,0.9277582168579102,-0.03060073974484112,0.188720703125,1547.0934440612793,,
,,690000,,,,0.019314568,-13.400181823968888,0.0003,0.2,3360,508.4981384277344,0.8293135762214661,0.9270592927932739,-0.02520973231003154,0.11884765625,1666.196322822571,2065.3145933635533,381.95
1419.4348497500002,3021,690176,255.2,228,337,,,,,,,,,,,,,
1440.7292819600002,3026,692224,258.09,228,338,0.025837269,-13.397717091441155,0.0003,0.2,3370,385.5428771972656,0.8870250657200813,0.9273660778999329,-0.024853371223434804,0.165966796875,1063.4840795516968,,
1436.00724022,3032,694272,256.7,228,339,0.03637532,-13.3974415153265,0.0003,0.2,3380,238.0730743408203,0.8739499449729919,0.926940381526947,-0.024916838176432067,0.189453125,1024.6652093887328,,
,,695000,,,,0.019069657,-13.392956215143204,0.0003,0.2,3390,687.9849853515625,0.8230836987495422,0.9267139434814453,-0.023982935296953656,0.12392578125,1795.9477113723756,2013.2941365145148,361.4
1438.1379435800002,3048,696320,256.86,228,340,,,,,,,,,,,,,
1403.6886288400003,3054,698368,250.25,228,341,0.019055726,-13.388558548688888,0.0003,0.2,3400,371.7113342285156,0.8895684331655502,0.9259629249572754,-0.027669266855809838,0.130615234375,1005.9774471282959,,
,,700000,,,,0.026858473,-13.382758477330208,0.0003,0.2,3410,792.0397338867188,0.8193914443254471,0.925704300403595,-0.023559302973444572,0.161572265625,1566.744463634491,1960.189085265994,361.0
1402.7100937699995,3069,700416,250.24,228,342,,,,,,,,,,,,,
1414.5706158599999,3074,702464,252.18,228,343,0.024917737,-13.378258806467056,0.0003,0.2,3420,416.4593505859375,0.8013361692428589,0.9251308441162109,-0.02765801166824531,0.129833984375,1567.9646056175231,,
1393.09216639,3079,704512,248.49,228,344,0.022853877,-13.373917835950852,0.0003,0.2,3430,469.197021484375,0.7816337049007416,0.9247814416885376,-0.027321509618195704,0.13291015625,1932.1223945617676,,
,,705000,,,,0.0174938,-13.3716205149889,0.0003,0.2,3440,679.0764770507812,0.7295040786266327,0.9248763918876648,-0.022264898888533936,0.1109375,1597.8695375442505,1510.0752528093756,283.5
1404.80047696,3092,706560,250.11,228,345,,,,,,,,,,,,,
1425.8765220500002,3098,708608,254.01,228,346,0.019631935,-13.371728816628456,0.0003,0.2,3450,1033.19384765625,0.728412389755249,0.9246734976768494,-0.02833215973805636,0.1328125,2151.8775602340697,,
,,710000,,,,0.03071605,-13.363372224569321,0.0003,0.2,3460,426.8927307128906,0.7530695348978043,0.9229593276977539,-0.028646024101180955,0.178955078125,1937.6763642311096,1654.3751497810706,297.1
1405.3155056099997,3112,710656,249.83,228,347,,,,,,,,,,,,,
1436.9779071099997,3118,712704,255.24,228,348,0.01596561,-13.352328529953956,0.0003,0.2,3470,469.70672607421875,0.7417860627174377,0.9229488372802734,-0.022455346790957266,0.113330078125,1888.907147026062,,
1430.55432755,3123,714752,253.51,228,349,0.028873708,-13.350856539607047,0.0003,0.2,3480,436.2840270996094,0.8041188567876816,0.9226428866386414,-0.027450248014065436,0.13837890625,1563.1708978652955,,
,,715000,,,,0.014141949,-13.348423025012016,0.0003,0.2,3490,649.9920043945312,0.7813352048397064,0.9223575592041016,-0.020189092995133252,0.09658203125,2077.027459716797,1854.6329775772988,331.8
1397.85131658,3139,716800,248.2,228,350,,,,,,,,,,,,,
1443.4181083800004,3145,718848,255.53,228,351,0.026444636,-13.345296481251717,0.0003,0.2,3500,500.299560546875,0.7941679954528809,0.9220585227012634,-0.021618619639775717,0.144921875,1697.2101422309875,,
,,720000,,,,0.025452755,-13.339721664786339,0.0003,0.2,3510,802.6030883789062,0.7905681431293488,0.9211494326591492,-0.020118372258730234,0.13408203125,1502.0246026992797,1756.151310792216,326.55
1457.5654985199997,3159,720896,258.73,228,352,,,,,,,,,,,,,
1452.26893378,3165,722944,257.64,228,353,0.03053104,-13.331983682513236,0.0003,0.2,3520,561.72265625,0.7524606138467789,0.9206268191337585,-0.02355179553851485,0.16904296875,1919.0067356109619,,
1484.00685673,3170,724992,262.97,228,354,0.028167747,-13.3270268201828,0.0003,0.2,3530,265.2257385253906,0.893355593085289,0.920494556427002,-0.02314979453512933,0.1732421875,996.9952788352966,,
,,725000,,,,0.0246851,-13.325961092114449,0.0003,0.2,3540,259.3512878417969,0.8574967980384827,0.9205694198608398,-0.026095110023743474,0.13583984375,1020.1574089050293,2002.7458462156355,362.05
1491.2057717399998,3187,727040,264.79,228,355,,,,,,,,,,,,,
1469.48323114,3193,729088,260.81,228,356,0.021670956,-13.33036317229271,0.0003,0.2,3550,379.9825134277344,0.7917135953903198,0.9211434721946716,-0.025771321885986253,0.14521484375,1593.0463216781616,,
,,730000,,,,0.016758025,-13.330340933799743,0.0003,0.2,3560,1068.3885498046875,0.775609701871872,0.9207558035850525,-0.018596402490220498,0.10576171875,1973.455387878418,1938.4490457977402,358.6
1460.1847164099997,3209,731136,259.19,227,357,,,,,,,,,,,,,
1426.2078270799998,3214,733184,253.61,228,358,0.01875702,-13.324992379546165,0.0003,0.2,3570,507.6690979003906,0.689925342798233,0.9201764464378357,-0.028631298229447565,0.11279296875,2373.3181289672852,,
,,735000,,,,0.02407743,-13.326320189237595,0.0003,0.2,3580,420.805419921875,0.7600573152303696,0.9211512804031372,-0.031534806187846695,0.145361328125,1717.035406112671,1766.2616782637313,327.6
1444.3019245599999,3229,735232,256.58,227,359,,,,,,,,,,,,,
1447.0554597199998,3234,737280,257.21,227,360,0.02215527,-13.330865606665611,0.0003,0.2,3590,1025.5484619140625,0.7420215606689453,0.9206026196479797,-0.030283657168911304,0.1369140625,1929.1077779769898,,
1450.4521915300004,3240,739328,257.43,228,361,0.026108455,-13.322634860873222,0.0003,0.2,3600,476.6918029785156,0.7771896421909332,0.9200399518013,-0.025823543407022954,0.159521484375,1932.2479482650756,,
,,740000,,,,0.029471006,-13.318886053562164,0.0003,0.2,3610,244.13609313964844,0.7508420199155807,0.9196926951408386,-0.0229572870710399,0.157470703125,1675.9004384994507,1886.5942680902779,346.75
1471.34576603,3256,741376,261.05,227,362,,,,,,,,,,,,,
1515.23181392,3261,743424,270.19,227,363,0.030591708,-13.321563005447388,0.0003,0.2,3620,256.949462890625,0.8934700042009354,0.9204341769218445,-0.02733482156472746,0.172998046875,775.2065711975098,,
,,745000,,,,0.04646127,-13.322308772802353,0.0003,0.2,3630,598.8286743164062,0.8045759201049805,0.9196791648864746,-0.02888181774469558,0.207568359375,1561.5035710334778,1859.1128361297772,346.9
1473.8575745699998,3278,745472,263.24,227,364,,,,,,,,,,,,,
1454.6666662199998,3283,747520,260.0,227,365,0.031002268,-13.312139046192168,0.0003,0.2,3640,383.936279296875,0.8492968529462814,0.9187137484550476,-0.019240839313715695,0.157568359375,1481.5551054954528,,
1484.1312011400003,3289,749568,264.74,227,366,0.022947092,-13.302017036080361,0.0003,0.2,3650,335.0299072265625,0.8921046480536461,0.9176391959190369,-0.027844383800402283,0.148193359375,1117.1467868804932,,
,,750000,,,,0.02767793,-13.300934594869613,0.0003,0.2,3660,224.22911071777344,0.8032413870096207,0.9186898469924927,-0.022636961820535362,0.15654296875,1269.592195034027,2010.9563735092438,367.9
1482.7640324100003,3306,751616,265.07,227,367,,,,,,,,,,,,,
1514.2666230100003,3311,753664,269.19,227,368,0.015996654,-13.310818377137185,0.0003,0.2,3670,522.6613159179688,0.8394758999347687,0.9191484451293945,-0.027193862322019414,0.126953125,1388.2542585372926,,
