time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/entropy_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/approx_kl,train/loss,train/n_updates,train/policy_gradient_loss,train/value_loss,train/std,train/learning_rate,eval/mean_ep_length,eval/mean_reward
251,433,1186,514048,78.41,396.64053941000003,-20.426266694068907,0.290771484375,0.9150753766298294,0.2,0.0486106,101.89888763427734,2500,-0.059076648930204104,299.69847722053527,0.8085415363311768,0.0003,,
,,,515000,,,-20.410141396522523,0.3099609375,0.9140823855996132,0.2,0.047577024,77.47437286376953,2510,-0.05901788888149895,307.65334544181826,0.8081241846084595,0.0003,72.3,396.1569304943085
252,432,1192,516096,79.64,404.29150539,,,,,,,,,,,,,
253,433,1196,518144,79.64,405.92784317999997,-20.391863340139388,0.270361328125,0.9056626409292221,0.2,0.03931325,71.76893615722656,2520,-0.05622016546549276,309.67125327587127,0.8069420456886292,0.0003,,
,,,520000,,,-20.372296917438508,0.29189453125,0.9101618751883507,0.2,0.051393397,108.5815658569336,2530,-0.055476582777919246,318.1420694828033,0.806136429309845,0.0003,69.9,383.8141171216965
254,432,1201,520192,80.81,412.55155893000006,,,,,,,,,,,,,
255,433,1205,522240,81.64,418.16599485000006,-20.352367347478868,0.2875,0.8909066021442413,0.2,0.049812526,85.86262512207031,2540,-0.057926497494918294,411.45391807556155,0.8049879670143127,0.0003,,
256,433,1209,524288,78.58,401.81064598999995,-20.32586498260498,0.278662109375,0.9180984869599342,0.2,0.043808352,107.21224212646484,2550,-0.055807733652181925,334.190319442749,0.8038361668586731,0.0003,,
,,,525000,,,-20.300627702474593,0.271875,0.916944183409214,0.2,0.04093623,124.54086303710938,2560,-0.05741445394814946,303.7413665294647,0.802732527256012,0.0003,79.95,433.6476370573044
257,432,1215,526336,79.26,402.34865532000003,,,,,,,,,,,,,
258,432,1220,528384,80.59,407.72153907000006,-20.291361528635026,0.285009765625,0.9135776460170746,0.2,0.044099964,111.34270477294922,2570,-0.058416393509833145,334.04521746635436,0.8028179407119751,0.0003,,
,,,530000,,,-20.288467568159103,0.303515625,0.9218913614749908,0.2,0.04334428,128.3014373779297,2580,-0.05818162336363457,282.89848256111145,0.8027424812316895,0.0003,87.65,473.3218493461609
259,432,1226,530432,81.26,412.44851841999997,,,,,,,,,,,,,
260,432,1230,532480,81.64,414.32762325999994,-20.28607333302498,0.313134765625,0.9050579145550728,0.2,0.057904974,150.1573944091797,2590,-0.05970648524526041,336.5418718338013,0.8027290105819702,0.0003,,
261,432,1234,534528,80.57,412.0662248,-20.282666021585463,0.30537109375,0.9310100749135017,0.2,0.050991252,67.47157287597656,2600,-0.0613542364211753,252.75190017223358,0.8023156523704529,0.0003,,
,,,535000,,,-20.274932152032854,0.30078125,0.92209742218256,0.2,0.05159445,140.27357482910156,2610,-0.0582427920831833,306.3962348937988,0.8021615147590637,0.0003,101.95,531.3709593653679
262,432,1241,536576,76.51,391.75952291999994,,,,,,,,,,,,,
263,432,1245,538624,77.49,393.66994096999997,-20.263307082653046,0.266650390625,0.9098749756813049,0.2,0.037957292,187.9464874267578,2620,-0.05641527745174244,390.12768187522886,0.8012330532073975,0.0003,,
,,,540000,,,-20.241738337278367,0.28544921875,0.8924950435757637,0.2,0.046563983,134.0968780517578,2630,-0.05406348411925137,393.2844627380371,0.8000673651695251,0.0003,90.05,478.44925489425657
264,432,1251,540672,76.82,388.52076108000006,,,,,,,,,,,,,
265,432,1255,542720,78.23,395.51377799,-20.2333876311779,0.292724609375,0.9096158519387245,0.2,0.049511362,133.29759216308594,2640,-0.06015353405673522,330.8182009458542,0.8003695011138916,0.0003,,
266,432,1259,544768,79.54,399.3402961799999,-20.233887070417403,0.289794921875,0.9103166162967682,0.2,0.04670289,140.71054077148438,2650,-0.058608679127064536,327.94384269714357,0.800041913986206,0.0003,,
,,,545000,,,-20.22726282477379,0.2953125,0.9164542034268379,0.2,0.042297937,114.81156158447266,2660,-0.058036056617856956,295.9394986152649,0.7997355461120605,0.0003,75.3,411.55424962043764
267,432,1264,546816,80.4,405.7210243800001,,,,,,,,,,,,,
268,432,1269,548864,82.07,412.78102879,-20.22663649916649,0.283203125,0.8983220458030701,0.2,0.051047362,163.1392822265625,2670,-0.05834431987022981,379.0128429412842,0.7995624542236328,0.0003,,
,,,550000,,,-20.219900941848756,0.288134765625,0.897474579513073,0.2,0.042677227,112.6197509765625,2680,-0.059140220034169036,368.39766511917117,0.7992035150527954,0.0003,64.8,356.5904054403305
269,432,1274,550912,81.99,411.7592304600001,,,,,,,,,,,,,
270,432,1278,552960,80.63,405.58225917,-20.21176314353943,0.29404296875,0.9196270331740379,0.2,0.046929576,113.09159851074219,2690,-0.058021054178243506,308.26612224578855,0.7989277839660645,0.0003,,
,,,555000,,,-20.200838959217073,0.292236328125,0.9115181416273117,0.2,0.054605722,81.55741119384766,2700,-0.0527691802039044,289.819193482399,0.7983344793319702,0.0003,63.85,351.1131883144379
271,432,1284,555008,79.25,396.99895294000004,,,,,,,,,,,,,
272,432,1288,557056,78.19,392.34599159000004,-20.176586431264877,0.28720703125,0.9075832664966583,0.2,0.063714705,122.82841491699219,2710,-0.05305159581475891,281.2674721717834,0.7963401675224304,0.0003,,
273,432,1292,559104,78.02,388.99236957,-20.14838225245476,0.31435546875,0.9208164066076279,0.2,0.048696123,79.83094024658203,2720,-0.05888753933832049,263.2203150987625,0.7955317497253418,0.0003,,
,,,560000,,,-20.118017226457596,0.33369140625,0.912456676363945,0.2,0.054465715,102.2452163696289,2730,-0.05952117366541643,258.9844538211822,0.7937156558036804,0.0003,84.3,455.7073079824448
274,432,1298,561152,78.9,395.92549345,,,,,,,,,,,,,
275,432,1302,563200,78.76,396.7097875400001,-20.08505482673645,0.333740234375,0.9172899350523949,0.2,0.059260093,54.450504302978516,2740,-0.06216456351394299,217.50798118114471,0.7922984957695007,0.0003,,
,,,565000,,,-20.07489628791809,0.33427734375,0.9295520409941673,0.2,0.053141393,95.07381439208984,2750,-0.06073336064000614,260.421657538414,0.7923948168754578,0.0003,88.05,480.17749519348143
276,431,1308,565248,78.03,395.32906335,,,,,,,,,,,,,
277,432,1313,567296,79.18,403.53187743999996,-20.05869444012642,0.310400390625,0.917475201189518,0.2,0.049047805,112.94872283935547,2760,-0.06010969482304063,281.12440593242644,0.791092574596405,0.0003,,
278,432,1317,569344,78.69,399.2961887100001,-20.02277918457985,0.331396484375,0.9252760782837868,0.2,0.056896448,99.31182861328125,2770,-0.059752964740619065,244.29730768203734,0.7892926931381226,0.0003,,
,,,570000,,,-20.0118518948555,0.331298828125,0.9296028688549995,0.2,0.06058731,62.0434684753418,2780,-0.062361956192762594,232.17195191383362,0.7898682951927185,0.0003,95.5,511.93212780952456
279,431,1322,571392,78.25,395.34388244,,,,,,,,,,,,,
280,432,1326,573440,79.66,401.9093650099999,-20.011686116456985,0.31728515625,0.9016125127673149,0.2,0.05378942,120.17350006103516,2790,-0.06112423064187169,297.531471824646,0.7893649935722351,0.0003,,
,,,575000,,,-20.008804255723952,0.28876953125,0.9019310995936394,0.2,0.04956014,118.13993072509766,2800,-0.05862868838885334,354.8655819416046,0.7895781397819519,0.0003,99.9,535.0356191635132
281,431,1332,575488,78.53,394.7933882499999,,,,,,,,,,,,,
282,432,1336,577536,79.64,400.57947877999993,-20.007893913984297,0.308837890625,0.9151332005858421,0.2,0.05045661,130.31922912597656,2810,-0.06034176672110334,284.0446479320526,0.7894529700279236,0.0003,,
283,432,1340,579584,81.31,409.52979996,-20.001179057359696,0.29814453125,0.9251996353268623,0.2,0.05295471,106.06791687011719,2820,-0.05886619288648944,295.92490513324736,0.7888678312301636,0.0003,,
,,,580000,,,-19.972422713041304,0.285205078125,0.9184535294771194,0.2,0.045602106,122.53108215332031,2830,-0.057226675120182334,291.15309207439424,0.7870729565620422,0.0003,104.75,561.4435173511505
284,432,1346,581632,80.17,404.74091968,,,,,,,,,,,,,
285,432,1350,583680,80.28,406.18998870000013,-19.94277478456497,0.3033203125,0.9266689643263817,0.2,0.045280732,74.53382873535156,2840,-0.06055142935365439,253.62382745742798,0.7864442467689514,0.0003,,
,,,585000,,,-19.93160722255707,0.304638671875,0.9132659137248993,0.2,0.05044283,79.73812103271484,2850,-0.06163688890519552,285.90460715293887,0.7858541011810303,0.0003,84.35,458.80537657737733
286,431,1356,585728,78.57,399.76168781000007,,,,,,,,,,,,,
287,432,1360,587776,76.79,389.04909767000004,-19.91962903738022,0.332568359375,0.9142545759677887,0.2,0.057681605,85.15375518798828,2860,-0.0593609074014239,272.45341396331787,0.7853622436523438,0.0003,,
288,432,1364,589824,77.35,393.60109927999997,-19.916941171884538,0.34658203125,0.9253378584980965,0.2,0.065428734,122.84071350097656,2870,-0.06305575268779648,269.7530481815338,0.7853679656982422,0.0003,,
,,,590000,,,-19.905357152223587,0.359765625,0.9337437525391579,0.2,0.06268937,87.79869079589844,2880,-0.0630698672408471,236.09016120433807,0.7845860719680786,0.0003,84.45,461.77980852127075
289,431,1370,591872,77.44,394.41632108000005,,,,,,,,,,,,,
290,432,1374,593920,80.04,408.08232490999995,-19.889391160011293,0.34755859375,0.9316834807395935,0.2,0.054110162,81.97111511230469,2890,-0.06226393125834875,246.2574726343155,0.7841299772262573,0.0003,,
,,,595000,,,-19.88568538427353,0.305078125,0.9174705520272255,0.2,0.047812082,154.56231689453125,2900,-0.06022317889728583,264.7082991838455,0.7838947176933289,0.0003,87.0,458.4395008802414
291,431,1380,595968,79.42,406.29925749,,,,,,,,,,,,,
292,431,1384,598016,79.7,407.2017310900001,-19.875973641872406,0.32119140625,0.9226326271891594,0.2,0.071939945,67.84799194335938,2910,-0.05662470864481293,262.9249849319458,0.7832067012786865,0.0003,,
,,,600000,,,-19.84176024198532,0.36474609375,0.9234522432088852,0.2,0.07507006,110.13650512695312,2920,-0.0620459966477938,229.4473550796509,0.7810243964195251,0.0003,99.95,524.5684411287308
293,431,1390,600064,80.29,410.77731697,,,,,,,,,,,,,
294,431,1394,602112,78.84,402.89328709,-19.818772834539413,0.30810546875,0.916630893945694,0.2,0.04791472,52.434486389160156,2930,-0.05826944201835431,290.36799240112305,0.7809846997261047,0.0003,,
295,432,1398,604160,80.39,408.16266993000005,-19.809648406505584,0.319873046875,0.9251661002635956,0.2,0.059468005,89.34542083740234,2940,-0.06005257822253043,286.23318033218385,0.7802217602729797,0.0003,,
,,,605000,,,-19.79111350774765,0.297119140625,0.922000840306282,0.2,0.048982278,147.0449676513672,2950,-0.05809264841373078,286.87288291454314,0.7792957425117493,0.0003,101.2,519.4231968998909
296,431,1404,606208,81.03,413.00096431000003,,,,,,,,,,,,,
297,431,1408,608256,81.01,414.52372393999997,-19.773443883657457,0.33515625,0.9385546520352364,0.2,0.059107486,107.31246185302734,2960,-0.06226714462973178,254.83247590065002,0.7785454988479614,0.0003,,
,,,610000,,,-19.759684801101685,0.2962890625,0.919916570186615,0.2,0.051163193,96.9307632446289,2970,-0.05836961104650982,319.83186717033385,0.7783036828041077,0.0003,107.0,562.5664119005203
298,431,1414,610304,78.88,403.3061463599999,,,,,,,,,,,,,
299,431,1419,612352,77.78,400.2666774300001,-19.751254987716674,0.303076171875,0.927593395113945,0.2,0.04989019,86.6781005859375,2980,-0.060050281704752705,295.82502048015596,0.7775620222091675,0.0003,,
300,431,1423,614400,78.85,403.57692448999995,-19.742155337333678,0.319189453125,0.9277018085122108,0.2,0.049187966,71.0936279296875,2990,-0.05936776591697708,265.3976092338562,0.777683675289154,0.0003,,
,,,615000,,,-19.731974291801453,0.338525390625,0.9133897349238396,0.2,0.061931387,114.43182373046875,3000,-0.0594262652361067,283.26924710273744,0.7768426537513733,0.0003,106.95,566.0433485865593
301,431,1429,616448,80.45,409.49177437,,,,,,,,,,,,,
302,431,1433,618496,80.2,407.77779969999995,-19.7227101624012,0.347705078125,0.927902951836586,0.2,0.06520341,115.39934539794922,3010,-0.05854799388616812,252.95107510089875,0.776921272277832,0.0003,,
,,,620000,,,-19.70798333287239,0.329833984375,0.936418816447258,0.2,0.06215631,81.70734405517578,3020,-0.06125604184344411,224.9724288225174,0.7757787108421326,0.0003,97.3,510.5237167954445
303,430,1440,620544,82.6,417.05631395000006,,,,,,,,,,,,,
304,431,1444,622592,78.71,394.96151273,-19.69233458042145,0.301123046875,0.8827698901295662,0.2,0.049557816,141.50570678710938,3030,-0.05834688333561644,355.2404901027679,0.7757254838943481,0.0003,,
305,431,1448,624640,76.35,381.27840915000013,-19.703734189271927,0.332080078125,0.9160811603069305,0.2,0.06485759,100.04241180419922,3040,-0.06213902968738694,260.74947752952573,0.7765349745750427,0.0003,,
,,,625000,,,-19.705883836746217,0.332373046875,0.9046517908573151,0.2,0.054792263,87.75761413574219,3050,-0.06258542463765479,321.5109697818756,0.7761606574058533,0.0003,92.55,480.87259941101075
306,430,1454,626688,77.64,388.82933983000004,,,,,,,,,,,,,
307,431,1458,628736,76.97,388.18958733000005,-19.689060419797897,0.32744140625,0.9121929779648781,0.2,0.069805846,93.54830932617188,3060,-0.061103336865198796,280.93553202152253,0.775333046913147,0.0003,,
,,,630000,,,-19.66773404479027,0.378759765625,0.9159286469221115,0.2,0.07667895,105.13741302490234,3070,-0.06428045499778819,287.94518954753875,0.7740992307662964,0.0003,101.05,534.2835047721862
308,430,1465,630784,81.01,406.5227182899999,,,,,,,,,,,,,
309,430,1470,632832,81.66,411.1679701700001,-19.643762087821962,0.341748046875,0.9228845462203026,0.2,0.059664533,86.82811737060547,3080,-0.05855152510048356,276.37798418998716,0.773452639579773,0.0003,,
310,430,1474,634880,82.08,414.16103234999997,-19.61597843170166,0.348974609375,0.9413985498249531,0.2,0.07162061,67.33629608154297,3090,-0.05893868887214922,209.4532842874527,0.7715001702308655,0.0003,,
,,,635000,,,-19.58493242263794,0.355908203125,0.9421152733266354,0.2,0.07150191,76.15624237060547,3100,-0.06148970084468601,203.17546744346618,0.7706742286682129,0.0003,74.1,404.4368502378464
311,430,1480,636928,82.68,418.49597760000006,,,,,,,,,,,,,
312,430,1485,638976,79.4,403.01756899,-19.566160291433334,0.332080078125,0.9282694980502129,0.2,0.061071087,84.53709411621094,3110,-0.060929115064209324,245.79786715507507,0.7697511315345764,0.0003,,
,,,640000,,,-19.553799933195116,0.312939453125,0.9346088171005249,0.2,0.05290071,78.57548522949219,3120,-0.05973289308603853,244.8855980157852,0.7694801092147827,0.0003,85.6,458.64113626480105
313,429,1491,641024,81.13,412.00996969,,,,,,,,,,,,,
314,429,1496,643072,81.91,412.38016788,-19.549900978803635,0.3359375,0.9268242716789246,0.2,0.058160767,124.31485748291016,3130,-0.05609962679736782,258.63083894252776,0.7693296074867249,0.0003,,
,,,645000,,,-19.552405691146852,0.354638671875,0.9201758429408073,0.2,0.064018264,110.27389526367188,3140,-0.05770760721352417,256.1711035728455,0.7697089910507202,0.0003,92.35,480.1836168050766
315,429,1502,645120,80.3,402.42566145000006,,,,,,,,,,,,,
316,429,1506,647168,82.18,413.42762061999997,-19.549326717853546,0.38193359375,0.9198913797736168,0.2,0.07941651,75.43257141113281,3150,-0.0567979443439981,242.45612864494325,0.7696574330329895,0.0003,,
317,429,1510,649216,81.06,409.61825996,-19.54967942237854,0.320263671875,0.9193315505981445,0.2,0.059251267,96.60208892822266,3160,-0.05812336833041627,278.42550973892213,0.7695372700691223,0.0003,,
,,,650000,,,-19.54730095267296,0.3248046875,0.9319900870323181,0.2,0.057398845,120.7046890258789,3170,-0.06280990280210971,267.79458236694336,0.7692931890487671,0.0003,95.6,503.8519784092903
318,429,1517,651264,80.09,405.49597896000006,,,,,,,,,,,,,
319,429,1521,653312,80.69,409.22373625,-19.54274786114693,0.299267578125,0.9257417321205139,0.2,0.052598394,143.3636932373047,3180,-0.05903448241879232,289.73462121486665,0.7692100405693054,0.0003,,
,,,655000,,,-19.53592515587807,0.2876953125,0.9273470416665077,0.2,0.046152025,104.8004379272461,3190,-0.05853602770366706,312.04328548908234,0.7688828706741333,0.0003,92.6,481.32559484243393
320,428,1527,655360,80.21,405.42645367999995,,,,,,,,,,,,,
321,429,1532,657408,81.38,411.43595385000003,-19.529994469881057,0.2912109375,0.9098458811640739,0.2,0.051004928,126.14383697509766,3200,-0.057628537600976415,361.6266160488129,0.7688820958137512,0.0003,,
322,429,1536,659456,79.59,405.83653881000004,-19.51899836063385,0.327294921875,0.9185652583837509,0.2,0.062950045,94.26451873779297,3210,-0.06083243504399434,267.19205622673036,0.7682101130485535,0.0003,,
,,,660000,,,-19.500887340307237,0.350439453125,0.9187919124960899,0.2,0.066031806,72.38671112060547,3220,-0.06019957516400609,249.24226813316346,0.7671974301338196,0.0003,84.05,449.18588664531705
323,428,1542,661504,79.81,407.68488664000006,,,,,,,,,,,,,
324,428,1547,663552,81.41,418.19595735,-19.48131170272827,0.346923828125,0.9369445666670799,0.2,0.06593805,60.40018081665039,3230,-0.06316697167931125,208.40680437088014,0.7665091156959534,0.0003,,
,,,665000,,,-19.46585358977318,0.341552734375,0.9296719431877136,0.2,0.06183831,86.35872650146484,3240,-0.05694874957553111,238.75340204238893,0.7659144997596741,0.0003,85.05,453.51141078472136
325,428,1553,665600,80.62,413.06825812000005,,,,,,,,,,,,,
326,428,1557,667648,79.82,406.13992492,-19.462828308343887,0.325830078125,0.9022713378071785,0.2,0.062247418,110.68089294433594,3250,-0.05317586114979349,307.14776079654695,0.7663055658340454,0.0003,,
327,428,1562,669696,79.96,409.1536301999999,-19.48005546927452,0.329541015625,0.930363766849041,0.2,0.064312324,80.11275482177734,3260,-0.05981350186630152,273.87797355651855,0.7677090167999268,0.0003,,
,,,670000,,,-19.47223916053772,0.35478515625,0.9392699413001537,0.2,0.06871772,105.33442687988281,3270,-0.0591482020157855,241.99910559654236,0.7658234238624573,0.0003,81.8,430.70383117198946
328,428,1568,671744,76.93,391.85751135000004,,,,,,,,,,,,,
329,428,1572,673792,77.01,390.38755682999994,-19.450394243001938,0.324658203125,0.9203574880957603,0.2,0.059645273,123.62977600097656,3280,-0.06135634251550073,262.53288052082064,0.7656035423278809,0.0003,,
,,,675000,,,-19.437881124019622,0.340966796875,0.9265065714716911,0.2,0.060381457,73.25444030761719,3290,-0.061368539373506795,268.3871314287186,0.7647583484649658,0.0003,78.75,428.42241084575653
330,428,1578,675840,77.66,394.29525051999997,,,,,,,,,,,,,
331,428,1582,677888,77.84,393.99309518999996,-19.42426620721817,0.3341796875,0.9203695729374886,0.2,0.047949363,88.65874481201172,3300,-0.0597333045268897,286.71982834339144,0.7645640969276428,0.0003,,
332,428,1587,679936,79.15,402.5490212000001,-19.412857818603516,0.344677734375,0.9254825562238693,0.2,0.09837048,55.61125564575195,3310,-0.0575981792062521,242.00376827716826,0.7637174129486084,0.0003,,
,,,680000,,,-19.38401856422424,0.347216796875,0.925048716366291,0.2,0.06884865,89.34211730957031,3320,-0.057679215833195484,285.9338449716568,0.7618733644485474,0.0003,71.65,392.2876534461975
333,428,1592,681984,81.41,413.5989440299999,,,,,,,,,,,,,
334,428,1597,684032,81.92,417.7277406199999,-19.35335898399353,0.284765625,0.9078111574053764,0.2,0.04662934,119.73062133789062,3330,-0.05598420588648878,351.547260093689,0.7612680792808533,0.0003,,
,,,685000,,,-19.34010968208313,0.367041015625,0.9365208595991135,0.2,0.06355429,63.2282829284668,3340,-0.06914410394965671,228.38568024635316,0.7607327699661255,0.0003,80.55,440.4170588493347
335,427,1603,686080,81.8,418.29780525,,,,,,,,,,,,,
336,427,1608,688128,80.01,408.29213826,-19.323970234394075,0.29873046875,0.9261978045105934,0.2,0.0577129,130.56341552734375,3350,-0.05686887750052847,295.6585687637329,0.7600483894348145,0.0003,,
,,,690000,,,-19.31082621216774,0.300341796875,0.9274131506681442,0.2,0.05230491,127.17488098144531,3360,-0.053491145046427845,264.5557009458542,0.7593181729316711,0.0003,74.4,406.5701623678207
337,427,1614,690176,79.87,409.81414359999997,,,,,,,,,,,,,
338,427,1619,692224,80.42,412.07311898,-19.30402370095253,0.335888671875,0.9177369400858879,0.2,0.062630355,78.16543579101562,3370,-0.05964301575731952,292.78169972896575,0.7594453692436218,0.0003,,
339,427,1623,694272,81.09,415.53679822,-19.28730760216713,0.36953125,0.9402199499309063,0.2,0.06964059,108.18266296386719,3380,-0.05822474497545045,243.8314774751663,0.7579612731933594,0.0003,,
,,,695000,,,-19.26615229845047,0.35048828125,0.9375568330287933,0.2,0.06256727,88.02339935302734,3390,-0.05793732003658079,243.98928956985475,0.7576236128807068,0.0003,82.4,447.3159258127213
340,427,1629,696320,82.8,427.75019939000003,,,,,,,,,,,,,
341,427,1634,698368,81.12,418.6616477400001,-19.241038155555724,0.34150390625,0.9275958836078644,0.2,0.06446068,118.9638671875,3400,-0.05850424580858089,266.8168425798416,0.7561383247375488,0.0003,,
,,,700000,,,-19.212704664468767,0.356201171875,0.9356846362352371,0.2,0.06756671,101.7212142944336,3410,-0.05816582504776306,254.50002031326295,0.7552456855773926,0.0003,73.85,407.06584072113037
342,426,1640,700416,79.68,413.13965953999997,,,,,,,,,,,,,
343,427,1644,702464,79.09,407.85409517000005,-19.19733812212944,0.3423828125,0.9285021349787712,0.2,0.057300385,68.51107788085938,3420,-0.062218038947321475,254.68139200210572,0.7549362182617188,0.0003,,
344,427,1649,704512,79.83,406.65041616999997,-19.185839253664017,0.332421875,0.9317573979496956,0.2,0.05903227,117.88133239746094,3430,-0.059418105956865475,264.8446134328842,0.7542166113853455,0.0003,,
,,,705000,,,-19.171057796478273,0.350732421875,0.922613762319088,0.2,0.0695004,115.57674407958984,3440,-0.05819119660882279,258.1564409017563,0.7535731196403503,0.0003,77.65,426.0886702299118
345,426,1655,706560,80.25,409.1521353300001,,,,,,,,,,,,,
346,426,1660,708608,82.1,417.67595635000004,-19.170311683416365,0.356787109375,0.9272346124053001,0.2,0.06749013,67.10110473632812,3450,-0.06207460715668276,252.83308398723602,0.7536745667457581,0.0003,,
,,,710000,,,-19.17915349602699,0.3673828125,0.9465229883790016,0.2,0.07458224,74.883056640625,3460,-0.061906320301932286,177.25083664655685,0.7542298436164856,0.0003,76.85,421.7173511743546
347,426,1666,710656,81.19,413.86408116000007,,,,,,,,,,,,,
348,426,1670,712704,80.19,410.90017837,-19.16589371562004,0.35263671875,0.9381576478481293,0.2,0.07318671,48.86326599121094,3470,-0.062246211478486656,233.32971136569978,0.7527458071708679,0.0003,,
349,426,1674,714752,78.79,404.17183151999996,-19.141718256473542,0.31708984375,0.9152593538165092,0.2,0.054608256,155.0509490966797,3480,-0.05520461931591854,308.9983320236206,0.7521054744720459,0.0003,,
,,,715000,,,-19.117731279134752,0.339892578125,0.9290408343076706,0.2,0.06873095,84.76142883300781,3490,-0.05789735062571708,247.0158789396286,0.7510047554969788,0.0003,75.5,414.47276892662046
350,426,1681,716800,78.16,401.1584724999999,,,,,,,,,,,,,
351,426,1685,718848,79.72,411.72005810999997,-19.09512451887131,0.369873046875,0.9142571315169334,0.2,0.06372899,107.22132110595703,3500,-0.06218246775097214,256.65368115901947,0.7498007416725159,0.0003,,
,,,720000,,,-19.090792936086654,0.36201171875,0.9317712709307671,0.2,0.08484126,115.319580078125,3510,-0.06252622074680403,239.50266642570494,0.750467836856842,0.0003,82.05,445.5947088718414
352,426,1691,720896,80.43,419.25669553999984,,,,,,,,,,,,,
353,426,1696,722944,80.58,420.60131391000004,-19.093731009960173,0.3537109375,0.9360993057489395,0.2,0.068306744,83.4694595336914,3520,-0.059654081024928016,241.08169996738434,0.7503223419189453,0.0003,,
354,426,1700,724992,82.16,427.88213559,-19.089689826965333,0.326513671875,0.9273146986961365,0.2,0.061350197,146.62042236328125,3530,-0.05744810884352773,309.1329678535461,0.7500825524330139,0.0003,,
,,,725000,,,-19.086970233917235,0.323291015625,0.923894077539444,0.2,0.055138342,126.41687774658203,3540,-0.061296423297608274,291.59012751579286,0.7502201199531555,0.0003,78.5,430.04997725486754
355,425,1706,727040,83.07,428.87025196999997,,,,,,,,,,,,,
356,426,1711,729088,81.56,418.82258482000003,-19.07507634162903,0.3490234375,0.926105447113514,0.2,0.069644205,113.33182525634766,3550,-0.06480503625934944,300.2497730731964,0.749218761920929,0.0003,,
,,,730000,,,-19.058390176296236,0.328564453125,0.9347258657217026,0.2,0.06656686,61.62208938598633,3560,-0.05553209541540127,248.0040369272232,0.7487945556640625,0.0003,82.1,446.9954509019852
357,425,1717,731136,81.37,416.5120231099999,,,,,,,,,,,,,
358,425,1721,733184,80.31,411.41019166,-19.048716914653777,0.355126953125,0.9245318323373795,0.2,0.06734149,130.75892639160156,3570,-0.06017287188151386,274.7547334909439,0.7486187815666199,0.0003,,
,,,735000,,,-19.05595893263817,0.34814453125,0.9129994288086891,0.2,0.07282056,120.73152923583984,3580,-0.05826628563227132,347.42032566070554,0.7495472431182861,0.0003,83.3,444.50787167549134
359,425,1728,735232,82.86,422.53168522999994,,,,,,,,,,,,,
360,425,1732,737280,81.46,415.37079124999997,-19.06103835105896,0.338818359375,0.8766220659017563,0.2,0.06291804,90.33732604980469,3590,-0.057882943574804814,328.2621082782745,0.7492692470550537,0.0003,,
361,425,1737,739328,80.72,410.49748718,-19.061388647556306,0.367724609375,0.9207484498620033,0.2,0.07092506,80.59432220458984,3600,-0.06161158155300654,283.14382095336913,0.7496863007545471,0.0003,,
,,,740000,,,-19.059788364171983,0.316064453125,0.9118839874863625,0.2,0.057533905,123.02821350097656,3610,-0.0566254599543754,335.7221688747406,0.749188244342804,0.0003,77.75,407.0093868136406
362,425,1743,741376,82.78,422.46862215999994,,,,,,,,,,,,,
363,425,1747,743424,79.49,406.95816991,-19.05264253616333,0.355078125,0.911651186645031,0.2,0.072608605,137.20538330078125,3620,-0.05865951699961443,313.5993224620819,0.7490546107292175,0.0003,,
,,,745000,,,-19.039865988492966,0.361181640625,0.9356923624873161,0.2,0.07437517,112.54622650146484,3630,-0.059059174460708165,235.9167555809021,0.7479970455169678,0.0003,79.0,430.9965802669525
364,425,1753,745472,81.0,414.36755168,,,,,,,,,,,,,
365,425,1757,747520,81.11,414.61310621999996,-19.015086036920547,0.37216796875,0.9333638772368431,0.2,0.08247857,81.26844787597656,3640,-0.06339076416625175,278.40566556453706,0.7469805479049683,0.0003,,
366,425,1762,749568,80.93,411.91663515000005,-19.003428721427916,0.36904296875,0.9351759180426598,0.2,0.07229076,91.28750610351562,3650,-0.060342079942347485,260.9891626358032,0.7466172575950623,0.0003,,
,,,750000,,,-18.98722099661827,0.340234375,0.9218011945486069,0.2,0.069903925,140.1707000732422,3660,-0.0596892924659187,322.03474698066714,0.745965301990509,0.0003,84.6,459.62924406528475
367,425,1768,751616,82.86,418.982794,,,,,,,,,,,,,
368,425,1772,753664,82.29,416.08551626,-18.966176944971085,0.33154296875,0.8940097317099571,0.2,0.067834005,129.29391479492188,3670,-0.05960382442281116,347.60567021369934,0.7447614073753357,0.0003,,
,,,755000,,,-18.944474351406097,0.35419921875,0.930614709854126,0.2,0.07114344,91.56861114501953,3680,-0.06359773271833546,274.18460919857023,0.7442771792411804,0.0003,79.5,428.9348744869232
369,424,1778,755712,83.99,425.82025924000004,,,,,,,,,,,,,
370,424,1783,757760,84.35,427.35348496,-18.94084475040436,0.311328125,0.9069664478302002,0.2,0.059433233,118.56341552734375,3690,-0.05895377320703119,366.8695487976074,0.744425356388092,0.0003,,
371,425,1787,759808,82.96,422.7617697499999,-18.93954852819443,0.350537109375,0.9318859800696373,0.2,0.07801658,106.9744873046875,3700,-0.059261690510902555,281.410474395752,0.7440586090087891,0.0003,,
,,,760000,,,-18.9276646733284,0.325341796875,0.9139539003372192,0.2,0.07823679,112.13556671142578,3710,-0.0531612062419299,317.9656690597534,0.7434448599815369,0.0003,78.8,418.7560201883316
