time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
606,0,200,1.6354172730445862,4,50,0.001,1.3907271432876587,50.0,-52.355241,,
282,1,400,0.1099397997558117,8,250,0.001,1.6022745037078858,50.0,-41.15944525,,
,,500,0.05737969562411308,,350,0.001,1.331837410926819,,,-15.204448950000003,50.0
187,3,600,0.03503934569656849,12,450,0.001,1.2030918455123902,50.0,-31.348425583333327,,
185,4,800,0.020453025549650193,16,650,0.001,1.1981463527679443,50.0,-26.2788816875,,
,,1000,0.029649129062891008,,850,0.001,1.3030405378341674,,,-10.51020045,50.0
165,6,1000,,20,,,,50.0,-23.1880562,,
167,7,1200,0.01988552238792181,24,1050,0.001,1.4210245418548584,50.0,-21.05509854166667,,
168,8,1400,0.023791482374072075,28,1250,0.001,1.5390670156478883,50.0,-19.176448035714287,,
,,1500,0.026224515736103057,,1350,0.001,1.5808825922012328,,,-10.340064600000002,50.0
159,10,1600,0.029255280792713164,32,1450,0.001,1.6265567493438722,50.0,-17.91518059375,,
162,11,1800,0.030498640313744545,36,1650,0.001,1.7547097539901733,50.0,-17.00979302777778,,
,,2000,0.03354849077761173,,1850,0.001,1.8529717302322388,,,-9.8121915,50.0
154,12,2000,,40,,,,50.0,-16.229178225,,
157,13,2200,0.06342794716358185,44,2050,0.001,2.0102794122695924,50.0,-15.861757318181816,,
159,15,2400,0.04045535452663898,48,2250,0.001,2.1322739696502686,50.0,-15.2128025,,
,,2500,0.038597165532410146,,2350,0.001,2.2073602962493895,,,-9.8113463,50.0
153,16,2600,0.04063081976026297,52,2450,0.001,2.2605674934387205,50.0,-14.940062269230769,,
154,18,2800,0.06425219558179379,56,2650,0.001,2.3353207397460936,50.0,-14.309174,,
,,3000,0.054064075127243996,,2850,0.001,2.474944200515747,,,-9.7076697,50.0
150,19,3000,,60,,,,50.0,-14.004721333333334,,
153,20,3200,0.041260040029883385,64,3050,0.001,2.6275100898742676,50.0,-13.81217703125,,
154,21,3400,0.04358917411416769,68,3250,0.001,2.8148827743530274,50.0,-13.51226236764706,,
