time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,180.2015345,143,35.75,0,1271,,,,,,
8,127.73597762499999,208,26.0,0,343,1.0396789871156216,92,-6.82822722196579,0.001,,
12,109.86452883333334,274,22.833333333333332,0,287,1.2709522936493158,158,-7.6740803718566895,0.001,,
16,100.6209465625,340,21.25,1,258,8.746550945674672,225,-8.18063336610794,0.001,,
20,95.65239295,407,20.35,1,241,1.3639008139862734,291,-8.746530890464783,0.001,,
24,92.11010375000001,475,19.791666666666668,2,234,2.4194539329584908,359,-9.222262263298035,0.001,,
28,89.53024739285716,542,19.357142857142858,2,225,3.5575280645314384,427,-9.779282569885254,0.001,,
32,87.894588875,608,19.0,2,219,2.570431081687703,493,-10.459267377853394,0.001,,
36,86.40427438888888,675,18.75,3,216,2.9510806413257824,559,-10.998795986175537,0.001,,
40,85.169951625,741,18.525,3,213,1.6594720035791397,626,-11.714469075202942,0.001,,
44,84.07051893181817,807,18.34090909090909,3,212,1.9492814856417038,691,-12.243411540985107,0.001,,
48,83.30590570833333,873,18.1875,4,211,2.362125081174514,757,-12.634178876876831,0.001,,
52,82.78887598076923,941,18.096153846153847,4,209,2.14361535801607,825,-13.374517560005188,0.001,,
56,82.21945208928571,1007,17.982142857142858,4,208,2.353956636041403,891,-14.155630946159363,0.001,,
60,81.81847669999999,1074,17.9,5,209,1.5521571986815508,958,-14.304662386576334,0.001,,
64,81.353264796875,1142,17.84375,5,208,1.91142957350787,1026,-14.863114674886068,0.001,,
68,81.06328532352941,1209,17.779411764705884,5,207,1.645776885397294,1093,-15.317980766296387,0.001,,
72,80.704603,1276,17.72222222222222,6,207,1.463715539259069,1160,-15.885429700215658,0.001,,
76,80.47722263157895,1343,17.67105263157895,6,207,1.3598738137413473,1227,-16.195544719696045,0.001,,
80,80.1975198375,1410,17.625,6,206,1.1805600598454475,1294,-17.044536113739014,0.001,,
84,79.94235474999999,1478,17.595238095238095,7,206,2.682431003626655,1362,-17.549804475572373,0.001,,
88,79.70802638636363,1545,17.556818181818183,7,205,1.7483978376669043,1429,-18.067447423934937,0.001,,
92,79.54738601086957,1612,17.52173913043478,7,205,2.468416732900283,1497,-18.96636962890625,0.001,,
96,79.42999255208333,1678,17.479166666666668,8,205,1.661179295357536,1562,-19.312369452582466,0.001,,
100,79.24339764,1743,17.43,8,205,2.4124653181608986,1628,-19.75078010559082,0.001,,
104,75.04813188000001,1808,16.65,8,205,2.816408321261406,1693,-20.283222436904907,0.001,,
108,75.0673312,1872,16.64,9,205,2.242559626698494,1757,-20.901952743530273,0.001,,
112,75.12789619,1936,16.62,9,204,3.575433887541294,1821,-21.474289894104004,0.001,,
