rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
4.0,0,-3.7934694999999996,4,16,831,,,,,,,,
4.75,0,-4.60386325,8,38,860,,,,,,,,
4.666666666666667,0,-4.800521999999999,12,56,871,,,,,,,,
4.6875,0,-5.0335253125,16,75,881,,,,,,,,
4.7,0,-5.07058765,20,94,874,,,,,,,,
4.708333333333333,0,-5.083918416666667,24,113,444,0.0003,-10.278700828552246,12.375594139099121,12,0.9966757297515869,-0.06344939768314362,,
4.678571428571429,0,-4.964924035714286,28,131,286,0.0003,-11.152796745300293,14.818166732788086,30,0.9911912083625793,-0.17557276785373688,,
4.59375,0,-5.04878671875,32,147,234,0.0003,-11.418939590454102,16.784015655517578,46,0.9863271117210388,-0.2739543318748474,,
4.777777777777778,0,-5.280148027777777,36,172,189,0.0003,-11.662598609924316,15.478680610656738,71,0.9788041114807129,-0.4290086030960083,,
4.775,1,-5.3293723,40,191,169,0.0003,-11.718803405761719,14.767925262451172,90,0.9731488227844238,-0.5471866130828857,,
4.818181818181818,1,-5.452985522727273,44,212,156,0.0003,-12.074085235595703,14.92829418182373,111,0.9669495224952698,-0.6733226776123047,,
4.770833333333333,1,-5.381034270833333,48,229,148,0.0003,-12.743057250976562,10.925382614135742,128,0.9619695544242859,-0.7808854579925537,,
4.846153846153846,1,-5.493912634615384,52,252,140,0.0003,-13.02759075164795,9.639444351196289,151,0.9552825689315796,-0.9155470728874207,,
4.910714285714286,2,-5.552390875,56,275,134,0.0003,-13.513415336608887,6.420734405517578,174,0.9486627578735352,-1.0570995807647705,,
5.1,2,-5.6804729499999995,60,306,127,0.0003,-14.848798751831055,3.493978500366211,205,0.9398425221443176,-1.2353585958480835,,
5.03125,2,-5.5764527812499995,64,322,125,0.0003,-14.861557960510254,2.3791961669921875,221,0.935337245464325,-1.3359094858169556,,
5.132352941176471,2,-5.694951279411764,68,349,122,0.0003,-15.222463607788086,1.9897918701171875,248,0.9277825355529785,-1.4964913129806519,,
5.111111111111111,3,-5.743396722222223,72,368,119,0.0003,-15.18630599975586,3.29166841506958,267,0.9225067496299744,-1.6096935272216797,,
5.171052631578948,3,-5.721100078947369,76,393,116,0.0003,-15.952339172363281,2.5789096355438232,292,0.9156141877174377,-1.749269723892212,,
5.275,3,-5.7660430125,80,422,114,0.0003,-16.389686584472656,2.2190542221069336,321,0.9076871275901794,-1.9117532968521118,,
5.261904761904762,3,-5.746579023809524,84,442,112,0.0003,-15.659285545349121,1.8189420700073242,341,0.9022617936134338,-2.046187400817871,,
5.261363636363637,4,-5.758531897727273,88,463,110,0.0003,-16.28019142150879,2.4157705307006836,362,0.8965985178947449,-2.1651196479797363,,
5.25,4,-5.748888750000001,92,483,109,0.0003,-16.542150497436523,2.325831890106201,382,0.8912410736083984,-2.29520320892334,,
5.229166666666667,4,-5.677358062500001,96,502,108,0.0003,-15.944892883300781,2.535843849182129,401,0.8861804008483887,-2.382279872894287,,
5.24,4,-5.639036959999999,100,524,107,0.0003,-15.965269088745117,2.9559597969055176,423,0.8803626298904419,-2.5110647678375244,,
5.24,5,-5.644783810000002,104,540,106,0.0003,-17.150136947631836,3.3651609420776367,439,0.8761581778526306,-2.6173391342163086,,
5.23,5,-5.642884579999999,108,561,105,0.0003,-16.094446182250977,2.9626240730285645,460,0.8706698417663574,-2.7471117973327637,,
5.24,5,-5.59382223,112,580,104,0.0003,-16.771472930908203,2.00223708152771,479,0.8657397627830505,-2.8436741828918457,,
5.32,5,-5.62834156,116,607,103,0.0003,-17.14971351623535,2.6182188987731934,506,0.8587889671325684,-2.9865829944610596,,
5.38,6,-5.65630642,120,632,102,0.0003,-16.60527992248535,1.8273733854293823,531,0.8523978590965271,-3.1809117794036865,,
5.48,6,-5.696932,124,661,101,0.0003,-15.979372024536133,2.298492908477783,560,0.8450401425361633,-3.3122713565826416,,
5.61,6,-5.89583348,128,692,100,0.0003,-16.915790557861328,3.3352835178375244,591,0.8372491002082825,-3.5286331176757812,,
5.68,7,-5.91111949,132,715,99,0.0003,-16.73573875427246,2.195744514465332,614,0.8315223455429077,-3.635566234588623,,
5.74,7,-5.908536519999999,136,746,98,0.0003,-16.179203033447266,1.8873612880706787,645,0.8238956928253174,-3.793091297149658,,
5.75,7,-5.864534100000001,140,766,98,0.0003,-16.275999069213867,2.2018611431121826,665,0.8190131187438965,-3.9009337425231934,,
5.77,8,-5.821826939999999,144,789,98,0.0003,-17.10663414001465,2.4227399826049805,688,0.8134337663650513,-4.064539432525635,,
5.83,8,-5.79171383,148,812,97,0.0003,-17.164554595947266,2.227713108062744,711,0.8078903555870056,-4.181881904602051,,
5.85,8,-5.766902269999999,152,837,97,0.0003,-16.618724822998047,3.0770859718322754,736,0.8019152283668518,-4.312505722045898,,
5.94,8,-5.795566709999999,156,869,96,0.0003,-16.318464279174805,2.5820364952087402,768,0.7943381071090698,-4.481310844421387,,
5.85,9,-5.71086132,160,891,96,0.0003,-16.74591827392578,3.0220656394958496,790,0.7891759276390076,-4.600499153137207,,
5.97,9,-5.766879460000001,164,919,96,0.0003,-16.871334075927734,3.266977548599243,818,0.7826545238494873,-4.785346508026123,,
5.9,9,-5.5765534500000005,168,939,95,0.0003,-16.446002960205078,3.1490907669067383,838,0.7780136466026306,-4.898944854736328,,
5.96,10,-5.51881924,172,964,95,0.0003,-17.151098251342773,3.2754745483398438,863,0.7722634673118591,-5.031091690063477,,
5.96,10,-5.507311040000001,176,989,95,0.0003,-15.994144439697266,3.132070541381836,888,0.7665567398071289,-5.173129558563232,,
5.89,10,-5.405011450000002,180,1011,95,0.0003,-16.766891479492188,3.528326988220215,910,0.7615658044815063,-5.286977767944336,,
5.99,10,-5.4298972,184,1041,95,0.0003,-16.427051544189453,3.151332139968872,940,0.754817008972168,-5.442794322967529,,
5.95,11,-5.30868717,188,1058,94,0.0003,-16.160612106323242,2.925825595855713,957,0.7510180473327637,-5.589427947998047,,
6.0,11,-5.30362123,192,1083,94,0.0003,-16.022804260253906,2.8002591133117676,982,0.7454689741134644,-5.675636291503906,,
6.06,11,-5.32413367,196,1108,94,0.0003,-15.967212677001953,3.1911861896514893,1007,0.7399524450302124,-5.8551740646362305,,
6.03,11,-5.276825449999999,200,1127,94,0.0003,-15.431599617004395,3.931302070617676,1026,0.7357865571975708,-5.968079090118408,,
