eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/entropy_loss,train/std,train/clip_range,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/approx_kl
-13.010701087862254,1000,50.0,,,,,,,,,,,,,,,,
-13.010701087862254,2000,50.0,,,,,,,,,,,,,,,,
,2048,,5,1,-61.019820025,367,50.0,,,,,,,,,,,
-9.947275853483006,3000,50.0,,,,,,-0.00717141164059285,-0.00502777099609375,191.94266765117646,-2.803474520146847,0.9716978669166565,0.2,0.03017578125,10,73.50269317626953,0.0003,0.005745467
-9.947275853483006,4000,50.0,,,,,,,,,,,,,,,,
,4096,,12,2,-60.75878492592592,316,50.0,,,,,,,,,,,
-9.85595218334347,5000,50.0,,,,,,-0.006097015875275247,0.3700523376464844,110.83124012947083,-2.764168581366539,0.9559160470962524,0.2,0.04111328125,20,20.35812759399414,0.0003,0.0055640284
-9.85595218334347,6000,50.0,,,,,,,,,,,,,,,,
,6144,,19,3,-60.17485635999999,308,50.0,,,,,,,,,,,
-9.985796355456113,7000,50.0,,,,,,-0.004322504490846768,0.29131633043289185,67.55520983338356,-2.727312382310629,0.9318375587463379,0.2,0.023388671875,30,12.486917495727539,0.0003,0.0054197283
-9.985796355456113,8000,50.0,,,,,,,,,,,,,,,,
,8192,,26,4,-59.27111358,304,50.0,,,,,,,,,,,
-10.801174658164381,9000,50.0,,,,,,-0.00687712587241549,0.16960471868515015,57.8175846517086,-2.6616395868361,0.894429624080658,0.2,0.041552734375,40,8.808774948120117,0.0003,0.00876265
-10.801174658164381,10000,50.0,,,,,,,,,,,,,,,,
,10240,,33,5,-57.35365301000001,302,50.0,,,,,,,,,,,
-10.65535528510809,11000,50.0,,,,,,-0.00441632866859436,0.09067875146865845,43.115040105581286,-2.5825912609696386,0.8617612719535828,0.2,0.030078125,50,9.306587219238281,0.0003,0.008128402
-10.65535528510809,12000,50.0,,,,,,,,,,,,,,,,
,12288,,40,6,-55.39448203999999,301,50.0,,,,,,,,,,,
-13.115654353052378,13000,50.0,,,,,,-0.00833052926172968,0.05294144153594971,32.540137246251106,-2.4927436508238316,0.8134053945541382,0.2,0.04521484375,60,5.1922783851623535,0.0003,0.010513827
-13.115654353052378,14000,50.0,,,,,,,,,,,,,,,,
,14336,,47,7,-53.56198759000001,301,50.0,,,,,,,,,,,
-12.713472731783986,15000,50.0,,,,,,-0.011259368402534164,0.0665244460105896,22.470588797330855,-2.368974120169878,0.7640131711959839,0.2,0.07529296875,70,4.1768388748168945,0.0003,0.019868806
-12.713472731783986,16000,50.0,,,,,,,,,,,,,,,,
,16384,,54,8,-50.94270390999999,300,50.0,,,,,,,,,,,
-12.597854313999415,17000,50.0,,,,,,-0.012995795949245803,0.013514816761016846,12.567607536166907,-2.237928368151188,0.7140415906906128,0.2,0.07705078125,80,3.5194170475006104,0.0003,0.012754174
