time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
260,201.97,29364,112,-224.72012948,160,29175,0.001,-22.309707437242782,0.821807020588925,,
,,30000,,,,29296,0.001,-22.387465586427783,0.8367317821368698,598.111468576255,1000.0
286,221.05,31393,109,-246.91057693,164,31308,0.001,-23.66039853668213,0.8240263136327267,,
294,211.3,32551,110,-237.16073114999995,168,32419,0.001,-24.77378237247467,0.7852477729320526,,
297,214.65,33030,111,-240.82430298,172,32860,0.001,-25.23499802180699,0.9891289451292583,,
304,223.91,34296,112,-251.54133467000003,176,34063,0.001,-26.02326284136091,0.9861024022102356,,
307,225.25,34623,112,-253.17460505,180,34371,0.001,-26.242156758027917,1.0857999375888279,,
309,225.48,34859,112,-253.4552203,184,34764,0.001,-26.44885029512293,2.122908725458033,,
,,35000,,,,34849,0.001,-26.492973985343145,1.6289118990815918,674.5230055976339,1000.0
323,226.62,36056,111,-255.00014864999997,188,34988,0.001,-26.66566212972005,1.6687595204609196,,
336,237.84,37310,110,-267.25437709,192,37219,0.001,-27.632840801239013,1.1217006190419196,,
343,240.29,38863,112,-269.41265293,196,38364,0.001,-28.53979999140689,0.9679327241579692,,
,,40000,,,,39889,0.001,-29.269378662109375,1.1397763334569477,504.6155811304285,1000.0
364,248.28,40015,109,-278.26941812,200,,,,,,
371,258.0,41204,110,-289.4838203,204,41040,0.001,-29.58302379989624,1.1619394279420376,,
378,267.13,42379,111,-299.49628165,208,42264,0.001,-30.25645533475009,1.1261159997719985,,
386,277.46,43645,112,-310.59390433000004,212,43543,0.001,-30.553356777191162,1.2377693951725959,,
387,258.56,43804,113,-289.4962936,216,43707,0.001,-30.800372145896734,1.3443485293970552,,
388,249.32,44027,113,-279.33806454,220,43822,0.001,-30.79942685907537,1.2734164460138842,,
390,246.77,44424,113,-276.51807195,224,44167,0.001,-30.97296932765416,1.2953781729013147,,
392,238.06,44709,113,-266.57615475999995,228,44558,0.001,-31.10312334696452,1.9957892072611843,,
393,226.88,44858,113,-254.12502474000007,232,44767,0.001,-31.113573869069416,1.6118016863522464,,
,,45000,,,,44891,0.001,-31.17379946824981,1.3686181030622342,563.5680340477775,1000.0
407,219.7,45225,111,-246.34764701,236,44983,0.001,-31.147034603616465,2.3068176436683405,,
408,209.17,45439,111,-235.04581879,240,45304,0.001,-31.324887627049495,1.5207888548438613,,
411,210.5,45810,111,-236.23288149,244,45674,0.001,-31.499222869873048,1.9402964223514905,,
412,191.41,45968,111,-214.93937079,248,45883,0.001,-31.545325671925266,2.1626380560467546,,
420,210.33,48080,114,-235.43263317999998,252,47012,0.001,-31.97360496520996,1.7299877833097408,,
425,191.48,48236,113,-214.17235549999998,256,48119,0.001,-32.32197801272074,1.3655269220471382,,
,,50000,,,,49168,0.001,-32.46451305770874,1.542531719982624,644.2522394030821,1000.0
450,210.68,50432,112,-235.20754262000005,260,50337,0.001,-32.964077631632485,1.581507322703593,,
451,192.36,50629,112,-213.93248404999997,264,50474,0.001,-33.13332674580236,1.9216920205804169,,
452,184.41,50992,112,-205.08708504999998,268,50795,0.001,-33.16664049518642,1.4375129969262366,,
460,191.05,52135,113,-212.63672681000003,272,52022,0.001,-33.39698708343506,1.698830293059349,,
462,189.8,53276,115,-210.85430801,276,52208,0.001,-33.59727834065755,2.0676748429314564,,
467,187.93,53416,114,-208.73337766999998,280,53245,0.001,-34.17947496686663,1.6549708672932215,,
469,188.34,53693,114,-209.2716696,284,53540,0.001,-34.132962465286255,1.6005953224375844,,
472,180.72,54128,114,-200.62030371,288,54035,0.001,-34.37824321928478,1.5557741619819818,,
473,170.98,54408,114,-190.04187878000002,292,54167,0.001,-34.245654687648866,1.8339739899809768,,
,,55000,,,,54340,0.001,-34.36421887627964,2.087054446598009,624.4829937899369,1000.0
499,178.51,56714,113,-198.46953488,296,56562,0.001,-35.03114475250244,1.665799164712429,,
501,169.12,56927,113,-188.16420898,300,56814,0.001,-35.26695203781128,1.4961323123425245,,
507,169.16,58120,114,-187.75097484000003,304,57903,0.001,-35.50096335601807,1.6432869533896446,,
508,158.35,58214,114,-176.01339805000003,308,58110,0.001,-35.71357116699219,3.60686016710181,,
515,157.1,59355,115,-174.99700316000002,312,59230,0.001,-35.88955707550049,1.7936429228186608,,
516,157.44,59548,115,-175.40802211,316,59452,0.001,-36.14600584242079,1.9714404404833075,,
,,60000,,,,59596,0.001,-36.079333782196045,2.399176780181595,670.2335778640117,1000.0
534,166.64,60691,113,-185.55891999,320,60596,0.001,-36.253765426635745,1.8180379981398582,,
542,175.46,61970,114,-194.96112891,324,61891,0.001,-36.707292823791505,1.7997039594650268,,
546,187.23,63432,116,-207.64383524000002,328,62364,0.001,-36.95546761971933,1.7920546801001938,,
558,197.68,64626,115,-219.30049800000003,332,64542,0.001,-37.68989314203677,1.7118774220183655,,
558,195.55,64780,115,-216.76357849,336,64615,0.001,-37.58230177561442,2.5648173789183297,,
,,65000,,,,64879,0.001,-37.68769399325053,1.826661450167497,568.3886285764922,1000.0
571,196.54,65093,113,-217.76415853999995,340,64959,0.001,-37.82059650421142,1.485138836503029,,
574,198.33,65643,114,-220.03470993000002,344,65353,0.001,-37.83556741078694,2.3225167442944423,,
576,198.37,65805,114,-220.07955264999998,348,65658,0.001,-37.91967964172363,1.672300750017166,,
577,178.73,65953,114,-198.63376388,352,65860,0.001,-38.0235104031033,1.5558884319137125,,
578,180.57,66293,114,-201.01135119999995,356,66078,0.001,-37.97438899676005,2.616405066690947,,
582,171.43,67575,116,-190.95489111999998,360,66507,0.001,-38.07723568647336,1.6572249012115674,,
588,171.12,67741,115,-190.68693022,364,67651,0.001,-38.69087184559215,2.3214204622351606,,
594,178.34,68826,115,-198.48075154999998,368,68743,0.001,-38.94867181777954,1.406825952231884,,
,,70000,,,,69876,0.001,-39.28580284118652,1.9638297319412232,583.2034942173166,1000.0
613,188.09,70944,115,-209.02849724999996,372,,,,,,
620,189.42,72218,116,-210.5756123,376,71150,0.001,-39.76291330655416,1.6198220993343153,,
,,75000,,,,74150,0.001,-40.635189544677736,1.6829430947303772,538.5414558286997,1000.0
654,219.39,75355,115,-243.09449378000002,380,75150,0.001,-41.02458245849609,1.6806496678590774,,
664,239.66,77659,116,-264.96340435999997,384,76591,0.001,-41.60176552666558,1.5338244037194686,,
669,237.2,77848,116,-262.2513749,388,77745,0.001,-42.03998397117437,1.6835889645006465,,
676,245.76,78984,116,-271.65997828,392,78868,0.001,-42.584795691750266,1.7523215914314443,,
,,80000,,,,78995,0.001,-42.6670503616333,2.404185304836351,731.7406538486481,1000.0
694,233.86,80100,115,-258.84947388,396,79995,0.001,-42.843140113830565,1.8264786136746407,,
695,233.85,80312,115,-258.6508867499999,400,80198,0.001,-43.12945747375488,1.7457876844839617,,
708,244.08,82528,116,-269.92828592,404,82435,0.001,-44.03533943577817,1.7309308173768807,,
714,254.29,83643,116,-281.06947553,408,83531,0.001,-44.47253189086914,1.5864859302838643,,
721,255.84,84939,117,-282.89686084,412,84659,0.001,-44.62292684173584,1.9598302681446076,,
,,85000,,,,84912,0.001,-44.90229125249954,1.6410899365820535,642.3935977861286,1000.0
734,255.57,85105,115,-282.60081403,416,84972,0.001,-44.79043038686117,1.881328081091245,,
736,246.61,85352,115,-272.83242329,420,85241,0.001,-44.7643624819242,2.2212315415436366,,
743,246.54,86624,116,-273.31710946,424,86506,0.001,-45.31568695068359,2.273229241967201,,
745,233.72,86804,116,-259.28035775999996,428,86685,0.001,-45.386879179212784,2.7192233059857345,,
746,224.07,87033,116,-248.57428316999997,432,86895,0.001,-45.60345331827799,1.505249403990232,,
747,225.37,87317,116,-250.18393245999997,436,87178,0.001,-45.52737602027687,2.0943398290389292,,
749,232.97,88390,117,-258.54004132,440,87322,0.001,-45.43325763278537,2.0026296236935783,,
756,238.34,89477,118,-264.19581792,444,88409,0.001,-46.011165738105774,2.627124385908246,,
761,238.51,89656,117,-264.24597265999995,448,89543,0.001,-46.24453844342913,2.480281186103821,,
,,90000,,,,89759,0.001,-46.329560143607004,2.839359501312519,649.0550750891678,1000.0
775,248.74,90827,117,-275.64527782,452,,,,,,
782,256.38,91931,117,-283.98373384999996,456,90863,0.001,-46.77739101907481,1.9751318211251117,,
788,246.53,92228,116,-273.27868566,460,92097,0.001,-46.995505609819965,3.0833008332598593,,
791,257.42,93483,118,-284.80935933,464,92415,0.001,-47.19508361816406,3.8982433676719666,,
796,249.18,93744,117,-275.7814326599999,468,93559,0.001,-47.37585576375326,2.58063157246663,,
798,229.41,93885,117,-254.02532151,472,93771,0.001,-47.710792541503906,2.2778672774632773,,
799,219.21,94139,117,-242.66889203999995,476,93983,0.001,-47.6272271254967,2.6641064841868514,,
,,95000,,,,94134,0.001,-47.541319333589996,2.793770604133606,629.6653884659172,1000.0
817,198.84,95239,116,-220.65539632,480,95134,0.001,-47.68255284881592,2.91642090600729,,
829,196.54,97313,117,-218.55231011999996,484,97199,0.001,-48.31759295654297,2.566967087626457,,
836,206.53,98501,117,-229.68002545,488,98415,0.001,-48.71204006195068,2.5423318856954573,,
837,197.6,98744,117,-219.72687270999998,492,98603,0.001,-48.83720764747033,3.1133242125781075,,
838,188.23,98923,117,-209.25583069999996,496,98819,0.001,-48.86554781595866,2.951258230853725,,
840,188.43,99155,118,-209.56401438999998,500,99063,0.001,-48.99241546962572,4.181937708802845,,
840,167.6,99288,118,-186.81043599999998,504,99168,0.001,-48.99753475189209,2.4384204894304276,,
,,100000,,,,99220,0.001,-48.74155924870418,3.9606456550268025,520.527367074322,1000.0
859,168.46,100489,116,-187.49111766999994,508,100400,0.001,-49.384213728063244,2.8289207380209396,,
862,159.39,100878,117,-177.30596951999993,512,100791,0.001,-49.294927933636835,2.9164969441937467,,
868,168.94,101999,117,-187.41107503,516,101858,0.001,-49.87795215182834,2.464132719569736,,
875,177.92,103144,117,-197.10739445,520,103053,0.001,-50.08395004272461,2.462397208580604,,
,,105000,,,,104167,0.001,-50.21562254333496,2.8982886466979982,340.5028040293604,1000.0
893,186.11,105235,117,-205.68333484,524,,,,,,
899,187.27,105531,117,-207.09729122000002,528,105412,0.001,-50.39223272150213,2.8495020866394043,,
901,187.13,105746,117,-206.86009127,532,105636,0.001,-50.652444507764734,2.9129048883914948,,
903,196.73,106990,118,-217.28258648,536,105922,0.001,-50.69988276507404,3.2630478914092187,,
916,206.59,109049,119,-227.65494568999995,540,107981,0.001,-51.589512295193146,3.712647040685018,,
922,198.28,109305,118,-218.41348508000007,544,109187,0.001,-51.71073620135967,3.2876184119118586,,
924,201.19,109775,118,-221.76437032,548,109594,0.001,-51.71847108481587,2.986459253490835,,
925,190.4,109867,118,-209.85768820000004,552,109785,0.001,-51.57326071602957,3.355109560078588,,
,,110000,,,,109799,0.001,-51.86207907540457,2.8529762625694275,509.2066011440649,1000.0
943,190.88,111019,117,-210.35404067000002,556,110867,0.001,-52.277906145368306,3.15451131661733,,
944,189.98,111226,117,-209.38281497,560,111142,0.001,-52.03472990148208,3.688749244718841,,
946,180.34,111517,117,-199.19447750999998,564,111417,0.001,-51.99788295521456,3.2501319611773773,,
946,178.71,111615,117,-197.47379292000002,568,111531,0.001,-52.218194325764976,2.6914721528689065,,
947,178.42,111727,117,-197.25723266,572,111639,0.001,-52.168631466952235,5.187124626203016,,
948,177.24,111863,117,-195.97715501999994,576,111752,0.001,-51.82508052479137,3.946414505893534,,
949,168.65,112104,118,-186.63591553000006,580,111944,0.001,-52.034542901175364,4.099770767348153,,
957,169.08,114221,119,-186.38717867000003,584,113153,0.001,-52.299367214771024,3.533359277755656,,
963,158.91,114392,118,-174.98701478000004,588,114275,0.001,-52.94601249694824,3.3250458240509033,,
,,115000,,,,114391,0.001,-52.75897319500263,3.5169610518675585,329.3422720818242,1000.0
981,167.52,115496,117,-184.61951500999996,592,115391,0.001,-52.73983233642578,3.940244409918785,,
982,168.23,115746,117,-185.57706201000005,596,115584,0.001,-52.668379584024116,3.0630313795666364,,
984,168.21,115976,117,-185.65817280000002,600,115883,0.001,-52.79160586765834,3.754741644859314,,
992,187.97,118085,118,-207.14939876,604,117017,0.001,-53.096136429730585,3.4323915891787586,,
999,187.72,119261,119,-207.59256854999995,608,118193,0.001,-53.4217004776001,3.5978123331069947,,
,,120000,,,,119245,0.001,-53.582370376586915,3.6254095917656306,132.34087583531362,1000.0
1017,194.35,120313,118,-214.68264518999993,612,,,,,,
1029,195.21,121520,118,-216.0435592,616,121379,0.001,-54.01381010758249,3.7457125682335395,,
1031,187.68,121912,118,-207.94504517000001,620,121779,0.001,-54.4131965637207,4.624232433736324,,
1038,177.85,123020,118,-197.45398475999994,624,122902,0.001,-54.13016945975168,3.3846439239455433,,
1045,186.06,124137,118,-206.59451532,628,124020,0.001,-54.215954644339426,4.313082724809647,,
1047,185.63,124309,118,-206.17980843000004,632,124206,0.001,-54.55153947718003,5.636764880382653,,
1048,176.04,124594,118,-195.49182499000003,636,124437,0.001,-54.3745059967041,4.678090387334426,,
1051,159.34,124983,118,-177.87281557000003,640,124767,0.001,-54.44031960623605,3.4532617568969726,,
,,125000,,,,124915,0.001,-54.34349060058594,4.587616555594109,204.21069345465511,1000.0
1067,158.84,125189,117,-177.45274406000001,644,125053,0.001,-54.371811285251525,4.722753428831333,,
1068,156.03,125378,117,-174.22619109,648,125251,0.001,-54.50896317618234,5.4111587960144565,,
1069,157.35,125602,117,-175.82005594000003,652,125401,0.001,-54.322104136149086,5.764478921890259,,
1077,156.87,126706,117,-174.95573167999999,656,126601,0.001,-54.453789649963376,4.858038785219192,,
1086,168.39,128065,117,-187.87458654,660,127747,0.001,-54.56838713073731,4.7895602267980575,,
1088,166.21,128138,117,-185.43713241,664,128061,0.001,-54.415796720064606,4.540324237611559,,
1089,167.45,128360,117,-186.80322821000001,668,128198,0.001,-54.8084876537323,4.6374523639678955,,
1091,168.99,128626,117,-188.55359210000003,672,128478,0.001,-54.83700249411843,4.952526229237198,,
1093,170.81,128944,117,-190.75324922000004,676,128857,0.001,-54.703611923476394,5.361598792196322,,
1095,170.56,129160,117,-190.67527156,680,129070,0.001,-54.68883451868276,5.406089398704592,,
,,130000,,,,129092,0.001,-54.46620247580788,6.942557952620766,-418.06580546118784,1000.0
1116,160.78,130299,116,-181.04115530999997,684,130210,0.001,-54.7689811706543,4.624890947341919,,
1130,189.4,133332,117,-212.01977951,688,132264,0.001,-55.07175238800049,4.944722651720047,,
1136,180.8,133576,117,-202.58630184999998,692,133460,0.001,-54.81398916244507,4.0971314534544945,,
1139,182.85,134031,117,-204.81751805000005,696,133866,0.001,-55.127344846725464,5.3228867361322045,,
,,135000,,,,133963,0.001,-55.21260253588358,5.297015386758392,236.99699741537626,1000.0
1159,192.26,135202,116,-215.39423588999995,700,135091,0.001,-55.33691164342368,4.706350883805608,,
1163,176.21,135706,116,-198.01826254,704,135555,0.001,-55.324038473116296,5.391234841476492,,
1177,185.62,137823,117,-207.80914300999996,708,137658,0.001,-55.54584030151367,5.2706426402330395,,
1185,196.08,139921,118,-219.26912582,712,138853,0.001,-55.63252629089355,5.357754325032234,,
,,140000,,,,139853,0.001,-55.70922039794922,4.990901071071625,-174.9244394958252,1000.0
1205,187.59,140279,116,-210.04380919000002,716,140184,0.001,-55.88672129313151,3.708709619262002,,
1212,195.25,141437,116,-218.36290558999997,720,141340,0.001,-55.74605402374267,5.293794329881668,,
1219,195.34,142554,116,-218.24006100999998,724,142455,0.001,-55.85426230179636,4.806859780580569,,
1226,195.34,143671,117,-218.05113021,728,143571,0.001,-56.202728271484375,6.310856599807739,,
1229,197.59,144068,117,-220.37585787999996,732,143975,0.001,-55.80625463991749,5.592317985028637,,
,,145000,,,,144040,0.001,-55.89738388061524,4.9219869613647464,-214.18473176042116,1000.0
1256,216.11,146205,116,-240.87428551000002,736,146040,0.001,-55.99263361358643,5.351009432077408,,
1264,226.69,147652,116,-252.49196974000003,740,147342,0.001,-56.11875964977123,5.854886370676535,,
1274,246.61,149850,117,-274.76251191000006,744,148782,0.001,-56.095892203481576,5.449447747908141,,
,,150000,,,,149922,0.001,-56.34301498700987,5.702263312112717,-359.163576760632,1000.0
1293,247.84,150162,116,-276.36745094,748,149971,0.001,-56.38271141052246,6.149981698211358,,
1295,247.84,150386,116,-276.28085651000004,752,150232,0.001,-56.4631355603536,5.432277836698167,,
1303,248.43,151549,116,-276.86772946,756,151424,0.001,-56.43825272369385,5.879832326173783,,
1305,237.43,151808,116,-264.7009363700001,760,151702,0.001,-56.660465240478516,7.061865371816299,,
1307,239.17,152055,116,-266.80058231,764,151946,0.001,-56.518585868503735,5.465636629257759,,
1316,250.8,153440,116,-279.67567177,768,153316,0.001,-56.47000775909424,6.167915846586228,,
1319,260.36,154662,117,-290.24301621,772,153594,0.001,-56.65451889038086,6.0966419100761415,,
,,155000,,,,154782,0.001,-56.23933334350586,6.739005106687546,-207.25843093206058,1000.0
1341,260.82,155026,115,-290.68930364,776,,,,,,
1345,270.43,156203,116,-301.08563203,780,155135,0.001,-56.64989393185346,6.2866240586989965,,
1353,262.78,156577,115,-292.45555663,784,156442,0.001,-56.399804009331596,5.622007326341011,,
1356,237.54,157086,115,-265.62066688000004,788,156984,0.001,-56.46184158325195,6.144979869247114,,
1370,256.2,159196,116,-285.73547608,792,159095,0.001,-56.61076274671053,7.284168141228812,,
1371,255.43,159574,116,-284.97399611,796,159292,0.001,-56.33144940828022,7.74638192904623,,
,,160000,,,,159699,0.001,-56.558713392777875,6.273798942565918,-919.8748442429118,1000.0
1386,255.65,160767,115,-284.90400998999996,800,,,,,,
1399,263.93,162099,115,-293.73820414,804,161899,0.001,-56.55472157796224,5.48276162147522,,
1403,256.05,163428,116,-285.48156952,808,162360,0.001,-56.46423824413402,7.434720136023857,,
1416,247.32,164653,116,-276.35540297999995,812,164563,0.001,-56.03332748413086,4.866836742921309,,
,,165000,,,,164609,0.001,-56.401235262552895,5.739755262931188,-1128.075448431354,1000.0
1435,255.09,165788,115,-284.87756103,816,165677,0.001,-56.22823793747846,7.731890503097983,,
1437,245.88,166025,115,-274.73073626999997,820,165869,0.001,-56.81389957004123,7.309792368035567,,
1444,246.06,167160,115,-274.91054635999996,824,167026,0.001,-56.486320094058385,6.97596960318716,,
1453,255.92,169263,116,-286.07023943,828,168195,0.001,-56.25347183227539,6.495696096420288,,
,,170000,,,,169195,0.001,-56.21001446533203,6.607955113172531,-229.28910733500962,1000.0
1477,264.5,170518,115,-295.68393151,832,170389,0.001,-56.023590087890625,11.56757656733195,,
1480,254.72,171677,115,-285.28252536,836,170609,0.001,-56.28427517052853,6.913716910490349,,
1493,252.0,172852,115,-281.95329084,840,172752,0.001,-56.46201615584524,6.487872060139974,,
1500,242.15,174065,115,-270.57147619999995,844,173944,0.001,-56.3217431640625,7.57801462650299,,
1501,240.4,174202,115,-268.48513906,848,174114,0.001,-56.101700146993004,6.147628605365753,,
,,175000,,,,174134,0.001,-56.361307525634764,8.536737728118897,-756.1384598685429,1000.0
1523,250.2,175406,115,-279.40488104,852,175298,0.001,-56.39811093879469,7.719781171191823,,
1536,260.15,177564,115,-290.58686329,856,177355,0.001,-56.21339702606201,5.252773873946246,,
1539,269.0,178708,116,-300.22923312,860,177640,0.001,-56.084456810584435,5.441257640427234,,
1547,272.37,179292,115,-303.94877446000004,864,179034,0.001,-56.29256183696243,7.380369000839737,,
,,180000,,,,179224,0.001,-56.30002172369706,7.550817400530765,-560.67225931352,1000.0
1568,271.53,180593,115,-302.72827993,868,180335,0.001,-56.16328525543213,7.504224097186869,,
1578,271.93,181855,115,-303.16620647,872,181744,0.001,-56.305448753356934,7.604028441429138,,
1598,299.07,184933,115,-333.22963223,876,184787,0.001,-56.55898421478271,6.798533103823662,,
,,185000,,,,184865,0.001,-56.62177188579853,6.949070765421941,-885.458344493038,1000.0
1611,290.71,185274,114,-324.08825737,880,185034,0.001,-56.23092553274972,6.8487200115038,,
1614,290.54,185631,115,-323.87124424999996,884,185441,0.001,-56.184938218858505,8.026814838032147,,
1617,297.16,186802,115,-330.89644893999997,888,185734,0.001,-56.52324911264273,7.198447685975295,,
1623,279.24,187120,115,-311.74394546999997,892,186897,0.001,-57.04274453057183,7.295525285932753,,
1627,281.57,187731,115,-314.68828304,896,187581,0.001,-56.44506460428238,7.097568782046437,,
1635,280.84,188851,115,-314.0104411,900,188717,0.001,-56.645492206920274,9.301863767883994,,
,,190000,,,,189873,0.001,-56.732234191894534,9.023309242434618,-1251.872103217768,1000.0
1656,280.52,190151,114,-313.72338633,904,,,,,,
1664,278.19,191247,114,-311.0078587400001,908,191141,0.001,-56.39511744181315,7.096635341644287,,
1666,269.62,191615,114,-301.79470386,912,191474,0.001,-56.617770438970524,8.37990839379307,,
1668,261.72,191960,115,-293.26551629,916,191872,0.001,-56.518585763326506,7.25684898655589,,
1681,280.18,194043,115,-313.55826533999993,920,193943,0.001,-56.35346466064453,8.379176256703396,,
,,195000,,,,194211,0.001,-56.391395823160806,7.00866977630123,-1066.887506642402,1000.0
1696,281.19,195279,115,-314.87826544,924,,,,,,
1701,261.25,195388,114,-292.68977255,928,195282,0.001,-56.58928843906948,7.44972195992103,,
1705,262.48,196766,115,-293.79104068,932,195698,0.001,-56.656380349017205,8.544917829575077,,
1712,255.88,197265,115,-286.40814202,936,197139,0.001,-56.26232223510742,7.886572755707634,,
1714,246.68,197520,115,-276.69557492,940,197397,0.001,-56.53188090170583,7.619613465808687,,
1728,256.54,199719,115,-287.63352018999996,944,199491,0.001,-56.13205939845035,8.097110253113966,,
,,200000,,,,199926,0.001,-56.4313107658835,6.833960084354176,-858.3362419676153,1000.0
1744,258.31,200033,114,-289.88565923000004,948,,,,,,
1752,259.33,201339,114,-291.15406568000003,952,201208,0.001,-56.46219662922184,7.525343555614261,,
1755,242.71,201835,114,-273.00819234000005,956,201699,0.001,-56.33220822883375,8.519081040994445,,
1757,234.13,202121,115,-263.69721412999996,960,202038,0.001,-56.44991493225098,9.194707000255585,,
1769,249.74,204266,115,-280.802821,964,204097,0.001,-56.36107219349254,8.361826766620982,,
,,205000,,,,204198,0.001,-56.3298817802878,8.377887416594099,-545.2799687178006,1000.0
1796,258.82,206475,114,-290.84756498,968,206249,0.001,-56.232393272399904,7.449943742752075,,
1797,248.39,206694,114,-279.20176128,972,206544,0.001,-55.80492610931397,8.416652369499207,,
1799,219.99,206932,115,-247.85656509999998,976,206735,0.001,-56.15607054337211,7.510058092034382,,
1802,228.61,208135,115,-257.341748,980,207067,0.001,-56.354208374023436,8.49243636285105,,
1808,227.61,208392,115,-256.29787142000004,984,208218,0.001,-55.81475302513609,7.586732567624843,,
1810,217.08,208510,115,-244.65902132,988,208421,0.001,-56.004039988798255,6.729049850912655,,
1817,225.92,209712,115,-254.20237468,992,209506,0.001,-55.95689653095446,7.818209029532768,,
,,210000,,,,209854,0.001,-55.49391555786133,10.372836589813232,-1184.0263468777296,1000.0
1832,224.28,210159,114,-252.13698027,996,,,,,,
1847,234.54,212305,114,-263.84686215000005,1000,212143,0.001,-55.70458671569824,7.209479774236679,,
1851,228.48,212999,115,-257.41305887,1004,212779,0.001,-55.41242370605469,6.697949647903442,,
1854,221.07,213354,115,-249.31380778,1008,213206,0.001,-55.64072847366333,8.117037156680682,,
