time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
2048,1,101.72148799999998,21.69148936170213,2,693,,,,,,,,,,,,,
4096,2,105.13039949000002,22.53,7,539,0.2,-24.08315015435219,0.9967762231826782,0.019841997,10,0.001438438892364502,0.22705078125,1331.8403667449952,435.1170654296875,-0.06178603687731084,0.0003,,
5000,,,,,,0.2,-24.052849298715593,0.9945287108421326,0.023167692,20,0.014169514179229736,0.257080078125,1013.8245645523072,500.0832214355469,-0.0698065359145403,0.0003,253.55825503841044,51.25
6144,3,102.03862960000001,21.77,13,465,,,,,,,,,,,,,
8192,4,103.34871958000002,21.96,17,464,0.2,-24.023257446289062,0.9935161471366882,0.027518194,30,0.017497003078460693,0.2947265625,804.0852588653564,270.0810852050781,-0.07862267169402912,0.0003,,
10000,,,,,,0.2,-23.997202640771867,0.9920308589935303,0.03442705,40,0.011025786399841309,0.369873046875,729.4422040939331,315.15985107421875,-0.08768338139925617,0.0003,256.48570143580434,55.9
10240,5,108.31161187,22.93,23,435,,,,,,,,,,,,,
12288,6,111.38018053,23.78,27,439,0.2,-24.01581027507782,0.9937206506729126,0.03317927,50,0.012041747570037842,0.35986328125,804.4095024108886,356.765380859375,-0.08617834963079077,0.0003,,
14336,7,113.69672829000001,24.27,32,444,0.2,-23.982586562633514,0.9909871220588684,0.034585707,60,0.022372722625732422,0.3591796875,793.7197132110596,325.0228576660156,-0.0858696784824133,0.0003,,
15000,,,,,,0.2,-23.98906089067459,0.9928119778633118,0.030553266,70,0.037133216857910156,0.32490234375,795.9530292510987,353.2550354003906,-0.08572182210627943,0.0003,165.72860500514508,32.05
16384,8,112.64418721,24.07,37,436,,,,,,,,,,,,,
18432,9,122.61626052000003,26.33,41,440,0.2,-23.989599919319154,0.992053210735321,0.025891315,80,0.07439172267913818,0.278759765625,745.4688998222351,318.9840393066406,-0.07926615098549519,0.0003,,
20000,,,,,,0.2,-23.970975214242934,0.9904760718345642,0.0200435,90,0.11652916669845581,0.214599609375,826.0064603805542,361.221923828125,-0.06868266718520318,0.0003,166.1351332506165,32.4
20480,10,119.47353648999999,25.51,47,434,,,,,,,,,,,,,
22528,11,127.71587999000002,27.05,51,436,0.2,-23.96493110060692,0.990947961807251,0.020059155,100,0.20502126216888428,0.19931640625,672.7283843040466,274.5169677734375,-0.0673910682235146,0.0003,,
24576,12,132.86157323,28.37,56,437,0.2,-23.96225461959839,0.9905230402946472,0.021349957,110,0.2918432950973511,0.2111328125,812.3288658142089,303.5876770019531,-0.06887548047525342,0.0003,,
25000,,,,,,0.2,-23.948851746320724,0.9894707798957825,0.02189064,120,0.3260487914085388,0.20732421875,777.55791015625,360.4940490722656,-0.06858499248046428,0.0003,327.4878098845482,60.3
26624,13,137.23603863,29.47,62,429,,,,,,,,,,,,,
28672,14,137.66717941000002,29.35,66,431,0.2,-23.94371165037155,0.9898982644081116,0.021705622,130,0.36865168809890747,0.202392578125,733.3104110717774,322.9374084472656,-0.06488361596711911,0.0003,,
30000,,,,,,0.2,-23.944841700792313,0.9895704984664917,0.018159343,140,0.393714964389801,0.177880859375,777.4796422004699,330.3603210449219,-0.06134959061746485,0.0003,360.32727382332087,67.15
30720,15,142.17192225,30.32,72,423,,,,,,,,,,,,,
32768,16,149.95472747,32.1,77,425,0.2,-23.928719419240952,0.987842321395874,0.018141445,150,0.39260333776474,0.17509765625,844.8766315460205,299.4954528808594,-0.06230548547464423,0.0003,,
34816,17,163.92816892000002,34.69,81,426,0.2,-23.900700092315674,0.9867433905601501,0.022339111,160,0.38404154777526855,0.208349609375,900.2616506576538,480.3415832519531,-0.0674461573449662,0.0003,,
35000,,,,,,0.2,-23.875357979536055,0.9848108887672424,0.02032763,170,0.401864230632782,0.198828125,1053.1333574295045,553.72314453125,-0.06613063990080263,0.0003,357.21511943377556,67.05
36864,18,158.12270445000001,33.67,87,419,,,,,,,,,,,,,
38912,19,168.28715469000002,35.84,92,421,0.2,-23.850870221853256,0.9840345978736877,0.020635702,180,0.3817005753517151,0.210546875,888.5027950286865,424.0962829589844,-0.06716334986267611,0.0003,,
40000,,,,,,0.2,-23.831993412971496,0.9826272130012512,0.021898348,190,0.3953883647918701,0.193994140625,1027.5558856964112,541.83740234375,-0.06280241115600801,0.0003,433.05955268740655,86.4
40960,20,180.84216430999996,38.46,99,412,,,,,,,,,,,,,
43008,21,185.42773526000005,39.44,103,414,0.2,-23.822897803783416,0.9832510352134705,0.02056783,200,0.4117993712425232,0.190869140625,1013.0930381774903,495.71697998046875,-0.06202052614535205,0.0003,,
45000,,,,,,0.2,-23.825700330734254,0.9824342131614685,0.022944253,210,0.43079710006713867,0.208984375,1145.8002180099488,588.3323974609375,-0.06474440681631677,0.0003,376.4989847958088,74.45
45056,22,194.10495951999997,41.07,110,408,,,,,,,,,,,,,
47104,23,199.65123190999998,42.41,114,410,0.2,-23.811419397592545,0.9818757176399231,0.020903282,220,0.3788963556289673,0.181396484375,1146.5439743041993,458.0616455078125,-0.06069323705160059,0.0003,,
49152,24,200.95390992000003,42.69,119,411,0.2,-23.809716975688936,0.9821411371231079,0.021506613,230,0.40225887298583984,0.191015625,1201.19748878479,679.6533813476562,-0.06076411339745391,0.0003,,
50000,,,,,,0.2,-23.793305134773256,0.9802743196487427,0.021321625,240,0.4023623466491699,0.204150390625,1106.0962745666504,400.6068115234375,-0.0637645988696022,0.0003,305.53634989857676,57.8
51200,25,198.07842947,42.03,125,408,,,,,,,,,,,,,
53248,26,205.65537405999996,43.78,129,409,0.2,-23.770383256673814,0.9793544411659241,0.021143217,250,0.4591231942176819,0.199951171875,1011.6546195983886,290.0884094238281,-0.06074524041032418,0.0003,,
55000,,,,,,0.2,-23.74237436056137,0.9771484136581421,0.02275762,260,0.4684476852416992,0.18408203125,1087.0336179733276,389.05120849609375,-0.061455013431259434,0.0003,368.3983926475048,69.55
55296,27,217.62040211,45.99,136,405,,,,,,,,,,,,,
57344,28,229.53647719,48.46,140,407,0.2,-23.70683287978172,0.9751541018486023,0.021391293,270,0.4694247245788574,0.17724609375,1129.4688604354858,468.2147216796875,-0.05748033812851645,0.0003,,
59392,29,238.79811322,50.02,145,408,0.2,-23.683838027715684,0.9746614098548889,0.020724293,280,0.4665120244026184,0.18310546875,1135.7951173782349,616.9912109375,-0.057774383403011595,0.0003,,
60000,,,,,,0.2,-23.663908338546754,0.97279292345047,0.021917436,290,0.48614299297332764,0.17841796875,1142.396812057495,419.2320251464844,-0.06078882221190725,0.0003,376.02478911280633,70.15
61440,30,232.47930355999998,48.9,151,404,,,,,,,,,,,,,
63488,31,244.12489021,51.21,156,406,0.2,-23.64050236940384,0.9717912077903748,0.022546032,300,0.4468783736228943,0.18232421875,1112.6893064498902,509.7289123535156,-0.05921829283470288,0.0003,,
65000,,,,,,0.2,-23.64304702281952,0.9733209013938904,0.022024997,310,0.4711720943450928,0.196826171875,1175.139928817749,489.016357421875,-0.06149556085001677,0.0003,394.26482104063035,73.9
65536,32,257.26851576,53.95,162,402,,,,,,,,,,,,,
67584,33,259.69478573,54.79,167,403,0.2,-23.64764854311943,0.9723861813545227,0.02134781,320,0.4989311099052429,0.19482421875,1114.83215675354,516.2609252929688,-0.059124527679523455,0.0003,,
69632,34,263.24696596999996,55.55,172,402,0.2,-23.61285443305969,0.9697209596633911,0.021728363,330,0.5218753516674042,0.17421875,1031.661685180664,531.486083984375,-0.05550031631719321,0.0003,,
70000,,,,,,0.2,-23.579418969154357,0.968802273273468,0.018294707,340,0.5036872029304504,0.16669921875,1157.5927438735962,452.6881103515625,-0.05383090255782008,0.0003,351.60982926487924,65.6
71680,35,275.53955243,57.74,179,399,,,,,,,,,,,,,
73728,36,284.81379138999995,60.0,183,400,0.2,-23.57409371137619,0.9689014554023743,0.023091003,350,0.5220346450805664,0.2,1105.9029148101806,411.77496337890625,-0.05724148235749453,0.0003,,
75000,,,,,,0.2,-23.56218581199646,0.9675531983375549,0.023558423,360,0.5516425371170044,0.222119140625,996.8099170684815,413.5433044433594,-0.0630676374421455,0.0003,308.49743713736535,58.5
75776,37,285.55319549,59.68,190,398,,,,,,,,,,,,,
77824,38,285.45939591999996,59.99,194,399,0.2,-23.548856192827223,0.967519998550415,0.019982528,370,0.5424079298973083,0.17294921875,1174.5067638397218,507.6656188964844,-0.05644352606032044,0.0003,,
79872,39,286.28463796000005,60.09,199,400,0.2,-23.54293585419655,0.9664957523345947,0.021603014,380,0.6038724780082703,0.18046875,1031.7884170532227,409.0754699707031,-0.05526094186934642,0.0003,,
80000,,,,,,0.2,-23.53348388671875,0.9667561650276184,0.017683987,390,0.5776521265506744,0.150341796875,994.529804611206,435.6297302246094,-0.050952546796179374,0.0003,301.6700493603945,57.25
81920,40,289.68500374,61.3,205,398,,,,,,,,,,,,,
83968,41,293.07809771,61.92,210,399,0.2,-23.534332549571992,0.9665029048919678,0.020721518,400,0.6294461190700531,0.1755859375,979.6765819549561,464.7545166015625,-0.05559648396447301,0.0003,,
85000,,,,,,0.2,-23.52235179543495,0.9657908082008362,0.018397428,410,0.6542441546916962,0.1509765625,948.2822883605957,436.5497131347656,-0.04890965586964739,0.0003,357.97599056363106,67.5
86016,42,295.76478026,62.23,216,397,,,,,,,,,,,,,
88064,43,298.04052249999995,62.18,221,398,0.2,-23.505593037605287,0.9642026424407959,0.019269787,420,0.6345419883728027,0.162646484375,866.9054178237915,403.1600036621094,-0.052365993315470406,0.0003,,
90000,,,,,,0.2,-23.488393867015837,0.964102029800415,0.021414898,430,0.6573381423950195,0.165380859375,846.7989826202393,322.489013671875,-0.05254309167794417,0.0003,312.384042263031,59.95
90112,44,293.6012367000001,60.83,227,396,,,,,,,,,,,,,
92160,45,286.47269461999997,59.81,232,397,0.2,-23.484666293859483,0.9643707275390625,0.02148496,440,0.6834269762039185,0.1857421875,897.7655831336975,379.03472900390625,-0.05488580595701933,0.0003,,
94208,46,290.21082870999993,61.04,236,398,0.2,-23.47658239006996,0.9628711938858032,0.019569147,450,0.6625920236110687,0.150048828125,765.1736055374146,226.89170837402344,-0.0489706014865078,0.0003,,
