train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
121434,122493,128,0.001,138,885,0.03035551615059376,1000.0,71.27015524000001,11.917015180587768,,
124434,125000,,0.001,,,0.03359509087353945,,,11.871608097076416,1000.0,982.0917320728302
125434,126493,132,0.001,137,916,0.033234505746513605,1000.0,73.68061145,11.85989137840271,,
129434,130000,,0.001,,,0.02997269179765135,,,11.767506439208985,1000.0,981.5273139595986
,130493,136,,137,947,,1000.0,75.64150384999999,,,
133434,134493,140,0.001,138,969,0.0280141273047775,1000.0,76.73504271,11.703104055404664,,
134434,135000,,0.001,,,0.031807223265990614,,,11.694253355026245,1000.0,983.144162940979
137434,138493,144,0.001,138,1000,0.031116649526171387,1000.0,77.52388457,11.657726497650147,,
139434,140000,,0.001,,,0.0275568826245144,,,11.632665697097778,1000.0,985.3229942440987
141434,142493,148,0.001,138,1030,0.032568148978054524,1000.0,78.26529675000002,11.587699979782105,,
144434,145000,,0.001,,,0.028877542128786446,,,11.540249967575074,1000.0,984.6781846940518
145434,146493,152,0.001,138,1059,0.027959806421771646,1000.0,78.6904536,11.522710821151733,,
149434,150000,,0.001,,,0.029232177056372165,,,11.443018432617187,1000.0,981.5662994980812
,150493,156,,138,1090,,1000.0,79.24431412999999,,,
153434,154493,160,0.001,138,1111,0.0261411698339507,1000.0,79.69986979,11.37166283416748,,
154434,155000,,0.001,,,0.026835946639068426,,,11.36114528465271,1000.0,987.4596879005433
157434,158493,164,0.001,138,1142,0.026742958248592914,1000.0,80.21271808,11.323720712661743,,
159434,160000,,0.001,,,0.02635053835902363,,,11.29434750366211,1000.0,980.8350763559341
161434,162493,168,0.001,138,1172,0.025193329834379257,1000.0,80.59113820000002,11.281139919281006,,
164434,165000,,0.001,,,0.026867378279566766,,,11.261370094299316,1000.0,985.1940337359905
165434,166493,172,0.001,138,1203,0.025233825473114847,1000.0,80.78758243000001,11.249835191726685,,
169434,170000,,0.001,,,0.027612915040925144,,,11.216325681686401,1000.0,986.4660453498363
,170493,176,,138,1232,,1000.0,81.01387419000001,,,
173434,174493,180,0.001,139,1253,0.0256601801533252,1000.0,81.53139555000001,11.19782389831543,,
174434,175000,,0.001,,,0.026893195633776484,,,11.19514727973938,1000.0,984.5157689273358
177434,178493,184,0.001,139,1284,0.02608457615878433,1000.0,81.86197784,11.177463527679443,,
179434,180000,,0.001,,,0.024907153693959117,,,11.168523990631103,1000.0,987.4966778934001
181434,182493,188,0.001,138,1315,0.02543062677420676,1000.0,82.05014182999999,11.155910831451417,,
184434,185000,,0.001,,,0.026491082801483573,,,11.163800827026368,1000.0,986.2722785532475
185434,186493,192,0.001,138,1346,0.025256338459439576,1000.0,82.37101035000002,11.168859783172607,,
189434,190000,,0.001,,,0.026062443315982817,,,11.14456960105896,1000.0,979.7367787599563
,190493,196,,138,1377,,1000.0,82.68546394,,,
193434,194493,200,0.001,139,1398,0.02745010547991842,1000.0,82.9295473,11.119402900695802,,
194434,195000,,0.001,,,0.025201149662025274,,,11.111794301986695,1000.0,984.3902286410332
197434,198493,204,0.001,138,1429,0.02533121917489916,1000.0,83.18197295,11.073006397247314,,
199434,200000,,0.001,,,0.02633528583496809,,,11.071706901550293,1000.0,985.8024271965027
201434,202493,208,0.001,138,1460,0.02588361024018377,1000.0,83.28782258,11.07132282447815,,
204434,205000,,0.001,,,0.024779119953513146,,,11.048962442398071,1000.0,978.5488463580608
205434,206493,212,0.001,138,1491,0.024937002873048186,1000.0,83.41711566,11.04354698562622,,
209434,210000,,0.001,,,0.026589254105463624,,,11.067424873352051,1000.0,982.2293837964535
,210493,216,,138,1521,,1000.0,83.44674797999998,,,
213434,214493,220,0.001,139,1542,0.02626279939059168,1000.0,83.69788966,11.084707918167114,,
214434,215000,,0.001,,,0.026214497024193407,,,11.091827514648438,1000.0,986.8245467603207
217434,218493,224,0.001,138,1572,0.026317752721719444,1000.0,83.81062448,11.109784210205078,,
219434,220000,,0.001,,,0.02725584614276886,,,11.13027184677124,1000.0,988.0467953920364
221434,222493,228,0.001,138,1603,0.03192945988755673,1000.0,83.93207804000002,11.163362678527832,,
224434,225000,,0.001,,,0.04089976836368442,,,11.23420404815674,1000.0,967.2387971639633
225434,226493,232,0.001,138,1635,0.047325999369844794,1000.0,83.50378675000002,11.279096956253051,,
229434,230000,,0.001,,,0.048660022221505644,,,11.459718059539794,1000.0,968.5780757784844
,230493,236,,138,1665,,1000.0,82.88124067000001,,,
233434,234493,240,0.001,139,1686,0.03655149349570274,1000.0,82.49589691000001,11.490628160476685,,
234434,235000,,0.001,,,0.037404952108860016,,,11.492073616027833,1000.0,982.6342833280563
237434,238493,244,0.001,138,1716,0.044685282319784164,1000.0,82.29769388000001,11.567923597335815,,
239434,240000,,0.001,,,0.05261422604508698,,,11.693330081939697,1000.0,970.970412158966
241434,242493,248,0.001,138,1747,0.06365386634133756,1000.0,81.62864785,11.888530223846436,,
244434,245000,,0.001,,,0.09763160978257657,,,12.251552003860473,1000.0,951.7994028329849
245434,246493,252,0.001,138,1776,0.06602072419598698,1000.0,80.28036027,12.329230176925659,,
249434,250000,,0.001,,,0.04873513520881534,,,12.517976593017577,1000.0,947.4159572482109
,250493,256,,138,1807,,1000.0,78.66237387000001,,,
253434,254493,260,0.001,139,1828,0.061099943233653906,1000.0,76.05226293000001,12.68619220161438,,
254434,255000,,0.001,,,0.06175958337634802,,,12.767255962371825,1000.0,897.8357156395912
257434,258493,264,0.001,139,1858,0.0582418432533741,1000.0,74.61378298999999,12.938549114227294,,
259434,260000,,0.001,,,0.054562440682202576,,,12.998273923873901,1000.0,957.5741147637367
261434,262493,268,0.001,139,1888,0.05161294442042708,1000.0,73.52563481,13.050344064712524,,
264434,265000,,0.001,,,0.05216840706579387,,,13.188225078582764,1000.0,976.7193916738033
265434,266493,272,0.001,138,1919,0.05130362361483276,1000.0,73.05012090999999,13.225995559692382,,
269434,270000,,0.001,,,0.07074329846352338,,,13.482461206436158,1000.0,952.5246940135955
,270493,276,,138,1950,,1000.0,72.21398142,,,
273434,274493,280,0.001,139,1972,0.07168836728483438,1000.0,69.61922619999999,13.429624395370483,,
274434,275000,,0.001,,,0.06507162838429213,,,13.42716900253296,1000.0,973.4016797602177
277434,278493,284,0.001,139,2001,0.048219663787633184,1000.0,69.46924613999998,13.405564664840698,,
279434,280000,,0.001,,,0.05088086747378111,,,13.42514811706543,1000.0,976.9894303619861
281434,282493,288,0.001,139,2032,0.05658973035402596,1000.0,68.70915532999999,13.496237846374513,,
284434,285000,,0.001,,,0.21379542001336813,,,13.89005327796936,1000.0,172.15538021967805
285434,286493,292,0.001,138,2063,0.23173978271335363,1000.0,62.37754211000001,14.666630466461182,,
289434,290000,,0.001,,,0.08645285760611296,,,14.392289911270142,1000.0,939.8249521613121
,290493,296,,138,2094,,1000.0,60.55095625999999,,,
293434,294493,300,0.001,139,2115,0.06156834006123245,1000.0,59.03629048999999,14.171355583190918,,
294434,295000,,0.001,,,0.07157622639462352,,,14.2087798538208,1000.0,914.5867188993609
297434,298493,304,0.001,139,2146,0.06001487717963755,1000.0,57.60020455,14.244420852661133,,
299434,300000,,0.001,,,0.052079067781567574,,,14.196596305847168,1000.0,977.5625197350979
301434,302493,308,0.001,138,2177,0.04793946862965822,1000.0,57.00634204,14.129545211791992,,
304434,305000,,0.001,,,0.04655538786575198,,,14.025016376495362,1000.0,953.6726897060871
305434,306493,312,0.001,138,2208,0.04402903375402093,1000.0,56.08817306999998,13.977808702468872,,
309434,310000,,0.001,,,0.041531799430027605,,,13.806829397201538,1000.0,974.0903106093407
,310493,316,,138,2239,,1000.0,54.144761020000004,,,
313434,314493,320,0.001,139,2261,0.03846390294469893,1000.0,53.60327558,13.655917974472047,,
314434,315000,,0.001,,,0.03781523742713034,,,13.632871969223022,1000.0,972.7600180089473
317434,318493,324,0.001,138,2291,0.038102269953116774,1000.0,53.3419736,13.516946338653565,,
319434,320000,,0.001,,,0.03780141178146005,,,13.440192861557007,1000.0,987.5568846642971
321434,322493,328,0.001,138,2322,0.038473225051537156,1000.0,53.51653467,13.376463703155517,,
324434,325000,,0.001,,,0.040698388582095506,,,13.29441128540039,1000.0,982.2285181701184
325434,326493,332,0.001,138,2352,0.041944412995129826,1000.0,53.583615149999986,13.282064455032348,,
329434,330000,,0.001,,,0.03555502209439874,,,13.227763671875,1000.0,986.8478573322296
,330493,336,,138,2383,,1000.0,54.018809010000005,,,
333434,334493,340,0.001,139,2404,0.03479825027752668,1000.0,54.00523209,13.086222429275512,,
334434,335000,,0.001,,,0.03161048331670463,,,13.04767594909668,1000.0,977.1962120771408
337434,338493,344,0.001,139,2434,0.043024255791679025,1000.0,24.707298450000003,12.835048894882203,,
339434,340000,,0.001,,,0.034572129304520784,,,13.366276748657226,1000.0,981.2255582273007
341434,342493,348,0.001,138,2465,0.03389681518636644,1000.0,25.054128789999996,13.224754150390625,,
344434,345000,,0.001,,,0.03770301316864789,,,13.067328691482544,1000.0,977.244143819809
345434,346493,352,0.001,138,2495,0.039499874513596295,1000.0,26.167234970000003,13.057262538909912,,
349434,350000,,0.001,,,0.03132233625277877,,,12.924401935577393,1000.0,985.4660725295544
,350493,356,,138,2527,,1000.0,27.698420780000006,,,
353434,354493,360,0.001,139,2548,0.031922056522220375,1000.0,30.053484780000005,12.741777406692504,,
354434,355000,,0.001,,,0.02963536476902664,,,12.703844131469726,1000.0,979.7984436333179
357434,358493,364,0.001,139,2578,0.03400989402271807,1000.0,31.321046289999998,12.615676717758179,,
359434,360000,,0.001,,,0.03263925619982183,,,12.565932125091553,1000.0,977.2426923453808
361434,362493,368,0.001,138,2609,0.03547166840918362,1000.0,32.03736132,12.519072368621826,,
364434,365000,,0.001,,,0.04650784618593752,,,12.499266973495484,1000.0,978.0789549350739
365434,366493,372,0.001,138,2639,0.038434249257668855,1000.0,32.209724269999995,12.495184421539307,,
369434,370000,,0.001,,,0.03391759636066854,,,12.429688871383666,1000.0,973.7980194091797
,370493,376,,138,2670,,1000.0,32.77773975,,,
373434,374493,380,0.001,139,2691,0.03305905990675092,1000.0,34.957245060000005,12.355428844451904,,
374434,375000,,0.001,,,0.03192490421049297,,,12.34599398803711,1000.0,981.4491943895816
377434,378493,384,0.001,139,2722,0.03236525870114565,1000.0,35.09402836,12.278795106887817,,
379434,380000,,0.001,,,0.03041226014867425,,,12.252140378952026,1000.0,981.2988986909389
381434,382493,388,0.001,138,2753,0.030930355759337544,1000.0,35.88392614,12.221258563995361,,
384434,385000,,0.001,,,0.03331523900106549,,,12.188794334411622,1000.0,985.0576618373394
385434,386493,392,0.001,138,2784,0.03392258671112359,1000.0,42.20274253,12.201607427597047,,
389434,390000,,0.001,,,0.03565986967459321,,,12.302237739562988,1000.0,984.6197162568569
,390493,396,,138,2813,,1000.0,43.988017310000004,,,
393434,394493,400,0.001,139,2835,0.0333496094122529,1000.0,45.48022226000001,12.357149732589722,,
394434,395000,,0.001,,,0.03768635395728052,,,12.350783121109009,1000.0,979.663092815876
397434,398493,404,0.001,139,2866,0.04015454290434718,1000.0,46.6660987,12.37700214767456,,
399434,400000,,0.001,,,0.03675940223410726,,,12.382326614379883,1000.0,981.3420176148414
401434,402493,408,0.001,138,2897,0.03833137309364974,1000.0,47.27244165000001,12.3719172706604,,
404434,405000,,0.001,,,0.03488188910856843,,,12.332675466537475,1000.0,975.9275165617466
405434,406493,412,0.001,138,2928,0.03460067594796419,1000.0,47.81072481,12.308643928527832,,
409434,410000,,0.001,,,0.032621263939887284,,,12.23705414390564,1000.0,982.2715854465962
,410493,416,,138,2958,,1000.0,49.70952291,,,
413434,414493,420,0.001,139,2979,0.03167626354470849,1000.0,50.119825279999986,12.200435039520263,,
414434,415000,,0.001,,,0.03216087294183671,,,12.18120482635498,1000.0,981.9004542827606
417434,418493,424,0.001,139,3010,0.031068309785798193,1000.0,50.25421981,12.096579669952392,,
419434,420000,,0.001,,,0.030066653195768595,,,12.065641632080078,1000.0,979.7739350616932
421434,422493,428,0.001,138,3041,0.031070072539150714,1000.0,50.06860762,12.054333976745605,,
424434,425000,,0.001,,,0.03095528740622103,,,12.04541729927063,1000.0,984.1159425973892
425434,426493,432,0.001,138,3071,0.033077946219593285,1000.0,50.43487943000001,12.051292282104493,,
429434,430000,,0.001,,,0.030755962481722236,,,12.042497814178466,1000.0,981.2606487691403
,430493,436,,138,3102,,1000.0,50.44250408,,,
433434,434493,440,0.001,139,3123,0.030023527286946773,1000.0,50.68849960000001,11.980708406448365,,
434434,435000,,0.001,,,0.030508787108585237,,,11.965669311523438,1000.0,982.8832128167153
437434,438493,444,0.001,139,3154,0.030617279986850918,1000.0,80.1506367,11.915934980392455,,
439434,440000,,0.001,,,0.02903001050837338,,,11.896703472137451,1000.0,981.1051495075226
441434,442493,448,0.001,138,3185,0.03123871571943164,1000.0,80.50160674,11.894307542800904,,
444434,445000,,0.001,,,0.03158972671814263,,,11.887881978988647,1000.0,970.2688522577286
445434,446493,452,0.001,138,3215,0.034271269107237455,1000.0,80.61697409,11.890369806289673,,
449434,450000,,0.001,,,0.030031612215563656,,,11.8562106590271,1000.0,980.5003037691116
,450493,456,,138,3246,,1000.0,80.29965097,,,
453434,454493,460,0.001,139,3266,0.03065402309782803,1000.0,80.34215758,11.877706932067872,,
454434,455000,,0.001,,,0.03029313351213932,,,11.880343559265137,1000.0,982.5426928818226
457434,458493,464,0.001,138,3299,0.029978990986011922,1000.0,80.39787779,11.878757234573364,,
459434,460000,,0.001,,,0.029737253349274396,,,11.877149822235108,1000.0,972.8853788614273
461434,462493,468,0.001,138,3329,0.030593583691865205,1000.0,80.60590143000002,11.878329830169678,,
464434,465000,,0.001,,,0.03057978855073452,,,11.833897333145142,1000.0,979.8040289282799
465434,466493,472,0.001,138,3360,0.033159557884559036,1000.0,80.59813353,11.820259052276612,,
469434,470000,,0.001,,,0.03217608468048275,,,11.83318621635437,1000.0,975.8609073042869
,470493,476,,138,3391,,1000.0,80.46971187999999,,,
473434,474493,480,0.001,139,3412,0.028823490155860783,1000.0,80.50301526,11.797722829818726,,
474434,475000,,0.001,,,0.028398471668362617,,,11.785885057449342,1000.0,974.355205398798
477434,478493,484,0.001,138,3443,0.030701780645176768,1000.0,79.84091665999999,11.791626867294312,,
479434,480000,,0.001,,,0.02665209352225065,,,11.77339874267578,1000.0,984.8665168464183
481434,482493,488,0.001,138,3473,0.028029391443356873,1000.0,79.94903933,11.748028747558594,,
484434,485000,,0.001,,,0.029239758856594564,,,11.691303958892822,1000.0,975.1413099706173
485434,486493,492,0.001,138,3503,0.03589464501291514,1000.0,79.93925164000001,11.730267059326172,,
489434,490000,,0.001,,,0.033788532672449946,,,11.844108627319336,1000.0,980.7054391801357
,490493,496,,138,3536,,1000.0,79.81202960000002,,,
493434,494493,500,0.001,138,3559,0.030899982214905322,1000.0,79.60904966000001,11.869615915298462,,
494434,495000,,0.001,,,0.031120075499638914,,,11.877998748779296,1000.0,980.8086714565754
497434,498493,504,0.001,138,3588,0.030557403072714807,1000.0,79.57914854,11.861618141174317,,
499434,500000,,0.001,,,0.029701620683073998,,,11.844863094329835,1000.0,986.7832595646381
501434,502493,508,0.001,138,3619,0.02782837663218379,1000.0,79.64151566,11.813956590652467,,
504434,505000,,0.001,,,0.031476114427670836,,,11.778768074035645,1000.0,985.368075144291
505434,506493,512,0.001,138,3650,0.031760479585267606,1000.0,79.29435438000002,11.779567844390868,,
509434,510000,,0.001,,,0.037093506570905446,,,11.773210748672485,1000.0,974.505539560318
,510493,516,,138,3681,,1000.0,78.92546999,,,
513434,514493,520,0.001,138,3702,0.032303626922890544,1000.0,78.60774878000001,11.805795568466186,,
514434,515000,,0.001,,,0.03163095329888165,,,11.80587767982483,1000.0,970.9016232192516
517434,518493,524,0.001,138,3735,0.031328706987202165,1000.0,78.58811566,11.796755033493042,,
519434,520000,,0.001,,,0.028943033827468753,,,11.779058811187744,1000.0,977.954895824194
521434,522493,528,0.001,138,3767,0.030314649129286407,1000.0,78.42522517,11.751037475585937,,
524434,525000,,0.001,,,0.028720996543765066,,,11.721032581329347,1000.0,981.2984363019466
525434,526493,532,0.001,138,3799,0.03175814335141331,1000.0,78.36015667000001,11.70717634010315,,
529434,530000,,0.001,,,0.0289988400246948,,,11.684835041046142,1000.0,986.0832365572453
,530493,536,,138,3831,,1000.0,78.35034135000001,,,
533434,534493,540,0.001,138,3851,0.03043262473680079,1000.0,78.64621543,11.704202432632446,,
534434,535000,,0.001,,,0.03060265248455107,,,11.714302434921265,1000.0,986.2395878255368
537434,538493,544,0.001,138,3881,0.03484524013847113,1000.0,78.82351734,11.741062211990357,,
539434,540000,,0.001,,,0.04032990430481732,,,11.808076192855834,1000.0,979.8981402218342
541434,542493,548,0.001,138,3910,0.04670221684500575,1000.0,78.80389673,11.910566465377808,,
544434,545000,,0.001,,,0.04589862650260329,,,12.06204695892334,1000.0,973.7045702457428
545434,546493,552,0.001,138,3939,0.04765643403492868,1000.0,77.77405766999999,12.100584596633912,,
549434,550000,,0.001,,,0.046543566448614,,,12.231877277374268,1000.0,980.5479596495628
,550493,556,,138,3969,,1000.0,77.90830787,,,
553434,554493,560,0.001,138,3989,0.050419786551967265,1000.0,77.91721439000001,12.377102514266968,,
554434,555000,,0.001,,,0.05110393328405917,,,12.435159692764282,1000.0,983.2783444225788
557434,558493,564,0.001,138,4019,0.04485393096134067,1000.0,77.5884207,12.53123994064331,,
559434,560000,,0.001,,,0.03720419854111969,,,12.550491765975952,1000.0,966.043155169487
561434,562493,568,0.001,138,4049,0.03447817938216031,1000.0,77.03853844,12.484784107208252,,
564434,565000,,0.001,,,0.03719375121220946,,,12.429979612350463,1000.0,959.4581563591958
565434,566493,572,0.001,138,4078,0.03689527775719762,1000.0,76.61276987000001,12.43067903137207,,
569434,570000,,0.001,,,0.0489872396979481,,,12.516548219680786,1000.0,959.1912670254708
,570493,576,,138,4107,,1000.0,72.74355123000001,,,
573434,574493,580,0.001,139,4128,0.09027123706415295,1000.0,70.30218421000001,13.346303365707398,,
574434,575000,,0.001,,,0.05663323019072414,,,13.34082707977295,1000.0,940.442151337862
577434,578493,584,0.001,139,4158,0.04757423212379217,1000.0,69.46290317,13.333615808486938,,
579434,580000,,0.001,,,0.04699899199604988,,,13.361357507705689,1000.0,914.051859742403
581434,582493,588,0.001,139,4187,0.03691542290523648,1000.0,67.48156675,13.306019165039062,,
584434,585000,,0.001,,,0.03352445335127413,,,13.212673540115356,1000.0,960.5001025497913
585434,586493,592,0.001,139,4217,0.033114404862746596,1000.0,66.92078053,13.16459430885315,,
589434,590000,,0.001,,,0.03373010133579373,,,12.97350001525879,1000.0,961.6483371973038
,590493,596,,139,4246,,1000.0,66.14492317999999,,,
593434,594493,600,0.001,139,4266,0.034270571697503326,1000.0,65.45715270000001,12.840610567092895,,
594434,595000,,0.001,,,0.03420662830583751,,,12.809409217834473,1000.0,977.31551425457
597434,598493,604,0.001,139,4296,0.032723357992246745,1000.0,65.24224762,12.736959928512574,,
599434,600000,,0.001,,,0.03246557804569602,,,12.678387371063232,1000.0,980.1185219705105
601434,602493,608,0.001,139,4325,0.031185751931741834,1000.0,65.08422812999999,12.614665439605712,,
604434,605000,,0.001,,,0.03326882831938565,,,12.57181816291809,1000.0,960.7994442522526
605434,606493,612,0.001,139,4354,0.036498135549947616,1000.0,64.82252485,12.607072143554687,,
609434,610000,,0.001,,,0.05063566271960735,,,12.902724620819091,1000.0,975.6326469421386
,610493,616,,139,4384,,1000.0,62.55768637999999,,,
613434,614493,620,0.001,139,4404,0.0388820722810924,1000.0,61.77427659,12.864568374633789,,
614434,615000,,0.001,,,0.041871005043387415,,,12.841498874664307,1000.0,950.6181041419507
617434,618493,624,0.001,139,4433,0.03570152722857892,1000.0,60.99722013999999,12.752166915893556,,
619434,620000,,0.001,,,0.03138088813237846,,,12.67506344795227,1000.0,956.4083203911781
621434,622493,628,0.001,139,4462,0.032170296233147384,1000.0,60.973755219999994,12.578403257369995,,
624434,625000,,0.001,,,0.033575959622859954,,,12.478128728866578,1000.0,978.8996451675891
625434,626493,632,0.001,139,4491,0.03351802306622267,1000.0,60.814716719999986,12.459409212112426,,
629434,630000,,0.001,,,0.03429515613988042,,,12.416127700805664,1000.0,982.224560803175
,630493,636,,139,4519,,1000.0,61.05204342,,,
633434,634493,640,0.001,139,4539,0.03247277774475515,1000.0,60.995905539999995,12.394567081451417,,
634434,635000,,0.001,,,0.032035475473850966,,,12.383655958175659,1000.0,983.9100350677967
637434,638493,644,0.001,139,4568,0.033854079918935895,1000.0,60.75328153000001,12.385814334869385,,
639434,640000,,0.001,,,0.03398546263389289,,,12.380890886306762,1000.0,976.9424233138561
641434,642493,648,0.001,139,4597,0.034774613451212646,1000.0,60.26549636000001,12.389180849075318,,
644434,645000,,0.001,,,0.04968326299265027,,,12.463009927749633,1000.0,973.6684811592102
645434,646493,652,0.001,139,4625,0.05059740804880857,1000.0,61.279646809999996,12.48949274635315,,
649434,650000,,0.001,,,0.049659155493602156,,,12.665957162857056,1000.0,964.8528580665588
,650493,656,,139,4654,,1000.0,60.762683640000006,,,
653434,654493,660,0.001,140,4674,0.050788438150659206,1000.0,60.375088020000014,12.908664167404174,,
654434,655000,,0.001,,,0.04912497548386455,,,12.97146328163147,1000.0,966.3744329333306
657434,658493,664,0.001,140,4703,0.049351281447336075,1000.0,59.56674781000002,13.140834518432618,,
659434,660000,,0.001,,,0.04546934479475021,,,13.204698251724244,1000.0,976.584101510048
661434,662493,668,0.001,140,4731,0.046331289242953065,1000.0,59.48083704000001,13.26759538269043,,
664434,665000,,0.001,,,0.0477841316871345,,,13.350660844802857,1000.0,947.3207444012165
665434,666493,672,0.001,140,4760,0.04664343672432005,1000.0,59.05304776999999,13.370582868576049,,
669434,670000,,0.001,,,0.03864932846091688,,,13.350142337799072,1000.0,954.0808557391167
,670493,676,,140,4788,,1000.0,62.285776109999986,,,
673434,674493,680,0.001,140,4808,0.042959896026179195,1000.0,64.26582991,13.201186080932617,,
674434,675000,,0.001,,,0.039761188263073566,,,13.171585998535157,1000.0,967.9892835617065
677434,678493,684,0.001,140,4836,0.041544911704957485,1000.0,65.48609101,13.080579811096191,,
679434,680000,,0.001,,,0.03907874551974237,,,13.022560916900634,1000.0,923.1061080753803
681434,682493,688,0.001,140,4865,0.03811784457974136,1000.0,66.19903489000001,12.979119546890258,,
684434,685000,,0.001,,,0.037284487299621104,,,12.903001676559448,1000.0,970.519261649251
