time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
2048,1,3,-122.01876187500002,674,113.5625,,,,,,,,,,,,,
4096,2,7,-166.08248992307693,560,156.46153846153845,10,-0.0315091609954834,0.1333984375,-0.029189571013557725,0.2,174.7324680685997,-11.28512262403965,0.0003,0.012978471,0.986278772354126,23.831430435180664,,
5000,,,,,,20,-0.08702385425567627,0.087109375,-0.02412919207417872,0.2,109.51228958368301,-11.194084346294403,0.0003,0.010769598,0.9737493991851807,23.191226959228516,1000.0,987.1660155057907
6144,3,22,-137.40356978260868,275,129.84782608695653,,,,,,,,,,,,,
8192,4,26,-133.6664669122807,306,127.94736842105263,30,-0.007480025291442871,0.114453125,-0.030220355006167664,0.2,101.23570463657379,-11.079561933875084,0.0003,0.013576528,0.959503173828125,27.41910743713379,,
10000,,,,,,40,-0.001524209976196289,0.120654296875,-0.030344652439816856,0.2,97.46988348960876,-10.954152834415435,0.0003,0.01284457,0.9430351257324219,41.050411224365234,1000.0,978.6840991675854
10240,5,41,-109.46353235483869,246,105.97849462365592,,,,,,,,,,,,,
12288,6,45,-111.71429612,268,109.18,50,0.0013379454612731934,0.191845703125,-0.04337796626787167,0.2,130.88742818832398,-10.836293002963066,0.0003,0.012258909,0.9355156421661377,56.67112731933594,,
14336,7,50,-99.36311511,286,99.64,60,0.19050711393356323,0.0818359375,-0.026219104198389687,0.2,89.04725276231765,-10.799484452605247,0.0003,0.009422933,0.9312566518783569,34.267677307128906,,
15000,,,,,,70,0.16324573755264282,0.097412109375,-0.029129723194637337,0.2,123.40616252422333,-10.755593121051788,0.0003,0.009797538,0.9253576993942261,35.986507415771484,1000.0,952.6785292327404
16384,8,64,-91.56333285000001,253,93.22,,,,,,,,,,,,,
18432,9,68,-91.79977987000001,267,94.48,80,0.09571593999862671,0.087939453125,-0.02595937829464674,0.2,121.7431296825409,-10.69754155576229,0.0003,0.011076909,0.9174070358276367,48.093162536621094,,
20000,,,,,,90,0.17127829790115356,0.11748046875,-0.031597739612334405,0.2,116.37380700111389,-10.625651985406876,0.0003,0.01129768,0.9097573757171631,48.13475799560547,1000.0,941.9066972017288
20480,10,83,-102.92499284000002,245,106.49,,,,,,,,,,,,,
22528,11,87,-87.15437473,257,90.48,100,0.1807934045791626,0.096826171875,-0.027140119820251128,0.2,152.4478276491165,-10.58840964436531,0.0003,0.009935451,0.9080842733383179,88.28752899169922,,
24576,12,91,-93.82715673000001,267,98.25,110,0.24150311946868896,0.104052734375,-0.03052755309618078,0.2,127.3227845788002,-10.552736568450928,0.0003,0.010425435,0.9022196531295776,51.42253494262695,,
25000,,,,,,120,0.385872483253479,0.104931640625,-0.0322619265614776,0.2,91.8825931429863,-10.480332481861115,0.0003,0.009974733,0.8927534222602844,48.3420524597168,840.5,756.1294534120709
26624,13,104,-91.42655153000001,253,96.35,,,,,,,,,,,,,
28672,14,109,-82.51116841000001,262,88.37,130,0.4193568229675293,0.088427734375,-0.02840913392137736,0.2,132.07961354255676,-10.423762926459313,0.0003,0.009800591,0.8885732293128967,30.497314453125,,
30000,,,,,,140,0.5585635602474213,0.100146484375,-0.03132413126295432,0.2,91.49019645452499,-10.37131684422493,0.0003,0.010349565,0.8817218542098999,26.917240142822266,928.9,825.4628513306379
30720,15,122,-90.26780724,250,97.17,,,,,,,,,,,,,
32768,16,127,-90.02495178000001,257,98.38,150,0.6145188212394714,0.1361328125,-0.03279603539558593,0.2,71.95701864957809,-10.30243248641491,0.0003,0.012029348,0.8746655583381653,38.77437973022461,,
