time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
318,0,1.2950856924057006,4,200,50.0,50,1.233853040933609,0.001,-35.5323805,,
239,1,0.9748552966117859,8,400,50.0,250,0.05116335317492485,0.001,-23.149719375000004,,
,,0.9611593127250672,,500,,350,0.0209954247251153,0.001,,50.0,-9.6430404
171,3,0.9565846037864685,12,600,50.0,450,0.011873532198369502,0.001,-19.163305500000003,,
170,4,0.9964472341537476,16,800,50.0,650,0.009395492020994425,0.001,-17.6158138125,,
,,1.1150170135498048,,1000,,850,0.08035217363387347,0.001,,50.0,-11.104797150000001
149,6,,20,1000,50.0,,,,-16.715297200000002,,
154,7,1.2420682907104492,24,1200,50.0,1050,0.014070432353764772,0.001,-15.806709041666666,,
157,8,1.3746181392669679,28,1400,50.0,1250,0.014515092931687831,0.001,-15.169211071428569,,
,,1.4674111652374267,,1500,,1350,0.017063655983656646,0.001,,50.0,-10.975505299999998
148,10,1.537523536682129,32,1600,50.0,1450,0.017816076427698134,0.001,-14.76859515625,,
151,11,1.6877919244766235,36,1800,50.0,1650,0.020485953595489263,0.001,-14.520894555555556,,
,,1.8040031147003175,,2000,,1850,0.02329872438684106,0.001,,50.0,-12.174232
145,13,,40,2000,50.0,,,,-14.2684711,,
148,14,1.9598548984527588,44,2200,50.0,2050,0.021074787471443413,0.001,-14.166834340909089,,
149,16,2.1017536973953246,48,2400,50.0,2250,0.04064758107066155,0.001,-13.9043725,,
,,2.1810286331176756,,2500,,2350,0.025597756765782832,0.001,,50.0,-10.801610499999999
144,17,2.26044264793396,52,2600,50.0,2450,0.022283488139510154,0.001,-13.939905634615384,,
147,19,2.391922187805176,56,2800,50.0,2650,0.03761247579008341,0.001,-13.743117803571428,,
,,2.5832380390167238,,3000,,2850,0.02568305894732475,0.001,,50.0,-10.68807745
144,20,,60,3000,50.0,,,,-13.529110933333332,,
147,21,2.70058611869812,64,3200,50.0,3050,0.028163191340863706,0.001,-13.322476921875,,
149,22,2.8550591468811035,68,3400,50.0,3250,0.0581490121781826,0.001,-13.171617779411765,,
,,2.915512161254883,,3500,,3350,0.02658045057207346,0.001,,50.0,-10.957810500000003
146,24,3.0131687927246094,72,3600,50.0,3450,0.034811207242310044,0.001,-13.050918375,,
148,25,3.142664279937744,76,3800,50.0,3650,0.044100206308066846,0.001,-13.046706131578947,,
,,3.2830107402801514,,4000,,3850,0.037183173298835755,0.001,,50.0,-10.236241799999998
145,27,,80,4000,50.0,,,,-12.891640624999999,,
147,28,3.4313710212707518,84,4200,50.0,4050,0.036114741005003455,0.001,-12.701599761904763,,
149,29,3.547413806915283,88,4400,50.0,4250,0.037585241496562956,0.001,-12.58582428409091,,
,,3.6268989658355713,,4500,,4350,0.03395063456147909,0.001,,50.0,-9.70039495
147,31,3.6843767166137695,92,4600,50.0,4450,0.035453906916081905,0.001,-12.506454380434782,,
149,32,3.841066608428955,96,4800,50.0,4650,0.0477608384937048,0.001,-12.411717208333334,,
,,3.9821682167053223,,5000,,4850,0.04330633532255888,0.001,,50.0,-9.6782389
148,33,,100,5000,50.0,,,,-12.31520325,,
149,34,4.090967645645142,104,5200,50.0,5050,0.0359129486232996,0.001,-11.367190729999999,,
150,35,4.201867122650146,108,5400,50.0,5250,0.037437480576336384,0.001,-11.364909240000001,,
,,4.290127506256104,,5500,,5350,0.03564229864627123,0.001,,50.0,-9.493931349999999
148,37,4.349061355590821,112,5600,50.0,5450,0.04749959018081427,0.001,-11.33157269,,
149,38,4.49672700881958,116,5800,50.0,5650,0.03120587147772312,0.001,-11.33865775,,
,,4.644373245239258,,6000,,5850,0.038359116464853286,0.001,,50.0,-9.491190249999999
147,40,,120,6000,50.0,,,,-11.221820189999999,,
149,41,4.752708110809326,124,6200,50.0,6050,0.03590192459523678,0.001,-11.111394789999999,,
149,42,4.873005771636963,128,6400,50.0,6250,0.035033777132630346,0.001,-11.021397219999999,,
,,4.954490776062012,,6500,,6350,0.03329822141677141,0.001,,50.0,-9.2169309
148,44,5.004945735931397,132,6600,50.0,6450,0.029428295455873013,0.001,-10.925909159999998,,
149,45,5.132916679382324,136,6800,50.0,6650,0.035407289899885654,0.001,-10.8082351,,
,,5.236634845733643,,7000,,6850,0.0417888069525361,0.001,,50.0,-10.134925500000001
148,47,,140,7000,50.0,,,,-10.676949909999998,,
148,48,5.353353519439697,144,7200,50.0,7050,0.046557894349098204,0.001,-10.55687231,,
149,49,5.488793487548828,148,7400,50.0,7250,0.04685720771551132,0.001,-10.493050479999999,,
,,5.538360557556152,,7500,,7350,0.03204518482089043,0.001,,50.0,-10.567412549999997
148,51,5.600250110626221,152,7600,50.0,7450,0.03669266026467085,0.001,-10.281033679999998,,
149,52,5.742473831176758,156,7800,50.0,7650,0.03500715892761946,0.001,-10.28265387,,
,,5.813183917999267,,8000,,7850,0.034012409932911394,0.001,,50.0,-10.655747550000003
148,54,,160,8000,50.0,,,,-10.285571370000003,,
148,55,5.949052886962891,164,8200,50.0,8050,0.031871025376021864,0.001,-10.39104167,,
149,56,6.041988849639893,168,8400,50.0,8250,0.03657864473760128,0.001,-10.39140523,,
,,6.160661087036133,,8500,,8350,0.03443473812192679,0.001,,50.0,-10.1362712
148,57,6.193897590637207,172,8600,50.0,8450,0.03398438464850187,0.001,-10.433860150000001,,
149,58,6.287285461425781,176,8800,50.0,8650,0.049393860287964345,0.001,-10.363025669999999,,
,,6.392433547973633,,9000,,8850,0.037826346941292284,0.001,,50.0,-9.555961499999999
148,60,,180,9000,50.0,,,,-10.338239410000002,,
148,61,6.516544380187988,184,9200,50.0,9050,0.03575308717787266,0.001,-10.357717700000002,,
149,62,6.617662467956543,188,9400,50.0,9250,0.0357330371811986,0.001,-10.380911970000001,,
,,6.68970796585083,,9500,,9350,0.03286625720560551,0.001,,50.0,-8.81917455
148,64,6.771863746643066,192,9600,50.0,9450,0.03591878332197666,0.001,-10.33706678,,
149,65,6.84078971862793,196,9800,50.0,9650,0.036188386231660846,0.001,-10.362894499999998,,
,,6.947870426177978,,10000,,9850,0.03491574194282293,0.001,,50.0,-8.579720499999999
148,67,,200,10000,50.0,,,,-10.30848771,,
148,68,7.006025981903076,204,10200,50.0,10050,0.0610605238750577,0.001,-10.17581305,,
149,69,7.162728385925293,208,10400,50.0,10250,0.03639241933822632,0.001,-10.03227448,,
,,7.180420475006104,,10500,,10350,0.07068402487784624,0.001,,50.0,-8.519745249999998
148,71,7.256037311553955,212,10600,50.0,10450,0.03598080825060606,0.001,-9.92601536,,
148,72,7.322726459503174,216,10800,50.0,10650,0.033918842822313305,0.001,-9.75620849,,
,,7.42366590499878,,11000,,10850,0.0437849410623312,0.001,,50.0,-7.895199399999998
148,74,,220,11000,50.0,,,,-9.59322439,,
148,75,7.517620468139649,224,11200,50.0,11050,0.035993401482701304,0.001,-9.60512745,,
149,76,7.615001811981201,228,11400,50.0,11250,0.03332711726427078,0.001,-9.60232944,,
,,7.670575981140137,,11500,,11350,0.037541228234767916,0.001,,50.0,-8.41487115
148,78,7.706172351837158,232,11600,50.0,11450,0.03854089919477701,0.001,-9.571601450000001,,
148,79,7.818325996398926,236,11800,50.0,11650,0.0754674232006073,0.001,-9.478807699999999,,
,,7.90927900314331,,12000,,11850,0.03477982919663191,0.001,,50.0,-8.3922765
147,81,,240,12000,50.0,,,,-9.52500083,,
148,82,8.003049907684327,244,12200,50.0,12050,0.03568251874297857,0.001,-9.50155445,,
148,83,8.084993209838867,248,12400,50.0,12250,0.04280656509101391,0.001,-9.42111064,,
,,8.11959644317627,,12500,,12350,0.046756259240210055,0.001,,50.0,-8.56574945
148,85,8.148868713378906,252,12600,50.0,12450,0.03627648532390595,0.001,-9.37690437,,
148,86,8.247091217041016,256,12800,50.0,12650,0.043720201328396796,0.001,-9.29956869,,
,,8.315819129943847,,13000,,12850,0.03921524778008461,0.001,,50.0,-8.00449555
147,88,,260,13000,50.0,,,,-9.20421215,,
148,89,8.438990859985351,264,13200,50.0,13050,0.038877006992697714,0.001,-9.06923512,,
148,90,8.499259567260742,268,13400,50.0,13250,0.051704775094985965,0.001,-8.91678848,,
,,8.54211498260498,,13500,,13350,0.03917092695832253,0.001,,50.0,-8.70605865
147,92,8.619362678527832,272,13600,50.0,13450,0.03846589598804712,0.001,-8.74253637,,
147,93,8.677781372070312,276,13800,50.0,13650,0.041031708642840385,0.001,-8.511607979999999,,
,,8.718800163269043,,14000,,13850,0.04186241559684276,0.001,,50.0,-7.5812646
146,95,,280,14000,50.0,,,,-8.54497364,,
146,96,8.858323364257812,284,14200,50.0,14050,0.0478639092668891,0.001,-8.55351517,,
147,97,8.862472190856934,288,14400,50.0,14250,0.04245086144655943,0.001,-8.457405410000002,,
,,8.960596618652344,,14500,,14350,0.03936135221272707,0.001,,50.0,-7.944177950000001
146,99,8.967686920166015,292,14600,50.0,14450,0.03611150495707989,0.001,-8.394577860000002,,
146,101,9.020967254638672,296,14800,50.0,14650,0.040097255073487756,0.001,-8.26264963,,
,,9.12730541229248,,15000,,14850,0.0430958604440093,0.001,,50.0,-7.526065650000001
145,103,,300,15000,50.0,,,,-8.278380430000002,,
145,104,9.148168983459472,304,15200,50.0,15050,0.038816656805574896,0.001,-8.20329787,,
146,105,9.2760440826416,308,15400,50.0,15250,0.03597035385668278,0.001,-8.29892217,,
,,9.275623207092286,,15500,,15350,0.043566160351037976,0.001,,50.0,-7.998979749999998
145,107,9.316450843811035,312,15600,50.0,15450,0.037343053855001924,0.001,-8.30578271,,
145,108,9.353209915161132,316,15800,50.0,15650,0.03981194768100977,0.001,-8.22841682,,
,,9.391674919128418,,16000,,15850,0.03730801396071911,0.001,,50.0,-8.4419959
145,110,,320,16000,50.0,,,,-8.2690865,,
145,111,9.486118011474609,324,16200,50.0,16050,0.04326653979718685,0.001,-8.231126360000001,,
145,112,9.533505096435547,328,16400,50.0,16250,0.04578543778508901,0.001,-8.20498224,,
,,9.58755428314209,,16500,,16350,0.03537942163646221,0.001,,50.0,-7.80656125
145,114,9.628089218139648,332,16600,50.0,16450,0.039200916551053525,0.001,-8.20970972,,
145,115,9.699882316589356,336,16800,50.0,16650,0.03488694977015257,0.001,-8.29308549,,
,,9.715746269226074,,17000,,16850,0.041078093275427816,0.001,,50.0,-7.206428900000001
144,117,,340,17000,50.0,,,,-8.16415643,,
144,118,9.805438995361328,344,17200,50.0,17050,0.038737392611801626,0.001,-8.124946600000001,,
145,119,9.85949478149414,348,17400,50.0,17250,0.041296366937458515,0.001,-8.16672698,,
,,9.909720344543457,,17500,,17350,0.037945199720561505,0.001,,50.0,-7.75164485
144,121,9.923958549499512,352,17600,50.0,17450,0.0386531712114811,0.001,-8.140317799999998,,
144,122,9.929298362731934,356,17800,50.0,17650,0.050875009074807166,0.001,-8.00755749,,
,,10.048766555786132,,18000,,17850,0.035704540982842446,0.001,,50.0,-6.9720756999999995
144,124,,360,18000,50.0,,,,-7.979776019999999,,
144,126,10.08451141357422,364,18200,50.0,18050,0.03687385760247707,0.001,-7.831822580000001,,
144,127,10.142801399230956,368,18400,50.0,18250,0.04019216477870941,0.001,-7.81685173,,
,,10.15435245513916,,18500,,18350,0.036319687366485595,0.001,,50.0,-7.51991855
144,129,10.19923397064209,372,18600,50.0,18450,0.03942770939320326,0.001,-7.888269780000001,,
144,130,10.232280120849609,376,18800,50.0,18650,0.05035992726683616,0.001,-8.0165345,,
,,10.307422142028809,,19000,,18850,0.04087026365101337,0.001,,50.0,-7.028381999999999
143,132,,380,19000,50.0,,,,-7.838675940000001,,
144,133,10.395460815429688,384,19200,50.0,19050,0.03811908300966024,0.001,-7.841922350000001,,
144,134,10.408874473571778,388,19400,50.0,19250,0.039014337174594405,0.001,-7.76990941,,
,,10.49359649658203,,19500,,19350,0.04391333140432835,0.001,,50.0,-6.739960599999999
143,136,10.497851638793945,392,19600,50.0,19450,0.04356911294162273,0.001,-7.69563683,,
144,137,10.584231796264648,396,19800,50.0,19650,0.038191862776875495,0.001,-7.62678233,,
