time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
177,4912,27,60.85373081000001,12.87,368,0.8253197337572391,4801,-30.68118413289388,0.001,,
177,4963,28,60.80304040000001,12.86,372,1.0041079773352697,4853,-31.011481285095215,0.001,,
,5000,,,,,0.8350146871346694,4890,-30.63636234828404,0.001,12.6,59.572973656654355
175,5012,28,60.56042165000001,12.81,376,0.9073588972290357,4902,-29.998926480611164,0.001,,
175,5063,28,60.509944819999994,12.8,380,0.8422844111919403,4952,-31.789098739624023,0.001,,
175,5113,29,60.32163221999999,12.76,384,0.9448063013454279,5003,-30.790992736816406,0.001,,
175,5164,29,60.22799569000001,12.74,388,1.1183721149961154,5053,-30.643367449442547,0.001,,
175,5214,29,60.133939180000006,12.72,392,0.6869404117266337,5103,-30.40684922536214,0.001,,
175,5264,30,60.03824295000001,12.7,396,0.6922400668263435,5153,-30.45987542470296,0.001,,
175,5316,30,59.895870080000016,12.67,400,0.7717323647095606,5205,-30.360742568969727,0.001,,
175,5368,30,59.898069480000004,12.67,404,0.7872112794564321,5257,-30.418267250061035,0.001,,
175,5419,30,59.85127617999999,12.66,408,0.7279465446869532,5308,-31.07059892018636,0.001,,
175,5470,31,59.80529453,12.65,412,0.6354760619310232,5359,-31.359936714172363,0.001,,
175,5521,31,59.76030847,12.64,416,0.8415527767859973,5411,-29.669500668843586,0.001,,
175,5573,31,59.71159444,12.63,420,0.5768020886641282,5462,-30.55545779636928,0.001,,
175,5625,32,59.85314842999999,12.66,424,0.6414554417133331,5514,-30.192542212350027,0.001,,
175,5677,32,59.94328781999999,12.68,428,0.6976222808544452,5566,-29.45914649963379,0.001,,
175,5728,32,60.041938739999985,12.7,432,0.6419029740186838,5617,-30.056147893269856,0.001,,
175,5779,32,60.038102749999986,12.7,436,0.5704101324081421,5668,-29.836799303690594,0.001,,
175,5831,33,60.085429839999996,12.71,440,0.5737011329485819,5720,-30.026817049298966,0.001,,
175,5883,33,60.22283622999999,12.74,444,0.5370956498842973,5772,-30.319753919328964,0.001,,
175,5935,33,60.26817909999999,12.75,448,0.4762256271564044,5824,-29.754160744803293,0.001,,
175,5985,34,60.22108453999999,12.74,452,0.45265499378244084,5874,-29.856895446777344,0.001,,
175,6037,34,60.364388680000005,12.77,456,0.600729974416586,5926,-29.811625616891043,0.001,,
175,6088,34,60.362526630000005,12.77,460,0.791893876515902,5978,-29.07853044782366,0.001,,
175,6140,35,60.44994044999998,12.79,464,0.5265938777189988,6029,-29.734056790669758,0.001,,
175,6191,35,60.45216242000001,12.79,468,0.45019735644261044,6080,-29.922025044759113,0.001,,
175,6242,35,60.45293632999999,12.79,472,0.867797104211954,6131,-30.14712111155192,0.001,,
174,6294,35,60.600496410000005,12.82,476,0.9269794088143569,6183,-30.725278854370117,0.001,,
174,6346,36,60.649049510000005,12.83,480,0.6799663351132319,6235,-29.97276210784912,0.001,,
174,6396,36,60.649779259999995,12.83,484,0.7342429825892816,6286,-30.140024730137416,0.001,,
174,6448,36,60.69475512000001,12.84,488,0.5579600345629913,6337,-28.83415126800537,0.001,,
174,6499,37,60.74310132000001,12.85,492,0.6474698449556644,6388,-30.486000061035156,0.001,,
174,6551,37,60.83775992999999,12.87,496,0.6118646883047544,6440,-28.546293803623744,0.001,,
174,6602,37,60.787226469999986,12.86,500,0.5286548206439385,6492,-30.89676421029227,0.001,,
