time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
1443,260.31,209376,145,-288.92252908999995,988,209267,0.001,-56.30033402252197,29.369139231204986,,
,,210000,,,,209282,0.001,-57.35462188720703,24.826681232452394,-908.3141421345761,908.0
1462,268.56,211494,144,-298.36804994,992,211332,0.001,-58.64027526855469,42.45572657966614,,
1474,297.32,214553,145,-330.18875882,996,213459,0.001,-60.23590072631836,38.81891769504547,,
,,215000,,,,214459,0.001,-60.6439521408081,39.21651756763458,557.871782463789,704.4
1492,306.8,216625,145,-340.42513142999996,1000,215531,0.001,-61.38699913024902,40.958998680114746,,
1502,316.62,218690,145,-351.68328182,1004,217596,0.001,-63.05660237884521,51.310265723228454,,
,,220000,,,,219652,0.001,-63.84616335296631,49.831804330825804,559.759266398754,760.3
1520,335.22,220746,145,-372.50195554999993,1008,,,,,,
1531,353.98,222798,145,-392.60753448,1012,221704,0.001,-63.580545298258464,37.08381830851237,,
1538,358.33,223407,145,-397.86064438,1016,223160,0.001,-61.256026131766184,41.268828905545746,,
1540,367.57,224532,145,-408.57642706,1020,223438,0.001,-61.1856755065918,40.11052764892578,,
,,225000,,,,224494,0.001,-60.9542030606951,34.169202191489084,575.6331129030325,730.8
1557,377.41,225732,144,-419.49609481,1024,225551,0.001,-58.94911439078195,31.374851143150998,,
1563,369.34,226974,145,-411.39614311,1028,226811,0.001,-59.247379302978516,28.309892053189486,,
1570,371.35,228272,145,-414.22369429999986,1032,228145,0.001,-58.08337170144786,22.337345813183074,,
,,230000,,,,229233,0.001,-57.195628135681154,23.029395783424377,-807.0173230296641,1000.0
1591,389.88,231327,145,-435.52139965999993,1036,230233,0.001,-56.38649942779541,22.66943622159958,,
1598,381.67,232609,145,-427.46890369,1040,231515,0.001,-54.99536101882522,21.77423703750508,,
1608,392.22,233758,145,-439.59424971,1044,233611,0.001,-53.32992680867513,19.679650624593098,,
1614,394.27,234923,145,-441.95014037,1048,234764,0.001,-52.385405921936034,14.357393038272857,,
,,235000,,,,234897,0.001,-52.33600352360652,12.259727389724166,-556.0435890652443,1000.0
1626,387.76,235317,144,-435.31809738,1052,235047,0.001,-52.4279970296224,14.103656533559164,,
1631,373.85,236953,145,-421.33469881,1056,235859,0.001,-51.78709520612444,15.044805202455748,,
,,240000,,,,239027,0.001,-50.37899848937988,13.217064984083176,-113.72563636990671,1000.0
1656,404.01,240121,144,-454.45752145000006,1060,,,,,,
1662,386.02,240388,144,-435.22478237999997,1064,240252,0.001,-49.51728265935724,12.109600180929357,,
1662,376.09,240487,144,-424.48384261,1068,240353,0.001,-49.1455312875601,11.140132042077871,,
1669,386.84,241776,144,-435.97602535999994,1072,241605,0.001,-49.2058724899292,11.17868042087555,,
1673,390.75,243257,145,-440.70657441,1076,242163,0.001,-48.662546045639935,13.829896674436682,,
,,245000,,,,244163,0.001,-48.51743530273438,10.015039253473281,107.75436544136755,1000.0
1697,410.81,245375,144,-462.73242482,1080,245233,0.001,-47.93838206699916,10.386624152319772,,
1699,385.9,245932,144,-435.93366342999997,1084,245589,0.001,-48.12353879755194,8.548399001025082,,
1706,376.81,247057,144,-425.3825455400001,1088,246894,0.001,-47.51017379760742,9.117480162916513,,
1708,360.94,247588,144,-407.6758023500001,1092,247380,0.001,-47.72485166980374,8.958577572814818,,
1711,335.41,248094,144,-379.80681946000004,1096,247890,0.001,-47.77932908799913,6.647268626425001,,
1717,326.27,249252,145,-369.68473164000005,1100,249071,0.001,-47.63789574432373,8.532582278966904,,
1719,308.79,249569,145,-350.22973772999995,1104,249450,0.001,-47.78003220331101,10.205596993609172,,
,,250000,,,,249475,0.001,-47.741457303365074,7.239489040374756,177.5079728541197,1000.0
1735,299.93,250739,144,-340.32646375,1108,250632,0.001,-47.74900245666504,8.220640127999442,,
1740,291.22,251920,144,-331.06367651999994,1112,251725,0.001,-47.38176683279184,7.623541992444259,,
1747,297.25,253132,144,-337.2405009799999,1116,252924,0.001,-47.45047527313233,7.425123439788818,,
1751,301.7,254702,145,-341.94318162999997,1120,253608,0.001,-47.46283088411604,7.040367516023772,,
,,255000,,,,254691,0.001,-47.388988773997234,7.0822332508592725,260.7409287361996,1000.0
1767,294.23,255155,144,-333.74217830000003,1124,255045,0.001,-47.33404668172201,5.952408214410146,,
1774,296.67,256641,144,-336.44672319000006,1128,256392,0.001,-47.33923565673828,6.970601868629456,,
1786,314.56,259728,145,-355.24679348999996,1132,258634,0.001,-47.36306418609619,6.347079056024551,,
,,260000,,,,259784,0.001,-47.34728291829427,6.116936092376709,185.7472624633766,1000.0
1807,297.73,261100,144,-336.16579336999996,1136,260971,0.001,-47.54344790649414,5.9956563196182255,,
1808,288.49,261458,144,-325.79147458000006,1140,261235,0.001,-47.51518697324006,6.061958429606064,,
1815,288.74,262632,144,-325.60250421,1144,262481,0.001,-47.60158413696289,5.887158000469208,,
1817,280.55,262978,144,-316.34933443000006,1148,262865,0.001,-48.06525586998981,5.534656027088994,,
,,265000,,,,264325,0.001,-47.53658018112183,5.601177974983498,373.2742480536457,1000.0
1835,301.02,265419,144,-338.46207649999997,1152,,,,,,
1840,296.33,266586,144,-332.28635495000003,1156,265492,0.001,-47.88095283508301,5.628786189215524,,
1855,285.44,268665,144,-320.26331955000006,1160,268552,0.001,-48.5204039255778,4.993502374490102,,
,,270000,,,,269595,0.001,-48.38391172790527,4.898418768882752,501.4422141107731,1000.0
1876,313.01,271689,144,-349.82574440999997,1164,270595,0.001,-48.514280303955076,4.577853746652603,,
1884,325.5,273037,144,-363.4965730099999,1168,271943,0.001,-48.53498732154049,4.3519936461946855,,
1894,325.85,274361,144,-363.5626420499999,1172,274248,0.001,-48.9156040802002,4.358564336657524,,
,,275000,,,,274267,0.001,-48.82905493842231,3.189563374770315,304.4274768776406,1000.0
1914,331.71,276428,144,-369.0468517399999,1176,276281,0.001,-48.8720942905971,3.566146041665758,,
1916,321.66,277541,144,-357.5979118300001,1180,276447,0.001,-49.62985454906117,4.2634482145309445,,
1922,328.01,278733,144,-363.92133509000007,1184,277639,0.001,-49.419928431510925,3.982397648004385,,
1928,321.22,279179,144,-356.65946282000004,1188,279048,0.001,-50.235272029660784,4.606854009628296,,
,,280000,,,,279143,0.001,-49.927793173954406,4.104613207537552,671.547749595344,1000.0
1944,327.9,280378,144,-363.5661156599999,1192,280170,0.001,-50.54604721069336,3.8454465866088867,,
1946,326.0,280694,144,-361.14424705000005,1196,280517,0.001,-50.022078546984446,4.062530648910393,,
1948,317.07,280959,144,-351.68259114999995,1200,280829,0.001,-50.092180252075195,3.862004898275648,,
1959,344.48,284017,144,-381.37802548,1204,282923,0.001,-50.40915813446045,4.061792906403541,,
1966,337.08,284447,144,-373.0562779700001,1208,284328,0.001,-50.64109351986745,4.195735852904771,,
,,285000,,,,284393,0.001,-50.69638175964356,3.7152083992958067,543.076333707571,1000.0
1981,337.81,285701,144,-373.50489792,1212,285403,0.001,-50.26425476074219,3.3782898426055907,,
1984,329.59,286091,144,-364.3761157200001,1216,285979,0.001,-50.80365006128947,3.691124874526534,,
1986,326.66,287368,144,-360.4850838900001,1220,286274,0.001,-50.972747109153055,3.299737973646684,,
1992,327.41,287896,144,-361.21849696000004,1224,287534,0.001,-50.95629826298467,3.7702869138231985,,
,,290000,,,,288930,0.001,-51.532429570737094,3.4382501529610674,649.009902305901,1000.0
2010,333.83,290024,144,-367.23416992,1228,,,,,,
2015,304.77,290205,143,-335.8306823,1232,290086,0.001,-51.67339820861817,3.782027816772461,,
2021,302.99,291399,144,-333.63276678,1236,291214,0.001,-52.004005432128906,4.245786978352454,,
2023,304.21,291879,144,-335.10046121,1240,291696,0.001,-51.48016537360425,3.656419815335955,,
2034,313.96,294028,144,-345.44272288,1244,293856,0.001,-51.954443389892575,3.781757616519928,,
2035,312.28,294206,144,-343.51187323,1248,294055,0.001,-52.30000877380371,3.613633492413689,,
,,295000,,,,294209,0.001,-52.234021993783806,3.9228659485870936,627.826515288651,1000.0
2050,299.3,295349,144,-329.31362375000003,1252,295209,0.001,-52.12763410186768,3.910134765625,,
2061,308.51,297437,144,-338.71134921000004,1256,297297,0.001,-52.39391159820557,4.074720485806465,,
2068,308.34,299499,144,-337.73903727,1260,298405,0.001,-51.548032240434125,5.219308479972508,,
,,300000,,,,299723,0.001,-53.27244676862444,4.51895985858781,718.1982787877321,1000.0
2084,291.28,300817,144,-319.36340519,1264,,,,,,
2090,279.93,301030,144,-306.77926490000004,1268,300915,0.001,-53.18950036855844,4.850460443856581,,
2095,277.96,302157,144,-305.13097313000003,1272,301996,0.001,-53.058939615885414,4.807191185834931,,
2097,269.02,303330,144,-295.48737871000003,1276,302236,0.001,-53.00369201167937,4.902102863202329,,
,,305000,,,,304344,0.001,-53.252876541137695,5.50407537829876,627.8416451004334,1000.0
2122,279.61,305502,143,-306.76878514,1280,305344,0.001,-53.35980286407471,5.6634168441295625,,
2128,279.43,306676,144,-306.23134457000003,1284,306529,0.001,-53.39155948638916,5.997622442245484,,
2134,286.34,307813,144,-314.01962181000005,1288,307693,0.001,-52.72125521573153,6.3477171400318975,,
,,310000,,,,309719,0.001,-53.673110176086425,7.885232464075089,341.8881926011178,1000.0
2159,304.78,310856,143,-334.46786976,1292,310719,0.001,-53.76592412567139,7.599519455909729,,
2161,304.08,311102,143,-333.71215553,1296,310980,0.001,-53.78298642558436,7.733826746863704,,
2167,322.1,313169,144,-353.33521188,1300,312075,0.001,-53.91239176940918,7.7376811865568165,,
,,315000,,,,314075,0.001,-54.01832708740234,7.373755236983299,633.3059240929782,1000.0
2192,313.76,315393,143,-344.37407426,1304,315172,0.001,-54.22147377169862,6.49496427270555,,
2193,311.54,315601,143,-341.99804176999993,1308,315471,0.001,-53.94945024189196,6.440313389426784,,
2199,311.15,316816,144,-342.18547297000003,1312,316697,0.001,-54.414794921875,8.618037641048431,,
2202,311.33,317224,144,-342.50882483000004,1316,317099,0.001,-54.45381811763463,7.005566377988022,,
2204,302.65,317633,144,-333.48966589,1320,317476,0.001,-54.37564134597778,7.712881043553352,,
2210,309.51,318847,144,-340.85793314999995,1324,318662,0.001,-54.670008725898214,7.91106351964614,,
2211,289.94,319018,144,-319.91389815,1328,318890,0.001,-54.23324721200125,7.8904459564774125,,
,,320000,,,,319020,0.001,-54.71618843078613,7.417825487681798,328.4127428606356,1000.0
2222,299.09,320114,144,-330.00610717,1332,,,,,,
2238,317.51,323150,144,-349.80028068,1336,322056,0.001,-54.725590866088865,7.872534951090812,,
,,325000,,,,324143,0.001,-54.39869587238018,7.641795810663475,726.9250338014506,1000.0
2258,333.58,325237,143,-367.28842048999996,1340,,,,,,
2269,323.78,326406,143,-357.00454857999995,1344,326298,0.001,-55.222141206264496,7.738595591858029,,
2279,343.4,328546,144,-378.03713444999994,1348,328323,0.001,-56.44054336547852,6.797320647673174,,
2281,334.44,328793,144,-368.19697224,1352,328613,0.001,-56.11703218732561,7.123891847474234,,
,,330000,,,,329699,0.001,-55.664799102783206,8.477820741891861,385.3510778879863,910.6
2300,334.19,330856,143,-368.5432273099999,1356,330724,0.001,-56.033861306997444,9.068821887969971,,
2306,325.42,332041,143,-359.71531259999995,1360,331909,0.001,-55.91616254864317,7.61124378081524,,
2318,334.02,334219,144,-369.65901145,1364,334090,0.001,-56.38233847088284,7.660597954596673,,
2319,333.88,334418,144,-369.57111526,1368,334289,0.001,-56.790953699747725,7.878428494343992,,
2320,325.02,334659,144,-359.84887387,1372,334499,0.001,-56.22135513059555,7.741882234573365,,
,,335000,,,,334683,0.001,-56.02139030068608,7.749937251462775,663.4896935231052,803.8
2339,334.68,336798,143,-370.6057724800001,1376,336683,0.001,-56.402613304138185,7.3855636422634126,,
2345,333.97,338899,144,-370.42857687,1380,337805,0.001,-56.34757924079895,6.709129795883641,,
2350,324.01,339077,144,-359.9701870199999,1384,338924,0.001,-56.260213349994864,7.6090382949726,,
,,340000,,,,339020,0.001,-56.79408906635485,6.117168748700941,607.844165504165,711.2
2363,323.95,340208,143,-359.3741635400001,1388,340081,0.001,-56.61214370727539,6.957587734597628,,
2365,306.06,341462,144,-339.86303207000003,1392,340368,0.001,-56.97766215460641,6.9336530260137605,,
2372,308.66,341968,144,-342.97346502,1396,341861,0.001,-56.550791223843895,7.374669202292959,,
2373,290.04,342173,144,-322.59342842,1400,342027,0.001,-56.48745269775391,6.175975992566063,,
2379,278.7,343263,144,-309.98629747,1404,343144,0.001,-56.31655158996582,6.161861181259155,,
,,345000,,,,344169,0.001,-56.82023001098633,7.51798788177967,659.1252222848154,828.9
2397,297.06,345307,144,-329.5991325399999,1408,345181,0.001,-57.3771006266276,5.272867500782013,,
2408,306.18,347434,144,-339.79945671999997,1412,347264,0.001,-57.20193721008301,7.0466181840896605,,
2409,303.5,347574,144,-336.75176735,1416,347450,0.001,-57.13725633974428,7.189606158821671,,
2415,311.28,348761,144,-344.84286964,1420,348632,0.001,-57.14116381035476,6.946981285439163,,
,,350000,,,,349778,0.001,-58.02950922648112,6.068988041444258,637.8351982839638,707.6
2429,320.25,350872,144,-355.12772559999996,1424,,,,,,
2440,333.99,352417,144,-369.9538890399999,1428,351908,0.001,-57.699391137985955,6.563571929931641,,
2447,334.03,353517,144,-369.80793174999997,1432,353400,0.001,-57.06452400453629,6.050310992425488,,
,,355000,,,,354481,0.001,-57.589836502075194,7.283574330806732,869.2614379651844,1000.0
2464,324.25,355575,144,-359.85653824,1436,,,,,,
2474,324.22,357659,144,-359.6950351899999,1440,356565,0.001,-57.56635124206543,6.732752754092217,,
2481,324.41,358847,144,-359.73370395999984,1444,357753,0.001,-58.456949869791664,9.81221645673116,,
,,360000,,,,359801,0.001,-57.774667263031006,7.893573299050331,706.6564994280227,810.0
2498,314.76,360022,144,-349.91360722999997,1448,359914,0.001,-58.07924745793928,7.085557488213598,,
2510,342.82,363075,144,-379.19870797000004,1452,361981,0.001,-57.89377247619629,6.845486999750137,,
,,365000,,,,363981,0.001,-58.0446746673584,6.7151184258461,686.6050966202747,808.0
2533,352.31,366087,144,-389.54030175,1456,364993,0.001,-58.21333567301432,6.307665745417277,,
2543,351.21,367162,144,-388.0419560899999,1460,367054,0.001,-59.07812080383301,6.5114532828330995,,
2553,350.0,369219,144,-386.02164276999997,1464,369114,0.001,-58.58529165516729,7.185815391333207,,
,,370000,,,,369211,0.001,-58.47159310274346,6.5815679611161695,783.088300056383,901.4
2572,369.21,371339,144,-406.62616349999996,1468,371211,0.001,-58.77440242767334,6.37905730342865,,
2573,368.79,371538,144,-406.06966798999997,1472,371395,0.001,-57.88740005493164,8.753047037124634,,
2579,359.42,372740,144,-395.80546634999996,1476,372562,0.001,-58.86405224609375,6.635178706765175,,
2580,340.3,372929,144,-374.9235406599999,1480,372793,0.001,-58.50488154093424,6.067794592149796,,
2582,340.59,373136,144,-375.3842648799999,1484,373031,0.001,-58.80812318863407,6.733035399067786,,
2587,340.38,374246,144,-375.77759125999995,1488,374142,0.001,-58.7455246887207,6.422647767782212,,
2588,329.22,374384,144,-363.44102892999996,1492,374266,0.001,-58.19880586511948,7.219574812686805,,
2589,325.72,374540,144,-359.28382373999995,1496,374435,0.001,-58.6283233165741,6.883635802702471,,
,,375000,,,,374507,0.001,-58.1746166453642,6.11621629170009,740.9231718530995,901.3
2604,344.28,376601,144,-379.46812989,1500,375507,0.001,-58.71306681060791,6.446934978485108,,
2620,364.65,379728,144,-402.33303112999994,1504,378634,0.001,-58.727927871704104,7.107844810366631,,
,,380000,,,,379649,0.001,-58.958927154541016,5.594678846995036,846.1906740134116,1000.0
2640,354.86,380793,144,-391.9023530399999,1508,380677,0.001,-59.17363384791783,5.389430684702737,,
2642,345.07,381941,144,-380.81899224,1512,380847,0.001,-58.56399864196777,7.37008692741394,,
2657,364.55,384029,144,-401.89250632999995,1516,383876,0.001,-59.34351803588867,7.173928599476814,,
2658,354.18,384179,144,-390.81654756999995,1520,384054,0.001,-58.72815704345703,6.746045645545511,,
,,385000,,,,384173,0.001,-59.43416690826416,6.962401625182894,522.5580585000862,806.7
2671,344.42,385314,144,-379.51294259,1524,385173,0.001,-59.3316978302002,6.691701624989509,,
2672,331.7,385587,144,-365.9455229,1528,385370,0.001,-59.51361497243246,7.156077395314756,,
2674,323.51,385868,144,-357.26214323,1532,385737,0.001,-59.16350841522217,6.8360753655433655,,
2676,314.29,387004,144,-346.76701463000006,1536,385910,0.001,-59.0966318915872,7.66463396765969,,
2682,305.07,388166,144,-336.59215714,1540,387072,0.001,-58.86815758471219,7.199120395588425,,
2692,303.96,389243,144,-335.24943634999994,1544,389118,0.001,-59.832560539245605,6.382243464390437,,
,,390000,,,,389149,0.001,-59.37866973876953,7.0319829140940024,598.5933122951653,804.7
2707,314.37,391459,144,-346.2615687400001,1548,390365,0.001,-59.399192810058594,6.547422712499445,,
2717,295.32,392607,144,-326.51785492000005,1552,392500,0.001,-59.5019984664917,6.541682427167893,,
2719,276.14,393701,144,-305.27368718,1556,392607,0.001,-60.098361587524415,7.883285193216233,,
2729,277.15,394877,144,-306.43005675,1560,394734,0.001,-59.682088432312014,6.552252470374107,,
,,395000,,,,394803,0.001,-59.52027015686035,6.363360023498535,632.759872747981,705.0
2741,267.51,395970,144,-296.34012671,1564,395845,0.001,-59.54285236827114,7.052822027290077,,
2742,247.81,396120,144,-275.14008378,1568,395993,0.001,-58.94973734805458,6.206828465828528,,
2748,257.25,397263,144,-285.36695387,1572,397154,0.001,-60.04886563618978,6.998565901880679,,
2755,265.83,399323,144,-294.34755073,1576,398229,0.001,-59.6712277730306,6.904470251666175,,
,,400000,,,,399262,0.001,-59.512755898868335,5.480748732884725,713.5966984908097,802.6
2772,274.53,400382,144,-303.74178397,1580,400276,0.001,-59.496228899274556,6.781390615871975,,
2775,285.77,401713,144,-315.91897377000004,1584,400619,0.001,-59.86734759807587,6.115809944959787,,
2780,277.3,401976,144,-306.24791898,1588,401835,0.001,-59.78064934866769,7.101418788092477,,
2787,289.29,403313,144,-318.97508798999996,1592,403187,0.001,-60.213274002075195,6.421538159251213,,
2793,299.21,404461,144,-329.71836625000003,1596,404350,0.001,-59.89219836799466,6.277997914625674,,
,,405000,,,,404471,0.001,-60.12062725654015,6.668060676409648,793.1242287825793,901.5
2809,300.18,406619,144,-330.72906009999997,1600,405525,0.001,-59.9958039742929,6.43113868324845,,
2820,289.65,408693,144,-319.20733717,1604,407599,0.001,-60.078487480163574,7.41847243309021,,
,,410000,,,,409657,0.001,-59.9335568745931,6.6128919659828655,704.8310728240758,803.0
2838,299.58,410751,144,-329.81557265000004,1608,,,,,,
2843,289.69,410910,144,-319.00217713000006,1612,410726,0.001,-60.380564762995796,7.278836145401001,,
2850,290.41,413070,144,-319.67672808,1616,411976,0.001,-59.83061329523722,6.177010386548144,,
2856,299.98,414177,144,-330.42434185999997,1620,413083,0.001,-60.8479102639591,6.62852132661002,,
,,415000,,,,414180,0.001,-60.296797616141184,6.845831394195557,732.4292280815541,802.7
2879,309.78,416292,144,-340.89703088000005,1624,416180,0.001,-60.185113075256346,6.205454906344413,,
2880,309.05,416492,144,-339.88441851999994,1628,416378,0.001,-60.572856073794156,7.6758806546529135,,
2886,318.07,417675,144,-349.15513861999995,1632,417530,0.001,-59.564267264472115,6.271230109384127,,
2887,310.51,418055,144,-341.30142096000003,1636,417776,0.001,-60.205442545365315,5.70994346360771,,
2891,312.18,419384,145,-343.4776261100001,1640,418290,0.001,-60.57237950766959,5.753555630460197,,
2896,304.13,419656,144,-334.99415416000005,1644,419403,0.001,-61.23463603428432,6.4603003433772495,,
,,420000,,,,419562,0.001,-60.22362484931946,6.998470299648789,684.5061842133291,812.7
2910,293.97,420856,144,-323.81341857999996,1648,420604,0.001,-60.425665537516274,4.894209735533771,,
2916,293.34,421941,144,-322.81870631000004,1652,421830,0.001,-59.567417008536204,6.1181728753176605,,
2927,303.7,424071,144,-334.04568036999996,1656,423896,0.001,-60.17743453979492,6.026501397697293,,
,,425000,,,,424062,0.001,-60.019357227143786,6.20679725919451,786.8054526341846,1000.0
2942,303.65,425242,144,-334.0508745199999,1660,425062,0.001,-60.152574775695804,6.777118552923202,,
2943,294.3,425400,144,-323.57839133999994,1664,425227,0.001,-60.04780832926432,6.165312957763672,,
2954,313.36,427456,144,-344.55137013000007,1668,427319,0.001,-60.16423332214355,6.941684319376946,,
,,430000,,,,429444,0.001,-60.0073133392334,7.007286697387696,811.1899257692043,903.4
2974,332.75,430538,144,-366.22032511,1672,,,,,,
2987,328.76,432199,144,-362.37278171,1676,432089,0.001,-60.18551066150404,7.419977934393164,,
2998,339.74,434356,144,-374.6765844899999,1680,434214,0.001,-59.89074367176403,6.413242784115153,,
,,435000,,,,434358,0.001,-60.01670351895419,7.450103933160955,901.412513623666,1000.0
3014,347.39,436452,144,-382.8904976200001,1684,435358,0.001,-60.39069369506836,6.962957062602043,,
3026,365.95,438571,144,-403.30309137999996,1688,437477,0.001,-59.85066239039103,7.2604967430233955,,
3035,363.14,439627,144,-400.75049503,1692,439515,0.001,-60.36013081359863,6.801224497795105,,
,,440000,,,,439565,0.001,-60.474854469299316,7.002087756991386,785.2996550147421,905.8
3050,372.74,441735,144,-410.74464714999993,1696,440641,0.001,-59.92583826968544,6.13446927698035,,
3061,372.48,443867,144,-410.9743343800001,1700,442773,0.001,-61.53345801613548,6.351471641789312,,
,,445000,,,,444869,0.001,-60.06216299533844,6.149517330756554,861.2870869282633,1000.0
3081,365.26,445219,144,-402.91354892000004,1704,,,,,,
3084,355.36,446287,144,-392.68620377999997,1708,445193,0.001,-59.498497856987846,8.190501809120178,,
3089,356.23,446533,144,-393.75345491,1712,446404,0.001,-60.42716935101677,6.281512112759832,,
3090,335.72,446642,144,-371.56469191,1716,446534,0.001,-59.68806947980608,7.750751835959298,,
3091,326.79,446856,144,-361.55473766,1720,446662,0.001,-59.973760332380024,5.73266453402383,,
3093,317.14,448006,144,-351.58808622000004,1724,446912,0.001,-59.76171138368804,6.30084302550868,,
,,450000,,,,449068,0.001,-60.06155956152713,6.393680637533015,894.5242952028872,1000.0
3113,336.7,450162,144,-372.99641044000003,1728,,,,,,
3118,326.27,450302,144,-361.80144208999997,1732,450161,0.001,-61.22459945678711,6.8642200628916425,,
3120,334.25,451480,144,-370.18400783,1736,450386,0.001,-59.86434246943547,6.793001922906614,,
3131,341.84,453568,144,-378.5266792599999,1740,452474,0.001,-60.39305579144022,6.893057613902622,,
3136,341.49,453805,144,-378.0652640899999,1744,453601,0.001,-60.60325495402018,7.230407288199977,,
3142,341.27,454983,144,-377.9642430900001,1748,454878,0.001,-59.70640383539973,6.671880784872416,,
,,455000,,,,454889,0.001,-60.99150161743164,7.4516965475949375,785.7080104775727,905.6
3151,331.64,455105,144,-367.83360845000004,1752,454949,0.001,-59.24471173967634,8.503911193211874,,
3157,322.64,456335,144,-358.43382333999995,1756,456142,0.001,-59.85740850067139,7.07022520172596,,
3168,331.5,458392,144,-368.13716353999996,1760,458262,0.001,-59.70944387262518,7.266061544418335,,
3175,342.61,459661,144,-380.65014570999995,1764,459493,0.001,-60.08349066162109,7.373672180652618,,
,,460000,,,,459567,0.001,-60.212804639661634,7.196001510362367,727.2931858298864,901.3
3189,332.63,460719,144,-369.39684581999995,1768,460604,0.001,-60.117789374457466,6.308993498484294,,
3195,312.38,461776,144,-346.37287347000006,1772,461665,0.001,-59.52957195705838,7.961873619179976,,
3196,297.64,461963,144,-330.24693713,1776,461849,0.001,-60.66358399824663,6.65179114513569,,
3202,287.5,463106,144,-318.71172099999995,1780,462977,0.001,-59.988651222229,7.689453694343567,,
,,465000,,,,464093,0.001,-60.08425673675537,7.659442209124565,781.1508590159705,901.5
3222,297.35,466187,144,-329.54484018000005,1784,465093,0.001,-60.146242080688474,7.736150504827499,,
3233,296.57,468228,144,-328.94796442,1788,467134,0.001,-58.81478424072266,6.887882685661316,,
3239,288.63,468490,144,-320.20526146,1792,468338,0.001,-60.19902246648615,8.225752707683679,,
3240,269.83,468718,144,-300.25024143999997,1796,468598,0.001,-60.29650165188697,8.141550064086914,,
,,470000,,,,469729,0.001,-59.671795931729406,6.775112466378645,867.3747763964814,1000.0
3256,269.56,470823,144,-299.93799333000004,1800,,,,,,
3267,277.28,472947,144,-308.33485756000005,1804,471853,0.001,-59.77598678588867,7.559650169740809,,
3274,279.23,474210,144,-310.21097022000004,1808,473116,0.001,-60.44330441951752,7.815273616462946,,
,,475000,,,,474128,0.001,-59.624728520711265,8.93198025226593,607.8777404718101,704.1
3296,298.35,476368,144,-330.59336583000004,1812,476128,0.001,-60.639904335021974,7.7123390814065935,,
3296,298.38,476480,144,-330.8067772800001,1816,476326,0.001,-60.40870111638849,9.570935839698429,,
3297,297.24,476580,144,-329.48932048,1820,476474,0.001,-59.93921101888021,7.435406915346781,,
3309,316.57,479663,144,-350.71938881999995,1824,478569,0.001,-60.627635597229,8.067766713261605,,
,,480000,,,,479595,0.001,-61.335682502159706,7.553338234241192,571.8033192767558,901.5
3333,325.27,482689,144,-360.6438092700001,1828,481595,0.001,-60.7142359085083,7.762942917227745,,
3343,334.81,483783,144,-370.8094876100001,1832,483651,0.001,-61.082359089570886,8.01496298653739,,
,,485000,,,,484689,0.001,-60.91858664703369,7.683156563162804,689.7448110832833,807.8
3366,353.23,486803,144,-391.04232168999994,1836,486689,0.001,-60.922071380615236,7.649262354850769,,
3368,344.59,488027,144,-381.52422888000007,1840,486933,0.001,-61.287349820137024,7.597058611649733,,
,,490000,,,,488962,0.001,-60.734790657043455,7.697829135417939,638.293865246675,714.9
3390,362.93,490098,144,-401.29068639,1844,489962,0.001,-60.74117763519287,7.704939970016479,,
3396,362.61,491244,144,-401.1344188500001,1848,491127,0.001,-60.84584624481201,7.894920299530029,,
3403,382.93,493398,144,-423.28403101000004,1852,492304,0.001,-61.04868326689068,8.236121613728372,,
,,495000,,,,494390,0.001,-60.915557945251464,8.177608736991882,519.7268958015368,612.5
3419,391.49,495484,144,-432.56400243999997,1856,,,,,,
3425,381.98,496590,144,-422.40029101999994,1860,495496,0.001,-60.499712163751774,9.648629688081288,,
3440,389.78,498639,144,-430.30534952999994,1864,498506,0.001,-60.71903089904785,8.285300388693809,,
,,500000,,,,499580,0.001,-61.11406347486708,8.62252551487514,543.5544539455325,611.4
3456,399.75,500694,144,-441.2582554500001,1868,500580,0.001,-60.982942054748534,8.192273680448531,,
3459,401.78,501954,145,-444.16414431000004,1872,500860,0.001,-60.773119533763214,8.70948047921209,,
3473,421.77,504140,145,-466.2100024599999,1876,503879,0.001,-61.056044578552246,8.588279655456542,,
3475,413.25,504431,145,-457.04809657000004,1880,504195,0.001,-61.224308880892664,8.802538194013446,,
3477,384.91,504678,145,-426.03992002,1884,504548,0.001,-61.2122802734375,8.96156174919822,,
,,505000,,,,504814,0.001,-60.73623224206873,7.413580369304967,677.8889415962446,805.7
3487,376.8,505908,145,-416.8656497400001,1888,,,,,,
3492,376.09,506099,144,-416.09735042,1892,505978,0.001,-61.13544616699219,9.459078475048667,,
3493,376.6,506378,144,-416.81264572,1896,506237,0.001,-60.9490396118164,8.730042643547058,,
3505,385.93,509416,145,-426.55048824,1900,508322,0.001,-60.966723937988284,8.944049929261208,,
3510,366.45,509592,145,-405.14001514000006,1904,509462,0.001,-60.982575225830075,9.533553951127189,,
3510,354.76,509686,145,-392.28707528,1908,509563,0.001,-62.10197830200195,6.500716298818588,,
,,510000,,,,509887,0.001,-60.396361456977,11.030549816651778,799.4635625374212,1000.0
3522,346.13,510981,145,-383.45670745999996,1912,,,,,,
3532,356.28,512108,144,-394.65180423000015,1916,511978,0.001,-60.91566004071917,9.316438489490086,,
