time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
7,-101.15324571428573,272,2048,1,97.23809523809524,,,,,,,,,,,,,
16,-105.88915425,250,4096,2,101.425,0.987917423248291,0.012249194,-11.289936056733131,0.0003,192.65691475868226,0.2,0.1224609375,-0.005831360816955566,-0.02585730724968016,10,30.493669509887695,,
,,,5000,,,0.9778245091438293,0.014452625,-11.218465879559517,0.0003,132.10326046943663,0.2,0.12021484375,-0.003660440444946289,-0.024953324909438378,20,32.76613998413086,1000.0,981.3473027989269
44,-92.51316846376812,139,6144,3,88.53623188405797,,,,,,,,,,,,,
53,-92.70293406818183,153,8192,4,89.89772727272727,0.9719979763031006,0.016057484,-11.15538693666458,0.0003,112.0269236922264,0.2,0.144873046875,-0.0013295412063598633,-0.03342107197677251,30,41.2308349609375,,
,,,10000,,,0.961775541305542,0.01098712,-11.085180056095123,0.0003,137.18163681030273,0.2,0.105029296875,0.020832955837249756,-0.028615551115944982,40,55.44929122924805,1000.0,991.9921975441277
78,-106.89645854081634,130,10240,5,103.8061224489796,,,,,,,,,,,,,
85,-113.80404376,143,12288,6,111.22,0.9567892551422119,0.011547476,-11.018340742588043,0.0003,128.3793258190155,0.2,0.108251953125,0.09908157587051392,-0.02835181882546749,50,23.05716896057129,,
93,-123.07906749000001,153,14336,7,121.03,0.9487165212631226,0.0133532295,-10.965479972958565,0.0003,93.59281669855118,0.2,0.122998046875,0.13642853498458862,-0.031860716475057414,60,38.24137878417969,,
,,,15000,,,0.9403597116470337,0.014137173,-10.892374795675277,0.0003,126.68474963903427,0.2,0.137890625,0.12082982063293457,-0.03383156660420354,70,76.34077453613281,1000.0,1042.4839804252376
119,-129.01853257,136,16384,8,128.98,,,,,,,,,,,,,
127,-122.82117427000001,145,18432,9,121.49,0.9311700463294983,0.015142962,-10.813477143645287,0.0003,103.62900632619858,0.2,0.15947265625,0.056970179080963135,-0.03516999775893055,80,41.83213424682617,,
,,,20000,,,0.9270120859146118,0.009373419,-10.762651395797729,0.0003,290.8195575714111,0.2,0.074853515625,0.10300999879837036,-0.024510995860327966,90,140.10911560058594,1000.0,985.5014378776308
160,-115.24915300000002,127,20480,10,115.25,,,,,,,,,,,,,
170,-107.11678579,132,22528,11,106.01,0.9195032715797424,0.0104599055,-10.714014372229576,0.0003,131.0577311873436,0.2,0.1064453125,0.23353666067123413,-0.031126289849635214,100,49.0091438293457,,
178,-87.21154677000003,138,24576,12,87.61,0.9104569554328918,0.014114687,-10.638664919137955,0.0003,102.01299726366997,0.2,0.169287109375,0.2420637011528015,-0.03671007877564989,110,38.814857482910156,,
,,,25000,,,0.904910683631897,0.009894351,-10.577900972962379,0.0003,253.11899118423463,0.2,0.092626953125,0.2509918212890625,-0.0284725652585621,120,118.57189178466797,1000.0,974.9153079387382
211,-87.30355015,126,26624,13,88.91,,,,,,,,,,,,,
222,-94.46384294999996,128,28672,14,101.15,0.8980318307876587,0.010885935,-10.517858219146728,0.0003,142.55772335529326,0.2,0.098388671875,0.36137259006500244,-0.031624073558486995,130,54.735652923583984,,
,,,30000,,,0.8950498104095459,0.010318495,-10.479950612783432,0.0003,160.34941596984862,0.2,0.100341796875,0.4336256980895996,-0.03124569825886283,140,52.34235382080078,972.0,979.3682539395231
252,-79.79893836000001,121,30720,15,87.75,,,,,,,,,,,,,
264,-82.77762233000001,124,32768,16,88.11,0.8892062902450562,0.010505414,-10.43866932094097,0.0003,142.59089002609252,0.2,0.103759765625,0.521963894367218,-0.031474161901860497,150,76.96892547607422,,
273,-89.83321253000003,127,34816,17,95.58,0.8829355239868164,0.0125829745,-10.383196610212327,0.0003,150.35936856269836,0.2,0.132275390625,0.5571645796298981,-0.032545664682402276,160,69.04969787597656,,
,,,35000,,,0.8747717142105103,0.013629722,-10.31370660662651,0.0003,92.3865643978119,0.2,0.147216796875,0.6421951949596405,-0.03695587122347206,170,68.9343032836914,604.7,586.0262718273385
294,-95.67783441999998,125,36864,18,102.96,,,,,,,,,,,,,
303,-101.55542354999997,128,38912,19,112.04,0.8670942783355713,0.013634307,-10.24309895336628,0.0003,59.890428352355954,0.2,0.158740234375,0.623492568731308,-0.0372084431044641,180,28.95147132873535,,
,,,40000,,,0.8609378337860107,0.011269631,-10.178510227799416,0.0003,110.4025312423706,0.2,0.141845703125,0.7081028521060944,-0.03454741801833734,190,39.63377380371094,597.8,526.2181341442971
326,-98.63351996,125,40960,20,108.58,,,,,,,,,,,,,
335,-78.06836757999999,128,43008,21,89.54,0.859513521194458,0.009980644,-10.143364876508713,0.0003,188.9594690799713,0.2,0.1107421875,0.561079204082489,-0.03188963346474338,200,71.12646484375,,
,,,45000,,,0.8524100184440613,0.010456083,-10.106016436219216,0.0003,143.33219633102416,0.2,0.11318359375,0.687410295009613,-0.03418966299796011,210,61.3185920715332,126.0,127.76035810329486
344,-77.66387960000002,130,45056,22,92.44,,,,,,,,,,,,,
352,-62.51669331,133,47104,23,74.3,0.8483766913414001,0.013474204,-10.054203021526337,0.0003,93.77860543727874,0.2,0.16875,0.7671136111021042,-0.039317435870179905,220,35.76656723022461,,
360,-73.64899483999999,136,49152,24,87.06,0.8430019617080688,0.011264741,-10.006111437082291,0.0003,148.99160764217376,0.2,0.129443359375,0.7116816639900208,-0.03743964771274477,230,66.59034729003906,,
,,,50000,,,0.8384705781936646,0.013115684,-9.958897107839585,0.0003,137.0309736251831,0.2,0.14560546875,0.6668088734149933,-0.03791743638867047,240,58.09095001220703,193.8,130.62240147472477
371,-82.34364798999997,137,51200,25,98.96,,,,,,,,,,,,,
379,-70.7759314,140,53248,26,84.78,0.832424521446228,0.0126742255,-9.91189070045948,0.0003,140.8430211544037,0.2,0.144189453125,0.6852665543556213,-0.03698007937346119,250,59.19150924682617,,
,,,55000,,,0.8262596130371094,0.012981586,-9.85133405327797,0.0003,98.42665547132492,0.2,0.1509765625,0.7735631912946701,-0.040441193713922984,260,67.39008331298828,260.5,174.49586149173047
392,-84.50120129999996,140,55296,27,96.56,,,,,,,,,,,,,
400,-57.42818963999999,143,57344,28,65.93,0.8228948712348938,0.011763521,-9.806436640024184,0.0003,139.88256670236586,0.2,0.151318359375,0.724125474691391,-0.036637913950835356,270,60.194000244140625,,
410,-64.09431812,144,59392,29,76.3,0.8217196464538574,0.011482032,-9.787114080786704,0.0003,196.43167552947997,0.2,0.119775390625,0.5450194180011749,-0.03604386689257808,280,99.36344146728516,,
,,,60000,,,0.8132237792015076,0.015380112,-9.726212614774704,0.0003,95.33091514110565,0.2,0.188134765625,0.841192290186882,-0.04606250979413744,290,40.75325393676758,63.4,37.026099814800546
420,-50.5703607,146,61440,30,65.62,,,,,,,,,,,,,
429,-52.52968325000002,147,63488,31,69.5,0.8067249059677124,0.015726104,-9.65702258348465,0.0003,92.57147672176362,0.2,0.21552734375,0.8510388135910034,-0.04888962456752779,300,49.37608337402344,,
,,,65000,,,0.8005123138427734,0.01608088,-9.595386537909508,0.0003,72.29012498259544,0.2,0.187939453125,0.877187117934227,-0.04542322427441832,310,41.025386810302734,216.1,153.08483632284333
440,-64.71189309,148,65536,32,85.27,,,,,,,,,,,,,
448,-70.9616419,150,67584,33,94.75,0.7986059784889221,0.015533686,-9.555321237444877,0.0003,82.46430146694183,0.2,0.174853515625,0.7097965478897095,-0.04160939549910836,320,24.718555450439453,,
457,-86.22015868000003,152,69632,34,112.91,0.7934368848800659,0.016296655,-9.526856774091721,0.0003,104.14614907503127,0.2,0.165283203125,0.7846730798482895,-0.04134213930228725,330,37.301692962646484,,
,,,70000,,,0.7858393788337708,0.022281934,-9.454463189840316,0.0003,32.180235508084294,0.2,0.25673828125,0.8265584111213684,-0.04701977442309726,340,21.366413116455078,300.5,195.94503055302192
472,-92.00339804999997,151,71680,35,121.65,,,,,,,,,,,,,
481,-99.42991905000001,153,73728,36,133.02,0.7773523330688477,0.013797021,-9.370470803976058,0.0003,68.1644403219223,0.2,0.1595703125,0.7757272869348526,-0.039292465525795704,350,17.194459915161133,,
,,,75000,,,0.7664552330970764,0.016551044,-9.266426095366478,0.0003,50.683610188961026,0.2,0.193359375,0.8085872977972031,-0.041524473094614225,360,29.792211532592773,240.4,144.21056662576447
495,-114.38592000999999,152,75776,37,152.92,,,,,,,,,,,,,
504,-129.51225055999998,154,77824,38,172.99,0.7557041645050049,0.020087423,-9.150638350844384,0.0003,47.15495566725731,0.2,0.214111328125,0.8032113909721375,-0.04106895794102457,370,25.69829559326172,,
