train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
3000,4000,4,0.001,237,16,0.06602189461048692,1000.0,-2085.91669675,2.1026016857624055,,
4032,5000,,0.001,,,0.2281463947147131,,,3.582873374223709,88.0,-116.66827312107198
6032,7032,8,0.001,208,33,0.22348372565954924,879.0,-1533.595983125,6.233783759117126,,
9032,10000,,0.001,,,0.2938042203783989,,,10.039417640686036,1000.0,749.1525094839278
10032,11032,12,0.001,172,64,0.2592872334122658,919.3333333333334,-1174.5042925,10.326027002334595,,
14032,15000,,0.001,,,0.2541881528124213,,,13.120076740264892,1000.0,639.045470032841
,15032,16,,158,94,,939.5,-940.42603,,,
18032,19032,20,0.001,163,116,0.19273188734054567,951.6,-784.1602320499999,15.120963117599487,,
19032,20000,,0.001,,,0.1784921317845583,,,15.549364227294921,1000.0,900.0359566744416
22032,23032,24,0.001,157,146,0.14130941113829612,959.6666666666666,-672.0008937916667,16.39399094390869,,
24032,25000,,0.001,,,0.13406673628091811,,,16.80231122970581,1000.0,862.8964925520122
26032,27032,28,0.001,153,176,0.1217979901060462,965.4285714285714,-579.4920059285714,17.07771580505371,,
29032,30000,,0.001,,,0.11433883144706487,,,17.338156517028807,1000.0,905.036216622591
30032,31032,32,0.001,149,207,0.10785922111943363,969.75,-507.82788584375,17.376369247436525,,
34032,35000,,0.001,,,0.09733496593683957,,,17.55690849304199,1000.0,875.9575951993465
,35032,36,,146,238,,973.1111111111111,-453.1419724722223,,,
38032,39032,40,0.001,150,259,0.08455751092731953,975.8,-404.083951575,17.545751415252685,,
39032,40000,,0.001,,,0.081512024410069,,,17.490107749938964,1000.0,948.0548897743225
42032,43032,44,0.001,148,290,0.07671114065125585,978.0,-363.5432208863636,17.38733423233032,,
44032,45000,,0.001,,,0.07503064454346896,,,17.347673370361328,1000.0,951.9373528182507
46032,47032,48,0.001,146,321,0.06546536821871995,979.8333333333334,-329.4556900416666,17.249972438812257,,
49032,50000,,0.001,,,0.06301649570837617,,,17.079950382232667,1000.0,964.4956950604916
50032,51032,52,0.001,144,352,0.0635454658512026,981.3846153846154,-299.73724605769223,16.997007038116454,,
54032,55000,,0.001,,,0.057815314212813974,,,16.765190689086914,1000.0,966.8959548592568
,55032,56,,143,382,,982.7142857142857,-273.58483049999995,,,
58032,59032,60,0.001,145,404,0.050573983365669845,983.8666666666667,-250.91786238333327,16.481715003967285,,
59032,60000,,0.001,,,0.049863541195169094,,,16.400584484100342,1000.0,966.0783226907254
62032,63032,64,0.001,144,435,0.050160410748794675,984.875,-230.838259875,16.185803394317627,,
64032,65000,,0.001,,,0.04604414558596909,,,15.9955728225708,1000.0,965.5130347579718
66032,67032,68,0.001,143,468,0.04901010649465024,985.7647058823529,-212.9689353529412,15.855576875686646,,
69032,70000,,0.001,,,0.04405270911380649,,,15.603574293136596,1000.0,973.3148372709751
70032,71032,72,0.001,142,499,0.04507438997365534,986.5555555555555,-197.13523279166662,15.52270613861084,,
74032,75000,,0.001,,,0.04307951567880809,,,15.168721389770507,1000.0,972.6094396650791
,75032,76,,141,529,,987.2631578947369,-183.248743118421,,,
78032,79032,80,0.001,143,551,0.04212317781150341,987.9,-170.4777366,14.843832607269286,,
79032,80000,,0.001,,,0.039994999712333085,,,14.7494003200531,1000.0,976.4353597797453
82032,83032,84,0.001,142,584,0.037781224995851515,988.4761904761905,-158.64230051190475,14.540636604309082,,
84032,85000,,0.001,,,0.039343080811202524,,,14.4223838596344,1000.0,950.0689595937729
86032,87032,88,0.001,141,616,0.03720023301057517,989.0,-148.19275868181813,14.280059740066529,,
89032,90000,,0.001,,,0.03549128520861268,,,14.068400720596314,1000.0,962.6715285301209
90032,91032,92,0.001,140,647,0.037127302948385475,989.4782608695652,-138.7708772065217,13.980662313461304,,
94032,95000,,0.001,,,0.034707365626469255,,,13.744585443496705,1000.0,970.0812365293502
,95032,96,,140,678,,989.9166666666666,-130.0772937395833,,,
98032,99032,100,0.001,141,699,0.035836597975343464,990.32,-121.85978614999996,13.549163806915283,,
99032,100000,,0.001,,,0.03495503972284496,,,13.49196524810791,1000.0,986.2545882761478
102032,103032,104,0.001,140,731,0.03926788306981325,990.32,-35.15891506999999,13.344071281433106,,
104032,105000,,0.001,,,0.03597259160131216,,,13.254623445510864,1000.0,981.2639219939708
106032,107032,108,0.001,140,762,0.03553396787494421,1000.0,7.56431666,13.156935546875,,
109032,110000,,0.001,,,0.0315093573667109,,,13.04270428276062,1000.0,982.8221373438835
110032,111032,112,0.001,140,792,0.030932038322091102,1000.0,29.084162789999997,12.989432706832886,,
114032,115000,,0.001,,,0.031118737675249575,,,12.842653678894044,1000.0,981.9724558830261
,115032,116,,139,823,,1000.0,41.78134169999999,,,
118032,119032,120,0.001,140,845,0.03282550717331469,1000.0,51.3504244,12.674298078536987,,
119032,120000,,0.001,,,0.03404958740249276,,,12.64443568611145,1000.0,983.3327246248722
122032,123032,124,0.001,140,874,0.03115479229018092,1000.0,59.05324791,12.552047819137574,,
124032,125000,,0.001,,,0.030376436887308955,,,12.497427492141723,1000.0,982.9016367137432
126032,127032,128,0.001,140,906,0.03209200828894973,1000.0,63.35945198000001,12.447667881011963,,
129032,130000,,0.001,,,0.03032799397967756,,,12.374053312301635,1000.0,981.9805672109127
130032,131032,132,0.001,139,937,0.03060168528743088,1000.0,66.72846295,12.347381145477295,,
134032,135000,,0.001,,,0.02906257614120841,,,12.267125806808473,1000.0,984.117038756609
,135032,136,,139,968,,1000.0,70.58000469000001,,,
