train/n_updates,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
10600,100.0,15.796735591888428,104,108,103,10800,0.001,0.035567620424553754,-57.44542720000001,,
10800,,15.961373462677003,,,,11000,0.001,0.034357601627707485,,-58.5949649,100.0
11000,100.0,16.246266555786132,108,112,103,11200,0.001,0.03253375352360308,-56.799262469999995,,
11300,,16.607398567199706,,,,11500,0.001,0.03467846950516105,,-55.17960304999999,100.0
11400,100.0,16.709928741455077,112,116,102,11600,0.001,0.0338002478890121,-55.831195320000006,,
11800,,17.17977912902832,,,,12000,0.001,0.04450504282489419,,-54.86985785,100.0
,100.0,,118,120,101,12000,,,-55.13415117,,
12200,100.0,17.55785556793213,120,124,102,12400,0.001,0.03799893245100975,-54.307693700000016,,
12300,,17.664098892211914,,,,12500,0.001,0.03917343603447079,,-50.3574381,100.0
12600,100.0,18.021488647460938,124,128,102,12800,0.001,0.04705580955371261,-53.575617199999996,,
12800,,18.197992630004883,,,,13000,0.001,0.05151367554441094,,-53.09308635,100.0
13000,100.0,18.373425750732423,129,132,102,13200,0.001,0.04529018193483353,-53.48282362999999,,
13300,,18.698735122680663,,,,13500,0.001,0.04689004071056843,,-50.95609905,100.0
13400,100.0,18.79521183013916,133,136,101,13600,0.001,0.05331955373287201,-53.30307540999999,,
13800,,19.270790786743163,,,,14000,0.001,0.05848959345370531,,-53.412924499999995,100.0
,100.0,,137,140,101,14000,,,-53.09471437,,
14200,100.0,19.62483715057373,140,144,102,14400,0.001,0.05176108915358782,-53.27822358,,
14300,,19.782735443115236,,,,14500,0.001,0.05785348203033209,,-50.48131815000001,100.0
14600,100.0,20.02310001373291,144,148,102,14800,0.001,0.0626316549628973,-52.80232268000002,,
14800,,20.257481422424316,,,,15000,0.001,0.06417770102620125,,-49.9849806,100.0
15000,100.0,20.425606460571288,148,152,102,15200,0.001,0.07062267765402794,-52.73140764,,
15300,,20.76968029022217,,,,15500,0.001,0.0581265002861619,,-49.0729944,100.0
15400,100.0,20.865488548278808,152,156,102,15600,0.001,0.0620008135214448,-52.39136281999998,,
15800,,21.229223327636717,,,,16000,0.001,0.06268829721957445,,-51.1539964,100.0
,100.0,,157,160,101,16000,,,-51.88036847999999,,
16200,100.0,21.697163314819335,159,164,102,16400,0.001,0.06857388388365507,-51.68417788,,
16300,,21.707967987060545,,,,16500,0.001,0.09988407254219055,,-53.2012511,100.0
16600,100.0,22.006347122192384,164,168,102,16800,0.001,0.06623725827783346,-51.40386199,,
16800,,22.196011543273926,,,,17000,0.001,0.06041394136846066,,-52.954739499999995,100.0
17000,100.0,22.388004188537597,168,172,101,17200,0.001,0.06639057025313377,-51.17678737,,
17300,,22.658244094848634,,,,17500,0.001,0.0684728253632784,,-53.47445795,100.0
17400,100.0,22.838630027770996,173,176,101,17600,0.001,0.07625804193317891,-51.320090539999995,,
17800,,23.101003608703614,,,,18000,0.001,0.061482436619699,,-49.993783799999996,100.0
,100.0,,178,180,101,18000,,,-50.80448821,,
18200,100.0,23.525217628479005,180,184,101,18400,0.001,0.07103399716317654,-50.74423906,,
18300,,23.53172939300537,,,,18500,0.001,0.06842689163982868,,-57.10696360000001,100.0
18600,100.0,23.85023307800293,185,188,101,18800,0.001,0.06914041429758072,-50.55325841,,
18800,,24.023846549987795,,,,19000,0.001,0.07039597768336535,,-52.97661325,100.0
19000,100.0,24.200310287475585,190,192,100,19200,0.001,0.0675649667903781,-50.43909419999999,,
19300,,24.460602684020998,,,,19500,0.001,0.07465190406888723,,-53.45691295,100.0
19400,100.0,24.55291015625,195,196,100,19600,0.001,0.078743232563138,-50.165477470000006,,
19800,,24.96450008392334,,,,20000,0.001,0.07761542499065399,,-52.2202932,100.0
,100.0,,200,200,99,20000,,,-50.53571618,,
20200,100.0,25.332609939575196,203,204,100,20400,0.001,0.08962677780538797,-49.992831100000004,,
20300,,25.329000129699708,,,,20500,0.001,0.09445329979062081,,-57.679869650000015,100.0
20600,100.0,25.623285865783693,207,208,100,20800,0.001,0.08916241019964218,-49.416822310000015,,
20800,,25.72834171295166,,,,21000,0.001,0.08822515182197094,,-53.01329329999999,100.0
21000,100.0,26.001109313964843,212,212,99,21200,0.001,0.11016280591487884,-49.216212809999995,,
21300,,26.24373893737793,,,,21500,0.001,0.08783329993486405,,-49.173591900000005,100.0
21400,100.0,26.276571655273436,216,216,99,21600,0.001,0.09420073457062245,-48.84616906,,
21800,,26.644217109680177,,,,22000,0.001,0.09515911664813757,,-50.308078550000005,100.0
,100.0,,220,220,99,22000,,,-48.494857339999996,,
22200,100.0,26.966133346557616,223,224,100,22400,0.001,0.09596457451581955,-48.27376992000001,,
22300,,27.04805648803711,,,,22500,0.001,0.09569199688732624,,-50.65844295,100.0
22600,100.0,27.277368507385255,227,228,100,22800,0.001,0.08276723526418209,-47.83838677,,
22800,,27.495087280273438,,,,23000,0.001,0.083935985006392,,-50.9221331,100.0
23000,100.0,27.603943862915038,232,232,99,23200,0.001,0.09458223972469568,-47.669025579999996,,
23300,,27.914383964538573,,,,23500,0.001,0.09993767149746419,,-60.14585319999999,100.0
23400,100.0,27.97039119720459,236,236,99,23600,0.001,0.08750432297587395,-47.68931704999999,,
23800,,28.32769515991211,,,,24000,0.001,0.08580426644533873,,-55.646848150000004,100.0
,100.0,,241,240,99,24000,,,-47.62752849999999,,
24200,100.0,28.56470672607422,244,244,99,24400,0.001,0.08804644357413054,-47.32618737,,
24300,,28.644722862243654,,,,24500,0.001,0.08723452273756266,,-53.52000695,100.0
24600,100.0,28.96510684967041,249,248,99,24800,0.001,0.08565558131784201,-47.47501569,,
24800,,29.108402290344237,,,,25000,0.001,0.09808864362537861,,-51.5755083,100.0
25000,100.0,29.19243881225586,254,252,99,25200,0.001,0.10665054235607385,-47.30133156,,
25300,,29.32381965637207,,,,25500,0.001,0.08350701205432415,,-52.26983615,100.0
25400,100.0,29.39664951324463,259,256,98,25600,0.001,0.08446565762162209,-47.33705317,,
25800,,29.73783004760742,,,,26000,0.001,0.08482257783412933,,-58.33784479999999,100.0
,100.0,,263,260,98,26000,,,-47.56474937000001,,
26200,100.0,30.115273361206054,266,264,99,26400,0.001,0.09575306069105864,-47.624621850000004,,
26300,,30.07154811859131,,,,26500,0.001,0.09106691993772983,,-51.2892853,100.0
26600,100.0,30.33260154724121,271,268,98,26800,0.001,0.08403983842581511,-47.636170839999984,,
26800,,30.361977577209473,,,,27000,0.001,0.0871081130951643,,-50.22136605,100.0
27000,100.0,30.415382499694825,275,272,98,27200,0.001,0.10033945392817259,-47.61599626999999,,
27300,,30.704473342895508,,,,27500,0.001,0.1015094318985939,,-51.3000403,100.0
27400,100.0,30.646141777038576,280,276,98,27600,0.001,0.09442706074565649,-47.25675643999999,,
27800,,30.927656021118164,,,,28000,0.001,0.09630117777734995,,-50.361307599999996,100.0
,100.0,,284,280,98,28000,,,-47.26266619,,
28200,100.0,31.168691062927245,286,284,99,28400,0.001,0.09343282729387284,-46.997807009999995,,
28300,,31.186605529785155,,,,28500,0.001,0.1021591690927744,,-48.9576354,100.0
28600,100.0,31.444208564758302,290,288,99,28800,0.001,0.0897004346176982,-46.861074659999986,,
28800,,31.537359199523927,,,,29000,0.001,0.09475003942847252,,-51.188667,100.0
29000,100.0,31.682333030700683,295,292,98,29200,0.001,0.09420508928596974,-46.562909770000005,,
29300,,31.82236587524414,,,,29500,0.001,0.10052208550274372,,-47.029968149999995,100.0
29400,100.0,31.913274230957033,299,296,98,29600,0.001,0.10456501297652722,-46.806968,,
29800,,32.093828659057614,,,,30000,0.001,0.08864247363060712,,-48.6822564,100.0
,100.0,,303,300,98,30000,,,-46.4963983,,
30200,100.0,32.27159488677979,306,304,99,30400,0.001,0.09610183052718639,-46.68387806999999,,
30300,,32.309015884399415,,,,30500,0.001,0.08945609632879496,,-50.038507599999996,100.0
30600,100.0,32.49444416046143,310,308,99,30800,0.001,0.08898831617087126,-46.78747602000001,,
30800,,32.59061824798584,,,,31000,0.001,0.08735250294208527,,-51.134583850000006,100.0
31000,100.0,32.77206378936768,314,312,99,31200,0.001,0.10032593242824078,-46.80570952,,
31300,,32.890904388427735,,,,31500,0.001,0.09492876458913088,,-47.6319034,100.0
31400,100.0,32.9572730255127,319,316,99,31600,0.001,0.09289208106696606,-46.903390879999996,,
31800,,33.17044342041016,,,,32000,0.001,0.08794580228626728,,-47.49003605,100.0
,100.0,,323,320,99,32000,,,-46.6888227,,
32200,100.0,33.364855728149415,325,324,99,32400,0.001,0.09497135315090417,-46.75952389,,
32300,,33.503554840087894,,,,32500,0.001,0.11313679676502943,,-51.9085191,100.0
32600,100.0,33.60921340942383,329,328,99,32800,0.001,0.09555110931396485,-47.09030766,,
32800,,33.71485313415528,,,,33000,0.001,0.09539282590150833,,-53.770354600000005,100.0
33000,100.0,33.814594955444335,333,332,99,33200,0.001,0.0962858958169818,-47.026773840000004,,
33300,,33.99337303161621,,,,33500,0.001,0.09664869152009486,,-51.0786462,100.0
33400,100.0,34.05391830444336,337,336,99,33600,0.001,0.10089715454727412,-46.5729076,,
33800,,34.23462257385254,,,,34000,0.001,0.09959378760308027,,-55.19020525,100.0
,100.0,,342,340,99,34000,,,-46.41546988,,
34200,100.0,34.56127388000488,344,344,99,34400,0.001,0.09893700048327446,-46.213415700000006,,
34300,,34.541439590454104,,,,34500,0.001,0.1313312354683876,,-75.60120735000001,100.0
34600,100.0,34.64764511108398,348,348,99,34800,0.001,0.09428162693977356,-45.85245153000001,,
34800,,34.873897552490234,,,,35000,0.001,0.09802258625626564,,-164.17092315,100.0
35000,100.0,35.004798049926755,352,352,99,35200,0.001,0.09796363465487958,-46.70872012000001,,
35300,,35.193095703125,,,,35500,0.001,0.10400365684181452,,-80.18049154999999,100.0
35400,100.0,35.21780639648438,357,356,99,35600,0.001,0.11313801743090153,-47.469972119999994,,
35800,,35.49396873474121,,,,36000,0.001,0.09868319988250733,,-60.67404345,100.0
,100.0,,361,360,99,36000,,,-47.38871071,,
36200,100.0,35.75986747741699,364,364,99,36400,0.001,0.10510789386928082,-47.38037942999999,,
36300,,35.887178344726564,,,,36500,0.001,0.1051632983982563,,-48.1981337,100.0
36600,100.0,35.9521085357666,368,368,99,36800,0.001,0.09357087381184101,-47.6099008,,
36800,,36.20374053955078,,,,37000,0.001,0.09420895077288151,,-47.02113885,100.0
37000,100.0,36.24640449523926,372,372,99,37200,0.001,0.08662229288369418,-47.72736308000001,,
37300,,36.41823959350586,,,,37500,0.001,0.1204527485370636,,-47.9968551,100.0
37400,100.0,36.49971572875977,376,376,99,37600,0.001,0.09699162412434817,-47.40923734000001,,
37800,,36.669347610473636,,,,38000,0.001,0.08730167668312788,,-48.34013834999999,100.0
,100.0,,380,380,99,38000,,,-47.38213673999999,,
38200,100.0,36.87539039611816,383,384,100,38400,0.001,0.08585160411894321,-47.25184369999999,,
38300,,36.988541717529294,,,,38500,0.001,0.08052077248692513,,-48.5221853,100.0
38600,100.0,37.12672752380371,387,388,100,38800,0.001,0.08075882952660322,-46.97263722999999,,
38800,,37.223845596313474,,,,39000,0.001,0.10241867363452911,,-46.666442599999996,100.0
39000,100.0,37.42320075988769,391,392,100,39200,0.001,0.08564773090183735,-47.08448550999999,,
39300,,37.49791793823242,,,,39500,0.001,0.08946091286838055,,-47.42096005,100.0
39400,100.0,37.574211502075194,396,396,99,39600,0.001,0.09948185507208109,-46.71821046,,
39800,,37.64793746948242,,,,40000,0.001,0.09370208155363798,,-46.42858215,100.0
,100.0,,400,400,99,40000,,,-46.372817749999996,,
40200,100.0,38.00862930297851,403,404,100,40400,0.001,0.09280634474009275,-46.43220359000001,,
40300,,38.00575401306153,,,,40500,0.001,0.09097192723304033,,-47.991585099999995,100.0
40600,100.0,38.149607009887696,407,408,100,40800,0.001,0.0827705592289567,-46.495211999999995,,
40800,,38.23547866821289,,,,41000,0.001,0.09383061043918133,,-46.13994795,100.0
41000,100.0,38.422259674072265,411,412,100,41200,0.001,0.09418015774339437,-46.260740930000004,,
41300,,38.56297554016113,,,,41500,0.001,0.10567651718854904,,-46.420836800000004,100.0
41400,100.0,38.53740776062012,415,416,100,41600,0.001,0.10531179141253233,-46.28316452000001,,
41800,,38.74209609985351,,,,42000,0.001,0.08894516102969646,,-47.25869705,100.0
,100.0,,420,420,99,42000,,,-46.54391048,,
42200,100.0,38.92850212097168,422,424,100,42400,0.001,0.12234322890639306,-46.741023119999994,,
42300,,39.00229019165039,,,,42500,0.001,0.11002137754112482,,-49.754125650000006,100.0
42600,100.0,39.126990966796875,427,428,100,42800,0.001,0.12408644214272499,-46.52853390999999,,
42800,,39.251351776123045,,,,43000,0.001,0.1001390204206109,,-47.25487174999999,100.0
43000,100.0,39.38744621276855,431,432,100,43200,0.001,0.12311690546572208,-46.2943684,,
43300,,39.552909774780275,,,,43500,0.001,0.10894398175179959,,-48.192042650000005,100.0
43400,100.0,39.48054550170898,436,436,99,43600,0.001,0.14468767151236533,-46.57753419000001,,
43800,,39.60678367614746,,,,44000,0.001,0.10890596289187669,,-48.018207800000006,100.0
,100.0,,440,440,99,44000,,,-46.32877334,,
44200,100.0,39.842380599975584,443,444,100,44400,0.001,0.10721530705690384,-46.25168857,,
44300,,39.79277618408203,,,,44500,0.001,0.11843514330685138,,-50.09029815000001,100.0
44600,100.0,40.038740158081055,447,448,100,44800,0.001,0.1089833640307188,-46.55056237000001,,
44800,,40.084576263427735,,,,45000,0.001,0.10735935516655445,,-46.926931249999996,100.0
45000,100.0,40.15080177307129,451,452,100,45200,0.001,0.11955723129212856,-45.596719029999996,,
45300,,40.215533065795896,,,,45500,0.001,0.11145180314779282,,-48.00081085000001,100.0
45400,100.0,40.35575820922852,455,456,100,45600,0.001,0.12352082878351212,-44.7359916,,
45800,,40.50199394226074,,,,46000,0.001,0.15049598805606365,,-44.96716605000001,100.0
,100.0,,459,460,100,46000,,,-44.5350871,,
46200,100.0,40.63710624694824,461,464,100,46400,0.001,0.10904190853238106,-44.4453437,,
46300,,40.75227668762207,,,,46500,0.001,0.10604080118238926,,-45.69648785,100.0
46600,100.0,40.77735595703125,466,468,100,46800,0.001,0.11184048593044281,-44.13304699,,
46800,,40.841460647583006,,,,47000,0.001,0.11266268528997898,,-45.26250765,100.0
47000,100.0,41.01695770263672,470,472,100,47200,0.001,0.10438984669744969,-43.79176801,,
47300,,41.09065116882324,,,,47500,0.001,0.1118992394208908,,-47.1278323,100.0
47400,100.0,41.045382232666014,474,476,100,47600,0.001,0.11123685032129288,-43.649576079999996,,
47800,,41.33603202819824,,,,48000,0.001,0.12901271171867848,,-54.6258561,100.0
,100.0,,478,480,100,48000,,,-43.6307013,,
48200,100.0,41.401220626831055,480,484,100,48400,0.001,0.12494556836783886,-43.98696000000001,,
48300,,41.40597389221191,,,,48500,0.001,0.11958858601748944,,-50.80530069999999,100.0
48600,100.0,41.60656547546387,484,488,100,48800,0.001,0.12639432556927205,-44.360749560000016,,
48800,,41.625719985961915,,,,49000,0.001,0.13931900173425674,,-48.701703099999996,100.0
49000,100.0,41.78654998779297,488,492,100,49200,0.001,0.1278812812268734,-44.15214769,,
49300,,41.885602493286136,,,,49500,0.001,0.1477856456488371,,-51.1766612,100.0
49400,100.0,41.89925483703613,492,496,100,49600,0.001,0.13897183902561663,-44.076342249999996,,
49800,,42.03030700683594,,,,50000,0.001,0.15427171297371386,,-64.50271055,100.0
,100.0,,496,500,100,50000,,,-44.82739288999999,,
50200,100.0,42.131702270507816,499,504,100,50400,0.001,0.12561509519815445,-44.46048084,,
50300,,42.22297119140625,,,,50500,0.001,0.13144714310765265,,-48.85487535,100.0
50600,100.0,42.37871978759765,502,508,100,50800,0.001,0.13113996699452402,-44.42452068000001,,
50800,,42.36430137634277,,,,51000,0.001,0.12439362339675426,,-49.88273124999999,100.0
51000,100.0,42.498009872436526,507,512,100,51200,0.001,0.12368233695626259,-44.78313304999999,,
51300,,42.592879638671874,,,,51500,0.001,0.11811000615358352,,-55.11294730000001,100.0
51400,100.0,42.63561340332031,511,516,100,51600,0.001,0.1308224841952324,-44.630413090000005,,
51800,,42.755277404785154,,,,52000,0.001,0.13393337830901145,,-56.096769949999995,100.0
,100.0,,515,520,100,52000,,,-44.34262067,,
52200,100.0,42.8798851776123,517,524,101,52400,0.001,0.11301256291568279,-44.186550389999994,,
52300,,42.86351234436035,,,,52500,0.001,0.12293985366821289,,-52.46721500000001,100.0
52600,100.0,42.972601318359374,521,528,101,52800,0.001,0.10782434932887554,-44.08461967,,
52800,,43.10592269897461,,,,53000,0.001,0.11361669547855854,,-47.81115330000001,100.0
53000,100.0,43.09477325439453,525,532,101,53200,0.001,0.10261153317987919,-43.963153430000006,,
53300,,43.18483093261719,,,,53500,0.001,0.10427785955369473,,-55.86591845,100.0
53400,100.0,43.28752716064453,530,536,101,53600,0.001,0.10210145235061646,-43.78166414000001,,
53800,,43.37402404785156,,,,54000,0.001,0.11529836826026439,,-59.20195974999999,100.0
,100.0,,534,540,101,54000,,,-43.95398078000001,,
54200,100.0,43.66585464477539,536,544,101,54400,0.001,0.10547469064593315,-44.53858421000001,,
54300,,43.621660766601565,,,,54500,0.001,0.10335392832756042,,-52.92305305,100.0
54600,100.0,43.715781936645506,540,548,101,54800,0.001,0.11248517207801342,-44.533191910000006,,
54800,,43.77304061889649,,,,55000,0.001,0.10849281396716833,,-55.700255649999995,100.0
55000,100.0,43.87401931762695,545,552,101,55200,0.001,0.11615094296634197,-44.76353999,,
55300,,44.0822486114502,,,,55500,0.001,0.10833141077309846,,-55.330057199999985,100.0
55400,100.0,44.105316925048825,549,556,101,55600,0.001,0.10526964358985424,-44.9014607,,
55800,,44.19998184204101,,,,56000,0.001,0.11737967163324356,,-51.33359850000001,100.0
,100.0,,553,560,101,56000,,,-44.74012148,,
56200,100.0,44.32849563598633,555,564,101,56400,0.001,0.10840448051691055,-44.645690460000004,,
56300,,44.388413696289064,,,,56500,0.001,0.11504241392016411,,-56.8892407,100.0
56600,100.0,44.53985855102539,560,568,101,56800,0.001,0.11201376907527447,-44.72213532,,
56800,,44.627693557739256,,,,57000,0.001,0.1024172406643629,,-54.01455085,100.0
57000,100.0,44.7467007446289,564,572,101,57200,0.001,0.13602669388055802,-45.259412229999995,,
57300,,44.882416305541994,,,,57500,0.001,0.11368581101298332,,-53.082206400000004,100.0
57400,100.0,44.82877517700195,568,576,101,57600,0.001,0.12685111284255982,-45.456277500000006,,
57800,,44.90740478515625,,,,58000,0.001,0.11702268332242965,,-53.3095789,100.0
,100.0,,572,580,101,58000,,,-45.604162940000016,,
58200,100.0,45.14410736083985,575,584,101,58400,0.001,0.10737724784761667,-45.52783140000001,,
58300,,45.1967529296875,,,,58500,0.001,0.09831233892589808,,-54.34038915,100.0
58600,100.0,45.23005668640137,579,588,101,58800,0.001,0.1024177684262395,-45.75744347,,
58800,,45.18098663330078,,,,59000,0.001,0.09922129575163126,,-48.122096750000004,100.0
59000,100.0,45.376569290161136,583,592,101,59200,0.001,0.11496693909168243,-46.00602045000001,,
59300,,45.545716552734376,,,,59500,0.001,0.10763855528086425,,-47.456028399999994,100.0
59400,100.0,45.51640953063965,587,596,101,59600,0.001,0.13397679284214972,-46.098800999999995,,
59800,,45.61420890808105,,,,60000,0.001,0.113011524528265,,-47.89107249999999,100.0
,100.0,,592,600,101,60000,,,-45.744064550000004,,
60200,100.0,45.788881912231446,594,604,101,60400,0.001,0.10497224062681199,-45.75382993000001,,
60300,,45.70743644714356,,,,60500,0.001,0.11453032970428467,,-47.39692695,100.0
60600,100.0,45.938606643676756,598,608,101,60800,0.001,0.11017208073288202,-45.63395209,,
60800,,45.97230705261231,,,,61000,0.001,0.11352453123778104,,-46.08530294999999,100.0
61000,100.0,45.916741104125975,602,612,101,61200,0.001,0.10712857812643051,-45.315965500000004,,
61300,,46.012597732543945,,,,61500,0.001,0.11594625096768141,,-48.41486725,100.0
61400,100.0,46.13110969543457,606,616,101,61600,0.001,0.13311821259558201,-45.24745197,,
61800,,46.216948623657224,,,,62000,0.001,0.11480369932949543,,-47.67624229999999,100.0
,100.0,,610,620,101,62000,,,-45.5293791,,
62200,100.0,46.28761016845703,613,624,101,62400,0.001,0.12083556562662125,-45.58253912999999,,
62300,,46.42964958190918,,,,62500,0.001,0.11366208247840405,,-47.3346812,100.0
62600,100.0,46.51624794006348,617,628,101,62800,0.001,0.1331113377213478,-45.64295922,,
62800,,46.53916252136231,,,,63000,0.001,0.11632170006632805,,-48.76491234999999,100.0
63000,100.0,46.80298873901367,622,632,101,63200,0.001,0.14131687961518766,-46.362709169999995,,
63300,,46.868390502929685,,,,63500,0.001,0.1306033542752266,,-49.998024599999994,100.0
63400,100.0,46.849278411865235,626,636,101,63600,0.001,0.12906011916697024,-46.37579023,,
63800,,47.067753601074216,,,,64000,0.001,0.1156665837019682,,-48.267470100000004,100.0
,100.0,,630,640,101,64000,,,-46.948799930000014,,
64200,100.0,47.13607940673828,632,644,101,64400,0.001,0.11673866257071495,-46.32116607,,
64300,,47.11602493286133,,,,64500,0.001,0.12059317715466022,,-50.10589815,100.0
64600,100.0,47.20643180847168,636,648,101,64800,0.001,0.11961618579924106,-46.17050972999999,,
64800,,47.345838470458986,,,,65000,0.001,0.12607687056064606,,-51.99458405,100.0
65000,100.0,47.35864311218262,641,652,101,65200,0.001,0.12696797892451286,-46.11986777999999,,
65300,,47.51688781738281,,,,65500,0.001,0.12146403834223747,,-50.490934450000005,100.0
65400,100.0,47.52330192565918,645,656,101,65600,0.001,0.11435936398804188,-45.92001714,,
65800,,47.64154594421387,,,,66000,0.001,0.10808891721069813,,-47.4656216,100.0
,100.0,,649,660,101,66000,,,-46.4177211,,
66200,100.0,47.690895080566406,652,664,101,66400,0.001,0.14128942742943765,-46.322486520000005,,
66300,,47.80107681274414,,,,66500,0.001,0.11545472063124179,,-49.79648015,100.0
66600,100.0,47.5936939239502,656,668,101,66800,0.001,0.1170186934620142,-46.66135370999999,,
66800,,47.76382354736328,,,,67000,0.001,0.13651865847408773,,-50.9245481,100.0
67000,100.0,47.668532867431644,660,672,101,67200,0.001,0.1389386083930731,-46.32764205,,
67300,,47.84175476074219,,,,67500,0.001,0.11545406095683575,,-50.01596315,100.0
67400,100.0,47.93077011108399,665,676,101,67600,0.001,0.13335611090064048,-46.25368056,,
67800,,48.06590408325195,,,,68000,0.001,0.16687663182616233,,-52.765745349999996,100.0
,100.0,,669,680,101,68000,,,-46.283413980000006,,
68200,100.0,48.03591125488281,672,684,101,68400,0.001,0.133601858317852,-46.3146817,,
68300,,48.031905822753906,,,,68500,0.001,0.1227999533712864,,-49.41632165,100.0
68600,100.0,48.14126365661621,676,688,101,68800,0.001,0.13232199639081954,-46.18845979999999,,
68800,,48.288173828125,,,,69000,0.001,0.12407949358224869,,-52.580346999999996,100.0
69000,100.0,48.316224899291996,681,692,101,69200,0.001,0.13162935860455036,-46.18912463000001,,
69300,,48.52960693359375,,,,69500,0.001,0.11473804526031017,,-51.00257045,100.0
69400,100.0,48.3262247467041,686,696,101,69600,0.001,0.1322750959545374,-46.29602690000001,,
69800,,48.550230712890624,,,,70000,0.001,0.12009131751954555,,-51.111426449999996,100.0
,100.0,,691,700,101,70000,,,-46.011953180000006,,
70200,100.0,48.5173373413086,693,704,101,70400,0.001,0.12428075827658176,-46.0901327,,
