train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.8209887742996216,1131,12,1030,-116.117436,4,0.7348087430000305,93,0.0003,-4.107621192932129,282.75,-23.15825653076172,,
3.633462429046631,2426,27,2325,-131.0373045,8,0.49940502643585205,88,0.0003,-9.1551513671875,303.25,-34.84115982055664,,
0.9854749441146851,3477,38,3376,-132.21417116666666,12,0.36618712544441223,89,0.0003,-12.805608749389648,289.75,-38.95204544067383,,
0.7474017143249512,4671,51,4570,-139.486806,16,0.2580221891403198,90,0.0003,-16.860172271728516,291.9375,-40.069305419921875,,
0.9930919408798218,5000,,4899,,,0.23437805473804474,,0.0003,-17.65460968017578,,-40.17591094970703,255.62871147021286,1000.0
0.8676908016204834,5994,81,5893,-145.458701,20,0.17553983628749847,73,0.0003,-20.590614318847656,299.7,-38.71476745605469,,
0.8780851364135742,6459,87,6358,-131.23277458333334,24,0.15336839854717255,73,0.0003,-21.25326919555664,269.125,-37.67121887207031,,
0.8244672417640686,7654,101,7553,-133.44429542857145,28,0.10882118344306946,75,0.0003,-24.391071319580078,273.35714285714283,-34.777801513671875,,
0.6700410842895508,9007,116,8906,-133.47673515625002,32,0.07372652739286423,77,0.0003,-26.804180145263672,281.46875,-30.636037826538086,,
0.5980023741722107,10000,,9899,,,0.05564633384346962,,0.0003,-28.1402587890625,,-28.369876861572266,207.7758196551171,724.7
0.44814375042915344,10496,145,10395,-126.13008991666668,36,0.048460252583026886,72,0.0003,-27.674474716186523,291.55555555555554,-27.143817901611328,,
0.3024081587791443,13362,178,13261,-96.474912975,40,0.023023217916488647,74,0.0003,-19.485187530517578,334.05,-22.00804901123047,,
0.18421955406665802,15000,,14899,,,0.016238970682024956,,0.0003,-11.51497745513916,,-22.0895938873291,585.1672116652131,1000.0
0.15601681172847748,17362,240,17261,-28.926482272727256,44,0.011598404496908188,72,0.0003,-2.516433000564575,394.59090909090907,-24.031421661376953,,
0.1243353933095932,20000,,19899,,,0.011513750068843365,,0.0003,-0.17239169776439667,,-27.97381591796875,818.5460411161184,1000.0
0.107113316655159,21362,301,21261,39.26622697916667,48,0.012151454575359821,70,0.0003,0.3705217242240906,445.0416666666667,-29.766429901123047,,
0.09903506934642792,25000,,24899,,,0.013076028786599636,,0.0003,0.4762336015701294,,-35.20907974243164,884.8332556307316,1000.0
0.1312982738018036,25362,363,25261,100.72321807692309,52,0.013041556812822819,69,0.0003,0.2816568613052368,487.7307692307692,-35.725303649902344,,
0.11350339651107788,29362,409,29261,154.65844394642858,56,0.013431181199848652,71,0.0003,0.0536125972867012,524.3214285714286,-41.24519348144531,,
0.16025957465171814,30000,,29899,,,0.013563563115894794,,0.0003,0.1133379116654396,,-41.824920654296875,893.0569152340292,1000.0
0.07866708934307098,33362,471,33261,201.6541336833333,60,0.013812704011797905,70,0.0003,0.4864051938056946,556.0333333333333,-45.90028381347656,,
0.10987313091754913,35000,,34899,,,0.013552488759160042,,0.0003,0.2991465628147125,,-47.507755279541016,916.5158618450165,1000.0
0.10794030874967575,37362,533,37261,243.8710353125,64,0.013461437076330185,69,0.0003,0.4379533529281616,583.78125,-50.43147277832031,,
0.08951698243618011,40000,,39899,,,0.013309861533343792,,0.0003,-0.24454796314239502,,-52.28950881958008,907.5960155136884,1000.0
0.10798786580562592,41362,595,41261,281.277887132353,68,0.013665649108588696,69,0.0003,-0.3423958420753479,608.2647058823529,-53.82109832763672,,
0.06628025323152542,45000,,44899,,,0.013632001355290413,,0.0003,0.5315612554550171,,-57.008602142333984,879.3498342250474,1000.0
0.09160099178552628,45362,658,45261,314.47212083333335,72,0.013557362370193005,68,0.0003,-0.4126637876033783,630.0277777777778,-56.57794189453125,,
0.06957127153873444,49362,704,49261,344.6786789210526,76,0.013820412568747997,70,0.0003,0.01946297287940979,649.5,-59.78741455078125,,
0.08051171898841858,50000,,49899,,,0.013358475640416145,,0.0003,-0.1376829445362091,,-60.17292404174805,913.8472462497651,1000.0
0.06994371116161346,53362,766,53261,371.99388889999994,80,0.013708580285310745,69,0.0003,2.087390422821045,667.025,-62.208229064941406,,
0.12490363419055939,55000,,54899,,,0.013677187263965607,,0.0003,0.3416135311126709,,-62.81230545043945,932.3270762976259,1000.0
0.06542356312274933,57362,828,57261,396.7548082619047,84,0.013821638189256191,69,0.0003,-0.21711716055870056,682.8809523809524,-63.836181640625,,
0.10267075896263123,60000,,59899,,,0.013567929156124592,,0.0003,-1.394894003868103,,-65.33674621582031,948.7949091373011,1000.0
0.07625027000904083,61362,889,61261,419.57123473863635,88,0.01361527293920517,68,0.0003,1.96592116355896,697.2954545454545,-66.07313537597656,,
0.07162372022867203,65000,,64899,,,0.014150934293866158,,0.0003,-0.19657717645168304,,-67.16804504394531,953.7047268979252,1000.0
0.0903170183300972,65362,951,65261,440.5169272173913,92,0.013893989846110344,68,0.0003,0.056526005268096924,710.4565217391304,-67.32383728027344,,
0.1494266241788864,69362,998,69261,459.85745958333337,96,0.013803868554532528,69,0.0003,0.30804067850112915,722.5208333333334,-68.24732208251953,,
0.059184812009334564,70000,,69899,,,0.01392342895269394,,0.0003,0.07639420032501221,,-68.90969848632812,901.79901556056,1000.0
0.05626780167222023,73362,1061,73261,477.64567551000005,100,0.014078407548367977,69,0.0003,-0.16108378767967224,733.62,-69.16766357421875,,
0.08732666075229645,75000,,74899,,,0.014177214354276657,,0.0003,1.6012153625488281,,-69.54234313964844,957.0001050992403,1000.0
0.04556788131594658,77362,1123,77261,518.64765373,104,0.014505226165056229,68,0.0003,0.24593320488929749,762.31,-70.62958526611328,,
0.645945131778717,80000,,79899,,,0.01425335556268692,,0.0003,-1.0625405311584473,,-70.73927307128906,963.9800928421319,1000.0
0.07813073694705963,81362,1186,81261,560.95663216,108,0.014259589836001396,68,0.0003,-0.12517127394676208,789.36,-71.32894897460938,,
0.0915469080209732,85000,,84899,,,0.014052372425794601,,0.0003,1.086959958076477,,-72.33155059814453,959.8230867102742,1000.0
0.06607643514871597,85362,1246,85261,602.8299931,112,0.01435002963989973,68,0.0003,0.5471382141113281,818.85,-71.98626708984375,,
