rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-5.103237249999999,4,24,853,0,6.0,,,,,,,,
-6.180245125,8,49,869,0,6.125,,,,,,,,
-5.507033666666666,12,67,902,0,5.583333333333333,,,,,,,,
-6.2063021875,16,94,907,0,5.875,,,,,,,,
-6.1184082,20,113,498,0,5.65,-0.06574603915214539,-10.76563835144043,0.0003,0.9966927170753479,12,20.651554107666016,,
-6.076061083333333,24,131,311,0,5.458333333333333,-0.17493529617786407,-12.01539421081543,0.0003,0.9912782907485962,30,19.846847534179688,,
-5.973122428571429,28,150,252,0,5.357142857142857,-0.2906918227672577,-12.467193603515625,0.0003,0.9855891466140747,49,19.787498474121094,,
-6.1405420625,32,171,213,0,5.34375,-0.4201388359069824,-13.053569793701172,0.0003,0.9793453812599182,70,17.280677795410156,,
-6.519873555555556,36,199,187,1,5.527777777777778,-0.5889263153076172,-13.149934768676758,0.0003,0.9710970520973206,98,17.91623878479004,,
-6.607200450000001,40,223,168,1,5.575,-0.7331406474113464,-13.493598937988281,0.0003,0.9640958905220032,122,14.810115814208984,,
-6.385232000000001,44,244,159,1,5.545454545454546,-0.8597025275230408,-14.115967750549316,0.0003,0.9580224752426147,143,12.018877029418945,,
-6.332382604166668,48,267,150,1,5.5625,-0.9945005774497986,-14.349823951721191,0.0003,0.951427698135376,166,8.00704574584961,,
-6.436555173076924,52,293,142,2,5.634615384615385,-1.1444367170333862,-14.906681060791016,0.0003,0.9440440535545349,192,4.471887588500977,,
-6.3894477499999995,56,315,139,2,5.625,-1.283879041671753,-15.399564743041992,0.0003,0.9378536939620972,214,2.791010856628418,,
-6.493633533333334,60,344,134,2,5.733333333333333,-1.4542007446289062,-15.926264762878418,0.0003,0.9297468662261963,243,2.560940742492676,,
