time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,0,25,6.25,46.72317675,3057,,,,,,
8,0,50,6.25,46.790667375000005,3085,,,,,,
12,0,80,6.666666666666667,50.697753500000005,3130,,,,,,
16,0,102,6.375,47.985579875,3048,,,,,,
20,0,119,5.95,43.97610595,731,-6.386842966079712,0.001,62.992374420166016,18,,
24,0,134,5.583333333333333,40.51138158333333,487,-6.686162233352661,0.001,30.27315092086792,33,,
28,0,148,5.285714285714286,37.73242753571429,374,-8.2821683883667,0.001,17.686923344930012,47,,
32,0,161,5.03125,35.392778375,314,-8.676360130310059,0.001,10.147565046946207,61,,
36,0,176,4.888888888888889,34.031325805555554,282,-8.564676284790039,0.001,12.395601908365885,75,,
40,0,191,4.775,32.940979425,259,-8.668787956237793,0.001,10.461223920186361,90,,
44,0,204,4.636363636363637,31.669431454545453,244,-7.997573137283325,0.001,14.307638804117838,104,,
48,0,219,4.5625,30.956123,233,-7.901421308517456,0.001,12.132651090621948,118,,
52,1,232,4.461538461538462,30.034973769230767,224,-7.982534408569336,0.001,15.69223435719808,132,,
56,1,247,4.410714285714286,29.54443692857143,217,-7.808220863342285,0.001,14.250348329544067,146,,
60,1,261,4.35,28.980270983333334,210,-7.741213083267212,0.001,14.104835748672485,161,,
64,1,275,4.296875,28.484672187500003,205,-8.082840919494629,0.001,10.694986979166666,175,,
68,1,291,4.279411764705882,28.295962117647065,199,-7.951837062835693,0.001,9.823655843734741,190,,
72,1,304,4.222222222222222,27.77912620833333,195,-7.974012136459351,0.001,11.495344797770182,204,,
76,1,318,4.184210526315789,27.42400357894736,191,-8.7798752784729,0.001,11.674023628234863,218,,
80,1,333,4.1625,27.2109186625,189,-7.982276201248169,0.001,9.869009971618652,232,,
84,1,347,4.130952380952381,26.91873435714286,185,-8.506854772567749,0.001,11.596380233764648,246,,
88,1,360,4.090909090909091,26.55906421590909,182,-8.19827127456665,0.001,9.279153823852539,260,,
92,2,374,4.065217391304348,26.319918967391306,181,-8.344842433929443,0.001,9.97691535949707,273,,
96,2,389,4.052083333333333,26.185761499999998,179,-9.138558387756348,0.001,12.838582038879395,288,,
100,2,403,4.03,25.979866999999995,177,-9.175034046173096,0.001,9.921039263407389,302,,
104,2,415,3.9,24.7872244,176,-10.092419624328613,0.001,13.756919860839844,315,,
108,2,428,3.78,23.672149040000004,174,-9.22709321975708,0.001,11.01110871632894,328,,
112,2,441,3.61,22.09181056,173,-8.672632217407227,0.001,10.692540486653646,340,,
116,2,454,3.52,21.257513099999997,172,-9.325736045837402,0.001,9.962560335795084,354,,
120,2,469,3.5,21.066927300000003,172,-8.815897464752197,0.001,7.561796069145203,368,,
124,2,483,3.49,20.9818391,172,-8.65623927116394,0.001,9.246079683303833,383,,
128,2,498,3.5,21.065351579999998,172,-9.295022964477539,0.001,8.802273432413736,397,,
132,2,514,3.53,21.31559017,171,-9.45147705078125,0.001,8.607526779174805,413,,
136,3,528,3.52,21.232301539999995,171,-9.32521915435791,0.001,10.167170286178589,428,,
140,3,542,3.51,21.150617950000004,171,-8.708174705505371,0.001,9.760145664215088,442,,
144,3,558,3.54,21.4228515,171,-9.060338497161865,0.001,9.152254819869995,457,,
148,3,587,3.68,22.74979022,171,-10.248054313659669,0.001,8.551376660664877,482,,
152,3,626,3.94,25.173221770000005,171,-10.290445804595947,0.001,8.425595194101334,518,,
156,3,668,4.21,27.71644509,170,-11.255391597747803,0.001,7.644860527732155,558,,
160,4,710,4.49,30.33157296,168,-11.765920877456665,0.001,7.900814745161268,605,,
164,4,756,4.81,33.31541104,166,-12.418749570846558,0.001,7.773356490665012,649,,
168,4,808,5.17,36.70197437,163,-13.197323989868163,0.001,7.163531017303467,693,,
172,5,845,5.41,38.95886057,158,-13.868254852294921,0.001,10.397690629959106,740,,
176,5,885,5.67,41.40270505,155,-13.515840530395508,0.001,7.619081179300944,777,,
180,6,925,5.92,43.758834459999996,153,-15.378365198771158,0.001,7.632608673789284,820,,
184,6,972,6.25,46.85556432000001,151,-15.087639093399048,0.001,6.845662858751085,859,,
,,1000,,,,-16.91357135772705,0.001,6.628540552579439,900,11.2,93.39139039516449
188,7,1018,6.58,49.94716084000001,145,-16.303984483083088,0.001,7.618117014567058,912,,
192,7,1065,6.91,53.05035233,144,-16.651879119873048,0.001,6.1967925591902295,955,,
196,7,1111,7.22,55.97555218,142,-17.61309356689453,0.001,6.223506689071655,1003,,
200,8,1157,7.54,58.99114299,142,-17.6942081451416,0.001,5.749826288223266,1045,,
204,8,1204,7.89,62.260390310000005,140,-18.981223742167156,0.001,5.664880474408467,1095,,
208,8,1265,8.37,66.76548241,141,-19.42706871032715,0.001,5.3855712281333075,1152,,
212,9,1318,8.77,70.51581993,139,-20.51997661590576,0.001,4.2254473979656515,1209,,
216,9,1390,9.36,76.03327792,139,-22.038444757461548,0.001,4.536883163452148,1272,,
220,10,1457,9.88,80.92175372,137,-23.387954076131184,0.001,5.5948231021563215,1340,,
224,11,1522,10.39,85.70437510000002,136,-23.761329015096027,0.001,4.9816995950845575,1415,,
228,11,1592,10.94,90.87409472000002,136,-24.80465178056197,0.001,5.669867901574998,1478,,
232,12,1681,11.67,97.72539836999998,137,-25.72078427401456,0.001,5.144367467789423,1564,,
236,12,1755,12.27,103.34178289000002,136,-27.337039311726887,0.001,4.138416250546773,1641,,
240,13,1818,12.76,107.93759754000001,136,-27.74940840403239,0.001,6.01618230342865,1695,,
244,13,1893,13.35,113.45908290999998,135,-29.04966902732849,0.001,4.3488180339336395,1776,,
248,14,1972,13.85,118.13399091000001,135,-31.058584213256836,0.001,4.040288900506908,1860,,
,,2000,,,,-31.516884994506835,0.001,4.469496912426418,1896,18.7,163.30737514495848
252,15,2027,14.01,119.64036998000002,134,-31.74619589911567,0.001,3.9200258756938733,1915,,
256,15,2083,14.15,120.95099814000001,134,-32.82467110951742,0.001,3.692931811014811,1970,,
260,15,2142,14.32,122.54370771999999,134,-33.67467155456543,0.001,4.11375150680542,2028,,
264,16,2204,14.48,124.05836939999999,134,-33.82537968953451,0.001,4.097911046101497,2091,,
268,17,2274,14.66,125.74053953,133,-34.9022777557373,0.001,3.680400884151459,2159,,
272,17,2343,14.98,128.72004955,132,-35.84101505279541,0.001,3.3894931256771086,2235,,
276,18,2421,15.36,132.26931694,132,-37.57491243802584,0.001,3.260574290385613,2313,,
280,18,2488,15.63,134.79122236999999,132,-36.67253459583629,0.001,3.5780847289345483,2376,,
284,19,2568,15.96,137.86788917,133,-38.804826736450195,0.001,3.357800781726837,2437,,
288,20,2663,16.45,142.42111568,132,-40.15832185745239,0.001,3.1164781749248505,2528,,
292,21,2752,16.87,146.32614266,130,-42.026407114664714,0.001,3.963139295578003,2633,,
296,21,2843,17.32,150.52924033000002,130,-42.527159690856934,0.001,3.2157785892486572,2725,,
300,22,2960,18.03,157.14990466,130,-44.25691299438476,0.001,7.086948088237217,2833,,
,,3000,,,,-45.483994483947754,0.001,3.8489101762356968,2886,28.2,251.88332650661468
304,23,3077,18.73,163.67554857,129,-45.46101171320135,0.001,4.291710116646507,2946,,
308,24,3194,19.29,168.88151888000002,129,-47.70239054361979,0.001,3.3194673215189288,3067,,
312,25,3349,20.31,178.39033263000002,129,-50.567436763218474,0.001,4.6532784189496725,3228,,
316,27,3497,21.07,185.47255265000007,129,-52.2604592187064,0.001,3.5551502385309766,3368,,
320,28,3639,21.82,192.45283421000005,129,-55.402732594807944,0.001,3.8301705656380487,3502,,
324,29,3791,22.69,200.56322265,129,-54.80875743519176,0.001,4.051509071480144,3636,,
328,30,3921,23.29,206.12786612,128,-57.75030987079327,0.001,4.638189725875854,3800,,
,,4000,,,,-58.0552829395641,0.001,4.51185671488444,3869,38.1,344.02719329595567
