time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
55,62.34,11681,115.46473548999998,208,416,0.001,11510,-19.819211233229865,2.9487654808021726,,
57,64.74,12025,120.34135317,209,420,0.001,11854,-20.739758025768193,3.5192833002875834,,
58,66.94,12369,124.80853541,209,424,0.001,12198,-22.156666600426963,4.7911252864571505,,
,,12500,,,,0.001,12369,-22.69079049428304,4.106364518053391,85.45,166.1420811891556
61,68.13,12709,127.45863107,206,428,0.001,12539,-22.919619151524135,3.5913667524562163,,
63,69.64,13053,130.86382545000004,207,432,0.001,12882,-24.105344727981922,4.206874595131985,,
64,71.64,13396,135.13025875000002,207,436,0.001,13225,-24.97190608534702,4.802388559940249,,
66,73.52,13741,139.1219183,207,440,0.001,13569,-24.745159903237987,3.970142813616021,,
67,75.23,14085,142.85183157,208,444,0.001,13914,-25.898824561725963,4.251075645972943,,
69,77.6,14430,147.65221982,208,448,0.001,14259,-26.16927736858989,5.102261552865478,,
70,78.39,14772,149.68384822,208,452,0.001,14602,-26.94205102255178,3.8966471372648726,,
,,15000,,,,0.001,14858,-27.259991224422013,3.9881297668745352,85.3,164.89320235252382
73,78.55,15114,150.22975247,206,456,0.001,14944,-27.67481892607933,4.450582297735436,,
74,79.49,15453,152.1919749,206,460,0.001,15283,-27.80839738180471,4.447575716085212,,
76,79.66,15791,152.77185429000002,206,464,0.001,15621,-28.409379096258256,4.4704419161592215,,
78,79.68,16133,152.91570418,206,468,0.001,15964,-28.694079909213755,4.7504011143085565,,
79,79.76,16473,153.28827772000002,206,472,0.001,16303,-29.720528057643346,4.389707782689263,,
81,79.75,16813,153.51238045999997,206,476,0.001,16644,-29.319006143614303,4.838020651480731,,
82,79.82,17152,153.89987743999998,206,480,0.001,16983,-29.667102632068453,3.8918877236983356,,
84,79.81,17490,154.14410219,207,484,0.001,17321,-30.121763683500745,5.894777895422543,,
,,17500,,,,0.001,17405,-31.02978651864188,5.251815882467088,85.05,166.71194645762444
87,79.84,17832,154.38570887,204,488,0.001,17661,-30.73267714182536,5.428268880002639,,
88,80.11,18109,155.11278457,205,492,0.001,17940,-32.16993890806686,4.95096748155706,,
89,81.7,18452,158.42928016,205,496,0.001,18281,-32.42608651449514,7.627429887305858,,
91,83.29,18793,161.82128917000003,205,500,0.001,18623,-32.583302270798455,6.047254300117492,,
93,84.48,19134,164.38583398999998,205,504,0.001,18964,-32.78566626615302,6.171454468895408,,
94,84.68,19473,165.14251389999998,205,508,0.001,19303,-33.16689314161028,5.927882041249957,,
96,84.7,19813,165.35475574000003,206,512,0.001,19643,-33.418467294602166,6.606041366145725,,
,,20000,,,,0.001,19894,-34.175642013549805,7.786676818941847,85.3,167.79904284477234
98,84.69,20150,165.44341235,204,516,0.001,19980,-34.437592972156615,6.616868172967156,,
100,84.65,20490,165.41675041,204,520,0.001,20320,-34.60227673552757,7.420625483288484,,
101,84.62,20831,165.37255736999998,204,524,0.001,20662,-34.48548237113066,6.2271410801831415,,
103,84.63,21172,165.23983911,204,528,0.001,21002,-35.55507810725722,5.8651099162943225,,
105,84.57,21510,165.07112739000002,204,532,0.001,21340,-35.68502856409827,5.973924876661862,,
106,84.53,21849,164.97413099999997,204,536,0.001,21680,-36.328435409900756,4.7246342630947336,,
108,84.46,22187,164.82176010000003,204,540,0.001,22019,-35.966360046750026,5.706015567218556,,
,,22500,,,,0.001,22357,-35.99430497487386,3.938637882120469,84.45,162.7937220275402
110,84.43,22528,164.71731630000002,203,544,,,,,,
112,84.39,22869,164.64603521,203,548,0.001,22698,-36.40935472000477,6.541026818051058,,
113,84.36,23208,164.51823379,203,552,0.001,23039,-36.39101310003372,6.501094171580147,,
115,84.31,23545,164.37544977999997,204,556,0.001,23375,-37.32656927108765,4.990434219807755,,
116,84.33,23886,164.40862274,204,560,0.001,23715,-36.439079103015715,6.487947942228878,,
118,84.35,24226,164.48454422999998,204,564,0.001,24056,-37.200228935064274,5.692236326722538,,
120,84.33,24566,164.37057169,204,568,0.001,24397,-37.330515573191086,5.500503132509631,,
121,84.31,24904,164.4296624,204,572,0.001,24735,-37.367468606858026,5.064904333580108,,
,,25000,,,,0.001,24904,-37.85207145158635,4.479437289518469,83.85,167.37278776168824
124,84.27,25240,164.36496663000003,203,576,0.001,25071,-36.82082952771868,4.914759136381603,,
125,84.25,25577,164.33897145999998,203,580,0.001,25408,-38.290662129720054,4.98932158095496,,
127,84.26,25916,164.37714126999998,203,584,0.001,25747,-38.05313764299665,5.832162338144639,,
129,84.21,26253,164.34084115999997,203,588,0.001,26084,-38.25772343125454,5.525321156838361,,
130,84.82,26591,165.50345183000002,203,592,0.001,26421,-38.25199953715006,5.1171032431579775,,
132,84.79,26931,165.5252003,203,596,0.001,26762,-38.09791573611173,5.3015172289705825,,
134,84.28,27221,164.06041752000002,203,600,0.001,27050,-38.5716438293457,5.6692363240502095,,
135,83.59,27493,161.55889159,203,604,0.001,27338,-38.898014871697676,5.4713122193018595,,
,,27500,,,,0.001,27408,-39.0938230242048,6.362357541493007,51.9,80.76737143844366
137,82.86,27759,159.63485321,202,608,0.001,27590,-39.528360457647416,6.260080462410336,,
138,82.75,28088,159.17706413000002,202,612,0.001,27917,-39.296646519711146,6.478169939734719,,
140,82.36,28386,157.26664397000002,202,616,0.001,28230,-39.24224138259888,5.917697055637836,,
141,81.84,28674,154.89012625,202,620,0.001,28520,-39.661719746059845,7.07004821468407,,
142,81.47,28978,153.23597355,203,624,0.001,28824,-39.98131207057408,7.036380535080319,,
144,81.18,29290,151.91671252,203,628,0.001,29123,-40.85412379673549,7.538630161966596,,
145,81.03,29613,151.14339379999998,203,632,0.001,29448,-40.60576480772437,5.7116839944580455,,
147,80.95,29944,150.83278717,203,636,0.001,29774,-40.80112517963756,5.173734780015616,,
,,30000,,,,0.001,29859,-41.061542601812455,7.364065452182994,84.75,167.1141099900007
149,80.88,30275,150.42419518999998,202,640,0.001,30114,-41.723839870719026,8.003686014996019,,
151,80.92,30620,150.64658128000002,202,644,0.001,30449,-42.01543568455896,5.5027471506732635,,
152,80.98,30967,150.98517084999997,202,648,0.001,30794,-41.506570682969205,5.9442506551742555,,
154,81.05,31313,151.32298277,202,652,0.001,31141,-42.00503322056362,7.382201465822401,,
156,81.22,31667,151.83565331999998,202,656,0.001,31494,-42.689160953868516,5.728064398873936,,
157,81.3,32016,152.17665090999998,202,660,0.001,31841,-42.781305659901015,7.2410669139262,,
159,81.42,32368,152.50021836,202,664,0.001,32193,-43.009929929460796,5.704798428785233,,
,,32500,,,,0.001,32374,-43.198414346446164,6.8998863854251065,87.55,170.56862278282642
162,81.54,32720,152.84176828000003,201,668,0.001,32549,-43.113235558403865,7.896404499477811,,
163,81.71,33075,153.04785285,201,672,0.001,32899,-44.14471927218967,5.856030129061805,,
165,81.85,33425,153.33160793000002,201,676,0.001,33252,-44.728853691948785,6.3343140797668624,,
167,82.04,33781,153.66204417999998,202,680,0.001,33607,-44.61224174499512,5.910153585873293,,
168,82.17,34133,153.91729685999996,202,684,0.001,33958,-44.96189073074696,5.888597143250842,,
170,82.4,34493,154.40740045,202,688,0.001,34322,-45.97868214482846,5.783029700373556,,
172,82.57,34848,154.85718601999997,202,692,0.001,34676,-45.96632164849176,6.657454715685898,,
,,35000,,,,0.001,34852,-46.25218395657009,6.379106095667636,85.95,170.17545037269593
174,82.73,35204,155.20147691,201,696,0.001,35030,-45.65010325113932,5.441715481406764,,
176,83.44,35565,157.04868503999998,201,700,0.001,35387,-46.38623480363326,7.039730174974962,,
178,84.4,35933,159.9059884,201,704,0.001,35755,-46.49565522567086,6.139325518970904,,
179,85.43,36302,162.17088814,201,708,0.001,36124,-46.9024678143588,5.328970592597435,,
181,85.83,36671,163.10638029,201,712,0.001,36496,-46.78297424316406,5.257239516063403,,
183,86.42,37028,165.41054370999998,202,716,0.001,36852,-46.43873138427735,6.974325960212283,,
184,87.15,37389,168.25884756,202,720,0.001,37214,-47.695868118949555,5.253613445785019,,
,,37500,,,,0.001,37395,-48.04888568454319,6.781854448737679,88.65,176.1264195948839
187,87.74,37752,170.43391588999998,201,724,0.001,37576,-48.29265329112177,6.9496885891799085,,
189,88.38,38128,172.45789234000003,201,728,0.001,37951,-48.2586612701416,7.193418758610885,,
191,88.8,38493,173.83487497,201,732,0.001,38313,-48.181151216680355,5.751757881858132,,
192,89.11,38855,174.71350071999998,201,736,0.001,38682,-47.881663951467964,6.507083199357473,,
194,89.4,39215,175.65102148000005,201,740,0.001,39039,-48.10580401950412,5.083022932211558,,
196,89.52,39572,175.78097696,201,744,0.001,39396,-47.46212514241537,6.109516454546639,,
197,89.6,39927,175.71480221000004,202,748,0.001,39753,-48.19932200113932,5.489527343379127,,
,,40000,,,,0.001,39842,-48.42632030910916,7.370282666067059,87.75,171.453359952569
200,89.69,40282,175.71762941999998,201,752,0.001,40107,-47.793958353441816,6.3240558491196746,,
202,89.7,40637,175.59402673000005,201,756,0.001,40464,-48.0207765752619,4.932501825793036,,
203,89.78,40994,175.57003021999998,201,760,0.001,40821,-47.73856821927157,5.150982065634294,,
205,89.8,41348,175.55482847,201,764,0.001,41175,-48.022395833333334,7.539428354634179,,
206,89.76,41696,175.51102846999999,201,768,0.001,41524,-47.41389179229736,5.677086490324174,,
208,89.81,42056,175.51809506,201,772,0.001,41880,-47.7663516998291,4.426599457859993,,
210,89.89,42414,175.53703552999997,201,776,0.001,42238,-48.247069634331595,6.933536767959595,,
,,42500,,,,0.001,42329,-48.554078080919055,6.135236066776318,87.9,170.19327110648155
213,89.85,42766,175.40699825999997,200,780,0.001,42592,-47.970992702907985,6.342871122145921,,
214,89.84,43117,175.28072447000002,200,784,0.001,42943,-48.52554798126221,4.121245988390663,,
216,89.78,43471,174.98786319,201,788,0.001,43299,-48.13999852267179,6.620303549549797,,
217,89.79,43827,174.78124909000002,201,792,0.001,43653,-48.478910742865665,6.080654486020406,,
219,89.83,44187,174.64217318000001,201,796,0.001,44012,-48.25533760918511,5.680824677149455,,
221,89.69,44534,174.26335596,201,800,0.001,44361,-48.356687182471866,5.7195613159852865,,
222,89.54,44887,174.00399165,201,804,0.001,44714,-47.597918362087675,7.1913144972589285,,
,,45000,,,,0.001,44890,-47.87220512736928,6.334794675762003,88.45,171.95034626424314
225,89.37,45239,173.80650520000003,200,808,0.001,45065,-48.38234338095022,5.960332271664641,,
227,89.12,45583,173.38482580999997,200,812,0.001,45413,-47.91280555725098,4.744887989191782,,
228,89.09,45937,173.30114207000003,200,816,0.001,45766,-48.11316212740812,4.606589078903198,,
230,89.01,46290,173.00941620000006,201,820,0.001,46115,-48.25308325124342,4.99218074942744,,
231,88.99,46651,172.8298397,201,824,0.001,46477,-47.70016335381402,5.892268437605638,,
233,88.68,46996,172.25740182,201,828,0.001,46828,-47.44154082897098,6.05405270360237,,
235,88.56,47349,171.92893629000005,201,832,0.001,47174,-47.81303674524481,5.853827240823329,,
,,47500,,,,0.001,47348,-48.49515106564476,4.468509684006373,86.6,167.02249518036842
237,88.42,47697,171.53911406999998,200,836,0.001,47524,-47.78736334906684,5.436603633205542,,
239,88.3,48045,171.24738536000004,200,840,0.001,47875,-47.58714216405695,5.250759860331362,,
241,88.17,48389,171.02772984000003,200,844,0.001,48219,-47.93189718556959,5.0216579922409945,,
242,88.06,48733,170.87009655000003,200,848,0.001,48561,-48.37155850728353,4.862659495017108,,
244,87.95,49077,170.67751452000002,200,852,0.001,48907,-47.99939927187833,4.875085565176877,,
246,87.88,49425,170.57391819,200,856,0.001,49253,-48.580296689813785,5.213601873679594,,
247,87.78,49772,170.46780432,200,860,0.001,49598,-47.779774954152664,5.105579164448907,,
,,50000,,,,0.001,49863,-48.073542217875634,5.573266034902528,86.8,169.10932430326937
250,87.77,50125,170.39783302000004,200,864,0.001,49953,-48.03119108412001,4.470022892951965,,
251,87.79,50475,170.35243898000002,200,868,0.001,50304,-47.63405261569553,4.913793945580386,,
253,87.7,50826,170.20865101000004,200,872,0.001,50652,-48.16440252824263,4.725610872794842,,
255,87.63,51177,170.07446069999997,200,876,0.001,51003,-47.160252504570536,4.7265407189555555,,
256,87.65,51531,170.12735888,200,880,0.001,51354,-47.97015185688817,4.187641533308251,,
258,87.61,51878,170.03843723000003,200,884,0.001,51704,-47.833047556322676,4.295048372690068,,
260,87.61,52232,170.09440375000003,200,888,0.001,52057,-47.000102910128504,4.256456360220909,,
,,52500,,,,0.001,52413,-47.227152997797184,4.810372000390833,87.85,171.10979810357094
262,87.56,52583,170.04200841000002,200,892,,,,,,
264,87.53,52940,170.07388176000003,200,896,0.001,52766,-47.36036005887118,5.544006120074879,,
266,87.63,53297,170.30272385999996,200,900,0.001,53124,-46.4462771097819,5.470092144277361,,
267,87.59,53646,170.35375368,200,904,0.001,53478,-47.25017829563307,3.8880701733159495,,
269,87.54,53993,170.31422530000003,200,908,0.001,53820,-47.27406251695421,4.959066976322217,,
271,87.65,54348,170.49997932,200,912,0.001,54172,-47.1684177572077,6.162713197144595,,
272,87.59,54696,170.45473816,200,916,0.001,54522,-46.35402255588107,5.946360430020965,,
,,55000,,,,0.001,54870,-47.12119752710516,4.958793289359959,85.95,169.34819489121438
275,87.51,55041,170.45380180999996,199,920,,,,,,
277,87.38,55389,170.33940788999996,199,924,0.001,55219,-46.89265962080522,3.05575523593209,,
278,87.39,55735,170.45858255,200,928,0.001,55563,-46.59668705075286,4.498741386950701,,
280,87.33,56082,170.42170769,200,932,0.001,55910,-46.34484083002264,5.091662213206291,,
281,87.39,56436,170.62145415999998,200,936,0.001,56261,-46.59826589185138,5.723494548907225,,
283,87.47,56792,170.84275432,200,940,0.001,56618,-47.49642280910326,5.064547686786442,,
285,87.59,57148,171.13374987000006,200,944,0.001,56973,-46.54660903575809,3.834006493118988,,
,,57500,,,,0.001,57333,-46.40106331218373,3.8578147793358024,90.0,176.440513625741
288,87.78,57511,171.48087810999996,199,948,,,,,,
289,87.84,57861,171.71974493000005,199,952,0.001,57691,-47.05563120408492,4.9568880146200005,,
291,87.95,58220,172.00487601999998,199,956,0.001,58046,-46.86392518748408,4.070914085792459,,
293,88.01,58573,172.20053167000006,199,960,0.001,58397,-46.22623275047125,6.281142932245101,,
294,88.07,58932,172.46486419999997,199,964,0.001,58758,-47.113795555962454,3.8823599603441026,,
296,88.11,59286,172.69725161,199,968,0.001,59111,-46.427819685502485,4.130231570113789,,
298,88.17,59643,172.98928393000003,200,972,0.001,59467,-46.71635567058217,4.153227734294805,,
299,88.18,59995,173.1855993,200,976,0.001,59820,-47.034293195936414,4.931650609112857,,
,,60000,,,,0.001,59910,-47.05208129882813,4.903515362739563,87.75,174.25352523028852
302,88.2,60351,173.32892864999997,199,980,0.001,60178,-46.901510535346134,4.986737333403694,,
304,88.29,60707,173.62089999,199,984,0.001,60533,-46.31129216038904,3.891835641029269,,
305,88.23,61055,173.63772417,199,988,0.001,60883,-46.94433897191828,4.22152664688196,,
307,88.12,61395,173.53707225000002,199,992,0.001,61227,-46.48476947437633,4.61137630045414,,
308,88.02,61742,173.43737225999996,199,996,0.001,61571,-46.28641190639762,4.711562633514404,,
310,87.95,62092,173.38056866000002,199,1000,0.001,61921,-46.81698209589178,4.229638084769249,,
312,87.95,62441,173.4127989,200,1004,0.001,62267,-46.55899793048238,3.732980854209812,,
,,62500,,,,0.001,62356,-46.5735833062066,4.2644421357787055,86.55,171.17325940132142
314,88.01,62794,173.58092992,199,1008,0.001,62621,-46.550768280029295,4.1030693381697265,,
316,88.01,63149,173.66485852999992,199,1012,0.001,62978,-46.3599065433849,4.535084859891371,,
318,87.9,63486,173.43726838999999,199,1016,0.001,63317,-46.6685980842227,3.5366168470943675,,
319,87.98,63839,173.53914792,199,1020,0.001,63665,-46.47142661701549,4.985501199625851,,
321,88.11,64200,173.82540701000005,199,1024,0.001,64025,-46.09047577597878,4.602623674306977,,
323,88.29,64564,174.14238341999996,199,1028,0.001,64389,-45.98215924138608,3.749237195305202,,
324,88.4,64922,174.42344356999993,199,1032,0.001,64746,-46.337835178818814,4.268338418284128,,
,,65000,,,,0.001,64837,-46.490433841281465,4.020529343531682,87.05,171.88889437913895
327,88.38,65274,174.44117065999995,199,1036,0.001,65101,-46.71724346705845,3.6969964560340434,,
329,88.29,65621,174.24377024,199,1040,0.001,65452,-46.002993843772195,5.052918166949831,,
330,88.2,65968,174.08282710000003,199,1044,0.001,65793,-46.9149035540494,2.8968999265285023,,
332,88.14,66325,174.10837464,199,1048,0.001,66152,-46.94840749104818,3.2967876088753174,,
333,88.24,66685,174.32287687,199,1052,0.001,66511,-46.34370583428277,4.217641215854221,,
335,88.28,67048,174.43034815,199,1056,0.001,66871,-46.996383342337104,3.95059864897477,,
337,88.37,67410,174.63593421,199,1060,0.001,67235,-46.686665410580844,5.217409745506618,,
,,67500,,,,0.001,67325,-46.41040115356445,3.997814529471927,91.55,183.05300138890743
340,88.54,67786,174.96401814000004,199,1064,0.001,67607,-46.056144065045295,3.662351760458439,,
342,88.68,68154,175.24103352999998,199,1068,0.001,67976,-46.64005985665828,4.318821352015259,,
343,88.73,68516,175.34098245,199,1072,0.001,68342,-46.32390213012695,3.18922427973964,,
345,88.85,68880,175.56768665000004,199,1076,0.001,68706,-46.33112555609809,4.071149326695336,,
