time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0,21.25,85,13.577585500000001,3749,4,,,,,,
0,16.125,129,11.178178125,647,8,0.001,37,-0.6835099458694458,0.049523738878113885,,
0,13.083333333333334,157,9.093818500000001,436,12,0.001,65,-0.6251962184906006,0.025739776768854687,,
0,11.5625,185,8.0489970625,363,16,0.001,93,-0.5723360379536947,0.01317275920882821,,
0,10.65,213,7.432300549999999,333,20,0.001,121,-0.6489583452542623,0.010569089824067695,,
0,10.041666666666666,241,7.010881583333333,313,24,0.001,149,-0.685225784778595,0.012828039271490914,,
0,9.607142857142858,269,6.712625714285714,295,28,0.001,177,-0.6592262188593546,0.008957253170332738,,
1,9.28125,297,6.49036634375,286,32,0.001,205,-0.6858638723691305,0.009275354578026704,,
1,9.027777777777779,325,6.315349055555555,281,36,0.001,233,-0.6914633909861246,0.006143514033673065,,
1,8.825,353,6.176918424999999,276,40,0.001,261,-0.7453014850616455,0.00670151286093252,,
1,8.659090909090908,381,6.064728386363637,270,44,0.001,289,-0.7340354919433594,0.003834119498995798,,
1,8.666666666666666,416,6.2159,268,48,0.001,321,-0.8282903909683228,0.009741125205023722,,
1,9.115384615384615,474,7.255543980769231,269,52,0.001,367,-0.9402026959827968,0.017761135877420505,,
2,10.053571428571429,563,9.468598178571428,261,56,0.001,456,-1.4399501952258023,0.08986154452643612,,
2,10.833333333333334,650,11.335288083333332,254,60,0.001,543,-1.7937325564297764,0.15816842519085517,,
2,11.515625,737,12.962271218749999,247,64,0.001,631,-2.2729777856306597,0.25891566344282846,,
3,12.147058823529411,826,14.444896441176471,244,68,0.001,719,-2.6382467963478784,0.20633705451407217,,
3,12.61111111111111,908,15.122242208333331,240,72,0.001,805,-3.0625451478091152,0.38716048340905795,,
4,12.881578947368421,979,14.205452710526314,238,76,0.001,877,-3.024265554216173,0.22905416207181084,,
4,13.1375,1051,13.3748525,238,80,0.001,948,-2.9896273612976074,0.2751389460431205,,
4,13.357142857142858,1122,12.62480286904762,237,84,0.001,1019,-2.9677548673417835,0.2925343977080451,,
5,13.568181818181818,1194,11.93781171590909,235,88,0.001,1091,-2.724492179022895,0.3444679081439972,,
5,13.75,1265,11.320673358695649,235,92,0.001,1162,-2.761788500679864,0.31242369612058,,
5,13.927083333333334,1337,10.743286979166667,234,96,0.001,1234,-2.8259493245018854,0.33058010662595433,,
6,14.08,1408,10.213804790000001,233,100,0.001,1306,-2.7745556831359863,0.2529840059578419,,
6,13.95,1480,9.579460390000001,232,104,0.001,1377,-2.628156900405884,0.3742457628250122,,
6,14.21,1550,9.14334164,231,108,0.001,1448,-2.4293149179882474,0.28463838468579683,,
7,14.64,1621,8.857431870000001,230,112,0.001,1519,-2.3640156189600625,0.29547452222969794,,
7,15.08,1693,8.565511640000002,229,116,0.001,1590,-2.2464380661646524,0.2183569042632977,,
7,15.52,1765,8.27002074,229,120,0.001,1662,-2.0950534211264715,0.30854731798171997,,
8,15.96,1837,7.9813360000000015,228,124,0.001,1734,-2.0423476033740573,0.2755209824277295,,
8,16.39,1908,7.697014769999998,228,128,0.001,1805,-1.7040970921516418,0.22511999221409068,,
8,16.82,1979,7.405963679999998,229,132,0.001,1876,-1.568400760491689,0.2463556962708632,,
8,17.25,2050,7.11997993,229,136,0.001,1947,-1.870849072933197,0.22104162941960728,,
9,17.67,2120,6.83328225,229,140,0.001,2018,-1.5065209203296237,0.23000434475640455,,
9,18.11,2192,6.540221740000001,228,144,0.001,2089,-1.1034271236923006,0.2027980292008983,,
9,18.46,2262,6.137220060000001,228,148,0.001,2159,-1.3541739251878526,0.12655138824548987,,
10,18.59,2333,5.259654479999999,227,152,0.001,2230,-1.3038745588726468,0.25687011289927697,,
10,18.42,2405,3.6379922200000006,227,156,0.001,2302,-1.1778253383106656,0.18487716300619972,,
10,18.27,2477,2.0421094100000006,226,160,0.001,2374,-0.795793285800351,0.20260907916559112,,
,,2500,,,,0.001,2410,-0.9922414521376292,0.18176662176847458,17.85,-2.3811543449759482
11,18.12,2549,0.45382332000000003,221,164,0.001,2446,-0.7480213815967242,0.23603151614467302,,
11,17.95,2621,-1.1790159500000001,221,168,0.001,2518,-1.0293798016177282,0.1655229034109248,,
12,17.85,2693,-2.34092007,221,172,0.001,2590,-0.6319121763938003,0.15132080184088814,,
12,17.85,2764,-2.34412552,220,176,0.001,2661,-0.6440108744427562,0.22299004656573138,,
12,17.85,2836,-2.35059275,220,180,0.001,2733,-0.4529106972946061,0.24874045492874253,,
13,17.84,2906,-2.346944,220,184,0.001,2803,-0.2021311498247087,0.2193611649905934,,
13,17.83,2977,-2.33718185,220,188,0.001,2874,-0.26857534671823186,0.1927124717169338,,
13,17.83,3048,-2.33896056,220,192,0.001,2946,-0.15832297234899467,0.19090780574414465,,
14,17.83,3120,-2.3328503499999997,219,196,0.001,3017,-0.1770898641811477,0.20192908081743452,,
14,17.84,3192,-2.33242555,219,200,0.001,3089,-0.3493639412853453,0.14847086535559761,,
14,17.84,3264,-2.33403611,219,204,0.001,3161,0.0800593565735552,0.13398779473370975,,
15,17.85,3335,-2.33679019,219,208,0.001,3232,0.21969151393406922,0.2246376797556877,,
15,17.84,3405,-2.3366913,218,212,0.001,3302,0.15976096068819365,0.18423273984123678,,
15,17.84,3477,-2.33636988,218,216,0.001,3374,0.25116874650120735,0.19969394016597006,,
16,17.82,3547,-2.32535349,217,220,0.001,3445,0.4153406239218182,0.18650742744406065,,
16,17.81,3618,-2.3233185699999996,218,224,0.001,3515,0.283564541902807,0.12475043721497059,,
16,17.81,3689,-2.33027801,217,228,0.001,3586,0.8341467413637373,0.13607456038395563,,
17,17.82,3761,-2.33190999,218,232,0.001,3658,0.9669420056872897,0.1950030852523115,,
17,17.81,3831,-2.3249531,218,236,0.001,3728,0.7265280286471049,0.164405837216798,,
17,17.82,3902,-2.33263816,217,240,0.001,3800,0.9901953869395785,0.13722958167394003,,
18,17.81,3973,-2.3290929100000004,217,244,0.001,3871,1.1087316804462009,0.16330402427249485,,
18,17.83,4045,-2.3397863400000003,217,248,0.001,3942,1.0760380162133112,0.1999712586402893,,
18,17.84,4117,-2.3463616999999997,216,252,0.001,4014,1.0452783836258783,0.1564523581829336,,
19,17.83,4188,-2.34398854,216,256,0.001,4085,1.3367527061038547,0.16723550938897663,,
19,17.82,4259,-2.3387581900000005,216,260,0.001,4157,1.3452732298109267,0.15764317909876505,,
20,17.82,4331,-2.34423582,216,264,0.001,4228,1.6346942716174655,0.17785109993484285,,
20,17.8,4401,-2.3285543499999997,216,268,0.001,4299,1.377228021621704,0.17562948415676752,,
20,17.8,4473,-2.3265492400000003,215,272,0.001,4370,1.52386917008294,0.20338777949412665,,
21,17.81,4545,-2.3351832200000002,215,276,0.001,4442,1.3430162005954318,0.19507227838039398,,
21,17.81,4617,-2.34126412,215,280,0.001,4514,1.4421914153628879,0.13770710511340034,,
21,17.83,4689,-2.34236771,215,284,0.001,4586,1.6169282462861803,0.17701643167270553,,
22,17.84,4761,-2.35360388,215,288,0.001,4658,1.6381791565153334,0.14418389689591196,,
22,17.81,4829,-2.33468836,215,292,0.001,4727,1.8447338491678238,0.15104004433926413,,
22,17.81,4901,-2.3330148499999996,215,296,0.001,4798,1.9345901144875421,0.1642218575709396,,
,,5000,,,,0.001,4903,-4.076073756584754,0.4378455991928394,26.0,42.041591197997334
23,18.48,5040,-0.6711009200000001,212,300,0.001,4929,-4.1283506246713495,0.4764295724722055,,
24,18.8,5144,1.0961804800000001,212,304,0.001,5033,-4.008943007542537,0.2899543092801021,,
24,19.13,5248,2.8706958200000003,212,308,0.001,5137,-4.768271592947153,0.25677188027363557,,
25,19.4,5345,4.606689630000001,212,312,0.001,5235,-5.19590460170399,0.1947741142728112,,
25,19.7,5447,6.481424569999999,212,316,0.001,5336,-5.605063080787659,0.23646346728006998,,
26,20.04,5551,8.383923719999999,212,320,0.001,5442,-6.314760098090539,0.2429852694272995,,
26,20.57,5675,10.66926839,212,324,0.001,5556,-6.5401434898376465,0.30160511309100735,,
27,22.07,5896,14.856699220000001,214,328,0.001,5725,-6.929389999758813,0.4031162314837979,,
28,23.28,6089,18.29961707,213,332,0.001,5952,-7.275859442624179,0.46929508586262547,,
29,24.01,6232,20.79041686,212,336,0.001,6113,-7.552203867170546,0.3811240087489824,,
30,24.87,6389,23.585345389999997,212,340,0.001,6265,-7.599634170532227,0.5097264806891597,,
30,25.89,6562,26.651114770000003,212,344,0.001,6427,-7.521793987440026,0.541805723115154,,
31,26.25,6670,28.647537759999995,211,348,0.001,6560,-7.927579811641148,0.5861997190448973,,
32,28.16,6933,33.387917679999994,213,352,0.001,6779,-7.833554129851492,0.5640044302532548,,
34,30.71,7259,39.56327248,213,356,0.001,7089,-7.621315819876535,0.6139213503116653,,
,,7500,,,,0.001,7334,-7.738498940187342,0.817825765320749,61.55,116.20779982805252
35,32.45,7504,44.242705349999994,208,360,,,,,,
37,34.94,7825,50.279456960000005,209,364,0.001,7659,-8.53232149961518,0.8140553411949112,,
38,37.64,8165,56.87205866,209,368,0.001,7995,-8.934180166663193,1.1678397192294339,,
40,40.24,8497,63.258868199999995,210,372,0.001,8334,-9.40071680487656,1.486498359136465,,
41,42.93,8838,69.83299914999999,210,376,0.001,8667,-10.560485746802353,1.4756270334663162,,
43,45.53,9170,76.20863035,210,380,0.001,8999,-12.071659948767685,1.6684101460183538,,
45,48.2,9509,82.73217847999999,211,384,0.001,9341,-12.838486915410952,2.011884090512298,,
46,50.87,9848,89.26091836999996,211,388,0.001,9677,-13.862500725722894,1.892028057720603,,
,,10000,,,,0.001,9880,-14.551573991775513,1.9779502227902412,84.5,161.87038525938988
48,52.69,10098,94.06179551000001,207,392,0.001,9965,-14.81966039112636,1.936004171301337,,
49,53.81,10282,97.52151694,207,396,0.001,10149,-15.842124607252037,2.4623228907585144,,
50,54.24,10464,99.25645156,207,400,0.001,10333,-16.65400969463846,2.372837032960809,,
51,55.42,10686,101.69420103,208,404,0.001,10515,-17.06938951665705,2.059291598531935,,
52,57.57,11005,105.94576229999998,208,408,0.001,10835,-18.244204878807068,2.4741070022949807,,
54,59.98,11343,110.76417506,208,412,0.001,11172,-18.65076055980864,2.8253829720474424,,
