train/critic_loss,rollout/ep_len_mean,train/ent_coef,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/fps,time/episodes,time/time_elapsed,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/mean_reward
1.5928325653076172,59.75,0.9596859812736511,-11.181679725646973,-29.52352775,239,-0.5519188642501831,145,4,1,0.0003,138,,
2.553070068359375,48.75,0.9172176122665405,-12.998916625976562,-27.686064625,390,-1.1583455801010132,114,8,3,0.0003,289,,
1.6080679893493652,286.4166666666667,0.37482234835624695,-35.98844909667969,-157.93263450000003,3437,-11.764780044555664,91,12,37,0.0003,3336,,
1.8393700122833252,284.5,0.27126258611679077,-37.48509216308594,-163.400266375,4552,-14.969456672668457,89,16,50,0.0003,4451,,
1.9150445461273193,243.45,0.2477182149887085,-37.02607727050781,-142.47300009999998,4869,-15.863859176635742,89,20,54,0.0003,4768,,
2.8067121505737305,,0.2386099398136139,-36.746543884277344,,5000,-15.714751243591309,,,,0.0003,4899,319.7,43.23470866906886
3.0754661560058594,210.66666666666666,0.23481404781341553,-36.24449157714844,-126.87085595833332,5056,-15.762561798095703,83,24,60,0.0003,4955,,
3.1573996543884277,184.92857142857142,0.226810485124588,-36.327392578125,-112.61245564285711,5178,-15.991591453552246,83,28,62,0.0003,5077,,
3.796185255050659,166.875,0.2165888547897339,-35.49393844604492,-102.09774568750001,5340,-16.354389190673828,83,32,64,0.0003,5239,,
2.9054012298583984,182.44444444444446,0.15377913415431976,-33.65237045288086,-113.79959897222223,6568,-18.372806549072266,84,36,78,0.0003,6467,,
2.804131269454956,177.225,0.13311369717121124,-32.77850341796875,-110.34594735,7089,-19.749755859375,84,40,84,0.0003,6988,,
2.133911609649658,189.36363636363637,0.09450845420360565,-28.658100128173828,-118.36802615909092,8332,-19.796615600585938,84,44,98,0.0003,8231,,
2.489495277404785,200.97916666666666,0.06604037433862686,-25.378366470336914,-121.83473304166667,9647,-20.59520721435547,85,48,113,0.0003,9546,,
2.5586957931518555,,0.060062214732170105,-24.712905883789062,,10000,-20.60056495666504,,,,0.0003,9899,461.2,-73.10557616461301
1.612908124923706,209.26923076923077,0.04746534302830696,-21.7959041595459,-122.27128155769229,10882,-20.01827621459961,80,52,134,0.0003,10781,,
1.4004921913146973,215.89285714285714,0.03465121611952782,-19.929729461669922,-118.32546687499999,12090,-18.193281173706055,81,56,148,0.0003,11989,,
2.1194608211517334,205.35,0.032688554376363754,-19.28127098083496,-111.90301009999999,12321,-16.481698989868164,81,60,151,0.0003,12220,,
2.0253090858459473,218.015625,0.022010063752532005,-15.691789627075195,-108.428980453125,13953,-12.639747619628906,82,64,169,0.0003,13852,,
1.9856449365615845,212.85294117647058,0.01963815465569496,-15.23501205444336,-103.54201779411765,14474,-10.940765380859375,82,68,175,0.0003,14373,,
1.3971140384674072,,0.017592858523130417,-14.638946533203125,,15000,-8.842550277709961,,,,0.0003,14899,547.6,-1.283976015483495
1.5252008438110352,217.90277777777777,0.015385030768811703,-14.14703369140625,-97.20761681944444,15689,-8.493467330932617,79,72,196,0.0003,15588,,
1.0416259765625,234.89473684210526,0.011477741412818432,-12.728652954101562,-90.20606710526314,17852,-2.4633469581604004,80,76,220,0.0003,17751,,
1.3701109886169434,247.975,0.010960998013615608,-11.916976928710938,-82.6902940375,19838,1.047447919845581,81,80,243,0.0003,19737,,
1.266252040863037,,0.010969818569719791,-12.029715538024902,,20000,-1.5949978828430176,,,,0.0003,19899,348.2,83.34298180870246
1.3450671434402466,256.5833333333333,0.011321946047246456,-12.194097518920898,-74.41416330952381,21553,0.06429952383041382,80,84,267,0.0003,21452,,
1.1537656784057617,271.25,0.011730446480214596,-12.49699592590332,-66.34019826136364,23870,-1.5476291179656982,81,88,293,0.0003,23769,,
1.5489708185195923,,0.011967222206294537,-12.8629789352417,,25000,-0.9002803564071655,,,,0.0003,24899,429.8,114.56763443143572
1.5152838230133057,277.3369565217391,0.011853580363094807,-12.947565078735352,-59.86652148913045,25515,-0.9367103576660156,80,92,318,0.0003,25414,,
1.308992862701416,285.3854166666667,0.01199223194271326,-13.508326530456543,-53.70350160416666,27397,0.6286557912826538,80,96,339,0.0003,27296,,
1.553651213645935,297.34,0.012386364862322807,-14.546401023864746,-44.28101433999999,29734,-0.5181772112846375,80,100,367,0.0003,29633,,
1.7278001308441162,,0.012465049512684345,-14.454031944274902,,30000,-0.6563687324523926,,,,0.0003,29899,630.1,261.29027794768626
1.6149983406066895,305.87,0.012410604394972324,-15.739654541015625,-40.152027939999996,30826,-1.287903070449829,79,104,388,0.0003,30725,,
1.810880422592163,327.93,0.012481911107897758,-16.18229103088379,-32.85725076,33183,1.293198585510254,79,108,415,0.0003,33082,,
1.8496702909469604,,0.012723743915557861,-16.334598541259766,,35000,0.19681435823440552,,,,0.0003,34899,567.9,232.07204852260764
1.8450136184692383,318.74,0.012660904787480831,-16.303791046142578,-8.665428990000002,35311,-0.5116722583770752,79,112,446,0.0003,35210,,
1.7054972648620605,324.97,0.012987145222723484,-17.821155548095703,5.73703174,37049,1.7258400917053223,79,116,466,0.0003,36948,,
1.5210282802581787,,0.013204739429056644,-18.94822120666504,,40000,0.9193176627159119,,,,0.0003,39899,354.8,137.45778735651402
1.6027789115905762,361.8,0.013261663727462292,-19.108882904052734,22.943030189999998,41049,0.6608059406280518,79,120,518,0.0003,40948,,
1.3308604955673218,377.0,0.013371795415878296,-20.006473541259766,32.29110759,42756,-0.2101861834526062,79,124,537,0.0003,42655,,
1.9938125610351562,393.1,0.013277090154588223,-20.51421546936035,40.63351382,44488,0.3027527630329132,79,128,557,0.0003,44387,,
1.916006088256836,,0.013289136812090874,-21.27315902709961,,45000,1.132819652557373,,,,0.0003,44899,484.7,218.50859028592822
1.9648284912109375,402.68,0.013469977304339409,-21.853580474853516,45.14250137000001,45608,0.7393425703048706,78,132,577,0.0003,45507,,
1.6912717819213867,430.4,0.013538994826376438,-24.00257682800293,73.91803651000001,49608,-0.758820116519928,79,136,623,0.0003,49507,,
1.353456735610962,,0.013477083295583725,-23.569538116455078,,50000,-0.10307276248931885,,,,0.0003,49899,537.7,317.7403743292205
1.7180500030517578,453.22,0.0134727843105793,-25.65781021118164,90.96398583,52411,-0.05769684910774231,79,140,662,0.0003,52310,,
1.7506394386291504,451.8,0.013285087421536446,-25.18217658996582,104.96577103000001,53512,-0.4349105954170227,79,144,675,0.0003,53411,,
2.4587221145629883,,0.01336266752332449,-26.515167236328125,,55000,0.8353694677352905,,,,0.0003,54899,650.1,391.20615049868354
1.5842292308807373,454.31,0.013353189453482628,-26.281368255615234,117.96913187999999,55078,-0.3571283221244812,78,148,702,0.0003,54977,,
1.646164059638977,443.01,0.013474712148308754,-26.537109375,123.77374519000001,55183,0.1645691990852356,78,152,704,0.0003,55082,,
1.4525134563446045,454.04,0.013671970926225185,-27.634769439697266,140.873837,57494,0.3240797817707062,78,156,730,0.0003,57393,,
1.6952542066574097,472.69,0.013486315496265888,-28.319229125976562,152.64002507,59590,1.3215705156326294,78,160,755,0.0003,59489,,
2.413569688796997,,0.013603384606540203,-29.197145462036133,,60000,0.06927487999200821,,,,0.0003,59899,465.5,271.1484578944452
1.920576572418213,496.37,0.013747706077992916,-30.872684478759766,179.86937082,63590,-0.8931461572647095,78,164,806,0.0003,63489,,
2.220104217529297,,0.013866263441741467,-30.808841705322266,,65000,1.0892795324325562,,,,0.0003,64899,678.0,415.52290980792606
1.4867020845413208,511.43,0.014022505842149258,-31.544736862182617,193.63171130000003,65617,-0.3991207778453827,78,168,840,0.0003,65516,,
1.4896429777145386,525.69,0.014144890010356903,-32.915748596191406,209.77804668000005,68258,0.17088113725185394,78,172,870,0.0003,68157,,
1.8398921489715576,516.1,0.013975604437291622,-33.8155403137207,217.12253699999997,69462,1.9773931503295898,78,176,884,0.0003,69361,,
1.4096033573150635,,0.013877449557185173,-34.63115692138672,,70000,0.010098889470100403,,,,0.0003,69899,376.6,232.96993492340408
1.6644136905670166,517.89,0.013918597251176834,-35.10614776611328,228.59631886,71627,1.309051752090454,78,180,914,0.0003,71526,,
