rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
41.25,64,0,237,4,0.9811828136444092,0.0003,-17.8916475,3.1784982681274414,165,-0.2543688416481018,-10.342048645019531,,
176.875,1314,14,100,8,0.6757488250732422,0.0003,-83.191352125,1.363497018814087,1415,-5.1541948318481445,-24.859512329101562,,
135.25,1522,16,99,12,0.6354058384895325,0.0003,-59.96011699999999,1.4261635541915894,1623,-5.894106864929199,-27.72460174560547,,
120.1875,1822,19,98,16,0.5814487934112549,0.0003,-57.167350750000004,2.3635799884796143,1923,-7.01993465423584,-30.41466522216797,,
158.9,3077,33,96,20,0.4038159251213074,0.0003,-76.22196135,3.4406790733337402,3178,-10.960268020629883,-35.30491638183594,,
177.20833333333334,4152,44,96,24,0.2969275712966919,0.0003,-89.63811770833333,2.614640951156616,4253,-13.858856201171875,-36.416351318359375,,
,4899,,,,0.23995329439640045,0.0003,,2.916018009185791,5000,-15.425007820129395,-35.817115783691406,1.0960831974472967,710.2
194.53571428571428,5346,69,78,28,0.21139447391033173,0.0003,-103.36823060714288,2.822016954421997,5447,-16.378929138183594,-35.84569549560547,,
205.21875,6466,82,79,32,0.15402495861053467,0.0003,-109.71916640625,2.8939826488494873,6567,-18.226409912109375,-32.93118667602539,,
195.94444444444446,6953,87,80,36,0.13433358073234558,0.0003,-102.21298525,2.858426094055176,7054,-18.85373306274414,-31.92823028564453,,
208.575,8242,101,82,40,0.09371647983789444,0.0003,-105.44337572500001,2.893453598022461,8343,-19.986074447631836,-27.17059898376465,,
195.9090909090909,8519,104,82,44,0.08679048717021942,0.0003,-97.87886115909092,2.6930294036865234,8620,-21.231369018554688,-26.858373641967773,,
207.39583333333334,9854,119,83,48,0.06031953543424606,0.0003,-100.51233104166668,2.0747647285461426,9955,-19.75048065185547,-23.42510223388672,,
,9899,,,,0.0595947802066803,0.0003,,2.247807264328003,10000,-20.054975509643555,-24.232770919799805,-24.156352153317947,470.8
227.25,11716,146,80,52,0.0367119237780571,0.0003,-102.87507859615387,2.589804172515869,11817,-19.268451690673828,-18.656139373779297,,
234.78571428571428,13047,161,81,56,0.02619107998907566,0.0003,-100.40972941071428,2.101123332977295,13148,-17.56467628479004,-16.51511001586914,,
,14899,,,,0.017374146729707718,0.0003,,1.3614253997802734,15000,-11.013250350952148,-14.372941017150879,426.9579381265794,1000.0
263.6166666666667,15716,205,76,60,0.015337243676185608,0.0003,-77.48451453333332,1.4214309453964233,15817,-4.4320454597473145,-14.21385669708252,,
309.640625,19716,251,78,64,0.017264464870095253,0.0003,-34.34242859375,0.6937593221664429,19817,0.6489574909210205,-17.457244873046875,,
,19899,,,,0.017581695690751076,0.0003,,0.6476329565048218,20000,0.5731908082962036,-17.449352264404297,694.5127491415944,1000.0
350.25,23716,309,76,68,0.02238273434340954,0.0003,6.792832985294116,0.6750576496124268,23817,0.3257908523082733,-21.936660766601562,,
,24899,,,,0.021502317860722542,0.0003,,1.0612730979919434,25000,-1.4143859148025513,-22.578723907470703,608.7313017476466,807.5
349.94444444444446,25095,336,74,72,0.02156180702149868,0.0003,4.850849472222218,1.1132044792175293,25196,0.7770631313323975,-22.55875015258789,,
371.44736842105266,28129,370,76,76,0.02341163158416748,0.0003,32.275429342105255,0.7458696365356445,28230,0.43887609243392944,-25.380874633789062,,
,29899,,,,0.025345830246806145,0.0003,,0.7402980327606201,30000,-0.8178480863571167,-26.361743927001953,671.0399780563682,1000.0
381.325,30405,410,74,80,0.02477775514125824,0.0003,48.3239024125,0.7212285995483398,30506,-0.6527406573295593,-27.243160247802734,,
410.7857142857143,34405,455,75,84,0.02687610313296318,0.0003,82.97946446428571,0.7531317472457886,34506,-0.437759131193161,-29.690658569335938,,
,34899,,,,0.027106212452054024,0.0003,,0.649303674697876,35000,1.034341812133789,-30.334247589111328,839.6125474583299,1000.0
426.85227272727275,37462,502,74,88,0.028124181553721428,0.0003,106.77622660227274,0.5877974033355713,37563,-1.2037270069122314,-33.20779800415039,,
,39899,,,,0.02931405045092106,0.0003,,0.5881043672561646,40000,0.6041396856307983,-35.241943359375,504.27832434119193,613.8
451.7717391304348,41462,557,74,92,0.02944379486143589,0.0003,135.4033612826087,0.5230153799057007,41563,-0.743248462677002,-37.188377380371094,,
456.90625,43762,583,75,96,0.02924175374209881,0.0003,143.51349791666667,0.7148599028587341,43863,0.7057946920394897,-38.675567626953125,,
,44899,,,,0.028469204902648926,0.0003,,1.0026154518127441,45000,-0.5357362031936646,-39.41825866699219,-173.94842294196278,331.2
450.33,44932,601,74,100,0.02844361960887909,0.0003,145.39060698,1.112424612045288,45033,-0.8343288898468018,-39.31078338623047,,
470.69,47133,626,75,104,0.027798719704151154,0.0003,146.82305586,0.9541932344436646,47234,0.4648798406124115,-40.92185592651367,,
480.95,49409,652,75,108,0.028145305812358856,0.0003,167.50243854,1.0445992946624756,49510,0.8551777601242065,-40.28508758544922,,
,49899,,,,0.028099382296204567,0.0003,,0.899992823600769,50000,0.13436700403690338,-40.608028411865234,761.299047012569,902.3
518.87,53409,710,75,112,0.028288640081882477,0.0003,200.71595596999995,0.6416736841201782,53510,0.6753057241439819,-42.49504852294922,,
,54899,,,,0.02839234657585621,0.0003,,0.6721841096878052,55000,0.22221639752388,-42.83473205566406,885.3984802968334,1000.0
555.87,57409,769,74,116,0.028537407517433167,0.0003,236.00462506,0.5837892293930054,57510,-0.3830221891403198,-44.6024284362793,,
,59899,,,,0.028133919462561607,0.0003,,0.4842342138290405,60000,0.7015222311019897,-46.22185516357422,867.6454695886699,1000.0
583.32,61409,828,74,120,0.027377823367714882,0.0003,275.13084217,0.5392197370529175,61510,0.275190144777298,-46.62811279296875,,
,64899,,,,0.026870638132095337,0.0003,,0.39174941182136536,65000,-0.3021796643733978,-48.71122741699219,772.8694218080898,1000.0
612.57,65409,886,73,124,0.02711046300828457,0.0003,314.90182778,0.4802894592285156,65510,0.3461051285266876,-49.03608703613281,,
630.79,68425,921,74,128,0.025577222928404808,0.0003,343.59212261999994,0.7926582098007202,68526,-0.4144367575645447,-49.41077423095703,,
,69899,,,,0.026195039972662926,0.0003,,0.6931411027908325,70000,0.5495597720146179,-50.8753662109375,505.58114574380744,639.6
