train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
,285975,296,,106,2691,,1000.0,67.16869406999999,,,
288975,289975,300,0.001,106,2722,0.04763553847558796,1000.0,67.25702234,12.594664934158326,,
289975,290000,,0.001,,,0.04503233847394585,,,12.574133256912232,1000.0,968.7203576505184
292975,293975,304,0.001,106,2765,0.04286949108727276,1000.0,66.31473564000001,12.501532585144043,,
294975,295000,,0.001,,,0.04177613359130919,,,12.4718951587677,1000.0,962.4127442538738
296975,297975,308,0.001,106,2804,0.03926052161492408,1000.0,65.97029407,12.421184997558594,,
299975,300000,,0.001,,,0.039657194642350076,,,12.377681367874146,1000.0,904.7153043448925
300975,301975,312,0.001,106,2835,0.04126006948761642,1000.0,64.74262718,12.372865074157716,,
304975,305000,,0.001,,,0.03956363657861948,,,12.376493179321288,1000.0,971.7004441738129
,305975,316,,106,2867,,1000.0,64.26323861,,,
308975,309975,320,0.001,107,2888,0.04307495089061558,1000.0,63.82775309000001,12.385159233093262,,
309975,310000,,0.001,,,0.04409370719082654,,,12.394844568252564,1000.0,950.7265942633152
312975,313975,324,0.001,107,2919,0.04649160808697343,1000.0,63.331590809999994,12.419170127868652,,
314975,315000,,0.001,,,0.04566601824574173,,,12.41138141822815,1000.0,961.3141795635223
316975,317975,328,0.001,107,2949,0.04171802910231054,1000.0,62.88332219,12.382390764236451,,
319975,320000,,0.001,,,0.037121695084497336,,,12.312874423980713,1000.0,955.6427521646023
320975,321975,332,0.001,108,2980,0.03749348373711109,1000.0,61.993077719999995,12.28945856666565,,
324975,325000,,0.001,,,0.0339547440353781,,,12.197205097198486,1000.0,973.7286267340183
,325975,336,,108,3010,,1000.0,61.42902778,,,
328975,329975,340,0.001,108,3031,0.03284315544180572,1000.0,61.29342617999999,12.10217928314209,,
329975,330000,,0.001,,,0.03324550287052989,,,12.080404306411744,1000.0,971.8932438790798
332975,333975,344,0.001,109,3060,0.03551975142396986,1000.0,61.52881926999999,12.040571439743042,,
334975,335000,,0.001,,,0.03391784451343119,,,11.992399656295776,1000.0,972.0945530951024
336975,337975,348,0.001,109,3089,0.032023598368279636,1000.0,61.53258859,11.9482166595459,,
339975,340000,,0.001,,,0.032665382636711,,,11.905845695495605,1000.0,968.8962356805802
340975,341975,352,0.001,109,3123,0.03312057660892606,1000.0,61.021646600000004,11.893969137191773,,
344975,345000,,0.001,,,0.03310240313131362,,,11.832449190139771,1000.0,929.941035938263
,345975,356,,109,3154,,1000.0,60.56596144,,,
348975,349975,360,0.001,110,3176,0.03232248741574585,1000.0,59.98693405000001,11.80998363494873,,
349975,350000,,0.001,,,0.03608402594551444,,,11.810243896484375,1000.0,966.8516416609287
352975,353975,364,0.001,110,3213,0.03326343334279955,1000.0,59.64192833000001,11.790108114242553,,
354975,355000,,0.001,,,0.03284127568639815,,,11.785257219314575,1000.0,971.1489187598229
356975,357975,368,0.001,110,3251,0.03270815472304821,1000.0,60.11463953,11.764145660400391,,
359975,360000,,0.001,,,0.036308820897713305,,,11.746455738067628,1000.0,977.8257386147976
360975,361975,372,0.001,110,3280,0.03381725007854402,1000.0,60.32903589000001,11.73309253501892,,
364975,365000,,0.001,,,0.034823491394519804,,,11.72495742225647,1000.0,969.735685634613
,365975,376,,110,3316,,1000.0,60.357032610000005,,,
368975,369975,380,0.001,110,3350,0.033294043213129045,1000.0,60.31874569000001,11.719685178756714,,
369975,370000,,0.001,,,0.033471108393743634,,,11.721718368530274,1000.0,968.5196486294269
372975,373975,384,0.001,110,3395,0.0371211028881371,1000.0,61.70295309,11.748058799743653,,
374975,375000,,0.001,,,0.03752864871919155,,,11.793039403915405,1000.0,955.8540287554264
376975,377975,388,0.001,109,3440,0.04141246178373694,1000.0,61.80227600999999,11.846948677062988,,
379975,380000,,0.001,,,0.043785644320771096,,,11.962081418991088,1000.0,964.094870775938
380975,381975,392,0.001,109,3485,0.047671661220490935,1000.0,62.51844027999999,12.0017104511261,,
384975,385000,,0.001,,,0.05352719318494201,,,12.166919254302979,1000.0,974.0333402693271
,385975,396,,109,3531,,1000.0,62.82850329,,,
388975,389975,400,0.001,109,3561,0.05821568539366126,1000.0,61.59295137000001,12.304306844711304,,
389975,390000,,0.001,,,0.061079098656773564,,,12.352082790374755,1000.0,962.03421651721
392975,393975,404,0.001,109,3601,0.06927973727881909,1000.0,61.92377881999999,12.5042655544281,,
394975,395000,,0.001,,,0.07827636241912841,,,12.63668874168396,1000.0,963.0509616315364
396975,397975,408,0.001,109,3634,0.08217731380090118,1000.0,61.500669429999995,12.812918926239014,,
399975,400000,,0.001,,,0.09746792479977012,,,13.1797357006073,1000.0,925.4426575839519
400975,401975,412,0.001,108,3693,0.11620330530405044,1000.0,60.53709172,13.346346984863281,,
404975,405000,,0.001,,,0.2794538947716355,,,14.750169178009033,1000.0,946.4434336841107
,405975,416,,108,3736,,1000.0,55.728047980000014,,,
408975,409975,420,0.001,109,3757,0.37246578140556813,1000.0,50.47251687000001,15.95543150138855,,
409975,410000,,0.001,,,0.34897807230055333,,,16.25696432685852,1000.0,874.5991640283726
412975,413975,424,0.001,109,3788,0.22829500237852335,1000.0,47.250858580000006,17.00895991516113,,
414975,415000,,0.001,,,0.21904055032879113,,,17.443403812408448,1000.0,780.0500724717974
416975,417975,428,0.001,108,3834,0.1736712123453617,1000.0,40.43058645,17.587652557373048,,
419975,420000,,0.001,,,0.18506949736922979,,,17.972782840728758,1000.0,827.8834167689085
420975,421975,432,0.001,108,3879,0.18958778648078442,1000.0,35.11228584,17.97494910812378,,
424975,425000,,0.001,,,0.3017870323061943,,,18.228517696380614,1000.0,240.67100631307113
,425975,436,,108,3925,,1000.0,27.434245660000002,,,
428975,429975,440,0.001,108,3954,0.30543442663550374,1000.0,20.562576539999995,18.571845668792726,,
429975,430000,,0.001,,,0.27091908325254915,,,18.488014263153076,1000.0,853.2947072267532
432975,433975,444,0.001,108,3988,0.18038724451512098,1000.0,13.45619293,18.326697982788087,,
434975,435000,,0.001,,,0.17206862607598306,,,18.362613250732423,1000.0,846.5596238046885
436975,437975,448,0.001,108,4045,0.16718854849040507,1000.0,9.11139404,18.33338955307007,,
439975,440000,,0.001,,,0.16256634878367185,,,18.230549949645997,1000.0,896.7607107341289
440975,441975,452,0.001,107,4104,0.1490200226828456,1000.0,7.767801430000003,18.107301567077638,,
444975,445000,,0.001,,,0.14234483290463687,,,17.730928050994873,1000.0,914.4228253245353
,445975,456,,107,4161,,1000.0,6.1398167599999995,,,
448975,449975,460,0.001,107,4182,0.14979638635367154,1000.0,2.8533600399999997,17.573236389160158,,
449975,450000,,0.001,,,0.17047031746059657,,,17.572387744903565,1000.0,893.1434952259063
452975,453975,464,0.001,107,4211,0.2383062271848321,1000.0,0.39001277000000073,17.72158846282959,,
454975,455000,,0.001,,,0.22533110447973012,,,17.85132223892212,1000.0,927.1976023197174
456975,457975,468,0.001,108,4240,0.20427974288165568,1000.0,-6.971967959999998,17.915043731689455,,
459975,460000,,0.001,,,0.19206075032800435,,,18.10814538192749,1000.0,880.3487482860685
460975,461975,472,0.001,108,4267,0.19570281950384377,1000.0,-10.722879379999997,18.20129900741577,,
464975,465000,,0.001,,,0.2543563560694456,,,18.625595527648926,1000.0,787.0393796205055
,465975,476,,108,4297,,1000.0,-14.999331139999999,,,
468975,469975,480,0.001,108,4318,0.2913871896713972,1000.0,-19.27417536,18.817079071044923,,
469975,470000,,0.001,,,0.3268745708912611,,,18.964171592712404,1000.0,863.7273649901151
472975,473975,484,0.001,109,4347,0.4033985106050968,1000.0,-25.662273719999998,19.04816463470459,,
474975,475000,,0.001,,,0.40571694312989715,,,19.240906158447267,1000.0,893.7691884279251
476975,477975,488,0.001,109,4376,0.3883391541391611,1000.0,-32.745000069999996,19.317029392242432,,
479975,480000,,0.001,,,0.3655381911993027,,,19.554948432922362,1000.0,904.3591222971678
480975,481975,492,0.001,109,4404,0.3425403854995966,1000.0,-36.08735879999999,19.563302494049072,,
484975,485000,,0.001,,,0.3818585494756699,,,19.89967910385132,1000.0,782.365076571703
,485975,496,,109,4433,,1000.0,-42.544880719999995,,,
488975,489975,500,0.001,109,4454,0.4619903911352158,1000.0,-47.41874303999999,20.475031982421875,,
489975,490000,,0.001,,,0.49760114708542824,,,20.79959840011597,1000.0,890.207010409236
492975,493975,504,0.001,110,4484,0.6003022845983506,1000.0,-50.6911936,21.695208003997802,,
494975,495000,,0.001,,,0.6866325663626194,,,22.41761911010742,1000.0,845.5988698195666
496975,497975,508,0.001,110,4512,0.7612430890798568,1000.0,-56.069925590000004,22.78562410736084,,
499975,500000,,0.001,,,0.97973108792305,,,23.799842113494872,1000.0,826.3449192278088
500975,501975,512,0.001,110,4541,1.0846178005933762,1000.0,-59.001009360000005,24.327941890716552,,
504975,505000,,0.001,,,1.4902892829179764,,,26.620238777160644,1000.0,644.9779216981027
,505975,516,,110,4580,,1000.0,-67.47512859999999,,,
508975,509975,520,0.001,110,4603,1.1379197003245354,1000.0,-75.16441772,26.266529510498046,,
509975,510000,,0.001,,,1.0398844410777093,,,26.020408573150636,1000.0,691.6225483131711
512975,513975,524,0.001,110,4633,0.7692055021822453,1000.0,-81.90105014,25.26033840560913,,
514975,515000,,0.001,,,0.7014677168130875,,,25.041986865997316,902.8,679.2536094421521
516975,517975,528,0.001,111,4662,0.7299455471038818,1000.0,-85.50181339,24.948192016601563,,
519975,520000,,0.001,,,0.9268171289563178,,,24.825866790771485,1000.0,409.2465701539419
520975,521975,532,0.001,111,4691,0.8481038005352021,1000.0,-107.90582039,24.953735317230226,,
524975,525000,,0.001,,,0.7066661242246628,,,25.302829174041747,1000.0,626.1747168342699
,525975,536,,111,4734,,1000.0,-112.20157756,,,
528975,529975,540,0.001,111,4764,0.6250320466607809,1000.0,-115.96162743999999,25.047873268127443,,
529975,530000,,0.001,,,0.5702936643958092,,,24.985516368865966,1000.0,759.590604442358
532975,533975,544,0.001,111,4809,0.49257622796297074,1000.0,-117.83474891,25.086229858398436,,
534975,535000,,0.001,,,0.488716583609581,,,24.998182823181153,1000.0,744.4693711614236
536975,537975,548,0.001,110,4854,0.4557192099392414,1000.0,-122.08341134000003,24.915483394622804,,
539975,540000,,0.001,,,0.3872487872987986,,,24.823940746307372,1000.0,869.4600357353687
540975,541975,552,0.001,110,4886,0.37873709738254546,1000.0,-127.37106390000001,24.789955451965334,,
544975,545000,,0.001,,,0.3521331927627325,,,24.766851001739504,1000.0,866.9203552544117
,545975,556,,110,4939,,1000.0,-133.70352111,,,
548975,549975,560,0.001,110,4974,0.5215716043263674,1000.0,-136.98848479,24.40830651855469,,
549975,550000,,0.001,,,0.42047362990677356,,,24.453698108673095,1000.0,875.9712244793773
552975,553975,564,0.001,110,5004,0.4916821124255657,1000.0,-138.18615846,24.626417041778563,,
554975,555000,,0.001,,,0.5018600958883762,,,24.7085708732605,1000.0,496.4469237655794
556975,557975,568,0.001,110,5034,0.5727860903292894,1000.0,-135.28426619,24.786760513305666,,
559975,560000,,0.001,,,0.8290914612412452,,,25.02524580001831,1000.0,671.3078855923784
560975,561975,572,0.001,110,5064,0.9069658570885658,1000.0,-138.85956364,24.9527124710083,,
564975,565000,,0.001,,,0.8479292630851268,,,24.663255828857423,1000.0,867.7804395314306
,565975,576,,111,5095,,1000.0,-142.11010009,,,
568975,569975,580,0.001,111,5115,0.6961277496218682,1000.0,-149.20157120000002,24.40109094619751,,
569975,570000,,0.001,,,0.6582509050220251,,,24.3501576461792,1000.0,816.8351319903741
572975,573975,584,0.001,111,5146,0.5091688210219145,1000.0,-149.03487317,24.126027111053467,,
574975,575000,,0.001,,,0.49840400509536265,,,24.22417790222168,1000.0,742.6175366552081
576975,577975,588,0.001,111,5176,0.49739520677924154,1000.0,-149.03195407,24.46052039718628,,
579975,580000,,0.001,,,0.40197115318477156,,,24.18196720123291,1000.0,695.4603319071233
580975,581975,592,0.001,111,5206,0.39869285228848456,1000.0,-153.56997976,24.027088939666747,,
584975,585000,,0.001,,,0.46391482232511044,,,23.7621921043396,1000.0,746.8288707554341
,585975,596,,111,5236,,1000.0,-159.87398713000002,,,
588975,589975,600,0.001,112,5257,0.5655430518984794,1000.0,-159.31038693,23.70309047317505,,
589975,590000,,0.001,,,0.7933430047780275,,,23.806892276763914,1000.0,523.4720429045614
592975,593975,604,0.001,112,5289,0.4831701631098986,1000.0,-167.12283796,23.967532058715822,,
594975,595000,,0.001,,,0.5635600250512361,,,24.041656024932863,1000.0,780.6723251415417
596975,597975,608,0.001,112,5319,0.4435120257735252,1000.0,-170.49779327999997,23.889507438659667,,
599975,600000,,0.001,,,0.30691048254072667,,,23.320301280975343,1000.0,866.5507562726737
600975,601975,612,0.001,112,5364,0.2739036289677024,1000.0,-170.96280585,23.124457321166993,,
604975,605000,,0.001,,,0.242615246668458,,,22.321525970458985,1000.0,890.5408541113138
,605975,616,,112,5396,,1000.0,-161.26069114,,,
608975,609975,620,0.001,112,5417,0.2656762403771281,1000.0,-152.24615219,21.780928424835206,,
609975,610000,,0.001,,,0.2537344737797976,,,21.650398067474367,1000.0,769.4893289864063
612975,613975,624,0.001,112,5446,0.2615523658171296,1000.0,-149.19315706999998,21.29744275665283,,
614975,615000,,0.001,,,0.26668990377336743,,,21.079929733276366,1000.0,881.9446814358234
616975,617975,628,0.001,112,5490,0.2983683035224676,1000.0,-142.45879778999998,20.872280372619628,,
619975,620000,,0.001,,,0.3914229611903429,,,20.805295135498046,1000.0,614.9165441016972
620975,621975,632,0.001,112,5528,0.4180882052630186,1000.0,-120.33089697000001,20.843993961334228,,
624975,625000,,0.001,,,0.43027192233502864,,,21.280288131713867,1000.0,832.9149252519012
,625975,636,,112,5575,,1000.0,-115.85380008,,,
628975,629975,640,0.001,112,5602,0.49355787615478036,1000.0,-112.21073085000002,21.666273597717286,,
629975,630000,,0.001,,,0.5270300580412149,,,21.923747718811036,1000.0,801.497662160662
632975,633975,644,0.001,112,5652,0.6563645685315133,1000.0,-109.28124017999998,22.187348083496094,,
634975,635000,,0.001,,,0.6454776495844126,,,22.034010231018065,1000.0,817.9038323667831
636975,637975,648,0.001,111,5697,0.9758206769227982,1000.0,-134.95822417,21.469104499816893,,
639975,640000,,0.001,,,0.7864100012481212,,,22.264393863677977,1000.0,472.4265116918017
640975,641975,652,0.001,111,5742,0.6737379243075847,1000.0,-142.71477385,22.34143262863159,,
644975,645000,,0.001,,,0.4352097818106413,,,22.45361139678955,1000.0,897.8844671756029
,645975,656,,111,5779,,1000.0,-139.41507914,,,
648975,649975,660,0.001,112,5802,0.39892714098095894,1000.0,-141.37420612,23.120660461425782,,
649975,650000,,0.001,,,0.4346050448566675,,,23.11116533279419,1000.0,752.3514541208745
652975,653975,664,0.001,111,5861,0.4688956113904715,1000.0,-144.22000102,23.119738536834717,,
654975,655000,,0.001,,,0.4253297700881958,,,23.222864406585693,1000.0,801.6849501296878
656975,657975,668,0.001,111,5900,0.4888760707080364,1000.0,-147.44657956999998,23.33504973220825,,
659975,660000,,0.001,,,0.5033439668118954,,,23.70323962020874,1000.0,744.3437316626311
660975,661975,672,0.001,111,5929,0.5180361966490745,1000.0,-146.50405051,23.828686458587647,,
664975,665000,,0.001,,,0.5462644986510277,,,24.379127708435057,1000.0,692.4882134904386
,665975,676,,111,5961,,1000.0,-153.84328057000002,,,
668975,669975,680,0.001,111,5999,0.7452974585592747,1000.0,-150.8050979,25.07409484100342,,
669975,670000,,0.001,,,0.8062053382396698,,,25.20210998916626,1000.0,740.4798020056217
672975,673975,684,0.001,111,6045,0.7874729301929474,1000.0,-153.72296854,25.06491407394409,,
674975,675000,,0.001,,,0.8197118633389473,,,24.846969577789306,1000.0,567.8095200268784
676975,677975,688,0.001,111,6089,0.8943498743474484,1000.0,-159.85708781000002,25.11155746459961,,
679975,680000,,0.001,,,1.3323183815479278,,,25.913673149108888,1000.0,707.4429613883607
