time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate,train/loss,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
,,,,,30000,0.2,652784.6134765625,0.9809128046035767,-0.05515418174327351,0.000253140926361084,140,0.014126115,0.0003,302420.96875,-23.80747862458229,0.14453125,88520.22269134522,1000.0
15,43133.40349336667,1000.0,398,77,30720,,,,,,,,,,,,,
16,43761.153995406254,1000.0,405,80,32768,0.2,681633.5376953125,0.9780248999595642,-0.059552805236307904,0.00016874074935913086,150,0.015817188,0.0003,338478.09375,-23.761133277416228,0.15830078125,,
17,44199.23639441177,1000.0,412,84,34816,0.2,793185.4404296875,0.9768534302711487,-0.054810651711886746,-0.00061798095703125,160,0.013453876,0.0003,365739.1875,-23.73204574584961,0.12890625,,
,,,,,35000,0.2,614295.2080078125,0.9748114347457886,-0.06029915866965894,-0.0004215240478515625,170,0.016028825,0.0003,312701.96875,-23.70550281405449,0.162890625,92315.20935592652,1000.0
18,44376.01163330556,1000.0,471,78,36864,,,,,,,,,,,,,
19,44756.749281631586,1000.0,479,81,38912,0.2,651749.8411132812,0.9750146269798279,-0.05655220104090404,0.0004551410675048828,180,0.016158849,0.0003,295578.84375,-23.69375609755516,0.148876953125,,
,,,,,40000,0.2,665844.7166015625,0.973455548286438,-0.057805938052479175,-0.0006892681121826172,190,0.015639622,0.0003,339834.5625,-23.67780684828758,0.154150390625,98066.57617816926,1000.0
20,45144.46297125,1000.0,532,76,40960,,,,,,,,,,,,,
21,46225.10665374419,1000.0,540,79,43008,0.2,842641.95234375,0.9714561700820923,-0.058856908450252376,0.0004801750183105469,200,0.015837718,0.0003,434895.09375,-23.64205629825592,0.1583984375,,
,,,,,45000,0.2,1199513.5697265626,0.970352828502655,-0.0616243832220789,0.00016230344772338867,210,0.015857968,0.0003,512890.1875,-23.614070975780486,0.15908203125,89441.56958904266,1000.0
22,46513.319483533334,1000.0,590,76,45056,,,,,,,,,,,,,
23,46669.799556,1000.0,595,79,47104,0.2,749789.8388671875,0.9674626588821411,-0.061859971878584476,0.0009903311729431152,220,0.018237546,0.0003,373394.71875,-23.576561349630357,0.17783203125,,
24,47200.857116163264,1000.0,601,81,49152,0.2,730292.40625,0.9661480188369751,-0.05412894619657891,-6.842613220214844e-05,230,0.015384158,0.0003,403704.09375,-23.542613244056703,0.152001953125,,
,,,,,50000,0.2,905601.379296875,0.9645843505859375,-0.06137906731455587,-0.0007721185684204102,240,0.015930332,0.0003,406454.71875,-23.517090940475462,0.155810546875,100628.73117122651,1000.0
25,47441.1893425098,1000.0,645,79,51200,,,,,,,,,,,,,
26,47816.15091126415,1000.0,651,81,53248,0.2,750645.028125,0.9598594307899475,-0.06244435801927466,8.225440979003906e-06,250,0.0177265,0.0003,348776.5,-23.451322937011717,0.182421875,,
,,,,,55000,0.2,971326.7791015625,0.9604191780090332,-0.06243165044579655,-0.0001176595687866211,260,0.01677329,0.0003,552100.75,-23.427190327644347,0.17265625,110272.22689170837,1000.0
27,48050.77484230909,1000.0,3619,15,55296,,,,,,,,,,,,,
28,48364.33460096491,1000.0,3624,15,57344,0.2,843091.9607421875,0.9585159420967102,-0.06633194003661629,0.0001283884048461914,270,0.018326046,0.0003,396055.75,-23.413149261474608,0.184521484375,,
29,48633.6370021695,1000.0,3629,16,59392,0.2,833878.505078125,0.9555686712265015,-0.05813875391322654,-0.00289154052734375,280,0.018219031,0.0003,376304.625,-23.36485771536827,0.1859375,,
,,,,,60000,0.2,909740.0048828125,0.9537200927734375,-0.0686398098769132,2.855062484741211e-05,290,0.019134577,0.0003,504305.40625,-23.329402595758438,0.1986328125,110810.00177173615,1000.0
30,49422.164021786884,1000.0,3671,16,61440,,,,,,,,,,,,,
31,49758.896528428566,1000.0,3676,17,63488,0.2,1524767.1625,0.9513369202613831,-0.06504385472508148,2.4437904357910156e-06,300,0.017843068,0.0003,715154.5625,-23.28691382408142,0.178955078125,,
,,,,,65000,0.2,1028711.6341796875,0.9486640691757202,-0.06431030979147181,-2.1338462829589844e-05,310,0.018571168,0.0003,637153.5,-23.242646700143816,0.184716796875,107563.57334632873,1000.0
32,50249.719806123074,1000.0,3718,17,65536,,,,,,,,,,,,,
33,50660.97238841791,1000.0,3722,18,67584,0.2,1205265.4458984374,0.9485469460487366,-0.06220266967720818,5.2988529205322266e-05,320,0.017662909,0.0003,575684.4375,-23.216884279251097,0.174072265625,,
34,50926.16349046377,1000.0,3727,18,69632,0.2,1160342.5130859376,0.9465731382369995,-0.06422510475094896,0.00037997961044311523,330,0.018965617,0.0003,544065.9375,-23.197274285554887,0.185595703125,,
,,,,,70000,0.2,899334.02734375,0.945595920085907,-0.06803993923531379,8.726119995117188e-05,340,0.020359961,0.0003,396358.71875,-23.16643162369728,0.206494140625,105339.16019935608,1000.0
35,51351.75311959155,1000.0,3767,19,71680,,,,,,,,,,,,,
36,52131.82837982192,1000.0,3772,19,73728,0.2,1393240.4390625,0.943708062171936,-0.07082510758191347,-6.687641143798828e-05,350,0.021526726,0.0003,732134.875,-23.145515447854997,0.211865234375,,
,,,,,75000,0.2,1982308.775390625,0.9430104494094849,-0.06747350177029147,9.846687316894531e-05,360,0.018783376,0.0003,979746.1875,-23.121318620443343,0.185986328125,90142.18614692688,1000.0
37,52445.55628990667,1000.0,3811,19,75776,,,,,,,,,,,,,
38,52668.533524,1000.0,3817,20,77824,0.2,1115261.1623046875,0.9406006932258606,-0.06925574001215865,3.1948089599609375e-05,370,0.021094628,0.0003,605087.0,-23.09165644645691,0.21142578125,,
39,52919.21352462025,1000.0,3822,20,79872,0.2,891161.440234375,0.9383268356323242,-0.06506733988062478,2.4437904357910156e-06,380,0.022032846,0.0003,430652.03125,-23.044734954833984,0.21650390625,,
,,,,,80000,0.2,1479290.33671875,0.9368757605552673,-0.07454740557877812,4.231929779052734e-06,390,0.0201203,0.0003,766887.6875,-23.015461272001268,0.217822265625,85798.38121433258,1000.0
40,53400.630845037034,1000.0,3863,21,81920,,,,,,,,,,,,,
41,53646.370095867474,1000.0,3868,21,83968,0.2,1077872.9013671875,0.934796154499054,-0.06508597506326623,0.0003781318664550781,400,0.02044104,0.0003,504030.65625,-22.980947864055633,0.193359375,,
,,,,,85000,0.2,1305227.0896484375,0.9334717988967896,-0.0692271957435878,5.9485435485839844e-05,410,0.02193196,0.0003,647447.4375,-22.950576758384706,0.209814453125,99606.93913211822,1000.0
42,54107.04913056977,1000.0,3909,22,86016,,,,,,,,,,,,,
43,54436.95384281818,1000.0,3914,22,88064,0.2,1161555.1421875,0.9313886165618896,-0.07033547193859704,-4.8279762268066406e-05,420,0.021876844,0.0003,571735.8125,-22.915829372406005,0.22216796875,,
,,,,,90000,0.2,1355185.476171875,0.930168092250824,-0.07045802038628608,0.0018256306648254395,430,0.020410392,0.0003,787657.125,-22.89101191163063,0.2095703125,101933.52721652985,1000.0
44,54928.48922882222,1000.0,3958,22,90112,,,,,,,,,,,,,
45,55280.825323869554,1000.0,3962,23,92160,0.2,1607827.68671875,0.9284512400627136,-0.07385422056540847,3.159046173095703e-06,440,0.020996772,0.0003,869631.9375,-22.860841697454454,0.210107421875,,
46,55606.082651872326,1000.0,3967,23,94208,0.2,1642416.03359375,0.9265128970146179,-0.06737921602325514,0.00018405914306640625,450,0.020711154,0.0003,861197.375,-22.827737718820572,0.192333984375,,
,,,,,95000,0.2,1248481.8708984375,0.9254823327064514,-0.06971955057815649,-9.47713851928711e-05,460,0.024727361,0.0003,670821.0625,-22.806605964899063,0.23134765625,103634.2332447052,1000.0
47,55736.143234343755,1000.0,4007,24,96256,,,,,,,,,,,,,
48,55906.8231754898,1000.0,4012,24,98304,0.2,1009864.110546875,0.9231324791908264,-0.06776004009298049,2.5033950805664062e-06,470,0.023302801,0.0003,481016.84375,-22.770096629858017,0.222021484375,,
,,,,,100000,0.2,1039914.38671875,0.9216378927230835,-0.0737498164147837,0.0005689859390258789,480,0.024548046,0.0003,497963.6875,-22.741190111637117,0.23349609375,86513.44958667755,1000.0
49,56131.50633595,1000.0,4052,24,100352,,,,,,,,,,,,,
50,56708.91973458,1000.0,4057,25,102400,0.2,1265336.1640625,0.919856071472168,-0.06610525528376457,-7.033348083496094e-06,490,0.022214537,0.0003,627494.625,-22.704453784227372,0.224169921875,,
51,57367.15265109,1000.0,4062,25,104448,0.2,1233058.7109375,0.9198064208030701,-0.07120511929679196,0.000414431095123291,500,0.024137197,0.0003,577743.0,-22.692634469270708,0.23330078125,,
,,,,,105000,0.2,1080330.780078125,0.9184736609458923,-0.06914504707674496,-2.372264862060547e-05,510,0.02484186,0.0003,539688.6875,-22.67211675643921,0.235205078125,77509.57013187409,1000.0
52,57798.86826199,1000.0,4101,25,106496,,,,,,,,,,,,,
53,58190.47050241,1000.0,4106,26,108544,0.2,1124044.6755859375,0.9147998094558716,-0.07542290468409192,8.398294448852539e-05,520,0.024821028,0.0003,416496.8125,-22.620846331119537,0.24912109375,,
,,,,,110000,0.2,1027797.122265625,0.9139265418052673,-0.06938504502759316,2.9802322387695312e-06,530,0.024931684,0.0003,479422.9375,-22.587120091915132,0.256298828125,70768.82642230988,1000.0
54,58891.72797932,1000.0,4148,26,110592,,,,,,,,,,,,,
55,59631.58326076999,1000.0,4152,27,112640,0.2,1541617.509375,0.9126526117324829,-0.07071448149654316,0.00014477968215942383,540,0.022382187,0.0003,817217.125,-22.56457267999649,0.221923828125,,
56,60036.939644250015,1000.0,4157,27,114688,0.2,1555283.248828125,0.9128416776657104,-0.0762151740695117,8.285045623779297e-06,550,0.027459562,0.0003,793660.625,-22.56304004192352,0.25185546875,,
,,,,,115000,0.2,1246245.4765625,0.9115745425224304,-0.07404557940608356,1.1920928955078125e-07,560,0.026111245,0.0003,670942.6875,-22.545614892244338,0.260888671875,72613.45418548584,1000.0
57,60761.73145258001,1000.0,4198,27,116736,,,,,,,,,,,,,
58,61182.61092679,1000.0,4203,28,118784,0.2,1374546.4537109374,0.9091652631759644,-0.07393519757606555,4.869699478149414e-05,570,0.025381513,0.0003,658403.9375,-22.510142958164217,0.251611328125,,
,,,,,120000,0.2,1582038.84296875,0.9080432653427124,-0.0782153330714209,4.553794860839844e-05,580,0.026440345,0.0003,704803.75,-22.48250080347061,0.248583984375,86351.0379940033,1000.0
59,61933.45092375,1000.0,4243,28,120832,,,,,,,,,,,,,
60,62311.068221320005,1000.0,4248,28,122880,0.2,1368879.332421875,0.9058067202568054,-0.07580378196435049,5.900859832763672e-06,590,0.026286356,0.0003,678764.125,-22.445997488498687,0.267138671875,,
61,62917.98245197,1000.0,4253,29,124928,0.2,1933714.8359375,0.904750406742096,-0.08143566852377263,7.152557373046875e-07,600,0.02641775,0.0003,1042351.125,-22.418696135282516,0.26298828125,,
,,,,,125000,0.2,1118735.5357421874,0.9040003418922424,-0.08246755135478452,1.7642974853515625e-05,610,0.028205283,0.0003,566516.375,-22.40440987944603,0.29111328125,71495.07835350037,1000.0
62,63408.82163469,1000.0,4294,29,126976,,,,,,,,,,,,,
63,63761.42062887001,1000.0,4299,30,129024,0.2,1352547.2341796875,0.9024598598480225,-0.07526485643466004,3.6954879760742188e-06,620,0.027357008,0.0003,725271.1875,-22.37622266411781,0.259814453125,,
,,,,,130000,0.2,1041826.3431640625,0.9015055894851685,-0.07621695374255069,-0.0001932382583618164,630,0.034108296,0.0003,579777.625,-22.355177450180054,0.31142578125,71622.78023090362,1000.0
64,64074.09871846001,1000.0,4340,30,131072,,,,,,,,,,,,,
65,64495.106182250005,1000.0,4345,30,133120,0.2,1172273.7517578125,0.8997994661331177,-0.07437972217740026,7.152557373046875e-06,640,0.028286263,0.0003,603581.6875,-22.329099470376967,0.271923828125,,
,,,,,135000,0.2,1413537.98359375,0.8986232280731201,-0.06747375787235796,5.066394805908203e-06,650,0.026679797,0.0003,720788.9375,-22.299668902158736,0.243017578125,82721.06574764251,1000.0
66,64873.0487911,1000.0,4387,30,135168,,,,,,,,,,,,,
67,65205.404593369996,1000.0,4392,31,137216,0.2,1216456.969921875,0.8971776366233826,-0.07033740247425158,1.0788440704345703e-05,660,0.027623478,0.0003,621012.5625,-22.277392941713334,0.261474609375,,
68,65632.41788742002,1000.0,4397,31,139264,0.2,1142629.4267578125,0.8957894444465637,-0.07662424934387672,2.980232238769531e-07,670,0.029086843,0.0003,397938.875,-22.24970324039459,0.284814453125,,
,,,,,140000,0.2,1588182.281640625,0.8923159241676331,-0.08094092849351,5.9604644775390625e-06,680,0.029981025,0.0003,726404.875,-22.201651573181152,0.27333984375,68569.99145832061,1000.0
69,65945.29427163,1000.0,4439,31,141312,,,,,,,,,,,,,
70,66091.74640743001,1000.0,4445,32,143360,0.2,1184029.278515625,0.8929032683372498,-0.07773757625545841,4.708766937255859e-06,690,0.03177261,0.0003,604672.0625,-22.18043432235718,0.2904296875,,
,,,,,145000,0.2,1482877.359375,0.892141580581665,-0.0777325184782967,5.626678466796875e-05,700,0.030962296,0.0003,636402.625,-22.180896031856538,0.264599609375,81370.59198169709,1000.0
71,66466.48406574,1000.0,4495,32,145408,,,,,,,,,,,,,
72,67152.94783941,1000.0,4500,32,147456,0.2,1395341.091015625,0.8898273706436157,-0.06984488581947516,6.079673767089844e-06,710,0.029139085,0.0003,624203.5,-22.145486038923263,0.25517578125,,
73,67487.06798406999,1000.0,4506,33,149504,0.2,2092444.75390625,0.8877021074295044,-0.08084691000985914,2.3066997528076172e-05,720,0.028427582,0.0003,1160205.25,-22.100068336725236,0.270751953125,,
,,,,,150000,0.2,1691145.771484375,0.886548638343811,-0.07340604290075134,5.245208740234375e-06,730,0.030357815,0.0003,819972.3125,-22.07409387230873,0.25439453125,75522.23947734832,1000.0
74,68046.68332384,1000.0,4547,33,151552,,,,,,,,,,,,,
75,68075.01985606,1000.0,4552,33,153600,0.2,1222426.5931640626,0.8860864043235779,-0.07699316471698694,1.5676021575927734e-05,740,0.030441307,0.0003,642550.625,-22.058144134283065,0.28056640625,,
,,,,,155000,0.2,944551.6455078125,0.885223925113678,-0.07331857003737241,5.3048133850097656e-05,750,0.03470279,0.0003,450856.78125,-22.03807908296585,0.3078125,76006.12412452698,1000.0
76,68201.60797720001,1000.0,4590,33,155648,,,,,,,,,,,,,
77,68401.11983115999,1000.0,4595,34,157696,0.2,1042152.4787109375,0.8822954893112183,-0.0833976749156136,5.364418029785156e-06,760,0.03703816,0.0003,592837.25,-22.001103860139846,0.32392578125,,
78,68362.4099475,1000.0,4600,34,159744,0.2,940183.2591796875,0.8808057904243469,-0.07640862118569203,0.00013720989227294922,770,0.03696266,0.0003,405644.625,-21.95997721552849,0.30576171875,,
,,,,,160000,0.2,1081706.94453125,0.8801464438438416,-0.084164937530295,-3.325939178466797e-05,780,0.037033215,0.0003,460698.03125,-21.94243695139885,0.32314453125,70723.52042694092,1000.0
79,68341.51203130999,1000.0,4637,34,161792,,,,,,,,,,,,,
80,68352.36265548,1000.0,4642,35,163840,0.2,1166563.0654296875,0.8798243403434753,-0.07877295835060068,4.76837158203125e-07,790,0.035987705,0.0003,491365.28125,-21.930613201856612,0.306298828125,,
,,,,,165000,0.2,1172951.002734375,0.8790505528450012,-0.08224866685050074,0.0,800,0.037217528,0.0003,482277.25,-21.91948865056038,0.320654296875,70796.01139335633,1000.0
81,68519.72855309,1000.0,4679,35,165888,,,,,,,,,,,,,
82,68644.98063328,1000.0,4683,35,167936,0.2,1161588.6396484375,0.8782700300216675,-0.07345463756937534,4.649162292480469e-05,810,0.03167995,0.0003,656091.5625,-21.90592316389084,0.288671875,,
83,68790.55578716999,1000.0,4688,36,169984,0.2,1248806.41953125,0.8776926398277283,-0.07602689737977926,-2.5033950805664062e-06,820,0.031908717,0.0003,652040.25,-21.895103484392166,0.285498046875,,
,,,,,170000,0.2,1195377.7876953124,0.8754955530166626,-0.08086465163214598,5.602836608886719e-06,830,0.034101553,0.0003,519783.25,-21.863658660650252,0.301953125,68088.8491443634,1000.0
84,68921.11129914,1000.0,4726,36,172032,,,,,,,,,,,,,
85,68602.46859074,1000.0,4731,36,174080,0.2,1262419.931640625,0.8738282322883606,-0.06691614187438973,0.0017611980438232422,840,0.032109298,0.0003,584912.0,-21.825209122896194,0.270703125,,
,,,,,175000,0.2,1302225.5115234375,0.8712283968925476,-0.07964514629275073,1.9490718841552734e-05,850,0.034527585,0.0003,655568.125,-21.784402549266815,0.3017578125,68212.15758161545,1000.0
86,68776.41065555,1000.0,4768,36,176128,,,,,,,,,,,,,
87,69048.09044822001,1000.0,4773,37,178176,0.2,1254847.830859375,0.8700129985809326,-0.07684939717873931,-0.00048661231994628906,860,0.035475336,0.0003,620836.0,-21.747857880592345,0.310400390625,,
,,,,,180000,0.2,1297714.6423828125,0.8667424321174622,-0.08250434684450739,1.245737075805664e-05,870,0.035484836,0.0003,606695.25,-21.700181037187576,0.323876953125,69353.47722682953,1000.0
88,68997.56811059001,1000.0,4809,37,180224,,,,,,,,,,,,,
89,69181.22443852,1000.0,4813,37,182272,0.2,1042325.44921875,0.8654794692993164,-0.059070410340791565,0.0008983612060546875,880,0.029162215,0.0003,442821.03125,-21.657586365938187,0.2669921875,,
90,69197.08481545,1000.0,4818,38,184320,0.2,1335392.743359375,0.8650175929069519,-0.07067449612950441,0.00022071599960327148,890,0.031850066,0.0003,743982.625,-21.642202413082124,0.2857421875,,
,,,,,185000,0.2,1221379.2013671875,0.8643443584442139,-0.071676138084149,1.1324882507324219e-06,900,0.033632748,0.0003,694530.75,-21.62932848930359,0.30625,72394.05639162063,1000.0
91,69283.09165595,1000.0,4857,38,186368,,,,,,,,,,,,,
92,69300.06185668001,1000.0,4862,38,188416,0.2,1095370.9185546874,0.862878680229187,-0.0766169699607417,9.310245513916016e-05,910,0.038280096,0.0003,463987.78125,-21.614071160554886,0.324609375,,
,,,,,190000,0.2,1474477.3671875,0.8602784872055054,-0.0793169027485419,-0.0001201629638671875,920,0.0388489,0.0003,767641.0,-21.562176191806792,0.32099609375,67756.79316139221,1000.0
93,69330.70014961,1000.0,4899,38,190464,,,,,,,,,,,,,
94,69516.88930623002,1000.0,4904,39,192512,0.2,1795320.652734375,0.8590311408042908,-0.08502175540779718,5.960464477539063e-08,930,0.038112663,0.0003,776526.5,-21.53129278421402,0.308544921875,,
95,69494.74703384,1000.0,4909,39,194560,0.2,1363155.5599609376,0.8588293790817261,-0.07857775230077095,2.205371856689453e-06,940,0.03735838,0.0003,629880.25,-21.519742286205293,0.30810546875,,
,,,,,195000,0.2,1037137.7966796875,0.8597427010536194,-0.08112815922650043,1.1920928955078125e-07,950,0.04512479,0.0003,478465.28125,-21.528364872932436,0.355908203125,71548.04921131134,1000.0
96,69576.0177064,1000.0,4948,39,196608,,,,,,,,,,,,,
97,69740.25396147,1000.0,4953,40,198656,0.2,1221569.893359375,0.8593760132789612,-0.07482290752232075,1.7940998077392578e-05,960,0.035460483,0.0003,598186.875,-21.531438881158827,0.304443359375,,
,,,,,200000,0.2,1327301.81328125,0.8598745465278625,-0.0689472553494852,6.079673767089844e-06,970,0.036650643,0.0003,632980.1875,-21.533569157123566,0.296142578125,72821.56932983399,1000.0
98,69638.13190565,1000.0,4990,40,200704,,,,,,,,,,,,,
99,69858.89198236,1000.0,4995,40,202752,0.2,968731.324609375,0.860390841960907,-0.07685013550217264,6.556510925292969e-06,980,0.04491967,0.0003,564664.8125,-21.543709182739256,0.335546875,,
100,69844.00364995001,1000.0,5000,40,204800,0.2,1464201.125390625,0.8573975563049316,-0.08484966924297624,0.0,990,0.040601764,0.0003,777864.1875,-21.509371304512023,0.322998046875,,
,,,,,205000,0.2,1113624.4974609376,0.8572084903717041,-0.07486040950752795,6.556510925292969e-07,1000,0.03913925,0.0003,472833.09375,-21.483135563135146,0.327197265625,80163.3973400116,1000.0
101,70125.46739733001,1000.0,5039,41,206848,,,,,,,,,,,,,
102,70364.53982666001,1000.0,5044,41,208896,0.2,1221204.2064453126,0.8558371067047119,-0.06108731671702117,0.0,1010,0.03397714,0.0003,579862.25,-21.467845213413238,0.28505859375,,
,,,,,210000,0.2,1295679.79765625,0.8547117710113525,-0.07971534206008073,1.9669532775878906e-06,1020,0.040388852,0.0003,652396.3125,-21.439619129896165,0.32783203125,78071.63958721161,1000.0
103,70261.51828742,1000.0,5083,41,210944,,,,,,,,,,,,,
104,70242.89649848,1000.0,5088,41,212992,0.2,1478070.087890625,0.8549996614456177,-0.08494520762324101,1.4424324035644531e-05,1030,0.040349238,0.0003,754222.5,-21.43591821193695,0.331982421875,,
,,,,,215000,0.2,1445477.858984375,0.8520444631576538,-0.08838801803067327,-1.1920928955078125e-07,1040,0.045964736,0.0003,805136.0,-21.402048873901368,0.357421875,75262.20394325256,1000.0
105,70559.07617841,1000.0,5125,41,215040,,,,,,,,,,,,,
106,70604.14932087,1000.0,5130,42,217088,0.2,1517324.5640625,0.8509382009506226,-0.08181805435160641,3.5762786865234375e-07,1050,0.04186216,0.0003,855348.625,-21.3633782684803,0.3220703125,,
107,70614.57448291,1000.0,5135,42,219136,0.2,1268798.2390625,0.8502430319786072,-0.07535246461920905,1.0132789611816406e-06,1060,0.04220357,0.0003,604080.0,-21.34415083527565,0.3337890625,,
,,,,,220000,0.2,1392355.2232421874,0.8474693894386292,-0.0761901676261914,3.993511199951172e-06,1070,0.043694735,0.0003,750735.5625,-21.310873603820802,0.34423828125,78990.20615119934,1000.0
108,70732.91855536,1000.0,5175,42,221184,,,,,,,,,,,,,
109,70428.93474832,1000.0,5180,43,223232,0.2,1406657.09140625,0.8460900783538818,-0.0893704207497649,1.7881393432617188e-07,1080,0.047483765,0.0003,731025.4375,-21.272037011384963,0.3697265625,,
,,,,,225000,0.2,1129428.29765625,0.8450456261634827,-0.0696297287766356,9.715557098388672e-06,1090,0.04200071,0.0003,587372.625,-21.245974832773207,0.326025390625,79523.39958381653,1000.0
110,70903.23876624,1000.0,5222,43,225280,,,,,,,,,,,,,
111,71112.1005921,1000.0,5227,43,227328,0.2,1988130.883203125,0.8441755175590515,-0.08865908182342537,1.4841556549072266e-05,1100,0.044260584,0.0003,931359.625,-21.231290286779405,0.34853515625,,
112,71417.1889448,1000.0,5232,43,229376,0.2,1518635.60625,0.8441362977027893,-0.07850177421059926,4.0531158447265625e-06,1110,0.041401327,0.0003,800507.625,-21.222328317165374,0.34208984375,,
,,,,,230000,0.2,1489355.69140625,0.8432914614677429,-0.0867754320934182,4.827976226806641e-06,1120,0.052280985,0.0003,697480.0,-21.214753741025923,0.3619140625,80268.70062618256,1000.0
113,71498.48587356,1000.0,5271,43,231424,,,,,,,,,,,,,
114,71319.83226856998,1000.0,5276,44,233472,0.2,1110678.1580078125,0.8438719511032104,-0.07952224957698491,1.9669532775878906e-06,1130,0.04946129,0.0003,522829.125,-21.210383856296538,0.356982421875,,
,,,,,235000,0.2,1027194.77890625,0.8419004082679749,-0.08386212910991162,0.00025969743728637695,1140,0.05500573,0.0003,488286.1875,-21.19239576458931,0.3841796875,79713.75237464905,1000.0
115,71450.42974085,1000.0,5315,44,235520,,,,,,,,,,,,,
116,71637.80252417999,1000.0,5320,44,237568,0.2,1415990.389453125,0.8399441838264465,-0.07871524544607382,1.8477439880371094e-06,1150,0.0594635,0.0003,831489.1875,-21.150895100831985,0.352294921875,,
117,71718.91101644,1000.0,5324,44,239616,0.2,1405191.345703125,0.8396972417831421,-0.09100497615581844,1.7881393432617188e-07,1160,0.055544354,0.0003,685207.0,-21.133994513750075,0.383935546875,,
,,,,,240000,0.2,1195785.6509765624,0.8397091031074524,-0.07197116078459657,0.0,1170,0.043354847,0.0003,485540.90625,-21.12660276889801,0.34013671875,79165.42652339935,1000.0
118,71725.49848457001,1000.0,5363,45,241664,,,,,,,,,,,,,
119,71773.60729141001,1000.0,5368,45,243712,0.2,1147900.866015625,0.8375744819641113,-0.0679611770407064,3.6835670471191406e-05,1180,0.048762184,0.0003,578339.875,-21.107775807380676,0.34404296875,,
,,,,,245000,0.2,1465542.1484375,0.8372629284858704,-0.0834341042325832,0.0,1190,0.045607902,0.0003,639411.0625,-21.080285954475404,0.35439453125,71338.68971767425,1000.0
120,71874.10346946001,1000.0,5406,45,245760,,,,,,,,,,,,,
