train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,time/episodes,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,516.51487281,190585,-145.17691903162483,912,2513,19.947557419237466,190352,218.74,75,,
0.001,526.4129969500001,191356,-146.27442513260186,916,2519,15.364402430231978,191135,220.74,75,,
0.001,534.0067462,192083,-146.1641053852282,920,2525,19.078311754146796,191849,222.48,76,,
0.001,,192500,-146.24654478185317,,,23.0815865144497,192453,,,204.9,637.6729519367218
0.001,543.42119466,192878,-146.10529268704929,924,2536,22.88181241122997,192660,224.8,76,,
0.001,548.2293930499999,193569,-147.30128024174616,928,2542,18.729139052904568,193404,225.95,76,,
0.001,551.57520255,194327,-147.34086874256963,932,2548,17.507476060286812,194155,226.05,76,,
0.001,,195000,-147.5613961434579,,,24.58858541754989,194931,,,183.0,552.1756095647812
,560.3982170900001,195145,,936,2558,,,228.46,76,,
0.001,560.04785153,195771,-146.25545556994453,940,2563,16.346654698145475,195599,228.88,76,,
0.001,565.5213537300001,196571,-148.0353083024945,944,2568,30.871340720138885,196330,230.62,76,,
0.001,562.14575219,197425,-148.34703408148056,948,2575,26.674143242925293,197255,221.93,76,,
0.001,,197500,-148.63012017144098,,,28.845715682823343,197398,,,175.45,429.4934652924538
0.001,546.2628893699999,198194,-149.2514472051498,952,2585,23.235489237199136,197961,197.48,76,,
0.001,542.02614955,198974,-149.5718710763114,956,2591,27.332574283683694,198735,188.58,76,,
0.001,546.7164454299999,199837,-149.34627746582032,960,2598,22.268852965748724,199585,188.85,76,,
0.001,,200000,-150.40412160147608,,,19.218421717749703,199810,,,242.0,730.6256640255451
0.001,555.3121236300001,200754,-151.14426803588867,964,2610,23.22316550569875,200506,191.28,76,,
0.001,561.64393407,201591,-151.15544173741105,968,2617,25.646743288087606,201356,192.7,77,,
0.001,570.7978198,202450,-151.30516815185547,972,2624,16.389853580431506,202195,194.93,77,,
0.001,,202500,-151.57579508998938,,,24.094897069429095,202423,,,206.6,593.172411853075
0.001,575.59226794,203310,-151.80750211663204,976,2635,18.953380737436532,203060,196.19,77,,
0.001,581.95411648,204232,-151.9352467412534,980,2642,19.995824907137,203990,198.17,77,,
0.001,,205000,-152.0874240013861,,,22.821232476973915,204869,,,241.7,700.2649569928647
,585.36919822,205128,,984,2655,,,198.89,77,,
0.001,587.8886871,205912,-152.98089892454823,988,2661,28.703645824181912,205683,199.61,77,,
0.001,588.9097672500001,206716,-152.7554686575225,992,2667,29.018828124711007,206497,200.25,77,,
0.001,,207500,-152.77900903201797,,,21.07359557733303,207300,,,206.65,647.2194701850415
,591.24115617,207537,,996,2677,,,200.16,77,,
0.001,595.09215867,208387,-153.45873704993207,1000,2684,28.380786422024602,208167,200.95,77,,
0.001,591.6961676400001,209056,-153.3353484716171,1004,2689,22.523308129464425,208854,199.79,77,,
0.001,591.7726083800001,209828,-153.44732535226004,1008,2696,22.16838542279743,209643,199.38,77,,
0.001,,210000,-153.78786671312548,,,19.312305580211593,209801,,,161.75,474.9055690437555
0.001,591.60574348,210488,-153.4550276256743,1012,2705,30.066901059377763,210295,199.03,77,,
0.001,591.62789618,211285,-154.81407118816765,1016,2710,29.22008130988296,211064,199.29,77,,
0.001,592.9067593,212057,-154.80270623101129,1020,2716,32.71319303247664,211823,199.74,78,,
0.001,,212500,-155.5626249224226,,,25.486829438320427,212445,,,211.3,644.7198987364769
0.001,592.69197474,212879,-155.67747788202195,1024,2727,43.55821154231117,212655,200.01,78,,
0.001,591.18024892,213548,-156.87853930369917,1028,2733,34.53005331005165,213345,199.79,78,,
0.001,589.4899592300001,214264,-157.9418265024821,1032,2738,27.93067918717861,214053,199.37,78,,
0.001,586.1524194100001,214994,-157.7623287698497,1036,2744,31.555484388695387,214770,198.49,78,,
0.001,,215000,-160.5583043001136,,,20.6478376315935,214967,,,207.0,661.9081824839116
0.001,599.18069625,215901,-159.77586295909452,1040,2755,23.932822904192417,215658,201.3,78,,
0.001,603.310141,216768,-161.04452892618443,1044,2762,34.5535854965175,216513,201.97,78,,
0.001,,217500,-162.21132969620203,,,23.90174356000177,217387,,,205.15,646.4146571397781
,607.15437625,217618,,1048,2774,,,201.93,78,,
0.001,612.33188488,218491,-161.60651813853872,1052,2780,30.43139104192907,218237,202.97,78,,
0.001,615.0093972899998,219357,-162.43317924167798,1056,2786,25.73759717399897,219114,203.83,78,,
0.001,,220000,-162.99679651800193,,,29.395516197636443,219760,,,269.65,822.7353781521321
0.001,617.4363160099999,220294,-163.04662724247686,1060,2801,34.994830255578805,220031,204.57,78,,
0.001,616.42716005,221156,-164.26171261796327,1064,2807,29.888803464229976,220915,204.02,78,,
0.001,616.87310802,222001,-165.26988094224842,1068,2813,28.37478131001149,221755,204.1,78,,
0.001,,222500,-165.37535926139,,,36.30420561453596,222394,,,212.75,678.7685907334089
0.001,616.4739489799999,222849,-165.26458740234375,1072,2825,38.86068294598506,222602,203.99,78,,
0.001,618.34919417,223729,-165.5625273605873,1076,2832,33.76081466261959,223484,204.19,78,,
0.001,618.25730722,224579,-166.7594413063743,1080,2839,29.83083391407309,224364,203.47,79,,
0.001,,225000,-166.8421661376953,,,32.75102153278532,224940,,,232.35,729.2735069692135
0.001,616.4916814100001,225403,-167.61964848611208,1084,2851,21.564692222966556,225166,202.75,79,,
0.001,622.040107,226278,-167.87108631294313,1088,2857,26.143462193112413,226042,203.66,79,,
0.001,628.31582662,227180,-168.79747909154648,1092,2864,17.919101658030453,226944,204.64,79,,
0.001,,227500,-170.45083845707407,,,25.26096978586676,227380,,,234.95,734.0001204609871
0.001,631.6676377599999,228086,-170.15581990179615,1096,2877,28.232183564489134,227828,205.49,79,,
0.001,632.1577311799999,228956,-170.2880389404297,1100,2883,31.41187800115077,228688,205.69,79,,
0.001,639.71462234,229827,-170.1638144753196,1104,2890,40.324645512754266,229581,207.71,79,,
0.001,,230000,-169.619040333141,,,18.7755901780847,229800,,,191.2,593.297843760252
0.001,639.6608768599998,230598,-170.3433126405228,1108,2901,34.078826150228814,230370,207.7,79,,
0.001,647.1036404900001,231452,-170.60905752830135,1112,2907,31.516971240923244,231215,209.64,79,,
0.001,654.3930130800001,232431,-171.23893162242155,1116,2914,28.637157057460985,232182,211.46,79,,
0.001,,232500,-171.6435452023068,,,26.72430700224799,232404,,,205.65,649.2195459783077
0.001,658.97094266,233316,-171.13772407906956,1120,2927,25.881562883736656,233092,212.59,79,,
0.001,660.9986957200001,234174,-171.26129407380756,1124,2933,38.491814041637,233923,212.95,79,,
0.001,,235000,-171.70907127251058,,,32.2723079374281,234855,,,228.0,716.2178651988506
,671.6409996199999,235124,,1128,2946,,,215.76,79,,
0.001,680.0115495499999,236098,-172.30849167794892,1132,2954,20.471535032445733,235845,218.34,79,,
0.001,690.2434026799998,237176,-172.38342055063399,1136,2961,28.663250696091424,236843,221.82,80,,
0.001,,237500,-172.32268693712024,,,28.101781094691667,237400,,,260.2,816.5793442130089
0.001,695.0829985200002,238249,-173.06213858742385,1140,2976,31.973481205274474,237996,223.48,80,,
0.001,697.5978937299999,239190,-173.16737968380713,1144,2983,20.667391972199773,238932,224.22,80,,
0.001,,240000,-173.31107852333471,,,30.019115906012686,239889,,,189.05,478.17744811177255
,696.1969520299999,240033,,1148,2995,,,224.15,80,,
0.001,697.5885791800001,241014,-173.445925704832,1152,3001,26.821773472610786,240670,225.23,80,,
0.001,701.6103844900001,242050,-174.23515391912986,1156,3009,38.38057119452109,241781,226.93,80,,
0.001,,242500,-174.46893270392167,,,33.967026567669166,242250,,,349.65,1119.155405008793
0.001,707.3125295999998,243162,-175.3078641357422,1160,3026,31.71719819570641,242808,228.68,80,,
0.001,700.3717298400001,243924,-175.51945535760177,1164,3033,22.568001785025693,243744,227.68,80,,
0.001,,245000,-175.8716094220271,,,38.613463044166565,244798,,,446.9,1393.9848304867744
,712.6526483800002,245154,,1168,3052,,,231.53,80,,
0.001,723.31493185,246333,-177.15893052045035,1172,3062,32.60451441036213,246060,234.84,80,,
0.001,,247500,-177.31280517578125,,,32.04860581102825,247198,,,293.95,927.7469147235155
,732.9259913599999,247538,,1176,3077,,,238.09,80,,
0.001,740.69130177,248645,-178.16850782121932,1180,3086,31.830178120657536,248354,240.66,80,,
0.001,746.7015547699999,249657,-179.64619311951753,1184,3093,35.04016786918306,249341,242.54,80,,
0.001,,250000,-179.63099344889324,,,22.54625237782796,249930,,,513.1,1575.6074569433927
0.001,764.1669859199999,251098,-180.6009383270706,1188,3114,34.30952511527322,250778,248.2,80,,
0.001,768.0826132799998,252165,-180.34752392950858,1192,3122,33.183987061485986,251852,249.85,80,,
0.001,,252500,-180.4794991016388,,,32.65785011707113,252395,,,282.5,890.9444339811802
0.001,772.10129251,253232,-179.97708317853403,1196,3136,21.083547346808693,252952,251.46,80,,
0.001,788.26181321,254680,-180.16311100551061,1200,3146,36.31300966968275,254251,257.24,80,,
0.001,,255000,-179.63713122017776,,,27.787975383710258,254969,,,355.7,1011.69460952878
0.001,817.5321877900002,256707,-180.34821457936974,1204,3166,34.03758773223106,255680,268.8,81,,
0.001,,257500,-180.25551760293604,,,29.328380102040818,257278,,,306.95,959.4176891386509
0.001,831.5800493900001,257964,-180.19219701940364,1208,3187,33.24009987315105,257631,273.66,80,,
0.001,858.7090573700001,259873,-180.868185765995,1212,3197,40.64498395653245,258846,284.21,81,,
0.001,,260000,-180.2439457092285,,,28.08658499288559,259846,,,470.1,1299.804006537795
0.001,,262500,-180.53344672066825,,,27.06418816851718,262294,,,181.65,445.0554208636284
,896.10198567,262504,,1216,3238,,,300.73,81,,
0.001,920.15917212,264381,-180.5466623677836,1220,3248,37.05526973365189,263354,310.65,81,,
0.001,,265000,-181.02404890910233,,,41.138148988323444,264759,,,533.9,1598.9711199074984
0.001,935.6857326200001,265772,-181.8557615480223,1224,3274,27.24597937243802,265431,315.98,81,,
0.001,944.5637720399999,267028,-182.18094380696616,1228,3284,25.045491596599955,266710,319.04,81,,
0.001,,267500,-182.90448070707777,,,28.456918052264623,267337,,,228.4,715.3612835377455
0.001,949.5166593199999,268108,-184.08855126609265,1232,3297,28.861675606647008,267861,320.1,81,,
0.001,949.6744555199999,269136,-184.96234295819258,1236,3303,47.35158836304605,268744,319.6,81,,
0.001,,270000,-184.84756905691964,,,36.787283520849925,269361,,,851.85,2223.549011772871
0.001,984.35104346,271656,-186.54311753168935,1240,3337,30.37054238909463,271258,334.07,81,,
0.001,,272500,-187.41501014226068,,,31.470624474492567,272354,,,519.65,1540.4659239858388
0.001,,275000,-189.53957052612304,,,31.061009656906126,274354,,,1000.0,2577.7229754298924
,1055.4491524100001,275381,,1244,3387,,,361.91,81,,
0.001,,277500,-191.5193098994944,,,29.783269342542614,277256,,,419.8,1332.6040455281734
,1099.63039498,277775,,1248,3413,,,377.42,81,,
0.001,,280000,-192.4407363447171,,,28.244051325350203,279460,,,735.8,2342.395532539487
,1139.38498954,280073,,1252,3443,,,390.59,81,,
0.001,,282500,-192.51944204897865,,,38.34818389642602,282146,,,930.55,2469.7045221477747
,1198.78733905,283173,,1256,3479,,,411.23,81,,
0.001,,285000,-192.91202639227043,,,30.920007751412587,284884,,,474.55,1441.3089494973422
,1224.48904245,285212,,1260,3505,,,420.5,81,,
0.001,,287500,-192.5357270757836,,,32.652859359620564,286849,,,797.55,2522.038763126731
0.001,1295.97171157,288223,-192.51288653205424,1264,3541,25.956805829024567,287698,442.99,81,,
0.001,,290000,-192.47021378862098,,,23.57827045752647,289179,,,1000.0,2643.7015211582184
0.001,1324.7211131499998,290534,-193.16530114746095,1268,3576,24.464862424612047,290179,453.8,81,,
0.001,,292500,-193.007078125,,,32.65123768377304,292275,,,972.3,2770.4051168233154
,1373.58929053,293302,,1272,3609,,,469.69,81,,
0.001,,295000,-193.42096707116255,,,22.462961093134243,294087,,,955.0,2664.874925366044
0.001,1415.8599988300002,296114,-193.86929946899414,1276,3646,24.19942981624603,295087,485.76,81,,
0.001,,297500,-194.2604799194336,,,29.3040033826828,297087,,,924.25,2740.8725107192995
0.001,1479.5962595400001,299496,-194.6058133110326,1280,3686,25.185735069644387,298469,508.51,81,,
0.001,,300000,-195.62343604411555,,,35.005996962206076,299905,,,823.7,2566.3855385452507
0.001,1519.42776125,301921,-195.85682119750976,1284,3720,29.873882087469102,301489,522.64,81,,
0.001,,302500,-196.7161416851106,,,19.674772487340043,302383,,,367.8,1251.0358266413211
0.001,1529.7848344200002,303624,-196.08351200883106,1288,3737,23.847403530141303,303141,525.26,81,,
0.001,,305000,-196.83916442871094,,,29.414524700164794,304597,,,719.75,2334.8430747807024
0.001,1588.8589077000004,306648,-197.53127377319336,1292,3769,32.047129165649416,306145,544.83,81,,
0.001,,307500,-198.10195525353697,,,24.887716924442966,306621,,,528.35,1717.4581056386232
0.001,1645.7818255900002,309478,-198.87550616455079,1296,3794,31.56090765094757,309066,562.46,81,,
0.001,,310000,-198.36155279477438,,,27.60584127252752,309451,,,591.85,1975.115265148878
0.001,1685.90020986,312041,-199.51813960196404,1300,3818,29.14945307985137,311487,573.61,81,,
0.001,,312500,-200.35643097848603,,,22.612526122713902,312014,,,493.85,1570.5212033092976
0.001,1693.6000075799998,313974,-200.33698654174805,1304,3838,24.028473867445577,313547,572.67,81,,
0.001,,315000,-200.1665332753171,,,27.315950723425036,314691,,,366.5,1225.5054815351964
0.001,1735.6895302700002,316468,-200.4190009152078,1308,3855,24.053212414237215,315441,585.04,82,,
0.001,,317500,-200.55536123657225,,,31.52965533876419,317441,,,968.4,3062.4559351623057
0.001,1777.41598096,319588,-200.5736493562397,1312,3890,24.365805605785198,318820,597.15,82,,
0.001,,320000,-200.405883087983,,,28.688993845230495,319561,,,801.1,2564.8103728353976
0.001,1797.4060433299999,322338,-201.68353491210937,1316,3918,24.78363593864441,321433,598.34,82,,
0.001,,322500,-203.06939478289837,,,26.86045878786161,322311,,,810.0,2712.025064069033
0.001,,325000,-203.66336700368646,,,27.67796538434836,324173,,,615.35,2000.0187462210656
0.001,1849.6055518,325583,-204.31164553833008,1320,3960,29.32301413202286,325173,612.02,82,,
0.001,,327500,-204.60172024152138,,,38.80608105817378,327153,,,522.7,1646.091432633996
0.001,1893.8147395399997,328257,-204.79915021070792,1324,3982,30.581712883209512,327688,624.85,82,,
0.001,1902.0050412899998,329705,-204.38591669782807,1328,3991,32.53955340763879,329254,626.77,82,,
0.001,,330000,-204.9118852435418,,,22.99435454382087,329678,,,377.7,1239.1603834033012
0.001,1914.92467554,331160,-205.44511885053657,1332,4005,26.33990054869316,330744,630.52,82,,
0.001,,332500,-205.41474444071451,,,25.738230246305466,331613,,,985.55,3064.849185591936
0.001,1969.8334785199997,334011,-205.57034580681915,1336,4033,28.300376396616194,332984,648.75,82,,
0.001,,335000,-206.1410627856697,,,24.448178723300856,334715,,,1000.0,3037.7016108423472
0.001,1967.88678081,336129,-206.67162493896484,1340,4061,27.166159819602967,335715,644.73,82,,
0.001,,337500,-207.6628944934254,,,29.693965941415705,337382,,,1000.0,2939.081144720316
0.001,1970.8216286100003,339409,-208.4770550842285,1344,4091,23.7250948574543,338382,640.28,82,,
0.001,,340000,-208.4466057410607,,,27.001707605083887,339773,,,555.25,1811.352626493573
0.001,1965.69526667,341340,-208.91039583280488,1348,4112,33.14044081727063,340695,635.65,83,,
0.001,,342500,-209.6079681983361,,,31.087781401780937,342210,,,1000.0,3203.384499442577
0.001,1974.9645785200003,343695,-209.4132557373047,1352,4142,28.765350184202195,343210,636.22,82,,
0.001,,345000,-210.5962743835449,,,32.16726881575585,344916,,,455.3,1437.4273655205966
0.001,1969.0020687400001,346361,-210.6808388449929,1356,4162,31.167566592613476,345334,631.88,83,,
0.001,,347500,-211.78029135937962,,,36.20976684786749,347248,,,1000.0,3127.2530426204203
0.001,2001.63255418,349275,-212.25354037475586,1360,4193,23.758243954896926,348248,640.63,83,,
0.001,,350000,-213.3920661504544,,,27.910402833516873,349646,,,427.9,1439.9875262498856
0.001,1970.31642194,351075,-213.02656716502185,1364,4212,22.261095569421958,350527,628.52,83,,
0.001,,352500,-213.85933798765524,,,32.84692201638896,352442,,,1000.0,3037.6535540431737
,1978.9842408799998,353469,,1368,4241,,,629.35,83,,
0.001,,355000,-214.64139594536323,,,38.190164480159744,354584,,,489.5,1626.5190707325935
0.001,1957.9153774499998,355451,-214.95518015985903,1372,4263,26.893794441223143,355044,621.49,83,,
0.001,,357500,-215.2240689086914,,,38.73900519394875,356981,,,757.9,2555.5434542238713
0.001,1979.2299351200002,358583,-215.03217209710016,1376,4291,35.06930167903071,357556,624.69,83,,
0.001,,360000,-215.03112499095775,,,31.21848032131406,359827,,,438.15,1388.7854344815016
0.001,1944.5183942199997,360601,-214.37284102901336,1380,4311,25.700813967818966,360136,611.05,83,,
0.001,,362500,-216.17466937255858,,,28.68427089214325,362210,,,524.0,1682.8222867250443
0.001,1956.60472828,363225,-216.9314119165594,1384,4334,39.56248988997057,362739,613.04,83,,
0.001,,365000,-217.41329054705864,,,23.98875566082106,364103,,,927.2,2576.733295851946
0.001,2024.02842849,367130,-217.91414559936524,1388,4365,24.606836790084838,366103,635.06,84,,
0.001,,367500,-218.4706416320801,,,25.469298556804656,367103,,,608.75,2081.8358501285315
0.001,,370000,-218.5351799316406,,,23.97420283484459,369716,,,639.9,1954.4466026008129
,2043.72400497,370595,,1392,4404,,,639.47,84,,
0.001,,372500,-218.09058233407828,,,26.968480148158232,372173,,,403.8,1332.0521557450295
,2021.47976104,372598,,1396,4422,,,631.2,84,,
0.001,2005.0637653100002,374670,-217.85510408942073,1400,4432,32.603302921203365,374255,626.29,84,,
0.001,,375000,-218.15895867101926,,,27.418074843809777,374643,,,930.8,2989.338086372614
0.001,1998.9845704899997,376432,-218.86138037479284,1404,4456,31.334042066116826,376031,624.58,84,,
0.001,,377500,-218.633624285907,,,26.611125047941854,377070,,,1000.0,3151.611759763956
0.001,2012.7046243999998,379359,-219.7974367980957,1408,4487,22.534687012195587,379070,628.91,84,,
0.001,,380000,-220.5436789243276,,,27.19792585518524,379332,,,976.95,3032.5815847307445
0.001,,382500,-221.45611557006836,,,37.01855201840401,381987,,,610.55,2024.5987767338752
,2021.8729919,382640,,1412,4531,,,630.52,84,,
0.001,,385000,-222.00992404174804,,,34.14492125701904,384613,,,581.5,1941.4415919005871
0.001,2037.5454926200005,385862,-222.54145164489745,1416,4557,23.137931908170383,385093,635.24,84,,
0.001,,387500,-223.39271075439453,,,24.30758171129227,387213,,,1000.0,3116.74098995924
0.001,2024.71276124,388751,-224.07852111816408,1420,4587,28.80225216078758,388213,631.68,84,,
0.001,,390000,-224.66340338134765,,,27.547941540718078,389724,,,451.8,1426.931846678257
0.001,1998.4402853100003,390631,-224.70819237988866,1424,4605,24.61047955128684,390325,623.74,84,,
0.001,,392500,-226.08141061401366,,,35.337042207241055,392268,,,504.65,1652.47848161757
,2015.40782298,392582,,1428,4623,,,628.77,84,,
0.001,2015.5004622800002,394015,-226.96706086202386,1432,4630,28.00535387073467,393679,628.55,85,,
0.001,,395000,-227.7449355920156,,,31.721569436025995,394924,,,435.85,1409.9608866602182
0.001,2004.9517886200003,396317,-227.55400968347706,1436,4647,30.04468312878279,395560,623.06,85,,
0.001,,397500,-227.2157336027726,,,27.304179462142613,396750,,,877.0,2609.1799528717993
0.001,2019.96632273,398902,-227.97015261182597,1440,4678,22.076088928676153,398465,627.73,85,,
0.001,,400000,-228.6975290497388,,,41.7520316520104,399200,,,909.1,2967.620821994543
0.001,1982.8068982899997,400952,-227.23925912307084,1444,4702,30.648555825824385,400442,615.43,85,,
0.001,,402500,-228.72855967098906,,,35.6413433723843,402313,,,509.6,1698.7591057389975
0.001,2014.81918861,403963,-228.48135473789313,1448,4723,28.96889163058604,402936,626.23,85,,
0.001,,405000,-227.90967952570267,,,21.60613181117027,404596,,,666.85,1950.96462379992
0.001,2013.5167665899999,406427,-228.69717710884055,1452,4747,26.630928757771922,405400,627.32,85,,
0.001,,407500,-228.199936395959,,,29.382902187637136,407412,,,609.15,2009.6287047892808
,1993.8524165099998,408346,,1456,4769,,,619.85,85,,
0.001,,410000,-229.27894564819337,,,23.448793197631836,409650,,,1000.0,3212.7671899557113
0.001,1984.3526381299996,410979,-229.86246166992188,1460,4797,33.21623406815529,410650,617.04,85,,
0.001,,412500,-229.62581137084962,,,26.9742540743351,411952,,,796.45,2644.5256807237865
0.001,2043.3348417300003,414605,-229.99131283569335,1464,4825,33.930051530838014,413578,635.3,85,,
0.001,,415000,-231.14883117675782,,,23.15265643456403,414918,,,1000.0,3214.800129491091
0.001,,417500,-230.96914169311523,,,27.27425085425377,416918,,,997.4,3151.4151266634462
,2074.4214753999995,417945,,1468,4879,,,644.76,85,,
0.001,,420000,-231.23223287847978,,,20.085195987662182,419199,,,935.2,2963.093452951312
0.001,2109.5019890199997,421026,-231.52909548950194,1472,4912,24.39260251069069,420199,655.75,85,,
0.001,,422500,-231.23434633770887,,,23.388670070887205,421805,,,972.7,3038.9225298315287
0.001,2130.94912006,424832,-231.79308181762696,1476,4946,26.225154485225676,423805,662.49,85,,
0.001,,425000,-231.93590103149415,,,29.242098689079285,424805,,,732.45,2488.8735660523175
0.001,,427500,-231.5993103942871,,,29.27043601846695,427130,,,943.7,3057.7408264696596
,2175.67687764,428157,,1480,4992,,,675.56,85,,
0.001,,430000,-232.41630684245717,,,27.17013851192826,429835,,,967.25,3117.021356296539
0.001,2212.4522937899997,431814,-232.9349670715332,1484,5025,29.41464625120163,430835,685.89,85,,
0.001,,432500,-232.3477686393161,,,25.214152740580694,431787,,,1000.0,3230.612483805418
0.001,,435000,-232.85998599243163,,,25.315000730276108,434527,,,1000.0,3262.428899294138
,2209.82752801,435554,,1488,5077,,,684.24,85,,
0.001,,437500,-234.07575720214842,,,30.68803317642212,436527,,,629.65,2081.392232251167
0.001,2211.2254645,438982,-234.63176138305664,1492,5108,31.84498644542694,438527,683.87,85,,
0.001,,440000,-235.10346746826173,,,24.95876117491722,439955,,,955.45,3114.4964685708283
0.001,,442500,-235.85256451416015,,,27.671516661167146,441955,,,1000.0,3150.030699390173
,2273.6304518999996,442982,,1496,5160,,,703.84,85,,
0.001,,445000,-235.7115606994629,,,23.663758613824843,444955,,,997.4,3250.3739217221737
0.001,2332.9497981600002,446812,-236.36406088256837,1500,5195,24.139317553520204,445955,721.42,86,,
0.001,,447500,-236.7602302658726,,,24.089228403989008,447210,,,1000.0,3183.885180282593
0.001,,450000,-236.5309965823178,,,24.707927753609482,449063,,,786.7,2568.1593021690846
,2379.5354210299997,450090,,1504,5242,,,736.58,85,,
0.001,,452500,-236.4897164776758,,,26.498121301463392,451711,,,948.85,3158.8931064903736
0.001,2383.51187545,453063,-237.43774002075196,1508,5275,27.66236776304245,452711,737.04,85,,
0.001,,455000,-236.36285095214845,,,25.797791297197342,454456,,,1000.0,3282.317522034049
0.001,2389.98571529,456483,-236.45302542114257,1512,5307,26.465579019784926,455456,738.43,86,,
0.001,,457500,-237.59299392700194,,,25.2965951256752,457456,,,1000.0,3193.914992880821
0.001,,460000,-238.08418713378907,,,29.906854652643204,459456,,,992.3,3269.433366048336
,2416.17993608,460483,,1516,5358,,,746.21,85,,
0.001,,462500,-238.19274822998048,,,36.89523111009598,462456,,,1000.0,3355.5066407233476
0.001,2454.6496136700002,464483,-238.81987255859374,1520,5394,20.878730800390244,463456,757.32,86,,
0.001,,465000,-238.96425668334962,,,25.53982027387619,464456,,,1000.0,3265.907262456417
0.001,,467500,-239.67892169189454,,,21.445625642061234,467456,,,1000.0,3362.5061265826225
,2527.3470054699997,468483,,1524,5449,,,778.52,85,,
0.001,,470000,-239.91006469726562,,,23.18617613697052,469456,,,1000.0,3299.680392163992
0.001,2575.77813055,471829,-239.29894134521484,1528,5488,31.11471439218521,471456,792.47,85,,
0.001,,472500,-239.51699590958611,,,26.097957637957755,471802,,,789.8,2477.1989693373444
0.001,,475000,-240.6890855102539,,,23.291752326011657,474597,,,1000.0,3339.0831920295955
,2653.4259761699996,475624,,1532,5535,,,816.09,85,,
0.001,,477500,-241.9761364135742,,,31.800861193180083,476597,,,1000.0,3305.9608000814915
0.001,2707.89939151,479624,-241.90129885864258,1536,5574,31.430435366630554,478597,833.07,86,,
0.001,,480000,-242.3776598510742,,,27.370559975862502,479597,,,1000.0,3293.292663174868
0.001,,482500,-243.15253851963922,,,27.81038195009415,482013,,,1000.0,3292.056836348772
,2738.7185473199993,483040,,1540,5627,,,841.38,85,,
0.001,,485000,-243.10368488453054,,,25.909980288969106,484336,,,1000.0,3275.431785568595
0.001,2781.8879485899997,486363,-243.72940682983398,1544,5662,28.604738806962967,485336,854.11,85,,
0.001,,487500,-243.34481455945323,,,25.362279359364912,487221,,,1000.0,3288.060896915197
0.001,2793.3853968299995,489662,-244.13245825195312,1548,5699,23.819561295509338,489221,856.99,85,,
0.001,,490000,-243.44445292154947,,,29.709436732789744,489635,,,1000.0,3313.299968010187
0.001,,492500,-243.8688158569336,,,12.266562387466431,491635,,,1000.0,3275.033752775192
0.001,2848.47719521,493662,-244.8990771484375,1552,5753,22.231611121177675,492635,872.35,85,,
0.001,,495000,-244.90714331054687,,,27.115758180379867,494635,,,1000.0,3290.9135504066944
0.001,2908.7183741100002,497474,-245.28718893432617,1556,5790,16.882184078931807,496635,891.28,85,,
0.001,,497500,-245.1165083335538,,,26.60653289726802,497447,,,1000.0,3346.8110626965763
0.001,,500000,-245.36312564086913,,,28.899986726045608,499447,,,1000.0,3342.1423543572428
0.001,2957.7878838299994,501474,-245.5662649230957,1560,5838,20.4624041223526,500447,904.95,85,,
0.001,,502500,-246.43460766601564,,,26.028224763870238,502447,,,670.4,2146.036121490598
0.001,,505000,-246.43089297485352,,,36.34037223625183,504447,,,1000.0,3202.099615946412
,2967.8748168800003,505474,,1564,5886,,,908.69,85,,
0.001,,507500,-247.53216616821288,,,30.37066035747528,507447,,,1000.0,3302.1936808913947
0.001,2989.2457537100004,509474,-247.7275570373535,1568,5924,22.261109797239303,508447,915.29,86,,
0.001,,510000,-248.23933575439452,,,33.70089201593399,509447,,,1000.0,3127.42059841156
0.001,,512500,-249.83475177001952,,,22.287242684841157,512447,,,492.2,1534.9295523971318
,2992.97014453,512736,,1572,5968,,,917.1,85,,
0.001,,515000,-250.1119253469068,,,29.63155937167101,514569,,,695.05,2221.7842539966105
0.001,2977.30729257,516110,-250.31187041167618,1576,5994,30.330237034229917,515083,912.78,86,,
0.001,,517500,-251.4315489807129,,,22.594904509305955,517083,,,1000.0,3312.953309610486
0.001,2972.2544283599996,519258,-250.95261508178712,1580,6030,24.09063085436821,519083,911.01,86,,
0.001,2859.56353418,519592,-251.29650751749674,1584,6032,8.616187949975332,519520,877.78,86,,
0.001,2746.8007613699992,519934,-251.35305205869003,1588,6034,50.23024888777397,519883,843.8,86,,
0.001,,520000,-252.08775202433267,,,33.68013405799866,519907,,,223.8,634.1629483312369
0.001,2652.2159870600003,520566,-252.7648468017578,1592,6040,23.034009880956575,520284,815.84,86,,
0.001,,522500,-253.32629238891602,,,28.27951328921318,521720,,,808.85,2631.7359934449196
,2590.7275569399994,522747,,1596,6058,,,797.65,86,,
0.001,,525000,-257.5791903076172,,,26.815701292514802,524720,,,1000.0,3255.510471403599
0.001,2594.11320395,526747,-258.813920501709,1600,6092,30.507362085342407,525720,799.35,86,,
0.001,,527500,-257.9493837585449,,,25.35391460895538,526720,,,1000.0,3283.1529315412045
0.001,,530000,-256.1694111328125,,,24.77243410873413,529720,,,1000.0,3312.9689214885234
,2621.60007254,530747,,1604,6147,,,806.57,86,,
0.001,,532500,-254.1307191772461,,,29.360319041728975,531720,,,1000.0,3330.318760889769
