train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.506650447845459,1152,11,1051,-121.74429749999999,4,0.73042893409729,100,0.0003,-4.1698079109191895,288.0,-22.755596160888672,,
1.3373689651489258,1543,15,1442,-86.571946125,8,0.650320291519165,96,0.0003,-5.645725250244141,192.875,-27.50741195678711,,
1.234119176864624,2694,29,2593,-109.80308933333333,12,0.4625820219516754,90,0.0003,-9.826998710632324,224.5,-35.565406799316406,,
0.7007073163986206,5000,,4899,,,0.23537121713161469,,0.0003,-17.687419891357422,,-39.251609802246094,218.92394651543873,815.4
0.8987570405006409,5724,75,5623,-190.436172125,16,0.19038599729537964,75,0.0003,-19.420074462890625,357.75,-37.92361831665039,,
0.8845994472503662,6314,82,6213,-169.18437145000001,20,0.16032570600509644,76,0.0003,-20.74878692626953,315.7,-36.72404479980469,,
0.936305046081543,7465,96,7364,-166.3022455,24,0.11483688652515411,77,0.0003,-24.04106903076172,311.0416666666667,-34.00010299682617,,
0.5302068591117859,9535,120,9434,-173.53867228571426,28,0.06354700028896332,79,0.0003,-28.127552032470703,340.5357142857143,-27.35179901123047,,
0.42698967456817627,10000,,9899,,,0.055716972798109055,,0.0003,-27.838455200195312,,-26.175853729248047,78.2879610013828,412.9
0.3914976418018341,10355,136,10254,-158.036003875,32,0.050433896481990814,76,0.0003,-27.517255783081055,323.59375,-24.999252319335938,,
0.2486325055360794,12639,161,12538,-129.73638347222223,36,0.027383901178836823,78,0.0003,-24.307130813598633,351.0833333333333,-20.348342895507812,,
0.17668983340263367,15000,,14899,,,0.01632423885166645,,0.0003,-11.410484313964844,,-19.639484405517578,528.1529203879879,1000.0
0.14060081541538239,16639,221,16538,-56.98356039999999,40,0.012577079236507416,75,0.0003,-5.179171562194824,415.975,-21.336288452148438,,
0.12281644344329834,20000,,19899,,,0.011489508673548698,,0.0003,0.43663328886032104,,-26.147546768188477,712.7013880506158,1000.0
0.09908509999513626,20639,282,20538,15.468525954545468,44,0.01186568196862936,73,0.0003,0.7959930300712585,469.0681818181818,-27.09328842163086,,
0.12533491849899292,24639,327,24538,78.69378747916666,48,0.012695599347352982,75,0.0003,0.6896189451217651,513.3125,-32.57384490966797,,
0.10316547006368637,25000,,24899,,,0.012937573716044426,,0.0003,-0.9865701198577881,,-33.1527214050293,852.3920116429217,1000.0
