rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/episodes,time/fps,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/learning_rate,eval/mean_reward,eval/mean_ep_length
4.0,0,16,4,483,-3.739111,,,,,,,,
4.5,0,36,8,505,-4.42112725,,,,,,,,
4.416666666666667,0,53,12,555,-4.841272916666667,,,,,,,,
4.9375,0,79,16,575,-5.9848508124999995,,,,,,,,
4.9,0,98,20,595,-5.890594799999999,,,,,,,,
4.791666666666667,0,115,24,280,-5.702764249999999,14,-11.39533805847168,23.53217315673828,-0.07763583213090897,0.9960929155349731,0.0003,,
4.571428571428571,0,128,28,207,-5.579469857142856,27,-12.100018501281738,25.86832046508789,-0.15748777985572815,0.9921869039535522,0.0003,,
4.8125,1,154,32,145,-5.93075859375,53,-12.144139289855957,22.412559509277344,-0.31564414501190186,0.9844167232513428,0.0003,,
4.888888888888889,1,176,36,124,-5.893067527777778,75,-12.825404167175293,19.684547424316406,-0.4488058388233185,0.9778981804847717,0.0003,,
4.875,1,195,40,113,-5.7491614,94,-12.343664169311523,20.211811065673828,-0.5650778412818909,0.9723079204559326,0.0003,,
4.840909090909091,1,213,44,106,-5.634686886363637,112,-13.096061706542969,16.835893630981445,-0.6750196218490601,0.9670438766479492,0.0003,,
4.895833333333333,2,235,48,99,-5.643370020833333,134,-13.249494552612305,13.844454765319824,-0.8062047958374023,0.9606558084487915,0.0003,,
5.0,2,260,52,93,-5.651235615384616,159,-14.273368835449219,6.55056095123291,-0.9529210329055786,0.9534673690795898,0.0003,,
5.035714285714286,3,282,56,90,-5.680426696428571,181,-14.275784492492676,4.490448951721191,-1.0754656791687012,0.947202742099762,0.0003,,
5.1,3,306,60,86,-5.658344733333333,205,-14.948240280151367,4.568477153778076,-1.2116687297821045,0.9404460191726685,0.0003,,
5.25,4,336,64,83,-5.526139296875,235,-15.243265151977539,2.878222942352295,-1.3794713020324707,0.9320961236953735,0.0003,,
5.1911764705882355,4,353,68,82,-5.383236544117646,252,-15.924471855163574,2.609558582305908,-1.4898006916046143,0.9274085760116577,0.0003,,
5.138888888888889,4,370,72,81,-5.279782027777778,269,-15.103452682495117,2.4343364238739014,-1.5920648574829102,0.9227520823478699,0.0003,,
5.2631578947368425,5,400,76,79,-5.484501263157895,299,-16.118450164794922,2.509411573410034,-1.756148338317871,0.9145787358283997,0.0003,,
5.2125,5,417,80,78,-5.36257445,316,-15.672971725463867,2.7413368225097656,-1.86548912525177,0.909971296787262,0.0003,,
5.25,5,441,84,77,-5.3403468809523815,340,-16.267704010009766,2.2777957916259766,-2.010667562484741,0.90348219871521,0.0003,,
5.261363636363637,6,463,88,76,-5.282732352272728,362,-16.840181350708008,1.9431047439575195,-2.1432199478149414,0.8975645303726196,0.0003,,
5.282608695652174,6,486,92,75,-5.266604565217391,385,-15.933794975280762,2.3628969192504883,-2.266684055328369,0.8914180397987366,0.0003,,
5.291666666666667,6,508,96,74,-5.285017572916667,407,-16.795570373535156,2.1846513748168945,-2.406541585922241,0.8855835795402527,0.0003,,
5.36,7,536,100,74,-5.361845130000001,435,-17.344627380371094,2.4512171745300293,-2.58561635017395,0.8782138228416443,0.0003,,
5.42,7,558,104,73,-5.41298634,457,-17.729215621948242,2.347313404083252,-2.6930623054504395,0.8724541664123535,0.0003,,
5.41,7,577,108,73,-5.376706270000001,476,-17.556964874267578,2.221076488494873,-2.8244986534118652,0.8675143718719482,0.0003,,
5.51,8,604,112,72,-5.348874910000001,503,-16.387916564941406,1.6817336082458496,-2.968366861343384,0.8605311512947083,0.0003,,
5.45,8,624,116,71,-5.166678020000001,523,-16.706321716308594,2.0362040996551514,-3.098541498184204,0.8553922176361084,0.0003,,
5.53,9,651,120,71,-5.16448844,550,-16.74237823486328,1.9846787452697754,-3.245695114135742,0.848507285118103,0.0003,,
5.57,9,672,124,70,-5.1687651400000005,571,-16.891815185546875,2.4608545303344727,-3.3750927448272705,0.8431995511054993,0.0003,,
5.62,9,690,128,70,-5.10699723,589,-16.955108642578125,2.939908981323242,-3.4720475673675537,0.8386716842651367,0.0003,,
5.6,10,714,132,70,-4.947877289999999,613,-17.249305725097656,2.7684004306793213,-3.6061668395996094,0.832679271697998,0.0003,,
5.63,10,739,136,69,-4.900728699999999,638,-16.59134292602539,2.287025213241577,-3.7607011795043945,0.8264894485473633,0.0003,,
5.71,11,766,140,69,-4.975829999999999,665,-17.48287010192871,2.0355632305145264,-3.923558235168457,0.8198499083518982,0.0003,,
5.68,11,781,144,69,-4.94195784,680,-17.85202407836914,2.540440082550049,-4.018730163574219,0.8161832094192505,0.0003,,
5.79,11,814,148,68,-4.9403918099999995,713,-17.002647399902344,2.2467293739318848,-4.187798976898193,0.8081901669502258,0.0003,,
5.78,12,838,152,68,-4.89089766,737,-17.34357452392578,2.766530990600586,-4.3133392333984375,0.8024352788925171,0.0003,,
5.83,12,865,156,68,-4.846392359999999,764,-16.45352554321289,2.552478790283203,-4.470944404602051,0.7960176467895508,0.0003,,
5.8,13,886,160,67,-4.7969399699999995,785,-16.203033447265625,1.5872129201889038,-4.609742164611816,0.7910686731338501,0.0003,,
5.68,13,904,164,67,-4.846439609999999,803,-17.53083038330078,3.127567768096924,-4.675014495849609,0.7868518829345703,0.0003,,
5.77,13,930,168,67,-4.91168591,829,-16.804176330566406,3.5338778495788574,-4.822079658508301,0.7808116674423218,0.0003,,
5.76,14,946,172,67,-4.8795622000000005,845,-17.221445083618164,3.5831942558288574,-4.918630123138428,0.7771248817443848,0.0003,,
5.68,14,968,176,67,-4.6845219799999995,867,-16.886579513549805,2.921903133392334,-5.034262657165527,0.7720845341682434,0.0003,,
5.73,14,990,180,67,-4.78787705,889,-17.10393524169922,3.926300048828125,-5.18242073059082,0.7670739889144897,0.0003,,
5.7,15,1011,184,66,-4.73752832,910,-16.605327606201172,3.9517250061035156,-5.310194969177246,0.7623104453086853,0.0003,,
5.68,15,1031,188,66,-4.7436095400000005,930,-17.174701690673828,4.594948768615723,-5.39326286315918,0.7577967643737793,0.0003,,
5.67,15,1053,192,66,-4.66173913,952,-16.724403381347656,3.780816078186035,-5.568962574005127,0.7528780102729797,0.0003,,
5.71,16,1079,196,66,-4.6514741399999995,978,-16.40047836303711,4.886146545410156,-5.652088165283203,0.7470890879631042,0.0003,,
5.61,16,1097,200,66,-4.51149386,996,-16.995317459106445,5.33828067779541,-5.774074077606201,0.7431132197380066,0.0003,,
5.55,16,1113,204,66,-4.46045706,1012,-17.029909133911133,3.857103109359741,-5.866806983947754,0.7395933270454407,0.0003,,
5.54,17,1131,208,66,-4.448446140000001,1030,-15.815896987915039,4.401766777038574,-6.037945747375488,0.7356457114219666,0.0003,,
5.49,17,1153,212,66,-4.458004109999999,1052,-15.880036354064941,6.019287109375,-6.113190650939941,0.7308456897735596,0.0003,,
5.51,17,1175,216,66,-4.50992004,1074,-16.27004623413086,4.57924747467041,-6.290454864501953,0.7260827422142029,0.0003,,
5.39,18,1190,220,66,-4.401788720000002,1089,-15.637260437011719,4.971642017364502,-6.321497917175293,0.7228489518165588,0.0003,,
5.45,18,1217,224,65,-4.445446250000001,1116,-15.804601669311523,4.947089195251465,-6.491707801818848,0.7170661091804504,0.0003,,
5.6,19,1250,228,65,-4.581824699999999,1149,-16.360431671142578,4.380175590515137,-6.61701774597168,0.7100613713264465,0.0003,,
5.56,19,1270,232,65,-4.55988101,1169,-15.789299011230469,5.301224708557129,-6.735342025756836,0.7058649063110352,0.0003,,
5.48,19,1287,236,65,-4.48154233,1186,-15.524141311645508,5.017758846282959,-6.883919715881348,0.7023211717605591,0.0003,,
5.42,20,1308,240,65,-4.38262223,1207,-15.551412582397461,4.332671642303467,-7.053109645843506,0.697951078414917,0.0003,,
5.44,20,1325,244,65,-4.33882115,1224,-15.42745590209961,5.81538200378418,-7.191984176635742,0.6944308876991272,0.0003,,
5.29,20,1343,248,65,-4.314299600000001,1242,-15.29664421081543,7.3250017166137695,-7.136263370513916,0.6907236576080322,0.0003,,
5.31,21,1369,252,64,-4.2964210000000005,1268,-16.105281829833984,7.291699409484863,-7.305276870727539,0.6854147911071777,0.0003,,
5.23,21,1388,256,64,-4.22322132,1287,-15.732544898986816,7.222565650939941,-7.438483238220215,0.6815687417984009,0.0003,,
5.23,21,1409,260,64,-4.23223589,1308,-15.275121688842773,6.927821159362793,-7.542498588562012,0.6773445010185242,0.0003,,
5.28,22,1432,264,64,-4.21376012,1331,-15.32375717163086,6.9486470222473145,-7.703802585601807,0.6727423071861267,0.0003,,
5.22,22,1452,268,64,-4.13577721,1351,-15.10043716430664,6.261065483093262,-7.8257598876953125,0.6687605977058411,0.0003,,
5.29,22,1475,272,64,-4.1781888799999995,1374,-15.118820190429688,7.687304496765137,-7.950084686279297,0.6642132997512817,0.0003,,
5.22,23,1490,276,64,-4.10965011,1389,-13.863271713256836,6.7010040283203125,-7.974237442016602,0.6612668037414551,0.0003,,
5.22,23,1512,280,64,-4.004284930000001,1411,-14.984898567199707,8.872455596923828,-8.124319076538086,0.6569738984107971,0.0003,,
5.2,23,1531,284,64,-4.02067194,1430,-14.201229095458984,6.148685932159424,-8.276375770568848,0.6532809734344482,0.0003,,
5.21,24,1552,288,64,-4.0387710199999995,1451,-14.346563339233398,6.913344860076904,-8.382377624511719,0.6492143869400024,0.0003,,
5.24,24,1577,292,63,-4.18085696,1476,-13.339567184448242,7.833573341369629,-8.57264518737793,0.6443943381309509,0.0003,,
5.19,25,1598,296,63,-4.096366539999999,1497,-13.991408348083496,6.8376784324646,-8.684602737426758,0.6403810381889343,0.0003,,
