train/n_updates,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,train/actor_loss,train/learning_rate,time/total_timesteps,train/critic_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
124752,,,,,-55.641628028869626,0.001,125000,0.967141166061163,,1031.2394926703535,1000.0
125752,144,990.5,892,142,-56.0216954498291,0.001,126795,0.9645716630220413,923.2717935000001,,
128915,148,982.13,909,142,-56.99319470977783,0.001,129958,1.0491462593376637,927.2116567799999,,
129915,,,,,-57.289418968200685,0.001,130000,1.1029891215264798,,1247.200889562047,1000.0
132915,152,982.13,942,142,-58.4873941116333,0.001,133958,1.1737177405953407,959.9778868499999,,
134915,,,,,-59.06661823272705,0.001,135000,1.257263755083084,,1525.1734271053574,1000.0
136915,156,991.63,971,141,-59.734163063049316,0.001,137958,1.4256733458042146,999.0148154000001,,
139915,,,,,-60.9741012802124,0.001,140000,1.4362006306648254,,1460.1645655035973,1000.0
140915,160,991.63,1002,141,-61.29997995758057,0.001,141958,1.3987362104654313,1016.9422499899999,,
144915,,,,,-62.65550453948975,0.001,145000,1.6364375216364861,,1546.7379836872453,943.1
,164,991.63,1032,141,,,145958,,1044.4776782899999,,
148756,168,990.04,1052,142,-63.73327829718873,0.001,149799,1.821474302537943,1052.6701817,,
149756,,,,,-64.0408812866211,0.001,150000,1.6779816467761994,,1288.3422855343204,1000.0
152756,172,990.04,1083,141,-65.53212119293212,0.001,153799,1.5253107325434685,1078.6184269,,
154756,,,,,-66.31184670257568,0.001,155000,1.8080390910506248,,1439.2401735077613,901.8
156756,176,990.04,1112,141,-67.0560835571289,0.001,157799,1.7131883526444436,1110.97387131,,
159756,,,,,-68.56489394378661,0.001,160000,1.9059092410206795,,1726.2540588192642,1000.0
160756,180,990.04,1143,141,-69.02653050994873,0.001,161799,1.9200290345549584,1141.96542739,,
164756,,,,,-70.89740579223633,0.001,165000,1.9365102803707124,,1272.082870798034,1000.0
,184,990.04,1174,141,,,165799,,1177.3442904400001,,
168756,188,990.04,1195,142,-73.08607916259766,0.001,169799,2.0728459745049475,1212.82782368,,
169756,,,,,-73.50150765991211,0.001,170000,2.0394129152297973,,1793.6803537502885,1000.0
172756,192,990.04,1225,141,-75.52496116638184,0.001,173799,2.237797301530838,1247.4414485000002,,
174756,,,,,-76.74730145263672,0.001,175000,2.408998997807503,,1805.068910831958,1000.0
176756,196,981.1,1255,140,-77.84528964233398,0.001,176905,2.330248305439949,1265.5999128800001,,
179679,,,,,-79.14914651489258,0.001,180000,2.6289214202165603,,1728.8753598313779,1000.0
,200,979.27,1280,141,,,180722,,1265.8387666099998,,
182362,204,964.19,1295,141,-80.11812936401367,0.001,183214,3.6118370651006697,1231.8432219099998,,
184113,,,,,-81.04231443627877,0.001,185000,3.559906631138674,,1856.2204926365987,1000.0
186113,208,963.61,1323,141,-82.21009408569336,0.001,187156,3.261153317451477,1268.7063473300002,,
189113,,,,,-84.10026345825196,0.001,190000,4.773155273795128,,1878.0761567168636,1000.0
190113,212,963.61,1352,141,-84.8637499847412,0.001,191156,4.205356651425362,1300.47581689,,
194113,,,,,-86.51255346679687,0.001,195000,3.3287441329956056,,1867.8924425175878,1000.0
,216,963.61,1383,141,,,195156,,1305.10460546,,
198113,220,963.61,1405,141,-88.71583943176269,0.001,199156,4.225149573564529,1340.14036038,,
199113,,,,,-89.20779675292968,0.001,200000,4.425266439795494,,1653.0059327594936,842.9
202113,224,963.61,1432,141,-90.24930770874023,0.001,203156,3.9699415631294253,1375.7607397699999,,
204113,,,,,-91.24706898498535,0.001,205000,4.882457378149033,,1877.4035847628488,916.0
206113,228,963.61,1461,141,-92.42656736755372,0.001,207156,4.7321790376901625,1407.7011113199999,,
209429,,,,,-94.32220046997071,0.001,210000,4.97598761677742,,1571.9627261647954,1000.0
,232,956.77,1488,141,,,210472,,1431.0242380299999,,
213429,236,946.99,1508,141,-96.35051069641113,0.001,213494,5.189201585292816,1442.1123096400001,,
214451,,,,,-96.87298223876954,0.001,215000,5.08817686009407,,2033.5961196554708,1000.0
216451,240,942.4,1533,141,-97.74815571594239,0.001,217035,6.144146859169006,1460.5404317300004,,
219778,,,,,-99.68271761207484,0.001,220000,5.270192852760393,,1569.0159942109372,1000.0
,244,940.26,1562,141,,,220821,,1497.1141449099998,,
222222,248,930.58,1575,141,-100.6315361893417,0.001,223016,5.1368417210049095,1496.16680441,,
223973,,,,,-100.84916249084473,0.001,225000,6.2772133951187135,,1528.9181625858648,870.7
225038,252,921.23,1597,141,-101.34885799523556,0.001,226081,9.474425279177153,1455.9868178200004,,
228457,256,914.46,1614,142,-102.11238127136231,0.001,229404,8.237542909622192,1429.23050373,,
229361,,,,,-102.03001268775063,0.001,230000,8.116586547509758,,981.8131153477356,805.3
232173,260,912.58,1642,142,-102.50119217745777,0.001,233216,8.045883585960407,1391.9047034,,
234173,,,,,-102.62690596008301,0.001,235000,7.513234873533249,,1819.0525110907852,851.4
236173,264,912.58,1671,141,-102.5421721496582,0.001,237216,7.646407262563706,1346.67374735,,
239213,,,,,-101.27967109680176,0.001,240000,7.123449248075485,,2169.1873126499354,1000.0
,268,904.57,1696,141,,,240256,,1371.4205537100001,,
243213,272,904.57,1718,142,-102.93770747375488,0.001,244256,8.190862597703934,1349.0540727899997,,
244213,,,,,-102.31614179992675,0.001,245000,8.391368199110032,,1424.3497063666116,972.7
247213,276,904.57,1747,142,-102.86496540832519,0.001,248256,8.65447976088524,1365.50186544,,
249213,,,,,-103.66718647766113,0.001,250000,8.37133506655693,,2134.8780228734017,1000.0
251213,280,904.57,1780,141,-104.21886199951172,0.001,252256,8.297099050045013,1383.9131081799997,,
254489,,,,,-105.53692736816406,0.001,255000,8.272581894874573,,2222.039265618846,1000.0
,284,897.33,1810,141,,,255532,,1384.1314513,,
258489,288,897.33,1833,141,-107.92646589660644,0.001,259532,8.153856035709381,1399.4841803,,
259489,,,,,-108.21618739318848,0.001,260000,9.05195783019066,,2105.4100431714674,1000.0
262489,292,897.33,1866,141,-110.03594422912597,0.001,263532,8.311367205619812,1414.73577951,,
264489,,,,,-111.28528147888184,0.001,265000,8.027634790420532,,2061.888498678943,1000.0
266489,296,906.27,1898,140,-112.40511471557618,0.001,267532,8.201903924703599,1428.86614766,,
269489,,,,,-113.81603964233399,0.001,270000,9.271810481786728,,2288.2363910292247,1000.0
270489,300,908.1,1929,140,-113.95241836547852,0.001,271532,8.442652742385864,1481.2604783499999,,
274489,,,,,-114.52612002563477,0.001,275000,8.789612394571304,,2224.274899535626,1000.0
,304,923.18,1961,140,,,275532,,1484.4539666599999,,
278489,308,923.76,1982,141,-115.08196266174316,0.001,279532,9.87781561088562,1493.6358258900002,,
279489,,,,,-115.62433706665038,0.001,280000,9.550541255235672,,2012.0242193215272,902.5
282489,312,923.76,2012,140,-115.4472433013916,0.001,283532,10.97061634016037,1491.6328873299997,,
284489,,,,,-116.09178898620605,0.001,285000,10.679110201120377,,1824.2165241218986,1000.0
286489,316,923.76,2043,140,-116.05917471313477,0.001,287532,10.156481106758118,1528.80047732,,
289489,,,,,-117.2718458404541,0.001,290000,9.610047138929367,,2302.838350141747,1000.0
290489,320,923.76,2075,140,-117.70325578308106,0.001,291532,11.346752204895019,1547.0788766300002,,
294489,,,,,-119.08006552124023,0.001,295000,9.892666163444519,,2433.376017730124,1000.0
,324,923.76,2105,140,,,295532,,1565.0078037399999,,
298489,328,923.76,2126,140,-120.94589915466308,0.001,299532,10.210192094802856,1582.15631204,,
299489,,,,,-120.96441877746582,0.001,300000,9.509274544239045,,2237.5215084475467,1000.0
302324,332,928.95,2157,140,-123.00708726501465,0.001,303367,9.614714021682738,1609.5645048899999,,
304324,,,,,-123.73851771545411,0.001,305000,9.239879359722137,,2320.8471495988547,1000.0
306324,336,938.73,2188,140,-124.48692588806152,0.001,307367,9.954627552747727,1644.6752008600001,,
309324,,,,,-125.7709130859375,0.001,310000,10.058729914665221,,2416.5626939717213,994.4
310324,340,943.32,2217,140,-126.41810989379883,0.001,311367,11.127567677497863,1669.7793533299998,,
314324,,,,,-127.91432774353028,0.001,315000,9.54244588637352,,2536.4204531557857,1000.0
,344,945.46,2248,140,,,315367,,1691.98801415,,
317333,348,953.6,2265,140,-128.04726399230958,0.001,318376,11.368884933948516,1683.8330255100002,,
319333,,,,,-128.52491847229004,0.001,320000,11.023762701034546,,2310.065206015017,1000.0
321333,352,962.95,2296,140,-128.80877745056154,0.001,322376,11.090740710735322,1761.8243672199999,,
324727,,,,,-131.35883834838867,0.001,325000,11.640532501220703,,2585.7677149811047,1000.0
,356,963.66,2324,140,,,325770,,1815.0821601099994,,
328727,360,965.54,2346,140,-132.29220277404787,0.001,329770,11.355953530073165,1901.69568183,,
329727,,,,,-133.06206756591797,0.001,330000,10.60731268310547,,2544.3150711801836,1000.0
332727,364,965.54,2375,140,-134.3686629638672,0.001,333770,11.363381474494934,1966.2450868000003,,
334946,,,,,-134.9146283416748,0.001,335000,11.201836207866668,,2189.2922025312205,1000.0
335946,368,967.33,2400,140,-134.70461720275878,0.001,336989,13.494602765083313,1980.7535038699998,,
339946,,,,,-134.6283695373535,0.001,340000,12.095702319145202,,2605.698826648621,1000.0
,372,967.33,2431,140,,,340989,,2046.6350982099998,,
343946,376,967.33,2452,140,-137.10537770080566,0.001,344989,14.696532558441161,2033.0987259100002,,
344946,,,,,-136.79625932312013,0.001,345000,15.233883771896362,,2110.138536375028,904.2
347946,380,967.33,2481,140,-137.656935836792,0.001,348989,11.913607817173004,2051.46476356,,
349946,,,,,-137.1637147369385,0.001,350000,13.299542875289918,,2465.612884589168,1000.0
351946,384,974.57,2511,140,-137.416575881958,0.001,352989,13.829064272880554,2079.73795479,,
354587,,,,,-138.35315693664552,0.001,355000,13.466135619163513,,2697.085406005755,1000.0
355587,388,970.98,2540,140,-138.36684910583497,0.001,356630,11.96231456708908,2090.74720744,,
359587,,,,,-140.04867208862305,0.001,360000,12.08102862071991,,2780.6396781399844,1000.0
,392,970.98,2570,140,,,360630,,2110.62786543,,
363324,396,968.35,2590,140,-141.4576142578125,0.001,364367,12.802067684173585,2139.7112435399995,,
364324,,,,,-141.01857716369628,0.001,365000,13.064566928386688,,2481.303714109864,926.2
367324,400,968.35,2620,140,-142.05843426513673,0.001,368367,14.570015239238739,2160.7203229599995,,
369324,,,,,-142.811916595459,0.001,370000,12.777984328746795,,2641.8271582299844,1000.0
371324,404,968.35,2650,140,-143.0750908355713,0.001,372367,12.636013005256652,2258.73494016,,
374324,,,,,-144.00620596313476,0.001,375000,12.537044846534728,,2346.874756641174,880.2
375324,408,962.97,2679,140,-144.44860084533693,0.001,375829,12.303906800746917,2266.9412552299996,,
378786,412,962.97,2698,140,-145.40023960876465,0.001,379829,14.051558627605438,2306.23271551,,
379832,,,,,-147.915795367697,0.001,380000,11.572341918945312,,1509.6325120227411,768.3
381832,416,944.22,2721,140,-146.45370642089844,0.001,381954,13.558081513404845,2276.74240029,,
384834,420,933.68,2737,140,-147.45267097473143,0.001,384900,13.196467039108276,2258.0712126400003,,
384857,,,,,-147.67232444069603,0.001,385000,11.482823745064113,,2566.987205927074,921.6
387850,424,933.61,2762,140,-147.76731581115723,0.001,388893,12.796763153076173,2245.70323176,,
389866,,,,,-150.59789276123047,0.001,390000,12.823555707931519,,1898.3033389348536,820.6
390399,428,917.93,2783,140,-148.4897388945845,0.001,391325,18.021670067735283,2210.64292209,,
394282,,,,,-149.4561358947754,0.001,395000,14.154442175865173,,2659.900049090176,1000.0
,432,919.58,2814,140,,,395325,,2229.4492327499997,,
397305,436,909.81,2830,140,-149.82532566833495,0.001,398348,15.473764012336732,2216.22783257,,
399305,,,,,-150.8734685974121,0.001,400000,13.951485547065735,,2521.114651489444,909.0
401305,440,909.81,2859,140,-150.894460647583,0.001,402348,13.522770960330963,2230.32971854,,
404305,,,,,-151.6673992614746,0.001,405000,14.171601650238037,,2764.383443358168,1000.0
405305,444,909.81,2890,140,-151.36516064453124,0.001,406348,13.697271738052368,2244.06430198,,
409305,,,,,-153.0642278137207,0.001,410000,14.331126537799836,,2174.983095789328,829.8
,448,919.72,2920,140,,,410348,,2334.8064575,,
413305,452,919.72,2942,140,-154.12275149536134,0.001,414348,15.954772609710693,2347.3128078600002,,
414305,,,,,-154.3261343383789,0.001,415000,15.39381208372116,,2289.1908504084217,823.8
416774,456,910.62,2967,140,-154.4353685913086,0.001,416832,15.851416010379792,2330.37313497,,
419789,,,,,-154.9766544494629,0.001,420000,13.817194717884064,,1787.1349958826672,861.2
,460,910.62,2993,140,,,420832,,2332.43930086,,
423789,464,910.62,3015,140,-155.3595436706543,0.001,424832,14.461187479496003,2362.55180485,,
424789,,,,,-155.29065484619142,0.001,425000,17.163045426368715,,2830.588963340223,1000.0
427789,468,918.43,3047,140,-156.40067861938476,0.001,428832,16.785666513919832,2400.78702051,,
429362,,,,,-156.0172212080522,0.001,430000,13.591703108611574,,2735.258097160561,952.3
430362,472,904.16,3070,140,-156.6890242614746,0.001,431405,15.930223109722137,2345.57048788,,
434362,,,,,-157.57353314208984,0.001,435000,15.03884696483612,,2763.422196276486,905.0
,476,904.16,3101,140,,,435405,,2393.1465882499997,,
437922,480,899.76,3121,140,-158.81436882019042,0.001,438965,16.142296974999564,2393.5843652599997,,
439922,,,,,-158.40681536865233,0.001,440000,18.059216693878174,,1856.092853299016,790.7
441922,484,894.45,3148,140,-158.32779525756837,0.001,442434,17.3415479388237,2337.97330911,,
444391,,,,,-158.87695050048828,0.001,445000,19.582130616664887,,2001.9584296409507,1000.0
445391,488,898.04,3177,140,-159.81875527954102,0.001,446434,17.917546579360963,2321.65699164,,
449391,,,,,-158.98992431640625,0.001,450000,19.705719339847565,,2439.986360934877,908.8
,492,898.04,3207,140,,,450434,,2329.6999173199997,,
453391,496,900.67,3229,140,-159.5760553894043,0.001,454434,16.5942838973999,2347.71578139,,
454391,,,,,-161.02927215576173,0.001,455000,15.244719106197357,,2891.726717694616,1000.0
457391,500,900.67,3258,140,-161.0926235961914,0.001,458434,17.436506204128264,2354.0328738299995,,
459391,,,,,-161.35122930908204,0.001,460000,17.53111211204529,,2990.997144475393,1000.0
461391,504,891.05,3288,140,-161.8085545349121,0.001,461472,19.74011147594452,2338.8397287700004,,
464429,,,,,-161.57179977416993,0.001,465000,18.85130121612549,,2793.0968867020683,1000.0
,508,896.43,3313,140,,,465472,,2366.03028388,,
468429,512,896.43,3333,140,-162.11188031005858,0.001,469472,17.138632387638093,2375.8252428299998,,
469429,,,,,-163.27136907958985,0.001,470000,19.504294974803926,,2675.8447068862906,886.4
472429,516,915.18,3363,140,-163.6407947692871,0.001,473472,17.18046166563034,2443.748094,,
474429,,,,,-163.73887567138672,0.001,475000,15.108523594856262,,3076.281726166606,1000.0
476429,520,925.72,3393,140,-163.7762886352539,0.001,477472,14.908387816905975,2487.60968217,,
479429,,,,,-164.50970083618165,0.001,480000,16.660673767089843,,2964.5791093744338,1000.0
480429,524,925.79,3423,140,-165.2879447631836,0.001,481472,17.465148952007294,2522.21974295,,
484429,,,,,-165.51110311889647,0.001,485000,14.477915990829468,,2258.355670648068,965.9
,528,941.47,3453,140,,,485472,,2574.89675501,,
488429,532,941.47,3474,140,-166.20581018066406,0.001,489472,16.168011741638182,2580.75685781,,
489429,,,,,-165.64820230102538,0.001,490000,16.525507647514342,,2954.43060413152,1000.0
492429,536,951.24,3504,140,-167.22698150634767,0.001,493472,17.400612235546113,2618.5135537399997,,
494429,,,,,-167.82449298095702,0.001,495000,17.384237502098085,,2908.1254979529886,1000.0
496429,540,951.24,3534,140,-168.29725958251953,0.001,497472,16.594897533893587,2627.85020197,,
499429,,,,,-168.39917443847656,0.001,500000,15.424619342327118,,2847.24367308247,1000.0
500429,544,951.24,3566,140,-169.04142083740234,0.001,501472,17.540029142856596,2637.4620291499996,,
504429,,,,,-171.02709286499024,0.001,505000,17.207145428657533,,3070.6419692942873,1000.0
,548,951.24,3597,140,,,505472,,2640.7265328999997,,
508429,552,951.24,3618,140,-172.27882830810546,0.001,509472,14.82687066411972,2653.89057984,,
509429,,,,,-172.19914703369142,0.001,510000,16.202364495754242,,2843.08211459592,1000.0
511659,556,958.7,3644,140,-171.44732818603515,0.001,512702,17.543713138103485,2675.99509086,,
514659,,,,,-171.6673397216797,0.001,515000,16.008016450405123,,2529.624397882447,1000.0
515659,560,958.7,3673,140,-172.07389614868163,0.001,516702,16.00724493074417,2688.56181184,,
519659,,,,,-172.23711978149413,0.001,520000,15.338818528175354,,2219.116916871468,851.6
,564,958.7,3702,140,,,520702,,2656.68957187,,
523659,568,958.7,3723,140,-173.05264474487305,0.001,524702,16.24112934064865,2656.51741273,,
524659,,,,,-172.4250397644043,0.001,525000,16.811038113594055,,2853.6342814974837,1000.0
527659,572,972.97,3754,140,-173.3929085083008,0.001,528702,15.695750190258027,2693.19188424,,
529659,,,,,-173.5258952331543,0.001,530000,18.17670684528351,,2942.930957181379,1000.0
531659,576,972.97,3783,140,-173.2056032409668,0.001,532702,17.286658686637878,2698.3216761,,
534659,,,,,-174.11869729614259,0.001,535000,17.60020499610901,,3087.7147421289237,1000.0
535659,580,977.37,3814,140,-173.0414066772461,0.001,536702,17.299947229862212,2712.817035319999,,
539659,,,,,-174.86977270507813,0.001,540000,16.174199875354766,,2873.1257942840457,1000.0
,584,982.68,3844,140,,,540702,,2782.72113543,,
543659,588,982.13,3866,140,-175.774887298584,0.001,544647,17.941302030563353,2824.45162419,,
544604,,,,,-175.73214747487364,0.001,545000,16.889055472580843,,2617.051892051124,1000.0
547604,592,982.13,3895,140,-177.49100469970702,0.001,548647,17.53488039636612,2829.945498770001,,
549604,,,,,-177.84687854003906,0.001,550000,17.4217375330925,,2814.8779384821655,976.5
551604,596,982.13,3927,140,-178.27565655517577,0.001,552647,18.448634027957915,2836.6872700300005,,
554180,,,,,-178.5435732421875,0.001,555000,17.925426666259767,,3121.593141036341,1000.0
555180,600,977.89,3954,140,-178.65208505249024,0.001,556223,18.510117084026337,2828.4622381,,
559180,,,,,-179.79970513916015,0.001,560000,16.767734073638916,,2358.4777217598867,893.9
,604,987.51,3983,140,,,560223,,2862.8355802300002,,
562904,608,979.22,4002,140,-180.3356696777344,0.001,563394,17.310540678977965,2844.712536269999,,
564344,,,,,-180.53881295586015,0.001,565000,17.983285427093506,,2024.113498604484,745.5
566344,612,979.15,4028,140,-181.7282126159668,0.001,567387,17.524292425632478,2853.2602490799995,,
569344,,,,,-182.44320962524415,0.001,570000,18.053908077716827,,2903.5321782439946,932.7
570344,616,979.15,4057,140,-182.7347082824707,0.001,571387,15.585910308361054,2855.7709745699995,,
574344,,,,,-183.8137407836914,0.001,575000,17.180703092575072,,2962.866466307966,1000.0
,620,979.15,4087,140,,,575387,,2855.45898284,,
578344,624,979.15,4109,140,-184.748551361084,0.001,579387,17.117619007110594,2860.4907121499987,,
579344,,,,,-184.93817126464845,0.001,580000,17.357845465183257,,2466.9368651088325,895.0
581787,628,973.58,4136,140,-185.56350054931642,0.001,582830,17.33799538421631,2848.6431895,,
584893,,,,,-183.17661558906988,0.001,585000,18.20458275417112,,3051.2932618648747,1000.0
,632,964.64,4161,140,,,585936,,2828.0657632299994,,
588893,636,964.64,4182,141,-185.53175366210937,0.001,589936,19.57479629802704,2832.9542666899997,,
589893,,,,,-186.38353186035155,0.001,590000,18.68844684267044,,2890.4722832556813,971.4
592893,640,964.64,4213,140,-186.59570703125,0.001,593936,19.86935727930069,2836.3757012099995,,
594893,,,,,-185.7380458679199,0.001,595000,17.26015231513977,,3109.6422283497172,1000.0
596893,644,964.64,4244,140,-186.1368194580078,0.001,597936,21.057552797317506,2837.8679361399995,,
599893,,,,,-185.99999783325194,0.001,600000,19.331497812271117,,2788.0654736366123,901.7
600893,648,964.64,4275,140,-186.76491009521484,0.001,601936,18.24448144865036,2842.5540070300003,,
604803,,,,,-187.34580856323242,0.001,605000,18.027652206897734,,3122.1229472123086,968.7
,652,963.74,4305,140,,,605846,,2845.67461306,,
607696,656,960.37,4320,140,-187.50683923339844,0.001,608739,21.05497427511215,2843.15810348,,
609696,,,,,-187.35908041381836,0.001,610000,16.90221174240112,,2854.9268020629415,873.5
611696,660,960.37,4350,140,-187.6805135498047,0.001,612739,20.36719230222702,2854.26377082,,
614696,,,,,-187.81358212280273,0.001,615000,18.761596433639525,,3173.7469110310076,1000.0
615696,664,960.37,4381,140,-187.88766497802735,0.001,616739,20.6725863199234,2904.4658392500005,,
619696,,,,,-188.62842861938478,0.001,620000,19.066577310085297,,1629.765399575606,687.9
,668,957.05,4407,140,,,620407,,2904.2291332699997,,
623364,672,957.05,4427,141,-189.19494610595703,0.001,624407,19.956635719776152,2942.2393873000005,,
624364,,,,,-189.60540054321288,0.001,625000,20.234124937534332,,2761.425371661689,1000.0
626557,676,948.98,4453,140,-189.77250544230142,0.001,627600,16.91809765168422,2922.19314635,,
629557,,,,,-189.89936404418944,0.001,630000,19.030444927215576,,3273.916160658561,1000.0
630557,680,948.98,4483,140,-189.91762359619142,0.001,631600,18.12396165275574,2929.65395197,,
634557,,,,,-190.23424899291993,0.001,635000,19.01079210662842,,2983.240802511503,1000.0
,684,948.98,4513,140,,,635600,,2930.94661822,,
637576,688,929.89,4527,140,-191.98086962890625,0.001,637636,20.208528525829315,2870.899321539999,,
639954,,,,,-191.99097528076172,0.001,640000,19.601629510879516,,3224.3995916038753,1000.0
,692,923.5,4550,140,,,640997,,2857.9140584100005,,
643489,696,918.85,4568,141,-191.92441412353514,0.001,644532,18.771828649044036,2845.55392734,,
644489,,,,,-192.39923669433594,0.001,645000,17.88263914203644,,3225.464483805001,1000.0
647489,700,923.09,4599,141,-192.98738610839843,0.001,648532,20.283688787937166,2862.6893935700004,,
649033,,,,,-192.42492535535027,0.001,650000,18.64882154762745,,2584.255678130686,914.6
651033,704,918.53,4626,140,-192.00157284545898,0.001,652076,20.67406421136856,2851.57456682,,
654647,,,,,-191.336767389254,0.001,655000,17.86896926572346,,2973.5172232637183,902.0
,708,922.96,4653,140,,,655690,,2867.737248020001,,
658647,712,923.03,4673,141,-193.2591632080078,0.001,659690,20.471483300685883,2871.7191124999995,,
