time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
619,0,200,0.39851888120174406,4,50,0.001,0.6536643064022064,50.0,-40.72641125,,
296,1,400,0.18112502127885818,8,250,0.001,1.0478855204582214,50.0,-40.700807125,,
,,500,0.08589965604245663,,350,0.001,0.9230886316299438,,,-12.01840535,50.0
196,3,600,0.06830539762973785,12,450,0.001,0.8442405915260315,50.0,-31.172438249999995,,
191,4,800,0.04438294742256403,16,650,0.001,0.8247269868850708,50.0,-26.468425500000002,,
,,1000,0.042851761244237424,,850,0.001,0.8564739799499512,,,-12.937814650000002,50.0
168,5,1000,,20,,,,50.0,-23.486778,,
171,6,1200,0.03134834468364715,24,1050,0.001,0.9303055429458618,50.0,-21.79861070833333,,
173,8,1400,0.03924052331596613,28,1250,0.001,1.093358154296875,50.0,-20.358137499999998,,
,,1500,0.027696381360292434,,1350,0.001,1.1248479247093202,,,-12.356584649999999,50.0
164,9,1600,0.034130693264305595,32,1450,0.001,1.2089023971557618,50.0,-19.30107478125,,
166,10,1800,0.03111000243574381,36,1650,0.001,1.3673040580749511,50.0,-18.51795966666667,,
,,2000,0.06485857054591179,,1850,0.001,1.4419367694854737,,,-12.2111126,50.0
159,12,2000,,40,,,,50.0,-17.858609425,,
161,13,2200,0.13524606935679911,44,2050,0.001,1.6070027112960816,50.0,-17.39421197727273,,
163,14,2400,0.03845898598432541,48,2250,0.001,1.7930342531204224,50.0,-16.8829804375,,
,,2500,0.036269040144979954,,2350,0.001,1.8543576192855835,,,-12.8247089,50.0
159,16,2600,0.04586527820676565,52,2450,0.001,1.8904327154159546,50.0,-16.502820326923075,,
160,17,2800,0.04501687031239271,56,2650,0.001,2.053028860092163,50.0,-16.13167892857143,,
,,3000,0.05149452798068523,,2850,0.001,2.222664518356323,,,-11.6426829,50.0
155,19,3000,,60,,,,50.0,-15.756334516666666,,
157,20,3200,0.04485537972301245,64,3050,0.001,2.3687148189544676,50.0,-15.458893109374998,,
159,21,3400,0.05213681396096945,68,3250,0.001,2.5699601554870606,50.0,-15.286333808823526,,
,,3500,0.048743084743618964,,3350,0.001,2.655348653793335,,,-12.079518199999999,50.0
155,23,3600,0.06167785540223122,72,3450,0.001,2.746159782409668,50.0,-15.079384527777774,,
157,24,3800,0.05033948227763176,76,3650,0.001,2.880920886993408,50.0,-14.97637217105263,,
,,4000,0.05123756371438503,,3850,0.001,3.0791133499145507,,,-13.05394935,50.0
154,25,4000,,80,,,,50.0,-14.9540904875,,
156,26,4200,0.044404151141643526,84,4050,0.001,3.220198392868042,50.0,-14.80396738095238,,
157,27,4400,0.05019787654280663,88,4250,0.001,3.441869144439697,50.0,-14.741346602272726,,
,,4500,0.04790503233671188,,4350,0.001,3.478110122680664,,,-13.16874225,50.0
154,29,4600,0.04472610656172037,92,4450,0.001,3.5616788768768313,50.0,-14.615243369565215,,
155,30,4800,0.03955075997859239,96,4650,0.001,3.759701442718506,50.0,-14.4514115625,,
,,5000,0.059693057760596274,,4850,0.001,3.8726958560943605,,,-12.85491085,50.0
153,32,5000,,100,,,,50.0,-14.377845370000003,,
155,33,5200,0.04631898872554302,104,5050,0.001,4.060762023925781,50.0,-13.339663179999997,,
156,34,5400,0.048976832032203675,108,5250,0.001,4.1921985054016115,50.0,-12.191424660000001,,
,,5500,0.04473068568855524,,5350,0.001,4.2993998336792,,,-12.725030550000001,50.0
154,36,5600,0.052942794784903525,112,5450,0.001,4.392100982666015,50.0,-12.322124220000001,,
155,37,5800,0.05777309812605381,116,5650,0.001,4.551678695678711,50.0,-12.365384759999998,,
,,6000,0.0645234777778387,,5850,0.001,4.7000270652771,,,-12.34362135,50.0
153,39,6000,,120,,,,50.0,-12.33227347,,
154,40,6200,0.040693029426038266,124,6050,0.001,4.852777061462402,50.0,-12.20101664,,
155,41,6400,0.041135000325739385,128,6250,0.001,5.009922866821289,50.0,-12.26648404,,
,,6500,0.14784567527472972,,6350,0.001,5.090718936920166,,,-11.743789099999999,50.0
153,42,6600,0.10507822215557099,132,6450,0.001,5.1471456527709964,50.0,-12.1556291,,
154,43,6800,0.04798197109252214,136,6650,0.001,5.285335464477539,50.0,-12.051172609999998,,
,,7000,0.04750516831874847,,6850,0.001,5.4481995582580565,,,-11.5957698,50.0
153,45,7000,,140,,,,50.0,-12.159998180000002,,
153,46,7200,0.043760097734630105,144,7050,0.001,5.5853275871276855,50.0,-12.17928357,,
154,47,7400,0.05080881044268608,148,7250,0.001,5.7373758316040036,50.0,-12.217602159999998,,
,,7500,0.03841447718441486,,7350,0.001,5.841524868011475,,,-11.8592778,50.0
153,49,7600,0.05235668711364269,152,7450,0.001,5.91052734375,50.0,-12.10249691,,
153,50,7800,0.1150362590700388,156,7650,0.001,6.032207393646241,50.0,-12.071387790000001,,
,,8000,0.0419066559150815,,7850,0.001,6.174682750701904,,,-11.828990000000001,50.0
152,52,8000,,160,,,,50.0,-12.05138981,,
153,53,8200,0.035369481928646564,164,8050,0.001,6.303690204620361,50.0,-12.055637429999999,,
153,54,8400,0.04505362272262573,168,8250,0.001,6.437655754089356,50.0,-11.940149980000001,,
,,8500,0.04036577932536602,,8350,0.001,6.476387062072754,,,-11.862494749999998,50.0
152,56,8600,0.04463807929307222,172,8450,0.001,6.589656887054443,50.0,-11.999699589999999,,
153,57,8800,0.04854068517684937,176,8650,0.001,6.738991107940674,50.0,-11.996835670000001,,
,,9000,0.0444104590639472,,8850,0.001,6.836770210266113,,,-11.731926649999998,50.0
151,59,9000,,180,,,,50.0,-11.817894210000002,,
152,60,9200,0.040971574224531654,184,9050,0.001,7.000071353912354,50.0,-11.796636390000003,,
153,61,9400,0.0469061928242445,188,9250,0.001,7.143573532104492,50.0,-11.62894687,,
,,9500,0.051850146502256396,,9350,0.001,7.232801151275635,,,-11.100850050000002,50.0
151,63,9600,0.06927865087985992,192,9450,0.001,7.243964576721192,50.0,-11.590230799999999,,
152,64,9800,0.05074150491505861,196,9650,0.001,7.38454963684082,50.0,-11.450503320000001,,
,,10000,0.04674458257853985,,9850,0.001,7.5235225868225095,,,-10.89164655,50.0
151,66,10000,,200,,,,50.0,-11.3304329,,
152,67,10200,0.05202805288136005,204,10050,0.001,7.716413516998291,50.0,-11.20116314,,
152,68,10400,0.05012050233781338,208,10250,0.001,7.745292148590088,50.0,-11.089574549999998,,
,,10500,0.07334924597293138,,10350,0.001,7.857658081054687,,,-10.55130265,50.0
151,70,10600,0.04791011944413185,212,10450,0.001,7.914842796325684,50.0,-10.880755359999997,,
