train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-201.8013357849121,,,0.001,,,,554415,555000,31.98798381614685,3334.6756367401917,1000.0
-202.2623324584961,922.1,3803,0.001,648,2963.2069832500006,146,557415,558470,27.68499825191498,,
-201.75943865966798,,,0.001,,,,559415,560000,30.073287378311157,3283.59128077738,1000.0
-202.85724240112305,922.1,3833,0.001,652,2965.4725292100006,146,561415,562470,26.66153806400299,,
-203.37624731445314,,,0.001,,,,564415,565000,25.9841798620224,3496.234212166746,994.8
-203.07243850708008,922.1,3862,0.001,656,2978.863321580001,146,565415,566470,28.018255564689635,,
-204.25109317016603,,,0.001,,,,569415,570000,29.29413605594635,3464.9389230999163,984.4
,922.1,3892,,660,2988.6618690199994,146,,570470,,,
-205.22817911486845,906.19,3910,0.001,664,2980.6374908400007,146,572808,572879,26.594857383151872,,
-205.63081695556642,,,0.001,,,,574098,575000,29.556963541030886,3471.5111205193216,973.4
-205.70489517211914,905.43,3930,0.001,668,2979.83075853,146,575098,575476,31.706009870529176,,
-206.01537603759766,915.52,3948,0.001,672,3029.9174334199993,146,578421,579476,30.018546675682067,,
-206.42029138183594,,,0.001,,,,579421,580000,28.612850461959837,3118.0740839043633,931.0
-206.51718478393553,923.57,3977,0.001,676,3069.3612379499996,146,582421,583476,26.558323875427245,,
-206.9554556274414,,,0.001,,,,584921,585000,27.097478534698485,3349.27980591869,925.5
-207.21429354858398,918.57,4003,0.001,680,3018.3438678899997,146,585921,586976,29.515645572662354,,
-208.59966848754883,,,0.001,,,,589087,590000,28.23131038570404,3139.2215108789505,853.2
,923.26,4027,,684,3041.2893721200003,146,,590142,,,
-208.21908230590822,923.94,4049,0.001,688,3035.3504956400006,146,593087,594142,32.48197704601288,,
-209.04608428955078,,,0.001,,,,594087,595000,28.88084517097473,3403.3723315845114,1000.0
-209.29620974731446,927.93,4078,0.001,692,3051.2753570600007,146,597087,598142,27.087352803230285,,
-209.46621868896483,,,0.001,,,,599087,600000,26.536605301856994,2123.3835125255164,642.8
-210.13448956298828,927.93,4105,0.001,696,3080.055211769999,146,601087,602142,26.378665257453918,,
-211.38066696539158,,,0.001,,,,603989,605000,28.7519754750237,2171.1196189525635,778.6
-211.4648202819824,926.95,4132,0.001,700,3072.1330371500003,146,604989,606044,28.53114774608612,,
-212.05808374023437,,,0.001,,,,608989,610000,27.103137075424193,3455.9263067860156,988.8
,926.95,4162,,704,3080.7595118,146,,610044,,,
-213.1581588745117,916.73,4178,0.001,708,3046.18156662,146,611967,613022,29.139654525756836,,
