time/time_elapsed,time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
4,180,588,124,3.0,3.0,0.001,490,-1.6064584255218506,0.017487086355686188,,
4,184,600,124,3.0,3.0,0.001,502,-1.663153350353241,0.009711846088369688,,
4,188,612,124,3.0,3.0,0.001,514,-1.6718485951423645,0.021015404413143795,,
5,192,624,124,3.0,3.0,0.001,526,-1.6042133569717407,0.01269131557395061,,
5,196,636,124,3.0,3.0,0.001,538,-1.630929172039032,0.01733746441702048,,
5,200,648,124,3.0,3.0,0.001,550,-1.6898435950279236,0.013167620946963629,,
5,204,660,124,3.0,3.0,0.001,562,-1.7562555074691772,0.006799731093148391,,
5,208,672,124,3.0,3.0,0.001,574,-1.7135121822357178,0.010181454631189505,,
5,212,684,124,3.0,3.0,0.001,586,-1.6584277153015137,0.011577188968658447,,
5,216,696,124,3.0,3.0,0.001,598,-1.6653329133987427,0.012067993947615227,,
5,220,708,124,3.0,3.0,0.001,610,-1.7449949979782104,0.00975528514633576,,
5,224,720,124,3.0,3.0,0.001,622,-1.6779881119728088,0.008155140404899916,,
5,228,732,125,3.0,3.0,0.001,634,-1.7289299964904785,0.00555572131027778,,
5,232,744,124,3.0,3.0,0.001,646,-1.7017608880996704,0.008836712688207626,,
6,236,756,125,3.0,3.0,0.001,658,-1.7058854699134827,0.014851601561531425,,
6,240,768,125,3.0,3.0,0.001,670,-1.7077551484107971,0.007292043728133042,,
6,244,780,125,3.0,3.0,0.001,682,-1.7156628966331482,0.005807088688015938,,
6,248,792,125,3.0,3.0,0.001,694,-1.705125868320465,0.010242257888118425,,
6,252,804,125,3.0,3.0,0.001,706,-1.7012574076652527,0.00858661780754725,,
6,256,816,125,3.0,3.0,0.001,718,-1.6972943544387817,0.01789626417060693,,
6,260,828,125,3.0,3.0,0.001,730,-1.8149572014808655,0.012249012477695942,,
6,264,840,125,3.0,3.0,0.001,742,-1.7883688807487488,0.007021208293735981,,
6,268,852,125,3.0,3.0,0.001,754,-1.751306414604187,0.006004224065691233,,
6,272,864,125,3.0,3.0,0.001,766,-1.779328465461731,0.008083621971309185,,
6,276,876,125,3.0,3.0,0.001,778,-1.8050321340560913,0.008522500439236561,,
7,280,888,125,3.0,3.0,0.001,790,-1.8318325281143188,0.014437011753519377,,
7,284,900,125,3.0,3.0,0.001,802,-1.8424068093299866,0.013128813977042833,,
7,288,912,125,3.0,3.0,0.001,814,-1.7672083377838135,0.013844740266601244,,
7,292,924,125,3.0,3.0,0.001,826,-1.7802231311798096,0.009158012767632803,,
7,296,936,125,3.0,3.0,0.001,838,-1.8762479424476624,0.008234431811918816,,
7,300,948,125,3.0,3.0,0.001,850,-1.8537451028823853,0.0044968709504852695,,
7,304,960,125,3.0,3.0,0.001,862,-1.8438500761985779,0.010929941510160765,,
7,308,978,125,3.06,3.06,0.001,880,-1.9859718680381775,0.015533093363046646,,
7,312,992,126,3.08,3.08,0.001,893,-2.0137158632278442,0.01256657438352704,,
,,1000,,,,0.001,902,-2.0111709435780845,0.020219562388956547,7.0,7.0
8,316,1037,127,3.41,3.41,0.001,921,-2.1218440731366477,0.03174108065043887,,
8,320,1088,125,3.8,3.8,0.001,982,-2.089088042577108,0.05076632252894342,,
9,324,1196,128,4.76,4.76,0.001,1056,-2.2081069946289062,0.052192383958026764,,
10,328,1336,127,6.04,6.04,0.001,1212,-2.533572785059611,0.07394560047521673,,
11,332,1469,128,7.25,7.25,0.001,1336,-2.785713700687184,0.08547408133745193,,
12,336,1639,129,8.83,8.83,0.001,1496,-3.122785897482009,0.08715520493154015,,
14,340,1854,129,10.86,10.86,0.001,1705,-3.7924583673477175,0.10040017895278383,,
,,2000,,,,0.001,1874,-4.128335745103898,0.09775501914078095,61.7,61.7
16,344,2108,127,13.28,13.28,0.001,1936,-4.321275541859288,0.14065621871381037,,
19,348,2508,126,17.16,17.16,0.001,2366,-5.208738098144531,0.14338751205680322,,
21,352,2723,127,19.19,19.19,0.001,2573,-5.552166016896566,0.15998120037991492,,
23,356,2950,127,21.34,21.34,0.001,2800,-6.054513897214617,0.1512230794538151,,
,,3000,,,,0.001,2855,-6.113978156337032,0.16820458275350658,58.9,58.9
25,360,3190,126,23.62,23.62,0.001,3042,-6.486449718475342,0.16655228928220076,,
27,364,3438,126,25.98,25.98,0.001,3274,-6.936495896043448,0.19337721515381545,,
28,368,3671,126,28.19,28.19,0.001,3515,-7.293627152076135,0.2013269154671228,,
30,372,3911,127,30.47,30.47,0.001,3757,-7.778327235469112,0.19641204313798385,,
,,4000,,,,0.001,3875,-7.961624721000934,0.19585289850325907,54.8,54.8
32,376,4143,126,32.67,32.67,0.001,3993,-8.188906685511272,0.189321973651159,,
34,380,4365,126,34.77,34.77,0.001,4216,-8.460113030892831,0.2199526766522063,,
36,384,4599,126,36.99,36.99,0.001,4441,-8.943978214263916,0.1969662385061383,,
38,388,4816,126,39.04,39.04,0.001,4665,-9.290043354034424,0.23049841729695336,,
,,5000,,,,0.001,4888,-9.774254700233197,0.18245430290699005,54.6,54.6
40,392,5037,125,41.13,41.13,,,,,,
42,396,5323,126,43.87,43.87,0.001,5142,-10.231831718893613,0.2343851452443137,,
