time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
4460,9.87,31673,428,9.744653940000001,73,0.01033763401210308,31572,-4.005275726318359,0.9907429218292236,1.7033352851867676,0.0003,,
4464,9.97,31715,429,9.93235479,73,0.010378623381257057,31614,-4.04473352432251,0.8937166929244995,-0.48088622093200684,0.0003,,
4468,9.79,31743,429,9.75858067,73,0.010417629964649677,31642,-4.19868278503418,0.8905693292617798,1.1245431900024414,0.0003,,
4472,9.99,31789,430,9.89105509,73,0.010481653735041618,31688,-4.212495803833008,0.7933347225189209,-1.9639204740524292,0.0003,,
4476,9.99,31823,430,9.932302009999999,73,0.010548061691224575,31722,-4.162881851196289,0.9216981530189514,-0.05818706750869751,0.0003,,
4480,10.13,31862,431,10.011647779999999,73,0.010561087168753147,31761,-4.182650566101074,0.9690909385681152,5.575525283813477,0.0003,,
4484,9.94,31893,431,9.89292291,73,0.010621498338878155,31792,-3.3908889293670654,1.1040035486221313,6.300261497497559,0.0003,,
4488,10.02,31933,432,10.06354292,73,0.010702313855290413,31832,-3.9473934173583984,0.9897307753562927,0.8006776571273804,0.0003,,
4492,9.9,31973,432,9.964472039999999,73,0.01077571976929903,31872,-4.310797691345215,0.9100238084793091,-2.3826398849487305,0.0003,,
4496,9.82,32002,433,10.037762980000002,73,0.01079963892698288,31901,-3.7385826110839844,0.9297418594360352,2.874134063720703,0.0003,,
4500,9.98,32047,433,10.291420750000002,73,0.01081894151866436,31946,-3.8748416900634766,0.9260966777801514,-3.8816747665405273,0.0003,,
4504,10.14,32093,434,10.56998918,73,0.010816940106451511,31992,-3.9712958335876465,0.9016934037208557,2.3170559406280518,0.0003,,
4508,10.13,32128,434,10.537484380000002,73,0.010810861364006996,32027,-3.587036609649658,0.8277421593666077,-2.3915061950683594,0.0003,,
4512,10.13,32165,435,10.514114,73,0.010746666230261326,32064,-3.780386447906494,0.8528671264648438,3.057559013366699,0.0003,,
4516,9.86,32195,435,10.33141304,73,0.010772734880447388,32094,-4.059080600738525,0.7459329962730408,-1.4389448165893555,0.0003,,
4520,9.93,32235,436,10.40419758,73,0.010723426006734371,32134,-3.757692813873291,0.8517585396766663,-0.8340849876403809,0.0003,,
4524,9.91,32269,436,10.368278859999998,73,0.010666965506970882,32168,-3.8634390830993652,0.7193158268928528,-1.7968769073486328,0.0003,,
4528,10.04,32312,437,10.624975049999998,73,0.010667403228580952,32211,-4.0655670166015625,0.7802007794380188,-4.869030475616455,0.0003,,
4532,9.93,32355,437,10.49520766,73,0.01061822660267353,32254,-3.9186291694641113,0.7944670915603638,-0.7428175210952759,0.0003,,
4536,9.73,32394,438,10.231470950000002,73,0.010576664470136166,32293,-3.9034767150878906,0.9373961687088013,-5.758333206176758,0.0003,,
4540,9.8,32437,439,10.1760946,73,0.010464509017765522,32336,-4.0029802322387695,1.1002931594848633,0.17097485065460205,0.0003,,
4544,9.68,32466,439,10.13044627,73,0.010486253537237644,32365,-3.8680882453918457,0.947567343711853,-3.1748220920562744,0.0003,,
4548,9.72,32521,440,10.08309395,73,0.010464339517056942,32420,-3.9928579330444336,0.841956377029419,-0.8839081525802612,0.0003,,
4552,9.82,32568,440,10.149534659999999,73,0.010494151152670383,32467,-3.891068458557129,0.7048087120056152,-0.7143707275390625,0.0003,,
4556,9.72,32601,441,9.89210615,73,0.010480884462594986,32500,-4.771738529205322,1.042994737625122,-1.7243742942810059,0.0003,,
4560,9.61,32634,441,9.75083839,73,0.010500142350792885,32533,-3.8203210830688477,0.8694137334823608,-0.09631001949310303,0.0003,,
4564,9.56,32671,442,9.59692106,73,0.010423364117741585,32570,-4.150144100189209,1.2395826578140259,0.5930104851722717,0.0003,,
4568,9.79,32722,442,9.79205073,73,0.010379004292190075,32621,-3.88059663772583,0.7032804489135742,-3.5096089839935303,0.0003,,
4572,9.76,32765,443,9.775613670000002,73,0.01036510244011879,32664,-4.213766098022461,1.230548620223999,4.244111061096191,0.0003,,
4576,9.88,32811,444,9.752569350000002,73,0.010344285517930984,32710,-4.365561485290527,0.9324052929878235,-0.38287103176116943,0.0003,,
4580,10.0,32862,444,9.82294239,73,0.010362033732235432,32761,-4.240573883056641,0.7952179312705994,-1.20945143699646,0.0003,,
4584,10.01,32894,445,9.74574447,73,0.010351055301725864,32793,-4.523029327392578,0.9368033409118652,-3.159630298614502,0.0003,,
4588,9.96,32929,445,9.70286485,73,0.010371163487434387,32828,-3.9951722621917725,1.0392653942108154,2.9435534477233887,0.0003,,
4592,10.22,32995,446,10.128451570000001,73,0.010410777293145657,32894,-4.120088577270508,0.9871045351028442,-0.2840418815612793,0.0003,,
4596,10.34,33036,447,10.223081409999999,73,0.010476646944880486,32935,-4.244378089904785,0.9952856302261353,1.7424691915512085,0.0003,,
4600,10.39,33086,447,10.17220975,73,0.010541610419750214,32985,-3.9898033142089844,1.1691100597381592,0.017216145992279053,0.0003,,
4604,10.24,33117,448,9.86567591,73,0.010560487397015095,33016,-4.3062520027160645,1.0629678964614868,0.35084664821624756,0.0003,,
4608,10.38,33166,449,9.910499139999999,73,0.010619326494634151,33065,-4.026468276977539,0.9762680530548096,7.696166038513184,0.0003,,
4612,10.53,33218,449,10.17827078,73,0.010718446224927902,33117,-4.280919075012207,1.0728815793991089,0.5304578542709351,0.0003,,
4616,10.76,33271,450,10.254479019999998,73,0.010781059972941875,33170,-4.07240104675293,0.943840503692627,-0.314542293548584,0.0003,,
4620,10.8,33315,451,10.248146989999999,73,0.01088686939328909,33214,-4.3244171142578125,0.7480967044830322,-0.11432145535945892,0.0003,,
4624,10.76,33345,451,10.174490619999998,73,0.010883676819503307,33244,-4.258682727813721,0.9608516693115234,-2.8414053916931152,0.0003,,
4628,10.86,33398,452,10.190828980000003,73,0.010870222933590412,33297,-4.405614852905273,0.7699900269508362,5.979832172393799,0.0003,,
4632,11.03,33458,452,10.22529825,73,0.010919836349785328,33357,-3.9324326515197754,1.0507142543792725,0.7776079177856445,0.0003,,
4636,11.08,33502,453,10.277706629999997,73,0.010962612926959991,33401,-4.168372631072998,0.9303388595581055,-4.635489463806152,0.0003,,
4640,10.98,33535,454,10.220614609999998,73,0.010921992361545563,33434,-4.051487922668457,1.2131659984588623,2.695711851119995,0.0003,,
4644,11.04,33570,454,10.37284976,73,0.010880065150558949,33469,-4.002664566040039,0.7845413684844971,5.09751033782959,0.0003,,
4648,10.85,33606,455,10.13123789,73,0.010860876180231571,33505,-3.7484426498413086,1.1397454738616943,-1.839599609375,0.0003,,
4652,10.73,33641,455,9.96239776,73,0.010822847485542297,33540,-4.1289262771606445,0.86380934715271,-0.8733341693878174,0.0003,,
4656,10.78,33679,456,9.954547819999998,73,0.010797048918902874,33578,-3.858867645263672,0.909204363822937,-0.8869916796684265,0.0003,,
4660,10.86,33720,456,10.05102321,73,0.010808789171278477,33619,-3.9532113075256348,1.0758235454559326,-0.2108309268951416,0.0003,,
4664,10.91,33762,457,10.187261309999998,73,0.010784679092466831,33661,-3.8373498916625977,0.8823295831680298,-0.2510767877101898,0.0003,,
4668,10.75,33797,457,10.016700870000001,73,0.010805032216012478,33696,-4.004608631134033,0.8608013391494751,-3.878178119659424,0.0003,,
4672,10.79,33844,458,10.0006623,73,0.010781737975776196,33743,-3.9788479804992676,0.9220790266990662,-3.610367774963379,0.0003,,
4676,10.65,33876,458,9.98159602,73,0.010725532658398151,33775,-3.9537010192871094,0.8586954474449158,-1.3735625743865967,0.0003,,
4680,10.57,33919,459,9.971877189999997,73,0.0106528140604496,33818,-4.138984203338623,1.0997507572174072,2.11470365524292,0.0003,,
4684,10.68,33962,460,10.18397891,73,0.01067378930747509,33861,-4.267761707305908,0.814216136932373,1.9606692790985107,0.0003,,
4688,10.57,33986,460,10.024629459999998,73,0.010711032897233963,33885,-3.738492012023926,0.8962438702583313,2.7553603649139404,0.0003,,
4692,10.21,34016,460,9.46718921,73,0.010775899514555931,33915,-4.078424453735352,1.075025200843811,-1.4128046035766602,0.0003,,
4696,10.19,34055,461,9.51149949,73,0.010836144909262657,33954,-3.9258501529693604,0.7942728996276855,1.2719669342041016,0.0003,,
4700,10.04,34090,462,9.288234350000002,73,0.010857095941901207,33989,-3.6251585483551025,1.0101771354675293,-0.754202127456665,0.0003,,
4704,10.07,34124,462,9.380888570000002,73,0.010786175727844238,34023,-4.041428565979004,0.8356887102127075,-0.929905354976654,0.0003,,
4708,9.95,34161,463,9.34835184,73,0.010804928839206696,34060,-4.121634483337402,0.8427042961120605,3.3151187896728516,0.0003,,
4712,9.89,34207,463,9.187447810000002,73,0.0108297448605299,34106,-3.7933053970336914,0.8558128476142883,1.4115381240844727,0.0003,,
4716,9.81,34252,464,9.23807576,73,0.010878810659050941,34151,-4.339459419250488,0.8156566619873047,2.2371623516082764,0.0003,,
4720,9.72,34287,464,9.09825241,73,0.01090264692902565,34186,-4.233443737030029,0.7815804481506348,-1.1419546604156494,0.0003,,
4724,9.83,34328,465,9.22460821,73,0.010828216560184956,34227,-3.9500744342803955,1.0100934505462646,-0.6766883730888367,0.0003,,
4728,9.66,34364,465,8.97053788,73,0.010839007794857025,34263,-3.9616825580596924,0.9920898079872131,-1.6053736209869385,0.0003,,
4732,9.45,34403,466,8.89591761,73,0.010804614052176476,34302,-4.010511875152588,1.1046984195709229,-3.207184314727783,0.0003,,
4736,9.35,34437,466,8.785378630000002,73,0.010827415622770786,34336,-3.9251747131347656,0.8543971180915833,-2.39225172996521,0.0003,,
4740,9.53,34488,467,9.01422302,73,0.010866636410355568,34387,-4.105422496795654,0.8337957262992859,1.3745062351226807,0.0003,,
4744,9.55,34525,468,8.984448539999999,73,0.010865423828363419,34424,-4.391026020050049,0.9490228295326233,0.6401342153549194,0.0003,,
4748,9.47,34553,468,8.92003595,73,0.010926628485321999,34452,-4.373686790466309,1.075833797454834,3.698035717010498,0.0003,,
4752,9.46,34587,468,8.935356489999998,73,0.01099178846925497,34486,-4.476960182189941,0.8185795545578003,-1.4552912712097168,0.0003,,
4756,9.57,34636,469,9.13695651,73,0.011025763116776943,34535,-3.9633400440216064,0.9947988986968994,1.1569219827651978,0.0003,,
4760,9.53,34673,470,9.050185070000001,73,0.011003767140209675,34572,-3.9791107177734375,0.810773491859436,1.552110195159912,0.0003,,
4764,9.59,34721,470,9.03716163,73,0.011053425259888172,34620,-3.9904370307922363,0.9638780355453491,-0.8990300297737122,0.0003,,
4768,9.69,34766,471,9.23403369,73,0.011010904796421528,34665,-3.8555712699890137,0.8427543640136719,-1.0342355966567993,0.0003,,
4772,9.66,34810,471,9.304153249999999,73,0.01100470032542944,34709,-4.377625942230225,0.8494876623153687,1.4509469270706177,0.0003,,
4776,9.69,34845,472,9.33227123,73,0.011008726432919502,34744,-3.8653948307037354,0.9453943967819214,2.471935987472534,0.0003,,
4780,9.59,34878,472,9.27682736,73,0.01101954560726881,34777,-4.0076398849487305,0.8442686796188354,1.5410282611846924,0.0003,,
4784,9.56,34918,473,9.22504282,73,0.010972349904477596,34817,-3.6891956329345703,0.9902119040489197,2.570575714111328,0.0003,,
4788,9.84,34970,474,9.52434444,73,0.011028438806533813,34869,-3.688974380493164,0.947446882724762,-0.14368677139282227,0.0003,,
,,35000,,,,0.011040152050554752,34899,-3.947218894958496,0.7266298532485962,-0.48398643732070923,0.0003,11.013576878048479,10.85
4792,9.95,35011,475,9.529947260000002,73,0.011046670377254486,34910,-3.885256052017212,0.890822172164917,1.5946115255355835,0.0003,,
4796,9.99,35054,475,9.45887845,73,0.011110295541584492,34953,-3.767709255218506,0.7989563941955566,4.646528244018555,0.0003,,
4800,9.9,35080,476,9.43502762,73,0.011148212477564812,34979,-4.479550361633301,1.1724971532821655,1.943986177444458,0.0003,,
4804,9.97,35121,476,9.54292219,73,0.01119968295097351,35020,-4.092021942138672,0.9056053757667542,-1.859108328819275,0.0003,,
4808,10.12,35173,477,9.71349781,73,0.011161807924509048,35072,-4.0905938148498535,1.0665912628173828,-0.655210018157959,0.0003,,
4812,10.11,35218,478,9.72369506,73,0.011104029603302479,35117,-4.266720771789551,0.8149645328521729,-4.684688091278076,0.0003,,
4816,10.04,35256,478,9.65146333,73,0.011072738096117973,35155,-3.977475643157959,0.9870703220367432,0.2052708864212036,0.0003,,
4820,10.04,35291,479,9.73618088,73,0.011035914532840252,35190,-3.965320587158203,0.8256620168685913,1.5250356197357178,0.0003,,
4824,10.11,35339,479,9.89349921,73,0.011041893623769283,35238,-4.027043342590332,0.7496111392974854,-1.7898976802825928,0.0003,,
4828,10.21,35385,480,10.07045275,73,0.011042378842830658,35284,-4.070890426635742,0.9277352690696716,-0.7030516266822815,0.0003,,
4832,10.24,35427,480,10.153537380000001,73,0.011038635857403278,35326,-3.5119800567626953,1.0508031845092773,4.123929023742676,0.0003,,
4836,10.29,35466,481,10.156888369999999,73,0.011014538817107677,35365,-4.180880546569824,0.7637607455253601,0.9749202728271484,0.0003,,
4840,10.13,35501,481,9.961513250000001,73,0.011028754524886608,35400,-3.790525436401367,0.877901554107666,-1.7924973964691162,0.0003,,
4844,10.15,35540,482,9.979327189999998,73,0.011031684465706348,35439,-4.2378668785095215,0.9266468286514282,3.937371253967285,0.0003,,
4848,10.25,35578,482,10.135895909999999,73,0.011071260087192059,35477,-3.850553035736084,1.4631659984588623,-2.679917097091675,0.0003,,
4852,10.33,35620,483,10.280883239999998,73,0.010985123924911022,35519,-4.0964202880859375,1.0743629932403564,-2.2253971099853516,0.0003,,
4856,10.27,35663,484,10.27181748,73,0.01097537949681282,35562,-3.834599018096924,0.7482399344444275,2.665009021759033,0.0003,,
4860,10.3,35703,484,10.41688651,73,0.010974757373332977,35602,-4.144769191741943,1.036055088043213,0.01465219259262085,0.0003,,
4864,10.18,35739,485,10.29140194,73,0.011013010516762733,35638,-3.85982084274292,0.8019058108329773,4.451801300048828,0.0003,,
4868,10.11,35777,485,10.187885569999999,73,0.011003509163856506,35676,-3.9163265228271484,0.9237905144691467,3.3288559913635254,0.0003,,
4872,10.11,35821,486,10.09580853,73,0.011020837351679802,35720,-4.0299882888793945,0.9794912338256836,0.04418957233428955,0.0003,,
4876,10.1,35855,486,10.058433919999999,73,0.011048034764826298,35754,-4.160772323608398,0.7831499576568604,-3.2712810039520264,0.0003,,
4880,10.24,35902,487,10.24785586,73,0.01108125876635313,35801,-4.310088157653809,0.8051378726959229,-0.44685712456703186,0.0003,,
4884,10.3,35948,487,10.22762694,73,0.011165875010192394,35847,-3.9690840244293213,0.9184386730194092,-1.8443163633346558,0.0003,,
4888,10.1,35980,488,10.01583058,73,0.011211982928216457,35879,-4.08018684387207,0.8972741365432739,-2.556307315826416,0.0003,,
4892,10.14,36025,488,10.28211295,73,0.0112577173858881,35924,-4.482413291931152,0.8375877737998962,1.331618309020996,0.0003,,
4896,10.2,36074,489,10.39162407,73,0.011272219941020012,35973,-3.712533950805664,0.945756196975708,-5.414423942565918,0.0003,,
4900,10.36,36116,489,10.585270300000001,73,0.01128438487648964,36015,-4.008640289306641,0.9097792506217957,2.381760835647583,0.0003,,
4904,10.28,36149,490,10.43075028,73,0.011305308900773525,36048,-4.122247695922852,0.9003043174743652,-6.582132816314697,0.0003,,
4908,10.14,36187,490,10.26523241,73,0.011279908008873463,36086,-3.663106679916382,0.9520667791366577,-0.304881751537323,0.0003,,
4912,10.08,36226,491,10.262264250000001,73,0.011314784176647663,36125,-4.287477493286133,1.1018551588058472,0.8261551260948181,0.0003,,
4916,10.27,36283,492,10.439304019999998,73,0.011315297335386276,36182,-4.137569427490234,1.0328567028045654,-0.8019615411758423,0.0003,,
4920,10.42,36333,492,10.554284840000001,73,0.01129244826734066,36232,-4.050290584564209,0.8458014726638794,3.0051441192626953,0.0003,,
4924,10.29,36368,493,10.39715717,73,0.011313731782138348,36267,-3.920814037322998,0.8334276080131531,3.0868985652923584,0.0003,,
4928,10.12,36397,493,10.15698113,73,0.011303561739623547,36296,-3.9666662216186523,0.8415404558181763,-1.4974136352539062,0.0003,,
4932,10.09,36436,494,10.116773270000001,73,0.011239384301006794,36335,-4.221761226654053,1.0782864093780518,-0.15532636642456055,0.0003,,
4936,10.12,36478,494,10.21902249,73,0.011217699386179447,36377,-4.103672981262207,0.8704885244369507,-0.24178707599639893,0.0003,,
4940,10.21,36522,495,10.338831410000001,73,0.01123945415019989,36421,-3.6260337829589844,0.8613846898078918,0.7382135391235352,0.0003,,
4944,10.26,36566,495,10.440122910000003,73,0.011244315654039383,36465,-3.868579864501953,1.0529422760009766,4.020854473114014,0.0003,,
4948,10.28,36606,496,10.47154761,73,0.011256268247961998,36505,-4.418948173522949,0.7562727928161621,0.7411761283874512,0.0003,,
4952,10.21,36641,496,10.347330239999998,73,0.011290854774415493,36540,-3.8955209255218506,0.831204891204834,1.8212432861328125,0.0003,,
4956,10.19,36682,497,10.24172884,73,0.011323252692818642,36581,-4.41191291809082,0.8506156206130981,1.970297932624817,0.0003,,
4960,10.25,36728,497,10.28019142,73,0.011320521123707294,36627,-3.9282193183898926,0.8204323053359985,4.566885948181152,0.0003,,
4964,10.41,36780,498,10.54233521,73,0.011422945186495781,36679,-4.149295806884766,1.006736397743225,6.100220680236816,0.0003,,
4968,10.39,36816,498,10.45545092,73,0.011494002304971218,36715,-4.298957824707031,0.8710424900054932,3.1052234172821045,0.0003,,
4972,10.3,36851,499,10.376882010000001,73,0.011517549864947796,36750,-4.021553039550781,0.9966176748275757,-0.31727147102355957,0.0003,,
4976,10.41,36896,499,10.487551840000004,73,0.01156952790915966,36795,-4.524228096008301,0.8103135228157043,3.2933311462402344,0.0003,,
4980,10.27,36929,500,10.303619330000002,73,0.011583404615521431,36828,-4.006577491760254,0.9277164936065674,-0.09514546394348145,0.0003,,
4984,10.32,36980,500,10.286071510000001,73,0.011627270840108395,36879,-3.994689702987671,0.7302895784378052,-1.8249800205230713,0.0003,,
4988,10.31,37011,501,10.26628027,73,0.011660323478281498,36910,-3.7629752159118652,0.9820693731307983,-0.9664597511291504,0.0003,,
4992,10.31,37056,501,10.1202297,73,0.011705843731760979,36955,-4.031389236450195,0.7757760286331177,3.4202585220336914,0.0003,,
4996,10.25,37099,502,10.0434689,73,0.011675835587084293,36998,-4.204001426696777,0.8047199845314026,3.6465535163879395,0.0003,,
5000,10.33,37149,502,10.151609070000001,73,0.011590582318603992,37048,-3.856600761413574,1.060796856880188,3.1100409030914307,0.0003,,
5004,10.38,37187,503,10.26970914,73,0.01157287135720253,37086,-3.9518518447875977,0.912905216217041,-2.5645980834960938,0.0003,,
5008,10.52,37239,504,10.413640540000001,73,0.011530127376317978,37138,-3.834439516067505,0.8479596972465515,0.28789305686950684,0.0003,,
5012,10.55,37281,504,10.504659160000001,73,0.011490341275930405,37180,-4.0054121017456055,0.8512861728668213,0.7308001518249512,0.0003,,
5016,10.36,37319,505,10.322181089999999,73,0.011548389680683613,37218,-4.029909610748291,0.8824437260627747,-0.691091775894165,0.0003,,
5020,10.32,37365,505,10.36435819,73,0.01157660223543644,37264,-3.9088101387023926,0.6875442862510681,-5.990825176239014,0.0003,,
5024,10.27,37395,505,10.24569511,73,0.01156393438577652,37294,-4.043132781982422,0.7735006213188171,1.768556833267212,0.0003,,
5028,10.44,37441,506,10.42415718,73,0.011596602387726307,37340,-4.327093601226807,1.0116287469863892,3.249743700027466,0.0003,,
5032,10.39,37475,506,10.396358869999998,73,0.011676347814500332,37374,-3.8475546836853027,1.0862252712249756,2.739370584487915,0.0003,,
5036,10.5,37528,507,10.556939630000002,73,0.011707930825650692,37427,-4.017608642578125,1.0333943367004395,1.0773470401763916,0.0003,,
5040,10.56,37578,508,10.55433228,73,0.011721489019691944,37477,-4.090961933135986,1.0481891632080078,1.3136026859283447,0.0003,,
5044,10.55,37621,508,10.472070780000001,73,0.011773696169257164,37520,-3.961872100830078,1.0838598012924194,4.454822540283203,0.0003,,
5048,10.57,37663,509,10.509821859999999,73,0.011773836798965931,37562,-4.285361289978027,0.8461121320724487,-0.9544310569763184,0.0003,,
5052,10.62,37703,509,10.547501639999998,73,0.01181122474372387,37602,-3.6802585124969482,0.8826754093170166,0.5603480339050293,0.0003,,
5056,10.59,37741,510,10.57637487,73,0.011831770651042461,37640,-3.651764154434204,0.9035868644714355,-2.7189812660217285,0.0003,,
5060,10.42,37770,510,10.397274929999998,73,0.011800280772149563,37669,-3.85714054107666,0.654442548751831,0.6268295645713806,0.0003,,
5064,10.35,37815,511,10.33569144,73,0.011755167506635189,37714,-4.247262001037598,0.7778356671333313,0.6057722568511963,0.0003,,
5068,10.44,37860,511,10.469297629999998,73,0.011802464723587036,37759,-4.24299430847168,0.8958035707473755,-3.4406542778015137,0.0003,,
5072,10.52,37903,512,10.653642670000002,73,0.01183361653238535,37802,-4.3243865966796875,0.9327750205993652,2.784740447998047,0.0003,,
5076,10.42,37938,512,10.469163060000001,73,0.011901245452463627,37837,-4.391520023345947,0.866249680519104,1.9670073986053467,0.0003,,
5080,10.56,37985,513,10.643347,73,0.012047333642840385,37884,-3.960780143737793,0.9279749393463135,-1.6020469665527344,0.0003,,
5084,10.51,38031,514,10.77311721,73,0.012043858878314495,37930,-3.916616678237915,0.9200992584228516,0.33911269903182983,0.0003,,
5088,10.75,38086,514,10.966151239999999,73,0.01204655785113573,37985,-4.098132133483887,0.6719405651092529,-2.415548801422119,0.0003,,
5092,10.79,38135,515,10.97317829,73,0.011971349827945232,38034,-3.5909643173217773,0.8288248777389526,-0.8200557827949524,0.0003,,
5096,10.92,38191,516,11.249291869999997,73,0.012091804295778275,38090,-3.7486820220947266,1.0475094318389893,-0.4668302834033966,0.0003,,
5100,10.78,38227,516,11.038348639999999,73,0.012105956673622131,38126,-3.8434853553771973,0.680838406085968,-3.1399593353271484,0.0003,,
5104,10.76,38263,517,10.941826170000002,73,0.012045426294207573,38162,-4.132697105407715,0.8269368410110474,4.654245853424072,0.0003,,
5108,10.78,38317,517,11.116114819999998,73,0.01203388161957264,38216,-3.8575901985168457,0.7509175539016724,-0.23448777198791504,0.0003,,
5112,10.85,38366,518,11.110589269999998,73,0.011983068659901619,38265,-3.8939132690429688,0.9835464954376221,-1.2944856882095337,0.0003,,
5116,10.89,38408,519,11.18344668,73,0.011973192915320396,38307,-4.34212589263916,0.8371526598930359,3.6791024208068848,0.0003,,
5120,10.79,38444,519,10.993435970000002,73,0.0120010357350111,38343,-3.919506072998047,0.804031491279602,-3.225205183029175,0.0003,,
5124,10.95,38490,520,11.25625264,73,0.011956009082496166,38389,-4.142962455749512,0.7377160787582397,3.2243640422821045,0.0003,,
5128,10.84,38525,520,11.173640280000003,73,0.012004813179373741,38424,-4.271245002746582,1.2451550960540771,3.7888107299804688,0.0003,,
5132,10.84,38559,521,11.070806400000002,73,0.012058086693286896,38458,-4.414182662963867,0.805479884147644,-2.8544178009033203,0.0003,,
5136,10.83,38611,521,10.9890879,73,0.012020192109048367,38510,-3.9106264114379883,1.0960164070129395,1.6957206726074219,0.0003,,
5140,10.66,38644,522,10.85133616,73,0.012011392042040825,38543,-4.42536735534668,0.8265665769577026,-1.3489947319030762,0.0003,,
5144,10.75,38696,522,11.042008009999996,74,0.011983726173639297,38595,-4.227716445922852,0.8966749906539917,1.3565895557403564,0.0003,,
5148,10.95,38758,523,11.29948518,74,0.012041865848004818,38657,-3.9467878341674805,1.0346546173095703,-1.591521978378296,0.0003,,
5152,10.88,38791,524,11.20826988,74,0.012012124992907047,38690,-3.883817672729492,0.8985416889190674,-1.697288990020752,0.0003,,
5156,10.88,38829,524,11.234191739999998,74,0.012083129957318306,38728,-4.198056221008301,0.8457707166671753,1.2737318277359009,0.0003,,
5160,11.11,38881,525,11.547814259999997,74,0.012073713354766369,38780,-4.088677406311035,0.9819628000259399,0.17062073945999146,0.0003,,
5164,11.14,38929,525,11.496578589999997,74,0.012029819190502167,38828,-4.042653560638428,0.9634380340576172,4.793981075286865,0.0003,,
5168,11.1,38970,526,11.484309849999999,74,0.012035609222948551,38869,-4.04829216003418,0.7849627733230591,-3.5364227294921875,0.0003,,
5172,11.0,39003,526,11.321776669999998,74,0.011949682608246803,38902,-4.198670387268066,0.7892537117004395,2.887744426727295,0.0003,,
5176,11.11,39049,527,11.53669028,74,0.011991819366812706,38948,-3.778560161590576,0.9245550632476807,1.8296840190887451,0.0003,,
5180,11.04,39089,528,11.4165451,74,0.012005441822111607,38988,-4.210036277770996,0.9312562346458435,0.7407081723213196,0.0003,,
5184,11.03,39134,528,11.361589550000003,74,0.012066996656358242,39033,-3.915271282196045,0.9026507139205933,-5.162824630737305,0.0003,,
5188,10.9,39176,529,11.313743630000001,74,0.012041308917105198,39075,-4.163410186767578,0.7666609287261963,-2.812636613845825,0.0003,,
5192,10.9,39225,529,11.46520249,74,0.012010887265205383,39124,-4.305515289306641,0.9280381202697754,2.2885427474975586,0.0003,,
5196,10.69,39260,530,11.148682159999998,74,0.012033641338348389,39159,-4.282020568847656,0.9236586093902588,6.394837379455566,0.0003,,
5200,10.77,39304,530,11.25202446,74,0.01206220407038927,39203,-3.961111068725586,0.7851212024688721,-3.1147398948669434,0.0003,,
5204,10.85,39348,531,11.337964260000003,74,0.012069165706634521,39247,-3.846494197845459,0.9303382039070129,-0.7888864278793335,0.0003,,
5208,10.75,39392,532,11.113687360000004,74,0.012054815888404846,39291,-4.09844446182251,0.9472891092300415,-2.1560938358306885,0.0003,,
5212,10.56,39422,532,10.923727750000001,74,0.012014755047857761,39321,-4.268320560455322,0.9412860870361328,-3.1298632621765137,0.0003,,
5216,10.51,39459,533,10.797755620000002,74,0.011987755075097084,39358,-4.203897476196289,1.277336597442627,0.15193885564804077,0.0003,,
5220,10.64,39508,533,11.01234782,74,0.011994135566055775,39407,-3.9956042766571045,0.9838312864303589,-0.7204059362411499,0.0003,,
5224,10.73,39563,534,11.060009749999999,74,0.012023810297250748,39462,-3.986001491546631,0.7968448400497437,-2.3929548263549805,0.0003,,
5228,10.94,39619,535,11.35480553,74,0.012048930861055851,39518,-3.9911627769470215,1.047956943511963,0.5653228163719177,0.0003,,
5232,11.07,39666,535,11.560532950000002,74,0.012100768275558949,39565,-4.106703281402588,0.9680731892585754,1.158194899559021,0.0003,,
5236,10.97,39708,536,11.53859522,74,0.012097254395484924,39607,-4.17787504196167,0.9619788527488708,0.02676914632320404,0.0003,,
5240,11.09,39753,536,11.755194790000001,74,0.012058465741574764,39652,-4.183019638061523,1.0893261432647705,0.13855254650115967,0.0003,,
5244,11.02,39798,537,11.6859188,74,0.012028947472572327,39697,-4.169187068939209,1.185298204421997,1.4594954252243042,0.0003,,
5248,10.72,39830,537,11.320654489999999,74,0.01205791998654604,39729,-4.476672172546387,0.8251512050628662,1.5711500644683838,0.0003,,
5252,10.92,39883,538,11.552789419999996,74,0.012073338031768799,39782,-4.1617112159729,0.8488554954528809,0.5523685216903687,0.0003,,
5256,10.96,39925,539,11.52530466,74,0.012156304903328419,39824,-3.955270290374756,1.0642173290252686,-0.8166759014129639,0.0003,,
5260,10.94,39975,539,11.39098583,74,0.01228762324899435,39874,-3.8048691749572754,1.060420036315918,-0.6071276664733887,0.0003,,
,,40000,,,,0.01234331727027893,39899,-4.231513977050781,1.0022413730621338,0.0020685195922851562,0.0003,11.88472958849743,11.6
5264,10.78,40007,540,11.23518341,73,0.012357987463474274,39906,-4.570813179016113,0.9282435774803162,1.7469805479049683,0.0003,,
5268,10.73,40043,541,11.155344879999998,73,0.012374157086014748,39942,-4.209888458251953,0.8863245248794556,1.2655516862869263,0.0003,,
5272,10.82,40085,541,11.266569709999999,73,0.012385011650621891,39984,-3.7299036979675293,0.8985316753387451,-1.13112211227417,0.0003,,
