time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
248,5.98,1443,19,5.12854926,74,0.6691376566886902,1342,-21.71030616760254,8.690345764160156,-7.832780838012695,0.0003,,
252,5.77,1460,19,4.92404622,74,0.6657580137252808,1359,-22.0943546295166,9.1348876953125,-7.98467493057251,0.0003,,
256,5.69,1480,19,4.87122525,74,0.661802351474762,1379,-21.671926498413086,11.99681568145752,-7.946319580078125,0.0003,,
260,5.63,1503,20,4.78568331,74,0.6572865843772888,1402,-21.17688751220703,11.496696472167969,-8.139440536499023,0.0003,,
264,5.67,1530,20,4.82484414,74,0.652025580406189,1429,-20.139747619628906,11.663803100585938,-8.260093688964844,0.0003,,
268,5.68,1553,20,4.813824319999999,74,0.6475743055343628,1452,-21.628551483154297,9.98304557800293,-8.426009178161621,0.0003,,
272,5.67,1578,21,4.776694109999999,74,0.6427721381187439,1477,-20.42404556274414,9.808595657348633,-8.522420883178711,0.0003,,
276,5.65,1605,21,4.721143270000001,74,0.6376442909240723,1504,-21.436918258666992,9.395435333251953,-8.70484733581543,0.0003,,
280,5.6,1626,21,4.693703190000001,74,0.633689284324646,1525,-21.708423614501953,10.050716400146484,-8.814681053161621,0.0003,,
284,5.6,1647,22,4.67923231,74,0.6297542452812195,1546,-21.01430892944336,9.36118221282959,-8.916793823242188,0.0003,,
288,5.64,1671,22,4.73787771,73,0.6252900958061218,1570,-19.910846710205078,11.988128662109375,-9.089426040649414,0.0003,,
292,5.65,1695,22,4.7279953699999995,73,0.6208674311637878,1594,-20.191680908203125,12.058473587036133,-9.220626831054688,0.0003,,
296,5.63,1721,23,4.645521659999999,73,0.6161097884178162,1620,-19.726985931396484,9.858859062194824,-9.299901962280273,0.0003,,
300,5.6,1739,23,4.60876816,73,0.6128581762313843,1638,-19.59222412109375,8.030355453491211,-9.317119598388672,0.0003,,
304,5.71,1767,23,4.73084626,73,0.6078505516052246,1666,-19.2625789642334,10.58226490020752,-9.484466552734375,0.0003,,
308,5.71,1788,24,4.745138069999999,73,0.6041344404220581,1687,-19.66058921813965,10.007391929626465,-9.437655448913574,0.0003,,
312,5.8,1816,24,4.75640535,73,0.5992430448532104,1715,-18.656143188476562,10.443123817443848,-9.542038917541504,0.0003,,
316,5.76,1834,24,4.72087853,73,0.5961325168609619,1733,-20.411163330078125,11.97909927368164,-9.634825706481934,0.0003,,
320,5.77,1858,25,4.70439888,73,0.5919976234436035,1757,-18.250335693359375,11.698413848876953,-9.919759750366211,0.0003,,
324,5.75,1875,25,4.6880896100000005,73,0.5890693664550781,1774,-19.938560485839844,12.742351531982422,-10.07729721069336,0.0003,,
328,5.83,1905,25,4.817109679999999,73,0.5839186310768127,1804,-19.429309844970703,13.510562896728516,-10.175140380859375,0.0003,,
332,5.85,1928,26,4.841715099999999,73,0.5800122022628784,1827,-18.976396560668945,13.985078811645508,-10.2590970993042,0.0003,,
336,5.88,1956,26,4.90309431,73,0.5752807259559631,1855,-19.205318450927734,11.541495323181152,-10.563688278198242,0.0003,,
340,5.76,1974,26,4.820429170000001,73,0.5722494125366211,1873,-17.4527587890625,11.117462158203125,-10.59170150756836,0.0003,,
344,5.84,2000,27,4.874046150000001,73,0.5678982138633728,1899,-17.56399917602539,12.58924674987793,-10.685226440429688,0.0003,,
348,5.87,2030,27,4.9243356899999995,73,0.5629031658172607,1929,-18.698894500732422,12.69708251953125,-10.844555854797363,0.0003,,
352,5.96,2056,27,5.01753753,73,0.5586286783218384,1955,-17.996440887451172,11.15548038482666,-11.126449584960938,0.0003,,
356,6.02,2082,28,5.056757920000001,73,0.5543842911720276,1981,-18.440147399902344,12.482075691223145,-11.073473930358887,0.0003,,
360,5.99,2102,28,5.0526423,73,0.5511340498924255,2001,-18.911460876464844,12.586319923400879,-11.296769142150879,0.0003,,
364,5.94,2124,28,5.00341937,73,0.5475769639015198,2023,-18.061309814453125,10.822762489318848,-11.482385635375977,0.0003,,
368,5.94,2147,29,5.05895225,73,0.5438875555992126,2046,-17.20395278930664,10.434248924255371,-11.626776695251465,0.0003,,
372,5.95,2173,29,5.10925241,73,0.5397403240203857,2072,-18.05335235595703,10.77122688293457,-11.693094253540039,0.0003,,
376,5.92,2197,29,5.06701053,73,0.5359522700309753,2096,-16.56204605102539,12.296035766601562,-11.699213027954102,0.0003,,
380,5.96,2222,30,5.054464320000001,73,0.5320177674293518,2121,-17.185747146606445,11.548152923583984,-12.034801483154297,0.0003,,
384,5.96,2243,30,5.06026389,73,0.5287234783172607,2142,-17.728504180908203,15.947671890258789,-11.889622688293457,0.0003,,
388,5.91,2262,30,4.97908615,73,0.5257660746574402,2161,-17.42416763305664,11.728927612304688,-12.215035438537598,0.0003,,
392,5.87,2282,31,4.98689982,73,0.5226573944091797,2181,-16.033235549926758,7.890160083770752,-12.342304229736328,0.0003,,
396,5.84,2305,31,5.028289050000001,73,0.5191052556037903,2204,-17.42601776123047,12.16402816772461,-12.350615501403809,0.0003,,
400,5.94,2333,31,5.08588913,73,0.5148529410362244,2232,-18.400590896606445,13.945924758911133,-12.46224594116211,0.0003,,
404,5.92,2359,32,5.03795895,73,0.5109549164772034,2258,-17.167695999145508,16.146499633789062,-12.349578857421875,0.0003,,
408,5.95,2383,32,5.06907871,72,0.5074087381362915,2282,-16.485389709472656,11.772455215454102,-12.363733291625977,0.0003,,
412,5.89,2405,33,5.092977059999999,72,0.5042133927345276,2304,-16.938745498657227,9.853652954101562,-12.652924537658691,0.0003,,
416,5.94,2428,33,5.134924079999999,72,0.5009018778800964,2327,-15.834147453308105,10.746326446533203,-12.646652221679688,0.0003,,
420,5.98,2456,33,5.13636063,72,0.4968985915184021,2355,-16.54397964477539,11.805976867675781,-12.66816520690918,0.0003,,
424,6.03,2478,34,5.17359013,72,0.4937804937362671,2377,-17.01464080810547,12.897316932678223,-12.733888626098633,0.0003,,
428,6.03,2508,34,5.097998180000001,72,0.4895480275154114,2407,-15.826020240783691,10.062585830688477,-13.228530883789062,0.0003,,
432,6.1,2538,34,5.17307022,72,0.4853314459323883,2437,-15.5233154296875,9.679767608642578,-13.351469993591309,0.0003,,
436,6.03,2559,35,5.09090236,72,0.4823814928531647,2458,-17.064598083496094,10.365962028503418,-13.305351257324219,0.0003,,
440,6.08,2582,35,5.162773480000001,72,0.4791642427444458,2481,-15.050686836242676,10.995490074157715,-13.692255020141602,0.0003,,
444,6.0,2600,35,5.11570557,72,0.4766477346420288,2499,-15.486249923706055,10.015314102172852,-13.741292953491211,0.0003,,
448,5.87,2617,35,5.00749948,72,0.474278062582016,2516,-14.782472610473633,6.13895320892334,-14.014552116394043,0.0003,,
452,5.78,2634,36,4.918734710000001,72,0.4719042479991913,2533,-14.930412292480469,8.850610733032227,-13.867423057556152,0.0003,,
456,5.69,2651,36,4.8485768600000005,72,0.4695386588573456,2550,-13.965465545654297,6.5651397705078125,-14.094911575317383,0.0003,,
460,5.84,2686,36,4.96941121,72,0.46466657519340515,2585,-15.065905570983887,8.588631629943848,-14.631658554077148,0.0003,,
464,5.84,2708,37,4.97774216,72,0.4615989923477173,2607,-13.900918960571289,8.874435424804688,-14.727422714233398,0.0003,,
468,5.84,2731,37,4.94907539,72,0.45840781927108765,2630,-14.605917930603027,7.481245040893555,-15.002403259277344,0.0003,,
472,5.83,2756,37,4.945068300000001,72,0.4549652338027954,2655,-14.53042984008789,5.871367931365967,-15.11646842956543,0.0003,,
476,5.82,2779,38,4.92438761,72,0.4518108367919922,2678,-15.245327949523926,9.690954208374023,-15.169746398925781,0.0003,,
480,5.79,2801,38,4.91181389,72,0.44882237911224365,2700,-14.938455581665039,9.471447944641113,-15.36505126953125,0.0003,,
484,5.82,2825,38,4.94783408,72,0.4455842673778534,2724,-13.802669525146484,4.996768474578857,-15.327680587768555,0.0003,,
488,5.84,2846,39,4.965257879999999,72,0.44279322028160095,2745,-12.920485496520996,5.5649895668029785,-15.353096961975098,0.0003,,
492,5.89,2871,39,5.01800516,72,0.4395062029361725,2770,-14.72777271270752,10.822102546691895,-15.46658992767334,0.0003,,
496,5.87,2892,39,4.964757259999999,72,0.4367697238922119,2791,-14.981903076171875,8.406051635742188,-15.388544082641602,0.0003,,
500,5.81,2914,40,4.9008156199999995,72,0.43395325541496277,2813,-14.768266677856445,8.2277250289917,-15.357892990112305,0.0003,,
504,5.83,2942,40,4.96096977,72,0.43043261766433716,2841,-14.749273300170898,8.097132682800293,-15.44328498840332,0.0003,,
508,5.8,2963,40,4.9047146800000005,72,0.4278321862220764,2862,-14.124710083007812,6.1046905517578125,-15.567806243896484,0.0003,,
512,5.81,2986,40,4.925952779999999,72,0.42500126361846924,2885,-13.12734603881836,6.918272018432617,-15.806647300720215,0.0003,,
516,5.85,3013,41,4.9993136300000005,72,0.42168232798576355,2912,-13.714288711547852,7.870010852813721,-15.717647552490234,0.0003,,
520,5.81,3037,41,5.05734129,72,0.4187505543231964,2936,-13.225943565368652,6.921713829040527,-15.889711380004883,0.0003,,
524,5.77,3055,41,5.0528052500000005,72,0.41656893491744995,2954,-12.091158866882324,5.519015789031982,-16.33281707763672,0.0003,,
528,5.72,3080,42,5.03347145,72,0.41353756189346313,2979,-14.364890098571777,5.7682905197143555,-16.052997589111328,0.0003,,
532,5.7,3108,42,5.055657530000001,72,0.41017529368400574,3007,-14.009604454040527,5.663356781005859,-16.250179290771484,0.0003,,
536,5.77,3136,42,5.116394920000001,72,0.4068508446216583,3035,-13.68700885772705,5.035731315612793,-16.333084106445312,0.0003,,
540,5.78,3160,43,5.095480490000001,72,0.404032826423645,3059,-14.119468688964844,5.937049865722656,-16.11298179626465,0.0003,,
544,5.83,3183,43,5.15219277,72,0.401407927274704,3082,-14.704824447631836,6.820980072021484,-15.521859169006348,0.0003,,
548,5.9,3207,43,5.2235627,72,0.3987239599227905,3106,-12.997223854064941,5.639079570770264,-16.290952682495117,0.0003,,
552,5.99,3233,44,5.2844139100000005,73,0.39583706855773926,3132,-13.791176795959473,4.875502586364746,-15.968421936035156,0.0003,,
556,5.99,3250,44,5.277618579999999,73,0.3939521610736847,3149,-12.735818862915039,5.3337202072143555,-16.308517456054688,0.0003,,
560,5.91,3277,44,5.212235850000001,73,0.3909578025341034,3176,-12.9926118850708,5.897648811340332,-16.24782943725586,0.0003,,
564,5.98,3306,45,5.306256070000001,72,0.38774988055229187,3205,-12.362436294555664,6.396133899688721,-16.886791229248047,0.0003,,
568,5.93,3324,45,5.224425269999999,72,0.3857584595680237,3223,-12.26008415222168,4.941224098205566,-16.87804412841797,0.0003,,
572,5.92,3348,45,5.20141841,72,0.38310423493385315,3247,-12.998215675354004,5.154782772064209,-17.061599731445312,0.0003,,
576,5.95,3374,46,5.24167298,72,0.3802376389503479,3273,-12.327260971069336,3.828946113586426,-17.479921340942383,0.0003,,
580,6.01,3402,46,5.3284293400000005,72,0.37717607617378235,3301,-13.109925270080566,4.719913959503174,-17.543285369873047,0.0003,,
584,6.04,3429,46,5.365224680000001,72,0.37424665689468384,3328,-12.014178276062012,3.708303451538086,-17.80400848388672,0.0003,,
588,6.06,3452,47,5.39449747,72,0.3717595636844635,3351,-12.414382934570312,5.49636173248291,-17.901287078857422,0.0003,,
592,6.13,3484,47,5.425228499999999,72,0.3683151304721832,3383,-12.01257610321045,5.152566909790039,-17.998998641967773,0.0003,,
596,6.16,3508,48,5.469465479999999,72,0.36574721336364746,3407,-12.66118335723877,5.079825401306152,-17.40575408935547,0.0003,,
600,6.15,3529,48,5.505487520000002,72,0.36352843046188354,3428,-11.842246055603027,4.481093406677246,-18.035484313964844,0.0003,,
604,6.13,3555,48,5.44101722,72,0.36078590154647827,3454,-11.408926010131836,4.1501145362854,-18.703411102294922,0.0003,,
608,6.18,3581,49,5.51861564,72,0.35805636644363403,3480,-11.793787002563477,4.5937581062316895,-18.522178649902344,0.0003,,
612,6.17,3603,49,5.52338227,72,0.35575494170188904,3502,-11.44914436340332,4.6955246925354,-18.585723876953125,0.0003,,
616,6.06,3619,49,5.382407949999999,72,0.35408759117126465,3518,-12.278081893920898,3.78533673286438,-18.413057327270508,0.0003,,
620,6.03,3640,50,5.2942457,72,0.3519202470779419,3539,-12.09473991394043,3.6804556846618652,-18.89291763305664,0.0003,,
624,6.05,3660,50,5.288273330000001,72,0.3498755097389221,3559,-11.980257034301758,3.663482189178467,-18.83502769470215,0.0003,,
628,6.03,3683,50,5.223995659999999,72,0.34753286838531494,3582,-10.72596549987793,2.907747745513916,-19.205135345458984,0.0003,,
632,6.02,3710,51,5.11433456,72,0.3448200225830078,3609,-11.218205451965332,2.9290578365325928,-18.9305419921875,0.0003,,
636,5.92,3728,51,5.000474650000001,72,0.34304556250572205,3627,-11.64986515045166,3.2629129886627197,-18.625146865844727,0.0003,,
640,5.93,3753,51,4.96059623,72,0.34060609340667725,3652,-10.122724533081055,5.021793365478516,-19.032411575317383,0.0003,,
644,5.98,3781,52,5.01940782,72,0.337883859872818,3680,-11.377676010131836,3.5474085807800293,-18.68744659423828,0.0003,,
648,5.91,3798,52,4.92505604,72,0.3362329602241516,3697,-11.289512634277344,2.945918083190918,-18.930866241455078,0.0003,,
652,5.9,3823,52,4.885613159999999,72,0.3338044583797455,3722,-10.620916366577148,3.662476062774658,-19.150808334350586,0.0003,,
656,5.97,3847,53,4.93700389,72,0.33148112893104553,3746,-9.95556354522705,3.4017910957336426,-19.85082244873047,0.0003,,
660,5.96,3873,53,4.909867610000001,72,0.3289341926574707,3772,-10.468673706054688,3.570460319519043,-20.387344360351562,0.0003,,
664,5.88,3894,53,4.81359422,72,0.3268621265888214,3793,-10.528207778930664,3.0121588706970215,-20.541271209716797,0.0003,,
668,5.93,3917,54,4.86310716,72,0.32458463311195374,3816,-11.175037384033203,3.3927698135375977,-20.871776580810547,0.0003,,
672,5.93,3941,54,4.834086940000001,72,0.32221317291259766,3840,-10.343655586242676,2.6808838844299316,-21.048248291015625,0.0003,,
676,5.86,3960,54,4.76606083,72,0.320348858833313,3859,-9.748703002929688,2.302140951156616,-21.329647064208984,0.0003,,
680,5.82,3984,55,4.6973948299999995,72,0.3180246353149414,3883,-10.67798900604248,2.8057215213775635,-21.1999568939209,0.0003,,
684,5.79,4008,55,4.663957820000001,72,0.3157406449317932,3907,-10.345654487609863,2.537311315536499,-21.02426528930664,0.0003,,
688,5.81,4033,55,4.7033227,72,0.3133934736251831,3932,-10.690129280090332,2.660064458847046,-20.99338722229004,0.0003,,
692,5.7,4054,56,4.59001063,72,0.31144556403160095,3953,-9.762306213378906,1.9522316455841064,-21.321441650390625,0.0003,,
696,5.74,4082,56,4.598706010000001,72,0.3088935613632202,3981,-10.650256156921387,2.8845300674438477,-21.10995864868164,0.0003,,
700,5.75,4104,56,4.5965666,72,0.3069092333316803,4003,-10.440165519714355,2.6955370903015137,-21.1613826751709,0.0003,,
704,5.67,4122,57,4.54164225,72,0.30529072880744934,4021,-10.785480499267578,2.637979507446289,-21.217361450195312,0.0003,,
708,5.61,4142,57,4.447931710000001,72,0.30349496006965637,4041,-9.691335678100586,1.8052043914794922,-21.215473175048828,0.0003,,
712,5.61,4164,57,4.42619081,71,0.3015401363372803,4063,-9.881065368652344,2.032294273376465,-21.623489379882812,0.0003,,
716,5.7,4189,58,4.57093009,71,0.2993128299713135,4088,-9.92262077331543,3.361926317214966,-22.10281753540039,0.0003,,
720,5.68,4208,58,4.56430381,71,0.2976227104663849,4107,-10.074089050292969,2.7749857902526855,-21.52210807800293,0.0003,,
724,5.72,4232,58,4.664855800000001,71,0.2955074608325958,4131,-10.023611068725586,2.019068717956543,-21.889156341552734,0.0003,,
728,5.77,4260,59,4.76021404,71,0.2930564284324646,4159,-9.391260147094727,2.2822790145874023,-22.63758087158203,0.0003,,
732,5.81,4291,59,4.855820529999999,71,0.2903716564178467,4190,-10.042362213134766,2.593660831451416,-22.032146453857422,0.0003,,
736,5.88,4316,60,4.943164250000001,71,0.2882539629936218,4215,-9.607301712036133,2.1112568378448486,-21.8985595703125,0.0003,,
740,5.84,4337,60,4.9369922100000005,71,0.2864919602870941,4236,-9.352029800415039,1.8568251132965088,-22.213294982910156,0.0003,,
744,5.74,4355,60,4.82869503,71,0.2849827706813812,4254,-9.524723052978516,1.9028736352920532,-22.420730590820312,0.0003,,
748,5.82,4380,60,4.9173722,71,0.2829025089740753,4279,-9.664985656738281,1.944652795791626,-22.342195510864258,0.0003,,
752,5.88,4411,61,5.0544747999999995,71,0.28032875061035156,4310,-9.387890815734863,2.2434182167053223,-22.807615280151367,0.0003,,
756,5.89,4436,61,5.07339143,71,0.2782677114009857,4335,-9.789684295654297,2.193974494934082,-23.034873962402344,0.0003,,
760,5.87,4460,62,5.11825363,71,0.2762865424156189,4359,-9.202095031738281,1.804358959197998,-23.109373092651367,0.0003,,
764,5.96,4490,62,5.2322284,71,0.2738165557384491,4389,-8.544075965881348,1.863222360610962,-23.54986000061035,0.0003,,
768,6.0,4517,62,5.31674749,71,0.2716100215911865,4416,-8.884825706481934,1.428313136100769,-23.188913345336914,0.0003,,
772,5.96,4537,63,5.296019570000001,71,0.2699837386608124,4436,-9.035469055175781,2.6419177055358887,-23.961830139160156,0.0003,,
776,6.0,4560,63,5.3414837099999986,71,0.26812073588371277,4459,-8.84751033782959,1.779878854751587,-23.92451286315918,0.0003,,
780,5.95,4579,63,5.305128389999998,71,0.26658299565315247,4478,-9.09562873840332,1.9495881795883179,-24.48700714111328,0.0003,,
784,5.96,4604,64,5.320495670000001,71,0.2645624279975891,4503,-9.329229354858398,2.1783344745635986,-24.521472930908203,0.0003,,
788,5.94,4627,64,5.306342599999999,71,0.2627177834510803,4526,-9.877127647399902,2.0349783897399902,-24.749244689941406,0.0003,,
792,6.04,4658,64,5.471252279999999,71,0.2602393925189972,4557,-8.793652534484863,1.3918495178222656,-24.938772201538086,0.0003,,
796,5.99,4681,65,5.453390919999999,71,0.25841274857521057,4580,-9.050947189331055,1.6092371940612793,-25.33248519897461,0.0003,,
800,5.98,4702,65,5.458873299999999,71,0.2567494511604309,4601,-8.588300704956055,1.398605465888977,-25.282167434692383,0.0003,,
804,6.02,4724,65,5.50286743,71,0.2550203800201416,4623,-9.081857681274414,1.9296534061431885,-25.776002883911133,0.0003,,
808,6.09,4751,66,5.58957757,71,0.25291189551353455,4650,-8.359809875488281,1.5591202974319458,-25.99593734741211,0.0003,,
812,6.06,4770,66,5.560530460000001,71,0.2514374256134033,4669,-8.424800872802734,1.9451889991760254,-25.92176628112793,0.0003,,
816,5.99,4788,66,5.442437589999998,71,0.2500506043434143,4687,-8.731510162353516,1.692241907119751,-25.94306182861328,0.0003,,
820,6.07,4815,67,5.511238210000001,71,0.247983917593956,4714,-8.526029586791992,1.8154730796813965,-26.043777465820312,0.0003,,
824,6.01,4833,67,5.41433184,71,0.24661658704280853,4732,-8.415825843811035,1.7698886394500732,-26.029434204101562,0.0003,,
828,6.02,4862,67,5.41162451,71,0.2444474995136261,4761,-8.411651611328125,1.7341563701629639,-25.769771575927734,0.0003,,
832,5.98,4889,68,5.342876270000001,71,0.24247096478939056,4788,-8.572819709777832,1.4656651020050049,-25.241989135742188,0.0003,,
836,5.96,4912,68,5.327112659999998,71,0.240841805934906,4811,-8.38198471069336,1.392359972000122,-25.03289794921875,0.0003,,
840,6.0,4937,68,5.375034120000001,71,0.2391122728586197,4836,-8.171157836914062,1.3889280557632446,-25.13017463684082,0.0003,,
844,6.04,4959,68,5.400022990000001,71,0.23759767413139343,4858,-8.573075294494629,1.398806095123291,-25.192501068115234,0.0003,,
848,6.04,4984,69,5.39988663,71,0.2358906865119934,4883,-8.259244918823242,1.4670215845108032,-25.381256103515625,0.0003,,
,,5000,,,,0.23480059206485748,4899,-7.670526504516602,1.370997667312622,-25.832000732421875,0.0003,5.719353181961924,5.85
