rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
8.0,0,4,5319,8.0,32,,,,,,
7.625,0,8,5011,7.625,61,,,,,,
6.75,0,12,5001,6.75,81,,,,,,
6.3125,0,16,4811,6.3125,101,,,,,,
6.6,0,20,494,6.6,132,0.001,31,-1.0379820466041565,0.009879240207374096,,
6.333333333333333,0,24,358,6.333333333333333,152,0.001,51,-1.0487534403800964,0.00388053129427135,,
6.035714285714286,0,28,285,6.035714285714286,169,0.001,70,-1.119225561618805,0.006777869653888047,,
5.65625,0,32,259,5.65625,181,0.001,82,-1.2019349336624146,0.009033606698115667,,
5.361111111111111,0,36,236,5.361111111111111,193,0.001,94,-1.2272725701332092,0.010588227460781733,,
5.125,0,40,224,5.125,205,0.001,106,-1.263429045677185,0.013887312884132067,,
4.931818181818182,1,44,215,4.931818181818182,217,0.001,118,-1.2959999442100525,0.012871781674524149,,
4.770833333333333,1,48,208,4.770833333333333,229,0.001,130,-1.3231585621833801,0.014052797729770342,,
4.634615384615385,1,52,202,4.634615384615385,241,0.001,142,-1.334726631641388,0.015778219948212307,,
4.517857142857143,1,56,197,4.517857142857143,253,0.001,154,-1.3829731941223145,0.013641981718440851,,
4.416666666666667,1,60,193,4.416666666666667,265,0.001,166,-1.3816598653793335,0.014886504039168358,,
4.328125,1,64,189,4.328125,277,0.001,178,-1.3961390256881714,0.009990728460252285,,
4.25,1,68,186,4.25,289,0.001,190,-1.3872095346450806,0.01753990910947323,,
4.180555555555555,1,72,183,4.180555555555555,301,0.001,202,-1.3907426595687866,0.011241276438037554,,
4.118421052631579,1,76,179,4.118421052631579,313,0.001,214,-1.4098086953163147,0.01717430104811986,,
4.0625,1,80,176,4.0625,325,0.001,226,-1.4255315065383911,0.01675912489493688,,
4.011904761904762,1,84,173,4.011904761904762,337,0.001,238,-1.436153769493103,0.020909819441537063,,
3.965909090909091,2,88,171,3.965909090909091,349,0.001,250,-1.4800999164581299,0.010017177400489649,,
3.9239130434782608,2,92,168,3.9239130434782608,361,0.001,262,-1.4812995195388794,0.01965126022696495,,
3.8854166666666665,2,96,165,3.8854166666666665,373,0.001,274,-1.4866027235984802,0.021858062595129013,,
3.85,2,100,163,3.85,385,0.001,286,-1.5008622407913208,0.024147784026960533,,
3.65,2,104,161,3.65,397,0.001,298,-1.5177416801452637,0.025079003845651943,,
3.48,2,108,159,3.48,409,0.001,310,-1.5146806836128235,0.011554917010168234,,
3.4,2,112,157,3.4,421,0.001,322,-1.6460821032524109,0.019134284928441048,,
3.32,2,116,154,3.32,433,0.001,334,-1.5436341166496277,0.01827893126755953,,
3.13,2,120,152,3.13,445,0.001,346,-1.5698392987251282,0.016283420845866203,,
3.05,3,124,150,3.05,457,0.001,358,-1.6014785766601562,0.01767329064508279,,
3.0,3,128,149,3.0,469,0.001,370,-1.5620098114013672,0.023631033177177112,,
3.0,3,132,148,3.0,481,0.001,382,-1.5719635486602783,0.0243621567885081,,
3.0,3,136,147,3.0,493,0.001,394,-1.5736837983131409,0.012962383218109608,,
3.0,3,140,145,3.0,505,0.001,406,-1.654686450958252,0.02663142792880535,,
3.0,3,144,144,3.0,517,0.001,418,-1.5750475525856018,0.02249068208038807,,
3.0,3,148,144,3.0,529,0.001,430,-1.591492772102356,0.011381600052118301,,
3.0,3,152,143,3.0,541,0.001,442,-1.5820952653884888,0.02140008471906185,,
3.0,3,156,142,3.0,553,0.001,454,-1.6786506175994873,0.018777676858007908,,
3.0,3,160,141,3.0,565,0.001,466,-1.6713529229164124,0.024373754858970642,,
3.0,4,164,141,3.0,577,0.001,478,-1.6745088696479797,0.022561800976594288,,
3.0,4,168,140,3.0,589,0.001,490,-1.6213902831077576,0.022270051141579945,,
3.0,4,172,139,3.0,601,0.001,502,-1.6818734407424927,0.016793606181939442,,
3.0,4,176,139,3.0,613,0.001,514,-1.71155446767807,0.017894491863747437,,
3.0,4,180,138,3.0,625,0.001,526,-1.7167940139770508,0.016188250854611397,,
3.0,4,184,138,3.0,637,0.001,538,-1.7697041630744934,0.015065319836139679,,
3.0,4,188,138,3.0,649,0.001,550,-1.7077980637550354,0.018357062091430027,,
3.0,4,192,137,3.0,661,0.001,562,-1.6761141419410706,0.011768716387450695,,
3.0,4,196,137,3.0,673,0.001,574,-1.7512987852096558,0.013399925703803698,,
3.0,5,200,136,3.0,685,0.001,586,-1.632506549358368,0.008389641686032215,,
