time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0,4,22,-6.0022927500000005,675,5.5,,,,,,,,
0,8,37,-5.540781375,773,4.625,,,,,,,,
0,12,55,-5.249060666666666,786,4.583333333333333,,,,,,,,
0,16,74,-5.643211812500001,791,4.625,,,,,,,,
0,20,89,-5.339717800000001,786,4.45,,,,,,,,
0,24,105,-5.189853291666667,522,4.375,-7.394506454467773,-0.016908861696720123,4,0.9990990161895752,0.0003,21.067489624023438,,
0,28,128,-5.228630714285715,242,4.571428571428571,-11.508291244506836,-0.15626084804534912,27,0.9921297430992126,0.0003,17.074081420898438,,
0,32,143,-5.1066348125,189,4.46875,-11.309061050415039,-0.2498193085193634,42,0.9875767230987549,0.0003,19.88391876220703,,
1,36,160,-5.13524275,158,4.444444444444445,-11.989733695983887,-0.3536672592163086,59,0.9824457764625549,0.0003,16.95302391052246,,
1,40,177,-5.271111,141,4.425,-11.672590255737305,-0.4576300084590912,76,0.9773597121238708,0.0003,21.505271911621094,,
1,44,193,-5.209377318181819,130,4.386363636363637,-12.034505844116211,-0.5568126440048218,92,0.9726074934005737,0.0003,15.206724166870117,,
1,48,224,-5.489831916666667,116,4.666666666666667,-12.793057441711426,-0.7439576387405396,123,0.9634921550750732,0.0003,10.732297897338867,,
2,52,240,-5.4411505,111,4.615384615384615,-12.882037162780762,-0.8401641249656677,139,0.9588340520858765,0.0003,9.2218017578125,,
2,56,260,-5.518834089285714,105,4.642857142857143,-13.290739059448242,-0.9575718641281128,159,0.9530556797981262,0.0003,5.712368011474609,,
2,60,281,-5.537243933333333,101,4.683333333333334,-13.348945617675781,-1.08348548412323,180,0.947039783000946,0.0003,5.199254989624023,,
3,64,297,-5.406983625,98,4.640625,-14.0093412399292,-1.1799895763397217,196,0.94249027967453,0.0003,3.009638786315918,,
3,68,321,-5.4884829264705886,95,4.720588235294118,-15.080314636230469,-1.3257845640182495,220,0.9357045888900757,0.0003,2.500804901123047,,
3,72,340,-5.543380513888889,92,4.722222222222222,-14.970256805419922,-1.4327609539031982,239,0.930368959903717,0.0003,2.5341410636901855,,
4,76,370,-5.724491223684212,90,4.868421052631579,-15.11706256866455,-1.6157517433166504,269,0.9220088124275208,0.0003,1.9494671821594238,,
4,80,386,-5.6686751,89,4.825,-15.41993522644043,-1.7102696895599365,285,0.9175837635993958,0.0003,1.5330884456634521,,
4,84,407,-5.634081309523809,87,4.845238095238095,-14.662750244140625,-1.8407628536224365,306,0.9118082523345947,0.0003,2.058785915374756,,
4,88,425,-5.5893891363636365,86,4.829545454545454,-15.425252914428711,-1.9560471773147583,324,0.9068889021873474,0.0003,1.951637864112854,,
5,92,451,-5.56034875,85,4.9021739130434785,-15.662361145019531,-2.106485605239868,350,0.899832010269165,0.0003,2.6525802612304688,,
5,96,472,-5.598046395833333,84,4.916666666666667,-15.139740943908691,-2.2248666286468506,371,0.894174337387085,0.0003,2.704845666885376,,
5,100,494,-5.58052545,83,4.94,-15.766263961791992,-2.3688507080078125,393,0.8882887959480286,0.0003,2.7345829010009766,,
6,104,510,-5.53439051,82,4.88,-15.960277557373047,-2.458127498626709,409,0.8840346336364746,0.0003,2.2054994106292725,,
6,108,530,-5.50029902,82,4.93,-16.449745178222656,-2.5805516242980957,429,0.8787491321563721,0.0003,4.456916809082031,,
6,112,546,-5.4709336099999994,81,4.91,-15.552205085754395,-2.6596786975860596,445,0.8745445013046265,0.0003,2.2625205516815186,,
7,116,571,-5.4292899,80,4.97,-16.0028076171875,-2.82150936126709,470,0.8680248260498047,0.0003,2.623102903366089,,
7,120,593,-5.466717190000001,80,5.04,-15.188848495483398,-2.936133861541748,492,0.8623269200325012,0.0003,2.404439926147461,,
7,124,614,-5.512795579999999,79,5.09,-14.953787803649902,-3.048218011856079,513,0.856926679611206,0.0003,2.4249749183654785,,
8,128,639,-5.54170285,78,5.11,-15.80888557434082,-3.1964893341064453,538,0.8505520820617676,0.0003,2.558236598968506,,
8,132,672,-5.671528049999999,78,5.29,-16.624855041503906,-3.388606548309326,571,0.8422234654426575,0.0003,2.5625221729278564,,
9,136,699,-5.778616360000001,77,5.39,-15.592926979064941,-3.5385284423828125,598,0.8354730010032654,0.0003,1.9616951942443848,,
9,140,718,-5.6880983,77,5.41,-15.705147743225098,-3.654204845428467,617,0.8307616710662842,0.0003,2.626739025115967,,
9,144,742,-5.698142269999998,76,5.49,-16.294300079345703,-3.7872838973999023,641,0.8248471021652222,0.0003,2.0784120559692383,,
10,148,771,-5.640708180000002,76,5.47,-16.541641235351562,-3.9684150218963623,670,0.8177472352981567,0.0003,2.7164430618286133,,
10,152,789,-5.581900300000001,75,5.49,-15.398585319519043,-4.064801216125488,688,0.8133807182312012,0.0003,2.8577351570129395,,
10,156,805,-5.453555129999999,75,5.45,-15.907325744628906,-4.149369239807129,704,0.809523344039917,0.0003,2.421184539794922,,
10,160,828,-5.3601994400000015,75,5.47,-14.688440322875977,-4.258535861968994,727,0.804004430770874,0.0003,1.7415744066238403,,
11,164,845,-5.4397657299999995,75,5.48,-16.252538681030273,-4.383993148803711,744,0.7999563217163086,0.0003,2.668834686279297,,
11,168,864,-5.333561020000001,75,5.43,-15.524613380432129,-4.475308418273926,763,0.7954504489898682,0.0003,2.7368695735931396,,
11,172,889,-5.333457599999999,74,5.49,-15.730080604553223,-4.6338419914245605,788,0.789561927318573,0.0003,2.30153751373291,,
12,176,911,-5.164491460000001,74,5.41,-15.300054550170898,-4.742484092712402,810,0.7844167351722717,0.0003,3.2347960472106934,,
12,180,932,-5.154991239999998,74,5.46,-15.50815200805664,-4.8596696853637695,831,0.779545783996582,0.0003,2.514704704284668,,
12,184,948,-5.0971379,73,5.41,-15.011251449584961,-4.986783027648926,847,0.7758592963218689,0.0003,2.9462146759033203,,
13,188,972,-5.125138079999999,73,5.47,-14.869604110717773,-5.0975189208984375,871,0.77034991979599,0.0003,2.505873680114746,,
13,192,993,-5.046305799999999,73,5.42,-15.188396453857422,-5.195491790771484,892,0.7655727863311768,0.0003,3.5984644889831543,,
13,196,1013,-4.959807179999999,73,5.41,-15.02614688873291,-5.3628830909729,912,0.7610456347465515,0.0003,3.8329248428344727,,
14,200,1036,-4.998398220000001,73,5.42,-16.577194213867188,-5.480078220367432,935,0.7558619976043701,0.0003,2.878939390182495,,
14,204,1055,-4.96161594,73,5.45,-14.616864204406738,-5.571038722991943,954,0.7516065835952759,0.0003,3.5621025562286377,,
14,208,1078,-4.988072909999999,72,5.48,-15.257356643676758,-5.705132961273193,977,0.7464920878410339,0.0003,2.801516056060791,,
14,212,1092,-4.94125211,72,5.46,-13.472814559936523,-5.826183319091797,991,0.7433958649635315,0.0003,2.931483507156372,,
15,216,1112,-4.8456994700000005,72,5.41,-14.680870056152344,-5.912505149841309,1011,0.7389919757843018,0.0003,3.3228917121887207,,
15,220,1129,-4.768714950000001,72,5.36,-14.306653022766113,-5.9887003898620605,1028,0.7352664470672607,0.0003,2.320916175842285,,
15,224,1146,-4.65943138,72,5.32,-14.676101684570312,-6.07744836807251,1045,0.7315574884414673,0.0003,4.072464466094971,,
16,228,1166,-4.501755,72,5.27,-14.396400451660156,-6.229181289672852,1065,0.7272295355796814,0.0003,2.648545026779175,,
16,232,1184,-4.38406133,72,5.12,-15.108100891113281,-6.332042694091797,1083,0.7233529686927795,0.0003,2.7823431491851807,,
16,236,1207,-4.250238830000002,72,5.08,-14.129470825195312,-6.437617301940918,1106,0.7184318900108337,0.0003,3.045189380645752,,
17,240,1230,-4.2965738899999995,72,5.12,-14.800727844238281,-6.606146812438965,1129,0.7135328650474548,0.0003,4.390576362609863,,
17,244,1253,-4.27945771,72,5.11,-13.276763916015625,-6.73885440826416,1152,0.7086663246154785,0.0003,3.9878625869750977,,
