rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
96.75,286,3,117,4,0.9178798198699951,0.0003,-71.52549350000001,1.882479190826416,387,-1.1481006145477295,-13.265036582946777,,
85.125,580,6,105,8,0.8405603766441345,0.0003,-54.043616875000005,1.008650541305542,681,-2.302328586578369,-16.994773864746094,,
162.0,1843,19,97,12,0.5780484080314636,0.0003,-87.21543791666666,1.9005430936813354,1944,-7.01139497756958,-27.474727630615234,,
254.1875,3966,44,91,16,0.31261521577835083,0.0003,-134.5830944375,2.3935439586639404,4067,-13.404790878295898,-35.017391204833984,,
,4899,,,,0.23952889442443848,0.0003,,2.6483378410339355,5000,-15.630070686340332,-33.850982666015625,99.43839022214961,906.5
306.45,6028,79,77,20,0.17361533641815186,0.0003,-160.75446200000002,2.0317506790161133,6129,-18.19365119934082,-32.549930572509766,,
265.5,6271,81,78,24,0.16208316385746002,0.0003,-138.367552125,4.960607528686523,6372,-18.538150787353516,-32.30952453613281,,
270.10714285714283,7462,93,81,28,0.11596555262804031,0.0003,-136.59047960714287,2.3006746768951416,7563,-19.155860900878906,-28.70950698852539,,
258.5625,8173,100,82,32,0.09525972604751587,0.0003,-129.4100055,2.653095006942749,8274,-20.83053970336914,-27.636653900146484,,
268.94444444444446,9581,114,84,36,0.06511969119310379,0.0003,-132.20328413888888,3.111668109893799,9682,-19.806259155273438,-24.266422271728516,,
,9899,,,,0.059804804623126984,0.0003,,3.1251139640808105,10000,-21.14725112915039,-23.81008529663086,219.21322365739252,879.0
322.2,12787,159,81,40,0.028500493615865707,0.0003,-131.31275095,1.9803247451782227,12888,-16.742538452148438,-18.10561180114746,,
,14899,,,,0.017774444073438644,0.0003,,1.5706636905670166,15000,-6.710910320281982,-15.985013961791992,157.35211059268477,912.6
362.0,15827,202,78,44,0.015022145584225655,0.0003,-107.31176772727272,1.7445147037506104,15928,-4.204278945922852,-15.058488845825195,,
402.3541666666667,19212,238,81,48,0.013389891013503075,0.0003,-70.5984631875,1.1083993911743164,19313,-0.7364180684089661,-15.700439453125,,
,19899,,,,0.014188014902174473,0.0003,,1.1141921281814575,20000,0.4770659804344177,-15.805559158325195,624.0478353273123,1000.0
448.3269230769231,23212,293,79,52,0.017617296427488327,0.0003,-17.84213301923078,0.8277369737625122,23313,-0.40055540204048157,-19.344074249267578,,
,24899,,,,0.01887299120426178,0.0003,,0.7571924328804016,25000,0.38044291734695435,-21.357479095458984,390.58069204161876,724.5
487.73214285714283,27212,348,78,56,0.0186166912317276,0.0003,12.024236339285707,0.8010659217834473,27313,0.919562578201294,-23.635173797607422,,
,29899,,,,0.01938510313630104,0.0003,,0.8848593235015869,30000,0.06488162279129028,-25.173921585083008,680.190427233465,1000.0
521.8833333333333,31212,405,77,60,0.020531129091978073,0.0003,48.457902033333326,0.9184068441390991,31313,-0.23670363426208496,-25.656986236572266,,
536.6875,34247,437,78,64,0.022640885785222054,0.0003,79.20042595312499,0.6728146076202393,34348,0.7494145631790161,-28.456676483154297,,
,34899,,,,0.02303117886185646,0.0003,,0.823112964630127,35000,-0.215352863073349,-28.521484375,801.0126114913262,1000.0
563.9411764705883,38247,491,77,68,0.025058923289179802,0.0003,122.97705638235293,0.6811870336532593,38348,-0.48887842893600464,-31.08804702758789,,
,39899,,,,0.023408718407154083,0.0003,,0.872780442237854,40000,-0.3118947744369507,-31.99300765991211,734.1167386483401,902.5
561.5694444444445,40332,526,76,72,0.023237112909555435,0.0003,119.66859620833333,0.9803105592727661,40433,-0.2111477255821228,-32.58970260620117,,
584.6447368421053,44332,569,78,76,0.023415718227624893,0.0003,148.90714559210528,0.5526206493377686,44433,0.32314014434814453,-34.590946197509766,,
,44899,,,,0.0237791258841753,0.0003,,0.8170952796936035,45000,0.3450043499469757,-34.50852966308594,825.0714809778495,1000.0
