train/learning_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,,,,,0.8106569832265377,639965,640000,-51.07863977050781,,1000.0,471.58405003880614
0.001,660,1000.0,717.5678146900001,4701,0.7399316148161889,642965,643965,-51.00743661499023,136,,
0.001,,,,,1.0186746544837952,644965,645000,-50.720799324035646,,1000.0,655.9287189558148
0.001,664,1000.0,705.6165847200002,4731,1.0532695547044277,646965,647965,-50.707378913879396,136,,
0.001,,,,,0.8773514339327813,649965,650000,-51.19258359527588,,1000.0,661.7631363542808
0.001,668,1000.0,697.7191921900001,4761,0.8836706638634205,650965,651965,-51.29146091461182,136,,
0.001,,,,,0.6885994296073914,654965,655000,-51.6310679397583,,1000.0,893.4878984004259
,672,1000.0,700.3319616800001,4790,,,655965,,136,,
0.001,676,1000.0,698.85976381,4811,0.7239184027314186,658965,659965,-52.34288824462891,137,,
0.001,,,,,0.770524077296257,659965,660000,-52.37679164123535,,1000.0,784.8776875983924
0.001,680,1000.0,697.0787898699999,4841,0.698373864620924,662965,663965,-52.02061282348633,137,,
0.001,,,,,0.6936958872377873,664965,665000,-51.77475128936768,,1000.0,876.560261785984
0.001,684,1000.0,698.4087867400001,4871,0.6380043268501758,666965,667965,-51.45700788116455,137,,
0.001,,,,,0.6269089921116829,669965,670000,-50.92294835662842,,1000.0,705.3602873307187
0.001,688,1000.0,712.5905159399999,4901,0.6378891792297363,670965,671965,-51.000417999267576,137,,
0.001,,,,,0.5336869031339884,674965,675000,-51.55746448516846,,1000.0,847.0929200106999
,692,1000.0,732.6996901099999,4931,,,675965,,137,,
0.001,696,1000.0,742.1999561000001,4953,0.5642244967818261,678965,679965,-51.5414033203125,137,,
0.001,,,,,0.5806709525883198,679965,680000,-51.49067279052734,,1000.0,833.1790642865002
0.001,700,1000.0,748.04307438,4983,0.5939048484563828,682965,683965,-51.46576263427735,137,,
0.001,,,,,0.5646855749487877,684965,685000,-51.63245588684082,,1000.0,882.8717962235212
0.001,704,1000.0,765.6787402699999,5013,0.5552797240167856,686965,687965,-51.680166229248044,137,,
0.001,,,,,0.5406964220404625,689965,690000,-51.79315748596191,,1000.0,931.5911808609962
0.001,708,1000.0,769.5337809200001,5043,0.5845334681421518,690965,691965,-51.71103924560547,137,,
0.001,,,,,0.538923054754734,694965,695000,-51.831999992370605,,1000.0,682.8394223753363
,712,1000.0,773.8326749400002,5073,,,695965,,137,,
0.001,716,1000.0,780.8187291600001,5094,0.5313600343763828,698965,699965,-52.05140631103516,137,,
0.001,,,,,0.5273288682252169,699965,700000,-52.174314094543455,,1000.0,885.6504245366901
0.001,720,1000.0,785.5043189299998,5123,0.5334172526895999,702965,703965,-52.51137724304199,137,,
0.001,,,,,0.5145354510545731,704965,705000,-52.4753378829956,,1000.0,833.9789182057605
0.001,724,1000.0,781.8792191900002,5153,0.4889089510589838,706965,707965,-52.676793617248535,137,,
0.001,,,,,0.5093349025696516,709965,710000,-53.12469599151611,,1000.0,906.0785565696657
0.001,728,1000.0,780.97495206,5183,0.5107568980008363,710965,711965,-53.17695990753174,137,,
0.001,,,,,0.5528815954625607,714965,715000,-53.68901582336426,,1000.0,827.4433715045452
,732,1000.0,781.0973561500001,5213,,,715965,,137,,
0.001,736,1000.0,789.6593799799999,5234,0.6399573543965816,718965,719965,-53.69190897369385,137,,
0.001,,,,,0.6279924272298812,719965,720000,-53.631131050109865,,1000.0,824.0925560086965
0.001,740,1000.0,787.5891458099999,5265,0.6575395199656486,722965,723965,-53.375608123779294,137,,
0.001,,,,,0.5800261885821819,724965,725000,-53.51497015380859,,1000.0,884.0059145063162
0.001,744,1000.0,786.5166976700001,5295,0.5499451697468758,726965,727965,-53.69194169616699,137,,
0.001,,,,,0.44232598081231117,729965,730000,-54.135036003112795,,1000.0,771.2416052997112
0.001,748,1000.0,785.16119001,5324,0.4169237586259842,730965,731965,-54.158322860717774,137,,
0.001,,,,,0.43689083980023863,734965,735000,-54.012820007324216,,1000.0,811.8279086200521
,752,1000.0,788.53775641,5354,,,735965,,137,,
0.001,756,1000.0,823.89843097,5375,0.4831712210476398,738965,739965,-53.780833976745605,137,,
0.001,,,,,0.5272760573923588,739965,740000,-53.546708610534665,,1000.0,874.2576716504991
0.001,760,1000.0,833.27711131,5405,0.6583523466587067,742965,743965,-53.452912055969236,137,,
0.001,,,,,0.6921324054598809,744965,745000,-53.3052308883667,,1000.0,726.2418223123998
0.001,764,1000.0,834.7637417099999,5434,0.6591736117601394,746965,747965,-53.17698606872558,137,,
0.001,,,,,0.6032689272612334,749965,750000,-52.8797480545044,,1000.0,791.9411065459251
0.001,768,1000.0,839.7099905499999,5464,0.602935182929039,750965,751965,-52.79553254699707,137,,
0.001,,,,,0.604278833925724,754965,755000,-52.504841796875,,1000.0,771.3873778391164
,772,1000.0,835.8101941699999,5494,,,755965,,137,,
0.001,776,1000.0,834.3293577899999,5514,0.5793161097764968,758965,759965,-52.51511641693115,137,,
0.001,,,,,0.5725487476587295,759965,760000,-52.60276026916504,,1000.0,484.47588719180783
0.001,780,1000.0,808.3369263799998,5544,0.8110573074519635,762965,763965,-51.72013311767578,137,,
0.001,,,,,0.8306505361795425,764965,765000,-50.99508227539062,,1000.0,647.0366294439882
0.001,784,1000.0,801.2048851199999,5573,0.8364879467189312,766965,767965,-50.213903854370116,137,,
0.001,,,,,0.7914142963588238,769965,770000,-49.273455909729,,1000.0,586.3945842299611
0.001,788,1000.0,792.4415026899999,5602,0.8303626751303673,770965,771965,-48.92987779998779,137,,
0.001,,,,,0.8864099832177162,774965,775000,-48.33518639373779,,1000.0,683.3444671817124
,792,1000.0,791.6634714100002,5630,,,775965,,137,,
0.001,796,1000.0,788.51194315,5650,1.2309095209240914,778965,779965,-48.02147997283936,138,,
0.001,,,,,1.3361338541507721,779965,780000,-47.949935668945315,,1000.0,912.6186943292618
0.001,800,1000.0,781.04410131,5678,1.701795350253582,782965,783965,-47.756955589294435,138,,
0.001,,,,,1.4898304514288903,784965,785000,-47.74211636352539,,1000.0,540.544480790844
0.001,804,1000.0,768.6172526700002,5706,1.321852747142315,786965,787965,-48.12743745422363,138,,
0.001,,,,,0.9574998072087765,789965,790000,-47.50117549133301,,1000.0,452.016235524579
0.001,808,990.54,753.53255953,5730,0.9205235375298394,790019,791019,-47.52414321899414,138,,
0.001,,,,,1.0795593161582946,794019,795000,-47.05597687530518,,1000.0,339.0312064795291
,812,990.54,732.7733697899998,5758,,,795019,,138,,
0.001,816,990.54,717.2532555199999,5779,1.2372871350049972,798019,799019,-44.92550843048096,138,,
0.001,,,,,1.2793811635971069,799019,800000,-44.252076705932616,,1000.0,626.0705959941727
0.001,820,990.54,709.68362952,5808,1.2788643618822098,802019,803019,-42.271262771606445,138,,
0.001,,,,,1.6084060139656067,804019,805000,-40.62269416809082,,1000.0,-318.26023496256676
0.001,824,990.54,656.14654863,5836,2.1074139413833617,806019,807019,-38.91818466949463,138,,
0.001,,,,,2.3957066556215287,809019,810000,-37.31901016998291,,1000.0,394.3991174954455
0.001,828,990.54,631.52014935,5864,2.3811285905838013,810019,811019,-37.03105325317383,138,,
0.001,,,,,3.226311655640602,814019,815000,-31.68341396713257,,1000.0,93.83082199961063
,832,990.54,595.4183575899999,5895,,,815019,,138,,
0.001,836,990.54,541.93829133,5916,5.34005157494545,818019,819019,-23.023801361083983,138,,
0.001,,,,,6.392029812574386,819019,820000,-20.569223514556885,,904.2,-1.0036064566113054
0.001,840,990.54,480.08928359999993,5945,8.855002061128616,822019,823019,-17.058946399688722,138,,
0.001,,,,,9.568061735153199,824019,825000,-15.600459405899048,,1000.0,-1366.341331042105
0.001,844,990.54,397.43875948999994,5976,12.475090385437012,826019,827019,-15.909090518951416,138,,
0.001,,,,,13.178496175289155,829019,830000,-18.839241859436036,,1000.0,-143.95927748235408
0.001,848,990.54,351.43617285,6006,13.839606702804565,830019,831019,-20.072180839538575,138,,
0.001,,,,,6.818347014904022,834019,835000,-16.963934080123902,,1000.0,-381.863175797218
,852,990.54,305.12598558,6036,,,835019,,138,,
0.001,856,990.54,260.20993445,6057,4.874141803979874,838019,839019,-14.36761396408081,138,,
0.001,,,,,4.960984804034233,839019,840000,-13.960705463409424,,1000.0,35.566598337687175
0.001,860,984.44,226.00825436,6084,5.093222928352845,841409,842409,-11.372545122488951,138,,
0.001,,,,,5.218256020069123,844409,845000,-9.829498849868774,,901.5,-1080.723882072093
0.001,864,984.44,192.08363176999998,6113,5.21497377705574,845409,846409,-10.117023545265198,138,,
0.001,,,,,4.6211877526044844,849409,850000,-7.674619697570801,,1000.0,-169.33841745259707
,868,984.44,141.08322055,6143,,,850409,,138,,
0.001,872,984.44,109.86579642999999,6165,3.38120674431324,853409,854409,-6.7997259905934335,138,,
0.001,,,,,3.290925262451172,854409,855000,-6.475340041875839,,913.5,-381.32475267471744
0.001,876,984.44,97.37666438000001,6194,2.6670164904594422,857409,858409,-7.86966419672966,138,,
0.001,,,,,2.5295716400146486,859409,860000,-8.767945865154266,,1000.0,291.77142462269404
0.001,880,984.44,113.25661956,6223,2.4428049483299255,861409,862409,-9.032569114923477,138,,
0.001,,,,,2.5429574734568594,864423,865000,-10.082723455905914,,901.5,-264.27184971319514
,884,974.58,78.99498335999999,6247,,,865423,,138,,
0.001,888,955.89,70.58047079999997,6263,2.3157783992912457,867515,867554,-11.488343259562617,138,,
0.001,,,,,2.389273987531662,869554,870000,-12.100318305969239,,900.9,465.32208142695015
0.001,892,955.89,61.79988801999998,6288,2.264152695119381,870554,871554,-12.47597831916809,138,,
0.001,,,,,2.3561311540007592,874554,875000,-13.184696451187135,,907.6,146.2765244213835
,896,955.89,44.067774689999986,6316,,,875554,,138,,
0.001,900,946.4,14.751640599999996,6333,3.2272672921419145,877605,878605,-12.425275531768799,138,,
0.001,,,,,3.808483845591545,879605,880000,-11.9152137966156,,1000.0,53.178558019214144
0.001,904,946.4,-34.79771977,6362,3.6048003326654436,881605,882605,-12.644393610000611,138,,
0.001,,,,,3.8804922379255293,884605,885000,-15.038384065628051,,902.1,-715.0553644382264
0.001,908,946.03,-103.30631387,6391,3.453671092748642,885605,885622,-15.624938886642456,138,,
0.001,912,946.03,-135.99436769,6408,2.6654957951307297,888622,889622,-17.789336503982543,138,,
0.001,,,,,2.788068463921547,889622,890000,-18.152951303482055,,1000.0,103.74263790430268
0.001,916,946.03,-184.30151648999998,6438,4.136937131166458,892622,893622,-17.12430284500122,138,,
0.001,,,,,4.49020181746965,894800,895000,-15.113401680849911,,586.8,-195.3277192782378
0.001,920,927.99,-209.60616283000002,6460,4.386198802947998,895800,895818,-15.471316549301147,138,,
0.001,924,927.99,-185.86737656999998,6476,4.345188764810562,898818,899818,-12.387111310005189,138,,
0.001,,,,,4.405505273342133,899818,900000,-10.464065636634826,,1000.0,-13.094791012517817
0.001,928,927.99,-198.0887345,6506,5.543479066848755,902818,903818,-6.302528387665749,138,,
0.001,,,,,5.853221967458725,904818,905000,-2.4809985527843237,,1000.0,-373.68511473058936
0.001,932,927.99,-188.11431887000006,6536,6.6609036381244655,906818,907818,2.575830763148144,138,,
0.001,,,,,6.314909722566605,909818,910000,-0.6623469062997028,,802.2,126.37809099829755
0.001,936,927.99,-172.99212752000003,6564,5.494052686214447,910818,911818,-1.5209942047800868,138,,
0.001,,,,,3.75338196849823,914818,915000,-4.456839570485055,,902.1,303.8699236099026
,940,927.99,-139.96890988999996,6593,,,915818,,138,,
0.001,944,927.99,-96.15135953999999,6614,4.004568325400353,918818,919818,-4.853842431113124,139,,
0.001,,,,,3.8218536677360535,919818,920000,-5.3954193749465045,,1000.0,502.75817344069367
0.001,948,927.99,-69.71674745000001,6645,3.8795283621549608,922818,923818,-6.384988955914975,139,,
0.001,,,,,3.947879432082176,924818,925000,-7.662491990089417,,1000.0,534.8020078224363
0.001,952,927.99,-69.25183872000002,6676,3.7206621673107145,926818,927818,-7.511496317982673,138,,
0.001,,,,,3.403220556974411,929818,930000,-6.545949543222785,,1000.0,-90.83328257338144
0.001,956,927.99,-55.033723310000006,6706,3.3282051573991778,930818,931818,-5.6183758790344,138,,
0.001,,,,,3.2746531496047973,934818,935000,-4.5338249185681345,,1000.0,283.12623154151225
,960,934.09,-36.65506640000001,6736,,,935818,,138,,
0.001,964,934.09,-23.566141990000006,6757,2.760174119710922,938818,939818,-7.978354752063751,139,,
0.001,,,,,2.757219256401062,939818,940000,-7.697536473274231,,903.3,-804.9218580906512
0.001,968,934.09,11.302679499999995,6786,2.47012092345953,942818,943818,-7.5018031873703,139,,
0.001,,,,,2.428517521619797,944818,945000,-7.405566808223725,,1000.0,-434.93422980043107
0.001,972,934.09,6.993435489999991,6817,2.197579949975014,946818,947818,-7.5034649186134335,139,,
0.001,,,,,1.910525877058506,949818,950000,-9.534108094215393,,1000.0,275.24899744288996
0.001,976,934.09,5.106626090000003,6847,1.9490368319153786,950818,951818,-10.180341546058655,139,,
0.001,,,,,1.8167943610548973,954818,955000,-11.357764142990112,,1000.0,-145.0264772817376
,980,934.09,-6.6299647100000065,6877,,,955818,,138,,
0.001,984,940.33,13.647218069999985,6896,1.8778863765042404,958456,959456,-10.340572647166477,139,,
0.001,,,,,1.885857397019863,959456,960000,-10.186444509506225,,1000.0,200.96066780131878
0.001,988,959.02,1.2139723699999945,6926,2.0351997380256655,962456,963456,-9.263809336662293,139,,
0.001,,,,,2.2368346292972565,964456,965000,-8.303094233512878,,908.6,120.32241593163926
0.001,992,951.48,-20.191534930000007,6955,2.38880606842041,966456,966702,-8.201849199295044,138,,
0.001,,,,,2.4318941873311997,969702,970000,-7.666900425434113,,1000.0,337.77686796619093
,996,951.48,-44.316585790000005,6982,,,970702,,139,,
0.001,1000,960.97,-34.19652533000001,7003,2.058293777346611,973702,974702,-8.788976385116577,139,,
0.001,,,,,2.018360922932625,974702,975000,-9.142167481422424,,1000.0,-6.996712737268536
0.001,1004,960.97,-9.866929960000014,7033,2.0244194947481153,977702,978702,-11.131811807632447,139,,
0.001,,,,,2.4631391470432282,979702,980000,-11.118000169754028,,1000.0,520.806997594051
0.001,1008,970.8,56.37149641999999,7063,2.1130324938297274,981702,982702,-11.752415482521057,139,,
0.001,,,,,1.800482722222805,984702,985000,-14.042082067489623,,1000.0,101.71803422775119
0.001,1012,970.8,58.742038169999994,7092,1.7675637291669846,985702,986702,-14.46500962638855,139,,
0.001,,,,,1.7513948659300804,989702,990000,-15.882264848709106,,1000.0,228.77972690393216
,1016,970.8,111.47349161,7123,,,990702,,139,,
0.001,1020,988.84,134.09307281,7144,1.9239679655432702,993702,994702,-15.852327756881714,139,,
0.001,,,,,1.9103211725950242,994702,995000,-15.704099948883057,,839.5,479.3537311285676
0.001,1024,988.84,157.05959322,7173,2.0586457756757737,997702,998702,-16.388390998840332,139,,
0.001,,,,,2.0049616731405258,999702,1000000,-17.142845542907715,,996.3,143.14073097669498
0.001,1028,988.84,191.61049928,7204,2.363363882601261,1001702,1002702,-17.905498991012575,139,,
0.001,,,,,3.0975473531484603,1004702,1005000,-17.964129457473756,,1000.0,838.2183100530413
0.001,1032,988.84,204.81427770999994,7234,3.191324115157127,1005702,1006702,-17.68855281639099,139,,
0.001,,,,,3.4691135103702546,1009702,1010000,-17.320015998840333,,812.0,154.86330210937885
,1036,988.84,233.44124001000003,7262,,,1010702,,139,,
0.001,1040,988.84,240.75231549000003,7283,4.290509909152985,1013702,1014702,-15.47401844215393,139,,
0.001,,,,,4.456377720713616,1014702,1015000,-15.086292533874511,,1000.0,3.588273914079764
0.001,1044,988.84,232.12212194999995,7313,4.200556171655655,1017702,1018702,-15.56978168106079,139,,
0.001,,,,,4.163565549850464,1019702,1020000,-16.275250333786012,,1000.0,-345.30233173866657
0.001,1048,988.84,206.85853536,7342,4.051404455542564,1021702,1022702,-18.386101684570313,139,,
0.001,,,,,3.3925015062093733,1024702,1025000,-17.402524766921996,,1000.0,338.6420196393854
0.001,1052,988.84,212.52587696000003,7372,3.161697442650795,1025702,1026702,-16.953382394790648,139,,
0.001,,,,,2.618314889550209,1029702,1030000,-15.853508964538575,,1000.0,110.44881575549952
,1056,988.84,193.83294381,7402,,,1030702,,139,,
0.001,1060,988.84,190.70562250999998,7423,2.5820840128660203,1033702,1034702,-14.873864326477051,139,,
0.001,,,,,2.6707422293424607,1034702,1035000,-14.638453580856323,,1000.0,180.17267067891663
0.001,1064,988.84,170.98335508000002,7453,2.502066744685173,1037702,1038702,-14.287898782730103,139,,
0.001,,,,,2.4201011048555374,1039702,1040000,-14.46609799003601,,1000.0,-117.10727389997336
0.001,1068,988.84,139.7312344,7483,2.284847808778286,1041702,1042702,-14.815017269134522,139,,
0.001,,,,,2.4045057851076126,1044702,1045000,-14.505312223434448,,1000.0,-188.9591524992931
0.001,1072,973.09,153.98805130000002,7508,2.393510116224593,1045078,1045127,-14.325523447483144,139,,
0.001,1076,973.09,131.58652391,7525,2.4172448756098746,1048127,1049127,-13.737637391090393,139,,
0.001,,,,,2.369656111359596,1049127,1050000,-13.901345479011535,,945.8,424.9745038879919
0.001,1080,973.09,142.79213579000003,7555,2.2878980876207353,1052127,1053127,-14.995210676193237,139,,
0.001,,,,,2.177180314064026,1054127,1055000,-15.836486722946168,,1000.0,625.3531689557246
0.001,1084,976.71,154.72273277,7586,2.0933464309573173,1056127,1057127,-17.198030546188356,139,,
0.001,,,,,1.8872047514915467,1059127,1060000,-18.614172243118286,,1000.0,462.7259135549422
0.001,1088,976.71,167.33930841,7616,1.9038169420957565,1060127,1061127,-19.232111560821533,139,,
0.001,,,,,1.9501295234560967,1064127,1065000,-19.203772651672363,,1000.0,457.9208993228618
,1092,984.25,172.64123014,7647,,,1065127,,139,,
0.001,1096,984.25,192.85720149,7668,2.2363881311416627,1068127,1069127,-18.311677925109862,139,,
0.001,,,,,2.378887341737747,1069127,1070000,-18.074792306900026,,1000.0,90.68030461121816
0.001,1100,984.25,176.16536510000003,7699,3.2240956645011902,1072127,1073127,-16.977253633499146,139,,
0.001,,,,,3.509064591884613,1074127,1075000,-17.27137147140503,,1000.0,-59.122392987180504
0.001,1104,984.25,181.95557190000008,7729,3.9003318301439287,1076127,1077127,-17.43191960144043,139,,
0.001,,,,,4.792117995262146,1079127,1080000,-17.054852531433106,,903.6,655.1710019176273
0.001,1108,984.25,186.58711442,7759,4.888244688272477,1080127,1081127,-17.467912143707274,139,,
0.001,1112,974.46,178.20357838000004,7775,4.084553139550345,1083148,1084148,-17.06257828799161,139,,
0.001,,,,,4.319431463718415,1084148,1085000,-15.90360778427124,,842.5,-59.8783143278677
0.001,1116,974.46,176.91993047000003,7804,4.57149170255661,1087148,1088148,-13.662460008621215,139,,
0.001,,,,,3.983353365421295,1089148,1090000,-14.76887684059143,,1000.0,58.24563925890252
0.001,1120,974.46,167.23535702,7834,3.2559534972906112,1091148,1092148,-17.331173246383667,139,,
0.001,,,,,2.5912462120056152,1094148,1095000,-22.227311016082762,,1000.0,-800.5150863796473
0.001,1124,974.46,137.6428744,7864,2.494285040616989,1095148,1096148,-23.563674480438234,139,,
0.001,,,,,2.020150514960289,1099148,1100000,-22.19408006286621,,912.6,-15.469036535156192
,1128,974.46,94.87119329,7894,,,1100148,,139,,
0.001,1132,974.46,54.68336979,7916,1.895971203625202,1103148,1104148,-19.182164348602296,139,,
0.001,,,,,1.7747952493429184,1104148,1105000,-18.57573879814148,,1000.0,-468.20967394714245
0.001,1136,974.46,2.892747439999994,7946,1.8519587967991828,1107148,1108148,-16.574241821289064,139,,
0.001,,,,,2.1419323526620864,1109148,1110000,-15.603917863845826,,1000.0,300.2882138677058
0.001,1140,974.46,9.259926249999998,7976,2.342911870718002,1111148,1112148,-14.617774305343628,139,,
0.001,,,,,2.1970471608638764,1114148,1115000,-15.373905519485474,,1000.0,685.2840825485066
0.001,1144,974.46,41.62702726,8006,2.1179631446003913,1115148,1116148,-15.767771059036255,139,,
0.001,1148,964.67,62.245313610000004,8022,2.0916220053434373,1118169,1119169,-16.321035371780397,139,,
0.001,,,,,2.112338811635971,1119169,1120000,-16.79460013961792,,1000.0,654.4462949482652
0.001,1152,964.67,91.25762504000001,8052,2.1261738236546517,1122169,1123169,-16.274749853134157,139,,
0.001,,,,,2.2494491591453554,1124169,1125000,-16.011499631881716,,1000.0,532.6259290629998
0.001,1156,964.67,128.19809459,8082,2.2987065217494966,1126169,1127169,-16.13501741027832,139,,
0.001,,,,,2.31427861225605,1129169,1130000,-15.764957601547241,,901.1,187.27388283649924
0.001,1160,964.67,119.04773090999998,8112,2.3614324626922607,1130169,1131169,-15.590130180358887,139,,
0.001,1164,954.81,149.66947014000002,8128,2.5078668338911876,1133183,1134183,-17.122232709612167,139,,
0.001,,,,,2.547463591814041,1134183,1135000,-16.23942226600647,,901.7,493.7310244830325
0.001,1168,946.18,171.69300511999998,8153,2.318812965273857,1136320,1137320,-17.11910782241821,139,,
0.001,,,,,2.475948054790497,1139320,1140000,-17.795936433792114,,901.3,-577.7260843644384
0.001,1172,952.37,147.09422734999998,8180,2.6418448700904844,1140320,1140364,-16.85393812942505,139,,
0.001,1176,952.37,167.38596317999998,8197,4.166515769004822,1143364,1144364,-13.566586767196656,139,,
0.001,,,,,4.485784150600433,1144364,1145000,-12.179332263946533,,915.4,355.10179221779106
0.001,1180,952.37,166.22423528,8226,4.09498445379734,1147364,1148364,-10.341407887935638,139,,
0.001,,,,,3.421615288615227,1149364,1150000,-10.919322809219361,,1000.0,271.5469661347568
0.001,1184,952.37,162.48566836,8256,3.0723907084465027,1151364,1152364,-11.560684679031372,139,,
0.001,,,,,2.9618500196933746,1154364,1155000,-13.18807966041565,,1000.0,443.6789065908641
0.001,1188,952.37,156.09993100999998,8287,2.838967974305153,1155364,1156364,-14.094946964263915,139,,
0.001,,,,,2.067997553050518,1159364,1160000,-16.597528301239013,,1000.0,519.2447229081765
,1192,952.37,162.5870909,8317,,,1160364,,139,,
0.001,1196,952.37,184.74811219,8339,1.7382381218671799,1163364,1164364,-18.029311388015746,139,,
0.001,,,,,1.6560391303896904,1164364,1165000,-18.29929444694519,,1000.0,784.02831757823
0.001,1200,952.37,220.84478506,8369,1.5391394572854042,1167364,1168364,-19.505507354736327,139,,
0.001,,,,,1.571601875603199,1169364,1170000,-19.790654552459717,,1000.0,504.91985723813997
0.001,1204,952.37,241.18673624,8399,1.565793040215969,1171364,1172364,-20.0977722492218,139,,
0.001,,,,,1.8494409708976745,1174364,1175000,-20.42197770690918,,1000.0,637.5183141069953
0.001,1208,952.37,228.46165778,8430,1.9198637139201165,1175364,1176364,-20.438399602890016,139,,
0.001,,,,,2.2326184232831,1179364,1180000,-19.82456945991516,,1000.0,650.6231626469641
,1212,962.16,277.69687075,8460,,,1180364,,139,,
0.001,1216,962.16,281.48608671,8482,2.2577812764644625,1183364,1184364,-20.096888946533202,139,,
0.001,,,,,2.347943022608757,1184364,1185000,-19.894247114181518,,1000.0,354.0991852663457
0.001,1220,962.16,270.1438238,8513,2.518966685295105,1187364,1188364,-18.946634540557863,139,,
0.001,,,,,2.7578229340314864,1189364,1190000,-19.005305456161498,,1000.0,358.72762531988553
0.001,1224,962.16,295.04914146000004,8542,2.7880401917696,1191364,1192364,-18.51786529159546,139,,
0.001,,,,,3.092961937427521,1194364,1195000,-17.5240876789093,,1000.0,517.1481169747364
0.001,1228,962.16,294.9012197900001,8571,3.122632450222969,1195364,1196364,-16.954502908706665,139,,
0.001,,,,,3.261252564549446,1199364,1200000,-14.84695178413391,,1000.0,72.58406140734442
,1232,962.16,327.62015737,8600,,,1200364,,139,,
0.001,1236,962.16,354.50609528,8621,4.586290945053101,1203364,1204364,-14.810794869422912,139,,
0.001,,,,,4.5008829215765,1204364,1205000,-14.844955676078797,,1000.0,514.5670459428802
0.001,1240,962.16,360.00339922,8651,5.552337615251541,1207364,1208364,-16.850387018203737,139,,
0.001,,,,,6.911992051362992,1209364,1210000,-19.407871295928956,,1000.0,-528.0025636595674
0.001,1244,962.16,332.86592655,8681,8.385540952920914,1211364,1212364,-22.8579024810791,139,,
0.001,,,,,11.416081652641296,1214364,1215000,-26.805551372528075,,1000.0,-1572.861313945055
0.001,1248,971.95,272.1948813,8711,14.88924629163742,1215364,1216364,-28.543050476074217,139,,
0.001,,,,,13.087761455535889,1219364,1220000,-18.7311085395813,,829.6,-945.7834019809961
,1252,971.95,193.05932805,8739,,,1220364,,139,,
0.001,1256,971.95,147.09068120999999,8761,8.1977490067482,1223364,1224364,-17.970781991958617,139,,
0.001,,,,,6.332367812871933,1224364,1225000,-17.74587529182434,,1000.0,-527.2176868934591
0.001,1260,971.95,128.94958414,8791,6.010857015132904,1227364,1228364,-16.736169410705568,139,,
0.001,,,,,7.263556507825851,1229364,1230000,-16.722491022109985,,913.8,-74.59937099851668
0.001,1264,981.81,104.95812274999999,8820,6.666987480401993,1231364,1232364,-16.344370094299315,139,,
0.001,,,,,3.972456518769264,1234364,1235000,-18.77490233230591,,1000.0,-801.0654410148039
0.001,1268,990.44,87.88746091000002,8850,3.5602636306285858,1235364,1236364,-19.64818510055542,139,,
0.001,,,,,2.495858347654343,1239364,1240000,-21.18310387611389,,1000.0,854.4001378689427
,1272,1000.0,129.41117591,8882,,,1240364,,139,,
0.001,1276,1000.0,140.90143039999998,8904,1.683924050450325,1243364,1244364,-24.29603151321411,139,,
0.001,,,,,1.7293606554865837,1244364,1245000,-24.62229468154907,,1000.0,388.3999490360264
0.001,1280,1000.0,127.35660394,8934,1.88046044754982,1247364,1248364,-24.941779678344727,139,,
0.001,,,,,1.9979997054338454,1249364,1250000,-24.846779762268067,,1000.0,381.573622839991
0.001,1284,1000.0,119.49463573000004,8964,1.988770739197731,1251364,1252364,-26.02247229385376,139,,
0.001,,,,,1.929721019744873,1254364,1255000,-28.188700839996336,,1000.0,405.3706543271197
0.001,1288,1000.0,128.97720902,8994,1.9060823754668237,1255364,1256364,-28.662826217651368,139,,
0.001,,,,,2.0495190311074256,1259364,1260000,-28.417243923187257,,1000.0,127.05407212600112
,1292,1000.0,121.66636989000003,9024,,,1260364,,139,,
0.001,1296,1000.0,110.66089214000002,9046,2.0660652586221695,1263364,1264364,-27.31399783706665,139,,
0.001,,,,,2.0181260597109794,1264364,1265000,-27.012098880767823,,1000.0,188.93540852258448
0.001,1300,1000.0,102.47089638,9076,2.3336335602998735,1267364,1268364,-25.68957577896118,139,,
0.001,,,,,2.218731224358082,1269364,1270000,-24.97481299209595,,1000.0,635.9328471858986
0.001,1304,1000.0,100.92623666,9106,2.1294279130101206,1271364,1272364,-23.659898609161377,139,,
0.001,,,,,2.0795928137898447,1274364,1275000,-22.697901016235353,,1000.0,624.6604591523297
0.001,1308,1000.0,119.76525485999998,9137,2.076902920424938,1275364,1276364,-22.650455944061278,139,,
0.001,,,,,2.2263969931006433,1279364,1280000,-22.717532245635986,,1000.0,497.6268285668455
,1312,1000.0,123.89635016000003,9167,,,1280364,,139,,
0.001,1316,1000.0,127.51822510000004,9188,2.2743000789880754,1283364,1284364,-22.266889450073243,139,,
0.001,,,,,2.214167021870613,1284364,1285000,-21.827955192565916,,1000.0,560.1902598057408
0.001,1320,1000.0,159.05004406,9217,2.28185178899765,1287364,1288364,-20.061999252319335,139,,
0.001,,,,,2.5884639189243317,1289364,1290000,-18.34726020240784,,1000.0,222.53182819511275
0.001,1324,1000.0,144.35941719000002,9247,2.624397669196129,1291364,1292364,-17.22348944282532,139,,
0.001,,,,,2.6582637716531754,1294364,1295000,-17.0750725440979,,1000.0,-289.83987931220327
0.001,1328,1000.0,154.99990318,9277,2.6407263247966766,1295364,1296364,-17.32944812774658,139,,
