train/learning_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,,,,,2.7329000089168547,1299364,1300000,-18.41128693962097,,1000.0,368.3338046108227
,1332,1000.0,136.05231270000002,9307,,,1300364,,139,,
0.001,1336,1000.0,126.27103851,9328,2.4705909907817842,1303364,1304364,-17.019017431259154,139,,
0.001,,,,,2.5251962562799455,1304364,1305000,-16.457636058807374,,1000.0,-164.21806764684442
0.001,1340,1000.0,86.76507693000002,9358,2.7084737318754195,1307364,1308364,-13.850841720581055,139,,
0.001,,,,,2.9790064544677732,1309364,1310000,-12.316225790023804,,901.5,8.69929983052425
0.001,1344,1000.0,106.70851015999999,9387,3.6086738188266754,1311364,1312364,-10.312115414619445,139,,
0.001,,,,,4.3496235432624815,1314364,1315000,-8.027291601657867,,1000.0,-146.58898845218354
0.001,1348,1000.0,126.32745963,9418,4.240041844725609,1315364,1316364,-7.6716089053153995,139,,
0.001,,,,,3.7272036620378493,1319364,1320000,-3.3201971150487664,,919.4,559.2095621258893
,1352,1000.0,153.25364055999998,9448,,,1320364,,139,,
0.001,1356,1000.0,191.58873916000002,9468,3.9683767215013503,1323364,1324364,-2.987800888970494,139,,
0.001,,,,,3.9050519988536836,1324364,1325000,-2.9759135047923775,,1000.0,430.93969761747866
0.001,1360,1000.0,204.45177440000003,9499,3.1922365534305572,1327364,1328364,-2.892972935119644,139,,
0.001,,,,,3.0788307332992555,1329364,1330000,-2.879447911560885,,1000.0,321.10003626789404
0.001,1364,1000.0,219.29778705,9529,3.1510533435344694,1331364,1332364,-2.283200624022633,139,,
0.001,,,,,3.1938270353078844,1334364,1335000,-1.8299858043529094,,1000.0,599.5199669872411
0.001,1368,1000.0,238.75343585000002,9559,3.3538011410236357,1335364,1336364,-1.603285043798387,139,,
0.001,,,,,3.5866337889432907,1339364,1340000,-0.374970916479826,,1000.0,32.52986752931029
,1372,1000.0,226.22218561000008,9588,,,1340364,,139,,
0.001,1376,1000.0,166.35262863000003,9610,3.7996932015419005,1343364,1344364,-1.1399644374586642,139,,
0.001,,,,,3.404081181526184,1344364,1345000,-1.5845994614390657,,1000.0,140.4462263086578
0.001,1380,1000.0,178.62204477000003,9640,3.1736307990550996,1347364,1348364,-2.652225793618709,139,,
0.001,,,,,3.246897169351578,1349364,1350000,-3.965883549807593,,1000.0,543.7377169504296
0.001,1384,1000.0,183.42010172,9670,2.636060705900192,1351364,1352364,-4.467112237229943,139,,
0.001,,,,,2.236676130473614,1354364,1355000,-5.049075025558472,,1000.0,-98.50855015926645
0.001,1388,1000.0,183.35487626999998,9701,2.3108194769620893,1355364,1356364,-5.083525458574295,139,,
0.001,,,,,2.9662227472066878,1359364,1360000,-4.278523620843887,,1000.0,-176.59869993288515
,1392,1000.0,174.18250756999998,9730,,,1360364,,139,,
0.001,1396,1000.0,140.69031329999999,9753,3.429593056678772,1363364,1364364,-3.5285629469156263,139,,
0.001,,,,,3.552171243429184,1364364,1365000,-2.995885361917317,,1000.0,-194.37051925119596
0.001,1400,1000.0,126.25053126999997,9783,3.9905175417661667,1367364,1368364,-2.5442002845406533,139,,
0.001,,,,,4.081368222117424,1369386,1370000,-2.3658913418035956,,812.9,-453.55864422216547
0.001,1404,990.22,116.77851116999999,9808,3.9042430988550185,1370386,1371386,-2.8025721389874816,139,,
0.001,,,,,3.7801850743293763,1374386,1375000,-3.613487353846431,,826.0,-534.2296281482995
,1408,990.22,52.93340612,9851,,,1375386,,139,,
0.001,1412,990.22,22.045016419999993,9883,2.8479219876527786,1378386,1379386,-7.221730252981186,139,,
0.001,,,,,3.0267296335697176,1379386,1380000,-8.569720546722412,,1000.0,-146.143990261422
0.001,1416,990.22,-29.609661120000002,9930,2.7829968311786653,1382386,1383386,-10.668828310012817,139,,
0.001,,,,,2.1855050956606865,1384386,1385000,-11.230734874725341,,1000.0,-273.6282473160303
0.001,1420,990.22,-69.70192321999997,9980,1.983993757367134,1386386,1387386,-11.725554080963136,139,,
0.001,,,,,1.732090260207653,1389386,1390000,-12.298539251327515,,1000.0,284.80947019252926
0.001,1424,990.22,-67.20021554999998,10029,1.704616099357605,1390386,1391386,-12.589069262504578,138,,
0.001,,,,,1.8008782842159272,1394386,1395000,-11.980789009094238,,1000.0,583.1252680136938
,1428,990.22,-67.24340634999999,10080,,,1395386,,138,,
0.001,1432,990.22,-42.5596867,10113,1.7560053157806397,1398386,1399386,-12.75015514945984,138,,
0.001,,,,,1.670474750995636,1399386,1400000,-13.363792133331298,,1000.0,119.51650544665172
0.001,1436,990.22,-93.53166007,10149,1.453634704053402,1402386,1403386,-14.315871213912963,138,,
0.001,,,,,1.3809427390694617,1404386,1405000,-14.744562271118165,,1000.0,248.49108170432592
0.001,1440,990.22,-63.69210514999999,10180,1.4221085948944092,1406386,1407386,-15.378395265579224,138,,
0.001,,,,,1.3593531700968742,1409386,1410000,-16.418930212020875,,1000.0,25.422519369609653
0.001,1444,990.22,-54.601885010000004,10211,1.4731928076148033,1410386,1411386,-16.56630379486084,138,,
0.001,,,,,1.5674197682738304,1414386,1415000,-17.223118631362915,,1000.0,170.3763404303696
,1448,990.22,-40.47338796000001,10242,,,1415386,,138,,
0.001,1452,990.22,13.184657969999995,10263,1.6120055750608444,1418386,1419386,-16.669346582412718,138,,
0.001,,,,,1.584056324481964,1419386,1420000,-16.790059020996093,,1000.0,628.700498669967
0.001,1456,990.22,17.975088830000004,10294,1.520543674647808,1422386,1423386,-17.461071020126344,138,,
0.001,,,,,1.4807442191839217,1424386,1425000,-17.753535079956055,,1000.0,419.08931954628787
0.001,1460,990.22,37.83384638000001,10325,1.5658981633782387,1426386,1427386,-17.87168106842041,138,,
0.001,,,,,1.706105596125126,1429386,1430000,-17.97705262184143,,1000.0,-194.31384801436215
0.001,1464,990.22,36.89074478000001,10355,1.7475814873576163,1430386,1431386,-17.700457612991332,138,,
0.001,,,,,1.9690181242227554,1434386,1435000,-17.271082056045532,,1000.0,606.9570432974026
,1468,990.22,58.235439670000005,10384,,,1435386,,138,,
0.001,1472,990.22,53.722145469999994,10406,4.001801134347915,1438386,1439386,-17.299769975662233,138,,
0.001,,,,,4.265805799126625,1439386,1440000,-16.407347969055177,,1000.0,406.7926363044884
0.001,1476,990.22,103.20691756999999,10435,5.088711847066879,1442386,1443386,-15.496462669372558,138,,
0.001,,,,,5.720421074867248,1444386,1445000,-15.392593154907226,,1000.0,-8.523820366572545
0.001,1480,990.22,73.57012679999998,10464,6.365162528038025,1446386,1447386,-16.803444341659546,138,,
0.001,,,,,6.7227115483284,1449386,1450000,-16.0870393447876,,1000.0,266.3461115208862
0.001,1484,990.22,62.859356989999995,10492,7.42212454199791,1450386,1451386,-15.382788469314574,138,,
0.001,,,,,7.189763098239899,1454386,1455000,-10.58782958483696,,1000.0,-411.64015982635317
,1488,990.22,-9.656353449999994,10521,,,1455386,,138,,
0.001,1492,990.22,-22.72138275000001,10542,4.367375226736069,1458386,1459386,-4.010288892708719,138,,
0.001,,,,,3.8427834601402284,1459386,1460000,-3.6208244524514304,,1000.0,-648.7042076406302
0.001,1496,990.22,-43.02302468000002,10571,3.534709725022316,1462386,1463386,-3.8235004594027995,138,,
0.001,,,,,3.1004248393774034,1464386,1465000,-3.338800023406744,,1000.0,-519.6245916044572
0.001,1500,990.22,-65.12918349,10599,3.0695608652830124,1466386,1467386,-3.310447562649846,138,,
0.001,,,,,2.5439946625232697,1469386,1470000,-3.7762779757902027,,908.1,-644.9893247707281
0.001,1504,1000.0,-72.93804230000002,10627,2.3863690922260283,1470386,1471386,-4.07257755818963,138,,
0.001,,,,,2.2064214911460875,1474386,1475000,-5.104697945952416,,1000.0,401.2593698424287
,1508,1000.0,-16.322811880000007,10656,,,1475386,,138,,
0.001,1512,1000.0,-1.686632849999997,10676,2.4454726026058196,1478386,1479386,-5.164785598278046,138,,
0.001,,,,,2.4878398184776307,1479386,1480000,-4.668493903495372,,1000.0,-52.79298033767846
0.001,1516,1000.0,29.40269410000001,10704,2.5688414136171343,1482386,1483386,-4.311854639213532,138,,
0.001,,,,,2.4720543615818023,1484386,1485000,-3.8512435227409005,,1000.0,370.2288236373104
0.001,1520,1000.0,54.67638966000001,10733,2.545670233488083,1486386,1487386,-3.0814932056739925,138,,
0.001,,,,,3.3734548169374468,1489386,1490000,-1.1152238129153849,,1000.0,636.3838618835434
0.001,1524,1000.0,53.40728435000001,10762,3.364008290410042,1490386,1491386,-0.46078230578266083,138,,
0.001,,,,,3.6320970261096956,1494386,1495000,1.723800811885856,,1000.0,562.7729602105334
,1528,1000.0,77.31353165000002,10790,,,1495386,,138,,
0.001,1532,1000.0,72.09226434000003,10812,3.791094863653183,1498386,1499386,4.0365377666056155,138,,
0.001,,,,,3.6805562753677368,1499386,1500000,4.65853890311718,,1000.0,557.3026045984589
0.001,1536,1000.0,154.63584548,10840,4.259969294667244,1502386,1503386,5.606631946325302,138,,
0.001,,,,,4.306105967760086,1504386,1505000,5.884509530067444,,1000.0,358.6546556655006
0.001,1540,1000.0,146.87617077000002,10869,4.431844194412231,1506386,1507386,6.529828350067139,138,,
0.001,,,,,3.792798290491104,1509386,1510000,5.558050649881363,,1000.0,-119.02742078344454
0.001,1544,1000.0,121.48265511999998,10897,3.557625714421272,1510386,1511386,4.190593599617481,138,,
0.001,,,,,2.7117178000211717,1514386,1515000,-0.9811045839801372,,1000.0,-237.24775957163075
,1548,1000.0,133.35459681999998,10924,,,1515386,,138,,
0.001,1552,1000.0,92.92691687,10946,2.9934684965610505,1518386,1519386,-1.5298629808947444,138,,
0.001,,,,,2.80101453012228,1519386,1520000,-1.4309292525164783,,1000.0,-291.51682377217804
0.001,1556,1000.0,75.78414699000001,10974,3.567082864046097,1522386,1523386,0.2957051079012454,138,,
0.001,,,,,4.332691694498062,1524386,1525000,0.9362409617647063,,1000.0,490.10377394699026
0.001,1560,1000.0,81.70630856000001,11002,4.069424710392952,1526386,1527386,1.872713055013679,138,,
0.001,,,,,3.712127111911774,1529386,1530000,2.1274122873654124,,1000.0,534.910190690076
0.001,1564,1000.0,92.49183116,11030,3.9316736558675767,1530386,1531386,2.460323285231367,138,,
0.001,,,,,3.5194539918899537,1534386,1535000,1.8051744796144775,,1000.0,146.17772639032336
,1568,1000.0,82.92454428999997,11058,,,1535386,,138,,
0.001,1572,1000.0,45.342228719999994,11078,2.727615981578827,1538386,1539386,2.0742697088718414,138,,
0.001,,,,,3.2240308738946917,1539386,1540000,1.959005118997302,,905.6,-428.47904981173633
0.001,1576,990.62,31.429320680000014,11105,2.548383199095726,1542386,1542448,1.5972787954267114,138,,
0.001,,,,,2.2332466631531713,1544448,1545000,2.090290481719887,,1000.0,-298.0165627554059
0.001,1580,990.62,55.52200980000001,11129,2.2784677064418792,1545448,1546448,2.470020358818583,138,,
0.001,,,,,2.155635589301586,1549448,1550000,4.373983030200004,,1000.0,539.8861511974828
,1584,990.62,28.618177439999986,11158,,,1550448,,138,,
0.001,1588,981.18,96.19470629999998,11178,2.310673975110054,1553448,1553504,5.862222461938858,138,,
0.001,,,,,2.4401774984818916,1554314,1555000,5.77166154531785,,929.6,14.499484586785547
0.001,1592,979.28,103.47266325999999,11200,2.517686839044094,1556314,1557314,6.2389509778022765,139,,
0.001,,,,,2.267340145051479,1559314,1560000,5.242442574262619,,902.3,330.7377531205537
0.001,1596,979.28,110.11015848999999,11229,2.3249205301404,1560314,1561314,4.9121270968317985,139,,
0.001,,,,,2.0601147447824477,1564314,1565000,2.9967053746432066,,1000.0,252.95971460636937
,1600,979.28,99.18724466000002,11258,,,1565314,,139,,
0.001,1604,979.28,120.60908982,11278,2.068843951523304,1568314,1569314,1.089398963984102,139,,
0.001,,,,,2.0679893126487734,1569314,1570000,0.6315500991875306,,1000.0,503.19206113026013
0.001,1608,979.28,118.08354731,11308,2.6451960968971253,1572314,1573314,1.1331663434859365,139,,
0.001,,,,,3.9479349205493928,1574314,1575000,2.433476504072547,,1000.0,370.2478328640831
0.001,1612,979.28,112.50895050000001,11338,6.024053302049637,1576314,1577314,3.099000353569165,139,,
0.001,,,,,5.23655686044693,1579314,1580000,3.7321512386649847,,1000.0,211.3119271967036
0.001,1616,979.28,105.30304381999998,11368,5.011415153026581,1580314,1581314,3.466023588951677,139,,
0.001,,,,,4.286512422680855,1584314,1585000,2.1252685937602074,,1000.0,312.048188994918
,1620,979.28,107.41172218000001,11398,,,1585314,,139,,
0.001,1624,979.28,115.69437945000001,11419,4.206525463581086,1588314,1589314,2.169162009700667,139,,
0.001,,,,,3.55404878950119,1589314,1590000,2.262703094842844,,1000.0,626.2485884205904
0.001,1628,979.28,116.51362877,11447,3.57844555747509,1592314,1593314,1.5196906265467405,139,,
0.001,,,,,3.6174891921281813,1594314,1595000,1.3865968146473169,,1000.0,679.5178491741651
0.001,1632,979.28,129.26733162,11475,3.7896288063526153,1596314,1597314,1.9222130710349883,139,,
0.001,,,,,3.680112991809845,1599314,1600000,2.7581362336724995,,1000.0,344.7320983405225
0.001,1636,979.28,128.15752053000003,11505,4.035904558300972,1600314,1601314,2.797001750167459,139,,
0.001,,,,,3.863324895501137,1604314,1605000,2.7052177466587164,,1000.0,172.34045149536396
,1640,979.28,133.09777585999998,11535,,,1605314,,139,,
0.001,1644,979.28,148.8640308,11554,4.211584966421127,1608314,1609314,2.8029527635813283,139,,
0.001,,,,,4.117087251543999,1609314,1610000,2.918772364418488,,1000.0,215.47815069632196
0.001,1648,979.28,161.69660683,11582,3.891955789923668,1612314,1613314,2.004933794059325,139,,
0.001,,,,,3.7392857723236084,1614314,1615000,1.307136913264403,,1000.0,-345.63732241616236
0.001,1652,979.28,180.20027840000003,11611,3.460792631268501,1616314,1617314,1.1639574004597961,139,,
0.001,,,,,2.930376655459404,1619314,1620000,1.4714328028801829,,900.8,344.2843043435743
0.001,1656,979.28,190.99604301,11640,2.7354037873744965,1620314,1621314,1.8146170788644813,139,,
0.001,,,,,2.570092133939266,1624314,1625000,1.2358199958950282,,901.4,-238.36669213254828
,1660,979.28,176.11887894000003,11667,,,1625314,,139,,
0.001,1664,979.28,158.72981001,11687,2.088601422727108,1628314,1629314,0.6539731375984847,139,,
0.001,,,,,2.1664181305766106,1629314,1630000,0.49229622254800054,,1000.0,619.9318479351699
0.001,1668,979.28,150.98685485,11716,3.039074892401695,1632314,1633314,-1.2095057854019104,139,,
0.001,,,,,3.521696277856827,1634314,1635000,-1.365355607186386,,1000.0,-240.2452663341537
0.001,1672,979.28,201.50551368,11745,3.0624788496494295,1636314,1637314,0.4448288250304758,139,,
0.001,,,,,2.83380838060379,1639314,1640000,4.42522429767251,,1000.0,435.81350862197576
0.001,1676,988.66,217.79000330000002,11774,2.9151149359941484,1640314,1641314,5.334751231193542,139,,
0.001,,,,,3.0622848682403565,1644314,1645000,8.04880095720291,,910.3,474.976090773847
,1680,988.66,222.06269743000004,11802,,,1645314,,139,,
0.001,1684,988.66,261.36907295000003,11824,3.5031009570360183,1648314,1649314,8.827789476394653,139,,
0.001,,,,,3.241692887067795,1649314,1650000,8.667690418720245,,1000.0,284.6745974926278
0.001,1688,998.1,252.48391431000005,11852,4.768729127526283,1652314,1653314,10.125213052749634,139,,
0.001,,,,,5.0257397497892375,1654314,1655000,12.384341883659364,,1000.0,-991.3985622058099
0.001,1692,1000.0,260.62350256,11881,5.113951778650284,1656314,1657314,14.712619979858399,139,,
0.001,,,,,5.352025891780853,1659349,1660000,18.027464807510377,,905.6,120.33493578699418
,1696,990.35,281.42202699999996,11904,,,1660349,,139,,
0.001,1700,990.35,314.14166277,11926,5.3576594994068145,1663349,1664349,19.284621555328368,139,,
0.001,,,,,5.321158065080643,1664349,1665000,19.9303287525177,,1000.0,464.71153986128047
0.001,1704,990.35,296.90884701999994,11956,5.715755838155746,1667349,1668349,21.428789834976197,139,,
0.001,,,,,6.2191771268844604,1669349,1670000,22.03269807815552,,821.4,-282.8417006440053
0.001,1708,990.35,281.37858598,11984,5.682409677267074,1671349,1672349,22.651936225891113,139,,
0.001,,,,,4.998330679893494,1674349,1675000,23.64050534439087,,1000.0,-515.4885065242088
0.001,1712,990.35,243.65590674999996,12014,4.680208865880966,1675349,1676349,23.67683526611328,139,,
0.001,,,,,4.2610335009098055,1679349,1680000,24.106469150543212,,1000.0,-145.79908606701127
,1716,990.35,226.22392986,12043,,,1680349,,139,,
0.001,1720,990.35,204.94529110999997,12063,4.173378409147262,1683349,1684349,24.186005321502684,139,,
0.001,,,,,4.335946238398552,1684349,1685000,24.06593433380127,,809.7,252.02940678221495
0.001,1724,990.35,188.69854056,12091,4.652574493646622,1687349,1688349,23.621420139312743,139,,
0.001,,,,,4.7936611342430115,1689349,1690000,23.125281623840333,,902.9,-281.9667707507124
0.001,1728,980.48,164.05343256,12117,5.393344384670257,1691349,1691362,21.643357269287108,139,,
0.001,1732,952.42,135.40836707000003,12124,5.440164623437105,1692468,1692556,18.91287651768437,139,,
0.001,,,,,5.496947685241699,1694556,1695000,17.88161536026001,,912.1,-1717.5579018088058
0.001,1736,952.42,38.72621030999999,12148,5.365807332754136,1695556,1696556,17.122123620986937,139,,
0.001,,,,,6.055817500829697,1699556,1700000,16.659802469253542,,845.9,-214.43664088351215
,1740,952.42,7.575228890000001,12177,,,1700556,,139,,
0.001,1744,952.42,-3.3387121599999996,12199,5.41579817700386,1703556,1704556,16.49188861656189,139,,
0.001,,,,,5.439359559774399,1704556,1705000,15.985762832641601,,1000.0,-123.54421118333558
0.001,1748,944.98,-3.9301863899999923,12227,4.428108573198318,1707556,1707812,13.179526866912841,139,,
0.001,,,,,3.739595454454422,1709812,1710000,11.77217106628418,,1000.0,2.913382596584415
0.001,1752,935.45,-1.3045645499999907,12252,3.7758101336956025,1710812,1710859,11.522527151107788,139,,
0.001,1756,935.45,-37.1301609,12268,2.835497511267662,1713859,1714859,10.852929780960084,139,,
0.001,,,,,2.7184697065353394,1714859,1715000,11.16294156742096,,1000.0,-174.6776231089715
0.001,1760,935.45,-48.19797547000001,12297,2.647617614746094,1717859,1718859,12.267469825744628,139,,
0.001,,,,,2.4510006412267686,1719859,1720000,12.187332960128785,,1000.0,377.0673307104036
0.001,1764,935.45,-25.459475540000007,12327,2.308921444773674,1721859,1722859,11.711898225784301,139,,
0.001,,,,,2.4519371796846388,1724859,1725000,11.095049583435058,,1000.0,640.2596884618513
0.001,1768,935.45,-12.50623782,12355,2.2744776169061662,1725859,1726859,10.902330522537232,139,,
0.001,,,,,2.2978346378803254,1729859,1730000,10.394667563438416,,1000.0,633.6161101405975
,1772,935.45,-12.045267879999997,12384,,,1730859,,139,,
0.001,1776,935.45,-13.84023787,12404,2.438878730535507,1733859,1734859,10.135314916610717,139,,
0.001,,,,,2.5054373788833617,1734859,1735000,10.001276614189148,,1000.0,-197.46292660608887
0.001,1780,935.45,-47.81211648000001,12432,2.4376948820352555,1737859,1738859,9.10726051712036,139,,
0.001,,,,,2.425204824268818,1739859,1740000,7.888647083759308,,903.9,27.90850884146057
0.001,1784,935.45,-66.70609202,12460,2.3441535120606423,1741859,1742859,6.806653333663941,139,,
0.001,,,,,2.3045384327173233,1744859,1745000,5.330067548274994,,1000.0,267.46729609732864
0.001,1788,935.45,-78.26186820999999,12488,2.305293371140957,1745859,1746859,5.092632305979729,139,,
0.001,,,,,2.6088173648118973,1749859,1750000,4.06378812366724,,1000.0,340.75847990949404
,1792,935.45,-71.15097301,12516,,,1750859,,139,,
0.001,1796,945.1,-39.91568444000001,12536,2.3700886269211767,1753859,1754859,4.392638918220997,139,,
0.001,,,,,2.422221900522709,1754859,1755000,4.675535643965006,,1000.0,456.58851159590415
0.001,1800,945.1,-32.81990341,12565,2.05232160949707,1757859,1758859,4.814373603463173,139,,
0.001,,,,,1.950773779273033,1759859,1760000,4.926502673149109,,1000.0,128.5209170249058
0.001,1804,945.1,-20.70685395,12595,1.936729270219803,1761859,1762859,5.201849373579026,139,,
0.001,,,,,2.1251667944788935,1764859,1765000,5.882813465237618,,1000.0,381.6079184861155
0.001,1808,945.1,-31.574106600000004,12623,2.0916336278915404,1765859,1766859,6.359923321723938,139,,
0.001,,,,,2.246515765011311,1769859,1770000,7.000582301139832,,906.9,441.89626887765337
,1812,945.1,10.149195209999998,12650,,,1770859,,139,,
0.001,1816,945.1,43.75528326,12671,2.656210385322571,1773859,1774859,8.715287487030029,140,,
0.001,,,,,2.8380098073482514,1774859,1775000,8.907260323047637,,1000.0,43.84848712562816
0.001,1820,945.1,56.23366919999999,12701,2.8120395179986954,1777859,1778859,9.600368748664856,140,,
0.001,,,,,2.825156390309334,1779859,1780000,9.731928842544555,,1000.0,462.07956507501365
0.001,1824,945.1,75.23304506000001,12729,2.9997591190338135,1781859,1782859,9.908710204601288,140,,
0.001,,,,,2.9215752303600313,1784859,1785000,9.877507375717164,,1000.0,483.6792062072229
0.001,1828,954.97,104.57926847,12757,3.054314053952694,1785859,1786859,9.542538050651551,140,,
0.001,,,,,3.151368283510208,1789859,1790000,8.349482098817825,,1000.0,748.4478845568374
,1832,983.03,136.39867887,12787,,,1790859,,140,,
0.001,1836,983.03,240.28906133999996,12808,3.8846577768325807,1793859,1794859,7.235647842645645,140,,
0.001,,,,,4.138261593341827,1794859,1795000,7.5044814813137055,,1000.0,618.2756448584493
0.001,1840,983.03,264.91134281,12837,6.766737277507782,1797859,1798859,6.843504737496376,140,,
0.001,,,,,4.956352428793907,1799859,1800000,6.383118594408035,,905.9,298.0835266669863
0.001,1844,983.03,270.5869126,12864,4.653198307752609,1801859,1802859,6.699723014593125,140,,
0.001,,,,,5.087899967432022,1804859,1805000,7.089105437040329,,910.3,-23.92627233604435
0.001,1848,990.47,270.66281333999996,12891,4.774995410680771,1805859,1806859,7.082488543272018,140,,
0.001,,,,,3.319964516758919,1809859,1810000,6.242757274270057,,1000.0,499.63113581053915
,1852,1000.0,273.2657768,12920,,,1810859,,140,,
0.001,1856,1000.0,323.92688079000004,12940,2.619899123430252,1813859,1814859,5.142772629156709,140,,
0.001,,,,,2.542890729367733,1814859,1815000,4.978322117447853,,1000.0,601.2702791986987
0.001,1860,1000.0,345.49064379000004,12969,2.335777842760086,1817859,1818859,4.724012233912945,140,,
0.001,,,,,2.400886196374893,1819859,1820000,3.8647701216340065,,1000.0,587.0092779608443
0.001,1864,1000.0,345.0170026200001,12998,2.3137168548703193,1821859,1822859,3.673486818253994,140,,
0.001,,,,,2.1271059167981146,1824859,1825000,3.722967977441847,,909.5,535.0525274315384
0.001,1868,1000.0,337.63113863,13025,2.021939692080021,1825859,1826859,3.7292800094820557,140,,
0.001,,,,,2.0257962668538094,1829859,1830000,3.577619126036763,,1000.0,647.7950467749499
,1872,1000.0,336.78103065999994,13056,,,1830859,,140,,
0.001,1876,1000.0,343.77630883999996,13076,1.8995358114242553,1833859,1834859,3.8541376411765813,140,,
0.001,,,,,1.9683735927343369,1834859,1835000,3.6986845829561354,,1000.0,691.9423708741087
0.001,1880,1000.0,386.86040649,13105,2.37232682967186,1837859,1838859,3.2116083070598545,140,,
0.001,,,,,2.163169535458088,1839859,1840000,2.884900635328144,,1000.0,662.9074698917568
0.001,1884,1000.0,418.88750998,13134,1.977658916413784,1841859,1842859,2.3346468558595515,140,,
0.001,,,,,2.0415779858231544,1844859,1845000,1.972266717171762,,1000.0,785.9348542247899
0.001,1888,1000.0,457.98668906,13163,2.1016970788240434,1845859,1846859,1.9097634539140853,140,,
0.001,,,,,2.1063757225871087,1849859,1850000,0.9896618300019764,,1000.0,757.7196589431726
,1892,1000.0,485.03353829,13192,,,1850859,,140,,
0.001,1896,1000.0,492.87736537000006,13213,1.9831426467895508,1853859,1854859,0.09988760628178715,140,,
0.001,,,,,1.8969181777238846,1854859,1855000,-0.1924157008586917,,1000.0,844.3809164797888
0.001,1900,1000.0,508.62748372999994,13243,2.0685611709952356,1857859,1858859,-0.5934353621604387,140,,
0.001,,,,,2.014366571485996,1859859,1860000,-0.9201150258202105,,1000.0,722.2627042490291
0.001,1904,1000.0,512.71866387,13274,1.9471289583444595,1861859,1862859,-0.7803604422933422,140,,
0.001,,,,,1.7912154240012168,1864859,1865000,-1.168394551876001,,1000.0,689.2575218588114
0.001,1908,1000.0,542.9490389199999,13304,1.6842787107825279,1865859,1866859,-1.4829274789262563,140,,
0.001,,,,,1.6181630427837372,1869859,1870000,-2.26689927154826,,1000.0,799.6533421760425
,1912,1000.0,561.4078160900001,13334,,,1870859,,140,,
0.001,1916,1000.0,571.81394179,13356,1.52821450650692,1873859,1874859,-3.00914452714473,140,,
0.001,,,,,1.5373178830742835,1874859,1875000,-3.301790057923179,,1000.0,638.007822503522
0.001,1920,1000.0,593.3482191999999,13386,1.569809062063694,1877859,1878859,-4.005684889264405,140,,
0.001,,,,,1.4198934046030045,1879859,1880000,-4.797153025299311,,1000.0,772.9356958137826
0.001,1924,1000.0,599.54265158,13415,1.4160794105529786,1881859,1882859,-5.431122188091278,140,,
0.001,,,,,1.3779345051050187,1884859,1885000,-6.004081398487091,,1000.0,671.6675354935229
0.001,1928,1000.0,595.1129766900001,13445,1.2929349289536476,1885859,1886859,-5.979155979394912,140,,
0.001,,,,,1.3199849605560303,1889859,1890000,-6.183468125864864,,1000.0,598.4183713071048
,1932,1000.0,593.2184304,13475,,,1890859,,140,,
0.001,1936,1000.0,595.1485752199999,13496,1.4322962668538093,1893859,1894859,-6.6278672563433645,140,,
0.001,,,,,1.3906256581544876,1894859,1895000,-6.692130160570144,,1000.0,563.7243598528206
0.001,1940,1000.0,615.2925275100001,13526,1.5603157799839973,1897859,1898859,-6.690741080760956,140,,
0.001,,,,,1.664888712346554,1899859,1900000,-6.439795821614563,,1000.0,682.1732679307461
0.001,1944,1000.0,630.79950376,13556,1.803300621330738,1901859,1902859,-5.839562222599983,140,,
0.001,,,,,2.149846358180046,1904859,1905000,-4.917243933320045,,1000.0,584.1364350122865
0.001,1948,1000.0,651.12082639,13586,2.3517302362322807,1905859,1906859,-4.6635850604474545,140,,
0.001,,,,,2.2064261130690577,1909859,1910000,-3.5329211732093246,,1000.0,412.07115609366446
,1952,1000.0,666.34624187,13617,,,1910859,,140,,
0.001,1956,1000.0,647.90347522,13639,2.164107824862003,1913859,1914859,-3.0656966748014094,140,,
0.001,,,,,2.3507441399693487,1914859,1915000,-2.9441152224764227,,1000.0,445.7339655675285
0.001,1960,1000.0,641.2199785399998,13669,1.9412364410161973,1917859,1918859,-3.3424422148615123,140,,
0.001,,,,,1.9338668571710587,1919859,1920000,-3.5809180687442423,,1000.0,894.2070491461084
0.001,1964,1000.0,647.66479963,13700,1.8854236091971397,1921859,1922859,-4.323425127627328,140,,
0.001,,,,,1.8888927127718926,1924859,1925000,-5.573489711999893,,1000.0,678.8644933685194
0.001,1968,1000.0,652.67599734,13730,1.8402953436374665,1925859,1926859,-6.002441474318505,140,,
0.001,,,,,1.7886898538470268,1929859,1930000,-7.225675623893737,,1000.0,913.866851654416
,1972,1000.0,660.36693472,13760,,,1930859,,140,,
0.001,1976,1000.0,665.5735701799999,13782,1.7074136011600494,1933859,1934859,-9.208442615032196,140,,
0.001,,,,,1.67617527705431,1934859,1935000,-9.850926077842713,,1000.0,752.2162280284334
0.001,1980,1000.0,659.3746940700001,13812,1.5831220148205758,1937859,1938859,-10.79361295223236,140,,
0.001,,,,,1.6638048448562621,1939859,1940000,-11.030298065662384,,941.7,345.2577116078377
0.001,1984,1000.0,648.78635877,13842,1.7812850633859634,1941859,1942859,-11.18265627670288,140,,
0.001,,,,,3.021422397375107,1944859,1945000,-10.254099714279175,,1000.0,611.2386984197423
0.001,1988,1000.0,647.4738556,13873,3.8517567781209947,1945859,1946859,-9.698298858642579,140,,
