time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
2048,1,689,97.44417071276595,21.680851063829788,2,,,,,,,,,,,,,
4096,2,503,98.39751474,22.07,8,0.0003,0.017842975,10,1.0002299547195435,0.2,-24.130634993314743,406.5790710449219,0.20693359375,0.0022915005683898926,1270.0703966140748,-0.05747419534309302,,
5000,,,,,,0.0003,0.024394926,20,0.9974618554115295,0.2,-24.09446174502373,365.9595031738281,0.254541015625,0.0342368483543396,881.7221335411072,-0.06979803071008064,72.1,366.3023840382695
6144,3,410,101.76782782000001,22.68,14,,,,,,,,,,,,,
8192,4,406,107.40992801,23.94,20,0.0003,0.028031044,30,0.9946482181549072,0.2,-24.048746502399446,432.7296447753906,0.3103515625,0.030320346355438232,859.539044380188,-0.08041178084095009,,
10000,,,,,,0.0003,0.031051256,40,0.9934847354888916,0.2,-24.02509484887123,312.1387939453125,0.318408203125,0.022976040840148926,862.8490871429443,-0.08043741783476435,48.3,235.3630631826818
10240,5,384,107.23971623999999,23.98,26,,,,,,,,,,,,,
12288,6,394,105.37963144,23.53,31,0.0003,0.03767665,50,0.9940187931060791,0.2,-24.01042660474777,386.9588928222656,0.385009765625,0.022002458572387695,845.9888588905335,-0.08747677991632372,,
14336,7,406,110.01164885999997,24.5,35,0.0003,0.028569445,60,0.992803692817688,0.2,-24.00625736117363,567.0814208984375,0.316748046875,0.02861320972442627,823.7665319442749,-0.08419082335894927,,
15000,,,,,,0.0003,0.02526725,70,0.9903298616409302,0.2,-23.982631248235702,295.0267028808594,0.267138671875,0.052720844745635986,805.6650712966918,-0.0735353224008577,97.35,482.6904290258884
16384,8,387,113.02677150000001,25.14,42,,,,,,,,,,,,,
18432,9,387,115.29029888,25.74,47,0.0003,0.02135646,80,0.9885388612747192,0.2,-23.938580799102784,379.4219970703125,0.218017578125,0.07553499937057495,885.2946254730225,-0.07064564135944237,,
20000,,,,,,0.0003,0.018712964,90,0.9881295561790466,0.2,-23.921476197242736,369.8827209472656,0.185302734375,0.09787940979003906,801.2668472290039,-0.06489258531946689,92.8,443.84677877798674
20480,10,370,115.26393790000002,25.73,55,,,,,,,,,,,,,
22528,11,373,112.08498253999998,24.92,60,0.0003,0.017899368,100,0.9862327575683594,0.2,-23.900735610723494,229.43116760253906,0.180126953125,0.2641940116882324,672.9388994216919,-0.06490452576254029,,
24576,12,378,117.60531801,26.15,64,0.0003,0.016004037,110,0.9836410284042358,0.2,-23.862036526203156,215.50758361816406,0.1466796875,0.37376147508621216,659.7954822540283,-0.05668521124171093,,
25000,,,,,,0.0003,0.01674651,120,0.9820672273635864,0.2,-23.82679299712181,382.5252990722656,0.1578125,0.3706941604614258,714.3274353981018,-0.05862803784548305,63.75,335.4529717668891
26624,13,375,126.77641943999998,27.95,70,,,,,,,,,,,,,
28672,14,377,144.87403782,31.81,75,0.0003,0.017053258,130,0.9797866940498352,0.2,-23.792497545480728,487.21844482421875,0.151025390625,0.4166264533996582,772.453872871399,-0.0574157902126899,,
30000,,,,,,0.0003,0.018824298,140,0.9779618382453918,0.2,-23.753208136558534,426.4947204589844,0.16640625,0.3808248043060303,894.5586563110352,-0.05942425405373797,84.0,428.60344574525953
30720,15,369,151.78963861,33.35,83,,,,,,,,,,,,,
32768,16,370,145.64770665999998,32.15,88,0.0003,0.018558163,150,0.977422297000885,0.2,-23.73453507423401,458.2431945800781,0.17763671875,0.35901468992233276,1020.9297430038453,-0.061954285850515586,,
34816,17,370,144.08532212,31.73,93,0.0003,0.018432185,160,0.9755201935768127,0.2,-23.715234375,334.86810302734375,0.16298828125,0.42002254724502563,780.4492539405823,-0.05657748372905189,,
35000,,,,,,0.0003,0.017881157,170,0.97462397813797,0.2,-23.690844637155532,551.4859008789062,0.163818359375,0.42299890518188477,912.6575353622436,-0.05762336765474174,74.7,364.84069186747075
36864,18,367,155.3661353,33.77,100,,,,,,,,,,,,,
38912,19,370,157.79214939000002,34.63,104,0.0003,0.018818412,180,0.9736011624336243,0.2,-23.670205980539322,459.25140380859375,0.180322265625,0.4538397789001465,896.8250257492066,-0.06136099444993306,,
40000,,,,,,0.0003,0.0187931,190,0.9722995758056641,0.2,-23.652861332893373,442.6864013671875,0.16591796875,0.45620566606521606,952.0576152801514,-0.05812250483140815,62.65,329.03817223906515
40960,20,368,170.24833169,37.26,111,,,,,,,,,,,,,
43008,21,369,169.47599394999997,37.02,116,0.0003,0.017732153,200,0.9711575508117676,0.2,-23.63144953250885,484.63446044921875,0.151708984375,0.401766836643219,1156.6143644332885,-0.056188423023559156,,
45000,,,,,,0.0003,0.01758648,210,0.9702277779579163,0.2,-23.614077460765838,531.83056640625,0.15166015625,0.4532719850540161,897.0002029418945,-0.055237190099433064,61.8,317.74629924595354
45056,22,366,176.55878710000005,38.78,122,,,,,,,,,,,,,
47104,23,367,184.54166594999998,40.21,128,0.0003,0.01848685,220,0.970438539981842,0.2,-23.605782848596572,371.21044921875,0.162060546875,0.4720485210418701,1011.1690963745117,-0.056142693012952806,,
49152,24,368,180.48367851999998,39.08,133,0.0003,0.020123279,230,0.9695509672164917,0.2,-23.60163196325302,480.1630859375,0.1830078125,0.4867039918899536,999.7394624710083,-0.059173049638047814,,
50000,,,,,,0.0003,0.016519997,240,0.9695910215377808,0.2,-23.59125671982765,391.6602783203125,0.144921875,0.4641982316970825,1041.411709022522,-0.05424775518476963,61.2,314.51716900616884
51200,25,366,193.71556242999998,41.8,139,,,,,,,,,,,,,
53248,26,370,205.19036438,44.2,143,0.0003,0.01834489,250,0.9674617648124695,0.2,-23.570989763736726,447.7898864746094,0.159814453125,0.4786503314971924,1186.0352815628053,-0.05557739510259126,,
55000,,,,,,0.0003,0.017214531,260,0.9663372039794922,0.2,-23.544049310684205,626.2288208007812,0.156787109375,0.4553738832473755,1180.3741527557372,-0.05362000741588417,49.75,257.9101100504398
55296,27,368,209.43325924,45.18,150,,,,,,,,,,,,,
57344,28,369,211.6668251,46.09,155,0.0003,0.016605692,270,0.9667679071426392,0.2,-23.53511932492256,481.31939697265625,0.141650390625,0.4767683148384094,1103.1924909591676,-0.05273721515550278,,
59392,29,369,215.08806044000002,46.87,160,0.0003,0.020171277,280,0.9660689234733582,0.2,-23.535740226507187,331.8008117675781,0.171484375,0.569070428609848,965.7049245834351,-0.05748617473291233,,
60000,,,,,,0.0003,0.017722014,290,0.9645516872406006,0.2,-23.514763075113297,477.8439025878906,0.149609375,0.4696354866027832,1064.311563873291,-0.05174497988191433,41.9,213.26014528274536
61440,30,368,235.36622029000003,51.01,166,,,,,,,,,,,,,
63488,31,369,245.94027911999999,53.08,171,0.0003,0.020847011,300,0.9643258452415466,0.2,-23.494870215654373,536.2589111328125,0.18564453125,0.5132656991481781,1243.9410238265991,-0.05680384931329172,,
65000,,,,,,0.0003,0.017112073,310,0.9637330174446106,0.2,-23.492115128040314,609.884765625,0.136767578125,0.5454505383968353,1087.5231607437133,-0.04928322444611695,56.2,293.01921526268126
65536,32,369,236.90350256000002,50.67,177,,,,,,,,,,,,,
67584,33,371,238.319478,50.94,181,0.0003,0.017281108,320,0.9634729027748108,0.2,-23.48525549173355,459.9580383300781,0.15234375,0.522182047367096,1082.1294473648072,-0.053723220541724,,
69632,34,372,250.28439037000004,53.19,186,0.0003,0.016429488,330,0.9628248810768127,0.2,-23.4758187353611,471.9418640136719,0.13583984375,0.5377965867519379,1124.9090204238892,-0.05003881893935613,,
70000,,,,,,0.0003,0.0152803045,340,0.9612067937850952,0.2,-23.4527367413044,512.2286376953125,0.11826171875,0.5687303245067596,1154.254013633728,-0.047160880459705366,51.4,263.51651955619457
71680,35,370,257.58951636,54.62,193,,,,,,,,,,,,,
73728,36,371,256.97358885,54.48,198,0.0003,0.01901402,350,0.9615036249160767,0.2,-23.444398909807205,501.3699645996094,0.173193359375,0.5938207507133484,1008.8084501266479,-0.0530832166899927,,
75000,,,,,,0.0003,0.016688894,360,0.9615105986595154,0.2,-23.446616941690444,461.7866516113281,0.131884765625,0.5701017379760742,990.7826826095582,-0.04558897657116177,59.55,307.27933179438116
75776,37,369,260.39903716999993,55.27,205,,,,,,,,,,,,,
77824,38,370,273.82851248,57.97,210,0.0003,0.016565213,370,0.960369348526001,0.2,-23.434061163663863,375.8428039550781,0.133837890625,0.5601311922073364,1085.6721265792846,-0.04833389686536975,,
79872,39,372,272.42799977,57.78,214,0.0003,0.016334558,380,0.9602830410003662,0.2,-23.422469598054885,661.9267578125,0.13115234375,0.5231190621852875,1227.0083517074586,-0.04958005375810899,,
80000,,,,,,0.0003,0.01775308,390,0.9591069221496582,0.2,-23.40985663533211,489.1454162597656,0.1515625,0.5683793723583221,1052.8628299713134,-0.04857963474933058,48.0,250.0452936708927
81920,40,371,272.47211789,57.66,220,,,,,,,,,,,,,
83968,41,372,267.10810354,57.12,225,0.0003,0.017621813,400,0.9578443169593811,0.2,-23.388195908069612,384.1236572265625,0.145556640625,0.6538362503051758,898.1736446380615,-0.04880460901767947,,
85000,,,,,,0.0003,0.017750688,410,0.9575583338737488,0.2,-23.375523620843886,396.9167175292969,0.131396484375,0.6115542650222778,968.8952823638916,-0.049126095708925274,61.15,322.46034916639326
86016,42,370,269.36325059999996,57.39,232,,,,,,,,,,,,,
88064,43,370,263.52941646,56.13,237,0.0003,0.016988343,420,0.9573974609375,0.2,-23.371845376491546,430.261474609375,0.14287109375,0.6460590064525604,919.0022909164429,-0.04804394141538069,,
90000,,,,,,0.0003,0.016609184,430,0.9560608863830566,0.2,-23.354695129394532,313.5998840332031,0.13115234375,0.6404126882553101,852.3043643951416,-0.04732891461753752,60.75,321.0553740821779
90112,44,369,270.51954291000004,57.16,244,,,,,,,,,,,,,
92160,45,371,279.08354699,58.8,248,0.0003,0.015557542,440,0.9548057317733765,0.2,-23.331397688388826,297.2460632324219,0.128271484375,0.6429098546504974,898.2816635131836,-0.04469326875405386,,
