time/episodes,rollout/ep_len_mean,time/fps,train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
148,981.94,87,0.001,1449,126789,-61.97490393066406,125789,849.6877236599998,0.5521126044243574,,
,,,0.001,,130000,-62.90181999206543,129789,,0.5494235598146916,934.5954825716093,1000.0
152,990.47,87,,1496,130789,,,864.6629729599999,,,
156,980.64,87,0.001,1520,133806,-63.53225501251221,132806,862.7193518999999,0.5469860138744116,,
,,,0.001,,135000,-64.02120937347412,134806,,0.7334583642333746,894.3876122567802,1000.0
160,980.64,87,0.001,1568,137806,-64.45861333465577,136806,870.12958702,0.7111708670184016,,
,,,0.001,,140000,-65.1731457824707,139806,,0.9439942844212055,916.327665424347,1000.0
164,980.64,87,0.001,1615,141806,-65.34974845123291,140806,875.9027603,0.7768613280802965,,
,,,0.001,,145000,-66.33192907714843,144806,,0.8009652640968561,921.5540706836152,1000.0
168,980.64,87,,1663,145806,,,881.12509182,,,
172,980.64,88,0.001,1695,149806,-67.26556097412109,148806,883.9164735799999,0.8785392080396414,,
,,,0.001,,150000,-67.37341268920899,149806,,0.8455474873185158,808.778451021295,901.3
176,980.64,88,0.001,1742,153806,-67.99406338500977,152806,886.33605505,1.014305476501584,,
,,,0.001,,155000,-68.42256576538085,154806,,1.0083429658412932,885.5439658407122,1000.0
180,980.64,88,0.001,1789,157806,-68.98898934936524,156806,886.14611388,1.2574355069547891,,
,,,0.001,,160000,-71.03000093078613,159806,,3.3969939242601397,145.90683599296025,1000.0
184,980.64,88,0.001,1837,161806,-74.12065563964843,160806,846.4188757799999,3.471529513001442,,
188,971.63,88,0.001,1863,164905,-76.7378993988037,163905,783.21783497,4.137265593886376,,
,,,0.001,,165000,-75.02951958065941,164988,,4.966878431389131,-961.6185064832214,743.3
192,956.59,88,0.001,1887,166448,-75.67522811889648,165448,764.0418750800001,4.687424731809039,,
,,,0.001,,170000,-73.55611520385742,169448,,4.333657894909382,-170.74594645727774,1000.0
196,956.59,88,,1935,170448,,,702.5445958699999,,,
200,956.59,88,0.001,1968,174448,-70.71349561309815,173448,700.3820232699998,4.462812136888504,,
,,,0.001,,175000,-69.97087580108642,174448,,4.116809663891792,753.0735032223165,1000.0
204,956.59,88,0.001,2017,178448,-68.75380881500244,177448,696.52829718,4.008378846883774,,
,,,0.001,,180000,-67.60414722987584,179477,,4.940295535942604,269.84573148451744,730.7
208,946.88,88,0.001,2053,181477,-68.2474221572876,180477,658.9051444199998,4.145469008684159,,
,,,0.001,,185000,-66.4489591217041,184477,,4.1044087086319925,709.8862003935385,901.2
212,946.88,88,,2100,185477,,,655.34802417,,,
216,946.88,88,0.001,2132,189477,-65.77736057281494,188477,646.8842852199999,4.581447023034095,,
,,,0.001,,190000,-66.44714793395995,189477,,4.0258302090168,639.1576302497997,1000.0
220,946.88,88,0.001,2180,193477,-65.53667609405518,192477,635.3980930499999,3.5257219079732893,,
,,,0.001,,195000,-65.45037725830078,194477,,3.4460020634829998,512.392415738292,1000.0
224,946.88,88,0.001,2228,197477,-64.95157265472412,196477,625.65506842,2.9236447499990463,,
,,,0.001,,200000,-64.97917158508301,199477,,2.725238031953573,843.4833246484399,1000.0
228,946.88,88,0.001,2275,201477,-64.88120108795167,200477,618.56515678,2.6060721261501314,,
,,,0.001,,205000,-63.90061075592041,204477,,2.167033894568682,822.557134258747,1000.0
232,946.88,88,,2324,205477,,,614.9035778800001,,,
236,946.88,88,0.001,2355,209477,-63.02500417327881,208477,610.89006964,2.0661790123283863,,
,,,0.001,,210000,-63.00843585205078,209477,,2.1109779715538024,848.8637359008193,1000.0
240,946.88,88,0.001,2404,213477,-62.67017269897461,212477,607.1900355500001,1.9439722457528115,,
,,,0.001,,215000,-62.191834022521974,214477,,1.675849013581872,692.2184853125364,1000.0
244,946.88,88,0.001,2451,217477,-62.457675987243654,216477,604.03769659,1.6135016176104546,,
,,,0.001,,220000,-62.22225422668457,219477,,1.5947035637199878,859.9742553174495,1000.0
248,946.88,88,0.001,2502,221477,-62.443176734924315,220477,601.94774288,1.5424110263586044,,
,,,0.001,,225000,-62.45884477996826,224477,,1.4968935692459344,833.888639010489,1000.0
252,946.88,88,,2556,225477,,,599.63073238,,,
256,956.71,88,0.001,2592,229477,-62.891039169311526,228477,607.0536886799999,1.5012016517668962,,
,,,0.001,,230000,-63.0794900970459,229477,,1.6098594255894423,897.5687250703573,1000.0
260,956.71,88,0.001,2646,233477,-63.34131143188477,232477,605.7744622900001,1.7380574676692486,,
,,,0.001,,235000,-63.33636009216308,234477,,1.7785854076594114,849.0723597675562,1000.0
264,956.71,87,0.001,2703,237477,-63.20558988189697,236477,603.58402404,1.9444178527146578,,
,,,0.001,,240000,-63.584372772216796,239477,,2.2190918027162554,882.2042089954018,1000.0
268,956.71,87,0.001,2759,241477,-63.70476901245117,240477,601.65571799,2.4948323169350624,,
,,,0.001,,245000,-63.47029105377197,244477,,1.9869040314853192,841.0896012544166,1000.0
272,956.71,87,,2815,245477,,,599.36109685,,,
276,956.71,87,0.001,2852,249477,-63.204754570007324,248477,598.7928657900001,2.496173684477806,,
,,,0.001,,250000,-63.100419998168945,249477,,2.5110137560367582,825.0919602245092,1000.0
280,956.71,87,0.001,2909,253477,-62.77730314636231,252477,597.15579847,1.8894349650442601,,
,,,0.001,,255000,-63.34959051513672,254477,,1.5588357957601546,867.2745173722506,1000.0
284,956.71,86,0.001,2964,257477,-63.647824279785155,256477,638.22864907,1.4113074278831481,,
,,,0.001,,260000,-63.57950778961182,259477,,1.3514857029169798,878.6687482737937,1000.0
288,965.72,86,0.001,3021,261477,-63.36253874969482,260477,701.2700279999999,1.4740785552859306,,
,,,0.001,,265000,-62.810661361694336,264477,,1.1385207918435336,864.7068550869823,1000.0
292,990.29,86,,3075,265477,,,728.65957914,,,
296,990.29,86,0.001,3112,269477,-62.383002365112304,268477,789.3611779100002,0.9330675125867128,,
,,,0.001,,270000,-62.371128623962406,269477,,0.7774819255620241,883.5641616046429,1000.0
300,990.29,86,0.001,3167,273477,-62.1590438079834,272477,791.3905337099999,0.7784131444692611,,
,,,0.001,,275000,-62.000918746948244,274477,,0.8189301036447286,901.0750767365098,1000.0
304,990.29,86,0.001,3222,277477,-61.988786987304685,276477,795.82061908,0.8119416032731533,,
,,,0.001,,280000,-61.922314514160156,279477,,0.8082085431218148,888.1358004838228,1000.0
308,1000.0,85,0.001,3277,281477,-61.91445215606689,280477,830.8951952300001,0.7400717481672764,,
,,,0.001,,285000,-61.979465187072755,284477,,0.6362250545918942,870.7415459752083,1000.0
312,1000.0,85,,3333,285477,,,834.2818665799999,,,
316,1000.0,85,0.001,3370,289477,-62.35452519989013,288477,841.5074502,0.6645157921910286,,
,,,0.001,,290000,-62.53977504730224,289477,,0.5804142411500216,830.8822641812264,1000.0
320,1000.0,85,0.001,3426,293477,-62.908626373291014,292477,851.4636694499999,0.5656961015537381,,
,,,0.001,,295000,-63.145557342529294,294477,,0.620580045118928,880.0170272916555,1000.0
324,1000.0,85,0.001,3482,297477,-63.291494804382324,296477,859.0814802200001,0.5972240985706448,,
,,,0.001,,300000,-63.52656090545654,299477,,0.575467263147235,885.4272879391908,1000.0
328,1000.0,85,0.001,3537,301477,-63.635269760131834,300477,865.8970603600002,0.5900276311412453,,
,,,0.001,,305000,-63.90619254302978,304477,,0.5322813475579024,893.2082524359226,1000.0
332,1000.0,85,,3591,305477,,,868.8589194100001,,,
336,1000.0,85,0.001,3627,309477,-64.19745653533936,308477,873.02538193,0.5360094278380275,,
,,,0.001,,310000,-64.27007140350342,309477,,0.503034387268126,891.7327791571618,1000.0
340,1000.0,85,0.001,3682,313477,-64.39752323150634,312477,874.7369718699999,0.433596519343555,,
,,,0.001,,315000,-64.44044836425782,314477,,0.44627446599304676,904.4463300555944,1000.0
344,1000.0,84,0.001,3739,317477,-64.58219886016846,316477,876.6358561499999,0.4466567758321762,,
,,,0.001,,320000,-64.8252776260376,319477,,0.4043130179941654,928.8770086526871,1000.0
348,1000.0,84,0.001,3797,321477,-64.72066543579102,320477,878.47741684,0.44786614529788493,,
,,,0.001,,325000,-64.86464450073242,324477,,0.414842338219285,890.167523548007,1000.0
352,1000.0,84,,3853,325477,,,880.5137382600001,,,
356,1000.0,84,0.001,3891,329477,-64.8972250213623,328477,883.4664919200001,0.4431213391646743,,
,,,0.001,,330000,-64.95099333953857,329477,,0.38651741413772106,896.613661044836,1000.0
360,1000.0,84,0.001,3949,333477,-64.94949696350098,332477,884.22213884,0.47491307628154755,,
,,,0.001,,335000,-64.89526779174804,334477,,0.4180905783250928,922.3997356176376,1000.0
364,1000.0,84,0.001,4004,337477,-64.84838204193115,336477,886.0688788,0.42277186074852946,,
,,,0.001,,340000,-64.98820317840577,339477,,0.3984093937575817,928.712463259697,1000.0
368,1000.0,84,0.001,4059,341477,-65.0384091796875,340477,888.4867884199999,0.4292083401978016,,
,,,0.001,,345000,-65.12028477478027,344477,,0.3849572363346815,709.452191516757,1000.0
372,1000.0,83,,4113,345477,,,889.62754851,,,
376,1000.0,84,0.001,4149,349477,-65.19056378936767,348477,891.64657038,0.34922144877910616,,
,,,0.001,,350000,-65.12035498046875,349477,,0.36107934822142124,962.4124816715718,1000.0
380,1000.0,84,0.001,4203,353477,-65.15876145172119,352477,896.3871067,0.3562718519940972,,
,,,0.001,,355000,-65.04971240997314,354477,,0.4233182329386473,932.9847885221243,1000.0
384,1000.0,83,0.001,4258,357477,-65.12015747833252,356477,898.5115297699999,0.33861655480414626,,
,,,0.001,,360000,-65.23226413726806,359477,,0.3328283664211631,926.7149479150772,1000.0
388,1000.0,83,0.001,4312,361477,-65.15600256347656,360477,901.0574043299999,0.32804940547794104,,
,,,0.001,,365000,-65.13130558776855,364477,,0.30771394217759374,934.3681509315968,1000.0
392,1000.0,83,,4369,365477,,,903.3434317100001,,,
396,1000.0,83,0.001,4399,369477,-65.18436305999757,368477,905.55827288,0.29023152804374697,,
,,,0.001,,370000,-65.15471912384034,369477,,0.28716924314200876,931.8373402178288,1000.0
400,1000.0,83,0.001,4453,373477,-65.21714016723632,372477,906.6975536599999,0.30563410065323116,,
,,,0.001,,375000,-65.26316132354737,374477,,0.3052800668552518,937.9527101814747,1000.0
404,1000.0,83,0.001,4506,377477,-65.2461558227539,376477,907.51841233,0.29484481529891493,,
,,,0.001,,380000,-65.25736726379395,379477,,0.2800827814117074,934.1142037332058,1000.0
408,1000.0,83,0.001,4561,381477,-65.25406631469727,380477,911.59642643,0.2915900623425841,,
,,,0.001,,385000,-65.3723829421997,384477,,0.2962110157608986,904.7164283633232,1000.0
412,1000.0,83,,4611,385477,,,912.2646840799998,,,
416,1000.0,83,0.001,4645,389477,-65.42148406219482,388477,913.9434632699999,0.30439778887480495,,
,,,0.001,,390000,-65.45940963745117,389477,,0.29061046155542136,953.3450311899185,1000.0
420,1000.0,83,0.001,4695,393477,-65.56830643463135,392477,916.68446604,0.31107396671921017,,
,,,0.001,,395000,-65.60835441589356,394477,,0.27671693251654506,905.4279740840196,1000.0
424,1000.0,83,0.001,4747,397477,-65.60675411987305,396477,918.8072915700001,0.274169177763164,,
,,,0.001,,400000,-65.63177787780762,399477,,0.25703915587812665,938.21551810503,1000.0
428,1000.0,83,0.001,4798,401477,-65.6515213394165,400477,918.6334075799999,0.268266246214509,,
,,,0.001,,405000,-65.74313423156738,404477,,0.29889610268175604,934.7515970110893,1000.0
432,1000.0,83,,4850,405477,,,919.6029770999999,,,
436,1000.0,83,0.001,4883,409477,-65.7657613067627,408477,918.6435331000002,0.25611399138718843,,
,,,0.001,,410000,-65.77669219970703,409477,,0.2517209466993809,941.5107419610024,1000.0
440,1000.0,83,0.001,4934,413477,-65.73040161132812,412477,919.80572445,0.27137036349624394,,
,,,0.001,,415000,-65.72076419830323,414477,,0.30408892749249933,946.2260337769985,1000.0
444,1000.0,83,0.001,4983,417477,-65.64019161224365,416477,921.1991675899999,0.3054263798967004,,
,,,0.001,,420000,-65.7318014907837,419477,,0.23849857874959707,931.1210401147604,1000.0
448,1000.0,83,0.001,5034,421477,-65.6976429901123,420477,921.56645845,0.24414207741990684,,
,,,0.001,,425000,-65.62440937042237,424477,,0.28776227263361215,869.4570761561394,1000.0
452,1000.0,83,,5084,425477,,,922.1484756599999,,,
456,1000.0,83,0.001,5117,429477,-65.70929509735107,428477,920.9638766200001,0.2669777075611055,,
,,,0.001,,430000,-65.70664031219482,429477,,0.24620949713885784,940.0730319321156,1000.0
460,1000.0,83,0.001,5167,433477,-65.78795980072022,432477,922.2216607700002,0.2774942349381745,,
,,,0.001,,435000,-65.96832873535156,434477,,0.21574113027751446,934.8645809948445,1000.0
464,1000.0,83,0.001,5218,437477,-65.89799954223633,436477,923.32403271,0.22449885184690357,,
,,,0.001,,440000,-65.97616876983642,439477,,0.2859356200657785,955.369723123312,1000.0
468,1000.0,83,0.001,5268,441477,-65.96799122619629,440477,923.46076494,0.23422131753712894,,
,,,0.001,,445000,-66.13387818908691,444477,,0.29233146538212895,950.4508676171303,1000.0
472,1000.0,83,,5318,445477,,,925.7558121400001,,,
476,1000.0,83,0.001,5351,449477,-66.11688204956054,448477,925.36062999,0.2939381241649389,,
,,,0.001,,450000,-66.26002090454102,449477,,0.23022043569013476,944.0671013355255,1000.0
480,1000.0,83,0.001,5401,453477,-66.3346996383667,452477,925.3582628199999,0.23224267281591893,,
,,,0.001,,455000,-66.4114305267334,454477,,0.23030301958322524,942.9710506916047,1000.0
484,1000.0,83,0.001,5450,457477,-66.47255960083008,456477,926.15104697,0.22133407600969077,,
,,,0.001,,460000,-66.51197450256348,459477,,0.23232235337793827,939.5481969237328,1000.0
488,1000.0,83,0.001,5499,461477,-66.55991453552247,460477,926.5367002200001,0.24341500950977207,,
,,,0.001,,465000,-66.69420343017578,464477,,0.2517177755050361,940.2334036469459,1000.0
492,1000.0,83,,5549,465477,,,927.31065627,,,
496,1000.0,84,0.001,5582,469477,-66.77161703491211,468477,928.2984866,0.210509604267776,,
,,,0.001,,470000,-66.81183226013184,469477,,0.21906267981603741,951.3050341904163,1000.0
500,1000.0,84,0.001,5631,473477,-66.93717713928223,472477,930.4506329999999,0.19752934681624174,,
,,,0.001,,475000,-67.02331889343262,474477,,0.2464172453135252,940.9033794045448,1000.0
504,1000.0,84,0.001,5681,477477,-67.11031072998047,476477,930.17601195,0.2405650265403092,,
,,,0.001,,480000,-67.23772099304199,479477,,0.23551654469966887,957.2480256915093,1000.0
508,1000.0,84,0.001,5731,481477,-67.23458981323242,480477,928.4845064199998,0.24173360003903507,,
,,,0.001,,485000,-67.34542843627929,484477,,0.2345156683176756,960.9848085761071,1000.0
512,1000.0,83,,5780,485477,,,929.67246351,,,
516,1000.0,84,0.001,5812,489477,-67.47321934509277,488477,930.5667154299999,0.25441233335807917,,
,,,0.001,,490000,-67.47043786621094,489477,,0.2452593863271177,964.8807155370712,1000.0
520,1000.0,84,0.001,5862,493477,-67.50821653747559,492477,930.1145054100001,0.2522909026704729,,
,,,0.001,,495000,-67.5292914428711,494477,,0.2068797156997025,948.2153860986233,1000.0
524,1000.0,84,0.001,5917,497477,-67.5188041381836,496477,930.93366301,0.2524039955101907,,
,,,0.001,,500000,-67.60116230773926,499477,,0.24364347145706416,931.4368204593659,1000.0
528,1000.0,83,0.001,5973,501477,-67.59399328613281,500477,932.4851356800001,0.22826524843648077,,
,,,0.001,,505000,-67.66546820068359,504477,,0.2644003668576479,947.4832706689834,1000.0
532,1000.0,83,,6027,505477,,,932.5564529700001,,,
536,1000.0,84,0.001,6063,509477,-67.66391131591797,508477,934.0166098600001,0.222805897526443,,
,,,0.001,,510000,-67.69352111816406,509477,,0.20492119608446957,953.2010946631432,1000.0
540,1000.0,83,0.001,6119,513477,-67.7114090423584,512477,935.3820272,0.2651335594393313,,
,,,0.001,,515000,-67.78142820739745,514477,,0.26258689450472594,959.2396967828274,1000.0
544,1000.0,83,0.001,6174,517477,-67.86687339782715,516477,936.75845836,0.2460715726315975,,
,,,0.001,,520000,-67.95848759460449,519477,,0.2114102524779737,959.2864254951477,1000.0
548,1000.0,83,0.001,6228,521477,-67.96898326110839,520477,937.4738205499999,0.24657327630370857,,
,,,0.001,,525000,-67.99777291870117,524477,,0.2233100703395903,957.2142415523529,1000.0
552,1000.0,83,,6282,525477,,,938.0777248800003,,,
556,1000.0,83,0.001,6319,529477,-68.06160482788086,528477,938.4070008399999,0.22713548961281776,,
,,,0.001,,530000,-68.11803118896485,529477,,0.20636614071577788,871.8893682122231,1000.0
560,1000.0,83,0.001,6372,533477,-68.19285758972168,532477,937.6018017000002,0.23095022797957063,,
,,,0.001,,535000,-68.21309265136719,534477,,0.16484806469455363,920.7345683693886,1000.0
564,1000.0,83,0.001,6429,537477,-68.26371286010742,536477,937.67577792,0.17911080146580935,,
,,,0.001,,540000,-68.36319010925293,539477,,0.20301123704016208,922.9217107892036,1000.0
568,1000.0,83,0.001,6486,541477,-68.3887354736328,540477,937.5614119400001,0.18719869514554738,,
,,,0.001,,545000,-68.45096858215332,544477,,0.18932534724101424,925.4370731651783,1000.0
572,1000.0,83,,6541,545477,,,937.65973677,,,
576,1000.0,83,0.001,6573,549477,-68.39498161315917,548477,938.4311178699999,0.21237870198488235,,
,,,0.001,,550000,-68.39607441711426,549477,,0.20547675218060613,963.2086021512747,1000.0
580,1000.0,83,0.001,6616,553477,-68.30553942871094,552477,938.79789796,0.22283588595315815,,
,,,0.001,,555000,-68.2377752532959,554477,,0.20875587924569844,937.4355769991874,1000.0
584,1000.0,83,0.001,6666,557477,-67.9977847442627,556477,938.31379279,0.24429300685226918,,
,,,0.001,,560000,-67.91765293884278,559477,,0.22836329782009124,885.3376696884632,1000.0
588,1000.0,83,0.001,6720,561477,-67.9139892578125,560477,936.87720459,0.24180805592983962,,
,,,0.001,,565000,-68.01810667419434,564477,,0.17454351445659996,941.5900211751461,1000.0
592,1000.0,83,,6773,565477,,,936.89581964,,,
596,1000.0,83,0.001,6811,569477,-68.19807850646973,568477,935.5217568600002,0.2224249018058181,,
,,,0.001,,570000,-68.225962600708,569477,,0.20331413800269366,894.5372849583625,1000.0
600,1000.0,83,0.001,6867,573477,-68.20376559448242,572477,933.87384349,0.2079477996751666,,
,,,0.001,,575000,-68.29714463806152,574477,,0.22262315525859594,906.0915646970273,1000.0
604,1000.0,83,0.001,6918,577477,-68.29280461120605,576477,934.2687568999999,0.2173772978298366,,
,,,0.001,,580000,-68.32434637451172,579477,,0.23380709474906325,924.7960651576519,1000.0
608,1000.0,83,0.001,6970,581477,-68.39205786132813,580477,935.53270424,0.22129321558773518,,
,,,0.001,,585000,-68.42055517578125,584477,,0.18032147972658277,931.2517854452133,1000.0
612,1000.0,83,,7020,585477,,,935.3405860299999,,,
616,1000.0,83,0.001,7055,589477,-68.53204776000976,588477,935.2973980300001,0.19540548792108894,,
,,,0.001,,590000,-68.57364390563964,589477,,0.2111031185463071,922.3711617052555,1000.0
620,1000.0,83,0.001,7105,593477,-68.71783795166016,592477,935.6219351599998,0.24892042468860745,,
,,,0.001,,595000,-68.76686308288575,594477,,0.22113434559851886,887.2012697577477,1000.0
624,1000.0,83,0.001,7155,597477,-68.78452772521973,596477,933.53249568,0.19790768578648568,,
,,,0.001,,600000,-68.85092279052735,599477,,0.2331923447176814,919.5663754880428,1000.0
628,1000.0,83,0.001,7206,601477,-68.88449864196777,600477,933.3435286799997,0.2292551069073379,,
,,,0.001,,605000,-69.00227035522461,604477,,0.28006962803006175,944.7669092297554,1000.0
632,1000.0,83,,7256,605477,,,933.6320200899999,,,
636,1000.0,83,0.001,7290,609477,-69.07384455871582,608477,932.9756970000001,0.17738107411935924,,
,,,0.001,,610000,-69.06559950256347,609477,,0.17204817189648747,949.8461662709713,1000.0
640,1000.0,83,0.001,7341,613477,-69.1434553527832,612477,933.80268943,0.20163865052163601,,
,,,0.001,,615000,-69.126413772583,614477,,0.18265497343614698,948.9086242854595,1000.0
644,1000.0,83,0.001,7392,617477,-69.17001359558105,616477,933.7919055500001,0.20950213742256166,,
,,,0.001,,620000,-69.26692031860351,619477,,0.25024816969037056,964.8965275347233,1000.0
648,1000.0,83,0.001,7446,621477,-69.24781874084472,620477,933.6231749399999,0.20436815134063363,,
,,,0.001,,625000,-69.32345010375977,624477,,0.16603917587175965,941.9237010657787,1000.0
652,1000.0,83,,7498,625477,,,934.5217132399999,,,
656,1000.0,83,0.001,7533,629477,-69.3681241455078,628477,935.8546748600003,0.22839022149890661,,
,,,0.001,,630000,-69.37296687316895,629477,,0.19453569719195365,963.2350652575493,1000.0
660,1000.0,83,0.001,7586,633477,-69.3965232849121,632477,937.4028858500002,0.17556911296769975,,
,,,0.001,,635000,-69.43075885009766,634477,,0.260245060428977,948.9692343831063,1000.0
664,1000.0,83,0.001,7640,637477,-69.50565704345703,636477,937.6424301999999,0.19474441873654724,,
,,,0.001,,640000,-69.53727352905274,639477,,0.18926139429584146,943.2475847423077,1000.0
668,1000.0,83,0.001,7693,641477,-69.5713352355957,640477,938.23499081,0.18103556336089968,,
,,,0.001,,645000,-69.65951007080078,644477,,0.17790831714496017,964.9714353591204,1000.0
672,1000.0,83,,7746,645477,,,939.0383691200003,,,
676,1000.0,83,0.001,7782,649477,-69.71050123596191,648477,939.4340033399999,0.17925405902788044,,
,,,0.001,,650000,-69.69402610778809,649477,,0.16068577126786113,967.8180422842503,1000.0
680,1000.0,83,0.001,7835,653477,-69.69634997558593,652477,939.27081239,0.245421476919204,,
,,,0.001,,655000,-69.68324192810059,654477,,0.19025694881379604,943.9113702178001,1000.0
684,1000.0,83,0.001,7887,657477,-69.67154907226562,656477,940.31461728,0.2021471769399941,,
,,,0.001,,660000,-69.75292068481446,659477,,0.1804642018005252,965.5638554155827,1000.0
