train/n_updates,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,100.0,,172,160,92,16000,,,-50.58466534000001,,
16200,100.0,22.47019714355469,175,164,93,16400,0.001,0.06968000076711178,-50.336694210000005,,
16300,,22.535294647216798,,,,16500,0.001,0.06761288098990917,,-59.91089890000001,100.0
16600,100.0,22.888474960327148,179,168,93,16800,0.001,0.07249001089483499,-50.27548003000001,,
16800,,23.07869972229004,,,,17000,0.001,0.07564756829291581,,-52.613483099999996,100.0
17000,100.0,23.328338890075685,184,172,93,17200,0.001,0.07069136828184128,-50.14872164000001,,
17300,,23.632571563720703,,,,17500,0.001,0.07088481288403273,,-52.272960499999996,100.0
17400,100.0,23.86676586151123,189,176,92,17600,0.001,0.07512785766273737,-50.314707389999995,,
17800,,24.247186737060545,,,,18000,0.001,0.08680413097143173,,-48.857028750000005,100.0
,100.0,,194,180,92,18000,,,-50.048464239999994,,
18200,100.0,24.68727279663086,196,184,93,18400,0.001,0.08463219065219164,-50.3178856,,
18300,,24.836144485473632,,,,18500,0.001,0.08096426721662282,,-51.1502742,100.0
18600,100.0,25.16464904785156,201,188,93,18800,0.001,0.09845764387398959,-50.33481895,,
18800,,25.38062698364258,,,,19000,0.001,0.10287933602929115,,-47.97396245,100.0
19000,100.0,25.503445549011232,206,192,92,19200,0.001,0.0835049756616354,-49.99310146,,
19300,,25.97714900970459,,,,19500,0.001,0.094715729765594,,-48.879044199999996,100.0
19400,100.0,25.98037696838379,211,196,92,19600,0.001,0.09002873279154301,-50.134509630000004,,
19800,,26.414161605834963,,,,20000,0.001,0.08438245419412851,,-49.54054615,100.0
,100.0,,216,200,92,20000,,,-49.81948256,,
20200,100.0,26.918116569519043,218,204,93,20400,0.001,0.10077955368906259,-49.4655882,,
20300,,26.94068103790283,,,,20500,0.001,0.10297711171209813,,-50.76309095,100.0
20600,100.0,27.16362678527832,223,208,93,20800,0.001,0.0865148175880313,-49.46987562,,
20800,,27.323898963928222,,,,21000,0.001,0.09031119670718908,,-67.70310160000001,100.0
21000,100.0,27.53380889892578,228,212,92,21200,0.001,0.09826769396662711,-49.58612698000001,,
21300,,27.83815803527832,,,,21500,0.001,0.08999407712370157,,-55.93517925,100.0
21400,100.0,27.960521659851075,232,216,92,21600,0.001,0.1051976428553462,-49.50751544,,
21800,,28.327533569335937,,,,22000,0.001,0.11943404093384742,,-51.98100579999999,100.0
,100.0,,237,220,92,22000,,,-49.36513694999999,,
22200,100.0,28.662450523376464,240,224,93,22400,0.001,0.111321911662817,-49.33105398000001,,
22300,,28.817762336730958,,,,22500,0.001,0.11401363305747508,,-48.583039850000006,100.0
22600,100.0,29.041389656066894,244,228,93,22800,0.001,0.1070319227129221,-49.34508578999999,,
22800,,29.27116470336914,,,,23000,0.001,0.10244791086763144,,-52.60307770000001,100.0
23000,100.0,29.485643005371095,249,232,92,23200,0.001,0.10608660571277141,-49.20670679,,
23300,,29.71562660217285,,,,23500,0.001,0.10290499180555343,,-48.111191999999996,100.0
23400,100.0,29.935450706481934,254,236,92,23600,0.001,0.114440474845469,-49.25339909,,
23800,,30.208278160095215,,,,24000,0.001,0.11128561079502106,,-60.01801759999999,100.0
,100.0,,259,240,92,24000,,,-49.42494768999999,,
24200,100.0,30.60773983001709,261,244,93,24400,0.001,0.11282191783189774,-49.46168329,,
24300,,30.734316635131837,,,,24500,0.001,0.11472149893641471,,-51.6049166,100.0
24600,100.0,30.93827980041504,266,248,93,24800,0.001,0.1237136621773243,-49.39513601000001,,
24800,,31.16217460632324,,,,25000,0.001,0.10999109297990799,,-47.9554494,100.0
25000,100.0,31.21289031982422,270,252,92,25200,0.001,0.11898165240883828,-49.396180019999996,,
25300,,31.547733154296875,,,,25500,0.001,0.1298492057621479,,-46.50093625000001,100.0
25400,100.0,31.52129638671875,275,256,92,25600,0.001,0.11992067225277424,-49.0947152,,
25800,,31.822668228149414,,,,26000,0.001,0.13235472425818443,,-64.3480921,100.0
,100.0,,280,260,92,26000,,,-49.09328440999999,,
26200,100.0,32.123234329223635,282,264,93,26400,0.001,0.12053147085011005,-48.81845275,,
26300,,32.22048698425293,,,,26500,0.001,0.12913444384932518,,-56.02700935,100.0
26600,100.0,32.54069583892822,287,268,93,26800,0.001,0.13339979082345962,-48.904341200000005,,
26800,,32.74780456542969,,,,27000,0.001,0.13006340466439725,,-52.30364734999999,100.0
27000,100.0,32.80615936279297,292,272,93,27200,0.001,0.13178419269621372,-48.562433840000004,,
27300,,33.085017700195316,,,,27500,0.001,0.1428643475472927,,-58.59021054999998,100.0
27400,100.0,33.16066337585449,296,276,92,27600,0.001,0.1268923218548298,-48.662323619999995,,
27800,,33.43318519592285,,,,28000,0.001,0.12436569668352604,,-59.54767305,100.0
,100.0,,301,280,92,28000,,,-48.521185509999995,,
28200,100.0,33.7457389831543,304,284,93,28400,0.001,0.13389438197016715,-48.84808273000001,,
28300,,33.708735961914066,,,,28500,0.001,0.1350051375478506,,-56.36683480000001,100.0
28600,100.0,33.97674606323242,309,288,93,28800,0.001,0.15152671784162522,-48.873646400000005,,
28800,,34.1076741027832,,,,29000,0.001,0.12725056909024715,,-55.810998500000004,100.0
29000,100.0,34.209205322265625,313,292,93,29200,0.001,0.11889682434499264,-49.320072450000005,,
29300,,34.41160362243652,,,,29500,0.001,0.11574606895446778,,-75.8454199,100.0
29400,100.0,34.45210952758789,318,296,92,29600,0.001,0.12249383985996247,-49.87232631999999,,
29800,,34.77493011474609,,,,30000,0.001,0.10394511338323355,,-58.9138365,100.0
,100.0,,322,300,92,30000,,,-50.81810304,,
30200,100.0,35.050943298339845,325,304,93,30400,0.001,0.11039375029504299,-51.22381630000001,,
30300,,35.07333152770996,,,,30500,0.001,0.12136025361716747,,-55.42825254999999,100.0
30600,100.0,35.24607597351074,330,308,93,30800,0.001,0.10584474388509989,-51.45507398000001,,
30800,,35.31991249084473,,,,31000,0.001,0.10897532291710377,,-50.25886429999999,100.0
31000,100.0,35.50726135253906,335,312,93,31200,0.001,0.10598422303795814,-51.23446765,,
31300,,35.64377716064453,,,,31500,0.001,0.10133906241506338,,-49.97080340000001,100.0
31400,100.0,35.69887550354004,339,316,93,31600,0.001,0.12398342974483967,-51.294602,,
31800,,35.936501846313476,,,,32000,0.001,0.12218153849244118,,-47.99417164999999,100.0
,100.0,,344,320,92,32000,,,-51.29831277000001,,
32200,100.0,36.2078092956543,347,324,93,32400,0.001,0.10936159506440163,-51.31634598000001,,
32300,,36.18836517333985,,,,32500,0.001,0.09968092028051614,,-53.028027900000005,100.0
32600,100.0,36.288758239746095,351,328,93,32800,0.001,0.11432217758148909,-51.505765139999994,,
32800,,36.51526008605957,,,,33000,0.001,0.1131368713080883,,-49.20815685000001,100.0
33000,100.0,36.58683082580566,356,332,93,33200,0.001,0.1072961125895381,-51.49315824,,
33300,,36.699152603149415,,,,33500,0.001,0.08803451161831617,,-50.188055049999996,100.0
33400,100.0,36.75100799560547,361,336,92,33600,0.001,0.09598411973565817,-51.370642950000004,,
33800,,37.03498649597168,,,,34000,0.001,0.11342496491968632,,-45.9183774,100.0
,100.0,,366,340,92,34000,,,-50.780436560000005,,
34200,100.0,37.24668937683106,368,344,93,34400,0.001,0.09375712268054485,-50.77860203,,
34300,,37.30039276123047,,,,34500,0.001,0.09873100157827139,,-43.860772600000004,100.0
34600,100.0,37.43383857727051,373,348,93,34800,0.001,0.10394896946847439,-50.72869954,,
34800,,37.59384765625,,,,35000,0.001,0.10275030691176652,,-43.60501005,100.0
35000,100.0,37.67332283020019,378,352,93,35200,0.001,0.10323068432509899,-50.5189947,,
35300,,37.70057289123535,,,,35500,0.001,0.0920801194012165,,-47.61744805,100.0
35400,100.0,37.842033004760744,382,356,92,35600,0.001,0.08969250723719596,-50.6176933,,
35800,,38.05285270690918,,,,36000,0.001,0.10171936206519604,,-44.7710939,100.0
,100.0,,387,360,92,36000,,,-50.24358370000001,,
36200,100.0,38.19835205078125,389,364,93,36400,0.001,0.11247063927352428,-50.30501631,,
36300,,38.29155952453613,,,,36500,0.001,0.09462251164019107,,-42.74733755,100.0
36600,100.0,38.46407173156738,394,368,93,36800,0.001,0.09681265413761139,-49.93770343000001,,
36800,,38.6179825592041,,,,37000,0.001,0.09670424915850162,,-43.04280845,100.0
37000,100.0,38.6375040435791,398,372,93,37200,0.001,0.09255504447966814,-50.07376609999999,,
37300,,38.89312812805176,,,,37500,0.001,0.11207941014319658,,-41.77924109999999,100.0
37400,100.0,38.88887916564941,403,376,93,37600,0.001,0.09281031258404254,-49.68419443999999,,
37800,,39.15017601013184,,,,38000,0.001,0.09963999405503272,,-42.7336515,100.0
,100.0,,407,380,93,38000,,,-49.459693099999996,,
38200,100.0,39.41564697265625,410,384,93,38400,0.001,0.09171210113912821,-48.88753266999999,,
38300,,39.370870208740236,,,,38500,0.001,0.09585822120308876,,-44.09514310000001,100.0
38600,100.0,39.52344253540039,415,388,93,38800,0.001,0.10031582370400428,-48.63936428,,
38800,,39.60324851989746,,,,39000,0.001,0.09736611973494291,,-44.0388163,100.0
39000,100.0,39.73357063293457,420,392,93,39200,0.001,0.09204460229724645,-48.18887112,,
39300,,39.987546081542966,,,,39500,0.001,0.0964092955738306,,-41.817470150000005,100.0
39400,100.0,40.00356552124023,424,396,93,39600,0.001,0.1021210427954793,-47.52011810000001,,
39800,,40.21004196166992,,,,40000,0.001,0.09183057099580764,,-40.363012649999995,100.0
,100.0,,429,400,93,40000,,,-46.311159860000004,,
40200,100.0,40.422744140625,432,404,93,40400,0.001,0.09952888309955597,-45.77920443000001,,
40300,,40.33578887939453,,,,40500,0.001,0.10376371085643768,,-42.66477735000001,100.0
40600,100.0,40.53006652832031,436,408,93,40800,0.001,0.1093648486211896,-45.418635949999995,,
40800,,40.7089722442627,,,,41000,0.001,0.1035402550548315,,-43.082249000000004,100.0
41000,100.0,40.70962219238281,441,412,93,41200,0.001,0.10148012727499008,-45.179572009999994,,
41300,,40.88735847473144,,,,41500,0.001,0.11386187620460987,,-44.4937301,100.0
41400,100.0,40.94664428710937,446,416,93,41600,0.001,0.1034665222093463,-45.02561299,,
41800,,41.120568389892576,,,,42000,0.001,0.10741982094943524,,-42.279508650000004,100.0
,100.0,,450,420,93,42000,,,-44.701931359999996,,
42200,100.0,41.252580337524414,453,424,93,42400,0.001,0.0975709431990981,-44.39216855999999,,
42300,,41.30146789550781,,,,42500,0.001,0.10475416731089354,,-46.9163679,100.0
42600,100.0,41.41380401611328,457,428,93,42800,0.001,0.10953303888440132,-44.017963130000005,,
42800,,41.506117248535155,,,,43000,0.001,0.12869490444660187,,-44.50871335,100.0
43000,100.0,41.5269068145752,462,432,93,43200,0.001,0.11451465234160424,-43.67766057,,
43300,,41.65873962402344,,,,43500,0.001,0.11899684831500053,,-43.52590415,100.0
43400,100.0,41.68162200927734,467,436,93,43600,0.001,0.10906635284423828,-43.30824407000001,,
43800,,41.919721603393555,,,,44000,0.001,0.13415903989225625,,-43.0294875,100.0
,100.0,,472,440,93,44000,,,-43.227399999999996,,
44200,100.0,41.92162551879883,474,444,93,44400,0.001,0.11438837744295598,-43.34391199000001,,
44300,,41.93924911499023,,,,44500,0.001,0.09955272097140551,,-49.30914805,100.0
44600,100.0,42.059648208618164,479,448,93,44800,0.001,0.1141651789844036,-43.35166303,,
44800,,42.1598299407959,,,,45000,0.001,0.10109051261097193,,-44.84319520000001,100.0
45000,100.0,42.20937522888184,483,452,93,45200,0.001,0.10840655319392681,-43.55627660000001,,
45300,,42.30687980651855,,,,45500,0.001,0.09291450064629317,,-48.4819952,100.0
45400,100.0,42.34848358154297,488,456,93,45600,0.001,0.10241547286510468,-43.592191500000006,,
45800,,42.48290725708008,,,,46000,0.001,0.10398473367094993,,-44.4286149,100.0
,100.0,,493,460,93,46000,,,-43.587525750000005,,
46200,100.0,42.43523986816406,495,464,93,46400,0.001,0.09354773499071597,-43.32568602000001,,
46300,,42.65203308105469,,,,46500,0.001,0.10192264698445797,,-45.07948964999999,100.0
46600,100.0,42.722232818603516,500,468,93,46800,0.001,0.1073761186003685,-43.32820893,,
46800,,42.73074310302734,,,,47000,0.001,0.09460099142044782,,-44.72173479999999,100.0
47000,100.0,42.77416198730469,504,472,93,47200,0.001,0.10096614301204682,-43.45222935000001,,
47300,,42.9093155670166,,,,47500,0.001,0.09217598501592875,,-46.030271549999995,100.0
47400,100.0,42.931829605102536,509,476,93,47600,0.001,0.10642504531890154,-43.5044319,,
47800,,43.12085304260254,,,,48000,0.001,0.10698779467493295,,-51.7515363,100.0
,100.0,,513,480,93,48000,,,-43.93342893,,
48200,100.0,43.37286613464355,516,484,93,48400,0.001,0.08880617097020149,-44.046451479999995,,
48300,,43.25188896179199,,,,48500,0.001,0.09539220970124006,,-44.05360815,100.0
48600,100.0,43.36690650939941,520,488,93,48800,0.001,0.09067178994417191,-43.850894399999994,,
48800,,43.3844945526123,,,,49000,0.001,0.08374094244092703,,-43.633352249999994,100.0
49000,100.0,43.58522781372071,525,492,93,49200,0.001,0.09499146804213524,-43.675391640000015,,
49300,,43.60021896362305,,,,49500,0.001,0.09452465750277042,,-42.125217899999996,100.0
49400,100.0,43.60519546508789,529,496,93,49600,0.001,0.09571034967899322,-43.42287546000001,,
49800,,43.7345735168457,,,,50000,0.001,0.09484719038009644,,-41.97996654999999,100.0
,100.0,,533,500,93,50000,,,-43.59145007,,
50200,100.0,43.86350128173828,536,504,93,50400,0.001,0.09197149723768235,-43.29573329,,
50300,,43.81195381164551,,,,50500,0.001,0.09901384804397821,,-41.62948115,100.0
50600,100.0,43.91788818359375,541,508,93,50800,0.001,0.09668494507670403,-43.23570552,,
50800,,44.049348983764645,,,,51000,0.001,0.09265143103897572,,-41.41068335,100.0
51000,100.0,44.10018096923828,545,512,93,51200,0.001,0.09232287492603064,-43.09756045,,
51300,,44.17060501098633,,,,51500,0.001,0.11217743139714002,,-42.26302765,100.0
51400,100.0,44.209912338256835,550,516,93,51600,0.001,0.10687021251767874,-42.83805536,,
51800,,44.261642913818356,,,,52000,0.001,0.10735765893012285,,-42.0792273,100.0
,100.0,,554,520,93,52000,,,-42.84842265,,
52200,100.0,44.37139030456543,557,524,94,52400,0.001,0.07999779734760523,-42.95575163,,
52300,,44.41002754211426,,,,52500,0.001,0.08246783129870891,,-43.143516250000005,100.0
52600,100.0,44.46249237060547,561,528,94,52800,0.001,0.09257295265793801,-42.880188,,
52800,,44.43427017211914,,,,53000,0.001,0.09228257987648249,,-41.37396414999999,100.0
53000,100.0,44.56560646057129,566,532,93,53200,0.001,0.08190723650157451,-42.730145809999996,,
53300,,44.626822280883786,,,,53500,0.001,0.09916274953633547,,-40.14795465000001,100.0
53400,100.0,44.71163879394531,570,536,93,53600,0.001,0.08477837327867746,-42.75829706,,
53800,,44.81511695861816,,,,54000,0.001,0.08640970587730408,,-44.10312125,100.0
,100.0,,574,540,93,54000,,,-42.63428769000001,,
54200,100.0,44.86586753845215,577,544,94,54400,0.001,0.07800786171108484,-42.313398469999996,,
54300,,44.87418655395508,,,,54500,0.001,0.08080387014895678,,-44.85635075,100.0
54600,100.0,44.96535949707031,582,548,94,54800,0.001,0.08296064168214798,-42.36396938,,
54800,,45.07796287536621,,,,55000,0.001,0.08561287567019463,,-40.365198299999996,100.0
55000,100.0,45.15663536071777,587,552,94,55200,0.001,0.0874236223101616,-42.13618146000001,,
55300,,45.254443664550784,,,,55500,0.001,0.08161967813968658,,-42.17667295,100.0
55400,100.0,45.297922973632815,591,556,93,55600,0.001,0.09306133307516574,-42.16258462,,
55800,,45.410782928466794,,,,56000,0.001,0.09905149806290865,,-47.28721600000001,100.0
,100.0,,596,560,93,56000,,,-41.99927678,,
56200,100.0,45.428458023071286,599,564,94,56400,0.001,0.09606194440275431,-42.09386856000001,,
56300,,45.52488838195801,,,,56500,0.001,0.08149643950164318,,-40.98813095,100.0
56600,100.0,45.525689849853514,603,568,94,56800,0.001,0.08286803625524045,-41.865092990000015,,
56800,,45.64803802490234,,,,57000,0.001,0.0790053366869688,,-42.290303699999996,100.0
57000,100.0,45.70029647827148,608,572,93,57200,0.001,0.10090369582176209,-41.60382043,,
57300,,45.79103439331055,,,,57500,0.001,0.09046550899744034,,-42.032228399999994,100.0
57400,100.0,45.77860511779785,613,576,93,57600,0.001,0.08810266681015491,-41.47755391,,
57800,,45.84144920349121,,,,58000,0.001,0.08275018613785505,,-42.135384699999996,100.0
,100.0,,618,580,93,58000,,,-40.96548333,,
58200,100.0,45.94750511169433,621,584,93,58400,0.001,0.07982058953493834,-40.65197071,,
58300,,45.9122193145752,,,,58500,0.001,0.07937360413372517,,-48.26274395,100.0
58600,100.0,46.07645149230957,626,588,93,58800,0.001,0.08002806577831506,-40.59532224,,
58800,,46.089282760620115,,,,59000,0.001,0.07727086327970029,,-42.90087605,100.0
59000,100.0,46.24466194152832,630,592,93,59200,0.001,0.11049288015812636,-40.87582755000001,,
59300,,46.26481575012207,,,,59500,0.001,0.07598957978188992,,-44.81344345,100.0
59400,100.0,46.288730239868165,635,596,93,59600,0.001,0.07833955094218253,-41.03380266999999,,
59800,,46.35717216491699,,,,60000,0.001,0.07317261867225171,,-43.666011850000004,100.0
,100.0,,639,600,93,60000,,,-41.01732532000001,,
60200,100.0,46.5181160736084,642,604,94,60400,0.001,0.07910120736807585,-41.135833330000004,,
60300,,46.425031127929685,,,,60500,0.001,0.08485782496631146,,-47.186665600000005,100.0
60600,100.0,46.45649681091309,647,608,93,60800,0.001,0.07794818978756667,-41.3400546,,
60800,,46.5980281829834,,,,61000,0.001,0.0923904425650835,,-42.326563699999994,100.0
61000,100.0,46.656786880493165,652,612,93,61200,0.001,0.07801305174827576,-41.391893530000004,,
61300,,46.78751876831055,,,,61500,0.001,0.08945282943546772,,-43.793294749999994,100.0
61400,100.0,46.76166351318359,657,616,93,61600,0.001,0.07804419595748185,-41.71240414,,
61800,,46.860852279663085,,,,62000,0.001,0.07402016248553991,,-44.839247799999995,100.0
,100.0,,661,620,93,62000,,,-42.061702030000006,,
62200,100.0,46.95940086364746,664,624,93,62400,0.001,0.08182515900582076,-42.10187117,,
62300,,46.9004613494873,,,,62500,0.001,0.07140080109238625,,-41.3541951,100.0
62600,100.0,47.00779045104981,669,628,93,62800,0.001,0.07489796929061412,-42.17336307000001,,
62800,,47.0727059173584,,,,63000,0.001,0.06530828259885312,,-44.98526285,100.0
63000,100.0,47.15012840270996,674,632,93,63200,0.001,0.08211573258042336,-42.37566408000001,,
63300,,47.1519246673584,,,,63500,0.001,0.08386491853743791,,-42.503289949999996,100.0
63400,100.0,47.22819465637207,679,636,93,63600,0.001,0.07709070228040218,-42.410601850000006,,
63800,,47.220638275146484,,,,64000,0.001,0.0691947166249156,,-45.35648865,100.0
,100.0,,684,640,93,64000,,,-42.62206577999999,,
64200,100.0,47.310473403930665,686,644,93,64400,0.001,0.07612022243440152,-42.767357710000006,,
64300,,47.27118606567383,,,,64500,0.001,0.08350662961602211,,-46.427950550000006,100.0
64600,100.0,47.425391311645505,691,648,93,64800,0.001,0.07054768826812506,-42.53437298,,
64800,,47.49243705749512,,,,65000,0.001,0.09328196316957474,,-43.46918435,100.0
65000,100.0,47.45098510742187,695,652,93,65200,0.001,0.0816228236630559,-42.561359259999996,,
65300,,47.48714309692383,,,,65500,0.001,0.08101307969540357,,-46.9783436,100.0
65400,100.0,47.50860313415527,700,656,93,65600,0.001,0.08280595034360885,-42.546341309999995,,
65800,,47.644894485473635,,,,66000,0.001,0.07062020048499107,,-46.6587909,100.0
,100.0,,705,660,93,66000,,,-42.58846922,,
66200,100.0,47.59639335632324,707,664,93,66400,0.001,0.09105259139090777,-42.79204604,,
66300,,47.66084197998047,,,,66500,0.001,0.08885196160525083,,-44.94580790000001,100.0
66600,100.0,47.68874946594238,712,668,93,66800,0.001,0.09581635311245919,-42.90455433,,
66800,,47.79666160583496,,,,67000,0.001,0.0808544997125864,,-45.9899065,100.0
67000,100.0,47.80267288208008,717,672,93,67200,0.001,0.09595896255224944,-42.85708789000001,,
67300,,47.819168701171876,,,,67500,0.001,0.08502044968307018,,-44.39636320000001,100.0
67400,100.0,47.81434066772461,722,676,93,67600,0.001,0.07784023880958557,-42.812359799999996,,
67800,,47.895228729248046,,,,68000,0.001,0.09367845505475998,,-44.1503492,100.0
,100.0,,726,680,93,68000,,,-42.95524149,,
68200,100.0,47.999077529907225,729,684,93,68400,0.001,0.07630969859659671,-42.982624269999995,,
68300,,48.02941757202149,,,,68500,0.001,0.08660792022943496,,-44.27202510000001,100.0
68600,100.0,48.209770584106444,734,688,93,68800,0.001,0.08791634935885667,-43.11988368,,
68800,,48.15610038757324,,,,69000,0.001,0.07312281772494317,,-46.2465514,100.0
69000,100.0,48.144322357177735,738,692,93,69200,0.001,0.07298172909766436,-42.96602884,,
69300,,48.27366172790527,,,,69500,0.001,0.08700255174189805,,-45.173190999999996,100.0
69400,100.0,48.249553527832035,743,696,93,69600,0.001,0.09242449127137661,-42.969740730000005,,
69800,,48.35239990234375,,,,70000,0.001,0.0837211424857378,,-44.62213375,100.0
,100.0,,748,700,93,70000,,,-43.012483140000015,,
70200,100.0,48.36920051574707,751,704,93,70400,0.001,0.07520526133477688,-43.30169782,,
