rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
6.260869565217392,92,668,199,3,7.260869565217392,-2.3201541741689047,547,0.225355426967144,0.001,,
6.916666666666667,96,760,193,3,7.916666666666667,-2.4586084286371865,640,0.19513161610002103,0.001,,
7.42,100,842,189,4,8.42,-2.565422463417053,727,0.1763068914413452,0.001,,
7.88,104,928,186,4,8.88,-2.7712173461914062,813,0.19089255295693874,0.001,,
,,1000,,,,-2.8330368518829347,893,0.21531745862393153,0.001,19.7,20.7
8.33,108,1008,179,5,9.33,,,,,,
8.92,112,1095,178,6,9.92,-3.011531938206066,982,0.16407003643966855,0.001,,
9.4,116,1182,178,6,10.4,-3.1358985006809235,1063,0.15845784939387264,0.001,,
9.99,120,1261,176,7,10.99,-3.264692950248718,1147,0.15662539395548047,0.001,,
10.65,124,1351,176,7,11.65,-3.4151526027255588,1234,0.15021142446332508,0.001,,
11.32,128,1438,176,8,12.32,-3.5144032372368708,1318,0.19657475808087518,0.001,,
11.95,132,1521,174,8,12.95,-3.6442717909812927,1404,0.16502963589585345,0.001,,
12.5,136,1596,174,9,13.5,-3.8396538496017456,1481,0.1494940913775388,0.001,,
13.1,140,1676,173,9,14.1,-3.9250526905059813,1560,0.19616205441324333,0.001,,
13.92,144,1778,173,10,14.92,-3.9796967208385468,1649,0.1841758289374411,0.001,,
14.56,148,1862,172,10,15.56,-4.115523457527161,1737,0.1423120989519007,0.001,,
15.21,152,1947,169,11,16.21,-4.292927318149143,1831,0.16992482542991638,0.001,,
,,2000,,,,-4.4563340610928,1888,0.17651045278591268,0.001,18.3,19.3
15.78,156,2024,168,12,16.78,-4.466576516628265,1905,0.1621552644407048,0.001,,
16.33,160,2099,166,12,17.33,-4.515325459566983,1984,0.17384862615948632,0.001,,
16.94,164,2180,164,13,17.94,-4.608266300625271,2068,0.2523930437035031,0.001,,
17.91,168,2297,164,13,18.91,-4.859066645304362,2174,0.22090923298021842,0.001,,
18.99,172,2427,165,14,19.99,-5.436929523944855,2285,0.3297762180469474,0.001,,
20.16,176,2564,163,15,21.16,-5.91853895187378,2426,1.079478002511538,0.001,,
23.96,180,2964,165,17,24.96,-6.855622161518443,2778,0.808323538166353,0.001,,
,,3000,,,,-7.0245029661390515,2868,0.7304613129960166,0.001,91.0,92.0
26.72,184,3271,162,20,27.72,-7.403802687121976,3099,0.8128420402926784,0.001,,
29.18,188,3589,162,22,30.18,-7.88373076915741,3419,0.7742318019822791,0.001,,
30.89,192,3857,162,23,31.89,-8.40050184726715,3688,0.7750365412794054,0.001,,
,,4000,,,,-8.613612586054309,3879,0.943909937042301,0.001,51.2,52.2
32.23,196,4083,160,25,33.23,-8.676409339904785,3928,0.9594926238059998,0.001,,
33.67,200,4309,160,26,34.67,-8.951460260333437,4156,0.9318212505542871,0.001,,
35.11,204,4539,160,28,36.11,-9.370426416397095,4389,0.8507788277589358,0.001,,
36.27,208,4735,160,29,37.27,-9.588660836219788,4589,0.8038251059395927,0.001,,
37.53,212,4948,160,30,38.53,-9.93869127546038,4799,0.8382456770591569,0.001,,
,,5000,,,,-10.046675364176432,4901,1.0028750653169594,0.001,49.9,50.9
38.63,216,5145,159,32,39.63,-10.220486679077148,5000,0.9053231684529052,0.001,,
39.88,220,5349,160,33,40.88,-10.56125157220023,5200,0.8301146243299756,0.001,,
41.05,224,5556,160,34,42.05,-10.794942085559551,5410,0.7754549536050535,0.001,,
42.25,228,5763,161,35,43.25,-11.103685672466572,5614,0.8200206861776465,0.001,,
,,6000,,,,-11.364636796893496,5866,0.7927788466215133,0.001,50.4,51.4
43.92,232,6013,161,37,44.92,,,,,,
45.3,236,6226,161,38,46.3,-11.80726976747866,6076,0.8269501848603195,0.001,,
46.74,240,6450,162,39,47.74,-12.15105808698214,6298,0.9940435725909013,0.001,,
47.87,244,6665,162,41,48.87,-12.364214833577474,6515,0.8542343913043131,0.001,,
49.27,248,6889,162,42,50.27,-12.58075053351266,6737,0.9809901865950802,0.001,,
,,7000,,,,-12.919292778804385,6851,0.9561442301191133,0.001,54.0,55.0
50.79,252,7126,162,43,51.79,-12.947283687013568,6973,0.6989508148894381,0.001,,
52.35,256,7359,162,45,53.35,-13.378383742438423,7205,0.8953707616437565,0.001,,
54.17,260,7616,162,46,55.17,-13.659371684579288,7456,0.9752351452610386,0.001,,
56.36,264,7916,162,48,57.36,-14.046964154924666,7753,0.7767845027043786,0.001,,
,,8000,,,,-14.263419270515442,7884,0.8056090092286468,0.001,74.8,75.8
58.03,268,8200,161,50,59.03,-14.450420652117048,8042,0.8709719784203029,0.001,,
,,9000,,,,-14.681056187070649,8162,1.1726779727072552,0.001,1000.0,1000.0
69.04,272,9430,154,60,70.03,-15.665534700666155,9247,0.9154364119557773,0.001,,
71.13,276,9776,155,62,72.12,-16.266540038876418,9598,1.0399106503636748,0.001,,
,,10000,,,,-16.3950997988383,9848,0.9875810863006682,0.001,79.3,80.3
70.34,280,10097,155,65,71.33,-16.663019466400147,9928,0.8587212234735488,0.001,,
70.68,284,10438,155,67,71.67,-16.75787515225618,10259,1.1164545238979402,0.001,,
,,11000,,,,-17.467431282510564,10654,1.076296683324843,0.001,1000.0,1000.0
80.63,288,11750,161,72,81.61,,,,,,
,,12000,,,,-18.10103604698181,11654,1.0442185627818108,0.001,1000.0,1000.0
,,13000,,,,-19.52585160446167,12654,1.114994136504829,0.001,1000.0,1000.0
,,14000,,,,-20.95244980621338,13654,1.1972172752022743,0.001,1000.0,1000.0
,,15000,,,,-22.520378147125243,14654,1.1898848495185375,0.001,1000.0,1000.0
117.99,292,15750,146,107,118.93,,,,,,
,,16000,,,,-24.03574640274048,15654,1.1185393404066564,0.001,1000.0,1000.0
,,17000,,,,-25.452982540130616,16654,1.1216401552408934,0.001,1000.0,1000.0
,,18000,,,,-26.86798161697388,17654,1.11199856441468,0.001,1000.0,1000.0
,,19000,,,,-28.28477292251587,18654,1.149318164370954,0.001,1000.0,1000.0
155.77,296,19750,139,141,156.67,,,,,,
,,20000,,,,-29.668393074035645,19654,0.9836988461390138,0.001,1000.0,1000.0
,,21000,,,,-31.176743923187257,20654,1.2123820873498916,0.001,1000.0,1000.0
,,22000,,,,-32.46396432495117,21654,1.138548380203545,0.001,1000.0,1000.0
,,23000,,,,-33.7355705833435,22654,1.1516414787992835,0.001,1000.0,1000.0
193.55,300,23750,133,178,194.41,,,,,,
,,24000,,,,-34.98150923538208,23654,1.1089369425848126,0.001,1000.0,1000.0
,,25000,,,,-36.17103410720825,24654,1.118840629450977,0.001,1000.0,1000.0
,,26000,,,,-37.375706718444825,25654,1.2658563206419349,0.001,1000.0,1000.0
222.1,304,26832,127,210,222.93,-38.6244887008667,26654,1.1594466337002813,0.001,,
,,27000,,,,-39.31929280207707,26900,0.8860119865699247,0.001,110.9,111.9
,,28000,,,,-39.352051651268674,27014,1.6385053177936035,0.001,1000.0,1000.0
232.93,308,28110,130,215,233.75,,,,,,
,,29000,,,,-40.248275512695315,28014,1.224175137810409,0.001,1000.0,1000.0
,,30000,,,,-41.451573768615724,29014,1.0725875494629145,0.001,1000.0,1000.0
,,31000,,,,-42.75944086456299,30014,1.0394617553651333,0.001,1000.0,1000.0
,,32000,,,,-44.04624199676514,31014,1.1563799729943276,0.001,1000.0,1000.0
270.84,312,32110,128,250,271.62,,,,,,
,,33000,,,,-45.38000439453125,32014,1.3094271397963166,0.001,1000.0,1000.0
,,34000,,,,-47.15522594940968,33483,1.353565520807497,0.001,1000.0,1000.0
,,35000,,,,-47.93025467681885,34483,1.4309711148738862,0.001,1000.0,1000.0
303.59,316,35579,127,279,304.34,,,,,,
,,36000,,,,-49.118297439575194,35483,1.3400519138276576,0.001,1000.0,1000.0
,,37000,,,,-50.33540055084229,36483,1.4685329036861658,0.001,1000.0,1000.0
,,38000,,,,-51.2539814453125,37483,1.1375872856155038,0.001,1000.0,1000.0
,,39000,,,,-52.22682113647461,38483,1.3535479669682682,0.001,1000.0,1000.0
341.59,320,39579,125,315,342.3,,,,,,
,,40000,,,,-53.253286056518554,39483,1.0941895099878312,0.001,1000.0,1000.0
,,41000,,,,-54.381734161376954,40483,1.5597744492441417,0.001,1000.0,1000.0
,,42000,,,,-55.5113410949707,41483,1.1473122774586082,0.001,1000.0,1000.0
,,43000,,,,-56.767874732971194,42483,1.1091010433658957,0.001,1000.0,1000.0
379.56,324,43579,124,351,380.23,,,,,,
,,44000,,,,-57.77898503875733,43483,1.1958391026780009,0.001,1000.0,1000.0
,,45000,,,,-58.677179389953615,44483,1.4083846714124084,0.001,1000.0,1000.0
,,46000,,,,-59.42276977539063,45483,1.3608793187886477,0.001,1000.0,1000.0
,,47000,,,,-60.19492425537109,46483,1.5269343286454677,0.001,1000.0,1000.0
417.53,328,47579,122,387,418.16,,,,,,
,,48000,,,,-60.96499970245361,47483,1.8740538623481988,0.001,1000.0,1000.0
,,49000,,,,-61.471971313476566,48483,2.000665663212538,0.001,1000.0,1000.0
,,50000,,,,-62.06849407958985,49483,2.1029859866648914,0.001,1000.0,1000.0
,,51000,,,,-62.676446228027345,50483,1.8863070241883397,0.001,1000.0,1000.0
455.07,332,51579,121,424,455.66,,,,,,
,,52000,,,,-63.19932385253906,51483,1.625709283530712,0.001,1000.0,1000.0
,,53000,,,,-63.715531661987306,52483,1.6329487205147744,0.001,1000.0,1000.0
,,54000,,,,-64.27987921905518,53483,1.7977398537993432,0.001,1000.0,1000.0
,,55000,,,,-65.04670500183106,54483,1.6743651312589645,0.001,1000.0,1000.0
492.98,336,55579,120,459,493.53,,,,,,
,,56000,,,,-65.52713430023194,55483,1.4710396091118454,0.001,1000.0,1000.0
,,57000,,,,-66.19601154327393,56483,1.726688987016678,0.001,1000.0,1000.0
,,58000,,,,-66.93761993408204,57483,1.3694289183765649,0.001,1000.0,1000.0
,,59000,,,,-67.71436309051514,58483,1.087646955497563,0.001,1000.0,1000.0
530.78,340,59579,120,494,531.29,,,,,,
,,60000,,,,-68.69292140960694,59483,1.3166974050104618,0.001,1000.0,1000.0
,,61000,,,,-69.37647119140625,60483,1.261633589655161,0.001,1000.0,1000.0
,,62000,,,,-70.25010749816894,61483,1.3447363162338735,0.001,1000.0,1000.0
,,63000,,,,-71.14631649780273,62483,1.310855434857309,0.001,1000.0,1000.0
568.67,344,63579,119,529,569.14,,,,,,
,,64000,,,,-71.70386112976074,63483,1.4311175661310553,0.001,1000.0,1000.0
,,65000,,,,-72.4807024383545,64483,1.415297675333917,0.001,1000.0,1000.0
,,66000,,,,-73.20698306274414,65483,1.6970118759199977,0.001,1000.0,1000.0
,,67000,,,,-74.20632723999023,66483,1.2791777830794453,0.001,1000.0,1000.0
606.47,348,67579,119,566,606.9,,,,,,
,,68000,,,,-74.98150254821778,67483,1.7012270808517933,0.001,1000.0,1000.0
,,69000,,,,-75.71904458618164,68483,1.7129533090218902,0.001,1000.0,1000.0
,,70000,,,,-76.20613748168945,69483,2.0663436778858304,0.001,1000.0,1000.0
,,71000,,,,-76.86121997070312,70483,1.9079698518514634,0.001,1000.0,1000.0
644.14,352,71579,118,602,644.53,,,,,,
,,72000,,,,-77.36468139648437,71483,1.891228994205594,0.001,1000.0,1000.0
,,73000,,,,-77.91679960632324,72483,2.190416051656008,0.001,1000.0,1000.0
,,74000,,,,-78.21745632934571,73483,1.9488480437397957,0.001,1000.0,1000.0
,,75000,,,,-78.70441009521484,74483,2.644650696590543,0.001,1000.0,1000.0
681.85,356,75579,118,638,682.2,,,,,,
,,76000,,,,-79.13219471740723,75483,1.9931762175932526,0.001,1000.0,1000.0
,,77000,,,,-79.4195027923584,76483,1.9833034131228924,0.001,1000.0,1000.0
,,78000,,,,-79.65363211059571,77483,1.8879807914048434,0.001,1000.0,1000.0
,,79000,,,,-80.08422355651855,78483,2.0588554196208717,0.001,1000.0,1000.0
719.32,360,79579,117,676,719.63,,,,,,
,,80000,,,,-80.24883067321777,79483,2.0613667869567873,0.001,1000.0,1000.0
,,81000,,,,-80.5411019744873,80483,2.1237389319092035,0.001,1000.0,1000.0
,,82000,,,,-80.87551606750489,81483,2.0195995221436025,0.001,1000.0,1000.0
,,83000,,,,-81.24621919250488,82483,1.6571425875797867,0.001,1000.0,1000.0
756.36,364,83579,116,714,756.63,,,,,,
,,84000,,,,-81.45267985534667,83483,2.154482920348644,0.001,1000.0,1000.0
,,85000,,,,-81.52274821472167,84483,1.8812649104595185,0.001,1000.0,1000.0
,,86000,,,,-81.50839967346191,85483,2.6180371044874193,0.001,1000.0,1000.0
,,87000,,,,-81.72855786132813,86483,1.9743764179050922,0.001,1000.0,1000.0
793.56,368,87579,116,752,793.79,,,,,,
,,88000,,,,-81.34028240966796,87483,2.6030453246235847,0.001,1000.0,1000.0
,,89000,,,,-81.54707461547852,88483,2.1612985737919805,0.001,1000.0,1000.0
,,90000,,,,-81.59583171081543,89483,2.413325932085514,0.001,1000.0,1000.0
812.21,372,90672,115,786,812.42,-81.95776814270019,90483,2.3092842258810995,0.001,,
,,91000,,,,-82.25829375023936,90789,1.4687008476432633,0.001,184.2,185.2
814.23,376,91220,115,790,814.44,-81.82639275975974,90955,1.820875937141568,0.001,,
,,92000,,,,-81.97727966308594,91124,1.74402201669456,0.001,1000.0,1000.0
,,93000,,,,-81.99634558105468,92124,1.9448529873713851,0.001,1000.0,1000.0
,,94000,,,,-82.1780853729248,93124,1.8159795808047057,0.001,1000.0,1000.0
,,95000,,,,-82.43350952148438,94124,1.719055665910244,0.001,1000.0,1000.0
851.06,380,95220,115,823,851.23,,,,,,
,,96000,,,,-82.56264590454101,95124,2.098288980640471,0.001,1000.0,1000.0
,,97000,,,,-82.90093099975586,96124,2.284249382711947,0.001,1000.0,1000.0
,,98000,,,,-83.43867346191406,97124,2.1477582717239856,0.001,1000.0,1000.0
,,99000,,,,-83.74047300720216,98124,1.9017352930605411,0.001,1000.0,1000.0
887.69,384,99220,114,863,887.82,,,,,,
,,100000,,,,-84.03444720458984,99124,1.7486190316602588,0.001,1000.0,1000.0
,,101000,,,,-84.22864077758788,100124,1.8602219179794193,0.001,1000.0,1000.0
,,102000,,,,-84.66805723571777,101124,2.092584218621254,0.001,1000.0,1000.0
,,103000,,,,-84.61763711547852,102124,1.8066555361747743,0.001,1000.0,1000.0
914.6,388,103220,114,902,914.7,,,,,,
,,104000,,,,-84.57299169921875,103124,2.2133664366304875,0.001,1000.0,1000.0
,,105000,,,,-84.5262677154541,104124,1.869650468170643,0.001,1000.0,1000.0
,,106000,,,,-84.82826788330078,105124,2.1853986579477787,0.001,1000.0,1000.0
,,107000,,,,-85.00082417297364,106124,1.8473115801885724,0.001,1000.0,1000.0
914.6,392,107220,114,939,914.7,,,,,,
,,108000,,,,-85.07505522155762,107124,2.3126029393523932,0.001,1000.0,1000.0
,,109000,,,,-85.09001916503907,108124,1.9575861108973622,0.001,1000.0,1000.0
,,110000,,,,-85.42657067871093,109124,1.9319561201334,0.001,1000.0,1000.0
,,111000,,,,-85.62981814575195,110124,1.4294604372754693,0.001,1000.0,1000.0
914.6,396,111220,113,977,914.7,,,,,,
,,112000,,,,-85.83571557617188,111124,1.586665707409382,0.001,1000.0,1000.0
,,113000,,,,-86.01364561462402,112124,1.704707881681621,0.001,1000.0,1000.0
,,114000,,,,-86.32511869812012,113124,2.1008519757911563,0.001,1000.0,1000.0
,,115000,,,,-86.3674080657959,114124,2.156147089585662,0.001,1000.0,1000.0
914.6,400,115220,113,1018,914.7,,,,,,
,,116000,,,,-86.6332446899414,115124,2.0269140393957494,0.001,1000.0,1000.0
,,117000,,,,-86.97116947937012,116124,1.9602806195765734,0.001,1000.0,1000.0
,,118000,,,,-87.06134210205079,117124,2.1530814542993904,0.001,987.1,987.2
914.89,404,118331,112,1054,914.99,-87.1033136138916,118124,2.003746584124863,0.001,,
,,119000,,,,-87.17987384534862,118380,4.115162914580313,0.001,1000.0,1000.0
,,120000,,,,-87.00149249267578,119380,2.1506522008180617,0.001,1000.0,1000.0
,,121000,,,,-87.03417303466797,120380,2.3274268379956484,0.001,1000.0,1000.0
933.58,408,121476,112,1078,933.66,,,,,,
,,122000,,,,-87.15573709106445,121380,1.909097481429577,0.001,1000.0,1000.0
,,123000,,,,-87.29332412719727,122380,1.9099812474101783,0.001,1000.0,1000.0
,,124000,,,,-87.4591810760498,123380,1.852300776526332,0.001,1000.0,1000.0
,,125000,,,,-87.76705676269532,124380,2.2513187318593264,0.001,1000.0,1000.0
933.58,412,125476,112,1119,933.66,,,,,,
,,126000,,,,-88.25184182739258,125380,1.9001750301122666,0.001,1000.0,1000.0
,,127000,,,,-88.47015390014649,126380,2.427709122657776,0.001,1000.0,1000.0
,,128000,,,,-88.61484956359864,127380,2.558650325521827,0.001,1000.0,1000.0
,,129000,,,,-88.81834919738769,128380,2.702844010233879,0.001,1000.0,1000.0
938.9,416,129476,111,1160,938.97,,,,,,
,,130000,,,,-88.88699729919433,129380,2.5247503435015677,0.001,1000.0,1000.0
,,131000,,,,-88.60589628601075,130380,2.2424751392900943,0.001,1000.0,1000.0
,,132000,,,,-88.89766007995605,131380,2.5892587175518273,0.001,1000.0,1000.0
,,133000,,,,-88.87523170471191,132380,1.9966561101973057,0.001,1000.0,1000.0
938.9,420,133476,110,1202,938.97,,,,,,
,,134000,,,,-89.05179754638672,133380,2.333044671192765,0.001,1000.0,1000.0
,,135000,,,,-89.03702627563476,134380,2.7166180506944655,0.001,1000.0,1000.0
,,136000,,,,-89.22998138427734,135380,2.3013808325529097,0.001,1000.0,1000.0
,,137000,,,,-89.3707760772705,136380,2.494380401149392,0.001,1000.0,1000.0
938.9,424,137476,110,1243,938.97,,,,,,
,,138000,,,,-89.40743034362794,137380,2.2929826268702747,0.001,1000.0,1000.0
,,139000,,,,-89.5546314086914,138380,1.9072614125460385,0.001,1000.0,1000.0
,,140000,,,,-89.6352406463623,139380,2.8233863069862126,0.001,1000.0,1000.0
,,141000,,,,-89.87447903442383,140380,2.0688160045593977,0.001,1000.0,1000.0
938.9,428,141476,110,1284,938.97,,,,,,
,,142000,,,,-90.02124891662598,141380,2.8120058427751062,0.001,1000.0,1000.0
,,143000,,,,-90.1258801574707,142380,2.93594793073833,0.001,1000.0,1000.0
,,144000,,,,-90.3502511138916,143380,2.6929258588552476,0.001,1000.0,1000.0
,,145000,,,,-90.59027801513672,144380,2.569419972717762,0.001,1000.0,1000.0
938.9,432,145476,109,1324,938.97,,,,,,
,,146000,,,,-90.62011807250977,145380,2.9284202964901924,0.001,1000.0,1000.0
,,147000,,,,-90.75672764587402,146380,2.2362920010983944,0.001,1000.0,1000.0
,,148000,,,,-90.53361093430291,147464,3.0498695905719484,0.001,1000.0,1000.0
929.73,436,148560,109,1355,929.81,,,,,,
,,149000,,,,-90.88757969665528,148464,2.3199545133709907,0.001,1000.0,1000.0
,,150000,,,,-91.13787138366699,149464,1.8491428088843822,0.001,1000.0,1000.0
,,151000,,,,-91.10943772888183,150464,2.188283541075885,0.001,1000.0,1000.0
,,152000,,,,-90.98588525390625,151464,2.1958605683222414,0.001,1000.0,1000.0
929.73,440,152560,109,1396,929.81,,,,,,
,,153000,,,,-90.84928396606445,152464,2.3475124167650936,0.001,1000.0,1000.0
,,154000,,,,-90.70820472717286,153464,2.524516250260174,0.001,1000.0,1000.0
,,155000,,,,-90.69850840759277,154464,2.605602972626686,0.001,1000.0,1000.0
,,156000,,,,-90.36894793701173,155464,3.0274376898258923,0.001,1000.0,1000.0
929.73,444,156560,108,1436,929.81,,,,,,
,,157000,,,,-90.48797175598145,156464,2.2837191466391085,0.001,1000.0,1000.0
,,158000,,,,-90.6351775970459,157464,2.3833989182412623,0.001,1000.0,1000.0
,,159000,,,,-91.10441871643066,158464,2.3869273432940243,0.001,1000.0,1000.0
,,160000,,,,-91.37731105041505,159464,2.22400412710011,0.001,1000.0,1000.0
929.73,448,160560,108,1477,929.81,,,,,,
,,161000,,,,-91.67572256469727,160464,2.250633471995592,0.001,1000.0,1000.0
,,162000,,,,-91.72400344848633,161464,1.7860130818337203,0.001,1000.0,1000.0
,,163000,,,,-91.83765296936035,162464,1.8140514945015311,0.001,1000.0,1000.0
,,164000,,,,-91.59696054077149,163464,2.6053708679527046,0.001,1000.0,1000.0
929.73,452,164560,108,1518,929.81,,,,,,
,,165000,,,,-91.51132974243164,164464,2.0290312127545476,0.001,1000.0,1000.0
,,166000,,,,-91.53046801757813,165464,1.467822327822447,0.001,1000.0,1000.0
,,167000,,,,-91.72924794006347,166464,1.9538075049892067,0.001,1000.0,1000.0
,,168000,,,,-91.78397465515137,167464,1.8876110466122626,0.001,1000.0,1000.0
929.73,456,168560,108,1559,929.81,,,,,,
,,169000,,,,-91.80079064941407,168464,1.935657138556242,0.001,1000.0,1000.0
,,170000,,,,-91.82640185546875,169464,2.6064200550094245,0.001,1000.0,1000.0
,,171000,,,,-91.9110970916748,170464,2.7307916512340307,0.001,1000.0,1000.0
,,172000,,,,-92.05504170227051,171464,2.6270267234295606,0.001,1000.0,1000.0
929.73,460,172560,107,1600,929.81,,,,,,
,,173000,,,,-92.0712735748291,172464,2.6599247418045997,0.001,1000.0,1000.0
,,174000,,,,-92.29292014337355,173872,3.5719446261082926,0.001,144.3,145.3
904.86,464,174076,107,1621,904.97,,,,,,
,,175000,,,,-92.27088928222656,174114,3.160361824084574,0.001,910.4,910.6
,,176000,,,,-92.19332656860351,175114,3.5110152150541545,0.001,1000.0,1000.0
,,177000,,,,-92.22565818786622,176114,3.155175378084183,0.001,1000.0,1000.0
896.19,468,177210,107,1644,896.31,,,,,,
,,178000,,,,-92.62706468218849,177787,4.562867895277967,0.001,283.8,284.7
,,179000,,,,-92.52908981487315,177973,4.384969538418195,0.001,1000.0,1000.0
,,180000,,,,-92.77032775878907,178973,4.272443818777799,0.001,1000.0,1000.0
893.84,472,180069,107,1671,893.97,,,,,,
,,181000,,,,-93.14903410339356,179973,4.102514100164175,0.001,1000.0,1000.0
,,182000,,,,-92.91383015441895,180973,4.132550181895494,0.001,1000.0,1000.0
,,183000,,,,-92.55125970458984,181973,4.317116584569216,0.001,1000.0,1000.0
,,184000,,,,-92.36241494750976,182973,4.346385774433613,0.001,1000.0,1000.0
928.4,476,184069,107,1712,928.49,,,,,,
,,185000,,,,-92.39209815979004,183973,4.277713372230529,0.001,1000.0,1000.0
,,186000,,,,-92.26866017150878,184973,3.8315264153182507,0.001,1000.0,1000.0
,,187000,,,,-92.23017568969726,185973,3.2429462058097123,0.001,1000.0,1000.0
,,188000,,,,-92.4956611328125,186973,2.9291743798777463,0.001,1000.0,1000.0
928.4,480,188069,107,1753,928.49,,,,,,
,,189000,,,,-92.6568364868164,187973,3.375330236122012,0.001,1000.0,1000.0
,,190000,,,,-92.68503894042969,188973,2.8302768621966243,0.001,1000.0,1000.0
,,191000,,,,-92.76914611816406,189973,3.231636962428689,0.001,1000.0,1000.0
,,192000,,,,-92.67721459960937,190973,3.4555984771549704,0.001,1000.0,1000.0
928.4,484,192069,107,1793,928.49,,,,,,
,,193000,,,,-92.73650718688965,191973,3.321187915086746,0.001,1000.0,1000.0
,,194000,,,,-92.77199687194825,192973,2.746259471863508,0.001,1000.0,1000.0
,,195000,,,,-92.86665034484864,193973,3.180928285136819,0.001,1000.0,1000.0
,,196000,,,,-92.86209468078613,194973,2.836873845294118,0.001,1000.0,1000.0
928.4,488,196069,106,1835,928.49,,,,,,
,,197000,,,,-92.87584596252441,195973,3.1094447713643314,0.001,1000.0,1000.0
,,198000,,,,-93.26230357360839,196973,4.098407844632864,0.001,1000.0,1000.0
,,199000,,,,-93.21645414733887,197973,4.65230173510313,0.001,1000.0,1000.0
,,200000,,,,-93.29673348999023,198973,4.551426429331302,0.001,1000.0,1000.0
928.4,492,200069,106,1876,928.49,,,,,,
,,201000,,,,-93.41051725769043,199973,4.006676850751043,0.001,1000.0,1000.0
,,202000,,,,-93.62282348632813,200973,3.8539160277843476,0.001,1000.0,1000.0
,,203000,,,,-93.91483143615723,201973,4.161572989672423,0.001,1000.0,1000.0
,,204000,,,,-93.77990037536621,202973,3.5586575318574907,0.001,1000.0,1000.0
928.4,496,204069,106,1918,928.49,,,,,,
,,205000,,,,-93.6552303161621,203973,3.2669922031015157,0.001,1000.0,1000.0
,,206000,,,,-93.55979168701172,204973,3.396555913746357,0.001,1000.0,1000.0
,,207000,,,,-93.3882289428711,205973,2.8476071695685388,0.001,1000.0,1000.0
,,208000,,,,-93.39061090087891,206973,2.606580563649535,0.001,1000.0,1000.0
928.4,500,208069,106,1961,928.49,,,,,,
,,209000,,,,-93.54875280761719,207973,2.662481807246804,0.001,1000.0,1000.0
,,210000,,,,-93.4009937286377,208973,3.090698480680585,0.001,1000.0,1000.0
,,211000,,,,-93.0122751159668,209973,3.372848971500993,0.001,1000.0,1000.0
,,212000,,,,-93.01966430664062,210973,2.2033075516968967,0.001,1000.0,1000.0
937.3,504,212069,105,2002,937.38,,,,,,
,,213000,,,,-92.95580215454102,211973,2.427809674486518,0.001,1000.0,1000.0
,,214000,,,,-93.12186203002929,212973,1.7300779778957367,0.001,1000.0,1000.0
,,215000,,,,-93.0749568786621,213973,2.442821370333433,0.001,1000.0,1000.0
,,216000,,,,-92.92524812316894,214973,2.390627672046423,0.001,1000.0,1000.0
945.86,508,216069,105,2043,945.93,,,,,,
,,217000,,,,-93.05832569885254,215973,1.8402688277438284,0.001,1000.0,1000.0
,,218000,,,,-93.15531916809083,216973,1.9730899806320668,0.001,1000.0,1000.0
