rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
53.76,49,256,156,53.76,7740,0.001,7592,-15.793531532287597,0.3724937306679025,,
53.66,50,260,156,53.66,7935,0.001,7790,-15.971169967651367,0.30524037709953833,,
,,,,,8000,0.001,7884,-16.291291912396748,0.3812607262045779,50.0,50.0
53.33,51,264,156,53.33,8126,0.001,7982,-16.37697370847066,0.24593640689520127,,
52.95,53,268,157,52.95,8326,0.001,8176,-16.7021732711792,0.23042580926296663,,
51.86,54,272,157,51.86,8530,0.001,8383,-16.842740631103517,0.23560301448200263,,
50.71,55,276,157,50.71,8739,0.001,8590,-17.112524713788712,0.24731232618743723,,
49.77,56,280,157,49.77,8944,0.001,8791,-17.617130352900578,0.28594815168740617,,
,,,,,9000,0.001,8899,-17.681929001441368,0.31667916406438035,56.1,56.1
49.74,58,284,156,49.74,9161,0.001,9008,-17.827488899230957,0.34008403910467255,,
49.95,59,288,156,49.95,9383,0.001,9230,-18.194218635559082,0.4820049273765693,,
50.43,61,292,156,50.43,9625,0.001,9468,-18.49148546854655,0.39239218508203827,,
50.96,62,296,156,50.96,9862,0.001,9705,-18.677951089267072,0.544932929830531,,
,,,,,10000,0.001,9886,-19.135135766231652,0.3706942262557837,72.2,72.2
51.65,64,300,155,51.65,10121,0.001,9961,-19.013366956968564,0.5555490662654241,,
52.78,66,304,155,52.78,10417,0.001,10247,-19.60614340040419,0.6690485722488827,,
53.73,68,308,155,53.73,10692,0.001,10531,-19.881478454127457,0.40600281336636684,,
54.93,71,312,154,54.93,10986,0.001,10814,-20.282489271724927,0.41493027383352027,,
,,,,,11000,0.001,10888,-20.357287174946553,0.4072932320068011,63.0,63.0
55.73,73,316,152,55.73,11263,0.001,11096,-20.396617204715046,0.30598892343158907,,
56.63,75,320,152,56.63,11557,0.001,11373,-20.90495710661917,0.7211140348617711,,
57.87,78,324,152,57.87,11885,0.001,11715,-21.318336265031682,0.40871564511123093,,
,,,,,12000,0.001,11869,-21.84261503452208,0.4595794603682873,83.8,83.8
59.09,80,328,151,59.09,12212,0.001,12043,-22.017567825317382,0.41314179534092543,,
60.2,82,332,150,60.2,12526,0.001,12355,-21.965943802234737,0.39682509437545965,,
61.42,85,336,150,61.42,12856,0.001,12668,-22.66643714904785,0.2970439658500254,,
,,,,,13000,0.001,12839,-22.94260025024414,0.6423078272261737,89.9,89.9
62.8,88,340,149,62.8,13196,0.001,13012,-23.466712864962492,0.3751193758571285,,
64.46,90,344,149,64.46,13570,0.001,13387,-23.477941876366025,0.5759186522049062,,
66.03,93,348,149,66.03,13932,0.001,13746,-24.096341621585008,0.47656857585761603,,
,,,,,14000,0.001,13834,-24.40421338514848,0.5380968323654749,108.6,108.6
67.9,96,352,147,67.9,14329,0.001,14139,-24.6985637509093,0.4148681143260732,,
69.93,99,356,147,69.93,14733,0.001,14494,-24.97267298264937,0.6374928525638306,,
,,,,,15000,0.001,14857,-25.744285292544607,0.6775767215353957,96.8,96.8
72.27,103,360,147,72.27,15162,0.001,14941,-26.19908382779076,0.41273364557751585,,
74.19,106,364,146,74.19,15545,0.001,15371,-26.450984451006043,0.5114463166655782,,
76.21,108,368,146,76.21,15947,0.001,15733,-26.564804077148438,0.8910187904710893,,
,,,,,16000,0.001,15849,-27.149103230443494,0.6624821831054729,125.7,125.7
78.95,112,372,145,78.95,16425,0.001,16211,-27.62931796482631,0.6411098990190242,,
81.29,115,376,146,81.29,16868,0.001,16652,-28.039150026109482,0.6628676971627606,,
,,,,,17000,0.001,16901,-28.274141810490534,0.6447489948673103,122.5,122.5
85.89,120,380,145,85.89,17533,0.001,17304,-29.04778751326196,0.4570939866189631,,
,,,,,18000,0.001,17753,-29.53743284802104,0.6461681648222513,157.2,157.2
90.26,124,384,145,90.26,18187,0.001,17939,-29.406166650915658,0.700866361579267,,
94.36,128,388,145,94.36,18819,0.001,18556,-30.521624315702,0.6293500727692316,,
,,,,,19000,0.001,18865,-30.424420171313816,0.5348697331630521,151.6,151.6
97.98,133,392,145,97.98,19423,0.001,19198,-31.18875592426189,0.5292784434629649,,
101.33,138,396,144,101.33,19995,0.001,19767,-32.34314774567226,0.5642657143608579,,
,,,,,20000,0.001,19897,-32.47582761324369,0.7358278781175613,118.1,118.1
104.2,142,400,144,104.2,20541,0.001,20283,-33.10817563533783,0.7356124649522826,,
,,,,,21000,0.001,20892,-33.969889265118226,0.6284568873092984,204.5,204.5
107.83,146,404,144,107.83,21200,,,,,,
,,,,,22000,0.001,21102,-34.14449426560175,0.5524007372912907,370.4,370.4
,,,,,23000,0.001,22102,-35.69591617202759,0.7057019613236188,1000.0,1000.0
,,,,,24000,0.001,23102,-37.38960223007202,0.763404712550342,1000.0,1000.0
,,,,,25000,0.001,24102,-39.32658871459961,0.6934306945055723,1000.0,1000.0
145.08,179,408,140,145.08,25200,,,,,,
,,,,,26000,0.001,25102,-41.60229804229736,0.7026382571533323,1000.0,1000.0
,,,,,27000,0.001,26102,-43.57083587646484,0.7345206070169806,1000.0,1000.0
,,,,,28000,0.001,27102,-45.70454832458496,0.7301912701129913,1000.0,1000.0
,,,,,29000,0.001,28102,-47.629246299743656,0.7407195217609406,1000.0,1000.0
182.14,220,412,132,182.14,29200,,,,,,
,,,,,30000,0.001,29102,-49.97812393188477,0.7954936366453766,1000.0,1000.0
,,,,,31000,0.001,30102,-52.21918963623047,0.8592645776122808,1000.0,1000.0
,,,,,32000,0.001,31102,-54.31581581115723,0.8477628238275647,1000.0,1000.0
,,,,,33000,0.001,32102,-56.47978059387207,0.8279497750028968,1000.0,1000.0
219.37,259,416,127,219.37,33200,,,,,,
,,,,,34000,0.001,33102,-58.97674934387207,0.8365382781326771,1000.0,1000.0
,,,,,35000,0.001,34102,-60.91913800048828,0.8439981941580772,1000.0,1000.0
,,,,,36000,0.001,35102,-63.03681370544434,0.8746342251896858,1000.0,1000.0
,,,,,37000,0.001,36102,-65.10192530822754,1.0290479990243913,1000.0,1000.0
256.43,299,420,124,256.43,37200,,,,,,
,,,,,38000,0.001,37102,-67.50112929534912,1.0110135058909655,1000.0,1000.0
,,,,,39000,0.001,38102,-69.67038735961914,0.8392511686384678,1000.0,1000.0
,,,,,40000,0.001,39102,-71.961006980896,0.946798923894763,1000.0,1000.0
286.8,331,424,122,286.8,40565,0.001,40102,-73.93154356384278,0.8089326200261712,,
,,,,,41000,0.001,40467,-74.77496887039352,1.1297487429560047,1000.0,1000.0
,,,,,42000,0.001,41467,-76.64353184509277,1.139881306603551,1000.0,1000.0
,,,,,43000,0.001,42467,-79.19097340393067,0.9401980641335249,1000.0,1000.0
,,,,,44000,0.001,43467,-81.20133792114258,1.1072204483896493,1000.0,1000.0
323.53,365,428,121,323.53,44565,,,,,,
,,,,,45000,0.001,44467,-83.46846629333496,0.9283666078522801,1000.0,1000.0
,,,,,46000,0.001,45467,-85.65905204772949,1.0532314148768782,1000.0,1000.0
,,,,,47000,0.001,46467,-88.39363735961913,1.0206886625215412,1000.0,1000.0
,,,,,48000,0.001,47467,-90.46494995117187,0.8676774786785245,1000.0,1000.0
360.39,400,432,121,360.39,48565,,,,,,
,,,,,49000,0.001,48467,-93.36130853271484,0.928951505407691,1000.0,1000.0
,,,,,50000,0.001,49467,-95.55890753173829,0.9301550262793898,1000.0,1000.0
,,,,,51000,0.001,50467,-97.73648686218262,0.8838868726044893,1000.0,1000.0
,,,,,52000,0.001,51467,-100.15708673095703,0.8120646328404546,1000.0,1000.0
397.09,436,436,120,397.09,52565,,,,,,
,,,,,53000,0.001,52467,-102.26941557312011,1.4256962898001075,1000.0,1000.0
,,,,,54000,0.001,53467,-105.16438607788086,1.0831792014315724,1000.0,1000.0
,,,,,55000,0.001,54467,-107.97169326782226,1.0267953647226096,1000.0,1000.0
,,,,,56000,0.001,55467,-110.67705149841309,1.061213154874742,1000.0,1000.0
433.69,478,440,118,433.69,56565,,,,,,
,,,,,57000,0.001,56467,-113.2266111907959,1.291726168744266,1000.0,1000.0
,,,,,58000,0.001,57467,-115.64022912597656,1.5784777088314295,1000.0,1000.0
,,,,,59000,0.001,58467,-117.99821644592285,1.2802800195515156,1000.0,1000.0
,,,,,60000,0.001,59467,-120.25147570800782,1.2303202199265362,1000.0,1000.0
469.95,520,444,116,469.95,60565,,,,,,
,,,,,61000,0.001,60467,-122.58922560119629,1.5622443934455514,1000.0,1000.0
,,,,,62000,0.001,61467,-125.14269610595703,1.2473948207125067,1000.0,1000.0
,,,,,63000,0.001,62467,-127.2346847076416,1.314013076990843,1000.0,1000.0
,,,,,64000,0.001,63467,-129.64707650756836,1.5226447874605655,1000.0,1000.0
506.33,562,448,114,506.33,64565,,,,,,
,,,,,65000,0.001,64467,-132.10196553039552,1.0657360853031277,1000.0,1000.0
,,,,,66000,0.001,65467,-134.84830181884766,1.31741154307127,1000.0,1000.0
,,,,,67000,0.001,66467,-136.84358268737793,1.1747421547397972,1000.0,1000.0
,,,,,68000,0.001,67467,-139.3370362701416,1.3547537209913134,1000.0,1000.0
542.36,602,452,113,542.36,68565,,,,,,
,,,,,69000,0.001,68467,-141.5837992401123,1.36121205303818,1000.0,1000.0
,,,,,70000,0.001,69467,-143.86785815429687,1.386749424636364,1000.0,1000.0
,,,,,71000,0.001,70467,-146.64442712402345,1.809655153900385,1000.0,1000.0
,,,,,72000,0.001,71467,-149.01056872558593,1.6445991865992546,1000.0,1000.0
578.32,644,456,112,578.32,72565,,,,,,
,,,,,73000,0.001,72467,-151.3682385559082,1.8304178572148084,1000.0,1000.0
,,,,,74000,0.001,73467,-154.30461883544922,1.4989438778162003,1000.0,1000.0
,,,,,75000,0.001,74467,-156.03388204956056,1.9369715907350182,1000.0,1000.0
,,,,,76000,0.001,75467,-158.44294692993165,1.2862666941285132,1000.0,1000.0
614.03,686,460,111,614.03,76565,,,,,,
,,,,,77000,0.001,76467,-160.39567312622071,2.074991227388382,1000.0,1000.0
,,,,,78000,0.001,77467,-163.3838041381836,2.023251698255539,1000.0,1000.0
,,,,,79000,0.001,78467,-165.61258602905272,2.0261599050909282,1000.0,1000.0
,,,,,80000,0.001,79467,-167.57440853881835,1.3150326049923897,1000.0,1000.0
650.2,729,464,110,650.2,80565,,,,,,
,,,,,81000,0.001,80467,-170.18768844604492,1.5388971562832594,1000.0,1000.0
,,,,,82000,0.001,81467,-172.51243649291993,1.8081753143072128,1000.0,1000.0
,,,,,83000,0.001,82467,-175.03044738769532,1.9018768596351148,1000.0,1000.0
,,,,,84000,0.001,83467,-176.40361462402345,1.314912451505661,1000.0,1000.0
686.18,773,468,109,686.18,84565,,,,,,
,,,,,85000,0.001,84467,-179.51650592041017,1.7517415878772735,1000.0,1000.0
,,,,,86000,0.001,85467,-181.6493478088379,2.1195228075385093,1000.0,1000.0
,,,,,87000,0.001,86467,-183.87692999267577,1.4930803225561977,1000.0,1000.0
,,,,,88000,0.001,87467,-186.31815994262695,1.840021108008921,1000.0,1000.0
721.4,817,472,108,721.4,88565,,,,,,
,,,,,89000,0.001,88467,-189.12876101684571,1.9429196466356515,1000.0,1000.0
,,,,,90000,0.001,89467,-191.84005828857423,1.853691435277462,1000.0,1000.0
,,,,,91000,0.001,90467,-193.70744128417968,2.094545367345214,1000.0,1000.0
,,,,,92000,0.001,91467,-196.17308114624024,2.6098595600277186,1000.0,1000.0
756.97,862,476,107,756.97,92565,,,,,,
,,,,,93000,0.001,92467,-198.8038521118164,1.8938413754105567,1000.0,1000.0
,,,,,94000,0.001,93467,-201.18552642822266,2.450616320669651,1000.0,1000.0
,,,,,95000,0.001,94467,-202.9079973754883,2.3864211331382394,1000.0,1000.0
,,,,,96000,0.001,95467,-205.72431439208984,2.553392803788185,1000.0,1000.0
790.32,905,480,106,790.32,96565,,,,,,
,,,,,97000,0.001,96467,-208.08627044677735,2.08251533138752,1000.0,1000.0
,,,,,98000,0.001,97467,-210.01614776611328,1.4211702828556299,1000.0,1000.0
,,,,,99000,0.001,98467,-212.45227185058593,2.41037439006567,1000.0,1000.0
,,,,,100000,0.001,99467,-215.02565292358398,2.1418333946615458,1000.0,1000.0
823.78,951,484,105,823.78,100565,,,,,,
,,,,,101000,0.001,100467,-217.77048721313477,1.944498151421547,1000.0,1000.0
,,,,,102000,0.001,101467,-219.81187139892577,1.9863170680105686,1000.0,1000.0
,,,,,103000,0.001,102467,-223.20481768798828,2.0379338194280865,1000.0,1000.0
,,,,,104000,0.001,103467,-225.0396859436035,3.131151873610914,1000.0,1000.0
857.46,997,488,104,857.46,104565,,,,,,
,,,,,105000,0.001,104467,-228.0463251953125,2.0595159157067537,1000.0,1000.0
,,,,,106000,0.001,105467,-229.69618029785155,2.515208358749747,1000.0,1000.0
,,,,,107000,0.001,106467,-232.0186754760742,2.590565766736865,1000.0,1000.0
,,,,,108000,0.001,107467,-234.20834872436524,3.166571408636868,1000.0,1000.0
891.42,1043,492,103,891.42,108565,,,,,,
,,,,,109000,0.001,108467,-236.4129183654785,1.7747066038623451,1000.0,1000.0
,,,,,110000,0.001,109467,-238.77078442382813,2.8617719668298958,1000.0,1000.0
,,,,,111000,0.001,110467,-241.50358422851562,2.566891958363354,1000.0,1000.0
,,,,,112000,0.001,111467,-243.6302012939453,2.2679843668490647,1000.0,1000.0
925.7,1091,496,103,925.7,112565,,,,,,
,,,,,113000,0.001,112467,-246.8557734375,2.0299762950837614,1000.0,1000.0
,,,,,114000,0.001,113467,-249.3888088684082,2.528867861226201,1000.0,1000.0
,,,,,115000,0.001,114467,-251.77791696166992,3.576370520606637,1000.0,1000.0
,,,,,116000,0.001,115467,-253.98609811401369,2.403517784267664,1000.0,1000.0
960.24,1139,500,102,960.24,116565,,,,,,
,,,,,117000,0.001,116467,-255.84091751098632,5.694557948082686,1000.0,1000.0
,,,,,118000,0.001,117467,-258.7245115356445,2.433403021275997,1000.0,1000.0
,,,,,119000,0.001,118467,-261.48280313110354,3.1299327957183123,1000.0,1000.0
,,,,,120000,0.001,119467,-264.05633053588866,3.2522686078473924,1000.0,1000.0
993.65,1185,504,101,993.65,120565,,,,,,
,,,,,121000,0.001,120467,-266.9100479431152,3.1784288845807316,1000.0,1000.0
,,,,,122000,0.001,121467,-269.53742224121095,2.4869542469382284,1000.0,1000.0
,,,,,123000,0.001,122467,-271.87121615600586,2.4315194439888,1000.0,1000.0
,,,,,124000,0.001,123467,-274.5938655090332,2.484387440472841,1000.0,1000.0
993.65,1233,508,100,993.65,124565,,,,,,
,,,,,125000,0.001,124467,-275.8786393737793,3.2750988384485247,1000.0,1000.0
,,,,,126000,0.001,125467,-279.2673173828125,3.896219604432583,1000.0,1000.0
,,,,,127000,0.001,126467,-280.9779613647461,2.7622452847957613,1000.0,1000.0
,,,,,128000,0.001,127467,-282.7751224975586,4.563964032530785,1000.0,1000.0
993.65,1279,512,100,993.65,128565,,,,,,
,,,,,129000,0.001,128467,-285.61694036865237,2.220029340788722,1000.0,1000.0
,,,,,130000,0.001,129467,-288.113435546875,3.3503460317403078,1000.0,1000.0
,,,,,131000,0.001,130467,-290.096793762207,4.537277281373739,1000.0,1000.0
,,,,,132000,0.001,131467,-292.5895927734375,3.2639496114254,1000.0,1000.0
993.65,1326,516,99,993.65,132565,,,,,,
,,,,,133000,0.001,132467,-295.3411428222656,3.2350307641029357,1000.0,1000.0
,,,,,134000,0.001,133467,-297.04432385253904,5.131363306164742,1000.0,1000.0
,,,,,135000,0.001,134467,-300.2847489013672,2.7045567740127443,1000.0,1000.0
,,,,,136000,0.001,135467,-301.84767767333983,4.1404289462715385,1000.0,1000.0
993.65,1373,520,99,993.65,136565,,,,,,
,,,,,137000,0.001,136467,-305.31067193603513,2.79656840069592,1000.0,1000.0
,,,,,138000,0.001,137467,-307.6524575805664,5.030738678887486,1000.0,1000.0
,,,,,139000,0.001,138467,-310.12843371582034,3.689067121207714,1000.0,1000.0
,,,,,140000,0.001,139467,-312.0052523803711,3.3781898818463088,1000.0,1000.0
1000.0,1420,524,98,1000.0,140565,,,,,,
,,,,,141000,0.001,140467,-314.83109045410157,3.6604698953330517,1000.0,1000.0
,,,,,142000,0.001,141467,-317.4808505859375,2.9846242398023604,1000.0,1000.0
,,,,,143000,0.001,142467,-319.4335576171875,6.05119686242938,1000.0,1000.0
,,,,,144000,0.001,143467,-322.1896393432617,3.3441989367753266,1000.0,1000.0
1000.0,1466,528,98,1000.0,144565,,,,,,
,,,,,145000,0.001,144467,-325.08361267089845,6.451356913849711,1000.0,1000.0
,,,,,146000,0.001,145467,-327.04187170410154,4.124229560509324,1000.0,1000.0
,,,,,147000,0.001,146467,-328.8054768066406,4.967801985263825,1000.0,1000.0
,,,,,148000,0.001,147467,-332.4799808959961,5.616708778262138,1000.0,1000.0
1000.0,1515,532,98,1000.0,148565,,,,,,
,,,,,149000,0.001,148467,-335.26039306640627,4.401872400075197,1000.0,1000.0
,,,,,150000,0.001,149467,-337.60233587646485,2.6719419403672218,1000.0,1000.0
,,,,,151000,0.001,150467,-339.4434382324219,3.872142282709479,1000.0,1000.0
,,,,,152000,0.001,151467,-341.7941812744141,3.109345540985465,1000.0,1000.0
1000.0,1559,536,97,1000.0,152565,,,,,,
,,,,,153000,0.001,152467,-345.01865026855467,3.545276846282184,1000.0,1000.0
,,,,,154000,0.001,153467,-346.69294732666015,3.0101915735751392,1000.0,1000.0
,,,,,155000,0.001,154467,-349.07353717041013,4.156053117707372,1000.0,1000.0
,,,,,156000,0.001,155467,-351.3635225830078,3.3328954197168352,1000.0,1000.0
1000.0,1604,540,97,1000.0,156565,,,,,,
,,,,,157000,0.001,156467,-353.62650482177736,3.7323477734923363,1000.0,1000.0
,,,,,158000,0.001,157467,-356.1833526611328,5.574650078430772,1000.0,1000.0
,,,,,159000,0.001,158467,-358.64379260253907,3.2283866470754146,1000.0,1000.0
,,,,,160000,0.001,159467,-360.40187518310546,2.735976733341813,1000.0,1000.0
1000.0,1653,544,97,1000.0,160565,,,,,,
,,,,,161000,0.001,160467,-362.72201806640624,3.558420038729906,1000.0,1000.0
,,,,,162000,0.001,161467,-365.52635333251953,3.3687000868320465,1000.0,1000.0
,,,,,163000,0.001,162467,-367.79661682128904,5.210304491944611,1000.0,1000.0
,,,,,164000,0.001,163467,-370.77106970214845,4.0488416284918785,1000.0,1000.0
1000.0,1699,548,96,1000.0,164565,,,,,,
,,,,,165000,0.001,164467,-372.8961897583008,3.5740399662852287,1000.0,1000.0
,,,,,166000,0.001,165467,-375.43124951171876,3.5366019731462,1000.0,1000.0
,,,,,167000,0.001,166467,-377.912111328125,5.68991539798677,1000.0,1000.0
,,,,,168000,0.001,167467,-380.02660137939455,6.387085452422499,1000.0,1000.0
1000.0,1744,552,96,1000.0,168565,,,,,,
,,,,,169000,0.001,168467,-383.0430231323242,6.630837095052004,1000.0,1000.0
,,,,,170000,0.001,169467,-385.8107720947266,4.555943341553212,1000.0,1000.0
,,,,,171000,0.001,170467,-388.85695849609374,11.11796038234234,1000.0,1000.0
,,,,,172000,0.001,171467,-388.82668432617186,8.440983522802592,1000.0,1000.0
1000.0,1790,556,96,1000.0,172565,,,,,,
,,,,,173000,0.001,172467,-392.08675939941406,5.157671097487211,1000.0,1000.0
,,,,,174000,0.001,173467,-393.51604754638674,3.6484521410167217,1000.0,1000.0
,,,,,175000,0.001,174467,-395.76796893310546,5.3277637941241265,1000.0,1000.0
,,,,,176000,0.001,175467,-397.8527808837891,7.107221393585205,1000.0,1000.0
1000.0,1835,560,96,1000.0,176565,,,,,,
,,,,,177000,0.001,176467,-400.0594580688477,4.1258412837088105,1000.0,1000.0
,,,,,178000,0.001,177467,-401.46380102539064,5.212600705772639,1000.0,1000.0
,,,,,179000,0.001,178467,-403.3739471435547,8.944049693971872,1000.0,1000.0
,,,,,180000,0.001,179467,-404.47080688476564,11.530819859802723,1000.0,1000.0
1000.0,1881,564,95,1000.0,180565,,,,,,
,,,,,181000,0.001,180467,-405.699009765625,6.610139167904854,1000.0,1000.0
,,,,,182000,0.001,181467,-408.3012312011719,7.524251410007476,1000.0,1000.0
,,,,,183000,0.001,182467,-409.47845861816404,15.537569401144982,1000.0,1000.0
,,,,,184000,0.001,183467,-409.5119220581055,6.779236761927605,1000.0,1000.0
1000.0,1929,568,95,1000.0,184565,,,,,,
,,,,,185000,0.001,184467,-411.98049530029294,4.516384894400835,1000.0,1000.0
,,,,,186000,0.001,185467,-414.2429381713867,8.92253543573618,1000.0,1000.0
,,,,,187000,0.001,186467,-415.5594384155273,7.5028549294471745,1000.0,1000.0
,,,,,188000,0.001,187467,-417.28218798828124,6.112725379914045,1000.0,1000.0
1000.0,1974,572,95,1000.0,188565,,,,,,
,,,,,189000,0.001,188467,-421.2383638916016,4.835901480704546,1000.0,1000.0
,,,,,190000,0.001,189467,-421.77347314453124,8.013938449144364,1000.0,1000.0
,,,,,191000,0.001,190467,-423.878765625,10.302800555109977,1000.0,1000.0
,,,,,192000,0.001,191467,-426.2635422973633,7.668402639567852,1000.0,1000.0
1000.0,2019,576,95,1000.0,192565,,,,,,
,,,,,193000,0.001,192467,-427.1271270751953,14.310054944157601,1000.0,1000.0
,,,,,194000,0.001,193467,-429.6249083251953,8.286345599293709,1000.0,1000.0
,,,,,195000,0.001,194467,-431.45741326904295,8.237044396340847,1000.0,1000.0
,,,,,196000,0.001,195467,-432.3368122558594,12.737674658060074,1000.0,1000.0
1000.0,2065,580,95,1000.0,196565,,,,,,
