rollout/ep_len_mean,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/std,train/explained_variance,train/n_updates,train/approx_kl,eval/mean_ep_length,eval/mean_reward
171.5,1305,222,454656,749.63300142,348,0.2,34.7415887773037,-8.993192121386528,10.3795747756958,0.273291015625,0.0003,-0.023888879935839213,0.5960633158683777,0.9936225791461766,2210,0.051056586,,
,,,455000,,,0.2,41.10067934095859,-8.972176498174667,35.32661819458008,0.1904296875,0.0003,-0.014700692100450396,0.5960796475410461,0.9928979282267392,2220,0.025618851,180.5,850.2948161125183
170.77,1313,223,456704,745.7627938099998,347,,,,,,,,,,,,,
171.38,1319,224,458752,748.5347284500001,347,0.2,44.95464860200882,-8.970862004160882,14.646080017089844,0.176318359375,0.0003,-0.017074591771233827,0.5959659814834595,0.9917554901912808,2230,0.028320447,,
,,,460000,,,0.2,40.65800132453442,-8.970551538467408,12.24939250946045,0.21630859375,0.0003,-0.019562281620164868,0.5958081483840942,0.9930227855220437,2240,0.035020053,178.9,841.5981275558472
172.4,1327,225,460800,752.9297695800001,347,,,,,,,,,,,,,
174.13,1332,226,462848,761.67930562,347,0.2,26.651626402139662,-8.952844184637069,7.815486907958984,0.213037109375,0.0003,-0.01624269645399181,0.5939860939979553,0.9947455679066479,2250,0.02568711,,
175.09,1337,227,464896,766.16414118,347,0.2,30.46946875154972,-8.926500070095063,11.005303382873535,0.249267578125,0.0003,-0.029462217225227506,0.5929222106933594,0.9951331513002515,2260,0.030391818,,
,,,465000,,,0.2,30.60046928524971,-8.900784251093864,10.604127883911133,0.23115234375,0.0003,-0.01659139147377573,0.5910388827323914,0.9950799765065312,2270,0.041630298,180.35,850.7262679219245
175.25,1347,228,466944,765.5978572400003,346,,,,,,,,,,,,,
175.65,1352,229,468992,766.8883917899999,346,0.2,37.132134133577345,-8.881437945365906,9.661444664001465,0.250390625,0.0003,-0.011158978764433414,0.5904795527458191,0.9927043374627829,2280,0.05793079,,
,,,470000,,,0.2,39.57287120521069,-8.878125420212745,22.09871482849121,0.190185546875,0.0003,-0.014920173046994023,0.5904445052146912,0.9903721855953336,2290,0.021016255,180.4,852.3988271474839
176.33,1361,230,471040,770.9919644700001,346,,,,,,,,,,,,,
176.62,1366,231,473088,772.76181212,346,0.2,38.06600286960602,-8.86494326889515,13.639042854309082,0.2408203125,0.0003,-0.015666542018880136,0.5890718698501587,0.9932755045592785,2300,0.038623706,,
,,,475000,,,0.2,35.24989855289459,-8.851363852620125,11.253758430480957,0.236572265625,0.0003,-0.02574126735999016,0.5883846282958984,0.9944609035737813,2310,0.038711645,179.25,845.6005368351937
177.21,1375,232,475136,775.8261050299999,345,,,,,,,,,,,,,
177.5,1380,233,477184,778.4024949400002,345,0.2,32.936525240540504,-8.82387004494667,12.190119743347168,0.222509765625,0.0003,-0.021576147712767123,0.5864892601966858,0.9931957307271659,2320,0.034257885,,
177.47,1385,234,479232,778.60769259,345,0.2,28.770541176199913,-8.808393797278404,14.40485954284668,0.2666015625,0.0003,-0.02489159247779753,0.5860462188720703,0.9952939455397427,2330,0.043111753,,
,,,480000,,,0.2,35.05830574631691,-8.789078858494758,13.540696144104004,0.250634765625,0.0003,-0.02148290437326068,0.5847242474555969,0.9896320523694158,2340,0.03500913,179.15,845.0407430648804
178.21,1395,235,481280,782.88653502,344,,,,,,,,,,,,,
177.95,1400,236,483328,781.7729499400001,345,0.2,23.66263770610094,-8.782821798324585,5.563541412353516,0.261669921875,0.0003,-0.01544616951723583,0.585042417049408,0.995959653519094,2350,0.035715878,,
,,,485000,,,0.2,29.89339711368084,-8.761771523952484,9.89944076538086,0.319921875,0.0003,-0.013986343087162822,0.5823660492897034,0.994016919285059,2360,0.072248824,178.7,842.2354789733887
177.71,1409,237,485376,782.6486008899999,344,,,,,,,,,,,,,
177.58,1414,238,487424,782.1086155599999,344,0.2,34.380897489190104,-8.731832721829415,12.414324760437012,0.214794921875,0.0003,-0.026067796561983415,0.581497073173523,0.9929088177159429,2370,0.030528745,,
177.92,1420,239,489472,784.1889789700002,344,0.2,51.7034273147583,-8.70907373726368,12.136780738830566,0.2107421875,0.0003,-0.03099420098878909,0.5796110033988953,0.9920954806730151,2380,0.037423983,,
,,,490000,,,0.2,25.442061576247216,-8.685598549246787,5.589179039001465,0.2861328125,0.0003,-0.029640351014677435,0.5783395171165466,0.9941774099133909,2390,0.048520636,179.95,847.7816738128662
177.09,1431,240,491520,779.9390621699999,343,,,,,,,,,,,,,
177.74,1436,241,493568,783.3757879499999,343,0.2,59.01549973487854,-8.668544840812682,15.11205768585205,0.22275390625,0.0003,-0.014846832252806053,0.5776368975639343,0.9825307969003916,2400,0.022535745,,
,,,495000,,,0.2,41.4992449760437,-8.652562129497529,20.989547729492188,0.219580078125,0.0003,-0.018074887368129566,0.5763182640075684,0.9888315303251147,2410,0.0342663,181.25,856.4466279268265
176.45,1448,242,495616,777.26288752,342,,,,,,,,,,,,,
175.76,1454,243,497664,773.81292516,342,0.2,39.54682060182095,-8.638422551751137,10.386181831359863,0.20185546875,0.0003,-0.017954337486298756,0.5760840773582458,0.9879322787746787,2420,0.037268527,,
174.62,1460,244,499712,768.37433259,342,0.2,36.87187631428242,-8.635184797644616,13.718123435974121,0.23876953125,0.0003,-0.015542052910313941,0.5758697390556335,0.9923306307755411,2430,0.02893979,,
,,,500000,,,0.2,33.69671380519867,-8.623102301359177,10.139566421508789,0.2310546875,0.0003,-0.024767230116412974,0.5745884776115417,0.9946317514404655,2440,0.039513923,180.1,848.7773929595947
175.33,1470,245,501760,771.1322590799999,341,,,,,,,,,,,,,
176.51,1476,246,503808,776.7613573499999,341,0.2,29.368099957704544,-8.594457054138184,12.514444351196289,0.243310546875,0.0003,-0.02420687144913245,0.5727263689041138,0.9935438632965088,2450,0.028944073,,
,,,505000,,,0.2,33.37458352744579,-8.575503548979759,10.777512550354004,0.242041015625,0.0003,-0.02296588851022534,0.5723287463188171,0.9938957937993109,2460,0.028644161,179.85,850.1730553984642
177.41,1487,247,505856,780.8496415000002,340,,,,,,,,,,,,,
176.16,1493,248,507904,774.5463490799999,340,0.2,28.390830437839032,-8.55969774723053,10.921985626220703,0.24951171875,0.0003,-0.02015913753857603,0.5709018111228943,0.9948065658099949,2470,0.04999818,,
176.41,1498,249,509952,775.7742142899999,340,0.2,39.45381743907929,-8.544629767537117,24.579383850097656,0.215087890625,0.0003,-0.021140221889072563,0.5704426765441895,0.991085416637361,2480,0.031477682,,
,,,510000,,,0.2,44.562340307235715,-8.542265352606773,16.310928344726562,0.28935546875,0.0003,-0.011129623980377801,0.5706297755241394,0.9915094533935189,2490,0.06065701,179.6,846.7103968858719
176.86,1509,250,512000,778.3225310800001,339,,,,,,,,,,,,,
176.86,1515,251,514048,778.2683102299999,339,0.2,33.342171254754064,-8.541523984074592,15.99893856048584,0.23642578125,0.0003,-0.016011074738344178,0.5704102516174316,0.9934581597335637,2500,0.03935973,,
,,,515000,,,0.2,51.64665583670139,-8.535960724949836,16.490554809570312,0.210302734375,0.0003,-0.01997976559214294,0.5699878931045532,0.9906486636027694,2510,0.031383097,179.0,843.5201753258705
176.8,1526,252,516096,778.7077920400001,338,,,,,,,,,,,,,
176.64,1532,253,518144,777.6162740599998,338,0.2,37.03685354590416,-8.50730212032795,9.107477188110352,0.247021484375,0.0003,-0.021145083598094062,0.5676018595695496,0.991685077548027,2520,0.044449188,,
,,,520000,,,0.2,34.74616903662682,-8.475787651538848,14.31901741027832,0.21611328125,0.0003,-0.02147248184774071,0.5662086009979248,0.9920066902413964,2530,0.04769271,178.7,840.7444799184799
175.91,1543,254,520192,774.85924144,337,,,,,,,,,,,,,
175.52,1549,255,522240,773.2746018899998,337,0.2,47.9683408588171,-8.456852534413338,13.768333435058594,0.246533203125,0.0003,-0.02401279897312634,0.5655824542045593,0.9920643903315067,2540,0.04762245,,
174.72,1555,256,524288,769.39041547,337,0.2,33.367468932271,-8.446770173311233,8.611647605895996,0.216552734375,0.0003,-0.024888349045068026,0.5651124119758606,0.9937836532481015,2550,0.0370543,,
,,,525000,,,0.2,40.07892718911171,-8.435568219423294,12.4197359085083,0.253759765625,0.0003,-0.011433682093047537,0.5642761588096619,0.9912394415587187,2560,0.051721282,179.7,849.3977595210075
175.51,1565,257,526336,773.7275805500001,336,,,,,,,,,,,,,
175.52,1571,258,528384,774.3204657799998,336,0.2,36.37291036844253,-8.416649061441422,14.175272941589355,0.249609375,0.0003,-0.021247765522275586,0.5630829334259033,0.9933739597909153,2570,0.038161106,,
,,,530000,,,0.2,41.080681851506235,-8.395438462495804,28.47086524963379,0.259130859375,0.0003,-0.02218621670617722,0.5620893836021423,0.9948078477755189,2580,0.030705407,179.9,849.6630328178405
175.74,1581,259,530432,775.2417604399999,335,,,,,,,,,,,,,
176.37,1586,260,532480,779.1685293800001,335,0.2,23.857096645236016,-8.359340324997902,5.646834373474121,0.29384765625,0.0003,-0.02748579784820322,0.558986246585846,0.9942645356059074,2590,0.044645287,,
175.25,1591,261,534528,773.4673246799998,335,0.2,37.2204048037529,-8.329085728526115,13.369134902954102,0.223876953125,0.0003,-0.021674304573389237,0.5583840608596802,0.9918758291751146,2600,0.04325711,,
,,,535000,,,0.2,51.729861775040625,-8.318293637037277,23.012367248535156,0.20966796875,0.0003,-0.02239207435923163,0.558027446269989,0.9903032807633281,2610,0.02797597,178.85,844.0322219729424
176.31,1600,262,536576,778.8077989000001,335,,,,,,,,,,,,,
175.16,1605,263,538624,773.2488404699999,335,0.2,35.986586657166484,-8.308545130491257,10.990776062011719,0.242333984375,0.0003,-0.023934846720658244,0.5574771761894226,0.9932308956049383,2620,0.04246658,,
,,,540000,,,0.2,41.467164584994315,-8.291493996977806,12.727310180664062,0.176220703125,0.0003,-0.014461656447383574,0.5562622547149658,0.9921960355713964,2630,0.036201667,179.25,848.4725440502167
175.48,1615,264,540672,775.4645658499999,334,,,,,,,,,,,,,
176.42,1620,265,542720,780.6930151900001,334,0.2,24.935053235292436,-8.275948858261108,6.272610664367676,0.30498046875,0.0003,-0.024237374524818733,0.5557010769844055,0.9949068245477974,2640,0.05010143,,
177.84,1625,266,544768,787.76106081,335,0.2,33.35895952880382,-8.26349787414074,11.389222145080566,0.2103515625,0.0003,-0.026076218378148042,0.5547847151756287,0.9945721155963838,2650,0.0270499,,
,,,545000,,,0.2,25.14365389943123,-8.25320843756199,5.968829154968262,0.284765625,0.0003,-0.02637344966933597,0.5546514391899109,0.9949116427451372,2660,0.046397157,180.5,852.0497401833534
177.36,1634,267,546816,785.05742132,334,,,,,,,,,,,,,
176.93,1639,268,548864,782.6600827399998,334,0.2,36.92595844566822,-8.248722767829895,8.482316017150879,0.2560546875,0.0003,-0.013705919519998134,0.5540242195129395,0.9921541791409254,2670,0.034690097,,
,,,550000,,,0.2,35.071749058365825,-8.235668504238129,19.562898635864258,0.28291015625,0.0003,-0.01809798123431392,0.5532078146934509,0.9919426804408431,2680,0.04185413,179.75,842.4582598805428
177.89,1649,269,550912,787.17354859,333,,,,,,,,,,,,,
178.92,1655,270,552960,792.5140746099999,334,0.2,35.890969237685205,-8.224191683530808,10.094656944274902,0.22412109375,0.0003,-0.017335683660348877,0.5526536107063293,0.9928713790141046,2690,0.03375629,,
,,,555000,,,0.2,34.55292504727841,-8.219318288564683,16.203676223754883,0.242041015625,0.0003,-0.01712680368218571,0.5523857474327087,0.994457246735692,2700,0.05473019,180.2,842.9555048108101
180.36,1665,271,555008,798.89934648,333,,,,,,,,,,,,,
181.1,1671,272,557056,802.0454842300002,333,0.2,35.93265435695648,-8.203699949383736,6.732955455780029,0.224853515625,0.0003,-0.01571781045058742,0.5509493947029114,0.994651788379997,2710,0.033013243,,
180.34,1677,273,559104,797.8499840199999,333,0.2,27.866351270675658,-8.173145225644111,12.013280868530273,0.266748046875,0.0003,-0.015924608657951467,0.5491490364074707,0.9950666851364076,2720,0.028158471,,
,,,560000,,,0.2,30.313346326351166,-8.153441280126572,14.695799827575684,0.255078125,0.0003,-0.01603860860632267,0.5487693548202515,0.9938023411668837,2730,0.038065914,177.6,827.5483677625656
180.98,1688,274,561152,800.8318155300002,332,,,,,,,,,,,,,
179.92,1694,275,563200,795.5102148899999,332,0.2,29.903502893447875,-8.149204468727111,8.393274307250977,0.280419921875,0.0003,-0.025200791147653945,0.5484734773635864,0.9938785810954869,2740,0.05315341,,
,,,565000,,,0.2,35.62451181709766,-8.134399831295013,14.653630256652832,0.2900390625,0.0003,-0.024646580609260126,0.5473915934562683,0.9941170490346849,2750,0.047872007,177.05,825.6443180918693
180.69,1706,276,565248,800.1589012799999,331,,,,,,,,,,,,,
180.64,1712,277,567296,800.5963337399999,331,0.2,30.402144318819047,-8.116350361704827,25.01130485534668,0.29921875,0.0003,-0.022772914968663828,0.5465570688247681,0.9955405313521624,2760,0.05333679,,
180.42,1717,278,569344,800.5368330599999,331,0.2,35.451303550601004,-8.102496457099914,5.746767520904541,0.273681640625,0.0003,-0.023129956153570674,0.5459856390953064,0.9928053426556289,2770,0.047435876,,
,,,570000,,,0.2,36.90707453787327,-8.102582854032516,8.779643058776855,0.279443359375,0.0003,-0.014626919868169353,0.5466718673706055,0.9917940637096763,2780,0.080362245,178.7,842.62019623518
180.4,1730,279,571392,801.2518271199999,330,,,,,,,,,,,,,
179.57,1736,280,573440,798.5876983999999,330,0.2,23.691402868926524,-8.103166490793228,19.316465377807617,0.26923828125,0.0003,-0.01722888369113207,0.5461100935935974,0.996320495614782,2790,0.051735688,,
,,,575000,,,0.2,34.75540054142475,-8.084633919596673,18.76297378540039,0.227001953125,0.0003,-0.01838069669320248,0.5446513295173645,0.9937845570966601,2800,0.031338785,179.1,842.9875285029411
178.37,1746,281,575488,793.3713579600001,329,,,,,,,,,,,,,
177.39,1751,282,577536,789.39894214,329,0.2,46.557836493849756,-8.079479196667672,11.947770118713379,0.264599609375,0.0003,-0.017258936833241024,0.5451788902282715,0.9902293784543872,2810,0.047801524,,
177.16,1756,283,579584,788.7798714899999,329,0.2,46.451984333992,-8.071894058585167,11.031831741333008,0.183642578125,0.0003,-0.013475970388390124,0.543889045715332,0.9903535954654217,2820,0.025798492,,
,,,580000,,,0.2,54.57374412417412,-8.045944491028786,17.63340950012207,0.1923828125,0.0003,-0.022110132526722736,0.542485773563385,0.9894290938973427,2830,0.03430386,180.15,851.3538197875023
175.61,1766,284,581632,780.96543461,329,,,,,,,,,,,,,
175.41,1771,285,583680,780.66980164,329,0.2,46.8962601006031,-8.025500980019569,9.724014282226562,0.189501953125,0.0003,-0.013895851842244155,0.5416008830070496,0.9899329086765647,2840,0.03512937,,
,,,585000,,,0.2,34.16771532297135,-8.01068127155304,12.25739574432373,0.249462890625,0.0003,-0.0199836148385657,0.5407375693321228,0.9943688255734742,2850,0.047468692,179.7,851.5881050705909
174.88,1782,286,585728,778.536585,328,,,,,,,,,,,,,
175.7,1788,287,587776,783.1375706,328,0.2,31.950462114810943,-7.98926108032465,8.39909553527832,0.257080078125,0.0003,-0.014965568762272596,0.5395464301109314,0.9941009082831442,2860,0.038180828,,
175.59,1794,288,589824,782.6060688099999,328,0.2,25.763688999414445,-7.957348638772965,11.560690879821777,0.354296875,0.0003,-0.007086324694682844,0.5373467206954956,0.9952723276801407,2870,0.06992831,,
,,,590000,,,0.2,31.997869804501534,-7.933692666888237,18.9759521484375,0.287646484375,0.0003,-0.014093848198535852,0.5366410613059998,0.9936862420290709,2880,0.06921089,177.5,837.5976979970932
175.34,1805,289,591872,781.8854071000001,327,,,,,,,,,,,,,
175.89,1811,290,593920,785.066596,327,0.2,32.64270976185799,-7.915500298142433,8.157083511352539,0.214990234375,0.0003,-0.022938555834116414,0.5354372262954712,0.9937295578420162,2890,0.03178009,,
,,,595000,,,0.2,32.69621265232563,-7.892428250610829,9.38503646850586,0.23662109375,0.0003,-0.019377406386774966,0.5342223048210144,0.9936738763935864,2900,0.037144218,178.55,843.9947251677513
177.09,1822,291,595968,791.82397605,326,,,,,,,,,,,,,
176.64,1828,292,598016,790.22755164,327,0.2,25.698970085382463,-7.866631640493869,10.569186210632324,0.27880859375,0.0003,-0.02242519991705194,0.5325722098350525,0.994209201540798,2910,0.03816691,,
,,,600000,,,0.2,33.23600451946258,-7.8437800139188765,8.363061904907227,0.235888671875,0.0003,-0.017895977263106034,0.5320004820823669,0.9944971506483853,2920,0.04250341,180.2,856.928745341301
177.15,1839,293,600064,793.4076684900001,326,,,,,,,,,,,,,
177.58,1844,294,602112,796.3818094400001,326,0.2,26.872959232330324,-7.832609674334526,13.351765632629395,0.232177734375,0.0003,-0.019779041854781097,0.5309129953384399,0.9958907808177173,2930,0.031943556,,
177.33,1851,295,604160,794.65696807,326,0.2,29.69127440750599,-7.816286182403564,9.797675132751465,0.219482421875,0.0003,-0.02513294903037604,0.5304004549980164,0.9954759939573705,2940,0.03846623,,
,,,605000,,,0.2,28.334589794278145,-7.802900570631027,8.614792823791504,0.259619140625,0.0003,-0.01786130896944087,0.5294769406318665,0.9939692243933678,2950,0.032998215,180.85,862.906705224514
177.15,1862,296,606208,793.6221051099998,325,,,,,,,,,,,,,
176.7,1867,297,608256,791.274445,325,0.2,33.5711776137352,-7.790838521718979,12.539998054504395,0.234912109375,0.0003,-0.0167155417468166,0.5293082594871521,0.9951519551686943,2960,0.025723819,,
,,,610000,,,0.2,41.144932210445404,-7.785835036635399,14.6552095413208,0.222216796875,0.0003,-0.016295706329401582,0.5287734270095825,0.9932121061719954,2970,0.027792536,181.75,867.4551471590996
176.66,1878,298,610304,791.7209334599997,324,,,,,,,,,,,,,
176.17,1884,299,612352,788.84012096,324,0.2,44.61342660188675,-7.781925147771835,16.02936363220215,0.1923828125,0.0003,-0.018445880548097194,0.5290884375572205,0.9936097622849047,2980,0.031162778,,
176.3,1889,300,614400,789.36024253,325,0.2,42.756324601173404,-7.785702408850193,18.364622116088867,0.2341796875,0.0003,-0.006919040187494829,0.5288974046707153,0.9948557275347412,2990,0.031052087,,
,,,615000,,,0.2,30.26688814163208,-7.772499974071979,8.103440284729004,0.238818359375,0.0003,-0.021409645199310035,0.5278763175010681,0.994434664491564,3000,0.04343197,180.75,858.4049325346947
177.7,1902,301,616448,796.1948110900001,323,,,,,,,,,,,,,
176.8,1909,302,618496,791.3950239799998,323,0.2,29.3486790984869,-7.756283213198185,18.79897689819336,0.245361328125,0.0003,-0.016117718777968547,0.5267937183380127,0.994158283341676,3010,0.04031173,,
,,,620000,,,0.2,41.56677936315536,-7.7387743696570395,20.528520584106445,0.232373046875,0.0003,-0.015882346426951698,0.5262274146080017,0.9927805103361607,3020,0.031135814,180.4,857.8331323027611
177.16,1923,303,620544,793.5814962600001,322,,,,,,,,,,,,,
177.08,1930,304,622592,793.5143506700001,322,0.2,28.79759838283062,-7.715193997323513,10.882697105407715,0.259619140625,0.0003,-0.023507274285657333,0.5247357487678528,0.993663574103266,3030,0.053325497,,
178.52,1937,305,624640,801.6284742900002,322,0.2,32.453430438041686,-7.698974598944187,24.262962341308594,0.20009765625,0.0003,-0.008825803888612427,0.524364173412323,0.9926545950584114,3040,0.02957017,,
,,,625000,,,0.2,21.290943703055383,-7.689531826972962,6.5788350105285645,0.311669921875,0.0003,-0.008849813355482183,0.5236147046089172,0.9968450458254665,3050,0.054398634,180.45,858.0216531276703
179.49,1951,306,626688,806.2059992499999,321,,,,,,,,,,,,,
180.3,1957,307,628736,810.19418969,321,0.2,28.04733256995678,-7.677090999484062,5.770986080169678,0.245849609375,0.0003,-0.021978875590139068,0.5230916142463684,0.9955567819997668,3060,0.03226062,,
,,,630000,,,0.2,27.02778778374195,-7.660045044124127,7.5432233810424805,0.241259765625,0.0003,-0.016395879682386295,0.521744430065155,0.9955587568692863,3070,0.06533127,181.85,867.3813779115677
181.06,1971,308,630784,814.57660488,319,,,,,,,,,,,,,
181.3,1978,309,632832,816.3244044699999,319,0.2,35.625859051942825,-7.639607273042202,14.930108070373535,0.2248046875,0.0003,-0.022049656222225166,0.5208761096000671,0.99345568055287,3080,0.026898079,,
180.21,1985,310,634880,811.2836806500001,319,0.2,30.413803097605705,-7.613419771194458,8.886058807373047,0.234033203125,0.0003,-0.024447744514327498,0.5190828442573547,0.9954655100591481,3090,0.055191174,,
,,,635000,,,0.2,30.669018802046775,-7.601650798320771,18.786558151245117,0.2560546875,0.0003,-0.011254863202339038,0.5197288393974304,0.9959875624626875,3100,0.044508494,181.55,869.5112293004989
181.43,1999,311,636928,817.31943333,318,,,,,,,,,,,,,
181.12,2006,312,638976,815.9256297800001,318,0.2,34.768266949057576,-7.604541072249413,16.340906143188477,0.22412109375,0.0003,-0.011148470640182494,0.5193681716918945,0.9944770731963217,3110,0.042279452,,
,,,640000,,,0.2,28.414354845881462,-7.592358727753163,11.826021194458008,0.214453125,0.0003,-0.015882127327495256,0.5186046957969666,0.9959862916730344,3120,0.029018287,181.45,870.7299161911011
181.39,2019,313,641024,818.0041802700001,317,,,,,,,,,,,,,
180.33,2026,314,643072,813.12950039,317,0.2,25.59597589671612,-7.584284734725952,7.142678737640381,0.2380859375,0.0003,-0.017395574507827406,0.5184240937232971,0.9967706887982786,3130,0.041945733,,
,,,645000,,,0.2,32.08355346024037,-7.578849841654301,18.761863708496094,0.228271484375,0.0003,-0.012665494592511095,0.5180220603942871,0.9951825132593513,3140,0.04313614,180.85,868.0614432215691
178.95,2039,315,645120,806.9869059099998,316,,,,,,,,,,,,,
177.33,2046,316,647168,799.2578017799999,316,0.2,39.560290506482126,-7.567233291268349,14.92691707611084,0.22548828125,0.0003,-0.00963448228139896,0.517009437084198,0.9935897449031472,3150,0.02630748,,
177.56,2052,317,649216,800.66672567,316,0.2,37.37610501348972,-7.553676991164684,15.825459480285645,0.236572265625,0.0003,-0.011329565561027266,0.5168681740760803,0.9944223454222083,3160,0.032834783,,
,,,650000,,,0.2,44.06619634330273,-7.545191334187985,8.364582061767578,0.215673828125,0.0003,-0.01523805752512999,0.5160485506057739,0.9934102450497448,3170,0.028909767,181.75,868.6034693479538
177.57,2066,318,651264,800.23329819,315,,,,,,,,,,,,,
176.43,2073,319,653312,794.64920822,315,0.2,44.63133775889874,-7.525518104434013,21.627317428588867,0.1904296875,0.0003,-0.01522920077550225,0.5146889686584473,0.9933903627097607,3180,0.026509248,,
,,,655000,,,0.2,46.15422610640526,-7.508429245650769,19.16910171508789,0.25673828125,0.0003,-0.009726366028189659,0.5142607092857361,0.9936959180049598,3190,0.06550385,180.65,861.0545670509339
175.91,2085,320,655360,792.62782114,314,,,,,,,,,,,,,
175.14,2090,321,657408,788.2590442299999,314,0.2,41.41364461183548,-7.497690561413765,15.857083320617676,0.2119140625,0.0003,-0.0233618043421302,0.5135530829429626,0.9904123973101377,3200,0.030661207,,
175.13,2097,322,659456,788.8515497700001,314,0.2,40.849791878461836,-7.471686524152756,20.736371994018555,0.2775390625,0.0003,-0.017774423447554,0.5116305351257324,0.9937908258289099,3210,0.044170026,,
,,,660000,,,0.2,26.19096473157406,-7.44039313942194,7.106574535369873,0.261865234375,0.0003,-0.024432693293783815,0.5102463960647583,0.9956178674474359,3220,0.046357095,180.5,863.7033034801483
176.55,2110,323,661504,795.9498194000001,313,,,,,,,,,,,,,
177.38,2117,324,663552,800.51612295,313,0.2,28.227762240171433,-7.424448172748089,8.466867446899414,0.258642578125,0.0003,-0.01987240513844881,0.5100617408752441,0.9961211266927421,3230,0.0538711,,
,,,665000,,,0.2,22.920267021656038,-7.401054687798023,8.140460014343262,0.29287109375,0.0003,-0.023401130485581234,0.5080022215843201,0.9963123602792621,3240,0.047636665,181.05,866.7676517486573
177.19,2131,325,665600,800.1343946299999,312,,,,,,,,,,,,,
177.38,2137,326,667648,801.4642865500001,312,0.2,25.856608049571513,-7.374596582353115,6.67414665222168,0.288916015625,0.0003,-0.010369483215617948,0.5076549649238586,0.9947543414309621,3250,0.05113866,,
178.18,2144,327,669696,806.20127855,312,0.2,31.628583255410195,-7.362373265624046,6.883812427520752,0.275634765625,0.0003,-0.016824392204580364,0.506805419921875,0.9947885139845312,3260,0.03733932,,
,,,670000,,,0.2,35.43813983500004,-7.341216027736664,33.32701110839844,0.249658203125,0.0003,-0.006216175286681391,0.5053014755249023,0.9941882290877402,3270,0.069904104,180.55,860.2614508271217
179.02,2158,328,671744,810.9969393699998,311,,,,,,,,,,,,,
179.15,2164,329,673792,811.4080013500002,311,0.2,24.84511849284172,-7.313467229902744,6.795530796051025,0.2677734375,0.0003,-0.011383095318160485,0.5039218068122864,0.9955817442387342,3280,0.041185282,,
,,,675000,,,0.2,26.599371632933618,-7.2919153541326525,15.103254318237305,0.233056640625,0.0003,-0.016075760210515,0.5031185746192932,0.996493281563744,3290,0.035314817,179.7,851.5624413371086
179.07,2176,330,675840,811.0683781800002,310,,,,,,,,,,,,,
178.47,2183,331,677888,808.1296583899998,310,0.2,28.229633659124374,-7.270359043776989,7.49502420425415,0.252294921875,0.0003,-0.022897070331964642,0.5018796920776367,0.9955675136297941,3300,0.034292646,,
178.07,2189,332,679936,805.8829865099998,310,0.2,28.223541936278345,-7.250354731082917,13.526457786560059,0.24375,0.0003,-0.020455054397461935,0.5009679794311523,0.9966186732053757,3310,0.037868217,,
,,,680000,,,0.2,35.19781062304973,-7.231791867315769,19.360321044921875,0.2515625,0.0003,-0.023351849388564005,0.49988681077957153,0.9941708641126752,3320,0.04421912,180.1,858.5484610915184
178.46,2201,333,681984,808.1150240599999,309,,,,,,,,,,,,,
178.53,2208,334,684032,808.5874151699999,309,0.2,22.943728467822076,-7.19607752263546,5.031602382659912,0.328515625,0.0003,-0.015361828132881783,0.497725248336792,0.9969208801630884,3330,0.06452855,,
,,,685000,,,0.2,30.26853938996792,-7.180978170037269,10.911224365234375,0.2708984375,0.0003,-0.026693083372083492,0.49839186668395996,0.9947396917268634,3340,0.043033015,180.4,859.9048838615417
179.3,2221,335,686080,813.18106446,308,,,,,,,,,,,,,
179.3,2229,336,688128,813.5065491200002,308,0.2,24.343494400382042,-7.173965674638748,11.80344295501709,0.296826171875,0.0003,-0.021828628503135404,0.49694547057151794,0.9955029916018248,3350,0.040669717,,
,,,690000,,,0.2,19.77959107607603,-7.134682303667068,5.6950764656066895,0.318408203125,0.0003,-0.007319731803727336,0.49470072984695435,0.9961692923679948,3360,0.047700617,180.85,860.7350848913193
179.42,2242,337,690176,814.12438694,307,,,,,,,,,,,,,
179.66,2249,338,692224,815.6596021,307,0.2,23.703720939159393,-7.1143632382154465,9.475478172302246,0.20634765625,0.0003,-0.018089417010196486,0.49437370896339417,0.9953802982345223,3370,0.030002296,,
179.58,2256,339,694272,815.7008560499999,307,0.2,34.45522676408291,-7.109868723154068,7.0939483642578125,0.1935546875,0.0003,-0.014760311067220755,0.4941558837890625,0.9942786069586873,3380,0.03255004,,
,,,695000,,,0.2,25.414165844023227,-7.0980413347482685,5.993016242980957,0.257080078125,0.0003,-0.015015097986906766,0.4931357502937317,0.9943203739821911,3390,0.061814822,180.75,857.1671514511108
179.4,2270,340,696320,813.9197515100001,306,,,,,,,,,,,,,
179.47,2277,341,698368,814.1401198799998,306,0.2,38.95653819441795,-7.086536560952664,6.37793493270874,0.254541015625,0.0003,-0.008140380878467112,0.4930506646633148,0.9944429430179298,3400,0.044325627,,
,,,700000,,,0.2,42.08049275279045,-7.0838186830282215,11.865114212036133,0.279736328125,0.0003,-0.019140322983730584,0.4928607642650604,0.9946639761328697,3410,0.03751886,181.0,858.4513963937759
178.59,2290,342,700416,809.4812404800001,305,,,,,,,,,,,,,
