time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
,,130000,,,,61.19474830031395,0.2,0.0003,0.023832064,0.8147702217102051,-0.06076958366611507,19.049766540527344,0.6101118326187134,0.280322265625,630,-7.41384716629982,206.8,155.8654057005653
751,64,131072,83.41,-31.772205359999994,174,,,,,,,,,,,,,
758,65,133120,84.59,-28.981905979999997,175,63.54143124818802,0.2,0.0003,0.020967834,0.786199226975441,-0.05486756833270192,48.24162292480469,0.6029167771339417,0.24365234375,640,-7.3372972458601,,
,,135000,,,,50.06236417889595,0.2,0.0003,0.024494655,0.8037642389535904,-0.05813679342973046,30.8089656829834,0.5957332849502563,0.261279296875,650,-7.235687971115112,95.5,103.68976793324109
767,66,135168,85.52,-25.33970613,176,,,,,,,,,,,,,
775,67,137216,104.94,-31.02260476,176,56.208293080329895,0.2,0.0003,0.024833994,0.7773995697498322,-0.05631000600697007,15.831864356994629,0.5905712246894836,0.275,660,-7.167087705433369,,
783,68,139264,104.47,-33.106317829999995,177,28.90477218925953,0.2,0.0003,0.040140893,0.8576570600271225,-0.0638092072273139,13.425944328308105,0.5834906101226807,0.3828125,670,-7.06538250297308,,
,,140000,,,,40.83949035406113,0.2,0.0003,0.027449533,0.83062344789505,-0.06302418346167542,13.140543937683105,0.5793975591659546,0.2986328125,680,-7.005130934715271,157.9,138.7555147328181
793,69,141312,103.85,-29.646757710000003,178,,,,,,,,,,,,,
800,70,143360,113.54,-31.766422560000006,179,43.58886574804783,0.2,0.0003,0.026484247,0.8389665931463242,-0.061603366187773644,16.62904930114746,0.5743632912635803,0.28876953125,690,-6.935367207229137,,
,,145000,,,,52.88847200274468,0.2,0.0003,0.023123503,0.7904917895793915,-0.05559967751905788,24.33502769470215,0.569244384765625,0.241455078125,700,-6.8741818651556965,64.6,61.75568179518159
808,71,145408,75.72,-16.889081729999997,179,,,,,,,,,,,,,
816,72,147456,95.3,-23.875059110000002,180,66.90882811546325,0.2,0.0003,0.024122939,0.7250109314918518,-0.05902430456480943,24.518932342529297,0.5630692839622498,0.266943359375,710,-6.787381407618523,,
825,73,149504,84.21,-17.754606040000002,181,27.21697969138622,0.2,0.0003,0.03712122,0.7288162112236023,-0.06339880559535231,9.762070655822754,0.5571836233139038,0.361083984375,720,-6.697160185873509,,
,,150000,,,,34.30751340985298,0.2,0.0003,0.029461326,0.8328374773263931,-0.059983947951695885,21.425106048583984,0.5531656742095947,0.28955078125,730,-6.636685045063496,125.9,126.6226594521955
835,74,151552,71.91,-14.997459280000001,181,,,,,,,,,,,,,
842,75,153600,82.53,-17.249791760000004,182,55.232485508918764,0.2,0.0003,0.026388545,0.1815224289894104,-0.06106702252291143,23.427204132080078,0.5488710403442383,0.2759765625,740,-6.574013993144035,,
,,155000,,,,20.372773025929927,0.2,0.0003,0.03662996,0.8618988692760468,-0.06474465494393371,7.953105449676514,0.5430761575698853,0.37861328125,750,-6.488026855885982,56.2,54.63325924403034
850,76,155648,75.0,-11.824190820000004,182,,,,,,,,,,,,,
858,77,157696,76.34,-13.153148719999999,183,54.361093413829806,0.2,0.0003,0.02376395,0.7242903113365173,-0.061993688647635284,17.435653686523438,0.5383723974227905,0.26083984375,760,-6.41681804060936,,
865,78,159744,88.46,-15.597123740000002,184,19.638589319586753,0.2,0.0003,0.03950428,0.8464538604021072,-0.06731428105849772,5.232941627502441,0.53421550989151,0.384521484375,770,-6.351331023871898,,
,,160000,,,,28.992720398306847,0.2,0.0003,0.029750941,0.82509645819664,-0.05787072725070175,7.153223037719727,0.5286033749580383,0.291748046875,780,-6.27757892459631,63.1,71.00485307849885
874,79,161792,108.01,-15.63977803,184,,,,,,,,,,,,,
881,80,163840,102.41,-13.013489499999999,185,42.23328612744808,0.2,0.0003,0.029598773,0.8401899039745331,-0.06345394868403673,10.909229278564453,0.5231031179428101,0.314306640625,790,-6.194166614115238,,
,,165000,,,,47.427694565057756,0.2,0.0003,0.025108323,0.7092849314212799,-0.0632014107890427,20.41721534729004,0.5194313526153564,0.301171875,800,-6.130210670828819,89.1,66.47457016703557
891,81,165888,106.56,-10.770844010000001,186,,,,,,,,,,,,,
898,82,167936,95.01,-3.7615929099999983,186,55.524254876375196,0.2,0.0003,0.027377766,0.7251162528991699,-0.06530139709939249,17.439315795898438,0.5129812955856323,0.309228515625,810,-6.041799326241017,,
906,83,169984,77.12,1.240633959999999,187,30.290707170963287,0.2,0.0003,0.032662746,0.8409233391284943,-0.064679023536155,11.148661613464355,0.5096832513809204,0.3509765625,820,-5.97399782538414,,
,,170000,,,,53.87952624559402,0.2,0.0003,0.030436136,0.7733131349086761,-0.06781659913540353,16.98340606689453,0.5051686763763428,0.3314453125,830,-5.905667029321194,128.8,136.48393031537708
917,84,172032,93.78,-3.5452185000000016,187,,,,,,,,,,,,,
925,85,174080,76.33,-0.23220089000000088,188,38.04483599960804,0.2,0.0003,0.028828897,0.7381305694580078,-0.054825186595553535,14.092948913574219,0.5026147961616516,0.314306640625,840,-5.857559631764889,,
,,175000,,,,61.57450292110443,0.2,0.0003,0.026405204,0.5966203510761261,-0.06389755364507436,24.318180084228516,0.5005970001220703,0.2927734375,850,-5.824343478679657,171.8,161.15646809522295
935,86,176128,79.48,0.32914491000000085,188,,,,,,,,,,,,,
944,87,178176,91.11,-1.9293418399999995,188,35.15426732897758,0.2,0.0003,0.036096483,0.7616607397794724,-0.06710944360529539,22.70603370666504,0.4951777458190918,0.358984375,860,-5.748324538767338,,
,,180000,,,,18.78509465008974,0.2,0.0003,0.052241273,0.7772493213415146,-0.0661387363797985,14.525531768798828,0.48856693506240845,0.435693359375,870,-5.641380769014359,256.4,213.83156781913712
955,88,180224,109.05,-2.1579228400000003,188,,,,,,,,,,,,,
963,89,182272,112.46,-2.65615265,189,28.527901127934456,0.2,0.0003,0.036503077,0.8041340559720993,-0.06151259915495757,15.851517677307129,0.48430728912353516,0.359521484375,880,-5.567730209231376,,
971,90,184320,112.41,-2.30916952,189,28.83359614610672,0.2,0.0003,0.033694074,0.7648952603340149,-0.06490215787198395,15.420167922973633,0.47852206230163574,0.34833984375,890,-5.480276083946228,,
,,185000,,,,42.082948341965675,0.2,0.0003,0.025644805,0.7054471671581268,-0.06083359538170043,15.770411491394043,0.4741615653038025,0.2814453125,900,-5.401409812271595,151.5,129.3655325428641
982,91,186368,133.5,-2.98751496,189,,,,,,,,,,,,,
990,92,188416,145.02,-2.45155179,190,24.581063830852507,0.2,0.0003,0.032325417,0.7435095012187958,-0.06463007800921332,12.074286460876465,0.4692791700363159,0.35615234375,910,-5.322657085955143,,
,,190000,,,,34.043049946427345,0.2,0.0003,0.032350134,0.6904358565807343,-0.06066674070025328,15.466767311096191,0.46402692794799805,0.3142578125,920,-5.22969426214695,276.2,221.32199019368272
1003,93,190464,145.25,-0.17192734999999992,189,,,,,,,,,,,,,
1010,94,192512,127.74,3.1550746899999997,190,34.84035320281983,0.2,0.0003,0.03373377,0.7138652205467224,-0.06292362558888272,14.091645240783691,0.45878684520721436,0.329931640625,930,-5.146629628539086,,
1019,95,194560,131.29,1.8298166899999995,190,44.96707268953323,0.2,0.0003,0.031389106,0.5919970273971558,-0.06663767222198658,17.290685653686523,0.4540954828262329,0.314599609375,940,-5.056911014020443,,
,,195000,,,,35.094222214818004,0.2,0.0003,0.034349784,0.6887412965297699,-0.06691296794742811,8.321982383728027,0.45172804594039917,0.348779296875,950,-5.0036602288484575,330.0,290.52829442075017
1033,96,196608,131.72,6.21667782,190,,,,,,,,,,,,,
1040,97,198656,117.98,9.8661848,190,37.462121778726576,0.2,0.0003,0.037815213,0.7161261737346649,-0.0665259056200739,11.271805763244629,0.44760578870773315,0.364013671875,960,-4.931843663752079,,
,,200000,,,,49.11110069155693,0.2,0.0003,0.030148832,0.6576731204986572,-0.06931162596738431,23.909744262695312,0.4443707764148712,0.3181640625,970,-4.874723975360394,201.5,200.71698903606156
1052,98,200704,125.82,10.65670237,190,,,,,,,,,,,,,
1060,99,202752,128.54,11.8838186,191,20.971049597859384,0.2,0.0003,0.05286079,0.7102668583393097,-0.0607432776101632,16.716041564941406,0.43847379088401794,0.432861328125,980,-4.780412060022354,,
1069,100,204800,133.39,14.2073726,191,40.773637521266934,0.2,0.0003,0.03421893,0.6804182827472687,-0.0618253738299245,12.583769798278809,0.43436843156814575,0.319091796875,990,-4.702742455899715,,
,,205000,,,,28.309111058712006,0.2,0.0003,0.040191934,0.683685690164566,-0.06454536160454154,7.438813209533691,0.43240106105804443,0.394287109375,1000,-4.652064873278141,267.1,203.88747911778046
1082,101,206848,141.4,19.83371754,191,,,,,,,,,,,,,
1090,102,208896,135.15,17.964154949999998,191,51.13873088359833,0.2,0.0003,0.031743508,0.622204601764679,-0.06574195810826496,23.60482406616211,0.42736977338790894,0.311572265625,1010,-4.574591971933842,,
,,210000,,,,62.20322427153587,0.2,0.0003,0.030655498,0.6378484964370728,-0.06947394856251776,22.91282081604004,0.4245319366455078,0.330126953125,1020,-4.512158143520355,137.2,138.1899853169918
1097,103,210944,134.61,17.247596230000003,192,,,,,,,,,,,,,
1102,104,212992,134.57,18.667705559999998,193,10.778189396858215,0.2,0.0003,0.060606785,0.33491820096969604,-0.06138551818439737,3.803313970565796,0.4208262264728546,0.475,1030,-4.446029563248158,,
,,215000,,,,67.6627912759781,0.2,0.0003,0.02502189,0.5671269595623016,-0.06078220893687103,29.33155059814453,0.4182433485984802,0.269970703125,1040,-4.386610743403435,153.4,140.54287484337547
1108,105,215040,134.91,19.253558749999996,193,,,,,,,,,,,,,
1113,106,217088,136.32,20.861501819999997,195,13.499391236156224,0.2,0.0003,0.06866415,0.6499098837375641,-0.0635907718562521,6.485108375549316,0.4140900671482086,0.4974609375,1050,-4.317476479709148,,
1118,107,219136,124.73,21.391518379999997,195,56.867975836992265,0.2,0.0003,0.023423096,0.6278625130653381,-0.05888055175310001,25.043872833251953,0.4116334915161133,0.253955078125,1060,-4.2571879282593725,,
,,220000,,,,55.481262570619585,0.2,0.0003,0.022818163,0.5628198683261871,-0.06046885620453395,18.397605895996094,0.40930312871932983,0.267138671875,1070,-4.211854989826679,443.8,351.9710363039343
1128,108,221184,145.43,25.156557860000003,195,,,,,,,,,,,,,
1133,109,223232,165.03,28.400551829999998,196,23.281162428855897,0.2,0.0003,0.039056014,0.6285508871078491,-0.059359577237046324,10.357086181640625,0.4052107334136963,0.3798828125,1080,-4.138559255003929,,
,,225000,,,,16.310923480987547,0.2,0.0003,0.050152894,0.6850484907627106,-0.059598161018220706,3.1006510257720947,0.40006011724472046,0.43681640625,1090,-4.0521827891469,369.4,238.90538860240486
1141,110,225280,164.57,32.7532536,197,,,,,,,,,,,,,
1146,111,227328,183.25,37.59859185,198,48.75256634950638,0.2,0.0003,0.028804522,0.5349704623222351,-0.06559541815950069,20.65255355834961,0.398147314786911,0.2998046875,1100,-3.9816285580396653,,
1151,112,229376,177.05,41.93740148999999,199,20.23267922475934,0.2,0.0003,0.04924374,0.6942534446716309,-0.05805335844925139,7.193252086639404,0.3937121033668518,0.42919921875,1110,-3.912148458510637,,
,,230000,,,,29.2135249376297,0.2,0.0003,0.036928155,0.6545900106430054,-0.06553264136018697,8.300609588623047,0.3912011981010437,0.3685546875,1120,-3.8536689169704914,503.9,418.76537993490837
1161,113,231424,195.81,48.73250388000001,199,,,,,,,,,,,,,
1166,114,233472,204.14,53.35848313000001,200,46.4568510055542,0.2,0.0003,0.033990312,0.6315717101097107,-0.06768215525662527,21.381624221801758,0.38914233446121216,0.340283203125,1130,-3.8052993930876253,,
,,235000,,,,45.47217817902565,0.2,0.0003,0.031018015,0.5979717969894409,-0.06733727087557781,22.189706802368164,0.3878973722457886,0.3408203125,1140,-3.774035730212927,328.3,270.1195255441591
1174,115,235520,209.01,55.83695261999999,200,,,,,,,,,,,,,
1179,116,237568,217.21,60.81570211000001,201,23.1022705078125,0.2,0.0003,0.04447753,0.6776155829429626,-0.06730354020837695,8.812353134155273,0.38442182540893555,0.39384765625,1150,-3.709367235004902,,
1184,117,239616,221.09,61.18091262000001,202,25.78338062763214,0.2,0.0003,0.042405434,0.5327162444591522,-0.06018804495979566,11.101988792419434,0.37984681129455566,0.385498046875,1160,-3.6266712069511415,,
,,240000,,,,45.56167002618313,0.2,0.0003,0.031743005,0.5277131497859955,-0.062016395045793614,26.423553466796875,0.3775782883167267,0.344482421875,1170,-3.562543635815382,318.0,302.74324566547295
1192,118,241664,229.72,65.08786507,202,,,,,,,,,,,,,
1197,119,243712,201.25,65.60093859,203,61.130450963974,0.2,0.0003,0.03294122,0.5497472286224365,-0.0687194065132644,30.523231506347656,0.37651392817497253,0.325732421875,1180,-3.527771572768688,,
,,245000,,,,58.32958188652992,0.2,0.0003,0.035881266,0.5976859927177429,-0.06975522987777368,23.680870056152344,0.3751675486564636,0.36611328125,1190,-3.5080967657268047,353.0,292.11034721414325
1205,120,245760,198.13,64.86972467,203,,,,,,,,,,,,,
1210,121,247808,188.76,62.9196278,204,68.41731266975403,0.2,0.0003,0.028869294,0.6262842416763306,-0.06933207754045725,28.90141487121582,0.373151034116745,0.32275390625,1200,-3.4644128903746605,,
