rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
-118.84570299999999,0.001,400,1.5949494385719298,307,1,0.03155210030265152,100.0,200,4,,
,0.001,500,1.741561086177826,,,0.019740517649333923,,300,,-114.90037775,100.0
-107.74332675,0.001,800,2.3457416534423827,145,5,0.03488498012535274,100.0,600,8,,
,0.001,1000,2.5953116416931152,,,0.020049109449610115,,800,,-91.04757225,100.0
-95.08378566666666,0.001,1200,2.9250527667999267,123,9,0.027527901483699678,100.0,1000,12,,
,0.001,1500,3.4414403438568115,,,0.016845397055149078,,1300,,-63.4794173,100.0
-88.9833390625,0.001,1600,3.5490158081054686,114,13,0.01778245090506971,100.0,1400,16,,
,0.001,2000,4.130057711601257,,,0.019440230997279286,,1800,,-59.54671805,100.0
-82.49834524999999,,2000,,111,17,,100.0,,20,,
-77.97270383333334,0.001,2400,4.749697074890137,118,20,0.022329377522692085,100.0,2200,24,,
,0.001,2500,4.8883457851409915,,,0.024340037517249585,,2300,,-62.827493149999995,100.0
-75.28931521428572,0.001,2800,5.363971710205078,116,24,0.02440699559636414,100.0,2600,28,,
,0.001,3000,5.669889116287232,,,0.02731594419106841,,2800,,-58.41192500000001,100.0
-72.76867071875,0.001,3200,5.96249436378479,112,28,0.02565019796602428,100.0,3000,32,,
,0.001,3500,6.389817628860474,,,0.02952791899442673,,3300,,-53.303863449999994,100.0
-71.3720376388889,0.001,3600,6.54134461402893,110,32,0.028980872156098486,100.0,3400,36,,
,0.001,4000,7.140170745849609,,,0.032681978028267625,,3800,,-54.4671821,100.0
-69.627791575,,4000,,108,36,,100.0,,40,,
-68.02688956818182,0.001,4400,7.686929845809937,112,39,0.0325418278761208,100.0,4200,44,,
,0.001,4500,7.8121515655517575,,,0.029247122537344693,,4300,,-61.4622616,100.0
-67.48578766666667,0.001,4800,8.30613296508789,111,43,0.033547223452478646,100.0,4600,48,,
,0.001,5000,8.597824993133544,,,0.032467999886721374,,4800,,-58.735537650000005,100.0
-66.4246921153846,0.001,5200,8.87806297302246,109,47,0.028464778773486615,100.0,5000,52,,
,0.001,5500,9.328688411712646,,,0.03596408670768142,,5300,,-56.0029314,100.0
-65.56029571428572,0.001,5600,9.493724861145019,107,52,0.03269295716658235,100.0,5400,56,,
,0.001,6000,10.109278392791747,,,0.033302706461399795,,5800,,-61.6378662,100.0
-65.42072408333334,,6000,,106,56,,100.0,,60,,
-64.75452585937501,0.001,6400,10.743656482696533,108,59,0.03153508128598333,100.0,6200,64,,
,0.001,6500,10.848723754882812,,,0.03487781379371881,,6300,,-61.470909899999995,100.0
-64.49540651470589,0.001,6800,11.303470573425294,107,63,0.03510045409202576,100.0,6600,68,,
,0.001,7000,11.640146179199219,,,0.0340890165604651,,6800,,-59.746295499999995,100.0
-64.22705931944444,0.001,7200,11.946214256286622,107,67,0.03692013984546065,100.0,7000,72,,
,0.001,7500,12.382552375793457,,,0.038674746211618184,,7300,,-58.08537269999999,100.0
-63.7229817631579,0.001,7600,12.496654243469239,107,71,0.035241899527609345,100.0,7400,76,,
,0.001,8000,13.037816143035888,,,0.04025262201204896,,7800,,-60.308923500000006,100.0
-63.270700025,,8000,,106,74,,100.0,,80,,
-62.774015083333325,0.001,8400,13.60552074432373,109,76,0.033274332005530594,100.0,8200,84,,
,0.001,8500,13.783805027008057,,,0.03445860518142581,,8300,,-57.94746545,100.0
-62.28085139772727,0.001,8800,14.15743797302246,108,80,0.039742770716547964,100.0,8600,88,,
,0.001,9000,14.473803157806396,,,0.04037018485367298,,8800,,-52.73640294999999,100.0
-61.83731266304348,0.001,9200,14.717733497619628,108,84,0.03897550038993359,100.0,9000,92,,
,0.001,9500,15.08681739807129,,,0.037462591137737034,,9300,,-51.96789904999999,100.0
-61.519125593750005,0.001,9600,15.24312593460083,108,88,0.03933872349560261,100.0,9400,96,,
,0.001,10000,15.730321140289307,,,0.04054267758503556,,9800,,-52.001759199999995,100.0
-61.16911866,,10000,,108,91,,100.0,,100,,
-58.53821109999999,0.001,10400,16.24759901046753,110,94,0.044525386970490216,100.0,10200,104,,
,0.001,10500,16.38472843170166,,,0.04364027764648199,,10300,,-53.55713545,100.0
-56.82921490999998,0.001,10800,16.745934257507326,110,98,0.05620756668969989,100.0,10600,108,,
,0.001,11000,17.040859603881835,,,0.03920575002208352,,10800,,-54.44957480000001,100.0
-56.20563481,0.001,11200,17.24707145690918,109,101,0.04444380242377519,100.0,11000,112,,
,0.001,11500,17.639060173034668,,,0.04698856027796865,,11300,,-50.51815185,100.0
-55.304108109999994,0.001,11600,17.724364738464356,109,105,0.04037918696179986,100.0,11400,116,,
,0.001,12000,18.235369186401368,,,0.04805405421182513,,11800,,-54.849906,100.0
-55.065746710000006,,12000,,109,109,,100.0,,120,,
-54.92149845,0.001,12400,18.70044620513916,110,112,0.052585829757153986,100.0,12200,124,,
,0.001,12500,18.88358654022217,,,0.05596199875697493,,12300,,-48.9895134,100.0
-54.49432332000001,0.001,12800,19.21017509460449,109,116,0.06257350724190473,100.0,12600,128,,
,0.001,13000,19.442521018981935,,,0.05799085956066847,,12800,,-53.382647399999996,100.0
-54.24665456,0.001,13200,19.653117446899415,109,120,0.058999010175466535,100.0,13000,132,,
,0.001,13500,19.992308654785155,,,0.06546171244233846,,13300,,-51.8378634,100.0
-53.60796439000001,0.001,13600,20.04048408508301,108,125,0.061526309512555596,100.0,13400,136,,
,0.001,14000,20.575729141235353,,,0.05735555622726679,,13800,,-49.3108898,100.0
-53.44069616000001,,14000,,108,129,,100.0,,140,,
-53.27182766000001,0.001,14400,20.957310333251954,109,131,0.056967131197452545,100.0,14200,144,,
,0.001,14500,21.094198875427246,,,0.05566732853651047,,14300,,-42.974985249999996,100.0
-52.70650756,0.001,14800,21.45624843597412,108,136,0.06726485140621662,100.0,14600,148,,
,0.001,15000,21.61917205810547,,,0.056206724010407924,,14800,,-42.95439234999999,100.0
-52.41415378999999,0.001,15200,21.78412811279297,108,140,0.06688455816358328,100.0,15000,152,,
,0.001,15500,22.13599235534668,,,0.05960019066929817,,15300,,-45.9743376,100.0
-52.05002979000001,0.001,15600,22.20986099243164,107,144,0.07051239848136902,100.0,15400,156,,
,0.001,16000,22.554757652282714,,,0.06802336443215609,,15800,,-45.90146694999999,100.0
-51.14074091999999,,16000,,107,148,,100.0,,160,,
-50.934633430000005,0.001,16400,22.965456085205076,108,151,0.06149795852601528,100.0,16200,164,,
,0.001,16500,23.10315486907959,,,0.06775521580129862,,16300,,-44.21455375000001,100.0
-50.414789549999995,0.001,16800,23.412973251342773,107,156,0.07115510262548924,100.0,16600,168,,
,0.001,17000,23.637814025878907,,,0.08798650700598955,,16800,,-42.084217849999995,100.0
-49.77791045000001,0.001,17200,23.811466484069825,107,160,0.07341237880289554,100.0,17000,172,,
,0.001,17500,24.076109466552733,,,0.07792687725275754,,17300,,-47.9487869,100.0
-49.416613430000005,0.001,17600,24.191841354370116,106,164,0.06943704176694154,100.0,17400,176,,
,0.001,18000,24.544432792663574,,,0.10217605382204056,,17800,,-49.0407724,100.0
-49.027581749999996,,18000,,106,168,,100.0,,180,,
-49.01174533,0.001,18400,24.939459075927733,107,171,0.09172345571219921,100.0,18200,184,,
,0.001,18500,25.005893020629884,,,0.0909240484982729,,18300,,-46.572320350000005,100.0
-49.07192517999999,0.001,18800,25.320249557495117,107,175,0.09300850622355938,100.0,18600,188,,
,0.001,19000,25.546339263916014,,,0.08352560695260763,,18800,,-45.88600584999999,100.0
-48.615567979999994,0.001,19200,25.703469467163085,106,179,0.07987318143248558,100.0,19000,192,,
,0.001,19500,25.972124557495118,,,0.0902776888757944,,19300,,-48.448483700000004,100.0
-48.14975728,0.001,19600,26.048215560913086,106,183,0.10293362721800804,100.0,19400,196,,
,0.001,20000,26.31287857055664,,,0.09627934508025646,,19800,,-45.37960215,100.0
-47.82032830000001,,20000,,106,188,,100.0,,200,,
-47.499800539999995,0.001,20400,26.695601234436037,106,191,0.11533671345561743,100.0,20200,204,,
,0.001,20500,26.781922302246095,,,0.09729926466941834,,20300,,-49.161401749999996,100.0
-47.311909729999996,0.001,20800,27.061093139648438,105,196,0.10357612293213606,100.0,20600,208,,
,0.001,21000,27.09924732208252,,,0.11545131660997868,,20800,,-50.6318219,100.0
-46.916804950000014,0.001,21200,27.412894859313965,105,201,0.09462755799293518,100.0,21000,212,,
,0.001,21500,27.633079681396485,,,0.0940764370933175,,21300,,-50.34148625000001,100.0
-46.90418038000001,0.001,21600,27.68592346191406,104,205,0.0997079811990261,100.0,21400,216,,
,0.001,22000,28.103372116088867,,,0.09685637302696705,,21800,,-50.462241950000006,100.0
-46.80135268000001,,22000,,104,209,,100.0,,220,,
-46.82430915999999,0.001,22400,28.453125038146972,105,212,0.11690269194543362,100.0,22200,224,,
,0.001,22500,28.560819625854492,,,0.10408262111246586,,22300,,-50.495141000000004,100.0
-46.769755399999994,0.001,22800,28.71052242279053,105,216,0.10095209836959838,100.0,22600,228,,
,0.001,23000,28.943669471740723,,,0.10300298236310482,,22800,,-50.7866208,100.0
-46.85483041,0.001,23200,29.15315528869629,105,220,0.11534825794398784,100.0,23000,232,,
,0.001,23500,29.385288581848144,,,0.09521213233470917,,23300,,-48.07194965,100.0
-46.826284349999995,0.001,23600,29.454385108947754,104,225,0.10882716704159975,100.0,23400,236,,
,0.001,24000,29.734298667907716,,,0.09626065652817488,,23800,,-47.7432731,100.0
-46.55843239000001,,24000,,104,229,,100.0,,240,,
-46.547562670000005,0.001,24400,30.042029914855956,105,231,0.11032219544053078,100.0,24200,244,,
,0.001,24500,30.169925346374512,,,0.10018673341721296,,24300,,-47.456046949999994,100.0
-46.44709660999999,0.001,24800,30.384195289611817,105,235,0.10183079563081264,100.0,24600,248,,
,0.001,25000,30.56627712249756,,,0.10691140569746495,,24800,,-46.74430854999999,100.0
-46.20527623,0.001,25200,30.664572830200196,104,240,0.12114890910685062,100.0,25000,252,,
,0.001,25500,30.8548450088501,,,0.1098981436342001,,25300,,-47.0466979,100.0
-46.38503613999999,0.001,25600,30.95264823913574,104,244,0.09912652801722288,100.0,25400,256,,
,0.001,26000,31.24389835357666,,,0.13543677777051927,,25800,,-48.62502425000001,100.0
-46.56330841999999,,26000,,104,248,,100.0,,260,,
-46.760116700000005,0.001,26400,31.52373245239258,105,251,0.10641410641372204,100.0,26200,264,,
,0.001,26500,31.655257568359374,,,0.11910649918019772,,26300,,-47.489186100000005,100.0
-46.61891545999999,0.001,26800,31.889823417663575,104,255,0.10096154369413853,100.0,26600,268,,
,0.001,27000,32.0795707321167,,,0.10390228159725666,,26800,,-48.398129,100.0
-46.66799059,0.001,27200,32.12400798797607,104,259,0.08979286044836045,100.0,27000,272,,
,0.001,27500,32.37344268798828,,,0.10780855111777782,,27300,,-48.01146625,100.0
-46.7394921,0.001,27600,32.43118953704834,104,263,0.10614786565303802,100.0,27400,276,,
,0.001,28000,32.79543235778809,,,0.10116675034165383,,27800,,-47.63475715,100.0
-46.70276286,,28000,,104,268,,100.0,,280,,
-46.40365032,0.001,28400,33.02182983398438,104,270,0.11223386071622371,100.0,28200,284,,
,0.001,28500,33.10518356323242,,,0.10859440594911575,,28300,,-43.581292250000004,100.0
-45.93247012000002,0.001,28800,33.30865058898926,104,274,0.13411344893276692,100.0,28600,288,,
,0.001,29000,33.478990631103514,,,0.09718002911657095,,28800,,-48.49555565000001,100.0
-46.15979856999999,0.001,29200,33.60644035339355,104,279,0.09463118609040976,100.0,29000,292,,
,0.001,29500,33.859311218261716,,,0.09750903476029635,,29300,,-47.29599585,100.0
-46.25413589,0.001,29600,33.842745056152346,104,283,0.10403229098767042,100.0,29400,296,,
,0.001,30000,34.08236869812012,,,0.10794455863535404,,29800,,-46.04392384999999,100.0
-46.26873050000001,,30000,,104,288,,100.0,,300,,
-46.35648062,0.001,30400,34.440015411376955,104,290,0.0864288205653429,100.0,30200,304,,
,0.001,30500,34.37630424499512,,,0.09191256154328585,,30300,,-46.1381056,100.0
-46.283930340000005,0.001,30800,34.614018249511716,104,294,0.10114473693072795,100.0,30600,308,,
,0.001,31000,34.71859260559082,,,0.09485976632684469,,30800,,-45.922364800000004,100.0
-46.35845249000001,0.001,31200,34.83973709106445,104,299,0.10061341591179371,100.0,31000,312,,
,0.001,31500,34.99677223205566,,,0.08481196872889996,,31300,,-48.65809305,100.0
-46.29800071,0.001,31600,35.071483306884765,104,303,0.08789483986794949,100.0,31400,316,,
,0.001,32000,35.297568817138675,,,0.09890021506696939,,31800,,-51.7955089,100.0
-46.25093521000001,,32000,,103,308,,100.0,,320,,
-45.969032569999996,0.001,32400,35.543712005615234,104,310,0.10996030166745185,100.0,32200,324,,
,0.001,32500,35.64366859436035,,,0.10896797556430102,,32300,,-49.10956255000001,100.0
-45.80081442999999,0.001,32800,35.7464623260498,104,314,0.09003019165247679,100.0,32600,328,,
,0.001,33000,35.95040061950684,,,0.09269327308982611,,32800,,-46.5139905,100.0
-45.55499960000001,0.001,33200,36.11788452148438,103,319,0.09217987183481455,100.0,33000,332,,
,0.001,33500,36.13631538391113,,,0.08745736617594957,,33300,,-43.026064250000005,100.0
-45.885602680000005,0.001,33600,36.22117431640625,103,324,0.10766144424676895,100.0,33400,336,,
,0.001,34000,36.46893600463867,,,0.0882325055077672,,33800,,-46.286246500000004,100.0
-46.13720391000001,,34000,,103,328,,100.0,,340,,
-45.96866803999999,0.001,34400,36.73265281677246,103,331,0.08855770651251077,100.0,34200,344,,
,0.001,34500,36.84259353637695,,,0.1028591762110591,,34300,,-44.33975895,100.0
-46.03489314,0.001,34800,36.93731842041016,103,335,0.11909898273646831,100.0,34600,348,,
,0.001,35000,37.11683265686035,,,0.09903075225651264,,34800,,-44.85213535,100.0
-46.055385040000004,0.001,35200,37.187587356567384,103,339,0.08410040605813265,100.0,35000,352,,
,0.001,35500,37.34078056335449,,,0.09054853204637765,,35300,,-47.85814330000001,100.0
-45.88432052,0.001,35600,37.40968101501465,103,344,0.09240170229226351,100.0,35400,356,,
,0.001,36000,37.72144500732422,,,0.09554337289184332,,35800,,-44.63837255,100.0
-45.841348270000005,,36000,,103,348,,100.0,,360,,
-45.40592271,0.001,36400,38.00457130432129,103,351,0.0941999089717865,100.0,36200,364,,
,0.001,36500,37.87218322753906,,,0.10556009013205767,,36300,,-43.83071965,100.0
-45.37300481000001,0.001,36800,38.086647491455075,103,355,0.10001654051244259,100.0,36600,368,,
,0.001,37000,38.18051902770996,,,0.10167151141911746,,36800,,-48.24204145,100.0
-45.15929924000001,0.001,37200,38.231717376708986,103,359,0.09034265518188477,100.0,37000,372,,
,0.001,37500,38.393004150390624,,,0.08288011729717254,,37300,,-48.66896615000001,100.0
-45.20538758,0.001,37600,38.525245361328125,103,363,0.08890050109475851,100.0,37400,376,,
,0.001,38000,38.70034164428711,,,0.09679721176624298,,37800,,-42.496651199999995,100.0
-45.23686423000001,,38000,,103,368,,100.0,,380,,
-45.11263111,0.001,38400,38.91626731872559,103,370,0.09724928200244903,100.0,38200,384,,
,0.001,38500,38.990054550170896,,,0.10955242443829775,,38300,,-41.39040254999999,100.0
-45.104966469999994,0.001,38800,39.182341690063474,103,375,0.10116979140788317,100.0,38600,388,,
,0.001,39000,39.266955337524415,,,0.09766131404787302,,38800,,-41.1257388,100.0
-44.88076747000001,0.001,39200,39.34314033508301,103,379,0.0832042383402586,100.0,39000,392,,
,0.001,39500,39.527779541015626,,,0.08841890547424555,,39300,,-45.648544099999995,100.0
-44.91542243,0.001,39600,39.50310440063477,103,383,0.09077194437384606,100.0,39400,396,,
,0.001,40000,39.75384841918945,,,0.09024258401244879,,39800,,-47.34346215,100.0
