train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-1.6504317027619109,1000.0,16,0.001,4,-1921.0047505,244,3000,4000,0.3369349109455943,,
-1.1652484644679353,,,0.001,,,,4000,5000,0.259471346758306,-2678.2788001179697,1000.0
0.6357403800131813,685.375,36,0.001,8,-1444.4091935,151,5466,5483,1.230643216187392,,
0.5553828680089542,465.1666666666667,36,0.001,12,-981.1069089166666,152,5537,5582,1.4701806028683981,,
0.6641605187517902,358.3125,37,0.001,16,-758.9893415,153,5693,5733,1.7590597309172153,,
0.5220218300819397,298.1,38,0.001,20,-642.87076905,155,5885,5962,1.2060659779952123,,
2.0198747600827898,258.6666666666667,39,0.001,24,-560.680923625,157,6109,6208,1.9486013514953746,,
2.0025288884838424,228.60714285714286,40,0.001,28,-492.1499493571429,157,6367,6401,1.5048154582579931,,
1.9675633269308601,294.375,52,0.001,32,-437.04982928125,180,8420,9420,1.1187401539087296,,
2.105634084792109,,,0.001,,,,9420,10000,1.356315693795681,25.48877134109789,358.2
2.2745703674119078,319.3888888888889,66,0.001,36,-372.92746750000003,173,10498,11498,1.661800580758315,,
3.344022436887026,338.75,76,0.001,40,-351.7583600000001,176,12550,13550,1.5594657771587372,,
4.564818147512582,,,0.001,,,,14681,15000,1.6597946618349497,161.85915202430448,819.9
4.76435459676114,364.3636363636364,95,0.001,44,-311.71687734090915,167,15032,16032,2.148486300751015,,
3.3366061710331536,399.5625,111,0.001,48,-268.4057785833333,171,18179,19179,1.3832785539886578,,
3.336195145845413,,,0.001,,,,19179,20000,1.262046075463295,422.79912546529414,1000.0
2.441476780086756,437.90384615384613,138,0.001,52,-216.78363213461537,164,21771,22771,1.3063929298520087,,
0.8820914198688697,,,0.001,,,,24771,25000,1.1901818780899047,423.106122469382,800.1
0.0238504905806476,462.98214285714283,164,0.001,56,-168.96909864285712,157,25771,25927,1.125609052479267,,
-0.6888785153615585,481.8333333333333,175,0.001,60,-127.62742846666667,164,27910,28910,1.17259292994618,,
-1.7865505418926477,,,0.001,,,,29910,30000,1.2063711388111114,538.206426741743,905.4
-3.2103282442092897,514.21875,204,0.001,64,-80.74843964062498,161,31910,32910,1.1303758391737937,,
-5.336089195251465,,,0.001,,,,34910,35000,1.214839452445507,655.7175671890145,858.1
-5.932881683349609,529.6911764705883,232,0.001,68,-49.28107580882351,155,35910,36019,1.1104367104172708,,
-8.495356713294983,,,0.001,,,,39019,40000,1.1991825805306435,667.2361940537667,1000.0
,555.8194444444445,258,,72,-5.8561909861111054,154,,40019,,,
-11.14215010863084,567.3947368421053,274,0.001,76,15.325817960526322,157,42122,43122,1.2761574653745855,,
-12.370216287612916,,,0.001,,,,44122,45000,1.3423295409679412,452.45452595971074,1000.0
-13.795418586730957,589.025,305,0.001,80,45.91549400000001,154,46122,47122,1.3982996638417244,,
-15.846217515945435,,,0.001,,,,49534,50000,1.4896205360293389,583.955893608887,923.0
