rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
18.37,2,814,1,12.4283219,2048,,,,,,,,,,,,,
,,,,,2500,-4.252457398176193,0.191259765625,10,0.01204073429107666,16.116792678833008,0.9964076280593872,0.013332039,96.60763187110425,-0.01883867173746694,0.0003,34.52384785264731,68.85,0.2
25.72,7,528,2,24.485962369999996,4096,,,,,,,,,,,,,
,,,,,5000,-4.238744755089283,0.15732421875,20,0.28165119886398315,29.759063720703125,0.9902104735374451,0.014926234,73.20049737393856,-0.02490135968255345,0.0003,78.19219595193863,45.5,0.2
32.57,12,497,3,39.39296296,6144,,,,,,,,,,,,,
,,,,,7500,-4.220298399031162,0.093408203125,30,0.25480037927627563,93.69613647460938,0.9853166341781616,0.010882461,67.10620366334915,-0.016520485957153143,0.0003,215.18750898838044,41.6,0.2
42.85,16,482,4,61.18450602,8192,,,,,,,,,,,,,
,,,,,10000,-4.211305589973927,0.0833984375,40,0.10054546594619751,91.12357330322266,0.9847444295883179,0.00987016,65.52403495311736,-0.013417552851024084,0.0003,231.89636707305908,40.6,0.2
53.24,21,477,5,85.8576215,10240,,,,,,,,,,,,,
59.72,25,475,6,102.32106786000003,12288,-4.2092503130435945,0.051708984375,50,0.03137826919555664,144.3180389404297,0.9846465587615967,0.007265711,,-0.011672662504133768,0.0003,305.3539125919342,,0.2
,,,,,12500,-4.207099334895611,0.0662109375,60,0.010280132293701172,145.34754943847656,0.9828599691390991,0.0073290775,185.0895756483078,-0.01004018452949822,0.0003,340.0151352405548,84.0,0.2
66.65,31,457,7,120.51903422999997,14336,,,,,,,,,,,,,
,,,,,15000,-4.196127150952816,0.1056640625,70,0.016368567943572998,157.10069274902344,0.9761449694633484,0.009905468,211.6215739071369,-0.013723696160013787,0.0003,385.64243998527525,93.25,0.2
68.02,36,445,8,127.6213687,16384,,,,,,,,,,,,,
,,,,,17500,-4.182771983742714,0.063232421875,80,0.01236647367477417,155.62705993652344,0.9753909111022949,0.006665495,211.87376942038537,-0.009919212353997864,0.0003,398.59497261047363,92.9,0.2
70.85,42,431,9,138.4397919,18432,,,,,,,,,,,,,
,,,,,20000,-4.175789046287536,0.070947265625,90,0.1150590181350708,170.9744415283203,0.9711100459098816,0.006827471,213.20009438991548,-0.010729049626388588,0.0003,394.29804172515867,93.45,0.2
74.11,48,426,10,150.57249209,20480,,,,,,,,,,,,,
,,,,,22500,-4.161503344774246,0.053271484375,100,0.4948502779006958,113.08486938476562,0.9664719104766846,0.006431713,210.273719394207,-0.007910135155543684,0.0003,304.97231092453,92.4,0.2
77.77,53,420,11,161.87625678,22528,,,,,,,,,,,,,
81.85,57,426,12,174.62603094,24576,-4.148700097203255,0.077783203125,110,0.6407028436660767,86.2869644165039,0.9642657041549683,0.007872632,,-0.011511512752622365,0.0003,271.02570548057554,,0.2
,,,,,25000,-4.138959248363972,0.08974609375,120,0.6898393332958221,91.26531982421875,0.9595035314559937,0.008778736,211.49035024642944,-0.010964043816784397,0.0003,241.04282324314119,93.3,0.2
85.36,62,422,13,184.09924238,26624,,,,,,,,,,,,,
,,,,,27500,-4.119055072963238,0.086474609375,130,0.7627204060554504,77.42504119873047,0.9528193473815918,0.007641526,209.4185181260109,-0.011496627089218236,0.0003,197.90387256145476,92.25,0.2
88.49,68,419,14,192.02213241,28672,,,,,,,,,,,,,
,,,,,30000,-4.118577033281326,0.1001953125,140,0.9026431664824486,34.51332092285156,0.9576215744018555,0.009295868,219.04856575131416,-0.011541132137062959,0.0003,108.51700677871705,95.7,0.2
90.24,73,416,15,196.0697176,30720,,,,,,,,,,,,,
,,,,,32500,-4.121275670826435,0.09443359375,150,0.9043673798441887,39.1533203125,0.954699695110321,0.008597538,221.55552176833152,-0.01049663763551507,0.0003,97.98854557275772,96.8,0.2
93.01,79,412,16,202.91771986999996,32768,,,,,,,,,,,,,
95.41,83,416,17,209.31310419999997,34816,-4.110246074199677,0.113818359375,160,0.8927584066987038,56.68362808227539,0.9515869617462158,0.00932692,,-0.013247748505091295,0.0003,119.89278529882431,,0.2
,,,,,35000,-4.1050600305199625,0.107373046875,170,0.9124961867928505,29.265817642211914,0.9514231085777283,0.009929163,270.9989890754223,-0.014638308889698238,0.0003,86.96950469017028,112.8,0.2
98.6,89,411,18,217.16619409999998,36864,,,,,,,,,,,,,
,,,,,37500,-4.109970663487911,0.11142578125,180,0.8908611461520195,58.596885681152344,0.9517573714256287,0.011861848,287.8933708012104,-0.01328752487024758,0.0003,123.1180746793747,118.55,0.2
100.83,95,406,19,224.17668784,38912,,,,,,,,,,,,,
,,,,,40000,-4.107525275647641,0.108349609375,190,0.9491098932921886,33.54640197753906,0.95124351978302,0.0067282165,296.2920129716396,-0.012232420417421962,0.0003,75.32055889368057,121.4,0.2
104.13,101,401,20,233.66689934000001,40960,,,,,,,,,,,,,
,,,,,42500,-4.099910447001458,0.123583984375,200,0.9383380860090256,26.86281394958496,0.9472967982292175,0.012374063,297.70066196918486,-0.01451915708312299,0.0003,78.36578742265701,123.45,0.2
107.35,107,399,21,244.04394547999996,43008,,,,,,,,,,,,,
,,,,,45000,-4.08305907100439,0.13330078125,210,0.9430369734764099,32.20404815673828,0.9401695132255554,0.010784177,295.3398538708687,-0.01847744239203166,0.0003,82.28686261177063,124.0,0.2
111.11,113,397,22,255.12800521999998,45056,,,,,,,,,,,,,
114.82,117,401,23,266.78387277999997,47104,-4.061330281198025,0.12041015625,220,0.929176427423954,29.929197311401367,0.9344143271446228,0.009883335,,-0.013599876069929451,0.0003,91.45417876243592,,0.2
,,,,,47500,-4.044794677197933,0.0796875,230,0.9149555936455727,27.532434463500977,0.9286488890647888,0.0069285017,321.9924477458,-0.00951634403609205,0.0003,120.41769536733628,131.75,0.2
118.21,122,399,24,277.8212242,49152,,,,,,,,,,,,,
