time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
153,80,12400,0.08779099017381668,248,12250,0.001,9.107636985778809,50.0,-10.764777980000002,,
,,12500,0.06815529733896256,,12350,0.001,9.11308006286621,,,-8.095280050000001,50.0
152,82,12600,0.046178664080798626,252,12450,0.001,9.168563156127929,50.0,-10.44883368,,
153,83,12800,0.04381990160793066,256,12650,0.001,9.260350341796874,50.0,-10.38361055,,
,,13000,0.047660598754882814,,12850,0.001,9.254860877990723,,,-7.588511649999999,50.0
152,85,13000,,260,,,,50.0,-10.27258762,,
153,86,13200,0.06658603824675083,264,13050,0.001,9.351074523925782,50.0,-10.15891423,,
153,87,13400,0.058114559873938564,268,13250,0.001,9.398283233642578,50.0,-9.97505417,,
,,13500,0.04838311098515988,,13350,0.001,9.449166526794434,,,-8.477231999999999,50.0
152,88,13600,0.06622165352106095,272,13450,0.001,9.482299575805664,50.0,-9.91615377,,
153,90,13800,0.04828387588262558,276,13650,0.001,9.550907020568848,50.0,-9.79516598,,
,,14000,0.05898433387279511,,13850,0.001,9.546224060058593,,,-8.278624050000001,50.0
152,91,14000,,280,,,,50.0,-9.73471052,,
153,92,14200,0.058344637602567674,284,14050,0.001,9.59875259399414,50.0,-9.67006959,,
153,93,14400,0.058378057330846785,288,14250,0.001,9.761926193237304,50.0,-9.7550256,,
,,14500,0.05041053667664528,,14350,0.001,9.777929382324219,,,-8.3130536,50.0
152,95,14600,0.06226865813136101,292,14450,0.001,9.749195556640625,50.0,-9.68422696,,
153,96,14800,0.04543839044868946,296,14650,0.001,9.893808250427247,50.0,-9.608431,,
,,15000,0.053112723901867866,,14850,0.001,9.904376487731934,,,-8.0241648,50.0
152,98,15000,,300,,,,50.0,-9.599434969999999,,
152,99,15200,0.05187277384102344,304,15050,0.001,9.939525108337403,50.0,-9.56331855,,
153,100,15400,0.06322718285024166,308,15250,0.001,10.022690391540527,50.0,-9.48454288,,
,,15500,0.05411172024905682,,15350,0.001,10.086813354492188,,,-7.85589665,50.0
152,102,15600,0.16442703157663346,312,15450,0.001,10.12033447265625,50.0,-9.178206280000001,,
152,103,15800,0.0440792641043663,316,15650,0.001,10.21703514099121,50.0,-9.02906714,,
,,16000,0.04625684641301632,,15850,0.001,10.177875900268555,,,-8.03523465,50.0
152,105,16000,,320,,,,50.0,-8.84877205,,
152,106,16200,0.056196187660098075,324,16050,0.001,10.305576934814454,50.0,-8.7175868,,
152,107,16400,0.05172250218689442,328,16250,0.001,10.310673713684082,50.0,-8.64434272,,
,,16500,0.06593719087541103,,16350,0.001,10.324378623962403,,,-8.089083,50.0
151,109,16600,0.04698726661503315,332,16450,0.001,10.387516365051269,50.0,-8.4745348,,
151,110,16800,0.04831449918448925,336,16650,0.001,10.383151626586914,50.0,-8.357576349999999,,
,,17000,0.051691789478063584,,16850,0.001,10.456104736328125,,,-7.9395718,50.0
151,112,17000,,340,,,,50.0,-8.29815584,,
151,113,17200,0.04664336182177067,344,17050,0.001,10.556994285583496,50.0,-8.29046209,,
151,114,17400,0.058505375683307645,348,17250,0.001,10.571738662719726,50.0,-8.17556804,,
,,17500,0.05413591764867306,,17350,0.001,10.625715980529785,,,-8.11754965,50.0
150,116,17600,0.06585997521877289,352,17450,0.001,10.662856216430663,50.0,-8.212619810000001,,
150,118,17800,0.05221708133816719,356,17650,0.001,10.688632431030273,50.0,-8.104678889999999,,
,,18000,0.06412468899041414,,17850,0.001,10.76193832397461,,,-7.700749950000002,50.0
149,120,18000,,360,,,,50.0,-8.03451455,,
149,121,18200,0.0646137098968029,364,18050,0.001,10.808009796142578,50.0,-8.01431235,,
150,122,18400,0.05228194117546082,368,18250,0.001,10.873195457458497,50.0,-8.00157221,,
,,18500,0.04348281219601631,,18350,0.001,10.861892852783203,,,-7.6292829499999995,50.0
149,124,18600,0.044616033397614954,372,18450,0.001,10.917142333984375,50.0,-7.94020409,,
149,125,18800,0.046554780565202236,376,18650,0.001,10.945577545166016,50.0,-7.882582789999999,,
,,19000,0.04361636623740196,,18850,0.001,11.034025993347168,,,-7.754616649999998,50.0
149,127,19000,,380,,,,50.0,-7.8524929,,
149,128,19200,0.050326426587998865,384,19050,0.001,11.070603828430176,50.0,-7.7255936599999995,,
149,129,19400,0.05354878731071949,388,19250,0.001,11.156710090637207,50.0,-7.654878509999999,,
,,19500,0.05551390297710895,,19350,0.001,11.137993927001952,,,-7.296886150000001,50.0
149,131,19600,0.07019247289746999,392,19450,0.001,11.186885108947754,50.0,-7.6689444600000005,,
149,132,19800,0.043871513716876503,396,19650,0.001,11.277244873046875,50.0,-7.575426060000001,,
,,20000,0.04415814612060785,,19850,0.001,11.247928695678711,,,-7.74591785,50.0
148,134,20000,,400,,,,50.0,-7.565437120000001,,
149,135,20200,0.04927516207098961,404,20050,0.001,11.341355476379395,50.0,-7.416237659999998,,
149,136,20400,0.049540370777249335,408,20250,0.001,11.426934204101563,50.0,-7.3813985,,
,,20500,0.06943636655807495,,20350,0.001,11.465420265197753,,,-7.3962513,50.0
149,138,20600,0.06012470699846745,412,20450,0.001,11.506435089111328,50.0,-7.413259700000001,,
149,139,20800,0.04065825771540403,416,20650,0.001,11.514261131286622,50.0,-7.354127369999999,,
,,21000,0.04462785266339779,,20850,0.001,11.565738716125487,,,-7.13778305,50.0
148,141,21000,,420,,,,50.0,-7.389325209999999,,
149,142,21200,0.05510469295084477,424,21050,0.001,11.6515629196167,50.0,-7.34228174,,
149,143,21400,0.04285827066749334,428,21250,0.001,11.670665740966797,50.0,-7.316821909999998,,
,,21500,0.0457504153996706,,21350,0.001,11.674051628112792,,,-7.365732050000001,50.0
148,145,21600,0.0741155480593443,432,21450,0.001,11.798762931823731,50.0,-7.31623293,,
149,146,21800,0.044120576605200766,436,21650,0.001,11.769405250549317,50.0,-7.33744088,,
,,22000,0.0430233658850193,,21850,0.001,11.89775089263916,,,-7.0557931499999995,50.0
148,147,22000,,440,,,,50.0,-7.26742566,,
149,148,22200,0.05614147365093231,444,22050,0.001,11.878990592956542,50.0,-7.305353780000001,,
149,149,22400,0.04012617863714695,448,22250,0.001,11.986629791259766,50.0,-7.246790000000001,,
,,22500,0.041454411819577215,,22350,0.001,11.948432502746583,,,-6.9103276,50.0
149,151,22600,0.049738281667232515,452,22450,0.001,12.019350700378418,50.0,-7.282289100000001,,
149,152,22800,0.045017802901566026,456,22650,0.001,12.046700325012207,50.0,-7.2241129599999985,,
,,23000,0.045419355034828184,,22850,0.001,12.139689826965332,,,-6.969062549999999,50.0
148,154,23000,,460,,,,50.0,-7.1900156399999995,,
149,155,23200,0.04605514418333769,464,23050,0.001,12.166731033325195,50.0,-7.21216964,,
149,156,23400,0.04484863378107548,468,23250,0.001,12.234961547851562,50.0,-7.18269715,,
,,23500,0.04498745020478964,,23350,0.001,12.300936508178712,,,-6.5075974,50.0
148,158,23600,0.04098807256668806,472,23450,0.001,12.308122062683106,50.0,-7.1279239500000005,,
149,159,23800,0.054442150443792345,476,23650,0.001,12.3543111038208,50.0,-7.098177939999999,,
,,24000,0.04141795746982098,,23850,0.001,12.356616401672364,,,-6.6680641000000005,50.0
148,161,24000,,480,,,,50.0,-7.04431847,,
148,162,24200,0.04355381205677986,484,24050,0.001,12.423652801513672,50.0,-7.08891149,,
149,163,24400,0.0425491402298212,488,24250,0.001,12.493939323425293,50.0,-6.975826850000001,,
,,24500,0.042064066156744954,,24350,0.001,12.533919105529785,,,-6.944897999999999,50.0
148,165,24600,0.04122297234833241,492,24450,0.001,12.555608825683594,50.0,-6.974327140000001,,
149,166,24800,0.047514569163322445,496,24650,0.001,12.617321929931641,50.0,-7.141156460000001,,
,,25000,0.0783692316710949,,24850,0.001,12.636263542175293,,,-7.10712925,50.0
148,168,25000,,500,,,,50.0,-7.110210060000002,,
149,169,25200,0.08159760668873788,504,25050,0.001,12.744658546447754,50.0,-7.127804650000002,,
149,170,25400,0.040554485395550725,508,25250,0.001,12.797398986816406,50.0,-7.13134493,,
,,25500,0.04005149360746145,,25350,0.001,12.775681915283203,,,-6.8217772,50.0
148,171,25600,0.04215692427009344,512,25450,0.001,12.830935592651366,50.0,-7.14875487,,
149,172,25800,0.04991003070026636,516,25650,0.001,12.910555992126465,50.0,-7.2557141000000005,,
,,26000,0.04536841597408056,,25850,0.001,12.910679359436035,,,-7.295670649999998,50.0
148,174,26000,,520,,,,50.0,-7.279028339999999,,
148,175,26200,0.048466765806078914,524,26050,0.001,12.989204139709473,50.0,-7.35256014,,
149,177,26400,0.041352541893720625,528,26250,0.001,12.998615913391113,50.0,-7.338015499999999,,
,,26500,0.06692596480250358,,26350,0.001,13.056963119506836,,,-6.869167300000001,50.0
148,178,26600,0.04668678179383278,532,26450,0.001,13.106373023986816,50.0,-7.33655157,,
148,180,26800,0.05447870083153248,536,26650,0.001,13.204985313415527,50.0,-7.31728792,,
,,27000,0.053592432886362076,,26850,0.001,13.162476577758788,,,-6.069774949999999,50.0
148,181,27000,,540,,,,50.0,-7.2494611099999995,,
148,183,27200,0.04418543830513954,544,27050,0.001,13.218940238952637,50.0,-7.161719989999999,,
148,184,27400,0.05005844213068485,548,27250,0.001,13.293861389160156,50.0,-7.149435990000001,,
,,27500,0.04030008763074875,,27350,0.001,13.296414337158204,,,-6.439988100000001,50.0
148,186,27600,0.04937463089823723,552,27450,0.001,13.298648223876953,50.0,-7.077603859999999,,
148,187,27800,0.04265266127884388,556,27650,0.001,13.399349784851074,50.0,-7.017094849999999,,
,,28000,0.05685937542468309,,27850,0.001,13.452362365722657,,,-6.5897857,50.0
148,189,28000,,560,,,,50.0,-7.014051990000001,,
148,190,28200,0.049633042998611925,564,28050,0.001,13.492657165527344,50.0,-6.913466089999999,,
148,191,28400,0.04188497826457024,568,28250,0.001,13.498420372009278,50.0,-6.940378659999999,,
,,28500,0.040586606748402115,,28350,0.001,13.515257720947266,,,-6.3514689,50.0
148,193,28600,0.042214142046868804,572,28450,0.001,13.57858657836914,50.0,-6.941112980000001,,
148,194,28800,0.04286242343485355,576,28650,0.001,13.610518531799316,50.0,-6.938833360000001,,
,,29000,0.042586212903261186,,28850,0.001,13.630533981323243,,,-6.20439265,50.0
147,196,29000,,580,,,,50.0,-6.9483779299999995,,
148,197,29200,0.04861835971474648,584,29050,0.001,13.656447067260743,50.0,-6.92764182,,
148,198,29400,0.04485876969993115,588,29250,0.001,13.755131759643554,50.0,-6.895709890000001,,
,,29500,0.04382394935935736,,29350,0.001,13.787815856933594,,,-5.9236728,50.0
147,200,29600,0.04881841920316219,592,29450,0.001,13.730711288452149,50.0,-6.799969280000002,,
148,201,29800,0.045080582574009896,596,29650,0.001,13.812368545532227,50.0,-6.69757744,,
,,30000,0.04190111588686705,,29850,0.001,13.841323928833008,,,-6.02700825,50.0
147,203,30000,,600,,,,50.0,-6.6430691999999985,,
148,204,30200,0.04717638164758682,604,30050,0.001,13.90638698577881,50.0,-6.65336873,,
148,205,30400,0.04535740111023188,608,30250,0.001,13.95093017578125,50.0,-6.68122619,,
,,30500,0.04594147488474846,,30350,0.001,13.957763862609863,,,-5.87558215,50.0
147,206,30600,0.051256647855043413,612,30450,0.001,14.030805587768555,50.0,-6.661974219999999,,
148,207,30800,0.07464634627103806,616,30650,0.001,14.04134952545166,50.0,-6.55658308,,
,,31000,0.056527900733053686,,30850,0.001,14.079602279663085,,,-6.3382265,50.0
147,209,31000,,620,,,,50.0,-6.4579174199999985,,
148,210,31200,0.0396087958291173,624,31050,0.001,14.104306488037109,50.0,-6.377624330000001,,
148,211,31400,0.05083639234304428,628,31250,0.001,14.139682807922362,50.0,-6.365184770000001,,
,,31500,0.041901487335562704,,31350,0.001,14.151045799255371,,,-5.702894349999999,50.0
148,213,31600,0.042606775872409346,632,31450,0.001,14.230740242004394,50.0,-6.312660889999998,,
148,214,31800,0.04439039867371321,636,31650,0.001,14.176727752685547,50.0,-6.27611147,,
,,32000,0.04331082098186016,,31850,0.001,14.280148162841797,,,-5.553046,50.0
147,216,32000,,640,,,,50.0,-6.34437697,,
148,217,32200,0.04764095935970545,644,32050,0.001,14.284737358093262,50.0,-6.332782979999999,,
148,218,32400,0.04914302781224251,648,32250,0.001,14.317812004089355,50.0,-6.41194825,,
,,32500,0.060341669097542766,,32350,0.001,14.31906063079834,,,-5.991469,50.0
147,220,32600,0.049570972956717016,652,32450,0.001,14.35805316925049,50.0,-6.330676479999998,,
148,221,32800,0.04433520011603832,656,32650,0.001,14.42747329711914,50.0,-6.376410319999999,,
,,33000,0.06230285190045834,,32850,0.001,14.439848175048828,,,-5.922149200000001,50.0
147,223,33000,,660,,,,50.0,-6.393521540000002,,
148,224,33200,0.047586911991238594,664,33050,0.001,14.487977485656739,50.0,-6.414775119999999,,
148,225,33400,0.04245943777263164,668,33250,0.001,14.485251502990723,50.0,-6.35056395,,
,,33500,0.06325447618961334,,33350,0.001,14.498452186584473,,,-6.00405675,50.0
147,227,33600,0.04734804250299931,672,33450,0.001,14.538499565124512,50.0,-6.36611048,,
148,228,33800,0.04691764973104,676,33650,0.001,14.580962982177734,50.0,-6.3502092900000005,,
,,34000,0.04883247919380665,,33850,0.001,14.619751014709472,,,-6.3530278,50.0
147,229,34000,,680,,,,50.0,-6.332284110000001,,
148,230,34200,0.050830893255770206,684,34050,0.001,14.671466827392578,50.0,-6.34714258,,
148,231,34400,0.05252683833241463,688,34250,0.001,14.697164039611817,50.0,-6.39706613,,
,,34500,0.04584391679614783,,34350,0.001,14.71328369140625,,,-5.8739002,50.0
148,233,34600,0.041043750680983065,692,34450,0.001,14.748714408874513,50.0,-6.39118389,,
148,234,34800,0.044270312413573265,696,34650,0.001,14.733975143432618,50.0,-6.3255722500000005,,
,,35000,0.04671037800610065,,34850,0.001,14.754126930236817,,,-6.5327321,50.0
148,236,35000,,700,,,,50.0,-6.345776719999999,,
148,237,35200,0.04738181918859482,704,35050,0.001,14.791579933166505,50.0,-6.35953535,,
148,238,35400,0.05600363999605179,708,35250,0.001,14.820684356689453,50.0,-6.27174924,,
,,35500,0.05019639573991299,,35350,0.001,14.847646102905273,,,-5.98721655,50.0
148,239,35600,0.044597378969192504,712,35450,0.001,14.924389419555665,50.0,-6.271694719999998,,
148,240,35800,0.052350647598505023,716,35650,0.001,14.915152969360351,50.0,-6.21533668,,
,,36000,0.0703027980029583,,35850,0.001,14.973509941101074,,,-6.0867322,50.0
148,242,36000,,720,,,,50.0,-6.2025466400000004,,
148,243,36200,0.05289569467306137,724,36050,0.001,14.975987243652344,50.0,-6.265092649999999,,
149,244,36400,0.04696225427091122,728,36250,0.001,15.002852058410644,50.0,-6.27518372,,
,,36500,0.058531787693500516,,36350,0.001,15.008903884887696,,,-6.0442999,50.0
148,245,36600,0.045022423043847085,732,36450,0.001,15.092808113098144,50.0,-6.31382456,,
149,246,36800,0.04149230189621449,736,36650,0.001,15.048462028503417,50.0,-6.22200354,,
,,37000,0.05160850040614605,,36850,0.001,15.109492721557617,,,-6.177675550000001,50.0
149,248,37000,,740,,,,50.0,-6.152623950000001,,
149,249,37200,0.043222877494990826,744,37050,0.001,15.137934303283691,50.0,-6.16561317,,
149,250,37400,0.046467455923557284,748,37250,0.001,15.128245887756348,50.0,-6.04489014,,
,,37500,0.04579590205103159,,37350,0.001,15.172626724243164,,,-5.802140499999999,50.0
149,251,37600,0.05018519263714552,752,37450,0.001,15.214955520629882,50.0,-6.05600882,,
149,252,37800,0.09276858046650886,756,37650,0.001,15.257666358947754,50.0,-6.052867760000001,,
,,38000,0.04311001881957054,,37850,0.001,15.24425163269043,,,-5.73936705,50.0
149,254,38000,,760,,,,50.0,-6.04164756,,
149,255,38200,0.04553854063153267,764,38050,0.001,15.286554794311524,50.0,-6.0626617099999995,,
149,256,38400,0.05494679279625416,768,38250,0.001,15.329224510192871,50.0,-6.039518499999999,,
,,38500,0.04906288117170334,,38350,0.001,15.348506622314453,,,-5.62617425,50.0
149,258,38600,0.05568817846477032,772,38450,0.001,15.306517562866212,50.0,-6.01650209,,
149,259,38800,0.07369729712605476,776,38650,0.001,15.370023956298828,50.0,-5.999111280000001,,
,,39000,0.05564734943211078,,38850,0.001,15.392026596069336,,,-5.637232250000001,50.0
149,261,39000,,780,,,,50.0,-5.93524726,,
149,262,39200,0.04553182639181614,784,39050,0.001,15.418225746154786,50.0,-5.84927212,,
149,263,39400,0.0471048241853714,788,39250,0.001,15.508252677917481,50.0,-5.793296909999999,,
,,39500,0.0420265943929553,,39350,0.001,15.458771247863769,,,-5.33676365,50.0
149,264,39600,0.06483200095593929,792,39450,0.001,15.488243675231933,50.0,-5.74276752,,
149,265,39800,0.05017910026013851,796,39650,0.001,15.552151260375977,50.0,-5.711623900000002,,
,,40000,0.052495258785784246,,39850,0.001,15.577954177856446,,,-5.49972685,50.0
149,267,40000,,800,,,,50.0,-5.62288036,,
149,268,40200,0.05204163789749146,804,40050,0.001,15.593213844299317,50.0,-5.5548348999999995,,
149,269,40400,0.04309507455676794,808,40250,0.001,15.629500274658204,50.0,-5.6115173,,
,,40500,0.044952601455152036,,40350,0.001,15.633362617492676,,,-5.51273795,50.0
149,271,40600,0.04715762279927731,812,40450,0.001,15.619240455627441,50.0,-5.558501770000001,,
149,272,40800,0.04933682985603809,816,40650,0.001,15.681567993164062,50.0,-5.547131279999999,,
,,41000,0.04641931477934122,,40850,0.001,15.716945571899414,,,-5.6954106,50.0
149,274,41000,,820,,,,50.0,-5.523826020000001,,
149,275,41200,0.05836565125733614,824,41050,0.001,15.755423698425293,50.0,-5.447725709999999,,
149,276,41400,0.05215919807553291,828,41250,0.001,15.78503662109375,50.0,-5.38760347,,
,,41500,0.046092189028859136,,41350,0.001,15.765452995300294,,,-5.34050575,50.0
149,278,41600,0.05071760408580303,832,41450,0.001,15.80387107849121,50.0,-5.329955380000001,,
149,279,41800,0.04616987753659487,836,41650,0.001,15.80872932434082,50.0,-5.41737933,,
,,42000,0.05002600610256195,,41850,0.001,15.863205490112305,,,-5.34593945,50.0
149,280,42000,,840,,,,50.0,-5.42115551,,
149,281,42200,0.04858513623476028,844,42050,0.001,15.882569465637207,50.0,-5.434883699999998,,
149,283,42400,0.05628781121224165,848,42250,0.001,15.87060089111328,50.0,-5.422624099999999,,
,,42500,0.06803290456533433,,42350,0.001,15.940832481384277,,,-5.4221851999999995,50.0
149,284,42600,0.048574639186263084,852,42450,0.001,15.948274765014649,50.0,-5.423826429999999,,
149,285,42800,0.05128747515380382,856,42650,0.001,15.997881927490234,50.0,-5.369655970000001,,
,,43000,0.04962308712303638,,42850,0.001,16.03123336791992,,,-5.394224200000001,50.0
149,287,43000,,860,,,,50.0,-5.295418980000001,,
149,288,43200,0.052595608979463575,864,43050,0.001,16.018899307250976,50.0,-5.2815422399999985,,
149,289,43400,0.0604002620279789,868,43250,0.001,16.040062141418456,50.0,-5.310317900000001,,
,,43500,0.12102715387940406,,43350,0.001,16.067091064453123,,,-5.8431385,50.0
149,291,43600,0.053597383201122284,872,43450,0.001,16.08292427062988,50.0,-5.2608730900000005,,
149,292,43800,0.05564970254898071,876,43650,0.001,16.1017724609375,50.0,-5.26237428,,
,,44000,0.047927846759557725,,43850,0.001,16.169246406555175,,,-5.4410853,50.0
149,293,44000,,880,,,,50.0,-5.226932359999999,,
149,294,44200,0.06345796190202237,884,44050,0.001,16.154865074157716,50.0,-5.22463492,,
150,295,44400,0.0505103949084878,888,44250,0.001,16.211865272521973,50.0,-5.254802139999999,,
,,44500,0.04677200619131327,,44350,0.001,16.233793563842774,,,-5.3953785000000005,50.0
149,297,44600,0.06193511046469211,892,44450,0.001,16.232421493530275,50.0,-5.27666218,,
149,298,44800,0.053484808430075644,896,44650,0.001,16.273750953674316,50.0,-5.260948780000001,,
,,45000,0.05032837115228176,,44850,0.001,16.260035820007325,,,-5.4559131500000015,50.0
149,300,45000,,900,,,,50.0,-5.29826691,,
149,301,45200,0.054048941135406495,904,45050,0.001,16.311820907592775,50.0,-5.274082309999999,,
150,302,45400,0.0452464984357357,908,45250,0.001,16.332982482910158,50.0,-5.2219339300000005,,
