time/total_timesteps,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
1294,18,248,68,5.15,4.166940360000001,0.0003,-6.993232727050781,1193,8.53907585144043,-21.12052345275879,0.6990981101989746,,
1320,19,252,68,5.25,4.30365403,0.0003,-7.12597131729126,1219,8.726728439331055,-19.92479705810547,0.6936941146850586,,
1343,19,256,68,5.27,4.32976698,0.0003,-7.320556640625,1242,7.860781192779541,-19.396915435791016,0.6889543533325195,,
1359,19,260,68,5.18,4.26917464,0.0003,-7.406058311462402,1258,8.685700416564941,-19.39415740966797,0.6856743693351746,,
1382,20,264,68,5.18,4.23817972,0.0003,-7.547529220581055,1281,8.53958511352539,-20.134517669677734,0.680988073348999,,
1402,20,268,68,5.16,4.2329896300000005,0.0003,-7.556050777435303,1301,8.928123474121094,-19.393220901489258,0.6769433617591858,,
1419,20,272,68,5.15,4.236717690000001,0.0003,-7.777898788452148,1318,11.223960876464844,-19.446815490722656,0.6735349893569946,,
1440,21,276,68,5.14,4.26522423,0.0003,-7.835127353668213,1339,13.09843635559082,-20.173912048339844,0.6693370342254639,,
1461,21,280,68,5.08,4.217533840000001,0.0003,-7.982842922210693,1360,7.513510704040527,-19.229047775268555,0.6651654839515686,,
1486,21,284,68,5.13,4.23421654,0.0003,-8.08093547821045,1385,9.10844612121582,-19.176267623901367,0.6602478623390198,,
1502,21,288,68,5.13,4.2643987,0.0003,-8.202414512634277,1401,9.036375045776367,-18.80557632446289,0.6571186184883118,,
1520,22,292,68,5.09,4.206893249999999,0.0003,-8.242502212524414,1419,7.38760232925415,-19.244081497192383,0.6536197662353516,,
1537,22,296,68,5.08,4.19536857,0.0003,-8.391321182250977,1436,9.359514236450195,-18.94664764404297,0.6503385305404663,,
1559,22,300,68,5.14,4.25880429,0.0003,-8.447662353515625,1458,10.214165687561035,-18.94367218017578,0.64612877368927,,
1582,23,304,68,5.18,4.33155836,0.0003,-8.544979095458984,1481,11.983650207519531,-17.905746459960938,0.6417574286460876,,
1607,23,308,68,5.22,4.40214527,0.0003,-8.64511489868164,1506,11.821943283081055,-19.686372756958008,0.6370486617088318,,
1622,23,312,68,5.15,4.3456973,0.0003,-8.671773910522461,1521,10.86361026763916,-18.362285614013672,0.6342465877532959,,
1643,24,316,68,5.09,4.276217239999999,0.0003,-8.904560089111328,1542,10.757129669189453,-18.52784538269043,0.6303502321243286,,
1658,24,320,68,5.07,4.249553120000001,0.0003,-8.923809051513672,1557,13.818740844726562,-19.280471801757812,0.6275720596313477,,
1678,24,324,68,5.01,4.2409989,0.0003,-9.088086128234863,1577,13.434027671813965,-17.97067642211914,0.6238930821418762,,
1702,24,328,68,5.03,4.2561131,0.0003,-9.087846755981445,1601,8.918386459350586,-19.14739227294922,0.6195118427276611,,
1727,25,332,68,5.11,4.33301062,0.0003,-9.2615327835083,1626,12.867735862731934,-18.399484634399414,0.6150003671646118,,
1758,25,336,68,5.23,4.42093343,0.0003,-9.471826553344727,1657,8.914443016052246,-17.821123123168945,0.6094527840614319,,
1778,26,340,68,5.24,4.39452806,0.0003,-9.470464706420898,1677,8.848416328430176,-17.78629493713379,0.6059039235115051,,
1804,26,344,68,5.27,4.45086225,0.0003,-9.415454864501953,1703,16.520309448242188,-18.625957489013672,0.6013305187225342,,
1824,26,348,68,5.3,4.43983579,0.0003,-9.515046119689941,1723,12.43270206451416,-17.761577606201172,0.5978642702102661,,
1846,27,352,68,5.26,4.351487580000001,0.0003,-9.815085411071777,1745,10.87796401977539,-17.494808197021484,0.5940873026847839,,
1863,27,356,67,5.2,4.2857074399999995,0.0003,-9.76600456237793,1762,13.776771545410156,-17.479150772094727,0.591174840927124,,
1879,27,360,67,5.2,4.26053613,0.0003,-9.965363502502441,1778,11.986373901367188,-16.903446197509766,0.5884501934051514,,
1897,27,364,67,5.15,4.205727240000001,0.0003,-9.868162155151367,1796,12.681928634643555,-17.213932037353516,0.5854106545448303,,
1914,28,368,67,5.12,4.18258789,0.0003,-10.103767395019531,1813,17.255464553833008,-17.221128463745117,0.5825647115707397,,
1940,28,372,67,5.21,4.27460334,0.0003,-10.3558988571167,1839,11.308389663696289,-16.593807220458984,0.5782076120376587,,
1961,28,376,67,5.21,4.20542808,0.0003,-10.423181533813477,1860,9.378643035888672,-16.344989776611328,0.5746908187866211,,
1977,29,380,67,5.16,4.13887104,0.0003,-10.50753116607666,1876,8.778244972229004,-16.146770477294922,0.5720170140266418,,
1997,29,384,68,5.11,4.110832240000001,0.0003,-10.648441314697266,1896,13.200529098510742,-15.805641174316406,0.5686995387077332,,
2013,29,388,68,5.11,4.08819889,0.0003,-10.769617080688477,1912,12.362930297851562,-16.097267150878906,0.566049337387085,,
2041,30,392,67,5.21,4.16895532,0.0003,-10.86304759979248,1940,11.143321990966797,-17.109634399414062,0.5614382028579712,,
2063,30,396,68,5.26,4.20953486,0.0003,-10.829046249389648,1962,9.43969440460205,-16.323070526123047,0.5578513741493225,,
2080,30,400,68,5.21,4.169929159999999,0.0003,-10.709054946899414,1979,12.354758262634277,-17.941390991210938,0.555111825466156,,
2101,30,404,68,5.19,4.1319955,0.0003,-10.777975082397461,2000,13.856461524963379,-16.674461364746094,0.5517600774765015,,
2125,31,408,68,5.18,4.0379112600000004,0.0003,-11.189064025878906,2024,9.413004875183105,-15.217948913574219,0.547967791557312,,
2144,31,412,68,5.22,4.042755110000001,0.0003,-10.983774185180664,2043,10.150887489318848,-16.531803131103516,0.5449987649917603,,
2158,31,416,68,5.15,3.9864155300000004,0.0003,-11.330028533935547,2057,9.364213943481445,-17.155574798583984,0.5428277850151062,,
2186,32,420,68,5.28,4.0628172000000005,0.0003,-11.459040641784668,2085,11.553056716918945,-15.055583000183105,0.538489043712616,,
2204,32,424,68,5.26,4.01874591,0.0003,-11.518610000610352,2103,11.979729652404785,-15.226102828979492,0.5357034206390381,,
2223,32,428,68,5.21,3.9661607099999996,0.0003,-11.489907264709473,2122,12.504444122314453,-15.22599983215332,0.5327892303466797,,
2243,32,432,67,5.16,3.9145868600000004,0.0003,-11.529102325439453,2142,8.664657592773438,-14.820662498474121,0.5297307372093201,,
2263,33,436,68,5.05,3.82550161,0.0003,-11.453587532043457,2162,11.758646011352539,-15.890552520751953,0.526723325252533,,
2281,33,440,68,5.03,3.8348290199999995,0.0003,-11.615517616271973,2180,10.611275672912598,-14.620960235595703,0.5240356922149658,,
2300,33,444,68,4.96,3.7775219899999994,0.0003,-12.158754348754883,2199,7.69821310043335,-14.116003036499023,0.521218478679657,,
2319,34,448,68,4.95,3.7957850799999995,0.0003,-12.186127662658691,2218,10.875832557678223,-13.651616096496582,0.5183854103088379,,
2341,34,452,67,4.95,3.8008775399999997,0.0003,-12.274967193603516,2240,15.233882904052734,-13.883207321166992,0.5150899291038513,,
2363,34,456,67,5.0,3.8415855899999998,0.0003,-12.261866569519043,2262,9.9932861328125,-14.910569190979004,0.5117948651313782,,
2389,35,460,67,5.1,3.89695182,0.0003,-12.270271301269531,2288,8.634880065917969,-15.363543510437012,0.5079510807991028,,
2408,35,464,67,5.11,3.9035578500000003,0.0003,-12.305933952331543,2307,10.633350372314453,-15.119943618774414,0.5051758885383606,,
2424,35,468,67,5.1,3.886798109999999,0.0003,-12.299810409545898,2323,9.320012092590332,-15.723876953125,0.5028654336929321,,
2449,36,472,67,5.09,3.8225907700000006,0.0003,-12.415026664733887,2348,11.967689514160156,-15.771184921264648,0.49929365515708923,,
2468,36,476,67,5.07,3.7911805700000003,0.0003,-12.518610000610352,2367,10.645523071289062,-15.269962310791016,0.49659648537635803,,
2493,36,480,67,5.16,3.87807277,0.0003,-12.722929000854492,2392,8.792166709899902,-15.883015632629395,0.49307188391685486,,
2516,37,484,67,5.19,3.9191342899999997,0.0003,-12.90725040435791,2415,6.614792346954346,-14.387162208557129,0.4898541569709778,,
2540,37,488,67,5.27,3.9897536600000008,0.0003,-12.95403003692627,2439,10.744477272033691,-14.142329216003418,0.48653048276901245,,
2560,37,492,67,5.19,3.9113169000000005,0.0003,-12.846976280212402,2459,9.27688980102539,-14.947368621826172,0.4837912917137146,,
2577,37,496,67,5.14,3.8612265199999998,0.0003,-13.129509925842285,2476,7.4309163093566895,-14.674416542053223,0.48146870732307434,,
2601,38,500,67,5.21,3.89607302,0.0003,-13.27027702331543,2500,8.594765663146973,-14.20716667175293,0.47817254066467285,,
2621,38,504,67,5.2,3.8795620700000004,0.0003,-13.550329208374023,2520,6.573935508728027,-13.512275695800781,0.4754222631454468,,
2647,39,508,67,5.22,3.9479229500000006,0.0003,-13.550046920776367,2546,9.01927661895752,-13.654560089111328,0.4718230366706848,,
2668,39,512,67,5.24,3.9672568200000002,0.0003,-14.013669967651367,2567,8.246721267700195,-13.884775161743164,0.468923956155777,,
2699,39,516,67,5.41,4.067999229999999,0.0003,-14.233743667602539,2598,6.715082168579102,-13.850523948669434,0.464661180973053,,
2715,40,520,67,5.29,3.9923010899999998,0.0003,-14.270535469055176,2614,5.6442999839782715,-13.044408798217773,0.46246930956840515,,
2739,40,524,67,5.35,4.01155387,0.0003,-14.539072036743164,2638,5.579082012176514,-12.905997276306152,0.4591987133026123,,
2765,40,528,67,5.42,4.06078287,0.0003,-14.628839492797852,2664,6.982824325561523,-13.598247528076172,0.4556640088558197,,
2792,41,532,67,5.49,4.12838781,0.0003,-15.041282653808594,2691,6.700644016265869,-13.487160682678223,0.45199811458587646,,
2813,41,536,67,5.5,4.13260682,0.0003,-14.864649772644043,2712,10.19827651977539,-13.456499099731445,0.4491572082042694,,
2838,42,540,67,5.57,4.19868167,0.0003,-15.18826675415039,2737,5.312017917633057,-12.506234169006348,0.4457933008670807,,
2857,42,544,67,5.57,4.20098659,0.0003,-15.169628143310547,2756,6.846958160400391,-13.402637481689453,0.4432651996612549,,
2878,42,548,67,5.59,4.20909537,0.0003,-14.971805572509766,2777,7.142184257507324,-13.781346321105957,0.4404919445514679,,
2893,42,552,67,5.52,4.149203150000001,0.0003,-15.192113876342773,2792,6.754211902618408,-12.8954439163208,0.43853068351745605,,
2913,43,556,67,5.5,4.09413818,0.0003,-15.20698070526123,2812,7.089962005615234,-13.23073673248291,0.4359439015388489,,
2929,43,560,67,5.4,4.03520265,0.0003,-15.211246490478516,2828,7.24691104888916,-13.700454711914062,0.4338992238044739,,
2949,43,564,67,5.41,4.044707649999999,0.0003,-14.960850715637207,2848,4.419198036193848,-12.365801811218262,0.43139180541038513,,
2970,44,568,67,5.46,4.0849776900000005,0.0003,-14.59566879272461,2869,6.883479118347168,-12.953939437866211,0.42882195115089417,,
2988,44,572,67,5.39,4.04764315,0.0003,-14.49494743347168,2887,6.151556015014648,-13.521703720092773,0.4266601800918579,,
3008,44,576,67,5.4,4.06014035,0.0003,-14.663923263549805,2907,6.6441569328308105,-12.799873352050781,0.42427968978881836,,
3028,44,580,67,5.35,3.97792783,0.0003,-15.526775360107422,2927,5.895563125610352,-12.307439804077148,0.4219091534614563,,
3050,45,584,67,5.34,3.9442530300000005,0.0003,-15.737150192260742,2949,4.737237930297852,-12.032776832580566,0.4192805290222168,,
3070,45,588,67,5.3,3.91556751,0.0003,-15.848973274230957,2969,5.4989013671875,-11.163721084594727,0.41687238216400146,,
3088,45,592,67,5.28,3.9150737500000004,0.0003,-16.16457748413086,2987,5.733377933502197,-12.255657196044922,0.4146973192691803,,
3103,45,596,67,5.26,3.8961367500000006,0.0003,-16.24688720703125,3002,4.280698299407959,-12.091100692749023,0.41286954283714294,,
3118,46,600,67,5.17,3.82863982,0.0003,-16.768386840820312,3017,3.619128465652466,-11.383821487426758,0.4110371768474579,,
3139,46,604,67,5.18,3.85690985,0.0003,-16.846248626708984,3038,4.355052471160889,-11.658891677856445,0.40845414996147156,,
3162,46,608,67,5.15,3.8164797,0.0003,-16.98746109008789,3061,3.509225606918335,-10.914655685424805,0.405615895986557,,
3179,47,612,67,5.11,3.79178578,0.0003,-17.17572021484375,3078,4.455014228820801,-12.069204330444336,0.40352705121040344,,
3194,47,616,67,4.95,3.7018190899999994,0.0003,-16.98261070251465,3093,5.590996742248535,-12.23790454864502,0.4017007350921631,,
3215,47,620,67,5.0,3.71228271,0.0003,-17.14734649658203,3114,5.543576717376709,-11.88393783569336,0.3991626799106598,,
3233,47,624,67,4.94,3.712892830000001,0.0003,-17.336063385009766,3132,3.8533928394317627,-10.859711647033691,0.39699792861938477,,
3251,48,628,67,4.86,3.68926454,0.0003,-17.422622680664062,3150,4.070802688598633,-12.327600479125977,0.39484432339668274,,
3274,48,632,67,4.82,3.67073432,0.0003,-17.6009521484375,3173,2.7225289344787598,-9.881874084472656,0.39210793375968933,,
3294,48,636,67,4.81,3.68383477,0.0003,-17.306453704833984,3193,4.660449981689453,-12.541289329528809,0.3897585868835449,,
3320,49,640,67,4.82,3.7116713600000004,0.0003,-17.621562957763672,3219,3.1872668266296387,-10.175470352172852,0.3867460787296295,,
3344,49,644,67,4.87,3.72749234,0.0003,-17.30364227294922,3243,2.9547839164733887,-11.788366317749023,0.38401952385902405,,
3367,49,648,67,4.89,3.7664754000000005,0.0003,-17.093463897705078,3266,3.6395347118377686,-11.146185874938965,0.381454199552536,,
3391,50,652,67,4.98,3.8836780100000006,0.0003,-16.045013427734375,3290,3.4890031814575195,-12.726821899414062,0.3788978159427643,,
3407,50,656,67,4.94,3.8960347499999997,0.0003,-15.780496597290039,3306,3.8080763816833496,-12.14946174621582,0.37726134061813354,,
3434,50,660,67,5.05,4.00145752,0.0003,-16.903751373291016,3333,3.4447836875915527,-12.149988174438477,0.37449178099632263,,
3461,51,664,67,5.12,4.07067899,0.0003,-16.95711898803711,3360,3.8281264305114746,-11.923215866088867,0.3717079758644104,,
3480,51,668,67,5.1,4.070321420000001,0.0003,-17.264188766479492,3379,3.810499668121338,-11.546899795532227,0.36973997950553894,,
3510,52,672,67,5.22,4.24347505,0.0003,-17.528888702392578,3409,3.042027473449707,-11.116992950439453,0.3666214644908905,,
3529,52,676,67,5.21,4.24716858,0.0003,-17.716794967651367,3428,2.9122419357299805,-11.15205192565918,0.36464986205101013,,
3556,52,680,67,5.28,4.277450310000001,0.0003,-17.93524932861328,3455,2.855839252471924,-10.587919235229492,0.36186179518699646,,
3573,53,684,67,5.23,4.24173924,0.0003,-18.01517105102539,3472,3.337754249572754,-10.651413917541504,0.3601222634315491,,
3595,53,688,67,5.25,4.27157294,0.0003,-17.567264556884766,3494,4.887905120849609,-10.88064956665039,0.3578628599643707,,
3617,53,692,67,5.29,4.27147868,0.0003,-18.232635498046875,3516,3.345712900161743,-10.564583778381348,0.35560259222984314,,
3633,53,696,67,5.3,4.28661228,0.0003,-18.520605087280273,3532,4.640172958374023,-10.787467956542969,0.35395264625549316,,
3654,54,700,67,5.36,4.3026032700000005,0.0003,-18.566234588623047,3553,2.4609174728393555,-10.633312225341797,0.35177189111709595,,
3673,54,704,67,5.34,4.2621937,0.0003,-18.5251522064209,3572,2.2411136627197266,-10.119803428649902,0.34979790449142456,,
3690,54,708,67,5.28,4.2327286399999995,0.0003,-18.684429168701172,3589,2.3965868949890137,-9.911500930786133,0.34804582595825195,,
3709,55,712,67,5.3,4.21423405,0.0003,-18.8431453704834,3608,3.4505717754364014,-10.70993709564209,0.3461056649684906,,
3742,55,716,67,5.48,4.347997779999999,0.0003,-18.937454223632812,3641,3.1123476028442383,-10.522890090942383,0.34277981519699097,,
3765,55,720,67,5.5,4.4351468999999994,0.0003,-19.160886764526367,3664,3.0006103515625,-10.27956771850586,0.34047743678092957,,
3782,56,724,67,5.49,4.39915568,0.0003,-19.648784637451172,3681,2.6725873947143555,-9.624128341674805,0.33878299593925476,,
3798,56,728,67,5.47,4.3607719,0.0003,-19.569490432739258,3697,2.546210289001465,-9.867382049560547,0.3371845781803131,,
3814,56,732,67,5.4,4.286801219999999,0.0003,-19.692699432373047,3713,2.545228958129883,-10.080514907836914,0.33558201789855957,,
3835,56,736,67,5.41,4.3095330999999995,0.0003,-19.70242691040039,3734,2.6552157402038574,-10.045144081115723,0.33348339796066284,,
3858,57,740,67,5.38,4.234203449999999,0.0003,-20.523399353027344,3757,1.9299170970916748,-9.12191390991211,0.33119997382164,,
3880,57,744,67,5.36,4.2105462,0.0003,-20.458629608154297,3779,2.0884835720062256,-9.570812225341797,0.3290177583694458,,
3902,57,748,67,5.35,4.21272453,0.0003,-20.745983123779297,3801,2.141665458679199,-10.069806098937988,0.32683974504470825,,
3926,58,752,67,5.35,4.18687263,0.0003,-20.761104583740234,3825,2.580286979675293,-9.811607360839844,0.3244716227054596,,
3944,58,756,67,5.37,4.216501640000001,0.0003,-20.778091430664062,3843,2.64143705368042,-8.608999252319336,0.322710245847702,,
3970,58,760,67,5.36,4.23587089,0.0003,-21.326976776123047,3869,2.180522918701172,-9.396767616271973,0.32017654180526733,,
3986,59,764,67,5.25,4.1375503500000015,0.0003,-21.128177642822266,3885,1.9625731706619263,-9.196910858154297,0.31861549615859985,,
4006,59,768,67,5.26,4.14561088,0.0003,-21.567455291748047,3905,1.4632618427276611,-8.953829765319824,0.3166772127151489,,
4026,59,772,67,5.16,4.00509343,0.0003,-21.78762435913086,3925,2.3229472637176514,-9.402799606323242,0.3147464990615845,,
4043,60,776,67,5.14,4.02063575,0.0003,-21.81443214416504,3942,2.3875672817230225,-9.88067626953125,0.3131043612957001,,
4060,60,780,67,5.04,3.9958601399999996,0.0003,-22.022768020629883,3959,1.8891208171844482,-8.907308578491211,0.31146448850631714,,
4077,60,784,67,5.04,4.00194398,0.0003,-21.837478637695312,3976,2.1338062286376953,-9.827863693237305,0.30983108282089233,,
4098,60,788,67,5.03,3.9987495099999997,0.0003,-21.82828140258789,3997,2.095641613006592,-8.90349292755127,0.3078368902206421,,
4119,61,792,67,5.02,4.03790181,0.0003,-21.422765731811523,4018,1.4965019226074219,-8.916900634765625,0.3058909475803375,,
4138,61,796,67,5.05,4.05639331,0.0003,-21.417421340942383,4037,1.740138053894043,-9.77627182006836,0.30418404936790466,,
4159,61,800,67,5.05,4.11230407,0.0003,-21.656278610229492,4058,1.6897965669631958,-8.741460800170898,0.30231326818466187,,
4175,62,804,67,5.02,4.0995548799999995,0.0003,-21.1384220123291,4074,1.7160813808441162,-9.19615650177002,0.30089762806892395,,
4196,62,808,67,5.06,4.1035385,0.0003,-20.44944953918457,4095,1.9226045608520508,-9.907387733459473,0.2990817725658417,,
4214,62,812,67,5.05,4.132973010000001,0.0003,-20.909639358520508,4113,1.757371187210083,-9.084529876708984,0.29755860567092896,,
4232,62,816,67,4.9,4.02277926,0.0003,-20.659217834472656,4131,1.818495273590088,-10.408503532409668,0.29604053497314453,,
4248,63,820,67,4.83,3.9119080600000005,0.0003,-20.514755249023438,4147,2.2854270935058594,-9.508838653564453,0.294700026512146,,
4275,63,824,67,4.93,4.0136509,0.0003,-21.78786849975586,4174,1.7932391166687012,-8.891471862792969,0.2924287021160126,,
4293,63,828,67,4.95,4.021632080000001,0.0003,-22.02429962158203,4192,1.5599822998046875,-8.782026290893555,0.2909005880355835,,
4311,64,832,67,4.97,4.049488080000001,0.0003,-22.264345169067383,4210,2.1581311225891113,-9.027792930603027,0.2893683910369873,,
4333,64,836,67,4.98,4.03126712,0.0003,-22.199960708618164,4232,1.8378849029541016,-8.4251070022583,0.28749722242355347,,
4355,64,840,67,4.97,4.02945911,0.0003,-22.772369384765625,4254,1.750802993774414,-8.491661071777344,0.28562861680984497,,
4372,64,844,67,4.92,4.01744858,0.0003,-22.696361541748047,4271,1.3418874740600586,-8.942037582397461,0.28418219089508057,,
4388,65,848,67,4.86,3.9502443100000004,0.0003,-22.951732635498047,4287,2.0188515186309814,-8.635150909423828,0.282823383808136,,
4413,65,852,67,4.87,3.9462976800000007,0.0003,-23.432653427124023,4312,1.4097754955291748,-8.298819541931152,0.2807006537914276,,
