train/ent_coef,rollout/ep_rew_mean,time/episodes,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,train/ent_coef_loss,train/n_updates,train/actor_loss,train/critic_loss,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
0.32421955466270447,24.088115129999995,164,0.0003,24.23,72,55,-18.534482955932617,3880,-49.51258850097656,12.683414459228516,3981,,
0.3159343898296356,24.051862349999997,168,0.0003,24.2,73,55,-19.00320816040039,3970,-48.74736785888672,16.448902130126953,4071,,
0.3060091733932495,24.36106622,172,0.0003,24.39,75,55,-19.261837005615234,4081,-49.0802116394043,16.39098358154297,4182,,
0.29538288712501526,25.093145279999998,176,0.0003,24.83,78,55,-20.030099868774414,4204,-47.544883728027344,17.653900146484375,4305,,
0.2854328453540802,25.323201450000003,180,0.0003,25.03,80,55,-19.648536682128906,4323,-49.11318588256836,16.431917190551758,4424,,
0.27848321199417114,25.503285740000003,184,0.0003,25.13,81,55,-20.301288604736328,4409,-46.20785140991211,13.345170021057129,4510,,
0.27145618200302124,25.546688640000006,188,0.0003,25.15,83,55,-20.110010147094727,4498,-48.231903076171875,21.161569595336914,4599,,
0.26447635889053345,24.967532589999998,192,0.0003,24.65,84,55,-21.368627548217773,4589,-45.76934814453125,19.470502853393555,4690,,
0.2553084194660187,25.75176734,196,0.0003,25.14,87,55,-22.09668731689453,4712,-45.704734802246094,18.49273109436035,4813,,
0.24882164597511292,26.005740369999998,200,0.0003,25.32,88,55,-21.960493087768555,4801,-41.51457977294922,9.564529418945312,4902,,
0.24427232146263123,25.484628120000004,204,0.0003,24.83,89,55,-21.874393463134766,4865,-44.69718933105469,20.25002670288086,4966,,
0.24188852310180664,,,0.0003,,,,-22.01714324951172,4899,-48.96630096435547,23.716833114624023,5000,25.2,27.034933448955417
0.23815473914146423,25.29925799,208,0.0003,24.63,92,54,-23.352035522460938,4953,-43.20100784301758,13.853280067443848,5054,,
0.23200367391109467,24.7541444,212,0.0003,24.18,94,54,-23.593748092651367,5043,-43.57899475097656,18.835613250732422,5144,,
0.22634802758693695,24.878951399999995,216,0.0003,24.39,95,54,-23.01620101928711,5128,-44.11029052734375,11.93783950805664,5229,,
0.21946418285369873,24.821539290000004,220,0.0003,24.43,97,54,-23.700544357299805,5234,-41.81525421142578,9.498869895935059,5335,,
0.2146722376346588,24.880316200000003,224,0.0003,24.43,98,54,-23.357967376708984,5310,-41.043792724609375,18.061981201171875,5411,,
0.20913374423980713,24.899485340000002,228,0.0003,24.47,100,54,-24.4293270111084,5400,-42.68762969970703,11.253952026367188,5501,,
0.20340855419635773,25.17215095,232,0.0003,24.67,102,54,-25.661998748779297,5496,-39.86609649658203,18.292438507080078,5597,,
0.19843250513076782,25.143117859999997,236,0.0003,24.65,103,54,-25.160961151123047,5582,-38.95330810546875,19.98614501953125,5683,,
0.19162537157535553,25.606126980000003,240,0.0003,25.04,105,54,-25.358455657958984,5703,-37.67194366455078,21.244903564453125,5804,,
0.18788646161556244,25.377875789999997,244,0.0003,24.87,106,54,-25.257644653320312,5772,-37.181556701660156,8.983779907226562,5873,,
0.18206484615802765,25.562142200000004,248,0.0003,25.08,108,54,-26.129669189453125,5882,-39.287315368652344,21.37887191772461,5983,,
0.17861290276050568,24.44009831,252,0.0003,24.02,109,55,-25.488840103149414,5948,-36.01438522338867,11.670294761657715,6049,,
0.17417621612548828,24.277637730000006,256,0.0003,23.73,111,55,-26.391582489013672,6035,-37.12228012084961,16.597854614257812,6136,,
0.16937175393104553,23.953900739999998,260,0.0003,23.49,113,55,-26.305591583251953,6132,-35.35083770751953,21.888126373291016,6233,,
0.16452984511852264,24.00188189,264,0.0003,23.54,114,55,-26.83887481689453,6234,-34.86138153076172,14.92396068572998,6335,,
0.16005201637744904,24.00083973,268,0.0003,23.61,116,55,-26.908260345458984,6331,-36.51849365234375,15.40388011932373,6432,,
0.15549823641777039,23.880573299999995,272,0.0003,23.51,118,55,-27.58976173400879,6432,-34.84970474243164,8.219222068786621,6533,,
0.15074968338012695,23.564663790000008,276,0.0003,23.37,120,55,-26.735517501831055,6541,-32.42267990112305,14.966087341308594,6642,,
0.14708420634269714,23.342240779999997,280,0.0003,23.05,122,55,-27.500335693359375,6628,-32.89667510986328,18.424270629882812,6729,,
0.14343085885047913,23.309112019999997,284,0.0003,23.08,123,55,-27.63922882080078,6717,-31.555023193359375,16.59846305847168,6818,,
0.14049339294433594,23.155674530000002,288,0.0003,22.93,125,55,-27.677165985107422,6791,-30.98405647277832,13.94622802734375,6892,,
0.13660195469856262,23.125548790000003,292,0.0003,23.0,127,54,-28.96637725830078,6889,-29.361412048339844,14.516557693481445,6990,,
0.1323850154876709,22.591362949999997,296,0.0003,22.86,129,55,-29.478525161743164,6998,-31.66433334350586,21.346805572509766,7099,,
0.12941710650920868,22.49199989,300,0.0003,22.76,130,54,-29.22123146057129,7077,-28.412364959716797,20.16107749938965,7178,,
0.12497854232788086,23.094463309999995,304,0.0003,23.33,132,54,-30.963436126708984,7198,-28.60647964477539,17.656017303466797,7299,,
0.12226520478725433,23.031895409999997,308,0.0003,23.22,134,54,-29.78176498413086,7275,-28.35448455810547,7.303691387176514,7376,,
0.1186622828245163,23.019901419999997,312,0.0003,23.37,136,54,-29.34607696533203,7380,-26.61687469482422,16.203113555908203,7481,,
0.11601550132036209,22.954976689999995,316,0.0003,23.31,137,54,-30.536067962646484,7459,-28.304832458496094,23.796531677246094,7560,,
0.11268511414527893,22.841171290000002,320,0.0003,23.28,139,54,-30.361473083496094,7562,-26.208206176757812,15.33315658569336,7663,,
0.11047215759754181,22.841951259999995,324,0.0003,23.23,140,55,-30.34237289428711,7633,-26.356765747070312,20.65113067626953,7734,,
0.10654612630605698,23.444859399999995,328,0.0003,23.62,142,55,-28.227325439453125,7762,-27.38995361328125,10.391148567199707,7863,,
0.10346177965402603,23.36211687,332,0.0003,23.69,144,55,-30.757383346557617,7865,-22.961528778076172,11.172056198120117,7966,,
0.09988850355148315,23.819788040000002,336,0.0003,24.07,146,55,-29.48971176147461,7989,-25.387413024902344,22.09697914123535,8090,,
0.09788420796394348,23.325527270000002,340,0.0003,23.6,147,55,-30.179702758789062,8063,-24.1358585357666,25.192527770996094,8164,,
0.09512614458799362,23.681010219999997,344,0.0003,23.93,149,55,-30.914031982421875,8165,-25.2769775390625,21.2196044921875,8266,,
0.09167193621397018,23.833416350000004,348,0.0003,24.15,152,55,-30.977523803710938,8297,-25.276155471801758,37.742794036865234,8398,,
0.08892263472080231,24.198273109999995,352,0.0003,24.6,153,55,-30.049514770507812,8408,-22.985633850097656,12.612716674804688,8509,,
0.0864320918917656,24.218621050000003,356,0.0003,24.78,155,55,-31.313779830932617,8513,-25.00707244873047,19.956584930419922,8614,,
0.08480191975831985,24.001381190000004,360,0.0003,24.51,156,55,-27.800521850585938,8583,-20.861373901367188,13.97128677368164,8684,,
0.08278520405292511,23.859790630000003,364,0.0003,24.39,158,55,-28.952880859375,8673,-20.87176513671875,13.545467376708984,8774,,
0.08082710951566696,23.79926867,368,0.0003,24.32,160,55,-27.886459350585938,8763,-22.18667221069336,13.010992050170898,8864,,
0.07890285551548004,23.76249126,372,0.0003,24.22,161,55,-27.620458602905273,8854,-21.51410484313965,12.904650688171387,8955,,
0.07678915560245514,23.71030828,376,0.0003,24.15,163,55,-30.968503952026367,8956,-22.884521484375,11.67171573638916,9057,,
0.07497982680797577,23.58797367,380,0.0003,24.16,165,55,-30.770355224609375,9044,-19.55130386352539,21.753000259399414,9145,,
0.07328101992607117,23.52124558,384,0.0003,24.13,166,55,-28.49567985534668,9130,-21.187034606933594,17.660327911376953,9231,,
0.07187473028898239,23.51360215,388,0.0003,24.12,167,55,-30.217330932617188,9203,-21.52109718322754,6.465777397155762,9304,,
0.0704183280467987,23.455395049999996,392,0.0003,23.94,169,55,-27.846651077270508,9283,-19.688735961914062,5.9788336753845215,9384,,
0.06836707144975662,23.60130325,396,0.0003,24.0,171,55,-28.020675659179688,9398,-20.051727294921875,20.511228561401367,9499,,
0.06616155058145523,23.92597435,400,0.0003,24.44,173,55,-28.376930236816406,9521,-21.140531539916992,20.751140594482422,9622,,
0.06427907198667526,23.73582688,404,0.0003,24.32,175,55,-29.72181510925293,9630,-19.8862247467041,12.169549942016602,9731,,
0.06280454993247986,23.742225939999997,408,0.0003,24.42,176,55,-27.47459602355957,9717,-19.931625366210938,16.091720581054688,9818,,
0.06130114942789078,23.76340755,412,0.0003,24.28,178,55,-29.69571304321289,9808,-18.216508865356445,12.805856704711914,9909,,
0.05986980348825455,,,0.0003,,,,-26.318904876708984,9899,-20.95768165588379,13.645776748657227,10000,27.5,26.25211565811187
0.059839408844709396,23.853220169999997,416,0.0003,24.42,182,54,-29.63930892944336,9901,-19.216312408447266,9.569536209106445,10002,,
0.058020513504743576,23.79621685,420,0.0003,24.57,184,54,-28.32099151611328,10019,-19.92802619934082,11.175338745117188,10120,,
0.056693725287914276,23.808475449999996,424,0.0003,24.74,185,54,-30.726604461669922,10107,-18.045581817626953,7.385838508605957,10208,,
0.05494985356926918,23.32163408,428,0.0003,24.6,188,54,-28.941967010498047,10222,-19.206954956054688,8.622159957885742,10323,,
0.052997034043073654,23.669074469999995,432,0.0003,24.94,190,54,-27.71442413330078,10359,-18.839645385742188,10.080821990966797,10460,,
0.05188329890370369,23.152462479999993,436,0.0003,24.52,192,54,-30.30596351623535,10441,-17.253271102905273,6.557085990905762,10542,,
0.05055583640933037,23.40849774,440,0.0003,24.78,193,54,-27.806900024414062,10541,-18.000621795654297,7.455949783325195,10642,,
0.049659427255392075,23.00941391,444,0.0003,24.44,195,54,-30.01751708984375,10609,-16.080387115478516,8.304929733276367,10710,,
0.04884371533989906,22.453360529999994,448,0.0003,23.74,196,54,-29.21525001525879,10671,-18.714412689208984,7.8915815353393555,10772,,
0.04784472659230232,22.20412322,452,0.0003,23.4,197,54,-28.285465240478516,10748,-18.813400268554688,6.232192039489746,10849,,
0.04696904122829437,22.010109189999998,456,0.0003,23.05,199,54,-28.526063919067383,10818,-17.36040687561035,3.9425852298736572,10919,,
0.045226290822029114,22.774132910000002,460,0.0003,23.85,201,54,-27.014812469482422,10968,-18.15371322631836,5.987268447875977,11069,,
0.04416254535317421,22.730177119999997,464,0.0003,23.91,203,54,-26.2603759765625,11064,-17.665712356567383,5.64903450012207,11165,,
0.04307587072253227,22.893621579999994,468,0.0003,24.03,205,54,-25.99241828918457,11166,-16.990341186523438,6.409153938293457,11267,,
0.041899655014276505,23.20681345,472,0.0003,24.24,207,54,-22.89114761352539,11278,-16.41661262512207,3.8779757022857666,11379,,
0.04102425277233124,23.013365989999997,476,0.0003,24.07,208,54,-24.41115951538086,11363,-16.656326293945312,4.8951735496521,11464,,
0.04015878215432167,23.10580262000001,480,0.0003,24.05,210,54,-27.49741554260254,11449,-17.372535705566406,6.374312877655029,11550,,
0.03910452872514725,23.332919710000002,484,0.0003,24.22,211,54,-23.667755126953125,11552,-19.573314666748047,5.95013427734375,11653,,
0.03825760260224342,23.41861828,488,0.0003,24.36,213,55,-25.52188491821289,11639,-17.006725311279297,6.211601257324219,11740,,
0.03730861470103264,23.61504469,492,0.0003,24.56,215,55,-24.956520080566406,11739,-18.30221939086914,4.740845680236816,11840,,
0.03646796569228172,23.441988149999993,496,0.0003,24.31,216,55,-25.414077758789062,11829,-16.699180603027344,4.885304927825928,11930,,
0.03568851947784424,23.02729193,500,0.0003,23.94,218,55,-27.16244125366211,11915,-17.6770076751709,2.8532392978668213,12016,,
0.03465109318494797,23.13349162,504,0.0003,24.04,220,55,-25.485027313232422,12034,-16.22262954711914,3.6838419437408447,12135,,
0.033943913877010345,23.077055809999997,508,0.0003,24.0,221,55,-27.13805389404297,12117,-16.8361759185791,2.6209311485290527,12218,,
0.03317995369434357,23.098780789999996,512,0.0003,24.02,223,55,-23.425729751586914,12210,-17.903106689453125,3.2909934520721436,12311,,
0.03227008134126663,23.590599400000002,516,0.0003,24.28,225,55,-25.915311813354492,12329,-16.46034812927246,2.120105743408203,12430,,
0.03160771355032921,23.537286510000005,520,0.0003,23.97,227,55,-18.916664123535156,12416,-17.231359481811523,3.255931854248047,12517,,
0.03105301782488823,23.60695918,524,0.0003,23.83,228,55,-22.76810646057129,12490,-17.943683624267578,4.744683265686035,12591,,
0.030367642641067505,23.5964725,528,0.0003,23.59,229,55,-25.260570526123047,12581,-17.74285125732422,4.477985382080078,12682,,
0.029490001499652863,23.765881820000004,532,0.0003,23.44,231,55,-23.730506896972656,12703,-17.306262969970703,2.282474994659424,12804,,
0.028651488944888115,24.29158355,536,0.0003,23.81,234,55,-24.978485107421875,12822,-17.362934112548828,2.117593288421631,12923,,
0.02799108251929283,24.39283262,540,0.0003,23.82,235,55,-20.473861694335938,12923,-17.56507110595703,4.135329723358154,13024,,
0.027375180274248123,24.769641360000005,544,0.0003,24.09,237,55,-20.17800521850586,13018,-15.463010787963867,2.966224193572998,13119,,
0.02671602927148342,25.18173812,548,0.0003,24.5,239,55,-18.672027587890625,13121,-15.406383514404297,2.4779436588287354,13222,,
0.02598157897591591,25.555841649999998,552,0.0003,24.92,241,55,-19.52048110961914,13240,-16.47452163696289,2.6184475421905518,13341,,
0.0255912896245718,25.502145450000004,556,0.0003,24.88,242,55,-20.05458641052246,13306,-16.101953506469727,2.900733470916748,13407,,
0.02497507818043232,25.105636190000006,560,0.0003,24.44,244,55,-17.73615837097168,13412,-16.57276153564453,3.381316661834717,13513,,
0.024215398356318474,25.545468010000004,564,0.0003,24.8,246,55,-16.403472900390625,13544,-16.046920776367188,2.352857828140259,13645,,
0.023832211270928383,25.155602739999996,568,0.0003,24.5,248,55,-19.11544418334961,13616,-17.258647918701172,2.6199402809143066,13717,,
0.023277640342712402,24.99477448,572,0.0003,24.44,250,55,-14.146080017089844,13722,-16.579877853393555,2.7080817222595215,13823,,
0.0226641446352005,25.236425799999996,576,0.0003,24.71,252,55,-17.749452590942383,13834,-16.71759796142578,2.116973400115967,13935,,
0.022011416032910347,25.62496018,580,0.0003,25.05,254,55,-17.831907272338867,13954,-17.236915588378906,2.045924663543701,14055,,
0.021348493173718452,25.836710399999998,584,0.0003,25.27,256,55,-18.641727447509766,14079,-15.845114707946777,2.125199794769287,14180,,
0.020861489698290825,26.008842969999996,588,0.0003,25.38,258,55,-21.334125518798828,14177,-16.40711212158203,1.6451215744018555,14278,,
0.020214984193444252,26.36697479,592,0.0003,25.75,260,55,-15.994961738586426,14314,-15.42249870300293,1.6403394937515259,14415,,
0.019754087552428246,26.460548709999998,596,0.0003,25.87,262,55,-17.90289878845215,14416,-16.302581787109375,1.7709559202194214,14517,,
0.019358454272150993,26.73018838,600,0.0003,25.93,264,55,-14.024116516113281,14508,-15.32750129699707,2.030467987060547,14609,,
0.018879452720284462,26.562787000000007,604,0.0003,25.84,266,55,-19.545284271240234,14618,-15.90025520324707,1.4952843189239502,14719,,
0.01842515729367733,27.034583650000005,608,0.0003,26.15,268,55,-14.110811233520508,14732,-15.334091186523438,1.966966152191162,14833,,
0.018077343702316284,27.046532539999998,612,0.0003,26.13,270,55,-13.233682632446289,14823,-16.614715576171875,1.4856845140457153,14924,,
0.01781429909169674,26.31528578,616,0.0003,25.6,271,55,-14.225543975830078,14889,-15.506887435913086,1.8612104654312134,14990,,
0.017771970480680466,,,0.0003,,,,-16.181045532226562,14899,-16.031681060791016,1.553006649017334,15000,27.15,27.442166729085148
0.017482614144682884,26.250809299999997,620,0.0003,25.56,274,54,-11.45893383026123,14972,-15.939208030700684,1.9094629287719727,15073,,
0.017190122976899147,26.225488679999998,624,0.0003,25.65,276,54,-12.691436767578125,15055,-14.53066349029541,1.6909464597702026,15156,,
0.01686321571469307,26.065256899999998,628,0.0003,25.67,277,54,-14.49897575378418,15148,-14.912994384765625,1.2663884162902832,15249,,
0.016540102660655975,25.66031307,632,0.0003,25.47,279,54,-10.508435249328613,15250,-15.732401847839355,1.6963634490966797,15351,,
0.016341334208846092,25.058745730000005,636,0.0003,24.96,280,54,-14.098602294921875,15318,-15.53471851348877,1.356523036956787,15419,,
0.015994185581803322,24.819231650000003,640,0.0003,24.97,282,54,-15.905349731445312,15420,-16.61569595336914,1.3862230777740479,15521,,
0.015595360659062862,25.089115860000003,644,0.0003,25.23,284,54,-9.13640308380127,15541,-16.453960418701172,1.1029722690582275,15642,,
0.015392237342894077,24.709680440000003,648,0.0003,24.87,285,55,-10.581249237060547,15608,-16.015918731689453,1.3626577854156494,15709,,
0.015082157216966152,24.493191739999993,652,0.0003,24.71,287,55,-8.977078437805176,15711,-16.27444839477539,1.1072171926498413,15812,,
0.014797650277614594,24.871188389999997,656,0.0003,25.1,289,55,-11.430419921875,15816,-14.708861351013184,1.3459560871124268,15917,,
0.014503156766295433,24.762850599999997,660,0.0003,25.15,291,55,-7.352646827697754,15927,-16.190305709838867,0.9833897352218628,16028,,
0.014297445304691792,24.333474450000004,664,0.0003,24.65,292,54,-11.98069953918457,16009,-13.898043632507324,1.2577886581420898,16110,,
0.01406612154096365,24.57482602,668,0.0003,24.79,294,55,-11.752330780029297,16095,-15.117626190185547,1.2041873931884766,16196,,
0.013815787620842457,24.436125890000003,672,0.0003,24.68,296,54,-10.918404579162598,16190,-15.258148193359375,1.2664427757263184,16291,,
0.013630329631268978,24.020691309999997,676,0.0003,24.28,297,54,-5.352917194366455,16262,-15.950039863586426,1.3898100852966309,16363,,
0.013406111858785152,23.656143959999998,680,0.0003,24.06,299,54,-10.441264152526855,16360,-16.849023818969727,1.2399916648864746,16461,,
0.013189908117055893,23.417031450000003,684,0.0003,23.8,301,54,-10.279062271118164,16459,-14.826647758483887,1.3320752382278442,16560,,
0.013009116053581238,23.46016944,688,0.0003,23.81,303,54,-7.552974700927734,16558,-14.862899780273438,1.161575436592102,16659,,
0.012848185375332832,22.847193140000005,692,0.0003,23.35,304,54,-2.9860994815826416,16649,-15.008575439453125,1.3721849918365479,16750,,
0.012642298825085163,23.025453990000003,696,0.0003,23.59,306,54,-7.189845561981201,16775,-13.846200942993164,1.364919900894165,16876,,
0.01250395830720663,23.077659629999992,700,0.0003,23.64,308,54,-3.368440628051758,16872,-14.299301147460938,1.2845070362091064,16973,,
0.012388142757117748,22.811616519999998,704,0.0003,23.28,310,54,-3.199509620666504,16946,-13.964033126831055,1.455405831336975,17047,,
0.012282093986868858,22.293234150000004,708,0.0003,22.92,311,54,-1.5111533403396606,17024,-15.141843795776367,1.3945387601852417,17125,,
0.012145181186497211,22.37031128,712,0.0003,22.94,313,54,-3.1226048469543457,17117,-14.834278106689453,0.9428943991661072,17218,,
0.012014387175440788,22.934413520000003,716,0.0003,23.3,314,55,-3.1148786544799805,17219,-16.62851333618164,1.095659852027893,17320,,
0.011934034526348114,23.001165949999994,720,0.0003,23.25,316,55,-2.960794448852539,17297,-14.809228897094727,0.9566264152526855,17398,,
0.011796495877206326,23.436015649999995,724,0.0003,23.46,317,55,-1.3326269388198853,17401,-13.859953880310059,1.2270112037658691,17502,,
0.011646581813693047,23.748313450000005,728,0.0003,23.7,320,55,-8.01427173614502,17518,-14.850907325744629,0.7757537961006165,17619,,
0.011536292731761932,24.1114528,732,0.0003,23.95,322,55,1.6880351305007935,17645,-14.643890380859375,1.546379566192627,17746,,
0.011475070379674435,24.41739701,736,0.0003,24.3,324,55,0.25510674715042114,17748,-14.364645004272461,1.2450625896453857,17849,,
0.011447498574852943,24.28049,740,0.0003,24.05,325,55,-3.1572418212890625,17825,-15.339710235595703,0.9587694406509399,17926,,
0.011416459456086159,23.70042237,744,0.0003,23.55,326,55,-4.059201240539551,17896,-15.087793350219727,0.9764403700828552,17997,,
0.011346553452312946,23.96932996,748,0.0003,23.91,328,55,-1.4908013343811035,17999,-14.22477912902832,1.0590369701385498,18100,,
0.011204361915588379,24.377681969999998,752,0.0003,24.25,330,55,-2.525446891784668,18136,-14.425975799560547,1.1620144844055176,18237,,
0.011134202592074871,24.00322287,756,0.0003,23.9,332,55,-3.8739898204803467,18206,-14.522171020507812,1.2398509979248047,18307,,
0.011068842373788357,23.979124929999998,760,0.0003,23.69,333,55,1.7473134994506836,18296,-14.39303970336914,1.1847474575042725,18397,,
0.010995295830070972,24.530900479999996,764,0.0003,24.18,335,55,1.7118513584136963,18427,-16.18259620666504,1.191016674041748,18528,,
0.010898924432694912,24.855248800000005,768,0.0003,24.5,337,55,-2.664216995239258,18545,-14.129312515258789,1.0983235836029053,18646,,
0.010845138691365719,24.693791499999996,772,0.0003,24.32,338,55,-1.2655444145202637,18622,-15.134824752807617,0.8852118253707886,18723,,
0.01080301683396101,25.002200810000005,776,0.0003,24.65,340,55,-3.5497117042541504,18727,-15.428546905517578,1.0792995691299438,18828,,
0.010764005593955517,24.833533669999998,780,0.0003,24.43,341,55,-1.1327250003814697,18803,-15.209007263183594,1.1058251857757568,18904,,
0.010638652369379997,24.927578389999997,784,0.0003,24.57,343,55,-6.035534858703613,18916,-14.736736297607422,1.060402274131775,19017,,
0.010541566647589207,24.731610809999996,788,0.0003,24.37,344,55,-0.5414118766784668,18995,-15.083404541015625,1.0569422245025635,19096,,
0.01045938115566969,25.44384014,792,0.0003,24.92,347,55,-0.456256628036499,19141,-14.410435676574707,1.1260080337524414,19242,,
0.0103945666924119,25.287796570000005,796,0.0003,24.64,348,55,0.694648027420044,19239,-15.411901473999023,0.9627881050109863,19340,,
0.010347886942327023,25.10836197,800,0.0003,24.55,350,55,4.4770283699035645,19327,-13.945329666137695,1.199561595916748,19428,,
0.010374333709478378,25.302063559999997,804,0.0003,24.73,351,55,-2.551779270172119,19419,-14.59132194519043,1.2235074043273926,19520,,
0.01028415560722351,25.78132164,808,0.0003,25.16,353,55,-0.8514966368675232,19540,-15.244215965270996,0.8188455700874329,19641,,
0.010292422026395798,25.63965856,812,0.0003,25.06,354,55,-3.9666082859039307,19623,-13.965964317321777,1.0623358488082886,19724,,
0.010274171829223633,25.22787437,816,0.0003,24.82,356,55,3.4619531631469727,19701,-14.617799758911133,1.0030525922775269,19802,,
0.010311177931725979,25.502733460000005,820,0.0003,25.18,358,55,1.4084575176239014,19815,-14.608335494995117,0.6938997507095337,19916,,
