eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/value_loss
50.0,1000,-12.780341445654631,,,,,,,,,,,,,,,,
50.0,2000,-12.780341445654631,,,,,,,,,,,,,,,,
,2048,,1,403,5,50.0,-62.63721335,,,,,,,,,,,
50.0,3000,-13.222384326159954,,,,,,-0.008376385431620292,0.0034809112548828125,0.0482421875,-2.7972477197647097,0.9666618704795837,10,67.51419830322266,0.2,0.0003,0.0068181986,202.88819098472595
50.0,4000,-13.222384326159954,,,,,,,,,,,,,,,,
,4096,,2,341,11,50.0,-61.05503855555555,,,,,,,,,,,
50.0,5000,-13.192119815945626,,,,,,-0.004738261934835464,0.3056827783584595,0.021484375,-2.7498945109546185,0.9470041990280151,20,24.773157119750977,0.2,0.0003,0.004533951,103.72478104829788
50.0,6000,-13.192119815945626,,,,,,,,,,,,,,,,
,6144,,3,326,18,50.0,-59.88739041000001,,,,,,,,,,,
50.0,7000,-11.117242071405053,,,,,,-0.007160239122458734,0.3016597628593445,0.046044921875,-2.7109263256192206,0.9277565479278564,30,12.546195983886719,0.2,0.0003,0.0066361534,65.51133095026016
50.0,8000,-11.117242071405053,,,,,,,,,,,,,,,,
,8192,,4,317,25,50.0,-58.83528858,,,,,,,,,,,
50.0,9000,-13.23480480723083,,,,,,-0.009688321439898572,0.3617907166481018,0.057470703125,-2.661139339208603,0.902334988117218,40,13.494492530822754,0.2,0.0003,0.0068772263,59.934725761413574
50.0,10000,-13.23480480723083,,,,,,,,,,,,,,,,
,10240,,5,309,33,50.0,-57.22344682999999,,,,,,,,,,,
50.0,11000,-16.24719519019127,,,,,,-0.007566402739030309,0.3914138674736023,0.0404296875,-2.587544472515583,0.8639649748802185,50,10.51750373840332,0.2,0.0003,0.00876999,41.88811253607273
50.0,12000,-16.24719519019127,,,,,,,,,,,,,,,,
,12288,,6,305,40,50.0,-56.324823049999985,,,,,,,,,,,
50.0,13000,-15.99314738214016,,,,,,-0.014224435968208127,0.6238939464092255,0.089111328125,-2.5204138003289698,0.8437772989273071,60,13.988372802734375,0.2,0.0003,0.008821288,46.49264959096909
50.0,14000,-15.99314738214016,,,,,,,,,,,,,,,,
,14336,,7,301,47,50.0,-55.76508389000001,,,,,,,,,,,
50.0,15000,-27.894579984247684,,,,,,-0.013252252913662232,0.5969255268573761,0.076025390625,-2.4737001225352286,0.8238626718521118,70,10.347960472106934,0.2,0.0003,0.008672832,41.21105816960335
50.0,16000,-27.894579984247684,,,,,,,,,,,,,,,,
,16384,,8,297,55,50.0,-55.74051315,,,,,,,,,,,
50.0,17000,-35.70319816172123,,,,,,-0.012909478531219066,0.8235007673501968,0.072314453125,-2.4286308996379375,0.8084292411804199,80,15.616655349731445,0.2,0.0003,0.007188974,32.13565118908882
50.0,18000,-35.70319816172123,,,,,,,,,,,,,,,,
,18432,,9,295,62,50.0,-56.765148980000006,,,,,,,,,,,
50.0,19000,-45.40289784520864,,,,,,-0.012208970659412444,0.8709181547164917,0.08447265625,-2.397969049215317,0.7958759069442749,90,16.190258026123047,0.2,0.0003,0.0059229364,26.888505470752715
50.0,20000,-45.40289784520864,,,,,,,,,,,,,,,,
,20480,,10,294,69,50.0,-58.166645280000004,,,,,,,,,,,
50.0,21000,-52.46317021101713,,,,,,-0.019905579212354495,0.9032305255532265,0.111669921875,-2.3584108211100103,0.7800803184509277,100,10.796110153198242,0.2,0.0003,0.0084098615,21.13450694680214
50.0,22000,-52.46317021101713,,,,,,,,,,,,,,,,
,22528,,11,293,76,50.0,-59.84066519,,,,,,,,,,,
50.0,23000,-55.51401346027851,,,,,,-0.016045523749198765,0.9240543767809868,0.103173828125,-2.31474918872118,0.7608099579811096,110,7.172740936279297,0.2,0.0003,0.0076105185,14.798582327365875
50.0,24000,-55.51401346027851,,,,,,,,,,,,,,,,
,24576,,12,292,83,50.0,-61.2314656,,,,,,,,,,,
50.0,25000,-55.972415417432785,,,,,,-0.011302662783418783,0.9621374197304249,0.0978515625,-2.2677366390824316,0.742828905582428,120,4.5661940574646,0.2,0.0003,0.0072352616,8.095121225714683
50.0,26000,-55.972415417432785,,,,,,,,,,,,,,,,
,26624,,13,292,91,50.0,-62.22900253999999,,,,,,,,,,,
50.0,27000,-56.91553089320659,,,,,,-0.014709747637971305,0.9670240990817547,0.121923828125,-2.2157124489545823,0.7226991653442383,130,3.107196092605591,0.2,0.0003,0.010879589,7.713790789991617
50.0,28000,-56.91553089320659,,,,,,,,,,,,,,,,
,28672,,14,291,98,50.0,-63.07935504000001,,,,,,,,,,,
50.0,29000,-57.58082731366157,,,,,,-0.009483514059684239,0.9756083190441132,0.078515625,-2.1624049723148344,0.7045505046844482,140,3.1120071411132812,0.2,0.0003,0.009462168,4.758382952213287
50.0,30000,-57.58082731366157,,,,,,,,,,,,,,,,
,30720,,15,291,105,50.0,-63.83991014,,,,,,,,,,,
50.0,31000,-57.98644068241119,,,,,,-0.005571953888284043,0.9801506735384464,0.058203125,-2.11100814640522,0.6840564012527466,150,1.811530590057373,0.2,0.0003,0.0060668536,3.3747734401375054
50.0,32000,-57.98644068241119,,,,,,,,,,,,,,,,
,32768,,16,291,112,50.0,-64.18679597,,,,,,,,,,,
50.0,33000,-57.68329159021378,,,,,,-0.012998883321415633,0.9837308134883642,0.0978515625,-2.043299428373575,0.6625888347625732,160,1.4285684823989868,0.2,0.0003,0.010989567,3.203669757023454
50.0,34000,-57.68329159021378,,,,,,,,,,,,,,,,
,34816,,17,291,119,50.0,-63.95394818,,,,,,,,,,,
50.0,35000,-57.413834255933764,,,,,,-0.011630794405937195,0.9856085265055299,0.08115234375,-1.9616976276040077,0.6371975541114807,170,1.0936366319656372,0.2,0.0003,0.00602612,2.705680125206709
50.0,36000,-57.413834255933764,,,,,,,,,,,,,,,,
,36864,,18,290,126,50.0,-63.92341531,,,,,,,,,,,
50.0,37000,-57.22555659413338,,,,,,-0.010926293546799571,0.9864796185865998,0.0927734375,-1.8972940262407065,0.6161030530929565,180,0.740044355392456,0.2,0.0003,0.010124279,2.460895637050271
50.0,38000,-57.22555659413338,,,,,,,,,,,,,,,,
,38912,,19,290,133,50.0,-62.83795539,,,,,,,,,,,
50.0,39000,-56.80686827301979,,,,,,-0.011399937653914094,0.9875210467725992,0.1375,-1.8217528231441975,0.5939897298812866,190,0.9151067733764648,0.2,0.0003,0.014031779,2.3903580140322447
50.0,40000,-56.80686827301979,,,,,,,,,,,,,,,,
,40960,,20,291,140,50.0,-62.05526182000001,,,,,,,,,,,
50.0,41000,-56.924883651733396,,,,,,-0.010745644933194853,0.9887817548587918,0.064990234375,-1.7430508032441139,0.5721791982650757,200,1.1319063901901245,0.2,0.0003,0.0058046426,2.2957072991877796
50.0,42000,-56.924883651733396,,,,,,,,,,,,,,,,
50.0,43000,-56.924883651733396,,,,,,,,,,,,,,,,
,43008,,21,289,148,50.0,-61.94481111,,,,,,,,,,,
50.0,44000,-57.226815176010135,,,,,,-0.011104431767307688,0.9907245887443423,0.093994140625,-1.6608445078134537,0.5485702753067017,210,0.941342294216156,0.2,0.0003,0.014118063,1.7593971064314247
50.0,45000,-57.226815176010135,,,,,,,,,,,,,,,,
,45056,,22,289,155,50.0,-62.14314047,,,,,,,,,,,
50.0,46000,-57.33527238965034,,,,,,-0.0019249176315497608,0.9918086901307106,0.16611328125,-1.586054353788495,0.5297526121139526,220,0.5881218910217285,0.2,0.0003,0.020044021,1.3626292804256082
50.0,47000,-57.33527238965034,,,,,,,,,,,,,,,,
,47104,,23,289,162,50.0,-61.8400802,,,,,,,,,,,
50.0,48000,-55.9924791008234,,,,,,-0.008006182790268213,0.9920083396136761,0.10703125,-1.4994284376502036,0.5052469968795776,230,0.560390293598175,0.2,0.0003,0.007896474,1.3823720473796128
50.0,49000,-55.9924791008234,,,,,,,,,,,,,,,,
,49152,,24,288,170,50.0,-61.60316303,,,,,,,,,,,
50.0,50000,-54.296464937925336,,,,,,-0.0069392277742736045,0.9923804332502186,0.141357421875,-1.4101652659475803,0.48754817247390747,240,0.8332381248474121,0.2,0.0003,0.010442841,1.3373820850625635
50.0,51000,-54.296464937925336,,,,,,,,,,,,,,,,
,51200,,25,289,177,50.0,-59.853018799999994,,,,,,,,,,,
50.0,52000,-54.164061546325684,,,,,,-0.010086358374974225,0.9924099021591246,0.117529296875,-1.332479767128825,0.47176527976989746,250,0.4783961772918701,0.2,0.0003,0.005979669,1.081351025402546
50.0,53000,-54.164061546325684,,,,,,,,,,,,,,,,
,53248,,26,289,184,50.0,-58.385213,,,,,,,,,,,
50.0,54000,-55.78815238475799,,,,,,-0.010987780307186768,0.9924905393272638,0.0876953125,-1.2672693148255347,0.45787855982780457,260,0.5469164252281189,0.2,0.0003,0.011438755,1.1249035097658635
50.0,55000,-55.78815238475799,,,,,,,,,,,,,,,,
,55296,,27,289,191,50.0,-57.64890096000001,,,,,,,,,,,
50.0,56000,-53.60658792555332,,,,,,-0.008958504206384532,0.9926325031556189,0.07080078125,-1.2042573627084494,0.44567644596099854,270,0.5420091152191162,0.2,0.0003,0.008724204,1.1964289681054652
50.0,57000,-53.60658792555332,,,,,,,,,,,,,,,,
,57344,,28,289,198,50.0,-57.856753469999994,,,,,,,,,,,
50.0,58000,-54.2636410176754,,,,,,-0.004620316388900392,0.9947152505628765,0.176904296875,-1.1347263976931572,0.4284910261631012,280,0.35450831055641174,0.2,0.0003,0.0165528,0.7627612072974443
50.0,59000,-54.2636410176754,,,,,,,,,,,,,,,,
,59392,,29,289,205,50.0,-57.164136230000004,,,,,,,,,,,
50.0,60000,-54.965293964743616,,,,,,-0.007317709046765231,0.9939270648173988,0.167626953125,-1.0564980655908585,0.4149493873119354,290,0.5315278768539429,0.2,0.0003,0.011529259,0.8193851748481393
