time/fps,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
293,0.025855363650713115,10,2012,4,-5.699909112751484,3012,-1168.498833,0.001,753.0,,
,0.05867743807658553,,4012,,2.6955045990943907,5000,,0.001,,-2651.374830365181,1000.0
169,0.037761552875395864,35,6012,8,3.1193163676261904,6033,-1572.6286343749998,0.001,754.125,,
198,0.11466591859795153,41,7268,12,3.739690291881561,8268,-1556.6009510000001,0.001,689.0,,
,0.22533290833234787,,9388,,4.214367844841697,10000,,0.001,,140.03686664681882,322.2
191,,54,,16,,10388,-1324.6969533125,,649.25,,
198,0.22816705031692983,72,13388,20,1.4585143035033252,14388,-935.6071957499998,0.001,719.4,,
,0.24136589758098126,,14388,,0.2826548093110323,15000,,0.001,,545.9617585311178,1000.0
185,0.28997605641186236,99,17388,24,-2.4392197182178497,18388,-691.1772175416668,0.001,766.1666666666666,,
,0.29291046588122843,,19388,,-3.79889803647995,20000,,0.001,,336.6469401096227,1000.0
178,0.3187292289733887,125,21388,28,-5.135299718856811,22388,-501.6790295000001,0.001,799.5714285714286,,
,0.2942059235870838,,24388,,-7.340121094703674,25000,,0.001,,669.0736731844023,1000.0
173,0.29875127446651456,152,25388,32,-8.148995248794556,26388,-368.67015028125,0.001,824.625,,
,0.32798449078202246,,29388,,-11.26884059906006,30000,,0.001,,707.5591736837989,915.7
169,,179,,36,,30388,-263.2067685555555,,844.1111111111111,,
173,0.2983071064800024,197,33388,40,-14.662395866394043,34388,-174.30646622500004,0.001,859.7,,
,0.29124609561264514,,34388,,-15.306393501281738,35000,,0.001,,874.4056314716581,1000.0
171,0.24786471882462502,224,37388,44,-17.618071578979492,38388,-81.21609847727278,0.001,872.4545454545455,,
,0.2501232482716441,,39388,,-19.175010635375976,40000,,0.001,,866.4751747226343,1000.0
168,0.28237302611768245,251,41388,48,-21.061908588409423,42388,-5.4599018541666835,0.001,883.0833333333334,,
,0.34082720750570294,,44388,,-23.38302922821045,45000,,0.001,,828.1784717701375,1000.0
166,0.3497787158489227,278,45388,52,-24.069910846710204,46388,60.81206928846153,0.001,892.0769230769231,,
,0.4017243344783783,,49388,,-27.28940800857544,50000,,0.001,,866.0530998930335,1000.0
164,,305,,56,,50388,105.89521655357142,,899.7857142857143,,
167,0.48004466819763186,323,53388,60,-30.454873462677003,54388,149.17885084999998,0.001,906.4666666666667,,
,0.49906801779568194,,54388,,-31.093038208007812,55000,,0.001,,753.7653550092597,1000.0
166,0.6592697822898627,350,57388,64,-32.47807492828369,58388,186.43074404687496,0.001,912.3125,,
,0.6915522165894509,,59388,,-33.337488193511966,60000,,0.001,,612.0973045435734,1000.0
165,0.754937838435173,376,61388,68,-34.43887461090088,62388,216.58795729411764,0.001,917.4705882352941,,
,1.1164474851191044,,64388,,-35.94097459411621,65000,,0.001,,-19.41336719696701,901.2
163,1.2078392438292502,400,65388,72,-36.08004541778565,65406,188.50996179166668,0.001,908.4166666666666,,
166,1.2046242662370206,415,68406,76,-36.114791458129886,69406,168.2569559473684,0.001,913.2368421052631,,
,1.1625477130115032,,69406,,-35.63805087280274,70000,,0.001,,714.118725816533,1000.0
165,0.7953694388270378,437,71418,80,-35.837823232014976,72418,188.32845325,0.001,905.225,,
,0.8934803512692452,,74418,,-35.96447661590576,75000,,0.001,,470.2638629026711,1000.0
165,0.8458430593013764,462,75418,84,-35.86193916320801,76418,215.42106301190475,0.001,909.7380952380952,,
,0.7506138081252575,,79418,,-36.03747186279297,80000,,0.001,,697.937010442745,1000.0
164,,488,,88,,80418,230.89837069318176,,913.8409090909091,,
166,0.6247188932895661,506,83418,92,-36.081887939453125,84418,249.11798011956517,0.001,917.5869565217391,,
,0.5858623326569795,,84418,,-36.242605682373046,85000,,0.001,,914.2728593148291,1000.0
165,0.5314384839534759,532,87418,96,-37.1655260925293,88418,276.7681837916666,0.001,921.0208333333334,,
,0.5465723124742508,,89418,,-37.5025774307251,90000,,0.001,,857.2622765420004,1000.0
164,0.5179274571239948,560,91418,100,-37.9842176361084,92418,297.65971189999993,0.001,924.18,,
,0.48763109487295153,,94418,,-38.287423324584964,95000,,0.001,,798.0683462317568,1000.0
164,0.5025613512396813,586,95418,104,-38.5056201171875,96418,376.33842709,0.001,934.06,,
,0.3971027891486883,,99418,,-39.42139734649658,100000,,0.001,,910.290410783887,1000.0
163,,613,,108,,100418,490.47437187,,943.85,,
165,0.3833618701994419,631,103418,112,-40.720274284362795,104418,588.14843028,0.001,961.5,,
,0.3865141762942076,,104418,,-40.910065994262695,105000,,0.001,,894.8592470079427,1000.0
164,0.36524198443442585,657,107418,116,-41.67528086090088,108418,650.06495047,0.001,980.3,,
,0.33160038067400455,,109418,,-42.24984739685058,110000,,0.001,,848.170432471484,1000.0
164,0.3499359180778265,684,111418,120,-42.85912652587891,112418,659.7664002399999,0.001,980.3,,
,0.33404965262115,,114418,,-43.37846883392334,115000,,0.001,,871.6695897556841,1000.0
163,0.3313227170333266,710,115418,124,-43.583006301879884,116418,666.9099010199998,0.001,980.3,,
,0.32682339757680895,,119418,,-44.43644017791748,120000,,0.001,,914.8842664264142,1000.0
163,,736,,128,,120418,677.5254543,,980.3,,
164,0.317200769610703,755,123418,132,-45.45188658905029,124418,688.05903453,0.001,980.3,,
,0.31629542434960606,,124418,,-45.618679222106934,125000,,0.001,,897.2100639575161,1000.0
164,0.30940388976037503,781,127418,136,-46.35803691864014,128418,701.8394656099999,0.001,980.3,,
,0.3130692830234766,,129418,,-46.80788543701172,130000,,0.001,,893.2216974085197,1000.0
163,0.2923614006862044,807,131418,140,-47.158992851257324,132418,713.43848817,0.001,980.3,,
,0.29486993184685706,,134418,,-47.6292174987793,135000,,0.001,,894.3904521927237,1000.0
163,0.31620539462566377,834,135418,144,-47.81291070556641,136418,716.4025561999999,0.001,980.3,,
,0.31051315762847664,,139418,,-48.39278914642334,140000,,0.001,,925.3883300028741,1000.0
163,,860,,148,,140418,717.85780889,,980.3,,
164,0.31268457501381636,879,143418,152,-49.07181623840332,144418,720.0807244800001,0.001,980.3,,
,0.32128060410916803,,144418,,-49.16920597076416,145000,,0.001,,913.8021193158347,1000.0
163,0.3132826388031244,906,147418,156,-49.631591796875,148418,730.35629206,0.001,980.3,,
,0.2881120917350054,,149418,,-49.99371552276612,150000,,0.001,,943.0575088804587,1000.0
163,0.2856851690858603,932,151418,160,-50.21184298706055,152418,737.0323066899999,0.001,980.3,,
,0.2814580964744091,,154418,,-50.60089946746826,155000,,0.001,,922.3229674771428,1000.0
162,0.3000584946796298,959,155418,164,-50.741576606750485,156418,742.3259751800001,0.001,980.3,,
,0.2610416371524334,,159418,,-51.20537979888916,160000,,0.001,,901.5671085994691,1000.0
162,,985,,168,,160418,750.78368187,,980.3,,
163,0.258591073602438,1003,163418,172,-51.38707740783691,164418,799.19709203,0.001,990.12,,
,0.28324943072348835,,164418,,-51.401163688659665,165000,,0.001,,915.195545848459,1000.0
163,0.25069247710704806,1029,167418,176,-51.483613372802736,168418,843.7432916000001,0.001,990.12,,
,0.2601118675470352,,169418,,-51.60794870758057,170000,,0.001,,701.438263314031,1000.0
163,0.24642291036248207,1055,171418,180,-51.63745857238769,172418,858.0457579099998,0.001,1000.0,,
,0.24358650217950345,,174418,,-51.874885345458985,175000,,0.001,,726.6710601001978,1000.0
163,0.22497682370990515,1082,175418,184,-51.97711753082275,176418,861.0405837700001,0.001,1000.0,,
,0.23154555353522302,,179418,,-52.195949211120606,180000,,0.001,,875.9652721390128,1000.0
162,,1108,,188,,180418,874.7846170700002,,1000.0,,
163,0.24052874647825956,1126,183418,192,-52.453663482666016,184418,885.75703146,0.001,1000.0,,
,0.24182384569197893,,184418,,-52.54305658721924,185000,,0.001,,888.8589193362743,1000.0
163,0.20871315912157298,1153,187418,196,-52.743721435546874,188418,884.91657583,0.001,1000.0,,
,0.22977679025381803,,189418,,-52.923579986572264,190000,,0.001,,878.554038476944,1000.0
163,0.23848255384713413,1179,191418,200,-53.02912291717529,192418,888.98074719,0.001,1000.0,,
,0.230295267932117,,194418,,-53.3242590637207,195000,,0.001,,912.7174969360233,1000.0
162,0.23625657922029494,1205,195418,204,-53.44677252960205,196418,894.06985291,0.001,1000.0,,
,0.2571175131574273,,199418,,-53.65229685974121,200000,,0.001,,900.5372411187273,1000.0
162,,1231,,208,,200418,894.72874629,,1000.0,,
163,0.3093452600836754,1250,203418,212,-53.21927291870117,204418,894.96800425,0.001,1000.0,,
,0.32448988837003706,,204418,,-53.0563925704956,205000,,0.001,,870.4620428487658,1000.0
163,0.3510064920336008,1276,207418,216,-52.37318213653565,208418,892.59720743,0.001,1000.0,,
,0.33551491326093674,,209418,,-52.19348282623291,210000,,0.001,,801.2549609026406,1000.0
163,0.34815658458322285,1303,211418,220,-52.1898500289917,212418,887.96878914,0.001,1000.0,,
,0.318446146145463,,214418,,-52.00614984130859,215000,,0.001,,752.5127856224775,1000.0
162,0.30148539228737353,1329,215418,224,-52.023213119506835,216418,893.3560596000002,0.001,1000.0,,
,0.3578697879612446,,219418,,-51.753683227539064,220000,,0.001,,652.873860475421,1000.0
162,,1355,,228,,220418,855.3915627900001,,1000.0,,
163,0.4889996757954359,1373,223418,232,-51.37626956176758,224418,854.5419676899999,0.001,1000.0,,
,0.5064493924677372,,224418,,-50.96428768157959,225000,,0.001,,792.2941772181075,1000.0
163,0.5132083098590374,1399,227418,236,-49.95434736633301,228418,848.88574987,0.001,1000.0,,
,0.48442498533427714,,229418,,-49.53861860656738,230000,,0.001,,622.9330236114562,1000.0
162,0.4603812855482101,1426,231418,240,-49.66143682861328,232418,841.1575797400001,0.001,1000.0,,
,0.4171798843443394,,234418,,-50.16825023651123,235000,,0.001,,816.0881925731898,1000.0
162,0.4264280436486006,1452,235418,244,-50.49659820556641,236418,836.9686258500001,0.001,1000.0,,
,0.4411009857058525,,239418,,-50.7885142288208,240000,,0.001,,719.1139124535024,801.6
162,,1476,,248,,240418,833.0167760800001,,1000.0,,
163,0.3463096234947443,1495,243418,252,-51.6330100479126,244418,830.4193573600002,0.001,1000.0,,
,0.3633376762419939,,244418,,-51.9081997680664,245000,,0.001,,766.0038162142039,1000.0
163,0.35486852926760915,1521,247418,256,-52.30522158813476,248418,828.20367283,0.001,1000.0,,
,0.3836942705065012,,249418,,-52.78959250640869,250000,,0.001,,851.6751606252044,1000.0
162,0.39452912847697735,1549,251418,260,-53.00785511016846,252418,824.6475452100001,0.001,1000.0,,
,0.4682216902524233,,254418,,-52.6227749710083,255000,,0.001,,619.1105583487079,1000.0
162,0.4617998858690262,1575,255418,264,-52.386737449646,256418,807.1328866000002,0.001,1000.0,,
,0.48184439472854135,,259418,,-52.77150075531006,260000,,0.001,,890.8381578363478,1000.0
162,,1602,,268,,260418,805.79274123,,1000.0,,
163,0.42461672791838645,1620,263418,272,-51.95437952423096,264418,798.5715247399999,0.001,1000.0,,
,0.4415794380605221,,264418,,-51.860241432189945,265000,,0.001,,873.8476984895766,1000.0
163,0.5372232864201069,1646,267418,276,-50.78294396209717,268418,795.8682356800001,0.001,1000.0,,
,0.5015845207870007,,269418,,-50.260196319580075,270000,,0.001,,774.4840015664697,1000.0
162,0.5148800604939461,1672,271418,280,-49.909809448242186,272418,791.6564529700001,0.001,1000.0,,
,0.499598840624094,,274418,,-49.933875282287595,275000,,0.001,,747.0697845259681,1000.0
162,0.53818192756176,1699,275418,284,-49.8610873413086,276418,789.5248338,0.001,1000.0,,
,0.5466598301678895,,279418,,-49.318558334350584,280000,,0.001,,663.5897976472974,916.0
162,,1725,,288,,280418,784.2803482199998,,1000.0,,
163,0.5096829899549484,1744,283418,292,-49.03752345275879,284418,783.88111591,0.001,1000.0,,
