rollout/ep_len_mean,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
760.75,4,16,0.08454479324258864,0.001,2000,-1113.492617,-4.422844683375209,188,3043,,
,,,0.05859757375530899,0.001,4000,,3.0426138405501844,,5000,1000.0,-3001.1913307189943
880.375,8,61,0.17850836221873762,0.001,6000,-2003.0212195,12.602107419967652,113,7043,,
,,,0.36181194242835046,0.001,9000,,29.466579345703124,,10000,1000.0,-3003.0714692354204
920.25,12,108,0.41453140641748903,0.001,10000,-2336.5519364166666,34.56723690414429,101,11043,,
,,,0.6803403798937797,0.001,14000,,52.88338481903076,,15000,1000.0,-3003.0714692354204
940.1875,16,152,,,,-2503.386251375,,98,15043,,
952.15,20,184,0.9543316551744938,0.001,18000,-2603.3159241000003,67.98983512878418,103,19043,,
,,,1.0532472311258316,0.001,19000,,71.30179287719727,,20000,1000.0,-3003.0714692354204
960.125,24,230,1.1934215102791785,0.001,22000,-2669.9462003333338,80.41648567199707,100,23043,,
,,,1.3195742935538293,0.001,24000,,85.84949989318848,,25000,1000.0,-3003.0714692354204
965.8214285714286,28,276,1.41055264544487,0.001,26000,-2717.6014133928575,90.94004139709473,97,27043,,
,,,1.5753970691561698,0.001,29000,,97.84490205383301,,30000,1000.0,-3003.0714692354204
970.09375,32,322,1.637685824751854,0.001,30000,-2753.28592965625,100.00066899108887,96,31043,,
,,,1.8097009321451187,0.001,34000,,107.80653889465331,,35000,1000.0,-3003.0714692354204
973.4166666666666,36,368,,,,-2781.165460305556,,95,35043,,
976.075,40,400,1.9399126247167586,0.001,38000,-2803.3271072750003,113.88648927307129,97,39043,,
,,,1.9695316301584245,0.001,39000,,115.24848498535157,,40000,1000.0,-3003.0714692354204
978.25,44,444,2.180782290458679,0.001,42000,-2821.456339227273,119.06899787902832,96,43043,,
,,,2.18120523250103,0.001,44000,,121.40320544433594,,45000,1000.0,-3003.0714692354204
980.0625,48,492,2.0661655640602112,0.001,46000,-2836.6019058125,123.39089828491211,95,47043,,
,,,2.2709836913347243,0.001,49000,,125.96117265319825,,50000,1000.0,-3003.0714692354204
981.5961538461538,52,537,2.318771214365959,0.001,50000,-2849.4151086346155,126.77099482727051,95,51043,,
,,,2.3748797969818116,0.001,54000,,129.32804873657227,,55000,1000.0,-3003.0714692354204
982.9107142857143,56,584,,,,-2860.398846410714,,94,55043,,
984.05,60,612,2.3448985184431077,0.001,58000,-2869.9311767833337,131.07072286987304,96,59043,,
,,,2.3416396592855455,0.001,59000,,131.54901571655273,,60000,1000.0,-3003.0714692354204
985.046875,64,654,2.4873757252693176,0.001,62000,-2878.276221125,132.61199182128905,96,63043,,
,,,2.572539016246796,0.001,64000,,132.76576986694337,,65000,1000.0,-3003.0714692354204
985.9264705882352,68,697,2.6283329488039016,0.001,66000,-2885.579538764706,132.94387533569335,96,67043,,
,,,2.535466416954994,0.001,69000,,133.3604602355957,,70000,1000.0,-3003.0714692354204
986.7083333333334,72,738,2.572558109879494,0.001,70000,-2892.0895345277777,133.38617962646484,96,71043,,
,,,2.482807480454445,0.001,74000,,133.95062969970704,,75000,1000.0,-3003.0714692354204
987.4078947368421,76,781,,,,-2897.9356781710526,,95,75043,,
