time/episodes,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,61,-6.425341567754746,1000.0,0.0948173724571243,4000,0.001,-1608.85685925,65,3000,,
,,-6.791385513241008,,0.4975724990377907,5000,0.001,,,4119,1000.0,-1057.7003276228904
8,43,-8.074659252166748,649.5,0.3787675008177757,5196,0.001,-989.9514692500001,119,5129,,
12,43,-7.559492037846492,446.9166666666667,0.7577858048456686,5363,0.001,-688.90248725,122,5277,,
16,44,-7.245909212589264,465.0625,1.0072980031967163,7441,0.001,-814.818891,168,7406,,
,,-10.123771779060364,,1.1048604409694671,10000,0.001,,,9441,1000.0,482.46503208393517
20,47,-11.07412843322754,572.05,1.1096597739458085,11441,0.001,-557.6296819500001,240,10441,,
,,-13.464198963165284,,1.1660992385149003,15000,0.001,,,14347,1000.0,749.4477056456556
24,47,,639.4583333333334,,15347,,-362.1249384166667,325,,,
28,48,-16.360204122543333,690.9642857142857,0.9028239144384861,19347,0.001,-204.18793299999996,402,18347,,
,,-16.975257207870484,,0.780870831400156,20000,0.001,,,19347,1000.0,829.3530743954761
32,47,-18.985628684997558,729.59375,0.6489480627775193,23347,0.001,-85.59513753124997,490,22347,,
,,-20.017443435668945,,0.6002580333948135,25000,0.001,,,24347,1000.0,842.9387703741901
36,47,-21.39062357711792,759.6388888888889,0.548001011133194,27347,0.001,7.987710388888916,578,26347,,
,,-23.39993320465088,,0.4965822744369507,30000,0.001,,,29347,1000.0,890.0722113750875
40,47,-24.052019702911377,783.675,0.5031258208453655,31347,0.001,90.50674292500003,664,30347,,
,,-26.53971032333374,,0.47907172721624375,35000,0.001,,,34347,1000.0,854.9968606527269
44,46,,803.3409090909091,,35347,,160.90768797727276,752,,,
48,47,-28.341892292022706,819.7291666666666,0.47949776285886764,39347,0.001,222.38682156250002,828,38347,,
,,-28.75249747467041,,0.4908491466939449,40000,0.001,,,39347,901.2,748.6371125204489
52,47,-29.418979904174805,833.5961538461538,0.5399296009838581,43347,0.001,261.68795926923076,912,42347,,
,,-30.427731395721434,,0.5617699113935232,45000,0.001,,,44347,1000.0,932.8161436542869
56,47,-31.354980453491212,845.4821428571429,0.527641626983881,47347,0.001,306.17298808928575,999,46347,,
,,-32.9701611366272,,0.5112696874141693,50000,0.001,,,49347,1000.0,890.2783060318791
60,47,-33.44222583770752,855.7833333333333,0.5180080624222756,51347,0.001,345.21573473333336,1086,50347,,
,,-34.96996617889404,,0.5333274114876986,55000,0.001,,,54347,1000.0,892.5865178147099
64,47,,864.796875,,55347,,377.17774675000004,1173,,,
68,47,-36.08821865081787,872.75,0.5257212631851435,59347,0.001,405.7109545,1251,58347,,
,,-36.471817977905275,,0.5471830260157585,60000,0.001,,,59347,1000.0,889.6943893939257
72,47,-37.431281211853026,879.8194444444445,0.5204198070168495,63347,0.001,433.65143934722227,1337,62347,,
,,-38.11455593109131,,0.5036909561902284,65000,0.001,,,64347,1000.0,884.933079944551
76,47,-38.93971146392822,886.1447368421053,0.47675067733228205,67347,0.001,459.7312600526317,1425,66347,,
,,-39.961484397888185,,0.4890594240427017,70000,0.001,,,69347,901.2,827.8538946207613
80,47,-40.41017316436768,891.8375,0.4506588923037052,71347,0.001,481.07149100000004,1513,70347,,
,,-41.530540092468264,,0.4573647681325674,75000,0.001,,,74347,1000.0,946.249806241272
84,46,,896.9880952380952,,75347,,502.3359662619048,1605,,,
88,46,-42.30853117370606,901.6704545454545,0.4917580903619528,79347,0.001,517.5352172727272,1691,78347,,
,,-42.49426361846924,,0.4724411719739437,80000,0.001,,,79347,1000.0,700.9981129120104
92,46,-43.015582344055176,905.945652173913,0.47644053637981415,83347,0.001,535.1179766630434,1786,82347,,
,,-43.11651557922363,,0.5173351096361876,85000,0.001,,,84347,1000.0,752.1973739776761
96,46,-43.460182708740234,909.8645833333334,0.4697465948611498,87347,0.001,551.1228782395833,1886,86347,,
,,-43.98478562164307,,0.4737725726366043,90000,0.001,,,89347,1000.0,924.832441233797
100,45,-44.23667582702637,913.47,0.48090138493478296,91347,0.001,566.69622482,1989,90347,,
,,-45.00696884918213,,0.4822863802909851,95000,0.001,,,94347,1000.0,933.852812046092
104,45,,913.47,,95347,,667.7189572699999,2080,,,
108,46,-45.728637031555174,941.51,0.4688352023363113,99347,0.001,718.4357525800001,2127,98347,,
,,-45.94461988830567,,0.44715621167421343,100000,0.001,,,99347,1000.0,923.7850324461236
112,47,-46.40391896057129,979.84,0.4738217983394861,103347,0.001,759.66361667,2181,102347,,
,,-46.86253631591797,,0.45000294241309163,105000,0.001,,,104347,1000.0,958.7485943645239
116,47,-47.21561933898926,999.06,0.4409098612368107,107347,0.001,844.3900126500002,2257,106347,,
,,-47.47232439422607,,0.4460173756629229,110000,0.001,,,109347,1000.0,895.2253013517271
120,47,-47.558258323669435,999.06,0.4605040577352047,111347,0.001,863.9389736,2345,110347,,
,,-47.851509559631346,,0.439687798127532,115000,0.001,,,114347,1000.0,909.6720321811736
124,47,,1000.0,,115347,,876.2976150000001,2435,,,
128,47,-48.26371017456054,1000.0,0.44757871121168136,119347,0.001,882.6739010599999,2506,118347,,
,,-48.33659018707275,,0.45049041642248633,120000,0.001,,,119347,1000.0,885.388098327443
132,14,-48.785836166381834,1000.0,0.4794682943969965,123347,0.001,888.0443976700002,8501,122347,,
,,-49.10590243530273,,0.4597497003674507,125000,0.001,,,124347,1000.0,887.6122303846627
136,14,-49.17415765380859,1000.0,0.4895554620474577,127347,0.001,891.7147297500001,8619,126347,,
,,-49.17129047393799,,0.5062811154425144,130000,0.001,,,129347,1000.0,849.1090096954256
140,15,-49.05844260406494,1000.0,0.5058908028304577,131347,0.001,891.78593696,8727,130347,,
,,-48.629468475341795,,0.5382115564644336,135000,0.001,,,134347,1000.0,811.1239435668801
144,15,,1000.0,,135347,,892.6016487599998,8836,,,
148,15,-48.36519719696045,1000.0,0.4639971563220024,139347,0.001,889.70546975,8925,138347,,
,,-48.36585007476807,,0.45533680994808673,140000,0.001,,,139347,1000.0,792.5748521598543
152,15,-48.41044163513184,1000.0,0.5155356976985931,143347,0.001,891.8575212900001,9019,142347,,
,,-48.370317337036134,,0.5131809559464454,145000,0.001,,,144347,1000.0,929.157085390063
156,16,-48.33225040435791,1000.0,0.49308457972109315,147347,0.001,891.6072793200001,9116,146347,,
,,-48.18455531311035,,0.48307143998146057,150000,0.001,,,149347,1000.0,927.035257505835
160,16,-48.31679117584228,1000.0,0.4392105235308409,151347,0.001,890.2580532899999,9224,150347,,
,,-48.90174674987793,,0.405885694488883,155000,0.001,,,154347,1000.0,917.0427475623786
164,16,,1000.0,,155347,,894.7796403700002,9347,,,
168,16,-49.265828498840335,1000.0,0.4315064973831177,159347,0.001,896.92449446,9468,158347,,
,,-49.33555769348145,,0.42316500975191595,160000,0.001,,,159347,1000.0,938.4471725838259
172,17,-49.44290201568604,1000.0,0.4527046860605478,163347,0.001,897.4716727599999,9601,162347,,
,,-49.63820461273193,,0.45925069111585615,165000,0.001,,,164347,1000.0,913.7540115252137
176,17,-49.82431418609619,1000.0,0.4664236519187689,167347,0.001,896.8544454899999,9733,166347,,
,,-49.67897963714599,,0.5125271621346473,170000,0.001,,,169347,1000.0,929.9690223948098
180,17,-49.76464755249023,1000.0,0.5021398193985224,171347,0.001,898.39402246,9863,170347,,
,,-50.32272696685791,,0.4565407744646072,175000,0.001,,,174347,1000.0,897.691731999442
