time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,,3500,0.044181563779711726,,3350,0.001,3.010819683074951,,,-13.04397615,50.0
153,23,3600,0.03524631705135107,72,3450,0.001,3.087585439682007,50.0,-13.3671335,,
155,24,3800,0.033522527031600476,76,3650,0.001,3.253700180053711,50.0,-13.260632855263156,,
,,4000,0.03578177038580179,,3850,0.001,3.3920294761657717,,,-13.015162800000002,50.0
152,26,4000,,80,,,,50.0,-13.205950462499999,,
154,27,4200,0.03359409343451261,84,4050,0.001,3.5504205322265623,50.0,-13.017401702380957,,
155,28,4400,0.034228594303131105,88,4250,0.001,3.6696501922607423,50.0,-12.815958431818181,,
,,4500,0.034868769198656085,,4350,0.001,3.7085711002349853,,,-12.17228665,50.0
153,30,4600,0.044216365367174146,92,4450,0.001,3.769779977798462,50.0,-12.612694923913041,,
154,31,4800,0.03752259328961372,96,4650,0.001,3.9003785705566405,50.0,-12.635614864583331,,
,,5000,0.03464519202709198,,4850,0.001,4.073804197311401,,,-11.558169350000002,50.0
153,32,5000,,100,,,,50.0,-12.453864609999998,,
154,33,5200,0.042396580576896666,104,5050,0.001,4.178026361465454,50.0,-11.30170801,,
155,34,5400,0.038628164827823636,108,5250,0.001,4.321544208526611,50.0,-11.119809799999999,,
,,5500,0.03855275090783834,,5350,0.001,4.367701053619385,,,-10.16134435,50.0
153,36,5600,0.03696052823215723,112,5450,0.001,4.484138317108155,50.0,-10.82196028,,
154,37,5800,0.04103855427354574,116,5650,0.001,4.59813154220581,50.0,-10.88332486,,
,,6000,0.032722973600029945,,5850,0.001,4.676008262634277,,,-9.352204050000001,50.0
152,39,6000,,120,,,,50.0,-10.72026571,,
153,40,6200,0.032166359312832356,124,6050,0.001,4.805351867675781,50.0,-10.489953750000002,,
154,41,6400,0.03558788806200028,128,6250,0.001,4.9190710830688475,50.0,-10.44808706,,
,,6500,0.03229029707610607,,6350,0.001,4.9896818542480466,,,-9.62733785,50.0
153,43,6600,0.03359541494399309,132,6450,0.001,5.01337968826294,50.0,-10.31108189,,
154,44,6800,0.03548383712768555,136,6650,0.001,5.079040203094483,50.0,-10.409725259999998,,
,,7000,0.02828673079609871,,6850,0.001,5.185048770904541,,,-8.901814550000001,50.0
152,45,7000,,140,,,,50.0,-10.19626977,,
152,47,7200,0.030081049427390098,144,7050,0.001,5.2547658348083495,50.0,-10.14569006,,
153,48,7400,0.03164432711899281,148,7250,0.001,5.347996063232422,50.0,-9.981411809999999,,
,,7500,0.039932117909193036,,7350,0.001,5.44036190032959,,,-8.121894899999997,50.0
152,49,7600,0.03116076346486807,152,7450,0.001,5.389009208679199,50.0,-9.66788276,,
153,50,7800,0.025996673665940762,156,7650,0.001,5.4331938171386716,50.0,-9.569001700000001,,
,,8000,0.024655421935021876,,7850,0.001,5.498339004516602,,,-8.616890999999999,50.0
151,52,8000,,160,,,,50.0,-9.5072778,,
152,53,8200,0.03126470230519771,164,8050,0.001,5.493195457458496,50.0,-9.4854697,,
153,54,8400,0.029473767951130866,168,8250,0.001,5.580008220672608,50.0,-9.426112940000001,,
,,8500,0.030242663230746984,,8350,0.001,5.629682464599609,,,-9.501768850000001,50.0
152,56,8600,0.029442894384264947,172,8450,0.001,5.64495023727417,50.0,-9.28021931,,
152,57,8800,0.02993881206959486,176,8650,0.001,5.73686559677124,50.0,-9.23034775,,
,,9000,0.024878999516367913,,8850,0.001,5.758430671691895,,,-10.88012625,50.0
151,59,9000,,180,,,,50.0,-9.21172808,,
152,60,9200,0.03023694735020399,184,9050,0.001,5.81810956954956,50.0,-9.222640130000002,,
153,61,9400,0.02631315579637885,188,9250,0.001,5.8865789031982425,50.0,-9.36074725,,
,,9500,0.026208164021372795,,9350,0.001,5.93203987121582,,,-8.41800985,50.0
152,63,9600,0.023838065471500157,192,9450,0.001,5.927827949523926,50.0,-9.41754444,,
152,64,9800,0.027989692464470865,196,9650,0.001,6.012462959289551,50.0,-9.22040601,,
,,10000,0.028135648369789122,,9850,0.001,6.009257831573486,,,-9.625885649999999,50.0
151,66,10000,,200,,,,50.0,-9.35679467,,
151,67,10200,0.02701584704220295,204,10050,0.001,6.135645313262939,50.0,-9.45156341,,
152,68,10400,0.025580043829977514,208,10250,0.001,6.160700950622559,50.0,-9.3688276,,
,,10500,0.026783869303762912,,10350,0.001,6.177810859680176,,,-10.031191499999998,50.0
152,69,10600,0.03238183692097664,212,10450,0.001,6.254064865112305,50.0,-9.43422653,,
152,70,10800,0.027279039546847343,216,10650,0.001,6.274833240509033,50.0,-9.359495429999999,,
,,11000,0.03999919924885034,,10850,0.001,6.3041229248046875,,,-9.55335115,50.0
152,72,11000,,220,,,,50.0,-9.431151119999999,,
152,73,11200,0.02613127777352929,224,11050,0.001,6.324364318847656,50.0,-9.54616109,,
153,74,11400,0.030789780393242837,228,11250,0.001,6.310017776489258,50.0,-9.70045156,,
,,11500,0.02698714043945074,,11350,0.001,6.320290584564209,,,-10.2976102,50.0
152,76,11600,0.02922514982521534,232,11450,0.001,6.377778244018555,50.0,-9.732264749999999,,
153,77,11800,0.030914562493562697,236,11650,0.001,6.42140380859375,50.0,-9.80338159,,
,,12000,0.029288110621273518,,11850,0.001,6.40792610168457,,,-10.745456449999999,50.0
152,78,12000,,240,,,,50.0,-10.084634970000002,,
152,79,12200,0.032177227139472964,244,12050,0.001,6.501947174072265,50.0,-10.130108459999999,,
153,80,12400,0.026932823359966277,248,12250,0.001,6.498952484130859,50.0,-10.296488829999998,,
,,12500,0.031277051866054534,,12350,0.001,6.516075763702393,,,-10.3325221,50.0
152,82,12600,0.028279760852456093,252,12450,0.001,6.5829409408569335,50.0,-10.43119541,,
153,83,12800,0.028227655142545702,256,12650,0.001,6.564892539978027,50.0,-10.586016560000003,,
,,13000,0.02991391334682703,,12850,0.001,6.603782691955566,,,-10.567738299999998,50.0
152,85,13000,,260,,,,50.0,-10.665134210000003,,
152,86,13200,0.031956412009894845,264,13050,0.001,6.607150001525879,50.0,-10.68640662,,
153,87,13400,0.028582608066499232,268,13250,0.001,6.685449390411377,50.0,-10.607577720000002,,
,,13500,0.030475150607526303,,13350,0.001,6.6841114807128905,,,-10.368215549999999,50.0
152,89,13600,0.02900216855108738,272,13450,0.001,6.703270778656006,50.0,-10.682112140000001,,
152,90,13800,0.028710927702486514,276,13650,0.001,6.788011722564697,50.0,-10.78670539,,
,,14000,0.028360460437834262,,13850,0.001,6.787266445159912,,,-10.759014449999999,50.0
152,91,14000,,280,,,,50.0,-10.76067278,,
152,93,14200,0.03634400621056557,284,14050,0.001,6.778635387420654,50.0,-10.720355450000001,,
153,94,14400,0.028577736653387545,288,14250,0.001,6.87472017288208,50.0,-10.70060358,,
,,14500,0.031431880705058576,,14350,0.001,6.853167133331299,,,-9.544766050000002,50.0
152,95,14600,0.029621411692351104,292,14450,0.001,6.949182834625244,50.0,-10.737538119999996,,
152,96,14800,0.027474363446235658,296,14650,0.001,6.958275108337403,50.0,-10.76429308,,
,,15000,0.029361405223608018,,14850,0.001,7.027393398284912,,,-9.47840635,50.0
152,98,15000,,300,,,,50.0,-10.66933889,,
152,99,15200,0.030957030579447747,304,15050,0.001,7.056100444793701,50.0,-10.63703532,,
152,100,15400,0.032462060377001764,308,15250,0.001,7.092950286865235,50.0,-10.70732415,,
,,15500,0.03590183209627867,,15350,0.001,7.15492883682251,,,-8.74452315,50.0
152,102,15600,0.03391711413860321,312,15450,0.001,7.173997535705566,50.0,-10.75815312,,
152,103,15800,0.0314273664727807,316,15650,0.001,7.22715051651001,50.0,-10.69098796,,
,,16000,0.02984385021030903,,15850,0.001,7.311546211242676,,,-9.118476349999998,50.0
151,105,16000,,320,,,,50.0,-10.69213194,,
152,106,16200,0.03536279413849115,324,16050,0.001,7.409740104675293,50.0,-10.67103323,,
152,107,16400,0.03058783434331417,328,16250,0.001,7.444821834564209,50.0,-10.450326480000001,,
,,16500,0.028387487716972828,,16350,0.001,7.469249134063721,,,-8.63949595,50.0
152,109,16600,0.0360167370736599,332,16450,0.001,7.538263778686524,50.0,-10.389043860000001,,
152,110,16800,0.03082995370030403,336,16650,0.001,7.551580142974854,50.0,-10.336733390000001,,
,,17000,0.0294963388890028,,16850,0.001,7.642111930847168,,,-8.7802755,50.0
151,111,17000,,340,,,,50.0,-10.074976920000001,,
152,113,17200,0.037712134644389154,344,17050,0.001,7.747456359863281,50.0,-9.94823286,,
152,114,17400,0.034805267862975595,348,17250,0.001,7.815243492126465,50.0,-9.89208461,,
,,17500,0.028697246797382833,,17350,0.001,7.793496112823487,,,-8.7524543,50.0
151,115,17600,0.02985934931784868,352,17450,0.001,7.883040542602539,50.0,-9.881528620000001,,
152,116,17800,0.039386047460138796,356,17650,0.001,7.92200834274292,50.0,-9.64552617,,
,,18000,0.036584566310048104,,17850,0.001,8.02708860397339,,,-8.98451805,50.0
151,118,18000,,360,,,,50.0,-9.601533120000001,,
151,119,18200,0.039677935391664504,364,18050,0.001,8.07592472076416,50.0,-9.52831397,,
152,120,18400,0.029585741832852362,368,18250,0.001,8.153228664398194,50.0,-9.498852419999999,,
,,18500,0.0313734707608819,,18350,0.001,8.22226406097412,,,-8.855957850000001,50.0
151,122,18600,0.03004720211029053,372,18450,0.001,8.236763114929198,50.0,-9.47441291,,
151,123,18800,0.030610158666968347,376,18650,0.001,8.29951816558838,50.0,-9.30993876,,
,,19000,0.03156729836016894,,18850,0.001,8.3372660446167,,,-8.8015255,50.0
151,125,19000,,380,,,,50.0,-9.15542017,,
151,126,19200,0.034396413192152975,384,19050,0.001,8.437916374206543,50.0,-9.083736779999999,,
151,127,19400,0.03243116576224565,388,19250,0.001,8.528633575439454,50.0,-8.940762979999999,,
,,19500,0.03187262170016766,,19350,0.001,8.521093635559081,,,-8.697150249999998,50.0
151,129,19600,0.039121096506714824,392,19450,0.001,8.554144897460937,50.0,-8.890811300000001,,
151,130,19800,0.032865888699889184,396,19650,0.001,8.640736427307129,50.0,-8.87690977,,
,,20000,0.03982791535556316,,19850,0.001,8.706747589111329,,,-7.3422095,50.0
151,132,20000,,400,,,,50.0,-8.785570609999999,,
151,133,20200,0.0340425755828619,404,20050,0.001,8.795456314086914,50.0,-8.710757619999999,,
151,134,20400,0.030458956994116305,408,20250,0.001,8.838394165039062,50.0,-8.575231370000001,,
,,20500,0.03263332113623619,,20350,0.001,8.875390434265137,,,-7.5309027,50.0
151,136,20600,0.0346105520054698,412,20450,0.001,8.8900101852417,50.0,-8.47769041,,
151,137,20800,0.03814660210162401,416,20650,0.001,8.999302864074707,50.0,-8.31257558,,
,,21000,0.036341753341257575,,20850,0.001,9.039296875,,,-7.8672661,50.0
151,139,21000,,420,,,,50.0,-8.18359814,,
151,140,21200,0.032857414968311786,424,21050,0.001,9.096341743469239,50.0,-8.123636260000001,,
151,141,21400,0.029784989580512046,428,21250,0.001,9.158160514831543,50.0,-8.04706287,,
,,21500,0.03307332005351782,,21350,0.001,9.182182502746581,,,-8.171046149999999,50.0
150,143,21600,0.034288230426609514,432,21450,0.001,9.190875434875489,50.0,-8.071493399999998,,
150,144,21800,0.044726304858922955,436,21650,0.001,9.283674583435058,50.0,-8.02460392,,
,,22000,0.03252532199025154,,21850,0.001,9.328569602966308,,,-7.5851212499999985,50.0
150,146,22000,,440,,,,50.0,-8.00527857,,
150,147,22200,0.04974716026335955,444,22050,0.001,9.361530532836914,50.0,-7.89620768,,
150,148,22400,0.03151570167392492,448,22250,0.001,9.482683143615724,50.0,-7.770082540000001,,
,,22500,0.03622732918709517,,22350,0.001,9.48076847076416,,,-7.24314745,50.0
150,150,22600,0.03234343286603689,452,22450,0.001,9.497921447753907,50.0,-7.657490729999999,,
150,151,22800,0.03074888713657856,456,22650,0.001,9.60040943145752,50.0,-7.642293859999999,,
,,23000,0.03088293965905905,,22850,0.001,9.621047019958496,,,-7.2097913999999985,50.0
150,153,23000,,460,,,,50.0,-7.617587569999999,,
150,154,23200,0.032966507822275164,464,23050,0.001,9.676481323242188,50.0,-7.48465208,,
150,155,23400,0.03542163722217083,468,23250,0.001,9.757206344604493,50.0,-7.465691209999999,,
,,23500,0.02976682424545288,,23350,0.001,9.793048057556152,,,-7.069816699999999,50.0
150,157,23600,0.031778907999396325,472,23450,0.001,9.745146484375,50.0,-7.3599305500000005,,
150,158,23800,0.038670347668230534,476,23650,0.001,9.824883232116699,50.0,-7.301299220000001,,
,,24000,0.030464949980378152,,23850,0.001,9.911574058532715,,,-6.9139713,50.0
149,160,24000,,480,,,,50.0,-7.317518130000001,,
150,161,24200,0.04809131179004908,484,24050,0.001,10.001892356872558,50.0,-7.37511396,,
150,162,24400,0.029771216921508314,488,24250,0.001,9.967267684936523,50.0,-7.37263031,,
,,24500,0.0318876102566719,,24350,0.001,10.002566184997558,,,-6.97653165,50.0
150,163,24600,0.04052743472158909,492,24450,0.001,10.048474464416504,50.0,-7.28574568,,
150,165,24800,0.033177770227193835,496,24650,0.001,10.12852798461914,50.0,-7.219396270000001,,
,,25000,0.0326349863037467,,24850,0.001,10.20796817779541,,,-6.47799495,50.0
149,166,25000,,500,,,,50.0,-7.22584836,,
150,167,25200,0.03222718015313149,504,25050,0.001,10.192773513793945,50.0,-7.1891937100000005,,
150,169,25400,0.034444970078766346,508,25250,0.001,10.225628204345703,50.0,-7.1440509400000005,,
,,25500,0.03252981409430504,,25350,0.001,10.259525489807128,,,-6.594815700000001,50.0
149,170,25600,0.03138087250292301,512,25450,0.001,10.317263984680176,50.0,-7.14610054,,
150,171,25800,0.030712789036333562,516,25650,0.001,10.328069877624511,50.0,-7.161610959999999,,
,,26000,0.03286674700677395,,25850,0.001,10.359930305480956,,,-6.3484498,50.0
149,173,26000,,520,,,,50.0,-7.05969895,,
150,174,26200,0.03036292839795351,524,26050,0.001,10.45973217010498,50.0,-6.970264619999999,,
150,175,26400,0.04281990468502045,528,26250,0.001,10.52494571685791,50.0,-7.04180844,,
,,26500,0.03393561348319054,,26350,0.001,10.532420196533202,,,-6.4508139,50.0
150,177,26600,0.082894656509161,532,26450,0.001,10.530170288085937,50.0,-6.90181914,,
150,178,26800,0.03515355199575424,536,26650,0.001,10.572547607421875,50.0,-6.84867254,,
,,27000,0.03225224897265434,,26850,0.001,10.648105735778808,,,-6.3036601,50.0
149,180,27000,,540,,,,50.0,-6.78640515,,
150,181,27200,0.03433855947107076,544,27050,0.001,10.635810012817382,50.0,-6.758326889999999,,
150,182,27400,0.03628614604473114,548,27250,0.001,10.762832221984864,50.0,-6.79089293,,
,,27500,0.03438790179789066,,27350,0.001,10.730955047607422,,,-6.4594989499999995,50.0
149,184,27600,0.03431923571974039,552,27450,0.001,10.715958137512207,50.0,-6.816725290000001,,
150,185,27800,0.0490014036372304,556,27650,0.001,10.853134155273438,50.0,-6.80821944,,
,,28000,0.03552542306482792,,27850,0.001,10.895267906188964,,,-6.0224692,50.0
149,186,28000,,560,,,,50.0,-6.679609229999999,,
150,187,28200,0.0432400631532073,564,28050,0.001,10.974871292114258,50.0,-6.566096449999999,,
150,188,28400,0.03432902604341507,568,28250,0.001,11.005131645202637,50.0,-6.446758000000001,,
,,28500,0.03409469831734896,,28350,0.001,11.0158052444458,,,-6.2808931999999995,50.0
150,190,28600,0.033698638305068015,572,28450,0.001,11.067332458496093,50.0,-6.53232352,,
150,191,28800,0.039750744439661506,576,28650,0.001,11.123685874938964,50.0,-6.50569328,,
,,29000,0.03572096303105354,,28850,0.001,11.24879467010498,,,-6.092267250000001,50.0
150,193,29000,,580,,,,50.0,-6.463470870000001,,
150,194,29200,0.03479587592184544,584,29050,0.001,11.230849113464355,50.0,-6.448127280000001,,
150,195,29400,0.03139630328863859,588,29250,0.001,11.238473091125488,50.0,-6.38756088,,
,,29500,0.03529137641191483,,29350,0.001,11.340464019775391,,,-6.290824099999999,50.0
150,196,29600,0.03819247115403414,592,29450,0.001,11.360009155273438,50.0,-6.340540599999998,,
150,197,29800,0.03317658089101314,596,29650,0.001,11.423516082763673,50.0,-6.356026189999999,,
,,30000,0.0406869487464428,,29850,0.001,11.478692016601563,,,-6.27041735,50.0
150,199,30000,,600,,,,50.0,-6.257601720000001,,
150,200,30200,0.03907227214425802,604,30050,0.001,11.472902946472168,50.0,-6.2169374500000005,,
150,201,30400,0.039452602453529835,608,30250,0.001,11.585400581359863,50.0,-6.2116706,,
,,30500,0.04352895725518465,,30350,0.001,11.615922088623046,,,-6.36988255,50.0
150,203,30600,0.039175856411457065,612,30450,0.001,11.643820762634277,50.0,-6.16306936,,
150,204,30800,0.03698118194937706,616,30650,0.001,11.663050804138184,50.0,-6.157315889999999,,
,,31000,0.040786427445709705,,30850,0.001,11.764838218688965,,,-5.9855331,50.0
150,206,31000,,620,,,,50.0,-6.146554980000001,,
150,207,31200,0.036591049507260325,624,31050,0.001,11.809881210327148,50.0,-6.141834440000001,,
150,208,31400,0.03667704854160547,628,31250,0.001,11.790161018371583,50.0,-6.211279369999999,,
,,31500,0.047794482484459874,,31350,0.001,11.840795097351075,,,-6.3610031000000005,50.0
150,210,31600,0.03650275450199843,632,31450,0.001,11.881528358459473,50.0,-6.2485536,,
150,211,31800,0.03615037582814693,636,31650,0.001,11.96225860595703,50.0,-6.214382379999998,,
,,32000,0.04025919709354639,,31850,0.001,11.936570510864257,,,-5.945054100000001,50.0
150,212,32000,,640,,,,50.0,-6.30530196,,
150,213,32200,0.03694101732224226,644,32050,0.001,12.032971649169921,50.0,-6.29349561,,
150,215,32400,0.03811427615582943,648,32250,0.001,12.058568038940429,50.0,-6.33583081,,
,,32500,0.038496925234794616,,32350,0.001,12.086407432556152,,,-5.90569055,50.0
150,216,32600,0.04569599527865648,652,32450,0.001,12.129616584777832,50.0,-6.28595535,,
150,217,32800,0.04285911876708269,656,32650,0.001,12.186286697387695,50.0,-6.24759124,,
,,33000,0.03810091394931078,,32850,0.001,12.220330467224121,,,-5.61687085,50.0
150,219,33000,,660,,,,50.0,-6.21388919,,
150,220,33200,0.04477961886674166,664,33050,0.001,12.344148788452149,50.0,-6.282293620000001,,
150,221,33400,0.040322543792426585,668,33250,0.001,12.378236389160156,50.0,-6.276022649999999,,
,,33500,0.04164500068873167,,33350,0.001,12.400820426940918,,,-5.794629949999999,50.0
150,223,33600,0.0393763417750597,672,33450,0.001,12.425526504516602,50.0,-6.1450979299999995,,
150,224,33800,0.03661373425275087,676,33650,0.001,12.402176399230957,50.0,-6.096924589999999,,
,,34000,0.04250663604587317,,33850,0.001,12.455601844787598,,,-6.009193499999999,50.0
150,226,34000,,680,,,,50.0,-6.09263999,,
150,227,34200,0.04192135933786631,684,34050,0.001,12.544366416931153,50.0,-6.0005129,,
150,228,34400,0.04320445585995913,688,34250,0.001,12.607225532531737,50.0,-6.017965060000002,,
,,34500,0.04072135504335165,,34350,0.001,12.629915885925293,,,-5.649430700000001,50.0
150,230,34600,0.04090503789484501,692,34450,0.001,12.689550476074219,50.0,-6.057433489999999,,
150,231,34800,0.039369103908538816,696,34650,0.001,12.677467536926269,50.0,-6.05394978,,
,,35000,0.09841794840991497,,34850,0.001,12.733559074401855,,,-6.1884307000000005,50.0
150,232,35000,,700,,,,50.0,-6.08768618,,
150,233,35200,0.041012784950435165,704,35050,0.001,12.775266151428223,50.0,-6.098288920000001,,
150,235,35400,0.04017945036292076,708,35250,0.001,12.913374290466308,50.0,-6.07883319,,
,,35500,0.03885544586926699,,35350,0.001,12.841479110717774,,,-6.3361687,50.0
150,236,35600,0.03883306995034218,712,35450,0.001,12.895676956176757,50.0,-6.080819130000001,,
150,237,35800,0.04069724276661873,716,35650,0.001,12.906134414672852,50.0,-6.09917493,,
,,36000,0.04143881622701883,,35850,0.001,12.954319190979003,,,-5.627994599999999,50.0
150,239,36000,,720,,,,50.0,-6.17516786,,
150,240,36200,0.038962598405778405,724,36050,0.001,13.028482933044433,50.0,-6.106173370000001,,
150,241,36400,0.0426246302202344,728,36250,0.001,13.101644554138183,50.0,-6.01422768,,
,,36500,0.04429171897470951,,36350,0.001,13.017977333068847,,,-6.00861425,50.0
150,243,36600,0.04236044116318226,732,36450,0.001,13.133648986816405,50.0,-5.964406329999999,,
150,244,36800,0.03869263872504234,736,36650,0.001,13.166713790893555,50.0,-5.93971581,,
,,37000,0.039332485608756546,,36850,0.001,13.190021743774414,,,-5.748039650000001,50.0
150,246,37000,,740,,,,50.0,-5.8242043599999995,,
150,247,37200,0.04098146960139275,744,37050,0.001,13.247888946533203,50.0,-5.835716289999999,,
150,248,37400,0.04583114124834538,748,37250,0.001,13.223505592346191,50.0,-5.76500493,,
,,37500,0.04452352710068226,,37350,0.001,13.306160125732422,,,-5.66014365,50.0
150,250,37600,0.042378896437585356,752,37450,0.001,13.358210334777832,50.0,-5.7248540000000006,,
150,251,37800,0.045300748720765116,756,37650,0.001,13.347672958374023,50.0,-5.707901519999999,,
,,38000,0.04097835786640644,,37850,0.001,13.410710258483887,,,-5.929225049999999,50.0
150,253,38000,,760,,,,50.0,-5.818650849999999,,
150,254,38200,0.04064624700695276,764,38050,0.001,13.461423797607422,50.0,-5.744550140000001,,
150,255,38400,0.040512448288500306,768,38250,0.001,13.453295135498047,50.0,-5.82022764,,
,,38500,0.04261530976742506,,38350,0.001,13.471096496582032,,,-6.00414135,50.0
150,257,38600,0.04259672749787569,772,38450,0.001,13.575546875,50.0,-5.8946517599999995,,
150,258,38800,0.0403556839749217,776,38650,0.001,13.53215747833252,50.0,-5.969237739999999,,
,,39000,0.04455798048526049,,38850,0.001,13.590744514465332,,,-5.817300599999999,50.0
149,260,39000,,780,,,,50.0,-5.972398609999999,,
150,261,39200,0.04445799484848976,784,39050,0.001,13.633717346191407,50.0,-5.9718847,,
150,262,39400,0.04568620283156633,788,39250,0.001,13.682026748657227,50.0,-5.974777749999999,,
,,39500,0.038471309021115306,,39350,0.001,13.716101875305176,,,-5.5820624,50.0
149,264,39600,0.0404383285716176,792,39450,0.001,13.693114929199218,50.0,-5.91524231,,
150,265,39800,0.042411348819732665,796,39650,0.001,13.750075645446778,50.0,-5.79986816,,
,,40000,0.04020761553198099,,39850,0.001,13.769161643981933,,,-5.551629750000001,50.0
149,266,40000,,800,,,,50.0,-5.807249520000002,,
150,267,40200,0.04182230371981859,804,40050,0.001,13.845501976013184,50.0,-5.8582088500000005,,
150,268,40400,0.038316584415733816,808,40250,0.001,13.87738914489746,50.0,-5.86736223,,
,,40500,0.03769571445882321,,40350,0.001,13.898213233947754,,,-5.904490649999999,50.0
150,270,40600,0.04245897773653269,812,40450,0.001,13.921557502746582,50.0,-5.806284610000001,,
150,271,40800,0.04572078041732311,816,40650,0.001,13.901163940429688,50.0,-5.861219760000001,,
,,41000,0.054960079193115234,,40850,0.001,13.990512237548828,,,-5.4977883,50.0
150,273,41000,,820,,,,50.0,-5.810585790000001,,
150,274,41200,0.03961280453950167,824,41050,0.001,14.050739669799805,50.0,-5.84507158,,
150,275,41400,0.042919599413871766,828,41250,0.001,13.994943580627442,50.0,-5.8656710599999995,,
,,41500,0.04361607100814581,,41350,0.001,14.084494247436524,,,-5.4180811,50.0
150,277,41600,0.04691675867885351,832,41450,0.001,14.110006942749024,50.0,-5.90186733,,
150,278,41800,0.0405807514116168,836,41650,0.001,14.128603630065918,50.0,-5.8960505,,
,,42000,0.040022368505597115,,41850,0.001,14.188820343017579,,,-5.489949199999999,50.0
150,279,42000,,840,,,,50.0,-5.95719555,,
150,281,42200,0.0392025538533926,844,42050,0.001,14.274735984802247,50.0,-5.980751339999999,,
150,282,42400,0.0403770450130105,848,42250,0.001,14.278784980773926,50.0,-5.988317489999999,,
,,42500,0.0468225634843111,,42350,0.001,14.248199501037597,,,-5.560565500000001,50.0
150,283,42600,0.0471124953776598,852,42450,0.001,14.251932907104493,50.0,-5.94851623,,
150,284,42800,0.04159235663712025,856,42650,0.001,14.25582431793213,50.0,-5.95698043,,
,,43000,0.040436084419488906,,42850,0.001,14.3711865234375,,,-5.47832245,50.0
150,286,43000,,860,,,,50.0,-5.91691769,,
150,287,43200,0.04064937457442284,864,43050,0.001,14.400457000732422,50.0,-5.96299638,,
150,288,43400,0.047278586514294146,868,43250,0.001,14.389546737670898,50.0,-5.946104449999998,,
,,43500,0.04310927711427212,,43350,0.001,14.38885368347168,,,-5.6184479,50.0
150,290,43600,0.045465807765722274,872,43450,0.001,14.464735641479493,50.0,-5.88460287,,
150,291,43800,0.04601554971188307,876,43650,0.001,14.52578727722168,50.0,-5.80150983,,
,,44000,0.04542541947215795,,43850,0.001,14.519071006774903,,,-5.41559375,50.0
150,293,44000,,880,,,,50.0,-5.808184559999998,,
150,294,44200,0.04857339560985565,884,44050,0.001,14.627654075622559,50.0,-5.808774100000002,,
150,295,44400,0.04585198502987623,888,44250,0.001,14.609146919250488,50.0,-5.73188385,,
,,44500,0.04406668234616518,,44350,0.001,14.652833137512207,,,-5.65833625,50.0
150,297,44600,0.04862226624041796,892,44450,0.001,14.683579978942872,50.0,-5.75274319,,
150,298,44800,0.045402743220329285,896,44650,0.001,14.665705604553223,50.0,-5.766031820000002,,
,,45000,0.044379629120230676,,44850,0.001,14.670116348266601,,,-5.395294450000001,50.0
150,299,45000,,900,,,,50.0,-5.751162110000001,,
150,300,45200,0.050024532303214075,904,45050,0.001,14.757748718261718,50.0,-5.722557230000001,,
150,301,45400,0.06309485167264939,908,45250,0.001,14.753683242797852,50.0,-5.6682051300000005,,
