rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
102.39445874226803,1,703,21.082474226804123,2,2048,,,,,,,,,,,,,
108.78197494,2,566,22.51,7,4096,0.0003,0.01836735,-0.056100437653367405,1.0023051500320435,0.2,487.4621276855469,1427.2428415298461,10,0.20712890625,-0.0029371976852416992,-24.147591841220855,,
,,,,,5000,0.0003,0.023059644,-0.06856322233215906,1.000717282295227,0.2,375.54052734375,1159.7575902938843,20,0.24951171875,0.005128383636474609,-24.144567990303038,286.33518846035,54.25
100.87251782999999,3,484,20.82,12,6144,,,,,,,,,,,,,
117.65122815999999,4,474,24.06,17,8192,0.0003,0.029413857,-0.07947221678623465,0.998306155204773,0.2,454.9461669921875,865.6042097091674,30,0.31123046875,0.019401133060455322,-24.100156486034393,,
,,,,,10000,0.0003,0.029011678,-0.08161762554082089,0.9959431886672974,0.2,431.902099609375,1070.5830974578857,40,0.319091796875,0.006912350654602051,-24.07384060025215,301.1541674852371,58.65
118.27550576999998,5,443,24.33,23,10240,,,,,,,,,,,,,
123.38238923999998,6,447,25.26,27,12288,0.0003,0.034735445,-0.08937609694548883,0.9920026063919067,0.2,359.5549621582031,975.6688920974732,50,0.37109375,0.009214937686920166,-24.02213659286499,,
118.1923306,7,452,24.2,31,14336,0.0003,0.03850399,-0.09064323486527429,0.9904382228851318,0.2,466.5778503417969,999.9187957763672,60,0.394482421875,0.015902459621429443,-23.975441372394563,,
,,,,,15000,0.0003,0.035101794,-0.08628640109673143,0.9889775514602661,0.2,410.7876281738281,921.927771949768,70,0.365966796875,0.01738673448562622,-23.945292246341705,292.43964223861695,57.25
120.22318572000002,8,441,24.66,37,16384,,,,,,,,,,,,,
129.45422336,9,443,26.6,41,18432,0.0003,0.03084035,-0.08373765245778486,0.9884246587753296,0.2,491.1741027832031,928.1998634338379,80,0.334375,0.03712648153305054,-23.92528799176216,,
,,,,,20000,0.0003,0.02560262,-0.07715375385159859,0.9893229007720947,0.2,539.5528564453125,1021.534063911438,90,0.25927734375,0.06386864185333252,-23.934988141059875,325.4453533411026,62.9
