eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/value_loss
50.0,1000,-13.179309927672147,,,,,,,,,,,,,,,,
50.0,2000,-13.179309927672147,,,,,,,,,,,,,,,,
,2048,,1,358,5,50.0,-59.831058275,,,,,,,,,,,
50.0,3000,-12.290397106762976,,,,,,-0.004463145232875831,-0.0010416507720947266,0.019873046875,-2.811196003854275,0.9774652719497681,10,68.59947967529297,0.2,0.0003,0.0035455734,180.40250639915467
50.0,4000,-12.290397106762976,,,,,,,,,,,,,,,,
,4096,,2,312,13,50.0,-59.95067049382716,,,,,,,,,,,
50.0,5000,-11.691336109116673,,,,,,-0.00283693082164973,0.16550922393798828,0.00693359375,-2.779755841195583,0.9652369022369385,20,24.150793075561523,0.2,0.0003,0.0025326237,117.92859814167022
50.0,6000,-11.691336109116673,,,,,,,,,,,,,,,,
,6144,,3,296,20,50.0,-59.64308562,,,,,,,,,,,
50.0,7000,-11.708618264086544,,,,,,-0.0050696552978479305,0.2914775609970093,0.030810546875,-2.748773941397667,0.9432634115219116,30,13.389004707336426,0.2,0.0003,0.005995096,66.17062418460846
50.0,8000,-11.708618264086544,,,,,,,,,,,,,,,,
,8192,,4,290,28,50.0,-59.30195029000001,,,,,,,,,,,
50.0,9000,-10.075162387266754,,,,,,-0.007147594098933041,0.1690654158592224,0.048779296875,-2.689365568011999,0.909022867679596,40,12.012807846069336,0.2,0.0003,0.006466524,59.40149118304252
50.0,10000,-10.075162387266754,,,,,,,,,,,,,,,,
,10240,,5,287,35,50.0,-58.56349488,,,,,,,,,,,
50.0,11000,-11.222892653569579,,,,,,-0.008073363880976103,0.010925829410552979,0.04404296875,-2.5919631347060204,0.8529905080795288,50,7.8858537673950195,0.2,0.0003,0.009908665,48.249871054291724
50.0,12000,-11.222892653569579,,,,,,,,,,,,,,,,
,12288,,6,287,42,50.0,-56.873622610000005,,,,,,,,,,,
50.0,13000,-12.934806714206934,,,,,,-0.009464323057909497,0.31088900566101074,0.044189453125,-2.4801826611161233,0.8221092224121094,60,7.152204990386963,0.2,0.0003,0.00784515,32.88056773841381
50.0,14000,-12.934806714206934,,,,,,,,,,,,,,,,
