rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/critic_loss,train/n_updates,time/total_timesteps,train/ent_coef,time/time_elapsed,time/episodes,train/actor_loss,rollout/ep_len_mean,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-54.385307250000004,110,-1.607879400253296,0.8232237100601196,401,502,0.88674396276474,4,4,-15.055837631225586,125.5,0.0003,,
-92.982295875,98,-6.017574787139893,1.9045032262802124,1574,1675,0.6258429884910583,17,8,-27.647706985473633,209.375,0.0003,,
-76.51328608333334,96,-8.329536437988281,2.253024101257324,2224,2325,0.5168826580047607,24,12,-32.696990966796875,193.75,0.0003,,
-73.3131700625,95,-9.782739639282227,4.868656635284424,2654,2755,0.45597681403160095,28,16,-34.681636810302734,172.1875,0.0003,,
-74.3178384,94,-11.166862487792969,4.13884162902832,3093,3194,0.4016430675983429,33,20,-36.27545166015625,159.7,0.0003,,
-88.57290612499999,93,-13.743836402893066,4.683929920196533,4293,4394,0.28537192940711975,46,24,-37.407135009765625,183.08333333333334,0.0003,,
,,-15.082691192626953,4.669354438781738,4899,5000,0.24070776998996735,,,-37.85411071777344,,0.0003,-29.236719908152008,1000.0
-95.88374121428569,77,-16.373620986938477,4.927088737487793,5451,5552,0.2063819319009781,72,28,-37.44571304321289,198.28571428571428,0.0003,,
-110.62916403125001,79,-17.83026695251465,4.419432640075684,6821,6922,0.14089363813400269,86,32,-33.288490295410156,216.3125,0.0003,,
-103.05366955555557,80,-17.88092041015625,4.717233180999756,7051,7152,0.13219444453716278,89,36,-33.70893096923828,198.66666666666666,0.0003,,
-94.26854482499999,80,-19.593215942382812,4.204541206359863,7293,7394,0.12358851730823517,91,40,-32.409332275390625,184.85,0.0003,,
-99.2753360909091,81,-19.213951110839844,3.6093499660491943,8564,8665,0.08710099011659622,106,44,-29.387184143066406,196.9318181818182,0.0003,,
-99.18445408333332,82,-20.191272735595703,3.2383158206939697,9671,9772,0.06486091017723083,118,48,-26.346195220947266,203.58333333333334,0.0003,,
,,-19.073143005371094,2.7934539318084717,9899,10000,0.061033908277750015,,,-24.76418685913086,,0.0003,-19.677968450041952,358.0
-99.34619388461539,80,-16.868244171142578,2.853322982788086,11012,11113,0.04572691395878792,138,52,-23.21143913269043,213.71153846153845,0.0003,,
-95.43205328571428,80,-14.852209091186523,3.0684070587158203,11584,11685,0.03951733931899071,144,56,-21.582721710205078,208.66071428571428,0.0003,,
-91.56664395000001,81,-15.037086486816406,2.8073782920837402,12690,12791,0.03003057651221752,156,60,-19.02200698852539,213.18333333333334,0.0003,,
,,-5.849282264709473,2.827767848968506,14899,15000,0.018494604155421257,,,-15.695732116699219,,0.0003,330.784017773837,821.8
-84.76632746875,77,-4.985506057739258,2.4242465496063232,15423,15524,0.016751430928707123,199,64,-16.027099609375,242.5625,0.0003,,
-76.20826260294118,78,-0.021898269653320312,3.6744256019592285,17477,17578,0.012831813655793667,222,68,-13.794883728027344,258.5,0.0003,,
-69.57008531944444,79,0.5029877424240112,2.502523899078369,18677,18778,0.012208300642669201,235,72,-13.80533218383789,260.80555555555554,0.0003,,
,,0.5061725974082947,2.3258419036865234,19899,20000,0.012185183353722095,,,-13.456642150878906,,0.0003,108.40735901726002,411.6
-56.541884184210524,79,0.636339008808136,2.1709179878234863,21839,21940,0.0120893195271492,275,76,-13.16126823425293,288.6842105263158,0.0003,,
,,-1.0128684043884277,2.233585834503174,24899,25000,0.012837253510951996,,,-12.92972183227539,,0.0003,376.98342928153363,835.6
-40.99852275,78,2.547767162322998,2.385037899017334,25232,25333,0.01299265120178461,323,80,-13.20233154296875,316.6625,0.0003,,
-33.431873714285715,78,-1.444891095161438,2.211440324783325,26400,26501,0.01305612176656723,336,84,-13.118212699890137,315.48809523809524,0.0003,,
-19.513766965909088,79,0.7845810651779175,2.1544361114501953,29499,29600,0.013077475130558014,371,88,-14.13754653930664,336.3636363636364,0.0003,,
,,1.8816205263137817,2.3062782287597656,29899,30000,0.013125979341566563,,,-14.41714859008789,,0.0003,622.6169457927535,1000.0
-2.818043565217388,77,0.6466585397720337,1.663805603981018,32645,32746,0.01352067943662405,420,92,-15.282733917236328,355.9347826086956,0.0003,,
6.383096187500001,78,-0.25022751092910767,1.8616163730621338,34290,34391,0.013762949034571648,437,96,-15.914424896240234,358.2395833333333,0.0003,,
